date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,PM25_mean
2012-08-21,89.0,65.083,39.0,7.5,10.8125,3.3125,,345.0,269.75,201.0,15.75
2012-08-22,90.0,69.708,42.0,6.5215,11.239,4.7175,,345.0,270.25,217.0,13.25
2012-08-23,91.0,72.292,41.0,7.8025,13.3125,5.51,,339.0,270.875,218.0,13.5
2012-08-24,92.0,65.167,36.0,11.1745,16.389499999999998,5.2155000000000005,,342.0,276.0,220.0,13.042
2012-08-25,88.0,63.333,32.0,8.625,11.2915,2.6665,,337.0,268.25,208.0,14.958
2012-08-26,86.0,63.167,36.0,7.521,9.7915,2.271,,338.0,269.375,212.0,12.958
2012-08-27,85.0,62.042,33.0,10.6875,14.1665,3.4795,,340.0,271.583,210.0,13.333
2012-08-28,85.0,66.25,45.0,10.521,15.271,4.75,,323.0,266.375,211.0,11.167
2012-08-29,90.0,66.708,43.0,10.116,14.597000000000001,4.481,,328.0,268.833,210.0,13.292
2012-08-30,100.0,76.652,46.0,11.1045,15.9165,4.8125,,346.0,269.083,232.0,19.125
2012-08-31,100.0,72.333,43.0,9.979,14.5,4.521,,330.0,272.292,228.0,17.125
2012-09-01,92.0,73.583,50.0,7.5205,12.0835,4.5625,,307.0,246.958,211.0,6.167
2012-09-02,96.0,82.583,63.0,4.9165,7.9165,3.0,,274.0,231.75,208.0,3.417
2012-09-03,88.0,75.917,49.0,10.7705,16.1455,5.375,,301.0,244.0,210.0,3.083
2012-09-04,88.0,74.042,50.0,10.9585,16.25,5.2915,,298.0,248.458,212.0,11.591
2012-09-05,89.0,67.917,40.0,10.4165,16.636,6.2195,,323.0,255.625,200.0,12.75
2012-09-06,93.0,83.25,68.0,12.104,19.4375,7.3335,,278.0,228.417,208.0,12.458
2012-09-07,91.0,70.292,43.0,8.6455,14.4165,5.771,,312.0,246.542,194.0,8.333
2012-09-08,93.0,73.5,47.0,8.417,11.8125,3.396,,314.0,256.125,213.0,19.625
2012-09-09,89.0,69.208,44.0,5.4375,7.6665,2.229,,307.0,257.0,212.0,13.417
2012-09-10,89.0,68.0,38.0,9.042,13.354,4.3125,,325.0,258.25,204.0,16.375
2012-09-11,95.0,82.458,59.0,12.354,19.25,6.896,,278.0,228.625,193.0,13.167
2012-09-12,96.0,78.458,50.0,8.261,13.4815,5.221,,292.0,230.208,184.0,5.5
2012-09-13,87.0,69.083,44.0,12.479,19.5,7.0205,,311.0,252.042,208.0,13.167
2012-09-14,89.0,68.583,44.0,9.4585,13.645499999999998,4.1875,,310.0,252.25,207.0,17.458
2012-09-15,88.0,70.5,47.0,8.4375,11.7915,3.354,,308.0,247.333,194.0,19.083
2012-09-16,92.0,72.208,48.0,5.7085,7.979,2.271,,311.0,253.458,197.0,14.417
2012-09-17,86.0,66.5,45.0,4.0205,6.375,2.354,,319.0,265.292,222.0,8.625
2012-09-18,99.0,64.043,42.0,5.771,9.354,3.5835,,311.0,261.25,215.0,6.542
2012-09-19,100.0,92.8,86.0,9.6475,16.002499999999998,6.3549999999999995,,252.0,228.167,209.0,4.125
2012-09-20,96.0,76.292,54.0,8.25,13.5,5.25,,282.0,231.125,201.0,13.583
2012-09-21,98.0,78.792,66.0,8.8335,13.0,4.1665,,238.0,204.542,179.0,11.625
2012-09-22,95.0,73.708,51.0,6.271,9.6665,3.3955,,262.0,204.083,166.0,10.167
2012-09-23,100.0,95.048,87.0,6.3335,8.0625,1.729,,188.0,173.25,161.0,3.083
2012-09-24,99.0,76.083,51.0,8.125,13.354500000000002,5.229,,246.0,192.083,151.0,1.292
2012-09-25,89.0,72.083,45.0,9.917,15.875,5.9585,,253.0,192.833,151.0,5.25
2012-09-26,87.0,67.667,40.0,10.0305,15.360499999999998,5.3295,,254.0,185.5,131.0,6.667
2012-09-27,93.0,69.25,43.0,11.1875,16.6665,5.479,,234.0,178.125,122.0,5.458
2012-09-28,94.0,80.292,62.0,10.8545,17.146,6.2915,,267.0,194.75,131.0,2.833
2012-09-29,97.0,76.958,53.0,8.375,17.2295,8.854,,276.0,217.292,167.0,10.167
2012-09-30,100.0,78.125,43.0,6.2085,8.979,2.7705,,279.0,216.708,183.0,12.917
2012-10-01,99.0,77.81,59.0,6.9165,10.7915,3.875,,264.0,207.5,174.0,2.875
2012-10-02,94.0,78.833,61.0,8.167,12.375,4.2085,,239.0,196.75,175.0,2.583
2012-10-03,99.0,87.174,74.0,11.077,18.6795,7.6025,,210.0,187.75,171.0,6.333
2012-10-04,99.0,74.091,49.0,7.979,12.875,4.8955,,263.0,200.542,154.0,4.083
2012-10-05,91.0,71.792,41.0,10.451,15.581,5.1295,,255.0,189.625,136.0,5.87
2012-10-06,98.0,84.083,64.0,9.0415,14.1875,5.146,,219.0,175.875,144.0,14.167
2012-10-07,100.0,79.087,51.0,4.3125,6.021,1.7080000000000002,,206.0,161.5,131.0,6.042
2012-10-08,95.0,72.708,44.0,7.4375,10.2705,2.8335,,225.0,157.083,103.0,5.708
2012-10-09,93.0,74.333,48.0,11.4375,18.75,7.3125,,214.0,155.917,113.0,10.167
2012-10-10,97.0,70.0,41.0,10.475,17.973,7.498,,207.0,152.375,95.0,8.458
2012-10-11,92.0,71.833,41.0,10.667,16.375,5.708,,231.0,168.333,122.0,11.625
2012-10-12,83.0,67.417,49.0,6.875,10.6665,3.7915,,192.0,143.792,86.0,4.333
2012-10-13,92.0,70.958,44.0,11.0415,17.521,6.479,,194.0,123.625,57.0,12.667
2012-10-14,91.0,71.5,42.0,8.75,12.354,3.604,,203.0,133.25,73.0,19.292
2012-10-15,94.0,74.25,45.0,10.4375,15.8125,5.375,,227.0,141.125,84.0,19.417
2012-10-16,93.0,68.667,35.0,16.9585,24.6455,7.6875,,219.0,138.875,77.0,18.042
2012-10-17,98.0,70.882,37.0,14.04,20.0755,6.0355,,209.0,130.5,78.0,18.542
2012-10-18,99.0,85.381,75.0,8.896,13.875,4.9795,,159.0,137.5,111.0,1.667
2012-10-19,89.0,63.292,38.0,7.1665,11.2085,4.0415,,172.0,120.292,58.0,3.75
2012-10-20,95.0,75.083,43.0,11.3955,20.625,9.2295,,206.0,108.333,35.0,10.792
2012-10-21,97.0,74.708,34.0,9.75,15.5835,5.8335,,223.0,127.625,55.0,17.833
2012-10-22,87.0,68.208,38.0,9.021,13.2915,4.2705,,219.0,147.25,101.0,22.667
2012-10-23,100.0,85.083,62.0,8.854,12.771,3.9165,,200.0,137.25,104.0,4.167
2012-10-24,94.0,67.458,38.0,11.233,18.434,7.201,,155.0,96.125,47.0,6.542
2012-10-25,95.0,74.125,44.0,14.9585,28.125,13.167000000000002,,194.0,111.208,47.0,10.792
2012-10-26,94.0,77.708,51.0,13.3125,25.1875,11.875,,190.0,124.583,72.0,14.167
2012-10-27,96.0,75.917,59.0,8.9585,16.667,7.7085,,170.0,129.125,82.0,16.333
2012-10-28,95.0,81.35,67.0,6.25,8.604,2.3545,,156.0,124.833,108.0,4.333
2012-10-29,99.0,68.765,49.0,9.104,15.5415,6.4375,,171.0,121.083,64.0,5.208
2012-10-30,92.0,77.833,54.0,16.25,27.4165,11.1665,,158.0,102.167,58.0,11.042
2012-10-31,90.0,74.625,52.0,11.651499999999999,20.538,8.8865,,144.0,96.917,51.0,5.708
2012-11-01,94.0,60.5,30.0,11.0835,21.1875,10.104,,165.0,100.875,36.0,8.667
2012-11-02,91.0,68.167,40.0,8.7915,14.0,5.208,,124.0,78.458,28.0,4.875
2012-11-03,92.0,71.292,41.0,11.417,18.125,6.708,,128.0,62.167,5.0,13.583
2012-11-04,93.0,68.792,36.0,11.5205,16.979,5.4585,,136.0,66.917,1.0,10.792
2012-11-05,86.0,68.708,43.0,15.957999999999998,24.0,8.0415,,187.0,99.25,35.0,16.652
2012-11-06,96.0,84.083,58.0,19.812,33.584,13.772499999999999,,197.0,119.167,85.0,15.458
2012-11-07,93.0,68.0,30.0,16.78,27.062,10.282,,159.0,102.167,49.0,8.292
2012-11-08,92.0,67.375,36.0,15.729,26.771,11.0415,,168.0,95.292,30.0,8.042
2012-11-09,92.0,73.417,45.0,16.521,31.3545,14.8335,,137.0,86.125,37.0,18.875
2012-11-10,90.0,72.708,47.0,8.396,12.8335,4.4375,,156.0,89.0,39.0,10.875
2012-11-11,100.0,87.542,67.0,9.354,13.542000000000002,4.1875,,113.0,74.292,32.0,3.958
2012-11-12,99.0,81.917,53.0,11.5415,19.146,7.6045,,190.0,121.333,62.0,6.583
2012-11-13,97.0,67.333,38.0,14.5625,24.5625,10.0,,158.0,92.625,44.0,13.208
2012-11-14,99.0,81.167,55.0,11.6035,18.157,6.5535,,101.0,56.625,18.0,3.708
2012-11-15,97.0,71.708,37.0,13.229,24.854,11.625,,100.0,46.25,-8.0,7.1
2012-11-16,100.0,81.5,51.0,15.0625,28.625,13.5625,,123.0,58.375,21.0,8.0
2012-11-17,100.0,82.85,54.0,15.25,23.604,8.354,,140.0,79.042,18.0,6.375
2012-11-18,98.0,73.917,50.0,4.2915,6.604,2.3125,,91.0,64.458,25.0,0.625
2012-11-19,95.0,70.958,39.0,17.4585,28.0415,10.5835,,138.0,53.958,-5.0,9.667
2012-11-20,94.0,69.333,36.0,14.6665,26.8545,12.1875,,131.0,69.083,24.0,10.208
2012-11-21,82.0,66.304,44.0,11.968,19.013,7.0440000000000005,,81.0,43.522,22.0,4.833
2012-11-22,89.0,70.708,44.0,21.5415,38.396,16.8545,,132.0,57.167,4.0,14.667
2012-11-23,95.0,85.5,71.0,16.146,31.125,14.979,,83.0,51.208,18.0,14.875
2012-11-24,90.0,66.625,42.0,5.396,9.146,3.75,,95.0,53.792,6.0,1.583
2012-11-25,93.0,68.958,40.0,9.792,13.75,3.9585,,100.0,41.75,-11.0,5.875
2012-11-26,100.0,85.095,65.0,17.6875,28.9375,11.25,,85.0,60.292,32.0,7.625
2012-11-27,90.0,67.5,45.0,7.4165,12.396,4.9795,,72.0,39.167,-13.0,-0.5
2012-11-28,91.0,70.417,38.0,19.04,34.554500000000004,15.514500000000002,,127.0,29.75,-35.0,4.667
2012-11-29,90.0,76.708,52.0,20.7085,39.854,19.1455,,109.0,46.333,-7.0,9.667
2012-11-30,94.0,80.042,63.0,13.833,24.354,10.521,,99.0,59.167,28.0,9.958
2012-12-01,94.0,78.583,63.0,9.3335,16.9165,7.5835,,48.0,18.417,-4.0,-0.292
2012-12-02,86.0,69.25,52.0,8.125,12.0835,3.958,,41.0,8.458,-28.0,4.875
2012-12-03,91.0,75.167,53.0,17.104,27.708,10.604,,97.0,34.0,-18.0,7.5
2012-12-04,100.0,76.667,51.0,16.8125,30.333,13.521,,80.0,45.083,14.0,0.917
2012-12-05,91.0,70.125,38.0,22.0565,45.7525,23.6965,,92.0,29.792,-31.0,3.5
2012-12-06,87.0,56.625,28.0,15.9375,24.833,8.8955,,89.0,44.917,-20.0,3.542
2012-12-07,85.0,67.292,34.0,23.4075,51.2845,27.877000000000002,,78.0,6.75,-47.0,6.167
2012-12-08,81.0,60.458,41.0,7.354,10.583,3.229,,88.0,30.25,-12.0,3.625
2012-12-09,90.0,65.875,47.0,5.9795,8.75,2.771,,36.0,0.958,-21.0,2.417
2012-12-10,91.0,76.375,51.0,12.6875,20.292,7.6045,,10.0,-18.958,-55.0,0.833
2012-12-11,88.0,73.458,40.0,26.271,57.8335,31.5625,,48.0,-17.625,-74.0,8.913
2012-12-12,96.0,77.958,35.0,25.0755,48.166,23.0905,,50.0,-12.833,-50.0,9.917
2012-12-13,86.0,71.833,45.0,26.083,61.6875,35.604,,53.0,-14.167,-66.0,11.458
2012-12-14,85.0,65.792,35.0,29.771,67.3125,37.5415,,65.0,-7.833,-70.0,18.542
2012-12-15,91.0,65.292,49.0,17.979,26.021,8.0415,,167.0,87.833,15.0,10.667
2012-12-16,97.0,77.208,50.0,12.875,18.6665,5.7915,,113.0,55.333,-3.0,6.417
2012-12-17,92.0,77.125,51.0,20.7915,37.979,17.1875,,113.0,43.208,-20.0,11.833
2012-12-18,99.0,73.875,55.0,12.0625,23.854,11.792000000000002,,50.0,29.208,-5.0,4.0
2012-12-19,82.0,63.625,38.0,9.746500000000001,14.878499999999999,5.1325,,28.0,-8.833,-51.0,1.583
2012-12-20,84.0,66.583,33.0,22.9375,44.875,21.9375,,55.0,-14.875,-75.0,8.0
2012-12-21,86.0,67.5,49.0,18.333,31.875,13.5415,,42.0,14.167,-26.0,8.292
2012-12-22,99.0,83.875,63.0,16.9375,27.625,10.6875,,61.0,27.5,-1.0,11.208
2012-12-23,90.0,64.5,32.0,7.625,10.7085,3.083,,84.0,28.458,-14.0,9.333
2012-12-24,80.0,67.583,52.0,7.896,11.604,3.708,,15.0,-12.292,-59.0,3.125
2012-12-25,85.0,62.375,31.0,23.7085,48.875,25.1665,,71.0,-10.792,-83.0,9.208
2012-12-26,81.0,59.167,39.0,6.3415,10.378499999999999,4.0375000000000005,,5.0,-18.375,-50.0,1.625
2012-12-27,80.0,63.583,37.0,16.583,30.8335,14.25,,19.0,-30.792,-69.0,4.875
2012-12-28,99.0,74.632,57.0,27.479,60.4585,32.979,,6.0,-27.958,-78.0,17.25
2012-12-29,99.0,88.143,77.0,17.146,27.2085,10.0625,,40.0,22.083,1.0,6.208
2012-12-30,100.0,90.278,81.0,14.3125,24.0835,9.771,,47.0,37.917,28.0,8.583
2012-12-31,91.0,73.25,44.0,9.5835,13.3125,3.729,,54.0,18.0,-36.0,1.667
2013-01-01,92.0,68.833,41.0,7.326,9.871500000000001,2.5455,,96.0,31.292,-14.0,13.083
2013-01-02,100.0,81.958,56.0,4.4585,6.396,1.9375,,33.0,6.5,-32.0,5.0
2013-01-03,90.0,74.042,48.0,13.0625,21.5835,8.521,,48.0,-12.458,-62.0,13.042
2013-01-04,92.0,78.583,59.0,10.25,21.6875,11.4375,,38.0,-10.583,-48.0,12.625
2013-01-05,83.0,68.667,50.0,5.0835,8.479,3.396,,20.0,-12.417,-47.0,3.458
2013-01-06,88.0,71.167,47.0,11.6455,21.6875,10.042,,31.0,-24.708,-78.0,5.417
2013-01-07,83.0,66.958,42.0,19.521,38.7085,19.1875,,51.0,-16.833,-78.0,8.792
2013-01-08,100.0,84.522,55.0,30.2175,74.93700000000001,44.7195,,51.0,-2.583,-52.0,28.522
2013-01-09,100.0,74.909,60.0,8.9375,13.5835,4.646,,36.0,5.542,-41.0,1.458
2013-01-10,82.0,64.125,41.0,9.7915,15.8125,6.021,,7.0,-31.417,-60.0,1.5
2013-01-11,86.0,73.333,46.0,16.1045,26.292,10.1875,,42.0,-29.333,-82.0,5.708
2013-01-12,99.0,73.167,50.0,10.4375,14.5835,4.146,,43.0,-6.583,-42.0,11.542
2013-01-13,100.0,67.333,39.0,5.854,9.083,3.229,,15.0,-15.958,-56.0,3.708
2013-01-14,83.0,71.375,54.0,13.167,20.792,7.625,,4.0,-43.375,-86.0,5.5
2013-01-15,85.0,72.042,54.0,20.009,33.956,13.9465,,11.0,-41.167,-71.0,8.667
2013-01-16,87.0,73.625,44.0,18.4165,38.625,20.208,,42.0,-28.417,-93.0,8.167
2013-01-17,87.0,76.583,52.0,16.5835,29.375,12.7915,,24.0,-18.542,-50.0,7.042
2013-01-18,96.0,69.958,41.0,15.7085,24.708,9.0,,36.0,-23.958,-75.0,12.625
2013-01-19,84.0,62.917,38.0,5.604,9.792,4.1875,,13.0,-20.083,-41.0,1.083
2013-01-20,81.0,59.583,35.0,16.584,26.348,9.7635,,49.0,-3.75,-60.0,6.174
2013-01-21,95.0,73.917,46.0,15.020499999999998,23.3125,8.2915,,59.0,11.708,-19.0,19.292
2013-01-22,89.0,72.583,44.0,13.198,21.2455,8.048,,38.0,-10.375,-47.0,19.417
2013-01-23,91.0,73.833,54.0,19.387,30.982,11.594999999999999,,27.0,-21.667,-65.0,9.333
2013-01-24,87.0,68.125,37.0,26.1875,49.979,23.792,,87.0,-8.875,-80.0,15.75
2013-01-25,86.0,67.625,38.0,27.75,62.396,34.6455,,73.0,6.833,-54.0,23.625
2013-01-26,95.0,68.583,47.0,5.5625,8.4375,2.875,,70.0,25.333,-35.0,3.0
2013-01-27,78.0,59.375,36.0,13.7705,25.042,11.2705,,33.0,-17.708,-47.0,6.125
2013-01-28,90.0,61.542,21.0,22.375,49.229,26.8545,,103.0,10.333,-75.0,12.875
2013-01-29,82.0,66.875,42.0,15.846,28.464000000000002,12.6175,,62.0,9.417,-28.0,5.75
2013-01-30,100.0,85.292,58.0,27.637,69.2105,41.573499999999996,,88.0,16.917,-44.0,7.4
2013-01-31,100.0,65.125,35.0,9.6985,14.832,5.1335,,80.0,36.792,-8.0,6.042
2013-02-01,87.0,66.125,40.0,21.479,34.354,12.875,,80.0,11.458,-48.0,13.417
2013-02-02,94.0,75.417,50.0,22.9165,37.1875,14.271,,169.0,50.917,-14.0,13.583
2013-02-03,99.0,80.833,54.0,22.125,48.9795,26.854,,141.0,51.0,-12.0,15.917
2013-02-04,74.0,61.292,45.0,4.3755,7.6065000000000005,3.231,,35.0,-2.375,-54.0,-0.87
2013-02-05,79.0,51.958,28.0,3.4015,5.8595,2.4585,,-3.0,-38.792,-63.0,1.25
2013-02-06,81.0,63.75,46.0,6.667,11.4165,4.75,,-10.0,-40.125,-70.0,3.042
2013-02-07,81.0,62.583,42.0,7.0835,11.5,4.4165,,10.0,-21.292,-45.0,3.083
2013-02-08,99.0,94.208,71.0,13.0415,20.75,7.708,,-26.0,-33.542,-44.0,4.833
2013-02-09,97.0,81.125,60.0,8.6875,15.0,6.3125,,44.0,2.083,-32.0,0.417
2013-02-10,89.0,72.792,43.0,13.875,21.1875,7.3125,,38.0,-22.167,-69.0,6.583
2013-02-11,84.0,68.25,51.0,12.104,18.2915,6.1875,,12.0,-33.208,-69.0,1.458
2013-02-12,85.0,69.708,53.0,13.3445,20.5915,7.2475,,28.0,-23.333,-79.0,3.875
2013-02-13,83.0,67.5,49.0,7.0625,11.708,4.646,,31.0,-2.083,-21.0,0.708
2013-02-14,100.0,91.875,79.0,18.146,30.229,12.0835,,-21.0,-27.292,-32.0,5.667
2013-02-15,100.0,91.375,78.0,10.7295,17.604,6.875,,14.0,-6.583,-31.0,0.083
2013-02-16,88.0,74.708,56.0,5.375,8.042,2.667,,29.0,6.417,-53.0,6.375
2013-02-17,93.0,78.167,65.0,15.3335,23.896,8.5625,,37.0,-25.458,-85.0,19.458
2013-02-18,82.0,67.917,50.0,7.25,12.957999999999998,5.7085,,18.0,-18.583,-46.0,5.333
2013-02-19,79.0,69.042,57.0,9.3325,15.5715,6.239,,12.0,-20.625,-52.0,5.5
2013-02-20,85.0,73.083,56.0,19.021,28.146,9.125,,25.0,-32.667,-92.0,8.708
2013-02-21,90.0,73.333,46.0,17.5205,28.167,10.6455,,30.0,-28.833,-86.0,8.958
2013-02-22,85.0,72.625,50.0,15.9165,23.4375,7.5205,,29.0,-34.708,-95.0,5.958
2013-02-23,87.0,72.792,51.0,14.25,19.4165,5.167,,35.0,-28.708,-83.0,7.292
2013-02-24,88.0,72.667,50.0,21.5835,32.3955,10.8125,,42.0,-22.333,-84.0,9.792
2013-02-25,87.0,65.75,34.0,20.104,29.146,9.042,,82.0,3.292,-73.0,22.417
2013-02-26,89.0,65.667,27.0,25.9205,37.3635,11.443,,118.0,31.667,-37.0,40.208
2013-02-27,90.0,74.792,59.0,27.6875,41.6455,13.9585,,111.0,56.333,11.0,25.167
2013-02-28,95.0,79.833,56.0,12.3335,17.229,4.896,,111.0,63.708,32.0,14.292
2013-03-01,94.0,87.0,78.0,13.9165,20.958,7.0415,,59.0,36.542,26.0,22.792
2013-03-02,100.0,95.19,87.0,11.7705,16.542,4.7705,,33.0,16.083,3.0,10.125
2013-03-03,80.0,63.333,46.0,5.0625,8.125,3.0625,,52.0,13.917,-22.0,3.917
2013-03-04,81.0,58.542,32.0,13.229,18.6875,5.4585,,103.0,16.708,-59.0,11.875
2013-03-05,100.0,93.714,68.0,19.981,34.1095,14.128499999999999,,43.0,22.917,3.0,17.375
2013-03-06,75.0,47.667,29.0,2.792,5.167,2.375,,25.0,-4.417,-33.0,5.292
2013-03-07,77.0,59.208,33.0,7.49,11.5155,4.025,,34.0,-15.417,-55.0,8.696
2013-03-08,90.0,62.0,33.0,5.7915,9.1455,3.354,,59.0,2.167,-35.0,5.958
2013-03-09,82.0,55.292,21.0,6.3335,8.3335,2.0,,87.0,16.458,-45.0,5.583
2013-03-10,79.0,65.167,51.0,4.3125,7.1875,2.875,,-3.0,-19.708,-38.0,3.542
2013-03-11,86.0,56.75,30.0,11.25,16.75,5.5,,57.0,-3.125,-68.0,3.625
2013-03-12,79.0,58.375,28.0,20.0375,31.848,11.810500000000001,,147.0,50.0,-30.0,26.5
2013-03-13,100.0,85.087,50.0,18.8125,26.3545,7.542,,114.0,63.292,13.0,22.0
2013-03-14,76.0,60.292,45.0,2.917,5.5625,2.646,,71.0,34.458,-3.0,-1.417
2013-03-15,83.0,57.125,28.0,6.5835,9.708,3.125,,93.0,24.958,-19.0,6.333
2013-03-16,89.0,66.167,33.0,8.5,11.917,3.4165,,135.0,40.708,-35.0,17.667
2013-03-17,93.0,62.417,27.0,15.917000000000002,21.396,5.479,,149.0,60.708,-17.0,28.0
2013-03-18,94.0,74.25,52.0,12.5625,17.896,5.333,,172.0,88.417,24.0,17.792
2013-03-19,78.0,60.667,47.0,7.1530000000000005,10.454,3.3009999999999997,,100.0,58.458,29.0,11.833
2013-03-20,100.0,89.381,74.0,13.6875,19.5205,5.833,,57.0,46.583,35.0,9.417
2013-03-21,89.0,64.625,45.0,2.792,4.958,2.167,,63.0,30.625,4.0,-1.083
2013-03-22,80.0,52.625,30.0,3.979,6.354,2.375,,94.0,33.958,-12.0,3.375
2013-03-23,82.0,52.542,24.0,9.958,13.5625,3.6045,,128.0,47.542,-32.0,9.375
2013-03-24,83.0,50.167,18.0,17.8125,26.7915,8.979,,174.0,77.375,-13.0,15.375
2013-03-25,80.0,51.0,21.0,18.8545,30.146,11.2915,,191.0,100.292,14.0,15.0
2013-03-26,100.0,72.875,47.0,17.354,24.655,7.301,,161.0,100.625,62.0,16.792
2013-03-27,100.0,78.391,51.0,13.25,19.4165,6.1665,,127.0,90.167,40.0,10.875
2013-03-28,93.0,58.5,24.0,17.1455,25.125,7.979,,198.0,97.458,3.0,17.917
2013-03-29,84.0,48.375,18.0,13.0625,17.8955,4.8335,,229.0,132.583,37.0,20.333
2013-03-30,100.0,87.571,59.0,6.0415,7.9165,1.875,,131.0,108.542,82.0,8.542
2013-03-31,81.0,50.833,26.0,3.604,5.7915,2.1875,,140.0,95.875,63.0,5.875
2013-04-01,92.0,55.542,23.0,10.8125,14.771,3.958,,150.0,81.5,12.0,13.25
2013-04-02,100.0,73.3,57.0,9.2705,12.0,2.729,,148.0,101.083,69.0,10.083
2013-04-03,97.0,83.765,65.0,7.9285,12.027,4.0985,,130.0,95.083,83.0,0.417
2013-04-04,86.0,69.25,48.0,8.979,12.021,3.0415,,171.0,114.792,72.0,10.625
2013-04-05,92.0,68.083,27.0,13.7085,19.6045,5.896,,241.0,135.75,37.0,23.208
2013-04-06,97.0,81.333,50.0,8.25,10.9375,2.6875,,175.0,135.333,97.0,12.917
2013-04-07,100.0,65.25,32.0,3.604,5.2915,1.6875,,186.0,121.625,55.0,0.375
2013-04-08,74.0,43.0,19.0,5.913500000000001,8.7825,2.87,,155.0,86.833,35.0,3.682
2013-04-09,84.0,53.25,14.0,12.8335,19.208,6.375,,211.0,104.583,13.0,10.667
2013-04-10,90.0,65.875,36.0,5.633,7.664,2.0305,,136.0,72.625,22.0,6.958
2013-04-11,97.0,58.0,24.0,6.5835,9.832999999999998,3.25,,112.0,57.833,11.0,6.682
2013-04-12,83.0,63.5,29.0,9.75,13.395499999999998,3.6455,,118.0,49.708,-7.0,7.5
2013-04-13,90.0,56.917,24.0,11.1455,15.5,4.354,,158.0,71.958,-12.0,7.208
2013-04-14,80.0,47.833,17.0,6.167,8.229,2.0625,,222.0,133.25,33.0,14.375
2013-04-15,94.0,63.125,26.0,6.875,9.646,2.771,,206.0,114.25,38.0,6.583
2013-04-16,87.0,62.292,33.0,15.979,20.6455,4.6665,,229.0,124.833,38.0,14.458
2013-04-17,93.0,56.292,19.0,15.437999999999999,21.3315,5.8934999999999995,,253.0,164.042,94.0,18.667
2013-04-18,100.0,69.75,30.0,11.9585,16.9375,4.979,,271.0,153.583,80.0,17.667
2013-04-19,84.0,50.375,29.0,4.0,5.9585,1.9585,,101.0,72.5,33.0,7.208
2013-04-20,100.0,72.292,45.0,8.5205,11.5625,3.0415,,99.0,47.75,20.0,13.333
2013-04-21,100.0,80.565,55.0,7.667,11.4375,3.771,,69.0,27.5,3.0,1.667
2013-04-22,90.0,57.625,26.0,12.021,16.9795,4.9585,,121.0,49.333,-23.0,11.292
2013-04-23,86.0,55.125,32.0,16.271,22.7085,6.4375,,170.0,86.042,-12.0,14.792
2013-04-24,99.0,69.875,60.0,12.723,16.173,3.4505,,156.0,125.458,96.0,12.875
2013-04-25,94.0,46.25,19.0,9.854,13.4165,3.5625,,219.0,147.0,86.0,10.045
2013-04-26,84.0,70.958,50.0,9.25,11.9165,2.6665,,156.0,104.667,70.0,11.708
2013-04-27,95.0,57.583,31.0,5.4795,8.021,2.5415,,138.0,86.375,41.0,5.0
2013-04-28,78.0,45.458,22.0,7.4165,9.792,2.375,,168.0,96.208,14.0,8.292
2013-04-29,66.0,40.208,16.0,7.75,10.1875,2.4375,,245.0,134.333,16.0,11.75
2013-04-30,65.0,53.125,31.0,6.604,9.4165,2.8125,,203.0,159.75,105.0,14.875
2013-05-01,82.0,58.542,35.0,5.6875,8.222999999999999,2.5355,,154.0,102.125,53.0,5.292
2013-05-02,83.0,58.708,32.0,4.0,6.458,2.4585,,146.0,83.792,43.0,0.042
2013-05-03,85.0,56.417,24.0,4.8955,6.8335,1.9375,,180.0,92.583,18.0,2.75
2013-05-04,84.0,55.708,23.0,4.854,6.7915,1.9375,,194.0,107.083,22.0,6.125
2013-05-05,78.0,49.667,20.0,5.521,7.146,1.625,,222.0,131.208,38.0,12.333
2013-05-06,83.0,48.333,21.0,4.9165,6.3955,1.479,,244.0,150.708,58.0,16.792
2013-05-07,72.0,52.25,32.0,3.542,6.0835,2.5415,,141.0,92.083,47.0,2.167
2013-05-08,75.0,48.125,25.0,6.4565,9.4785,3.0220000000000002,,186.0,105.375,29.0,3.217
2013-05-09,69.0,40.25,16.0,17.0415,23.2915,6.25,,298.0,168.333,46.0,10.167
2013-05-10,78.0,52.417,21.0,15.1665,20.4165,5.25,,286.0,173.792,88.0,12.5
2013-05-11,100.0,86.957,64.0,9.4795,13.2085,3.729,,181.0,154.583,129.0,9.458
2013-05-12,100.0,58.875,21.0,5.8955,7.979,2.0835,,255.0,177.5,128.0,4.5
2013-05-13,95.0,57.391,13.0,12.770499999999998,18.0625,5.2915,,314.0,194.333,95.0,12.833
2013-05-14,87.0,51.5,16.0,13.979,18.4795,4.5,,303.0,207.167,114.0,24.042
2013-05-15,80.0,54.292,19.0,10.953,14.0715,3.1189999999999998,,295.0,211.292,146.0,23.292
2013-05-16,86.0,63.208,35.0,7.1875,9.792,2.604,,227.0,166.0,123.0,18.458
2013-05-17,75.0,49.375,19.0,6.229,8.9585,2.7295,,237.0,156.75,101.0,3.958
2013-05-18,80.0,52.542,24.0,8.9375,12.375,3.4375,,280.0,178.333,80.0,10.583
2013-05-19,94.0,68.833,38.0,5.6875,7.271,1.5830000000000002,,242.0,172.708,131.0,14.125
2013-05-20,93.0,70.0,46.0,6.9585,9.896,2.9375,,276.0,194.917,122.0,6.667
2013-05-21,91.0,63.917,30.0,7.125,10.0625,2.9375,,286.0,203.5,146.0,13.167
