date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-01-01,83.33333333333333,66.69433333333333,39.333333333333336,9.70825,10.8435,1.13525,,0.2605,,82.0,28.625,-22.0,192.1386666666667,5.292,9.679666666666668,201.81833333333336
2011-01-02,91.66666666666667,68.52766666666666,37.0,4.86525,5.47325,0.608,,0.354,,105.0,42.889,6.666666666666667,189.08866666666668,3.5,4.137666666666667,193.2266666666667
2011-01-03,80.66666666666667,60.81933333333333,38.0,6.98925,7.61325,0.624,,0.427,,83.66666666666667,32.639,-8.666666666666666,189.203,4.292,4.712,193.915
2011-01-04,88.0,68.65266666666666,35.333333333333336,7.7455,8.934750000000001,1.18925,,1.12525,,72.33333333333333,23.889,-14.666666666666666,191.287,5.708,6.817333333333333,198.10500000000002
2011-01-05,90.33333333333333,70.49633333333334,41.0,12.86075,15.25775,2.39675,,0.5435,,62.666666666666664,9.494333333333334,-27.333333333333332,191.852,5.13,8.097333333333333,199.94933333333333
2011-01-06,83.33333333333333,67.96633333333334,55.666666666666664,17.981749999999998,22.09,4.108,,0.9915,,67.66666666666667,27.503666666666664,-16.333333333333332,190.101,5.167,10.531,200.63166666666666
2011-01-07,89.0,58.05533333333333,31.333333333333332,13.062750000000001,15.47925,2.4165,,0.9375,,82.66666666666667,32.56966666666667,-4.333333333333333,190.75300000000001,4.5,7.345666666666666,198.09866666666667
2011-01-08,79.0,55.278,30.666666666666668,9.146,10.0415,0.89575,,0.698,,86.0,22.652666666666665,-28.333333333333332,190.20833333333334,4.75,5.399,195.60733333333334
2011-01-09,88.33333333333333,66.77766666666666,46.0,14.197,16.481,2.284,,1.2085,,97.33333333333333,36.125,-12.666666666666666,192.6643333333333,6.042,9.772666666666666,202.43733333333333
2011-01-10,91.0,70.52766666666666,40.333333333333336,20.4175,30.6385,10.220749999999999,,1.108,,109.66666666666667,37.40266666666667,-20.333333333333332,192.81933333333336,7.542,14.071,206.89066666666668
2011-01-11,85.66666666666667,62.69866666666667,39.333333333333336,14.022749999999998,19.858,5.83525,,1.35225,,86.0,39.384,7.0,190.03233333333333,6.609,9.761333333333333,199.79366666666667
2011-01-12,69.0,48.43066666666667,28.666666666666668,13.4895,16.02075,2.53125,,0.96875,,72.0,18.055333333333333,-25.0,189.83266666666668,6.042,6.942,196.7746666666667
2011-01-13,80.33333333333333,65.44433333333333,45.0,16.53125,23.343,6.81175,,1.4245,,87.0,34.81933333333333,-16.666666666666668,190.1436666666667,6.75,11.267333333333333,201.41133333333335
2011-01-14,89.66666666666667,66.34733333333334,39.666666666666664,14.75,18.07275,3.32275,,2.45825,,82.66666666666667,45.958333333333336,4.333333333333333,193.21666666666667,7.5,10.567,203.784
2011-01-15,89.0,69.708,47.0,10.40625,11.927,1.521,,1.10425,,74.66666666666667,39.611,-7.333333333333333,192.168,6.417,7.367,199.535
2011-01-16,92.0,64.18066666666667,45.666666666666664,24.229,36.384,12.155,,1.5350000000000001,,66.0,36.02766666666667,2.0,193.768,8.0,15.435333333333332,209.20366666666666
2011-01-17,94.0,73.111,34.0,26.02075,42.264,16.24375,,0.9525,,90.66666666666667,33.81933333333333,-15.0,192.59166666666667,8.375,17.65433333333333,210.246
2011-01-18,91.66666666666667,73.208,45.666666666666664,22.2855,33.589,11.3035,,0.967,,107.33333333333333,31.028000000000002,-28.666666666666668,189.89666666666668,6.826,14.660000000000002,204.55666666666664
2011-01-19,93.0,78.90266666666666,51.333333333333336,26.479,46.9345,20.4555,,0.91875,,86.66666666666667,43.028,2.6666666666666665,191.41933333333336,7.875,19.348666666666666,210.768
2011-01-20,94.0,92.11133333333333,87.66666666666667,25.10025,33.67775,8.5775,,0.7475,,91.66666666666667,69.08333333333333,49.0,189.49733333333333,5.75,16.576333333333334,206.07333333333335
2011-01-21,94.33333333333333,91.34733333333334,82.33333333333333,19.646,23.802,4.156000000000001,,0.77075,,98.0,75.95833333333333,62.666666666666664,189.23000000000002,5.042,15.399000000000001,204.629
2011-01-22,94.33333333333333,80.83333333333333,57.666666666666664,11.2085,12.72925,1.52075,,0.57275,,120.33333333333333,72.52766666666666,38.666666666666664,190.67533333333336,4.542,8.586333333333334,199.26133333333334
2011-01-23,91.66666666666667,72.95833333333333,46.666666666666664,13.4425,21.63175,8.18925,,0.483,,110.66666666666667,57.31933333333333,19.666666666666668,191.47333333333333,6.208,9.613333333333333,201.087
2011-01-24,75.33333333333333,55.903,36.333333333333336,12.4435,15.77125,3.32775,,0.66675,,70.33333333333333,26.528000000000002,-11.0,191.505,5.625,7.041999999999999,198.54733333333334
2011-01-25,76.66666666666667,58.18066666666667,36.666666666666664,15.459999999999999,18.31575,2.856,,0.9007499999999999,,54.333333333333336,18.236,-11.0,192.22466666666665,6.913,8.662,200.88666666666668
2011-01-26,85.0,70.40266666666666,41.0,13.073,15.475249999999999,2.40225,,0.77075,,51.0,15.875,-5.0,191.631,5.917,7.982333333333334,199.61333333333332
2011-01-27,90.66666666666667,76.45833333333333,53.666666666666664,18.8845,25.85875,6.9745,,1.03325,,61.666666666666664,15.625,-21.0,192.34233333333336,7.083,11.325333333333333,203.668
2011-01-28,87.66666666666667,68.47233333333334,44.666666666666664,12.46875,13.8645,1.39575,,1.53125,,67.33333333333333,27.833333333333332,-1.0,192.35233333333335,6.25,8.347666666666667,200.70066666666665
2011-01-29,57.333333333333336,42.778,27.0,4.2395,4.58325,0.34375,,0.53125,,73.66666666666667,22.083333333333332,-9.333333333333334,189.67033333333333,5.25,2.082333333333333,191.75233333333335
2011-01-30,80.33333333333333,55.041666666666664,32.333333333333336,14.171999999999999,17.53975,3.3675,,0.49050000000000005,,63.666666666666664,16.819333333333333,-35.0,192.45000000000002,6.458,8.013666666666667,200.46366666666665
2011-01-31,88.0,74.75,51.333333333333336,19.838250000000002,26.405,6.5665,,0.28125,,59.333333333333336,10.375,-27.0,193.056,7.292,13.730666666666666,206.78666666666666
2011-02-01,92.33333333333333,73.611,49.333333333333336,14.72325,21.4745,6.751,,1.212,,60.0,11.166666666666666,-33.0,190.54066666666668,7.739,9.445333333333332,199.98633333333336
2011-02-02,94.0,81.375,55.0,12.45,14.210249999999998,1.76025,,0.8454999999999999,,11.0,-13.875,-59.333333333333336,192.34699999999998,7.583,7.913999999999999,200.261
2011-02-03,89.33333333333333,74.72233333333334,52.333333333333336,20.542,29.5,8.95825,,0.56275,,35.0,-24.541666666666668,-82.33333333333333,193.85299999999998,8.667,14.016,207.86866666666666
