date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min,SO2_mean
2013-04-12,193.875,4.917,12.0,12.895333333333333,15.890666666666666,2.9953333333333334,17.5,22.833333333333332,205.875,69.0,47.792,26.0,150.0,97.708,48.0,2.458
2013-04-13,194.417,5.917,15.333,16.5,22.389,5.8886666666666665,20.292,24.986,209.75,73.0,56.25,40.0,159.0,100.75,29.0,1.792
2013-04-14,193.125,5.958,19.625,17.555666666666667,21.430666666666667,3.875,26.417,37.138666666666666,212.75,90.0,66.667,40.0,210.0,143.292,77.0,2.833
2013-04-15,190.913,6.417,25.261,21.555666666666667,29.653000000000002,8.097333333333333,17.588,28.921000000000003,216.174,94.0,59.458,31.0,203.0,156.5,111.0,1.458
2013-04-16,190.667,6.917,22.417,24.471999999999998,35.278,10.805666666666667,26.833,40.278,213.083,80.0,58.167,38.0,240.0,177.458,103.0,3.958
2013-04-17,191.522,7.5,28.043,22.888666666666666,34.77766666666667,11.889000000000001,32.833,44.083333333333336,219.565,85.0,72.083,52.0,233.0,195.333,164.0,2.583
2013-04-18,190.333,6.957,24.917,19.468666666666667,29.697999999999997,10.228666666666667,30.542,39.361,215.25,86.0,67.667,54.0,234.0,186.708,148.0,1.955
2013-04-19,191.667,4.875,11.917,6.302666666666667,8.184333333333333,1.8816666666666666,15.25,20.083333333333332,203.583,61.0,39.833,20.0,191.0,140.458,95.0,0.0
2013-04-20,195.0,5.042,12.208,9.125,10.639000000000001,1.5136666666666667,11.833,17.236333333333334,207.208,86.0,64.875,38.0,117.0,81.583,63.0,0.167
2013-04-21,193.417,4.083,10.083,5.611,6.889,1.2779999999999998,6.875,9.75,203.5,81.0,54.583,27.0,161.0,110.375,70.0,0.0
2013-04-22,195.208,6.042,16.792,18.05633333333333,23.23866666666667,5.182333333333333,16.625,20.988,212.0,77.0,49.958,18.0,182.0,114.792,44.0,0.652
2013-04-23,194.875,7.667,26.083,25.96466666666667,34.38133333333334,8.416666666666666,21.708,29.867,220.958,88.0,61.375,41.0,167.0,123.5,80.0,2.042
2013-04-24,192.826,7.667,28.696,25.819666666666667,38.972,13.152666666666667,14.875,22.916666666666668,221.522,95.0,85.417,66.0,195.0,145.417,116.0,0.667
2013-04-25,191.833,6.783,20.25,19.377666666666666,27.031666666666666,7.654,18.542,23.722333333333335,212.083,90.0,60.75,33.0,222.0,163.875,101.0,1.091
2013-04-26,192.167,5.417,12.917,11.424000000000001,13.997,2.573,28.292,35.93066666666667,205.083,74.0,47.542,27.0,189.0,152.75,106.0,0.417
2013-04-27,192.25,6.333,16.25,15.917000000000002,20.847333333333335,4.9303333333333335,19.833,25.000333333333334,208.5,80.0,53.083,33.0,195.0,146.292,80.0,1.0
2013-04-28,193.25,6.417,15.042,13.236333333333334,15.902666666666667,2.6666666666666665,23.458,29.25,208.292,71.0,48.625,30.0,207.0,157.792,93.0,1.042
2013-04-29,191.208,5.958,18.708,13.417000000000002,17.12933333333333,3.7133333333333334,27.292,32.541666666666664,209.917,75.0,62.417,44.0,234.0,179.958,110.0,1.667
2013-04-30,190.042,6.625,19.458,18.694666666666667,25.907,7.2123333333333335,17.083,26.227333333333334,209.5,91.0,72.083,54.0,178.0,154.667,118.0,1.792
2013-05-01,190.087,4.25,12.826,7.569333333333333,10.775,3.205666666666667,10.542,15.944333333333333,202.913,82.0,56.25,35.0,189.0,137.958,104.0,0.0
2013-05-02,190.792,5.435,15.375,11.034333333333334,17.583333333333332,6.549333333333333,8.583,11.235999999999999,206.167,72.0,53.708,36.0,186.0,137.917,80.0,0.5
2013-05-03,191.0,5.458,16.0,12.261666666666665,17.234333333333336,4.972666666666666,14.583,18.819666666666667,207.0,70.0,59.75,48.0,183.0,147.292,110.0,1.667
2013-05-04,191.25,5.25,13.458,10.014000000000001,13.972,3.9583333333333335,18.625,23.875,204.708,74.0,57.542,42.0,188.0,151.542,102.0,1.042
2013-05-05,191.958,5.5,13.625,9.805666666666667,13.069333333333333,3.264,23.5,29.111,205.583,78.0,53.042,30.0,216.0,162.625,95.0,0.917
2013-05-06,191.875,6.333,17.375,13.083333333333334,17.125,4.041666666666667,26.958,34.625,209.25,77.0,49.625,31.0,245.0,184.917,109.0,1.542
2013-05-07,189.5,5.087,14.125,9.664333333333333,14.899666666666667,5.235333333333333,16.348,23.075666666666667,203.625,64.0,41.5,18.0,248.0,186.292,144.0,0.609
2013-05-08,190.304,6.167,21.478,17.194333333333333,25.597333333333335,8.403,7.75,12.153,211.783,59.0,38.958,20.0,231.0,171.458,99.0,1.125
2013-05-09,190.667,8.304,26.125,25.451666666666668,35.14266666666666,9.690666666666667,22.542,29.527666666666665,216.792,67.0,49.417,35.0,253.0,188.542,115.0,2.864
2013-05-10,187.417,6.917,29.542,26.56833333333333,34.25833333333333,7.690333333333334,25.542,33.416666666666664,216.958,95.0,85.083,62.0,186.0,170.792,160.0,0.875
2013-05-11,190.25,9.542,35.042,27.236,42.986,15.75,23.083,38.27766666666667,225.292,95.0,77.667,41.0,230.0,185.75,150.0,2.292
2013-05-12,188.792,6.125,19.5,14.694333333333333,18.819333333333333,4.125,19.542,23.305666666666667,208.292,83.0,55.875,28.0,255.0,188.833,119.0,1.625
2013-05-13,190.0,6.913,23.478,21.373333333333335,28.567333333333334,7.194333333333334,27.909,36.623333333333335,213.478,76.0,51.875,34.0,276.0,206.083,132.0,2.565
2013-05-14,190.542,7.0,21.542,21.24,28.284000000000002,7.0440000000000005,26.792,34.19433333333333,212.083,77.0,56.167,32.0,285.0,214.583,151.0,2.625
2013-05-15,189.478,5.958,20.13,17.236,23.347333333333335,6.1113333333333335,20.875,27.305666666666667,209.609,80.0,63.0,47.0,256.0,218.375,178.0,1.625
2013-05-16,189.375,5.043,16.542,8.343333333333334,11.671999999999999,3.328666666666667,28.417,33.139,205.917,76.0,56.917,34.0,270.0,215.917,169.0,0.045
2013-05-17,190.542,6.0,18.458,14.930666666666667,19.06233333333333,4.131666666666667,17.5,21.805333333333333,209.0,65.0,51.375,32.0,244.0,195.708,150.0,0.875
2013-05-18,190.042,6.833,19.833,16.972333333333335,21.638666666666666,4.666333333333333,22.125,26.152666666666665,209.875,73.0,56.5,40.0,256.0,205.292,140.0,1.792
2013-05-19,187.375,5.75,17.458,15.111333333333334,18.833,3.7223333333333333,12.417,17.527666666666665,204.833,94.0,84.375,67.0,201.0,183.792,167.0,0.792
2013-05-20,189.957,7.652,21.652,16.665666666666667,23.242,6.576999999999999,16.417,22.012333333333334,211.609,95.0,74.375,56.0,261.0,219.208,180.0,1.0
2013-05-21,193.5,8.042,23.083,19.694333333333333,26.326000000000004,6.631666666666668,41.792,51.303333333333335,216.583,87.0,64.792,43.0,273.0,229.0,188.0,1.958
2013-05-22,193.826,7.5,24.174,21.138666666666666,26.708,5.569333333333333,44.958,55.43033333333333,218.0,83.0,54.667,28.0,278.0,230.667,173.0,2.333
2013-05-23,193.583,6.696,24.25,20.878666666666664,25.633666666666667,4.755,35.458,44.278,217.833,72.0,46.25,23.0,297.0,239.25,175.0,1.864
2013-05-24,194.333,7.542,23.25,20.468,25.645,5.1770000000000005,34.917,42.90266666666667,217.583,66.0,45.375,30.0,291.0,237.167,174.0,2.583
2013-05-25,192.208,7.167,20.292,18.486,22.625,4.139,31.458,41.56933333333333,212.5,75.0,55.542,33.0,287.0,234.25,179.0,2.375
2013-05-26,190.0,5.417,17.667,11.402666666666667,14.430666666666667,3.0276666666666667,24.458,32.05566666666667,207.667,82.0,61.417,45.0,280.0,237.333,191.0,1.375
2013-05-27,190.217,6.304,27.304,19.185666666666666,25.410666666666668,6.2250000000000005,18.417,26.021666666666665,217.522,73.0,58.375,39.0,275.0,234.167,204.0,1.957
2013-05-28,186.833,4.5,19.625,16.805333333333333,20.541666666666668,3.736,10.75,22.208333333333332,206.458,96.0,80.958,64.0,234.0,215.125,203.0,0.333
2013-05-29,188.522,6.625,21.217,15.625333333333336,22.5,6.875,24.167,32.93033333333333,209.739,97.0,80.542,62.0,265.0,233.167,200.0,0.333
2013-05-30,192.542,7.652,23.542,18.228666666666665,24.731333333333335,6.502666666666666,32.958,43.65266666666667,216.083,80.0,69.667,51.0,253.0,227.833,192.0,0.864
2013-05-31,192.083,6.958,36.792,18.556,24.296666666666667,5.740333333333333,22.792,30.361,228.875,81.0,59.0,25.0,282.0,219.042,173.0,1.292
2013-06-01,193.417,7.875,24.25,22.944333333333333,29.472333333333335,6.527666666666666,22.625,33.30533333333333,217.667,92.0,72.75,49.0,236.0,195.333,171.0,1.792
2013-06-02,188.5,4.25,12.417,7.722333333333334,8.444333333333333,0.7223333333333334,10.083,14.860999999999999,200.917,93.0,85.167,67.0,208.0,184.375,170.0,0.083
2013-06-03,190.826,6.783,20.826,15.386333333333333,20.43766666666667,5.051333333333333,21.667,27.903999999999996,211.652,88.0,66.208,46.0,274.0,226.583,175.0,1.5
2013-06-04,190.333,7.0,20.083,18.304333333333332,24.333,6.028333333333333,25.125,30.889,210.417,85.0,66.458,46.0,288.0,235.542,180.0,1.708
2013-06-05,189.739,6.458,20.696,17.208333333333332,23.889,6.6803333333333335,24.125,30.055333333333333,210.435,84.0,68.083,54.0,275.0,236.375,197.0,1.083
2013-06-06,191.375,7.435,25.5,20.960666666666665,26.477333333333334,5.516666666666667,31.375,39.986,216.875,79.0,65.583,39.0,302.0,240.833,198.0,2.273
2013-06-07,190.792,6.125,19.625,16.867333333333335,22.237666666666666,5.370666666666668,19.292,26.555666666666667,210.417,70.0,50.458,32.0,301.0,250.708,189.0,0.958
2013-06-08,190.042,6.708,17.125,14.833666666666668,19.347333333333335,4.514,25.833,31.694666666666667,207.167,72.0,57.167,39.0,275.0,240.792,200.0,1.875
2013-06-09,189.375,6.292,20.083,13.764000000000001,17.042,3.2776666666666667,26.583,33.083333333333336,209.458,80.0,70.25,57.0,244.0,224.417,210.0,1.417
2013-06-10,188.522,6.696,20.565,15.664666666666667,20.782999999999998,5.118333333333333,18.136,25.652666666666665,209.087,84.0,62.333,49.0,282.0,248.125,205.0,1.609
2013-06-11,187.042,7.125,24.875,16.908666666666665,22.51533333333333,5.607,17.625,23.102666666666664,211.917,68.0,59.625,50.0,300.0,268.667,240.0,2.167
2013-06-12,186.739,6.708,22.087,16.055333333333333,22.014,5.958333333333333,19.375,23.819333333333333,208.826,78.0,61.292,50.0,320.0,285.75,239.0,2.0
2013-06-13,185.043,7.739,29.043,17.798333333333336,26.05933333333333,8.260333333333334,26.125,34.861333333333334,214.087,78.0,64.375,54.0,317.0,290.833,260.0,2.708
2013-06-14,183.917,7.25,22.5,14.857333333333335,21.174,6.316666666666667,27.792,37.666666666666664,206.417,84.0,65.958,50.0,330.0,287.208,257.0,1.625
2013-06-15,185.333,6.958,22.958,16.139,24.111,7.971999999999999,18.583,28.791666666666668,208.292,96.0,87.125,78.0,262.0,251.042,239.0,1.0
2013-06-16,183.958,6.208,18.125,11.999666666666664,17.25,5.25,17.458,29.666666666666668,202.083,91.0,72.458,52.0,308.0,270.417,239.0,1.375
2013-06-17,182.545,6.565,21.727,15.652666666666667,23.363,7.710333333333334,21.783,29.331999999999997,204.273,86.0,71.958,56.0,309.0,270.458,240.0,1.762
2013-06-18,181.625,5.917,17.75,14.75,23.04133333333333,8.291666666666666,18.167,24.805666666666667,199.375,82.0,73.208,62.0,298.0,270.583,246.0,2.583
2013-06-19,180.261,4.917,16.522,11.941666666666668,20.147333333333332,8.206,9.458,19.808999999999997,196.783,96.0,84.542,71.0,277.0,253.833,231.0,1.083
2013-06-20,185.625,5.87,26.625,16.714333333333332,27.117333333333335,10.402666666666667,6.792,14.291666666666666,212.25,98.0,91.833,78.0,245.0,226.042,206.0,0.083
2013-06-21,189.292,5.542,19.333,14.982,18.308,3.326,6.792,12.625,208.625,95.0,90.917,84.0,209.0,202.667,195.0,0.125
2013-06-22,189.667,6.333,19.5,14.403,19.680666666666667,5.277666666666667,11.083,17.055333333333333,209.167,93.0,72.875,53.0,274.0,226.375,180.0,1.0
2013-06-23,189.333,6.375,18.917,14.264000000000001,18.236333333333334,3.972,17.625,28.666666666666668,208.25,88.0,78.542,68.0,249.0,228.0,213.0,2.292
2013-06-24,190.375,7.609,21.917,16.447333333333333,21.902666666666665,5.455333333333333,24.435,35.790333333333336,212.292,93.0,76.5,58.0,260.0,234.0,207.0,1.381
2013-06-25,194.957,8.875,27.565,20.353666666666665,26.629,6.275666666666667,34.208,52.92066666666667,222.522,96.0,80.0,58.0,280.0,238.0,212.0,2.458
2013-06-26,188.409,5.75,20.773,13.139000000000001,16.708333333333332,3.5696666666666665,9.125,15.444333333333333,209.182,97.0,86.458,72.0,265.0,232.833,217.0,0.375
2013-06-27,190.417,6.87,22.958,19.688333333333333,28.290333333333333,8.602333333333332,12.5,19.555666666666667,213.375,88.0,72.292,54.0,284.0,247.5,209.0,1.167
2013-06-28,193.542,8.083,26.0,19.06533333333333,27.885333333333335,8.819666666666667,23.5,37.611,219.542,91.0,75.167,57.0,285.0,251.542,232.0,2.458
2013-06-29,193.13,7.625,22.217,14.653,20.166666666666668,5.514,27.708,40.597,215.348,92.0,74.875,56.0,300.0,256.417,224.0,1.333
2013-06-30,191.75,7.292,21.583,12.750333333333336,17.611,4.861,21.167,33.09733333333333,213.333,87.0,74.375,60.0,282.0,253.708,232.0,2.25
2013-07-01,189.739,5.957,20.0,12.466666666666667,20.305666666666667,7.838666666666666,13.375,21.851333333333333,209.739,88.0,73.333,52.0,297.0,252.125,221.0,1.364
2013-07-02,187.25,6.583,21.917,14.567666666666666,25.712333333333333,11.145000000000001,12.208,19.389,209.167,88.0,79.292,64.0,276.0,245.208,230.0,1.75
2013-07-03,181.826,4.917,16.304,11.527666666666667,18.944666666666667,7.416333333333333,12.792,22.528000000000002,198.13,95.0,88.917,80.0,269.0,244.792,231.0,0.833
2013-07-04,183.417,6.304,25.083,18.497666666666664,31.60066666666667,13.102333333333334,12.417,22.764,208.5,98.0,93.25,81.0,273.0,247.458,231.0,0.583
2013-07-05,179.542,4.5,16.792,9.110666666666667,18.967333333333332,9.857,14.375,27.805666666666667,196.333,96.0,77.75,59.0,318.0,276.75,245.0,1.958
2013-07-06,179.667,4.833,17.833,10.097333333333333,18.958333333333332,8.860999999999999,12.0,21.819333333333333,197.5,91.0,84.083,72.0,288.0,266.333,249.0,1.167
2013-07-07,179.833,4.708,18.792,9.444666666666667,16.763666666666666,7.319666666666667,17.958,27.389,198.625,93.0,85.583,72.0,295.0,270.958,255.0,1.583
2013-07-08,180.478,5.609,27.304,12.275666666666666,26.941999999999997,14.666666666666666,20.0,33.04333333333333,207.783,95.0,73.333,51.0,338.0,291.958,251.0,2.571
2013-07-09,178.417,5.917,21.375,13.972,26.764,12.792000000000002,22.208,30.402666666666665,199.792,85.0,69.375,53.0,335.0,295.417,258.0,2.208
2013-07-10,180.783,6.208,22.435,16.346999999999998,26.79133333333333,10.444333333333333,23.042,32.68066666666667,203.217,83.0,69.333,56.0,332.0,296.25,263.0,2.208
2013-07-11,180.0,3.261,16.292,14.212333333333333,24.023666666666667,9.811333333333334,27.125,38.84733333333333,196.292,82.0,69.417,55.0,331.0,296.667,266.0,2.417
2013-07-12,177.625,3.083,18.625,10.266333333333334,22.244666666666664,11.978333333333333,18.083,30.138666666666666,196.25,83.0,73.667,60.0,330.0,294.458,272.0,1.583
2013-07-13,177.792,2.833,17.708,10.722333333333333,19.000333333333334,8.277666666666667,18.583,29.944333333333333,195.5,87.0,75.583,56.0,338.0,292.625,267.0,1.375
2013-07-14,179.958,2.708,16.833,9.388666666666667,15.485999999999999,6.097,17.0,27.416666666666668,196.792,89.0,78.208,62.0,324.0,283.25,257.0,1.083
2013-07-15,178.667,2.875,17.958,11.555666666666667,19.791666666666668,8.235999999999999,16.083,25.389,196.625,88.0,72.583,47.0,342.0,295.583,268.0,1.545
2013-07-16,180.0,3.375,21.609,13.892666666666665,21.914,8.021333333333333,21.913,31.840666666666664,201.609,84.0,68.292,52.0,339.0,296.292,254.0,1.957
2013-07-17,180.217,2.958,22.739,14.424333333333331,23.558000000000003,9.133666666666667,30.958,42.226,202.957,84.0,67.5,51.0,338.0,297.375,260.0,2.833
2013-07-18,178.5,2.565,19.792,10.628333333333332,19.834666666666667,9.206,17.375,25.889,198.292,80.0,63.917,45.0,333.0,299.292,273.0,1.333
2013-07-19,180.708,3.708,25.292,13.538000000000002,22.599666666666668,9.061666666666666,16.125,23.722333333333335,206.0,77.0,63.167,50.0,333.0,294.333,257.0,0.833
2013-07-20,181.667,3.0,20.083,10.889000000000001,15.569333333333333,4.6803333333333335,19.917,29.555666666666667,201.75,84.0,67.667,55.0,334.0,291.917,246.0,0.708
2013-07-21,180.625,3.083,15.542,8.25,12.180666666666667,3.9306666666666668,22.375,33.666666666666664,196.167,83.0,69.833,55.0,335.0,296.958,257.0,0.667
2013-07-22,181.636,3.708,21.727,15.522666666666666,21.995,6.471999999999999,28.304,40.306000000000004,203.364,83.0,68.25,52.0,338.0,302.542,272.0,1.591
2013-07-23,180.625,3.333,22.167,14.985999999999999,21.444333333333333,6.458666666666666,19.25,28.119,202.792,80.0,66.083,51.0,330.0,302.333,272.0,1.75
2013-07-24,179.826,2.917,17.783,15.291666666666666,21.694333333333333,6.402666666666666,17.083,26.902666666666665,197.609,79.0,63.583,49.0,342.0,306.875,279.0,2.375
2013-07-25,188.167,4.304,27.125,19.096999999999998,26.813000000000002,7.716,30.417,42.736333333333334,215.292,78.0,62.833,45.0,351.0,310.625,276.0,2.292
2013-07-26,193.125,4.208,22.542,18.357666666666667,25.21066666666667,6.853333333333334,31.167,45.875,215.667,84.0,71.625,61.0,320.0,286.542,261.0,1.792
2013-07-27,189.417,4.292,21.875,15.485999999999999,20.944333333333333,5.458333333333333,32.583,50.69433333333333,211.292,87.0,69.5,50.0,340.0,294.208,261.0,1.417
2013-07-28,190.208,3.292,20.0,13.652666666666667,17.319666666666667,3.6666666666666665,23.667,36.583333333333336,210.208,97.0,87.958,68.0,273.0,256.167,242.0,0.125
2013-07-29,184.591,3.565,20.091,16.385666666666665,25.920333333333332,9.534666666666666,24.435,43.63766666666667,204.682,94.0,81.208,68.0,314.0,283.583,257.0,2.143
2013-07-30,184.542,4.083,25.625,19.861333333333334,28.583333333333332,8.722333333333333,32.542,58.59733333333333,210.167,85.0,77.667,66.0,326.0,298.125,282.0,1.542
2013-07-31,183.636,3.792,26.773,17.472333333333335,26.708,9.236333333333333,25.875,44.333,210.409,90.0,70.75,52.0,349.0,308.625,270.0,1.542
2013-08-01,181.583,3.522,21.625,17.257666666666665,23.843666666666664,6.586000000000001,23.5,40.528,203.208,84.0,67.917,57.0,347.0,315.208,281.0,1.542
2013-08-02,186.083,3.458,25.667,13.645000000000001,19.255333333333336,5.610666666666667,27.333,44.861,211.75,95.0,71.875,52.0,350.0,303.5,270.0,0.833
2013-08-03,185.625,3.875,23.167,14.110999999999999,20.305333333333333,6.194333333333333,25.5,41.903,208.792,84.0,71.417,57.0,331.0,301.042,267.0,0.917
2013-08-04,179.542,3.042,16.458,10.014000000000001,15.277666666666667,5.264,15.208,25.652666666666665,196.0,83.0,74.708,63.0,327.0,297.25,281.0,1.583
2013-08-05,182.957,3.304,19.609,13.113666666666667,19.994,6.880333333333333,14.652,25.194333333333333,202.565,93.0,77.708,59.0,333.0,287.167,263.0,1.714
2013-08-06,189.333,3.792,23.458,15.680666666666667,21.972333333333335,6.291666666666667,22.917,40.72233333333333,212.792,91.0,74.125,61.0,336.0,297.458,258.0,1.083
2013-08-07,185.957,3.958,24.435,17.396333333333335,24.596999999999998,7.200666666666667,27.208,53.80566666666667,210.391,84.0,71.833,57.0,345.0,307.333,267.0,1.083
2013-08-08,184.958,4.478,25.583,18.156333333333333,25.914,7.757666666666666,32.625,62.416666666666664,210.542,86.0,71.833,55.0,355.0,315.542,282.0,1.083
2013-08-09,183.75,4.917,27.917,21.456666666666667,29.525333333333332,8.069,32.708,64.93066666666667,211.667,88.0,72.375,59.0,349.0,314.958,287.0,2.333
2013-08-10,187.792,4.417,28.125,17.902666666666665,22.611,4.708333333333333,38.792,65.861,215.917,84.0,67.583,52.0,361.0,320.292,279.0,1.583
2013-08-11,189.125,3.958,22.625,12.653,15.291666666666666,2.639,39.542,64.083,211.75,76.0,63.333,50.0,367.0,319.667,278.0,1.667
2013-08-12,188.333,3.917,22.542,15.319333333333333,20.33366666666667,5.0136666666666665,32.958,47.19433333333333,210.875,72.0,58.792,43.0,363.0,323.75,278.0,1.364
2013-08-13,188.391,3.792,22.435,13.666666666666666,17.514,3.8473333333333333,36.0,56.875,210.826,79.0,62.458,38.0,367.0,321.625,278.0,1.583
2013-08-14,183.609,3.375,18.696,10.708333333333334,14.110999999999999,3.403,38.542,57.917,202.304,76.0,62.292,42.0,359.0,317.125,274.0,1.792
2013-08-15,182.792,3.391,16.917,10.125,13.724666666666666,3.5996666666666663,38.292,61.916666666666664,199.708,83.0,67.5,54.0,351.0,313.083,278.0,2.042
2013-08-16,183.083,3.167,15.917,9.198,13.827,4.628666666666667,37.875,57.314666666666675,199.0,83.0,64.542,44.0,354.0,309.917,270.0,0.727
2013-08-17,184.458,3.208,15.417,9.333333333333334,14.083333333333334,4.75,31.875,50.014,199.875,82.0,64.083,40.0,351.0,308.208,267.0,0.458
2013-08-18,180.25,2.625,12.125,6.111,10.653,4.541333333333333,12.917,25.833333333333332,192.375,80.0,64.542,51.0,351.0,310.708,273.0,0.458
2013-08-19,181.087,3.087,17.739,9.008999999999999,18.554666666666666,9.545666666666667,12.087,24.488666666666663,198.826,78.0,62.542,44.0,361.0,314.625,275.0,0.667
2013-08-20,178.583,3.333,18.25,11.694666666666668,22.277666666666665,10.583666666666668,9.25,21.708333333333332,196.833,80.0,62.917,45.0,355.0,315.333,273.0,1.083
2013-08-21,178.783,3.25,21.174,10.694333333333333,22.569333333333333,11.875,7.625,18.388666666666666,199.957,82.0,66.333,49.0,360.0,317.25,278.0,0.75
2013-08-22,177.5,3.565,17.958,10.368666666666668,22.353666666666665,11.985,9.042,22.125,195.458,81.0,68.958,55.0,341.0,313.25,290.0,1.042
2013-08-23,178.417,3.292,18.417,11.590666666666666,22.111666666666665,10.521333333333333,10.042,25.25,196.833,86.0,76.917,62.0,327.0,301.208,285.0,1.292
2013-08-24,182.667,3.542,19.208,16.416666666666668,27.889,11.472333333333333,7.667,16.167,201.875,98.0,92.083,81.0,285.0,265.917,256.0,0.75
2013-08-25,185.333,3.25,18.292,10.708666666666668,16.014,5.3053333333333335,8.083,19.375,203.625,99.0,83.0,61.0,288.0,264.417,249.0,0.417
2013-08-26,192.826,4.0,19.478,14.437,21.232,6.794666666666667,14.917,26.313333333333333,212.304,90.0,73.208,49.0,302.0,258.958,232.0,0.762
2013-08-27,193.667,3.75,19.0,15.967999999999998,26.006,10.038,14.458,23.161666666666665,212.667,88.0,69.708,50.0,308.0,266.458,219.0,0.833
2013-08-28,196.261,4.292,24.304,20.555666666666667,28.333333333333332,7.777666666666666,25.083,38.93066666666667,220.565,86.0,65.875,39.0,322.0,271.208,227.0,0.917
2013-08-29,191.125,4.0,22.125,18.041666666666668,28.64,10.598333333333334,27.333,47.59733333333333,213.25,86.0,75.583,62.0,306.0,273.708,228.0,2.042
2013-08-30,181.333,3.458,25.042,15.717333333333334,31.577333333333332,15.86,10.583,26.971999999999998,206.375,96.0,90.083,80.0,289.0,261.208,242.0,2.125
2013-08-31,185.125,2.833,16.542,11.402666666666667,19.736333333333334,8.333333333333334,12.542,29.736333333333334,201.667,96.0,90.208,83.0,275.0,263.167,246.0,1.167
2013-09-01,195.042,3.0,15.5,10.972333333333333,15.694333333333333,4.722333333333333,11.542,19.971999999999998,210.542,97.0,93.333,87.0,243.0,233.792,226.0,0.0
2013-09-02,192.773,4.375,25.636,18.165,34.76533333333334,16.601,7.864,19.605333333333334,218.409,98.0,90.917,79.0,263.0,246.125,231.0,0.8
2013-09-03,188.583,2.958,20.5,13.903,22.388666666666666,8.486333333333333,7.167,15.222,209.083,98.0,92.083,81.0,251.0,213.75,188.0,0.042
2013-09-04,185.348,2.625,15.261,11.889000000000001,16.291666666666668,4.402666666666667,5.5,9.305666666666667,200.609,97.0,82.708,64.0,248.0,212.625,188.0,0.083
2013-09-05,188.792,2.882,17.792,12.020000000000001,18.207333333333334,6.186666666666667,8.042,13.902666666666667,206.583,82.0,63.458,42.0,311.0,252.625,206.0,0.0
2013-09-06,189.792,4.182,20.833,15.925333333333333,23.205333333333332,7.28,10.958,17.277666666666665,210.625,85.0,68.25,50.0,293.0,248.125,204.0,0.917
2013-09-07,190.25,3.583,16.583,12.653,20.138666666666666,7.4863333333333335,13.5,22.819333333333333,206.833,95.0,80.0,63.0,276.0,245.292,224.0,0.542
2013-09-08,189.208,3.333,15.125,10.069333333333333,14.25,4.180666666666666,10.792,19.500333333333334,204.333,96.0,71.458,46.0,318.0,264.875,230.0,0.125
2013-09-09,190.227,5.957,18.364,15.304666666666668,21.507333333333335,6.203,11.261,19.682666666666666,208.591,80.0,66.375,47.0,303.0,259.417,216.0,0.762
2013-09-10,191.826,6.708,23.0,17.639,26.055333333333333,8.416666666666666,18.875,28.403000000000002,214.826,86.0,69.042,46.0,306.0,262.125,218.0,1.292
2013-09-11,191.739,7.417,21.522,18.486333333333334,29.930666666666667,11.444333333333333,27.0,40.416666666666664,213.261,86.0,75.417,62.0,306.0,268.5,231.0,1.583
2013-09-12,191.304,7.917,32.478,21.136333333333333,39.457,18.320333333333334,26.833,49.47233333333333,223.783,87.0,78.333,65.0,308.0,281.583,260.0,1.292
2013-09-13,189.609,7.292,23.174,17.017666666666667,33.613,16.59566666666667,29.042,50.514,212.783,90.0,76.0,59.0,324.0,286.25,255.0,1.75
2013-09-14,190.75,7.667,31.792,17.388666666666666,29.471999999999998,12.083333333333334,35.583,55.80566666666667,222.542,89.0,73.208,50.0,327.0,285.792,249.0,1.708
2013-09-15,185.542,5.167,12.958,8.555666666666667,13.611333333333334,5.055666666666666,14.625,24.736333333333334,198.5,81.0,69.792,57.0,291.0,271.125,260.0,0.292
2013-09-16,186.375,2.739,7.75,6.875,10.360999999999999,3.486,8.125,15.430666666666667,194.125,68.0,47.208,28.0,291.0,257.292,201.0,0.0
2013-09-17,189.583,5.333,18.958,16.514,24.055666666666667,7.541666666666667,9.292,16.471999999999998,208.542,72.0,52.667,19.0,323.0,233.833,164.0,1.042
2013-09-18,190.174,7.417,23.652,22.902666666666665,32.583333333333336,9.680666666666667,18.333,27.611,213.826,80.0,64.375,46.0,290.0,238.333,180.0,2.5
2013-09-19,189.391,6.792,20.783,20.171,27.778333333333336,7.607,15.783,23.143333333333334,210.174,80.0,62.625,39.0,306.0,246.458,193.0,1.217
2013-09-20,191.0,8.0,22.125,21.816666666666666,29.462,7.645,20.292,28.336000000000002,213.125,85.0,64.125,40.0,307.0,247.25,189.0,0.875
2013-09-21,190.478,8.375,20.304,18.889,24.986,6.097333333333334,23.667,34.666666666666664,210.783,83.0,67.958,50.0,315.0,257.917,206.0,1.958
2013-09-22,189.667,8.5,19.625,11.902666666666667,14.680666666666667,2.7776666666666667,24.083,35.778,209.292,81.0,63.917,48.0,321.0,276.5,235.0,1.792
2013-09-23,190.375,7.0,16.292,13.083333333333334,17.041666666666668,3.958,25.708,36.416666666666664,206.667,79.0,63.417,41.0,310.0,265.375,223.0,1.318
2013-09-24,191.609,7.75,24.826,20.637666666666668,26.391333333333336,5.753666666666667,34.783,44.65766666666667,216.435,83.0,68.292,47.0,306.0,258.208,214.0,2.478
