date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,1.396,2.4165,1.021,3.271,5.4165,197.625,96.0,82.458,59.0,8.083,15.0,-43.875,-146.0,205.708
2011-01-02,2.708,4.2915,1.5835,4.3125,3.6665,191.417,96.0,77.708,64.0,7.833,-4.0,-24.708,-77.0,199.25
2011-01-03,2.104,3.3545,1.25,3.4165,2.4585,190.458,89.0,78.458,69.0,7.417,-41.0,-66.167,-92.0,197.875
2011-01-04,5.7925,8.157,2.364,3.5415,7.8335,193.875,90.0,72.375,36.0,8.75,-30.0,-103.417,-187.0,202.625
2011-01-05,4.542,6.125,1.5830000000000002,3.75,4.521,192.75,96.0,84.958,55.0,9.042,-2.0,-49.208,-124.0,201.792
2011-01-06,6.125,10.2705,4.146,4.375,5.479,193.042,96.0,81.25,42.0,7.083,17.0,-24.5,-106.0,200.125
2011-01-07,7.375,9.083,1.7085,4.6665,7.333,195.5,92.0,75.0,44.0,9.917,-4.0,-64.958,-161.0,205.417
2011-01-08,4.125,5.4165,1.2919999999999998,3.8125,6.4585,202.708,96.0,81.583,43.0,22.958,-7.0,-113.458,-203.0,225.667
2011-01-09,5.9925,7.942,1.949,3.8955,9.729,200.083,91.0,76.875,41.0,10.5,-11.0,-93.083,-152.0,210.583
2011-01-10,5.25,7.646,2.396,3.761,6.415,203.208,93.0,73.625,31.0,10.708,-29.0,-97.125,-164.0,213.917
2011-01-11,3.6665,5.6665,2.0,2.9505,5.154,197.667,89.0,67.833,31.0,6.917,-59.0,-124.042,-190.0,204.583
2011-01-12,5.1875,7.5415,2.354,3.0415,6.0835,196.333,89.0,75.5,46.0,8.458,-49.0,-142.292,-242.0,204.792
2011-01-13,6.0075,8.4775,2.47,3.396,10.833,197.125,91.0,78.625,33.0,9.375,-37.0,-149.5,-224.0,206.5
2011-01-14,5.2915,7.354,2.0625,4.083,6.7085,193.125,91.0,63.25,38.0,6.542,-74.0,-144.375,-249.0,199.667
2011-01-15,4.2915,5.917,1.625,3.229,5.583,194.0,89.0,73.625,41.0,6.958,-49.0,-160.458,-247.0,200.958
2011-01-16,5.362,7.663,2.301,3.271,8.208,198.417,93.0,77.708,34.0,10.083,-52.0,-152.042,-241.0,208.5
2011-01-17,4.479,5.74,1.2605000000000002,3.466,4.8335,199.818,91.0,76.333,38.0,9.864,-34.0,-125.458,-190.0,209.682
2011-01-18,5.458,8.1455,2.6875,4.4585,9.8335,198.625,92.0,73.125,32.0,10.0,-11.0,-106.0,-161.0,208.625
2011-01-19,8.0625,10.521,2.4585,4.3125,8.104,201.042,93.0,75.958,37.0,10.25,-11.0,-117.667,-206.0,211.292
2011-01-20,11.4585,15.4585,4.0,5.604,10.6875,202.0,92.0,80.0,55.0,11.875,-71.0,-141.458,-198.0,213.875
2011-01-21,4.354,6.2085,1.854,4.3125,6.729,199.042,91.0,77.167,46.0,9.375,-11.0,-61.583,-174.0,208.417
2011-01-22,0.6455,1.625,0.979,3.375,4.917,189.792,95.0,90.292,82.0,10.167,17.0,0.583,-32.0,199.958
2011-01-23,2.585,3.9175,1.3325,3.786,7.568,191.125,96.0,75.417,57.0,11.667,1.0,-28.25,-80.0,202.792
2011-01-24,6.146,8.271,2.125,3.6784999999999997,10.844999999999999,196.375,84.0,68.125,43.0,10.333,-50.0,-128.5,-204.0,206.708
2011-01-25,5.917,8.083,2.167,4.229,8.771,195.583,86.0,68.292,36.0,9.625,-50.0,-139.542,-223.0,205.208
2011-01-26,7.0,9.229,2.229,4.0625,11.707999999999998,195.417,87.0,68.875,30.0,9.5,-54.0,-161.375,-233.0,204.917
2011-01-27,5.792,8.146,2.354,3.6665,7.042,196.208,90.0,72.25,33.0,8.5,-61.0,-167.25,-242.0,204.708
2011-01-28,6.1665,8.354,2.1875,4.0835,7.1875,197.667,91.0,82.208,45.0,9.583,-64.0,-132.875,-229.0,207.25
2011-01-29,7.5415,11.583,4.0415,3.9375,7.583,196.083,93.0,79.458,40.0,8.875,-34.0,-103.833,-172.0,204.958
2011-01-30,8.634,11.5835,2.9490000000000003,4.854,12.5415,200.167,90.0,74.333,46.0,8.958,-56.0,-109.833,-161.0,209.125
2011-01-31,5.708,7.042,1.3330000000000002,4.5,11.271,195.458,93.0,67.458,32.0,9.375,-39.0,-116.958,-218.0,204.833
2011-02-01,9.479,12.2915,2.8125,4.8335,8.333,199.5,87.0,75.792,62.0,10.625,-74.0,-141.833,-245.0,210.125
2011-02-02,5.75,7.1875,1.4375,5.0625,3.7705,191.458,90.0,65.708,39.0,8.083,-68.0,-118.0,-209.0,199.542
2011-02-03,5.75,7.625,1.875,3.8125,8.25,197.667,90.0,76.5,32.0,7.958,-46.0,-162.542,-251.0,205.625
2011-02-04,4.8125,6.5625,1.75,3.75,6.0835,194.792,91.0,81.125,57.0,8.375,-29.0,-115.167,-205.0,203.167
2011-02-05,2.729,3.792,1.0625,4.6045,11.5625,193.042,87.0,68.792,33.0,8.75,-9.0,-71.417,-191.0,201.792
2011-02-06,3.8885,5.9735,2.085,4.0184999999999995,7.4245,191.667,92.0,84.167,64.0,8.375,14.0,-25.333,-141.0,200.042
2011-02-07,5.4165,7.354,1.9375,4.242,17.956,191.083,97.0,91.375,81.0,12.333,17.0,-6.833,-42.0,203.417
2011-02-08,3.5,4.9375,1.4375,6.1475,10.789,188.0,73.0,50.917,36.0,9.292,-31.0,-63.042,-127.0,197.292
2011-02-09,4.2915,6.354,2.0625,4.676,5.7615,192.174,84.0,60.292,35.0,8.043,-32.0,-125.708,-208.0,200.217
2011-02-10,4.1665,6.021,1.8544999999999998,4.2085,5.292,192.083,86.0,68.583,41.0,8.0,-55.0,-140.958,-210.0,200.083
2011-02-11,4.0205,5.8545,1.8330000000000002,4.4795,9.333,194.042,87.0,65.917,32.0,8.917,-51.0,-131.083,-241.0,202.958
2011-02-12,2.604,3.8335,1.229,3.7085,5.896,192.292,89.0,68.875,45.0,6.167,-68.0,-127.375,-205.0,198.458
2011-02-13,4.907,6.5905000000000005,1.6840000000000002,4.6875,9.625,196.474,89.0,64.333,27.0,13.684,-3.0,-99.5,-209.0,210.158
2011-02-14,4.479,5.7915,1.3125,7.792,19.7915,194.682,93.0,78.083,54.0,11.5,23.0,-44.0,-150.0,206.182
2011-02-15,3.354,4.3125,0.9585,6.646,16.021,189.375,96.0,70.125,46.0,11.5,3.0,-48.542,-163.0,200.875
2011-02-16,6.0835,7.479,1.3955,4.729,8.3335,192.208,85.0,64.5,43.0,5.625,-38.0,-109.167,-223.0,197.833
2011-02-17,4.021,5.25,1.2295,4.2915,6.792,194.125,89.0,70.667,37.0,5.708,-41.0,-137.958,-248.0,199.833
2011-02-18,5.104,6.5625,1.4585,4.4585,9.021,196.708,87.0,68.042,36.0,6.542,-49.0,-131.208,-195.0,203.25
2011-02-19,4.396,5.8335,1.4375,4.4375,5.6875,195.75,92.0,72.208,32.0,5.333,-23.0,-128.583,-239.0,201.083
2011-02-20,3.52,5.095,1.5755,5.006,9.4315,193.917,92.0,66.083,36.0,6.167,-2.0,-61.208,-176.0,200.083
2011-02-21,3.3335,4.479,1.146,4.8315,11.6795,191.583,92.0,61.042,37.0,4.167,5.0,-66.167,-166.0,195.75
2011-02-22,5.1455,6.7915,1.646,4.604,9.792,198.167,87.0,68.458,37.0,1.5,-5.0,-110.792,-224.0,199.667
2011-02-23,3.0205,4.167,1.1455000000000002,6.1665,13.0625,192.958,97.0,85.667,50.0,1.042,18.0,-38.833,-118.0,194.0
2011-02-24,6.25,8.4375,2.1875,6.875,8.125,190.917,93.0,69.708,46.0,1.0,-24.0,-54.875,-143.0,191.917
2011-02-25,7.5625,10.6045,3.0415,5.354,8.7085,199.773,89.0,79.375,72.0,11.955,-44.0,-84.958,-140.0,211.727
2011-02-26,2.146,3.042,0.896,3.9585,8.271,194.25,93.0,76.083,49.0,9.75,-17.0,-71.042,-173.0,204.0
2011-02-27,5.8885000000000005,8.479,2.5905,4.167,6.771,195.375,87.0,70.083,42.0,11.458,-36.0,-121.125,-209.0,206.833
2011-02-28,4.229,5.417,1.1875,4.979,5.25,197.542,92.0,75.292,37.0,12.625,-14.0,-131.292,-255.0,210.167
2011-03-01,3.375,4.25,0.875,4.875,15.104,194.917,93.0,76.292,51.0,13.375,20.0,-18.625,-88.0,208.292
2011-03-02,2.7295,3.3545,0.625,5.625,13.3125,192.917,82.0,54.542,33.0,12.625,6.0,-29.792,-95.0,205.542
2011-03-03,3.1875,4.354,1.1665,4.896,11.8545,194.583,90.0,70.0,44.0,12.542,-19.0,-70.625,-131.0,207.125
2011-03-04,1.6875,2.292,0.604,4.1875,7.917,193.958,93.0,69.333,42.0,12.0,-19.0,-85.458,-149.0,205.958
2011-03-05,5.3655,6.97,1.604,4.5495,6.7935,195.625,95.0,78.333,46.0,12.875,-16.0,-76.917,-176.0,208.5
2011-03-06,7.176,9.0905,1.915,5.625,6.461,193.522,95.0,77.5,54.0,14.261,35.0,2.625,-34.0,207.783
2011-03-07,3.0915,4.0815,0.99,4.4825,6.412000000000001,189.739,95.0,81.042,62.0,14.783,34.0,11.875,-25.0,204.522
2011-03-08,3.6045,4.9375,1.3330000000000002,4.5625,9.25,194.042,92.0,72.125,39.0,17.458,31.0,-7.208,-35.0,211.5
2011-03-09,4.021,5.1665,1.146,4.375,7.2915,198.625,93.0,71.125,37.0,18.125,15.0,-28.5,-70.0,216.75
2011-03-10,3.854,5.4375,1.5830000000000002,5.4375,9.1875,194.625,88.0,73.125,47.0,18.042,17.0,-10.333,-41.0,212.667
2011-03-11,1.1665,1.8125,0.646,4.208,7.0,189.958,92.0,62.917,39.0,15.375,2.0,-24.75,-60.0,205.333
2011-03-12,3.992,4.9015,0.9095,5.125,9.0625,192.333,76.0,63.042,48.0,15.667,5.0,-28.208,-80.0,208.0
2011-03-13,3.833,4.8545,1.0205,4.8125,11.146,192.042,88.0,67.625,50.0,15.583,-1.0,-40.917,-114.0,207.625
2011-03-14,1.8125,2.5,0.6875,4.292,7.25,195.5,93.0,75.583,51.0,15.542,4.0,-47.958,-137.0,211.042
2011-03-15,2.583,3.333,0.75,5.542,14.895499999999998,189.792,94.0,77.0,58.0,16.125,18.0,-8.167,-43.0,205.917
2011-03-16,3.5869999999999997,4.761,1.174,5.4350000000000005,11.7605,194.435,85.0,59.522,26.0,16.391,28.0,-27.87,-124.0,210.826
2011-03-17,2.667,3.771,1.104,4.2915,8.9375,191.25,96.0,80.375,64.0,16.583,32.0,10.958,-8.0,207.833
2011-03-18,1.75,2.7915,1.0415,3.896,11.3125,192.375,97.0,73.417,56.0,14.667,28.0,-7.208,-52.0,207.042
2011-03-19,2.661,4.239,1.5779999999999998,4.4205000000000005,5.1955,189.042,83.0,63.75,40.0,12.542,-24.0,-54.0,-100.0,201.583
2011-03-20,2.375,3.625,1.25,4.229,10.625,190.833,85.0,62.292,45.0,12.875,-5.0,-57.875,-128.0,203.708
2011-03-21,3.3125,4.7705,1.4585,4.183,8.695,198.0,90.0,69.75,48.0,14.905,5.0,-55.833,-129.0,212.905
2011-03-22,3.3125,4.75,1.4375,4.104,12.021,196.417,90.0,76.042,61.0,16.458,41.0,-5.042,-91.0,212.875
2011-03-23,3.146,4.5415,1.3955000000000002,4.208,12.9165,197.208,96.0,70.0,46.0,17.25,33.0,-0.833,-58.0,214.458
2011-03-24,3.0835,4.3125,1.229,3.8955,5.8335,194.818,95.0,85.292,72.0,13.091,-1.0,-15.833,-34.0,207.909
2011-03-25,2.271,3.354,1.0835,3.9375,7.9585,192.917,94.0,84.542,67.0,10.333,7.0,-25.625,-56.0,203.25
2011-03-26,3.415,4.500500000000001,1.0859999999999999,4.042,8.875,199.25,95.0,70.25,37.0,11.5,24.0,-38.875,-120.0,210.75
2011-03-27,3.3125,4.271,0.958,4.021,10.0,198.417,93.0,62.125,27.0,15.333,28.0,-23.875,-91.0,213.75
2011-03-28,2.9375,3.5625,0.625,4.3335,10.9375,196.542,87.0,60.667,43.0,14.0,40.0,-3.083,-70.0,210.542
2011-03-29,2.9375,3.5625,0.625,4.354,14.896,198.375,98.0,66.75,41.0,13.458,77.0,15.042,-89.0,211.833
2011-03-30,4.0835,4.75,0.6665,4.625,21.0205,192.292,95.0,72.917,44.0,12.125,79.0,53.708,35.0,204.417
2011-03-31,2.3125,2.9165,0.6045,3.3125,14.25,195.458,94.0,88.292,78.0,12.75,46.0,10.167,-16.0,208.208
2011-04-01,1.6875,2.1875,0.5,3.542,17.0625,190.25,96.0,80.083,56.0,16.542,76.0,38.5,7.0,206.792
2011-04-02,1.8125,2.6875,0.875,3.604,5.8125,188.542,90.0,62.125,38.0,15.208,50.0,19.125,-19.0,203.75
2011-04-03,1.7295,2.875,1.146,3.0625,5.6875,190.167,88.0,72.417,50.0,15.792,43.0,1.833,-33.0,205.958
2011-04-04,1.458,2.5,1.0415,3.192,3.813,192.833,85.0,48.542,25.0,13.375,56.0,2.875,-48.0,206.208
2011-04-05,3.8335,5.2295,1.396,4.635,13.5215,198.917,92.0,62.542,31.0,15.667,119.0,29.167,-64.0,214.583
2011-04-06,3.833,5.25,1.4169999999999998,5.271,15.979,193.25,92.0,63.208,36.0,14.417,131.0,53.5,-28.0,207.667
2011-04-07,2.396,3.4375,1.0419999999999998,4.4375,14.521,189.583,90.0,65.542,39.0,13.667,109.0,67.417,-10.0,203.25
2011-04-08,3.0,4.1875,1.1875,3.8335,12.375,189.708,94.0,77.875,36.0,15.833,92.0,51.5,-26.0,205.542
2011-04-09,1.5835,2.646,1.0625,3.604,9.5625,194.542,91.0,71.583,34.0,13.167,83.0,19.375,-59.0,207.708
2011-04-10,1.479,2.5,1.021,3.8335,10.2705,190.0,90.0,72.0,57.0,14.458,82.0,43.792,5.0,204.458
2011-04-11,2.627,3.687,1.06,4.229,19.083,189.667,91.0,63.458,36.0,16.083,95.0,51.625,5.0,205.75
2011-04-12,3.07,3.758,0.688,4.5415,12.25,190.792,80.0,53.958,26.0,14.958,91.0,45.167,-8.0,205.75
2011-04-13,2.5220000000000002,2.9785,0.4565,3.5435,13.326,191.762,96.0,82.087,59.0,9.0,77.0,34.304,-8.0,200.762
2011-04-14,4.007,4.736,0.729,5.083,34.7295,197.5,94.0,70.125,31.0,11.75,131.0,53.958,-24.0,209.25
2011-04-15,2.479,2.979,0.5,6.604,46.208,191.958,91.0,65.5,38.0,10.792,139.0,93.458,61.0,202.75
2011-04-16,2.0,2.521,0.521,3.8335,17.7915,188.917,94.0,84.625,71.0,9.542,114.0,76.542,25.0,198.458
2011-04-17,0.9165,1.4585,0.5415,3.104,4.271,188.708,92.0,70.375,35.0,7.833,81.0,35.833,12.0,196.542
2011-04-18,1.729,2.5835,0.854,3.211,5.105,189.5,81.0,69.583,55.0,9.0,94.0,52.625,20.0,198.5
2011-04-19,3.3335,4.729,1.396,3.7265,5.282500000000001,192.208,87.0,67.833,39.0,9.75,93.0,40.292,-9.0,201.958
2011-04-20,2.396,3.8125,1.4165,3.8125,8.4585,193.458,85.0,64.0,32.0,8.125,86.0,46.042,8.0,201.583
2011-04-21,2.9074999999999998,4.4245,1.517,3.8125,9.0,190.583,93.0,74.917,47.0,6.958,85.0,49.083,27.0,197.542
2011-04-22,1.7915,3.125,1.3335,3.0625,8.5415,191.625,94.0,83.25,63.0,7.542,43.0,31.708,21.0,199.167
2011-04-23,0.8125,1.7915,0.979,2.5,5.8335,189.042,94.0,85.792,71.0,8.292,107.0,88.583,53.0,197.333
2011-04-24,1.413,2.3045,0.891,3.0655,5.239000000000001,187.913,95.0,76.957,50.0,9.609,107.0,72.174,53.0,197.522
2011-04-25,2.084,2.8225,0.7385,3.208,12.3125,191.417,92.0,80.25,56.0,9.417,91.0,62.417,38.0,200.833
2011-04-26,1.913,2.3715,0.4585,3.2705,15.125,193.125,92.0,76.708,56.0,9.583,116.0,76.833,37.0,202.708
2011-04-27,4.75,5.4375,0.6875,4.1045,27.8125,191.917,93.0,74.292,46.0,11.75,139.0,91.917,46.0,203.667
2011-04-28,2.354,2.8955,0.5415,3.042,6.8125,189.083,93.0,87.875,71.0,10.208,108.0,76.292,54.0,199.292
2011-04-29,2.271,3.104,0.8335,3.5,5.4165,188.917,87.0,69.667,51.0,9.125,107.0,66.958,30.0,198.042
2011-04-30,3.292,4.042,0.75,4.833,17.854,190.583,85.0,63.583,44.0,9.917,149.0,98.5,58.0,200.5
2011-05-01,0.9585,1.3125,0.354,2.771,14.5,190.625,93.0,90.333,86.0,11.958,133.0,105.708,83.0,202.583
2011-05-02,1.854,2.542,0.6875,2.8695,16.8045,186.833,87.0,72.417,61.0,8.542,89.0,61.542,35.0,195.375
2011-05-03,1.0205,1.4375,0.4165,3.104,11.0,188.5,84.0,60.583,39.0,8.5,125.0,76.25,42.0,197.0
2011-05-04,1.4375,2.0835,0.646,3.1875,6.1665,190.292,89.0,82.208,72.0,7.875,62.0,44.625,31.0,198.167
2011-05-05,2.3955,2.958,0.5625,3.667,12.1665,192.375,94.0,70.292,45.0,9.292,106.0,64.708,7.0,201.667
2011-05-06,1.125,1.75,0.625,2.979,15.0045,193.917,93.0,78.417,62.0,8.333,95.0,60.542,-11.0,202.25
2011-05-07,0.696,1.2175,0.5215,2.5,13.621500000000001,188.783,92.0,86.696,73.0,10.13,121.0,102.609,82.0,198.913
2011-05-08,1.625,2.1665,0.542,2.6875,8.557,187.167,93.0,77.917,53.0,9.958,138.0,96.542,72.0,197.125
2011-05-09,2.1465,2.6685,0.5215,3.479,13.558499999999999,189.167,88.0,56.5,30.0,10.208,165.0,112.458,70.0,199.375
2011-05-10,1.7485,2.1665,0.41850000000000004,2.9175,12.742999999999999,188.75,92.0,74.458,48.0,11.125,150.0,102.792,73.0,199.875
2011-05-11,1.8125,2.0835,0.271,3.646,12.0835,187.682,77.0,53.042,34.0,10.545,151.0,99.5,49.0,198.227
2011-05-12,2.229,3.0835,0.854,3.354,10.0625,192.5,91.0,69.5,33.0,8.75,133.0,74.458,13.0,201.25
2011-05-13,1.8125,2.5205,0.7085,2.917,6.6665,186.583,92.0,80.917,56.0,14.958,100.0,81.083,62.0,201.542
2011-05-14,2.8125,4.125,1.3125,2.979,3.208,185.833,84.0,69.792,55.0,7.75,112.0,78.167,60.0,193.583
2011-05-15,1.271,2.042,0.771,2.7915,4.979,189.083,91.0,64.5,33.0,6.667,122.0,71.917,12.0,195.75
2011-05-16,1.6045,2.4375,0.8335,2.76,8.6975,189.458,92.0,75.583,44.0,7.75,134.0,90.833,5.0,197.208
2011-05-17,2.979,3.9165,0.9375,3.7255000000000003,12.826,190.417,94.0,73.167,47.0,8.0,135.0,90.958,32.0,198.417
2011-05-18,3.3125,4.2915,0.979,4.2085,8.7085,191.375,95.0,58.417,32.0,12.292,184.0,111.833,12.0,203.667
2011-05-19,2.9585,3.8125,0.854,3.8395,16.414,193.833,92.0,75.625,57.0,10.708,145.0,115.667,82.0,204.542
2011-05-20,3.1304999999999996,4.3260000000000005,1.1955,4.478,37.8915,189.087,89.0,74.652,57.0,12.0,172.0,139.391,110.0,201.087
2011-05-21,3.271,4.3335,1.0625,3.521,16.396,191.292,92.0,90.5,86.0,11.292,127.0,117.375,103.0,202.583
2011-05-22,1.979,2.6665,0.6875,3.5,14.1875,190.458,90.0,71.583,45.0,9.167,169.0,116.208,75.0,199.625
2011-05-23,1.4420000000000002,2.0055,0.563,3.0625,8.6665,190.208,90.0,71.833,43.0,8.0,147.0,92.917,52.0,198.208
2011-05-24,1.0825,1.3325,0.25,3.0625,10.2085,189.292,91.0,77.625,63.0,7.25,118.0,91.708,67.0,196.542
2011-05-25,1.5835,1.8545,0.271,2.896,7.375,189.167,94.0,77.75,55.0,8.583,143.0,106.375,69.0,197.75
2011-05-26,1.8545,2.396,0.5415,2.9375,9.3545,191.083,94.0,82.833,61.0,7.75,127.0,86.625,61.0,198.833
2011-05-27,1.625,2.2915,0.667,2.833,12.0,190.792,93.0,77.5,45.0,8.667,154.0,114.0,65.0,199.458
2011-05-28,2.021,2.5415,0.521,2.5835,13.9375,189.458,91.0,84.792,69.0,8.5,161.0,129.375,107.0,197.958
2011-05-29,2.2295,2.9375,0.7085,2.479,8.75,189.042,91.0,82.292,62.0,10.792,156.0,131.917,98.0,199.833
2011-05-30,2.021,2.7705,0.75,2.8994999999999997,5.096,190.125,92.0,69.083,39.0,8.667,182.0,120.208,56.0,198.792
2011-05-31,2.5,3.75,1.25,3.7195,13.653,189.875,95.0,74.304,53.0,7.875,121.0,79.917,21.0,197.75
2011-06-01,1.0625,1.604,0.542,3.771,22.917,187.875,87.0,72.625,56.0,6.0,102.0,77.875,54.0,193.875
2011-06-02,1.083,1.6455000000000002,0.5625,3.2295,14.4165,188.542,89.0,75.25,52.0,7.417,148.0,110.792,61.0,195.958
2011-06-03,2.3125,3.146,0.8335,2.9585,10.75,188.833,93.0,85.167,67.0,9.167,143.0,114.083,104.0,198.0
2011-06-04,1.979,2.5835,0.604,2.9585,9.625,190.542,90.0,84.917,70.0,9.5,145.0,125.167,104.0,200.042
2011-06-05,2.396,2.9795,0.5835,3.6665,24.146,192.542,92.0,71.375,47.0,9.875,183.0,139.625,95.0,202.417
2011-06-06,3.4735,4.3580000000000005,0.884,4.1875,21.0415,194.708,93.0,75.708,56.0,12.208,181.0,130.667,77.0,206.917
2011-06-07,2.27,2.604,0.334,3.854,18.9585,193.458,94.0,75.0,46.0,11.5,200.0,137.667,79.0,204.958
2011-06-08,3.1045,3.625,0.5205,3.396,24.5,194.182,94.0,83.833,70.0,18.682,166.0,132.667,89.0,212.864
2011-06-09,1.5625,1.771,0.2085,2.833,13.354,185.833,93.0,84.958,68.0,11.292,161.0,140.5,129.0,197.125
2011-06-10,2.0,2.4375,0.4375,3.375,28.4165,189.375,91.0,83.042,71.0,12.25,188.0,159.083,133.0,201.625
2011-06-11,2.5625,3.0835,0.521,4.25,38.0,190.375,89.0,74.125,50.0,14.208,228.0,179.792,146.0,204.583
2011-06-12,1.917,2.4795,0.5625,3.5835,16.4165,188.75,88.0,76.792,58.0,14.208,203.0,164.708,133.0,202.958
2011-06-13,1.729,2.3125,0.5835,3.199,13.6795,187.667,92.0,86.083,72.0,12.167,152.0,134.0,122.0,199.833
2011-06-14,2.4165,3.0,0.5835,2.453,7.6605,187.304,92.0,87.25,72.0,11.652,155.0,130.667,120.0,198.957
2011-06-15,1.208,1.7080000000000002,0.5,2.0625,2.875,186.458,88.0,69.0,46.0,10.625,197.0,142.542,97.0,197.083
2011-06-16,1.854,2.5625,0.7085,2.5415,9.5415,190.875,92.0,74.083,55.0,10.708,171.0,132.583,75.0,201.583
2011-06-17,1.417,1.9794999999999998,0.5625,2.229,12.458,189.375,91.0,79.25,52.0,11.833,205.0,155.833,103.0,201.208
2011-06-18,2.5,3.083,0.5835,2.3545,10.479,189.042,92.0,82.625,61.0,11.75,175.0,145.542,124.0,200.792
2011-06-19,2.3335,3.0625,0.729,3.5835,21.1045,198.75,91.0,74.0,52.0,13.208,210.0,164.375,103.0,211.958
2011-06-20,2.286,2.8515,0.565,3.146,19.5625,191.917,89.0,73.708,55.0,12.917,209.0,175.792,148.0,204.833
2011-06-21,3.0250000000000004,3.672,0.6465,3.729,18.8335,197.042,92.0,65.542,38.0,14.083,246.0,189.458,121.0,211.125
2011-06-22,3.4375,4.146,0.7085,2.9795,33.125,189.625,90.0,79.25,57.0,14.458,222.0,190.958,168.0,204.083
2011-06-23,2.604,3.1875,0.583,2.292,28.4375,189.167,93.0,84.167,73.0,14.208,189.0,160.375,134.0,203.375
2011-06-24,2.3125,3.083,0.771,2.5625,4.5625,185.625,93.0,77.958,61.0,11.167,177.0,142.833,124.0,196.792
2011-06-25,1.3125,1.7915,0.47950000000000004,3.5835,4.042,186.708,85.0,59.667,37.0,11.25,190.0,141.458,94.0,197.958
2011-06-26,1.771,2.396,0.625,3.375,5.125,193.458,92.0,71.25,40.0,11.542,181.0,126.708,64.0,205.0
2011-06-27,1.5625,2.25,0.6875,2.3994999999999997,6.6434999999999995,192.333,92.0,82.833,68.0,12.917,180.0,145.208,69.0,205.25
2011-06-28,1.8544999999999998,2.4375,0.5835,1.9140000000000001,19.689999999999998,187.625,92.0,86.542,78.0,14.625,204.0,176.667,155.0,202.25
2011-06-29,2.2085,2.875,0.6665,2.7915,33.6455,190.917,89.0,72.667,56.0,14.5,226.0,190.167,158.0,205.417
2011-06-30,4.604,5.729,1.125,3.1665,34.8125,193.667,88.0,77.958,62.0,16.917,218.0,190.292,166.0,210.583
2011-07-01,3.7085,4.5625,0.854,2.9585,35.833,192.458,89.0,74.75,50.0,18.167,265.0,201.458,164.0,210.625
2011-07-02,1.7915,2.5625,0.771,2.2085,14.9375,188.792,92.0,82.0,50.0,16.125,248.0,172.167,140.0,204.917
2011-07-03,1.6665,2.4375,0.771,1.9375,14.0415,186.75,92.0,85.417,68.0,16.083,200.0,171.667,137.0,202.833
2011-07-04,2.3335,3.1759999999999997,0.8425,1.458,11.583,182.375,92.0,87.917,78.0,15.542,224.0,188.5,166.0,197.917
2011-07-05,1.845,2.367,0.5215,2.458,14.3335,186.125,87.0,76.208,61.0,12.833,209.0,183.25,164.0,198.958
2011-07-06,2.167,2.6944999999999997,0.528,2.833,19.625,193.0,90.0,73.458,50.0,13.864,241.0,199.25,160.0,206.864
2011-07-07,1.2705,1.5835,0.3125,2.25,20.458,194.083,91.0,75.583,49.0,13.667,250.0,205.708,146.0,207.75
2011-07-08,2.6875,3.2085,0.521,1.1875,13.271,185.25,91.0,90.292,90.0,12.0,211.0,191.958,181.0,197.25
2011-07-09,2.979,3.7295,0.75,2.5625,19.6665,188.042,90.0,76.083,53.0,13.583,266.0,222.875,192.0,201.625
2011-07-10,2.292,3.021,0.729,1.4165,14.6665,185.542,91.0,78.042,57.0,13.208,278.0,229.792,196.0,198.75
2011-07-11,1.8125,2.667,0.854,1.4340000000000002,10.4545,190.458,91.0,81.25,67.0,12.417,217.0,195.625,177.0,202.875
2011-07-12,1.729,2.7915,1.0625,1.464,12.108,189.917,91.0,80.792,59.0,12.5,255.0,210.333,191.0,202.417
2011-07-13,3.4375,4.8545,1.4165,2.021,27.146,195.708,90.0,75.292,49.0,14.792,292.0,233.75,184.0,210.5
2011-07-14,3.3655,4.7330000000000005,1.3675000000000002,1.0,23.646,190.042,91.0,90.208,89.0,11.958,212.0,204.25,179.0,202.0
2011-07-15,1.8125,2.896,1.0835,1.5,5.729,186.0,90.0,88.083,79.0,12.125,180.0,169.0,158.0,198.125
2011-07-16,3.042,4.0415,1.0,1.396,3.5205,187.708,91.0,89.667,88.0,10.708,190.0,174.0,157.0,198.417
2011-07-17,2.083,2.9375,0.854,1.2085,12.0625,189.75,91.0,89.292,85.0,11.208,199.0,185.167,176.0,200.958
2011-07-18,2.4795,3.7705,1.292,1.375,10.417,191.542,91.0,83.417,71.0,12.667,236.0,196.042,173.0,204.208
2011-07-19,2.0135,2.967,0.9535,1.75,11.167,191.208,91.0,76.458,54.0,11.75,273.0,204.208,155.0,202.958
2011-07-20,2.1435,3.086,0.9430000000000001,2.979,13.9795,191.625,89.0,74.875,62.0,10.083,185.0,163.0,142.0,201.708
2011-07-21,2.4165,3.2915,0.875,4.021,14.707999999999998,188.5,90.0,69.083,49.0,8.417,203.0,160.75,118.0,196.917
2011-07-22,1.354,1.875,0.521,3.125,11.4165,192.833,91.0,71.375,49.0,8.625,203.0,164.208,115.0,201.458
2011-07-23,1.271,1.875,0.604,2.833,7.7915,189.458,92.0,70.833,44.0,9.625,220.0,178.792,137.0,199.083
