date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-01-01,,100.0,82.667,67.0,,17.292,29.188,11.896,24.5,0.667,25.125,7.0,2.662,-1.4,,6.783
2011-01-02,,100.0,70.25,35.0,,10.658,18.758,8.098,15.417,0.292,17.166,11.2,3.442,-1.6,,4.958
2011-01-03,,85.0,54.875,28.0,,13.688,24.0,10.312,3.292,0.208,5.438,10.0,3.833,-1.8,,5.042
2011-01-04,,92.0,61.917,36.0,,14.896,26.646,11.75,7.25,0.875,11.25,10.3,3.788,-1.7,,5.208
2011-01-05,,74.0,53.333,32.0,,8.909,16.978,8.068,1.833,0.409,7.178,8.1,3.483,0.0,,3.545
2011-01-06,,85.0,63.583,36.0,,27.339,62.6,35.262,12.167,0.696,16.562,9.5,3.188,-1.8,,6.292
2011-01-07,,98.0,62.375,33.0,,18.146,37.875,19.729,6.667,0.292,10.75,8.9,2.638,-2.2,,4.875
2011-01-08,,89.0,65.833,35.0,,16.625,29.188,12.562,7.333,0.375,12.271,8.5,2.325,-3.1,,5.609
2011-01-09,,100.0,76.625,56.0,,17.775,31.704,13.93,11.417,1.333,16.938,9.0,3.708,-2.0,,5.458
2011-01-10,,100.0,69.875,40.0,,21.979,53.084,31.104,14.958,1.0,19.542,8.1,3.812,-2.7,,5.833
2011-01-11,,94.0,71.458,46.0,,15.5,33.146,17.646,10.792,1.083,14.834,8.9,3.75,-0.8,,4.667
2011-01-12,,88.0,55.542,31.0,,23.625,61.916,38.292,7.667,0.5,13.229,5.9,0.45,-3.9,,6.042
2011-01-13,,91.0,61.417,33.0,,34.542,90.63,56.088,15.625,1.435,21.875,10.9,2.658,-4.3,,7.917
2011-01-14,,92.0,57.333,30.0,,23.98,63.312,39.334,8.083,0.958,13.083,8.1,2.025,-3.2,,7.667
2011-01-15,,84.0,64.625,45.0,,21.208,38.917,17.708,20.375,0.917,23.792,6.8,1.65,-3.4,,7.522
2011-01-16,,77.0,62.958,49.0,,20.837,44.775,23.938,14.75,1.045,17.782,4.6,2.283,-0.7,,5.739
2011-01-17,,100.0,67.833,45.0,,17.625,34.479,16.854,11.333,1.292,14.417,6.7,2.688,-1.4,,5.042
2011-01-18,,100.0,76.042,43.0,,31.52,101.5,69.98,25.167,1.542,28.458,7.9,1.692,-4.3,,8.042
2011-01-19,,100.0,79.458,60.0,,18.5,55.125,36.625,27.542,1.583,29.48,9.2,3.921,-3.3,,5.542
2011-01-20,,100.0,95.333,74.0,,10.0,17.408,7.408,8.958,0.75,12.792,4.9,3.108,2.4,,3.5
2011-01-21,,100.0,91.625,81.0,,9.646,18.396,8.75,2.292,0.042,8.625,4.3,3.142,2.1,,3.792
2011-01-22,,100.0,99.75,97.0,,12.77,25.208,12.438,2.5,0.0,8.458,6.8,3.808,0.8,,5.304
2011-01-23,,100.0,95.417,74.0,,20.938,63.209,42.272,14.625,0.583,16.854,7.0,2.45,-0.4,,6.0
2011-01-24,,100.0,77.125,45.0,,22.271,51.938,29.666,13.167,0.375,14.396,3.7,0.821,-2.9,,5.792
2011-01-25,,100.0,69.583,25.0,,23.624,57.147,33.523,15.792,0.526,18.737,8.6,2.15,-2.1,,5.292
2011-01-26,,100.0,56.083,25.0,,17.453,37.082,19.63,8.875,0.652,10.708,6.1,0.825,-3.1,,4.792
2011-01-27,,84.0,60.625,32.0,,23.532,68.291,44.758,12.208,1.0,18.104,7.6,0.729,-4.6,,6.417
2011-01-28,,95.0,57.292,30.0,,19.854,48.542,28.688,12.417,0.917,16.355,5.4,0.496,-3.9,,6.125
2011-01-29,,81.0,53.333,28.0,,10.396,17.062,6.666,5.708,0.042,11.438,5.5,0.504,-3.4,,4.304
