date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,RAIN_sum,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2012-05-10,16.205333333333332,20.535666666666668,4.330666666666667,9.5,7.0625,31.694333333333333,193.00099999999998,3.458,73.0,52.083,39.0,17.503999999999998,0.0,238.0,191.25,152.0,210.505
2012-05-11,8.68,10.497666666666667,1.8176666666666668,3.083,4.479,4.694333333333334,189.18900000000002,2.0,62.0,54.042,43.0,10.7805,0.0,182.0,152.0,134.0,199.96949999999998
2012-05-12,8.222333333333333,10.027666666666667,1.8056666666666665,5.417,4.3125,7.555666666666667,189.60899999999998,2.174,67.0,53.333,40.0,10.848,0.0,182.0,148.25,125.0,200.4565
2012-05-13,15.043999999999999,17.691666666666666,2.6476666666666664,14.292,6.1875,16.889,192.76100000000002,2.75,73.0,54.292,38.0,14.869499999999999,0.0,198.0,156.958,92.0,207.63049999999998
2012-05-14,22.597333333333335,29.264,6.666666666666667,17.833,7.625,23.361,193.7825,3.292,69.0,50.75,29.0,29.087,0.0,246.0,201.333,130.0,222.8695
2012-05-15,27.212,36.833,9.621,10.167,5.354,17.819666666666667,190.2175,3.375,93.0,79.875,65.0,26.587,8.0,206.0,186.167,174.0,216.80450000000002
2012-05-16,26.074666666666662,33.81166666666667,7.736999999999999,23.292,10.701,35.196666666666665,191.68,4.348,95.0,61.792,36.0,17.869500000000002,0.0,248.0,210.292,168.0,209.55
2012-05-17,25.551,30.534333333333336,4.983333333333333,36.364,11.0835,42.995000000000005,195.4195,4.25,69.0,54.25,37.0,28.2415,0.0,273.0,221.875,176.0,223.66
2012-05-18,16.097333333333335,18.277666666666665,2.1803333333333335,20.0,7.75,24.569333333333333,192.152,3.208,68.0,48.833,35.0,12.587,0.0,237.0,204.417,171.0,204.739
2012-05-19,21.068,24.420333333333332,3.3523333333333336,17.917,8.5625,22.402666666666665,194.196,3.522,64.0,45.833,25.0,21.4345,0.0,265.0,206.667,146.0,215.63049999999998
2012-05-20,14.945999999999998,15.984333333333334,1.038,20.0,9.271,23.902666666666665,193.61,3.417,83.0,57.917,42.0,18.7835,0.0,237.0,207.875,188.0,212.3935
2012-05-21,7.555666666666667,8.819333333333333,1.2636666666666667,13.708,5.5415,16.930666666666667,188.935,2.333,70.0,55.125,37.0,9.9565,0.0,257.0,219.625,188.0,198.8915
2012-05-22,13.817,16.0,2.1830000000000003,16.25,5.9864999999999995,19.013666666666666,190.391,3.042,75.0,54.833,38.0,14.8045,0.0,250.0,216.0,188.0,205.19549999999998
2012-05-23,27.339333333333332,33.79333333333333,6.453666666666667,20.875,8.5155,25.570000000000004,195.152,3.957,80.0,53.417,35.0,29.2175,0.0,264.0,217.583,157.0,224.36950000000002
2012-05-24,36.083333333333336,42.611,6.527666666666666,28.083,11.2085,34.97233333333333,195.587,4.042,67.0,50.792,33.0,36.8475,0.0,266.0,217.583,162.0,232.4345
2012-05-25,39.659333333333336,49.125,9.465666666666666,35.542,12.375,47.52766666666667,195.7825,5.25,84.0,70.833,54.0,27.45,1.0,219.0,198.0,170.0,223.233
2012-05-26,28.91633333333333,33.736,4.8196666666666665,33.375,11.125,48.34733333333333,194.8915,4.783,86.0,65.792,42.0,34.022000000000006,0.0,258.0,206.917,156.0,228.913
2012-05-27,16.536666666666665,18.17233333333333,1.6353333333333335,27.375,10.3335,34.236,193.71749999999997,4.042,75.0,56.333,34.0,21.174,0.0,276.0,228.917,170.0,214.8915
2012-05-28,19.847333333333335,23.764,3.9166666666666665,19.333,9.875,26.944333333333333,190.5,3.5,78.0,63.5,48.0,20.1525,0.0,276.0,237.583,194.0,210.652
2012-05-29,21.889,25.027666666666665,3.138666666666667,34.0,9.354,41.06933333333333,192.6495,4.125,83.0,63.708,48.0,23.6485,10.0,267.0,222.792,184.0,216.298
2012-05-30,19.697333333333333,23.958333333333332,4.260666666666666,15.042,9.559000000000001,18.998666666666665,192.44,3.13,85.0,58.625,41.0,21.9565,0.0,251.0,209.833,159.0,214.3965
2012-05-31,20.255333333333333,23.754,3.498666666666667,19.375,8.0205,25.667,192.8485,3.292,75.0,63.083,44.0,17.874499999999998,0.0,265.0,223.958,184.0,210.7235
2012-06-01,22.827333333333332,29.61966666666667,6.791999999999999,25.391,11.208,32.877,200.244,3.333,81.0,63.833,48.0,22.207500000000003,0.0,272.0,240.458,204.0,222.4515
2012-06-02,20.29133333333333,23.027666666666665,2.736333333333333,24.417,10.167,31.278000000000002,193.087,3.696,78.0,60.333,42.0,23.848,0.0,270.0,235.917,206.0,216.935
2012-06-03,7.962,9.728666666666667,1.7666666666666666,15.652,6.292,18.953333333333333,189.3635,2.083,70.0,57.208,40.0,12.3895,0.0,280.0,241.75,212.0,201.753
2012-06-04,23.327333333333332,28.331999999999997,5.004666666666667,18.917,9.8125,25.5,190.4785,3.458,79.0,65.167,46.0,20.0435,0.0,270.0,232.708,197.0,210.522
2012-06-05,26.153000000000002,34.139,7.986,18.167,7.4795,24.264,192.63049999999998,3.625,78.0,72.083,65.0,27.7825,0.0,230.0,215.583,204.0,220.413
2012-06-06,14.871333333333334,17.553,2.6813333333333333,10.0,8.1465,13.546999999999999,187.236,2.739,73.0,58.875,46.0,16.766,0.0,270.0,241.292,206.0,204.0025
2012-06-07,26.748,33.038000000000004,6.29,28.048,13.5455,34.617333333333335,191.60250000000002,3.708,81.0,58.042,30.0,24.243,0.0,286.0,250.458,213.0,215.846
2012-06-08,24.819,30.650333333333332,5.831666666666666,23.458,8.0,33.208333333333336,190.36950000000002,3.25,90.0,77.208,53.0,27.7395,15.0,271.0,228.458,197.0,218.1085
2012-06-09,13.347333333333333,17.403000000000002,4.055666666666666,10.042,6.396,15.416666666666666,186.565,2.957,91.0,76.583,65.0,14.1085,1.0,260.0,230.292,199.0,200.67399999999998
2012-06-10,10.327333333333334,11.289333333333333,0.9620000000000001,14.667,7.1875,20.055666666666667,190.065,2.667,76.0,59.75,50.0,15.674,0.0,268.0,238.125,212.0,205.739
2012-06-11,21.221999999999998,24.346999999999998,3.125,14.958,8.042,20.333333333333332,191.0,2.875,76.0,61.75,43.0,22.4565,0.0,278.0,239.083,196.0,213.4565
2012-06-12,9.988,11.722333333333333,1.7343333333333335,6.5,4.021,10.514000000000001,187.2175,2.083,81.0,72.667,66.0,14.239,3.0,240.0,221.125,206.0,201.4565
2012-06-13,29.814333333333334,40.169999999999995,10.356,12.083,9.592500000000001,19.337666666666667,192.1065,3.652,87.0,70.292,57.0,26.787,0.0,250.0,227.292,197.0,218.8935
2012-06-14,25.027666666666665,31.375,6.347333333333334,13.375,9.3125,20.180666666666667,191.67399999999998,3.583,84.0,64.5,41.0,23.087000000000003,0.0,296.0,245.833,193.0,214.761
2012-06-15,22.403000000000002,28.125,5.722,15.958,9.0,24.652666666666665,189.3915,2.625,84.0,66.458,43.0,19.413,1.0,284.0,243.0,214.0,208.804
2012-06-16,9.809666666666667,16.590666666666667,6.780666666666666,4.25,3.4585,10.569333333333333,184.5,2.174,96.0,87.75,77.0,15.8695,64.0,272.0,239.042,210.0,200.36950000000002
2012-06-17,10.275,12.310333333333332,2.0356666666666663,5.917,7.396,13.111333333333334,183.4785,2.458,93.0,75.958,57.0,9.761,7.0,282.0,257.958,230.0,193.2395
2012-06-18,33.94466666666667,41.77766666666667,7.833666666666666,23.375,14.104,35.44433333333333,191.22750000000002,5.083,82.0,70.708,57.0,25.032,0.0,286.0,261.333,236.0,216.25900000000001
2012-06-19,12.930666666666667,18.361,5.430666666666667,12.542,4.7085,20.069333333333333,185.4565,2.917,92.0,82.708,73.0,24.826,13.0,271.0,249.875,230.0,210.2825
2012-06-20,19.753666666666664,25.89833333333333,6.144666666666666,6.875,6.7139999999999995,12.115,187.2805,3.13,87.0,74.75,61.0,15.011,2.0,262.0,242.375,228.0,202.29149999999998
2012-06-21,19.378666666666664,22.506,3.127333333333333,8.208,3.4909999999999997,12.944333333333333,191.826,3.375,95.0,86.0,65.0,23.152,95.0,235.0,206.208,194.0,214.9785
2012-06-22,16.458333333333332,19.573666666666668,3.1153333333333335,6.292,4.479,10.430666666666667,190.64350000000002,2.667,96.0,71.583,52.0,18.2215,49.0,262.0,225.0,192.0,208.865
2012-06-23,19.833,23.194333333333333,3.361333333333333,11.292,6.146,15.208333333333334,190.9345,3.217,79.0,63.792,47.0,20.2825,0.0,272.0,228.458,190.0,211.2175
2012-06-24,17.169,19.074666666666666,1.9056666666666668,19.708,8.2085,27.263666666666666,193.196,4.208,89.0,73.0,55.0,21.4785,2.0,272.0,237.042,210.0,214.674
2012-06-25,18.819333333333333,21.958,3.138666666666667,16.375,5.729,23.847333333333335,190.565,3.417,87.0,76.458,57.0,22.674,8.0,284.0,243.458,214.0,213.2395
2012-06-26,12.916333333333332,16.069333333333333,3.153,10.792,5.4375,16.388666666666666,189.022,2.292,88.0,61.417,43.0,16.848,0.0,298.0,255.75,213.0,205.86950000000002
2012-06-27,22.906000000000002,26.12,3.2143333333333337,13.75,9.576,18.308333333333334,189.1085,2.522,74.0,55.333,40.0,20.195500000000003,0.0,268.0,239.0,210.0,209.30450000000002
2012-06-28,10.811666666666667,13.888333333333334,3.0766666666666667,7.333,5.708,11.180666666666667,186.0655,2.042,74.0,64.333,52.0,14.934999999999999,0.0,292.0,252.208,230.0,201.0
2012-06-29,15.903,21.476,5.573,9.458,6.604,15.013666666666666,186.15800000000002,2.625,78.0,65.0,47.0,14.584,0.0,291.0,257.174,218.0,200.74200000000002
2012-06-30,17.277666666666665,22.694333333333333,5.416666666666667,14.083,4.854,21.222333333333335,188.0435,2.913,91.0,77.583,49.0,22.587,18.0,296.0,253.75,232.0,210.63049999999998
2012-07-01,15.959999999999999,20.032666666666668,4.072333333333333,13.042,4.8335,24.041666666666668,190.358,3.167,93.0,88.5,79.0,26.9665,22.0,278.0,255.292,240.0,217.324
2012-07-02,21.786333333333335,29.226333333333333,7.440333333333332,13.25,6.854,19.694666666666667,193.413,3.792,90.0,72.375,54.0,20.696,0.0,304.0,271.375,242.0,214.109
2012-07-03,23.58566666666667,29.25533333333333,5.669333333333334,13.458,6.521,28.721999999999998,192.69549999999998,3.667,90.0,84.625,79.0,30.195999999999998,19.0,276.0,254.5,240.0,222.8915
2012-07-04,19.51033333333333,23.846,4.3356666666666674,12.417,7.3469999999999995,20.974,188.0865,3.087,89.0,73.333,50.0,17.3915,2.0,302.0,264.458,238.0,205.478
2012-07-05,21.819666666666667,29.389,7.569333333333333,11.792,6.0625,22.305333333333333,186.422,2.833,91.0,86.833,80.0,26.130499999999998,6.0,254.0,247.042,238.0,212.5525
2012-07-06,21.783,38.242333333333335,16.459333333333333,17.522,6.625,32.486,185.068,2.833,93.0,82.333,64.0,39.5455,19.0,294.0,267.667,242.0,224.6135
2012-07-07,12.875,15.083333333333334,2.2083333333333335,7.417,4.6665,13.166666666666666,186.86950000000002,2.565,95.0,76.083,57.0,14.913,51.0,288.0,252.25,224.0,201.7825
2012-07-08,8.925333333333333,10.281666666666666,1.3563333333333334,11.083,5.0205,16.25,193.28300000000002,2.833,83.0,62.042,51.0,16.7175,0.0,296.0,256.625,209.0,210.0
2012-07-09,16.833333333333332,20.208333333333332,3.3753333333333333,12.708,6.625,19.486333333333334,192.696,3.208,82.0,63.75,42.0,18.0215,0.0,314.0,268.917,227.0,210.7175
2012-07-10,17.668333333333333,23.41033333333333,5.742333333333334,15.042,7.771,23.153000000000002,191.26100000000002,3.083,85.0,64.583,45.0,20.391,0.0,320.0,281.5,241.0,211.652
2012-07-11,12.853666666666667,19.197,6.342666666666666,8.042,4.9,14.368666666666668,186.0805,2.261,83.0,63.333,48.0,18.476,2.0,322.0,286.708,252.0,204.55700000000002
2012-07-12,6.027666666666666,9.541666666666666,3.514,8.625,3.146,18.833333333333332,177.39100000000002,1.208,87.0,74.875,63.0,8.304499999999999,10.0,309.0,290.042,262.0,185.6955
2012-07-13,24.961000000000002,34.153,9.192,19.208,7.6045,44.0,186.1825,3.042,89.0,78.958,62.0,37.058499999999995,4.0,316.0,281.0,260.0,223.24149999999997
2012-07-14,15.942,21.621333333333336,5.679333333333333,14.875,6.646,28.347333333333335,184.435,2.435,90.0,72.917,52.0,20.564999999999998,0.0,330.0,287.958,253.0,205.0
2012-07-15,5.388333333333333,8.390333333333333,3.002333333333333,7.542,3.396,15.694333333333333,180.36950000000002,1.333,82.0,65.542,52.0,12.804000000000002,0.0,346.0,311.125,281.0,193.17399999999998
2012-07-16,4.389,7.944333333333333,3.5556666666666668,3.042,4.1875,8.722,178.5865,1.333,77.0,60.375,41.0,11.434999999999999,0.0,350.0,317.083,282.0,190.0215
2012-07-17,12.235999999999999,21.517,9.280666666666667,7.042,6.7575,18.097333333333335,180.86950000000002,1.792,79.0,65.208,45.0,17.8915,0.0,346.0,308.458,278.0,198.7605
2012-07-18,12.261000000000001,23.78233333333333,11.522,7.667,7.138,18.892666666666667,179.9565,1.87,85.0,64.125,45.0,23.5435,0.0,340.0,308.375,271.0,203.5
2012-07-19,13.652666666666667,24.41633333333333,10.764000000000001,8.0,6.1045,21.541666666666668,182.69549999999998,2.875,80.0,66.875,50.0,18.9345,0.0,338.0,308.25,276.0,201.63049999999998
2012-07-20,19.150333333333332,30.215999999999998,11.065666666666667,8.818,4.5835,21.930666666666667,181.04399999999998,2.5,90.0,83.583,67.0,25.9525,14.0,309.0,280.0,266.0,206.997
2012-07-21,15.527666666666667,25.125,9.597333333333333,11.333,6.0625,18.763666666666666,186.196,2.913,87.0,72.292,57.0,17.630499999999998,0.0,331.0,289.792,266.0,203.826
2012-07-22,8.094333333333333,9.346,1.2516666666666667,10.5,4.875,17.986,189.34750000000003,2.833,81.0,68.458,50.0,13.8475,0.0,326.0,287.167,252.0,203.196
2012-07-23,14.944333333333333,19.430666666666667,4.486,12.792,5.3125,20.416666666666668,190.69549999999998,3.542,79.0,67.958,52.0,19.565,0.0,326.0,289.542,260.0,210.261
2012-07-24,15.333,20.054333333333332,4.722,16.625,5.729,25.555333333333333,190.8475,3.333,79.0,66.958,53.0,18.478,0.0,336.0,299.458,260.0,209.3265
2012-07-25,18.818333333333335,23.68766666666667,4.8693333333333335,26.833,7.9075,39.51433333333333,193.12,4.391,79.0,64.708,50.0,22.372,0.0,338.0,308.417,275.0,215.49200000000002
2012-07-26,20.682333333333332,24.635333333333335,3.953,29.167,8.9375,42.666666666666664,192.86950000000002,4.542,80.0,64.0,46.0,20.522,0.0,353.0,315.625,281.0,213.391
2012-07-27,21.954333333333334,26.639333333333337,4.685333333333333,28.208,10.1045,43.625,190.41250000000002,4.292,83.0,65.375,45.0,25.302500000000002,0.0,354.0,317.625,282.0,215.7145
2012-07-28,17.930666666666667,20.514,2.5833333333333335,39.125,11.4165,55.972,187.76049999999998,4.826,80.0,64.708,46.0,22.195500000000003,0.0,356.0,319.333,286.0,209.9565
2012-07-29,12.249,13.788000000000002,1.5393333333333334,42.417,10.6045,63.30566666666667,186.087,2.708,81.0,66.042,51.0,26.826,0.0,350.0,318.667,288.0,212.913
2012-07-30,13.109333333333334,19.722,6.612333333333333,17.792,6.9585,29.916666666666668,182.2175,2.167,75.0,63.083,44.0,20.238999999999997,0.0,356.0,321.042,292.0,202.4565
2012-07-31,9.238999999999999,14.085666666666667,4.846666666666667,7.75,7.0835,13.985999999999999,181.1955,1.375,81.0,51.292,27.0,15.6955,0.0,380.0,328.5,285.0,196.89100000000002
2012-08-01,4.6816666666666675,7.535666666666667,2.853666666666667,5.625,4.131,17.69033333333333,177.94400000000002,1.174,70.0,58.917,46.0,10.0625,0.0,358.0,317.708,288.0,188.00650000000002
2012-08-02,11.815666666666667,18.199333333333332,6.383666666666667,6.087,4.917,15.666666666666666,180.089,1.583,78.0,65.667,48.0,13.586,0.0,336.0,308.75,280.0,193.675
2012-08-03,9.762666666666666,15.084333333333333,5.322,7.917,5.354,14.708333333333334,183.261,1.708,82.0,53.208,35.0,16.978,0.0,374.0,325.375,282.0,200.239
2012-08-04,4.347333333333333,6.124666666666667,1.7779999999999998,4.458,3.6455,10.083333333333334,179.36950000000002,1.0,66.0,56.625,46.0,9.956499999999998,0.0,350.0,318.208,288.0,189.3265
2012-08-05,6.4319999999999995,8.064,1.6323333333333334,4.583,3.729,12.5,177.7605,1.167,82.0,64.458,47.0,10.434999999999999,0.0,350.0,309.875,286.0,188.1955
2012-08-06,16.583333333333332,22.805333333333333,6.222,7.75,6.583,15.014000000000001,181.261,3.167,76.0,63.875,50.0,15.630500000000001,0.0,348.0,313.417,286.0,196.8915
2012-08-07,17.799333333333333,24.814666666666668,7.015000000000001,10.125,6.9165,18.180666666666667,182.913,3.042,81.0,59.833,43.0,24.761000000000003,0.0,367.0,316.083,284.0,207.6735
2012-08-08,14.512666666666666,17.661,3.1479999999999997,10.042,4.991,15.762,189.28750000000002,2.522,70.0,52.542,36.0,21.3845,0.0,342.0,301.208,270.0,210.672
2012-08-09,17.5,20.819333333333333,3.3193333333333332,12.083,5.979,18.972333333333335,190.0,2.875,75.0,56.708,40.0,18.174,0.0,329.0,294.875,242.0,208.174
2012-08-10,17.987333333333336,20.721333333333334,2.7336666666666667,22.333,6.6455,33.89666666666667,189.139,3.208,78.0,62.417,44.0,24.868499999999997,0.0,340.0,308.458,274.0,214.0075
2012-08-11,14.038666666666666,19.224666666666668,5.185666666666667,15.583,4.75,26.611333333333334,186.3045,2.391,79.0,71.292,56.0,23.630499999999998,0.0,327.0,298.917,275.0,209.9345
2012-08-12,8.321333333333333,10.899333333333333,2.578,10.833,4.042,19.597333333333335,183.89100000000002,2.417,82.0,67.542,49.0,19.522,0.0,338.0,304.167,264.0,203.413
2012-08-13,5.486,8.027666666666667,2.5416666666666665,16.292,4.229,29.236,181.13049999999998,1.917,86.0,69.667,58.0,10.413,11.0,338.0,308.375,286.0,191.5435
2012-08-14,10.766666666666666,14.205333333333334,3.438333333333334,9.958,3.229,21.25,182.0435,2.167,89.0,79.208,70.0,17.8045,5.0,304.0,289.917,264.0,199.8475
2012-08-15,5.8549999999999995,11.362,5.5073333333333325,4.042,2.5949999999999998,10.169333333333332,182.9405,1.609,81.0,65.208,51.0,15.422,0.0,347.0,307.875,280.0,198.3625
2012-08-16,9.043333333333333,17.197666666666667,8.154,4.792,3.538,10.295333333333334,182.6525,1.917,75.0,62.542,41.0,18.0435,0.0,342.0,308.208,268.0,200.6955
2012-08-17,15.549333333333331,24.33866666666667,8.789333333333333,12.957,5.292,21.624666666666666,182.468,2.75,79.0,64.0,46.0,23.769,0.0,360.0,316.208,274.0,206.237
2012-08-18,17.839333333333332,22.381,4.541666666666667,14.917,4.0415,23.736,187.8915,3.217,83.0,71.167,50.0,27.826,4.0,356.0,296.375,260.0,215.71699999999998
2012-08-19,9.546666666666667,12.974333333333334,3.427666666666667,8.0,3.5,13.014000000000001,187.2175,2.375,85.0,68.708,45.0,19.912999999999997,6.0,340.0,293.667,259.0,207.13049999999998
2012-08-20,11.312,17.104000000000003,5.791666666666667,6.75,4.0625,15.860999999999999,184.3475,2.167,79.0,62.042,40.0,15.696000000000002,0.0,352.0,300.875,250.0,200.0435
2012-08-21,14.484,22.357,7.873333333333334,7.792,3.8955,15.791666666666666,185.36950000000002,2.25,72.0,61.583,43.0,22.109,0.0,348.0,310.167,272.0,207.4785
2012-08-22,13.125666666666667,22.289666666666665,9.164333333333333,7.375,3.9939999999999998,16.011333333333333,183.0,2.13,75.0,64.625,45.0,26.0435,0.0,356.0,309.875,276.0,209.0435
2012-08-23,12.972666666666667,20.447333333333333,7.474666666666667,7.292,3.6875,14.847,183.55,2.25,78.0,64.125,42.0,21.2595,0.0,358.0,310.875,277.0,204.8095
2012-08-24,13.868333333333332,20.256,6.387666666666667,7.583,3.958,15.041333333333332,184.4565,2.333,82.0,64.625,42.0,18.869500000000002,0.0,338.0,304.083,266.0,203.326
2012-08-25,12.416666666666666,16.805666666666667,4.3886666666666665,9.042,4.0625,14.513666666666666,184.7825,2.261,79.0,62.0,41.0,18.0215,0.0,355.0,310.583,268.0,202.804
2012-08-26,7.804333333333333,9.932,2.127333333333333,8.5,4.125,16.486333333333334,181.67399999999998,1.5,77.0,59.0,39.0,12.891,0.0,356.0,311.083,270.0,194.565
2012-08-27,11.166666666666666,15.985999999999999,4.819333333333334,6.458,3.875,13.972333333333333,185.0,1.875,72.0,58.25,42.0,16.6085,0.0,354.0,310.167,272.0,201.60899999999998
2012-08-28,9.924,15.707,5.783,4.792,2.896,10.291333333333334,184.174,1.833,67.0,54.75,42.0,19.652,0.0,354.0,314.333,280.0,203.82600000000002
2012-08-29,8.492666666666667,15.738999999999999,7.246333333333333,4.375,2.152,9.500333333333334,181.5335,1.652,75.0,64.542,53.0,14.306999999999999,0.0,322.0,302.958,288.0,195.841
2012-08-30,11.038666666666666,18.698333333333334,7.66,7.208,3.6665,16.027666666666665,181.13049999999998,1.958,75.0,64.292,51.0,18.935000000000002,0.0,340.0,313.125,288.0,200.065
2012-08-31,10.833333333333334,18.041666666666668,7.208333333333333,5.625,3.3125,13.083333333333334,181.2825,1.917,79.0,62.625,47.0,24.0,0.0,350.0,305.625,270.0,205.2825
2012-09-01,13.052666666666667,18.265,5.2123333333333335,8.708,3.417,16.583333333333332,182.4345,2.174,91.0,74.417,56.0,26.152,37.0,322.0,282.083,258.0,208.587
2012-09-02,9.385333333333334,12.009,2.623666666666667,9.292,3.5625,16.903000000000002,187.63049999999998,2.333,85.0,68.958,55.0,18.587,0.0,326.0,285.75,256.0,206.2175
2012-09-03,12.597333333333333,17.527666666666665,4.9303333333333335,7.542,3.7295,13.138666666666666,187.022,2.042,84.0,68.0,46.0,15.587,3.0,324.0,282.542,250.0,202.6085
2012-09-04,13.945,20.882666666666665,6.938,9.708,4.3125,16.930333333333333,185.13049999999998,2.333,86.0,71.25,54.0,16.6955,0.0,324.0,288.167,253.0,201.82600000000002
2012-09-05,12.672666666666666,21.044,8.371333333333334,9.167,4.2915,19.261,183.801,2.333,82.0,66.958,52.0,17.86,0.0,334.0,297.708,260.0,201.661
2012-09-06,19.014,28.069333333333333,9.055666666666667,13.957,6.2915,23.552000000000003,185.94299999999998,3.167,83.0,69.417,59.0,21.231499999999997,0.0,313.0,288.667,264.0,207.175
2012-09-07,18.667,24.652666666666665,5.9863333333333335,15.625,5.3335,27.139,190.9565,3.208,83.0,65.375,45.0,31.848,0.0,340.0,293.75,255.0,222.804
2012-09-08,14.722333333333333,21.430666666666667,6.708333333333333,10.5,4.0415,19.347333333333335,187.8475,2.478,84.0,72.375,56.0,26.478,0.0,312.0,281.208,257.0,214.3265
2012-09-09,9.654000000000002,12.981666666666667,3.328,6.083,3.854,14.250333333333336,190.022,2.167,78.0,65.083,42.0,20.5215,0.0,342.0,294.0,255.0,210.5435
2012-09-10,13.944333333333333,22.402666666666665,8.458333333333334,5.25,3.6875,12.388666666666666,188.3045,2.208,85.0,71.208,48.0,20.935000000000002,1.0,322.0,282.083,258.0,209.2395
2012-09-11,16.430333333333333,25.569333333333333,9.138666666666667,8.083,3.542,14.666666666666666,191.10250000000002,2.708,91.0,73.875,59.0,38.153999999999996,7.0,300.0,271.125,248.0,229.257
2012-09-12,20.195666666666668,24.679666666666666,4.483999999999999,8.958,5.478,15.715666666666666,191.656,3.174,80.0,59.5,43.0,23.5645,0.0,327.0,287.042,240.0,215.22
2012-09-13,16.166,20.834333333333333,4.668333333333334,14.25,5.5835,23.680666666666667,188.221,2.583,75.0,64.083,44.0,22.253,0.0,333.0,293.167,250.0,210.4745
2012-09-14,17.215999999999998,27.788333333333338,10.572333333333333,14.542,4.047499999999999,21.610333333333333,190.416,2.619,91.0,69.905,46.0,27.4985,12.0,337.0,285.857,243.0,217.9145
2012-09-15,18.930333333333333,27.444666666666667,8.514000000000001,10.292,6.4585,20.694333333333333,189.826,2.783,93.0,74.125,53.0,29.522,2.0,350.0,292.083,250.0,219.348
2012-09-16,6.6000000000000005,9.281666666666666,2.6809999999999996,4.667,4.8125,12.069333333333333,186.957,1.792,91.0,66.833,45.0,19.0,0.0,345.0,302.5,250.0,205.957
2012-09-17,4.674666666666667,7.096,2.4213333333333336,3.042,4.125,9.347,183.174,1.208,78.0,59.042,45.0,13.174,0.0,360.0,321.875,275.0,196.348
2012-09-18,14.725999999999999,24.550666666666668,9.825000000000001,4.667,2.646,10.290333333333335,189.13,2.458,92.0,88.167,75.0,31.87,8.0,295.0,273.958,270.0,221.0
2012-09-19,14.023000000000001,21.913,7.890000000000001,15.542,4.996499999999999,23.070999999999998,190.304,2.739,90.0,67.75,50.0,18.478,0.0,320.0,282.826,250.0,208.783
2012-09-20,16.305666666666667,18.638666666666666,2.3333333333333335,19.042,6.0415,26.263666666666666,191.391,3.417,69.0,55.25,40.0,14.522,0.0,315.0,276.042,250.0,205.913
2012-09-21,16.930333333333333,21.464333333333332,4.533666666666667,21.591,5.271,28.705333333333332,195.6,3.542,85.0,64.708,47.0,21.25,0.0,310.0,269.167,230.0,216.85
2012-09-22,14.389000000000001,16.611333333333334,2.222,22.708,6.042,29.666666666666668,197.565,3.435,77.0,61.875,47.0,26.913,0.0,315.0,272.083,230.0,224.478
2012-09-23,10.616,11.690333333333333,1.0743333333333334,15.917,4.6875,22.125333333333334,192.391,2.875,92.0,76.792,60.0,17.957,14.0,270.0,231.458,200.0,210.348
2012-09-24,16.347333333333335,21.180666666666667,4.833333333333333,8.125,4.5625,13.208333333333334,190.435,2.417,78.0,61.708,47.0,17.826,0.0,300.0,258.75,220.0,208.261
2012-09-25,15.609666666666664,24.628,9.017999999999999,8.542,4.167,13.944333333333333,194.652,2.667,85.0,58.708,34.0,22.435,0.0,320.0,263.958,205.0,217.087
2012-09-26,13.788000000000002,18.915666666666667,5.1273333333333335,9.125,4.2175,12.963666666666667,195.0,2.391,82.0,56.917,33.0,20.826,0.0,315.0,265.208,200.0,215.826
2012-09-27,17.138333333333332,21.944,4.805666666666666,9.958,5.1455,14.847,193.727,2.5,81.0,59.583,40.0,22.864,0.0,325.0,268.333,210.0,216.591
2012-09-28,21.930666666666667,28.528000000000002,6.597333333333334,17.292,5.75,22.865,193.261,3.208,81.0,62.208,44.0,25.087,0.0,305.0,261.042,200.0,218.348
2012-09-29,21.340999999999998,26.415000000000003,5.073333333333333,24.875,6.7085,32.25,193.217,4.261,89.0,72.083,54.0,26.0,2.0,300.0,252.917,230.0,219.217
2012-09-30,9.067,9.920666666666667,0.8540000000000001,14.958,3.2705,23.125,189.609,2.792,93.0,86.292,79.0,19.087,36.0,240.0,224.375,200.0,208.696
2012-10-01,17.79,23.560333333333332,5.770333333333333,4.833,4.1875,10.908999999999999,187.761,2.708,,,,20.4,,,,,208.161
2012-10-02,19.493666666666666,26.330333333333332,6.836333333333333,7.739,5.125,12.027666666666667,193.53449999999998,3.0,,,,20.345,,,,,213.8785
2012-10-03,16.913,23.43466666666667,6.521666666666666,6.792,5.308,11.506333333333332,190.978,3.043,,,,21.9345,,,,,212.913
2012-10-04,17.264,20.721999999999998,3.4586666666666663,6.25,4.625,11.514000000000001,189.587,2.5,,,,20.326,,,,,209.913
2012-10-05,19.471999999999998,27.388666666666666,7.916666666666667,9.792,8.542,13.264000000000001,190.78300000000002,2.708,,,,21.261000000000003,,,,,212.0435
2012-10-06,17.375,21.055666666666667,3.6806666666666668,14.5,4.6875,18.514,191.0435,3.174,,,,25.564999999999998,,,,,216.609
2012-10-07,8.468666666666666,10.184666666666667,1.716,9.333,4.0205,14.319333333333333,188.86950000000002,2.25,,,,13.8915,,,,,202.7605
2012-10-08,11.347333333333333,13.944333333333333,2.5973333333333333,8.917,4.146,11.305666666666667,191.9345,2.583,,,,15.543500000000002,,,,,207.4785
