date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-01-01,5.25,8.688,3.438,31.333,3.312,,205.375,5.458,9.417,214.792
2011-01-02,5.542,9.021,3.479,16.042,2.604,,194.5,4.958,4.083,198.583
2011-01-03,6.812,12.438,5.625,22.833,2.25,,208.625,5.375,8.292,216.917
2011-01-04,6.834,13.062,6.229,19.0,2.417,,193.792,4.708,3.75,197.542
2011-01-05,13.23,33.729,20.5,24.708,2.583,,204.5,6.792,12.25,216.75
2011-01-06,13.286,33.038,19.751,18.542,2.352,,203.167,6.364,16.792,219.958
2011-01-07,13.688,41.958,28.271,23.167,3.958,,209.875,5.625,19.458,229.333
2011-01-08,9.605,24.125,14.521,29.042,2.354,,218.667,6.417,27.958,246.625
2011-01-09,11.145,28.208,17.062,26.625,2.438,,216.333,5.542,19.417,235.75
2011-01-10,11.896,27.958,16.062,51.5,5.125,,209.75,5.958,13.458,223.208
2011-01-11,11.747,30.718,18.97,41.542,3.037,,203.773,6.19,13.091,216.864
2011-01-12,12.416,31.417,19.0,22.25,3.562,,199.5,5.083,10.208,209.708
2011-01-13,11.958,29.708,17.75,28.0,3.52,,201.958,5.25,14.042,216.0
2011-01-14,12.188,28.417,16.229,44.917,3.438,,208.708,6.0,18.208,226.917
2011-01-15,7.084,10.812,3.729,35.875,2.062,,205.333,4.375,9.917,215.25
2011-01-16,7.75,13.521,5.771,9.583,1.812,,191.25,3.333,5.125,196.375
2011-01-17,9.546,23.367,13.82,11.167,2.239,,194.0,4.435,8.913,202.913
2011-01-18,10.458,31.792,21.334,19.75,7.562,,204.542,4.708,15.833,220.375
2011-01-19,9.979,24.5,14.52,17.083,2.875,,200.917,4.208,13.75,214.667
2011-01-20,9.084,24.084,15.0,12.583,2.584,,195.333,4.417,10.708,206.042
2011-01-21,8.438,21.896,13.458,14.458,3.354,,194.625,4.5,10.625,205.25
2011-01-22,5.792,13.208,7.417,18.708,2.542,,199.333,4.042,8.875,208.208
2011-01-23,6.292,14.146,7.854,11.708,1.948,,187.333,2.5,0.75,188.083
