date,SO2_mean
2015-01-01,13.25
2015-01-02,11.667
2015-01-03,7.708
2015-01-04,7.792
2015-01-05,6.958
2015-01-06,6.227
2015-01-07,7.042
2015-01-08,12.333
2015-01-09,6.417
2015-01-10,8.917
2015-01-11,6.958
2015-01-12,6.0
2015-01-13,9.625
2015-01-14,12.75
2015-01-15,6.375
2015-01-16,6.667
2015-01-17,6.333
2015-01-18,6.542
2015-01-19,18.458
2015-01-20,11.0
2015-01-21,6.917
2015-01-22,7.0
2015-01-23,7.875
2015-01-24,13.0
2015-01-25,14.75
2015-01-26,8.667
2015-01-27,10.583
2015-01-28,9.25
2015-01-29,6.458
2015-01-30,5.417
2015-01-31,6.167
2015-02-01,5.833
2015-02-02,4.45
2015-02-03,3.542
2015-02-04,4.125
2015-02-05,4.708
2015-02-06,4.158
2015-02-07,3.417
2015-02-08,3.708
2015-02-09,10.25
2015-02-10,4.292
2015-02-11,4.0
2015-02-12,4.083
2015-02-13,7.292
2015-02-14,6.5
2015-02-15,7.417
2015-02-16,6.458
2015-02-17,7.045
2015-02-18,5.667
2015-02-19,10.083
2015-02-20,4.292
2015-02-21,7.458
2015-02-22,3.667
2015-02-23,4.542
2015-02-24,3.792
2015-02-25,3.667
2015-02-26,4.375
2015-02-27,7.75
2015-02-28,5.167
2015-03-01,3.75
2015-03-02,5.667
2015-03-03,8.625
2015-03-04,4.952
2015-03-05,5.0
2015-03-06,7.458
2015-03-07,4.833
2015-03-08,4.792
2015-03-09,4.583
2015-03-10,4.375
2015-03-11,4.5
2015-03-12,4.5
2015-03-13,4.667
2015-03-14,4.042
2015-03-15,5.417
2015-03-16,6.292
2015-03-17,5.727
2015-03-18,13.417
2015-03-19,7.792
2015-03-20,5.5
2015-03-21,5.75
2015-03-22,9.833
2015-03-23,8.083
2015-03-24,5.375
2015-03-25,5.917
2015-03-26,5.708
2015-03-27,6.292
2015-03-28,6.273
2015-03-29,10.667
2015-03-30,18.292
2015-03-31,7.25
2015-04-01,
2015-04-02,
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,
2015-04-07,
2015-04-08,
2015-04-09,
2015-04-10,
2015-04-11,
2015-04-12,
2015-04-13,
2015-04-14,
2015-04-15,
2015-04-16,
2015-04-17,
2015-04-18,
2015-04-19,
2015-04-20,
2015-04-21,
2015-04-22,
2015-04-23,
2015-04-24,
2015-04-25,
2015-04-26,
2015-04-27,
2015-04-28,
2015-04-29,
2015-04-30,
2015-05-01,
2015-05-02,
2015-05-03,
2015-05-04,
2015-05-05,
2015-05-06,
2015-05-07,
2015-05-08,
2015-05-09,
2015-05-10,
2015-05-11,
2015-05-12,
2015-05-13,
2015-05-14,
2015-05-15,
2015-05-16,
2015-05-17,
2015-05-18,
2015-05-19,
2015-05-20,
2015-05-21,
2015-05-22,
2015-05-23,
