date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-01-01,203.417,73.0,56.417,50.0,28.083,27.729,43.98,16.25,,1.167,18.792,9.0,5.854,3.0,231.5,6.958
2011-01-02,197.167,77.0,55.792,35.0,21.708,19.542,29.5,9.958,,0.625,12.458,11.1,6.133,3.4,218.875,4.542
2011-01-03,191.083,48.0,39.208,27.0,14.583,15.334,22.167,6.834,,0.208,3.5,10.4,6.458,3.4,205.667,3.958
2011-01-04,195.636,65.0,52.667,37.0,19.455,24.413,42.435,18.022,,1.13,9.062,10.2,5.308,1.8,215.091,5.458
2011-01-05,195.591,61.0,41.292,24.0,20.591,27.864,63.522,35.659,,0.591,5.962,9.4,5.008,0.5,216.182,6.261
2011-01-06,200.667,73.0,52.25,33.0,28.75,43.25,96.77,53.52,,2.292,12.375,9.0,5.258,1.3,229.417,8.417
2011-01-07,194.25,60.0,43.5,27.0,16.667,20.208,35.062,14.854,,0.333,4.646,8.8,5.633,3.3,210.917,4.292
2011-01-08,195.375,51.0,40.125,29.0,17.125,17.562,27.084,9.521,,0.5,4.688,9.1,5.758,2.3,212.5,4.917
2011-01-09,208.5,72.0,56.75,46.0,36.458,36.75,76.875,40.125,,1.917,17.729,9.0,5.692,2.5,244.958,8.458
2011-01-10,206.056,71.0,59.792,37.0,42.0,46.5,114.587,68.087,,3.409,23.682,10.1,6.583,2.9,248.056,10.13
2011-01-11,196.833,74.0,56.708,32.0,28.958,32.167,74.25,42.084,,1.083,18.062,10.5,5.617,1.9,225.792,6.333
2011-01-12,199.042,62.0,42.167,31.0,27.583,31.188,71.23,40.042,,1.125,8.271,6.4,3.4,0.6,226.625,6.958
2011-01-13,202.583,74.0,53.875,42.0,42.708,45.834,127.646,81.812,,2.708,18.666,10.2,5.2,-0.3,245.292,10.167
2011-01-14,200.318,58.0,47.25,38.0,27.773,28.604,58.646,30.042,,1.333,10.208,7.6,4.946,2.7,228.091,7.083
2011-01-15,206.833,59.0,52.583,47.0,28.042,28.812,50.542,21.729,,2.917,14.833,6.0,4.408,2.4,234.875,7.625
2011-01-16,195.143,51.0,45.542,40.0,22.714,29.134,50.804,21.671,,1.45,14.451,5.3,4.575,3.3,217.857,5.042
2011-01-17,194.375,71.0,51.958,40.0,21.792,33.13,62.144,29.014,,1.875,12.542,7.1,4.796,3.1,216.167,5.625
2011-01-18,207.542,74.0,58.75,47.0,49.75,52.029,128.779,76.75,,3.333,27.51,8.5,4.921,0.6,257.292,9.391
2011-01-19,196.25,79.0,63.167,53.0,28.833,34.084,70.458,36.375,,1.917,24.729,9.7,6.208,2.3,225.083,5.833
2011-01-20,192.375,97.0,93.625,85.0,20.708,26.625,50.229,23.604,,0.5,15.334,4.5,2.55,1.4,213.083,4.917
2011-01-21,190.708,97.0,93.375,86.0,19.042,22.667,39.916,17.25,,0.0,8.604,3.6,3.192,2.7,209.75,4.75
2011-01-22,199.958,97.0,91.667,76.0,31.0,23.688,52.0,28.312,,0.0,8.104,8.3,5.288,3.6,230.958,7.208
2011-01-23,218.3,98.0,90.583,66.0,53.35,37.913,148.413,110.5,,1.238,16.104,8.7,4.825,0.7,271.65,11.652
2011-01-24,196.042,97.0,67.458,44.0,21.5,30.916,64.334,33.416,,0.917,8.562,4.5,2.771,1.2,217.542,7.167
2011-01-25,201.542,91.0,66.833,31.0,39.917,42.833,116.729,73.896,,1.583,19.792,9.0,3.883,-0.3,241.458,10.292
2011-01-26,200.625,85.0,54.958,34.0,28.333,35.02,75.312,40.292,,0.875,11.416,6.2,2.971,0.7,228.958,8.208
2011-01-27,203.583,76.0,57.958,33.0,38.917,41.666,119.688,78.021,,1.292,16.042,7.6,3.05,-1.3,242.5,11.083
2011-01-28,198.208,73.0,51.208,37.0,26.292,29.125,60.166,31.042,,1.167,14.75,5.7,2.567,-0.2,224.5,7.292
2011-01-29,193.917,52.0,38.833,26.0,13.917,12.75,18.104,5.354,,0.875,6.27,6.4,3.05,0.7,207.833,4.958
2011-01-30,197.45,49.0,38.75,31.0,25.35,32.881,64.667,31.786,,1.667,8.486,6.0,3.454,0.5,222.8,5.87
2011-01-31,197.833,61.0,49.833,36.0,27.5,40.208,96.52,56.312,,1.583,12.396,8.7,3.846,-0.4,225.333,6.75
2011-02-01,195.083,63.0,47.625,35.0,21.417,27.354,57.396,30.042,,2.125,14.812,11.8,6.529,0.7,216.5,5.0
2011-02-02,193.0,53.0,36.708,21.0,16.083,24.27,45.146,20.875,,1.083,7.188,4.9,2.383,0.3,209.083,4.125
2011-02-03,205.125,70.0,46.458,25.0,39.208,42.896,121.042,78.146,,2.375,14.416,6.0,2.367,-1.8,244.333,9.917
2011-02-04,202.583,76.0,49.417,27.0,38.375,40.188,98.604,58.416,,1.75,15.938,10.4,5.121,-1.2,240.958,8.0
2011-02-05,203.25,81.0,53.125,42.0,31.292,32.458,54.958,22.5,,3.417,20.354,8.3,5.65,2.4,234.542,7.375
2011-02-06,199.45,96.0,83.458,65.0,32.0,44.046,98.376,54.33,,1.043,39.018,5.2,4.412,3.8,231.45,7.913
2011-02-07,200.375,98.0,95.917,92.0,39.542,39.958,96.062,56.104,,0.833,37.958,16.6,8.758,4.8,239.917,6.958
2011-02-08,193.792,96.0,56.958,42.0,20.5,26.958,51.584,24.625,,0.583,8.464,8.9,6.362,3.6,214.292,4.917
2011-02-09,195.125,64.0,42.667,27.0,25.542,35.562,83.562,48.0,,1.083,8.646,7.6,4.608,0.4,220.667,5.917
2011-02-10,200.208,79.0,52.458,39.0,30.917,42.938,98.584,55.646,,2.917,16.375,8.7,5.517,2.0,231.125,7.625
2011-02-11,194.542,85.0,54.083,36.0,21.708,26.854,45.938,19.084,,1.917,13.48,8.7,5.458,1.9,216.25,5.5
2011-02-12,193.125,59.0,43.125,33.0,17.208,17.312,25.833,8.52,,0.625,8.979,9.1,4.892,0.9,210.333,4.125
2011-02-13,196.722,61.0,49.542,38.0,26.556,42.391,79.456,37.066,,3.455,20.609,9.4,5.962,2.2,223.278,5.773
2011-02-14,196.125,96.0,80.542,48.0,30.125,39.334,78.229,38.896,,1.125,34.958,6.3,5.029,3.7,226.25,6.917
2011-02-15,195.083,95.0,68.417,42.0,27.125,33.604,78.625,45.02,,1.375,27.708,11.8,7.371,4.8,222.208,7.25
2011-02-16,191.833,95.0,64.0,43.0,16.75,27.146,47.292,20.146,,1.25,12.396,4.8,3.196,1.9,208.583,4.792
2011-02-17,194.75,95.0,73.333,36.0,25.25,35.23,70.166,34.938,,1.333,21.458,8.4,4.154,1.9,220.0,6.25
2011-02-18,191.667,93.0,48.375,23.0,14.458,18.166,30.104,11.938,,1.042,8.833,6.1,2.779,0.5,206.125,4.292
2011-02-19,196.583,70.0,46.167,27.0,18.708,24.062,36.958,12.895,,2.208,12.938,7.2,3.412,-0.5,215.292,6.667
2011-02-20,200.4,69.0,51.583,27.0,28.15,43.143,92.143,49.0,,2.565,17.78,10.3,5.575,0.3,228.55,8.286
2011-02-21,200.583,64.0,45.292,21.0,36.583,52.188,107.958,55.771,,3.375,24.021,12.3,7.683,1.7,237.167,8.25
2011-02-22,194.083,73.0,63.5,59.0,19.042,31.271,46.938,15.666,,3.75,23.584,9.3,7.912,5.8,213.125,4.5
2011-02-23,196.292,97.0,89.292,56.0,32.167,39.542,85.834,46.292,,1.292,30.354,10.6,7.408,4.8,228.458,6.917
2011-02-24,194.208,75.0,50.458,31.0,20.042,31.896,47.104,15.208,,4.458,27.354,14.8,11.375,8.1,214.25,5.375
2011-02-25,196.542,96.0,90.0,76.0,21.417,29.854,45.75,15.895,,1.958,15.355,8.7,5.979,3.8,217.958,4.667
2011-02-26,194.167,74.0,58.375,41.0,14.75,18.25,25.708,7.458,,1.583,8.312,8.2,5.754,3.9,208.917,4.083
2011-02-27,192.0,46.0,35.708,29.0,12.5,18.804,32.26,13.456,,0.565,9.562,9.0,4.862,2.2,204.5,3.625
2011-02-28,194.542,63.0,49.833,39.0,15.542,26.979,46.416,19.438,,1.708,10.438,6.0,3.596,0.8,210.083,4.208
2011-03-01,196.125,96.0,83.167,66.0,31.917,41.604,90.0,48.396,,0.5,19.585,11.8,7.833,2.5,228.042,7.833
2011-03-02,199.0,97.0,93.417,87.0,38.667,38.708,101.083,62.375,,,17.625,8.2,6.692,4.2,237.667,7.875
2011-03-03,191.667,97.0,74.042,55.0,14.542,21.667,31.0,9.334,,,12.271,10.9,7.167,4.0,206.208,4.625
2011-03-04,195.083,95.0,73.208,62.0,14.958,16.145,19.958,3.812,,,16.604,6.4,5.504,3.6,210.042,4.208
2011-03-05,193.9,97.0,96.333,94.0,16.8,32.524,70.127,37.603,,,10.7,9.4,5.604,2.7,210.7,7.783
2011-03-06,,97.0,93.083,81.0,,49.042,156.208,107.167,,,26.583,14.4,11.283,8.2,,10.292
2011-03-07,,97.0,79.833,62.0,,40.625,98.458,57.833,,,31.792,14.7,12.354,10.9,,7.042
2011-03-08,,88.0,74.625,62.0,,35.083,58.75,23.667,,,16.542,10.6,9.396,7.6,,4.958
2011-03-09,,97.0,95.167,86.0,,39.458,97.25,57.792,,,17.917,9.2,7.254,5.4,,6.0
2011-03-10,,97.0,88.708,77.0,,29.25,51.083,21.833,,,6.292,7.3,5.304,2.4,,5.125
2011-03-11,,89.0,74.833,55.0,,27.875,44.167,16.292,,,15.292,11.5,7.492,4.2,,6.0
2011-03-12,,69.0,44.792,27.0,,36.609,86.391,49.783,,,7.833,10.8,7.012,2.4,,4.0
2011-03-13,,65.0,42.542,24.0,,35.5,66.958,31.458,,,8.783,10.2,6.7,2.6,,6.778
2011-03-14,,74.0,57.375,41.0,,47.708,104.0,56.292,,,14.875,10.8,7.212,3.0,,6.583
2011-03-15,,84.0,52.25,30.0,,39.958,101.667,61.708,,,21.417,13.1,7.567,3.4,,6.417
2011-03-16,,69.0,49.458,32.0,,40.083,78.917,38.833,,,20.5,11.5,7.721,3.4,,6.042
2011-03-17,,98.0,90.25,64.0,,52.167,126.042,73.875,,,49.25,8.4,6.633,4.7,,9.125
2011-03-18,,97.0,93.458,85.0,,39.5,82.25,42.75,,,45.833,12.1,9.504,6.4,,9.083
2011-03-19,,97.0,49.708,30.0,,38.091,79.364,41.273,,,13.917,11.2,9.012,6.1,,5.682
2011-03-20,,62.0,46.667,37.0,,37.458,64.0,26.542,,,15.75,12.7,8.233,3.9,,5.917
2011-03-21,,46.0,35.458,23.0,,37.381,68.571,31.19,,,9.857,12.2,8.162,4.6,,5.19
2011-03-22,,62.0,49.833,42.0,,78.458,218.958,140.5,,,39.417,14.1,9.633,3.7,,10.75
2011-03-23,,97.0,76.125,53.0,,64.75,147.833,83.083,,,38.75,11.7,9.588,7.7,,8.958
2011-03-24,,98.0,88.167,54.0,,50.875,128.917,78.042,,,22.0,10.0,8.2,6.9,,9.875
2011-03-25,,89.0,56.667,35.0,,35.75,71.792,36.042,,,12.542,13.5,8.675,4.2,,8.083
2011-03-26,,55.0,41.125,28.0,,44.957,91.609,46.652,,,13.208,10.6,7.779,4.3,,6.5
2011-03-27,,76.0,50.208,30.0,,46.958,92.0,45.042,,,17.917,13.5,9.192,3.9,,6.708
2011-03-28,,76.0,59.25,43.0,,52.25,118.458,66.208,,,33.625,16.0,10.621,5.8,,7.375
2011-03-29,,59.0,46.167,23.0,,39.75,73.417,33.667,,,19.208,16.3,11.462,6.7,,5.417
2011-03-30,189.143,68.0,60.167,49.0,13.571,18.875,31.146,12.271,,0.0,15.834,18.6,15.092,12.0,202.714,4.25
2011-03-31,187.417,90.0,69.583,50.0,12.792,13.396,20.271,6.875,,0.25,12.958,18.0,13.879,8.6,200.208,3.583
2011-04-01,192.167,71.0,55.208,34.0,18.042,36.146,71.125,34.98,,3.667,21.729,16.0,11.071,4.5,210.208,5.375
