date,NO2_mean,NOX_mean,NO_mean,PM25_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2015-02-15,12.6665,19.125,6.4585,0.4165000000000001,,2.792,,
2015-02-16,10.792000000000002,14.771,3.979,3.9585,198.571,2.208,6.857,205.429
2015-02-17,11.9785,18.1085,6.1305,7.0,192.364,2.739,9.182,201.545
2015-02-18,21.6575,36.158500000000004,14.500499999999999,7.8955,193.333,3.083,12.067,205.4
2015-02-19,18.3335,30.042,11.7085,10.375,189.75,2.583,10.5,200.25
2015-02-20,19.191,28.160999999999998,8.97,11.521,188.167,2.913,12.792,200.958
2015-02-21,8.1875,11.020499999999998,2.8335,4.7085,187.25,2.5,9.083,196.333
2015-02-22,17.8545,28.4375,10.582999999999998,10.604,189.417,2.958,11.542,200.958
2015-02-23,18.3545,30.167,11.8125,9.9785,189.0,2.75,11.625,200.625
2015-02-24,20.7915,31.417,10.625,11.2705,192.739,3.125,9.478,202.217
2015-02-25,16.6295,26.4625,9.8335,7.6875,193.25,2.958,9.5,202.75
2015-02-26,15.979500000000002,26.6665,10.6875,10.146,192.708,3.0,8.792,201.5
2015-02-27,13.3905,17.7385,4.348,23.6665,194.542,3.478,9.167,203.708
2015-02-28,12.3335,15.4375,3.104,23.8335,194.667,3.542,9.917,204.583
2015-03-01,18.058999999999997,26.058999999999997,8.0,5.854,192.609,2.478,8.0,200.609
2015-03-02,17.521,26.792,9.271,7.8545,192.087,2.583,9.087,201.174
2015-03-03,15.184999999999999,23.385,8.2005,13.0625,191.917,2.5,8.75,200.667
2015-03-04,21.4165,32.4375,11.021,19.6875,193.5,3.208,10.458,203.958
2015-03-05,16.511,23.902,7.3915,23.1665,193.042,3.435,10.833,203.875
2015-03-06,12.2915,19.0625,6.771,19.729,191.875,3.125,11.958,203.833
2015-03-07,19.167,30.4375,11.271,5.8545,187.208,2.542,11.583,198.792
2015-03-08,17.1875,35.521,18.3335,13.0,188.208,2.875,12.542,200.75
2015-03-09,20.875,37.125,16.25,16.958,193.609,3.625,8.478,202.087
2015-03-10,21.519,36.1025,14.5835,9.4775,191.545,3.25,6.318,197.864
2015-03-11,21.854,34.4375,12.5835,10.271,190.083,3.5,5.625,195.708
2015-03-12,13.654,18.067,4.413,13.4165,189.25,3.043,4.042,193.292
2015-03-13,10.3335,14.479,4.146,12.125,188.542,3.0,3.833,192.375
2015-03-14,19.083,31.979,12.896,7.521,187.292,3.208,3.292,190.583
2015-03-15,18.25,30.5,12.25,8.229,186.75,2.917,2.333,189.083
2015-03-16,18.875,31.7915,12.917000000000002,11.9165,193.304,2.958,7.174,200.478
2015-03-17,18.847,30.68,11.833,10.75,191.609,2.609,7.087,198.696
2015-03-18,18.875,29.542,10.6665,13.979,190.583,2.542,8.0,198.583
2015-03-19,14.963999999999999,21.2685,6.3045,5.583,188.458,2.609,6.5,194.958
2015-03-20,8.375,10.3545,1.979,14.9585,191.083,3.208,6.458,197.542
2015-03-21,13.7915,17.479,3.6875,12.0,193.833,3.667,7.125,200.958
2015-03-22,14.521,20.646,6.125,8.9585,192.583,2.875,8.083,200.667
2015-03-23,22.4585,35.6875,13.229,17.875,192.478,3.542,12.696,205.174
2015-03-24,21.6985,30.1775,8.479,13.4165,193.375,3.083,11.208,204.583
2015-03-25,19.1665,28.75,9.582999999999998,10.5835,193.227,2.875,10.091,203.318
2015-03-26,12.9955,15.952000000000002,2.9565,8.5415,193.125,2.739,9.25,202.375
2015-03-27,9.8335,12.042000000000002,2.2085,10.979,191.875,2.625,9.042,200.917
2015-03-28,19.375,27.708,8.3335,10.896,192.167,2.958,9.208,201.375
2015-03-29,18.6455,26.5835,7.9375,13.25,192.25,3.042,9.917,202.167
2015-03-30,18.0,23.521,5.5205,24.5835,190.957,3.042,10.304,201.261
2015-03-31,21.108,28.233,7.125,20.8125,190.833,3.167,10.542,201.375
2015-04-01,16.0265,21.671999999999997,5.646,18.5,188.0,2.783,8.696,196.696
2015-04-02,18.0925,24.5925,6.5,11.875,192.208,3.833,9.667,201.875
2015-04-03,17.25,30.375,13.125,8.7085,187.458,2.75,9.333,196.792
2015-04-04,12.43,16.4435,4.0135000000000005,7.6875,188.5,2.87,8.792,197.292
2015-04-05,13.9585,17.6875,3.729,8.208,191.5,3.292,10.667,202.167
2015-04-06,17.771,26.854,9.0835,12.021,191.217,3.875,14.565,205.783
2015-04-07,21.0415,32.729,11.6875,6.1875,192.125,3.708,13.708,205.833
2015-04-08,17.542,24.375,6.8335,3.3125,192.909,2.917,11.0,203.909
2015-04-09,16.7635,23.9095,7.146,12.6665,192.375,2.75,9.958,202.333
2015-04-10,19.7705,37.75,17.9795,12.396,191.708,3.167,11.458,203.167
2015-04-11,14.549,21.589000000000002,7.04,5.5625,189.083,2.565,9.708,198.792
2015-04-12,9.396,10.875,1.479,10.6875,190.75,3.0,9.875,200.625
2015-04-13,19.348,28.043499999999998,8.6955,6.521,188.091,2.478,9.045,197.136
2015-04-14,22.4795,35.6045,13.125,5.604,186.708,2.792,16.042,202.75
2015-04-15,15.771,22.3335,6.5625,10.021,188.292,2.875,8.917,197.208
2015-04-16,19.448999999999998,26.6215,7.172,25.542,191.333,3.958,11.5,202.833
2015-04-17,15.0835,18.625,3.542,20.0205,188.125,2.667,8.5,196.625
2015-04-18,12.562999999999999,17.711,5.1475,15.1875,189.0,2.522,9.958,198.958
2015-04-19,13.604,15.729,2.125,18.3125,189.5,3.042,10.417,199.917
2015-04-20,16.104,30.375,14.271,14.8125,186.652,2.458,10.087,196.739
2015-04-21,18.9585,29.3125,10.354,7.958,187.125,2.75,10.708,197.833
2015-04-22,19.854,27.4375,7.5835,11.875,191.125,3.125,10.333,201.458
2015-04-23,19.0265,30.663999999999998,11.638000000000002,16.6455,190.25,2.833,10.667,200.917
2015-04-24,18.333,23.396,5.0625,19.4375,189.75,2.667,10.5,200.25
2015-04-25,12.0625,14.975000000000001,2.9125,24.3955,190.0,3.0,10.0,200.0
2015-04-26,11.021,12.7085,1.6875,26.8125,191.083,3.292,9.667,200.75
2015-04-27,17.5415,24.1665,6.625,31.9375,190.565,3.167,12.0,202.565
2015-04-28,16.0205,20.7085,4.6875,30.5415,188.708,2.583,12.583,201.292
2015-04-29,14.625,18.75,4.125,13.417,186.542,2.25,11.0,197.542
2015-04-30,16.237,23.884,7.6465,10.5415,186.958,2.458,12.292,199.25
2015-05-01,17.587,26.130499999999998,8.5435,10.625,186.696,2.826,12.478,199.174
2015-05-02,12.305,16.0155,3.71,9.25,185.75,2.609,11.375,197.125
2015-05-03,6.4165,8.0415,1.625,8.9375,184.792,2.417,10.625,195.417
2015-05-04,6.9165,8.6455,1.729,8.333,186.652,2.25,9.217,195.87
2015-05-05,6.4795,8.271,1.7915,8.625,189.208,2.542,9.375,198.583
2015-05-06,8.6875,10.6045,1.9165,13.083,191.542,2.5,9.458,201.0
2015-05-07,18.9755,25.8295,6.854,18.2085,190.045,2.75,11.091,201.136
2015-05-08,19.9585,27.271,7.3125,16.833,188.542,2.833,11.292,199.833
2015-05-09,15.8295,20.6095,4.78,17.542,188.667,2.826,11.167,199.833
2015-05-10,8.4375,11.7085,3.271,20.021,189.333,2.708,9.25,198.583
2015-05-11,17.0,22.542,5.5415,10.854,191.652,2.542,9.913,201.565
2015-05-12,17.0625,24.917,7.8545,11.021,188.458,2.417,10.125,198.583
2015-05-13,12.479,14.582999999999998,2.104,14.1455,188.792,2.542,9.625,198.417
2015-05-14,19.3875,24.5,5.1125,24.5,190.348,3.043,12.739,203.087
2015-05-15,20.0415,27.4585,7.4165,22.7915,186.391,2.667,13.348,199.739
2015-05-16,15.212,22.442,7.2299999999999995,13.8335,183.625,3.0,12.292,195.917
2015-05-17,8.375,10.4165,2.0415,22.9585,189.875,3.292,11.75,201.625
2015-05-18,15.021,22.646,7.625,19.8125,188.783,2.708,8.435,197.217
2015-05-19,16.646,24.958,8.3125,9.6585,186.25,2.625,10.083,196.333
2015-05-20,20.0835,29.2915,9.2085,23.076,191.435,3.917,12.304,203.739
2015-05-21,15.896,20.5415,4.646,13.375,194.042,2.708,8.083,202.125
2015-05-22,15.4165,23.708,8.2915,14.5,194.292,2.375,9.25,203.542
2015-05-23,15.427499999999998,20.536,5.1085,17.4375,195.0,3.087,12.375,207.375
2015-05-24,7.9165,9.9375,2.021,10.0415,193.125,2.417,8.0,201.125
2015-05-25,14.3335,19.3125,4.979,12.104,188.13,2.667,10.478,198.609
2015-05-26,21.8545,31.6665,9.8125,17.396,188.167,3.125,11.792,199.958
2015-05-27,19.4375,26.896,7.458,24.021,188.75,3.0,12.708,201.458
2015-05-28,17.269,22.5815,5.3125,25.5625,188.958,2.875,11.292,200.25
2015-05-29,17.146,22.375,5.229,17.0415,186.417,2.583,11.542,197.958
2015-05-30,16.3025,20.494500000000002,4.192,22.4585,185.958,2.913,11.792,197.75
2015-05-31,9.8335,11.4375,1.604,24.354,186.5,2.708,11.708,198.208
2015-06-01,15.7825,20.0435,4.261,11.1875,187.864,2.391,9.091,196.955
2015-06-02,18.1455,25.6875,7.5415,13.583,187.0,2.333,9.875,196.875
2015-06-03,13.0835,22.292,9.2085,10.0625,185.125,2.375,9.75,194.875
2015-06-04,16.298000000000002,24.529,8.231,13.0835,187.625,2.625,9.375,197.0
2015-06-05,16.625,25.0625,8.4375,9.479,188.542,2.375,10.333,198.875
2015-06-06,12.2525,17.013,4.76,5.8335,186.458,2.261,7.583,194.042
2015-06-07,6.604,8.9375,2.3335,7.7085,188.25,2.125,7.708,195.958
2015-06-08,15.479,26.521,11.0415,8.146,186.652,2.083,5.217,191.87
2015-06-09,18.875,30.9375,12.0625,6.9585,184.667,2.208,7.625,192.292
2015-06-10,14.1665,22.4585,8.292,11.271,186.0,2.333,8.381,194.381
2015-06-11,15.943,26.008,10.065,13.1875,188.333,2.417,9.333,197.667
2015-06-12,18.792,32.167,13.375,13.9375,187.458,3.042,9.25,196.708
2015-06-13,13.574000000000002,18.9785,5.404,24.104,189.75,3.739,8.333,198.083
2015-06-14,9.1665,11.7915,2.625,21.4375,190.333,2.917,6.333,196.667
2015-06-15,14.109,24.8265,10.717500000000001,25.354,190.714,3.043,11.762,202.476
2015-06-16,19.521,28.396,8.875,27.0835,189.625,3.292,13.917,203.542
2015-06-17,16.7085,25.083,8.375,15.707999999999998,186.0,2.583,11.042,197.042
2015-06-18,12.384,16.426000000000002,4.0415,10.0,186.667,2.167,9.333,196.0
2015-06-19,14.375,19.625,5.25,6.25,186.667,2.083,12.083,198.75
2015-06-20,12.4545,17.6285,5.174,7.292,187.625,2.435,10.833,198.458
2015-06-21,7.6875,10.521,2.8335,7.5625,187.0,2.292,9.25,196.25
2015-06-22,15.5415,29.0835,13.5415,9.1665,187.783,2.5,8.435,196.217
2015-06-23,16.375,27.646,11.270499999999998,13.893999999999998,188.375,2.5,9.208,197.583
2015-06-24,15.104,23.5835,8.479,15.2915,189.25,2.542,8.333,197.583
2015-06-25,14.8805,23.8015,8.921,15.771,188.042,2.25,7.583,195.625
2015-06-26,17.5,27.4585,9.9585,11.146,186.583,2.833,8.292,194.875
2015-06-27,8.4205,11.876999999999999,3.4565,4.875,185.25,2.087,7.0,192.25
2015-06-28,8.4795,11.0625,2.5835,6.625,186.25,2.333,7.208,193.458
2015-06-29,13.8125,23.125,9.3125,11.6875,188.957,2.875,8.565,197.522
2015-06-30,14.9585,25.8335,10.875,9.354,186.125,2.083,7.958,194.083
2015-07-01,13.6875,24.771,11.082999999999998,6.604,184.042,2.333,8.292,192.333
2015-07-02,20.9415,34.763000000000005,13.8215,13.7915,189.348,3.0,12.478,201.826
2015-07-03,20.5835,35.271,14.6875,7.6665,186.292,2.958,10.125,196.417
2015-07-04,11.7455,17.9645,6.2195,9.646,185.917,2.304,7.583,193.5
2015-07-05,9.25,11.2915,2.0415,7.4375,188.583,2.375,6.792,195.375
2015-07-06,20.292,30.25,9.9585,8.229,193.043,3.667,11.0,204.043
2015-07-07,21.5625,37.646,16.083,11.5,194.0,3.958,12.762,206.762
2015-07-08,21.0415,38.3335,17.292,12.5205,193.042,3.625,14.0,207.042
2015-07-09,16.8395,25.060499999999998,8.221,6.771,194.417,2.833,11.708,206.125
2015-07-10,14.771,23.5415,8.7705,13.2295,193.708,2.917,12.417,206.125
2015-07-11,11.9545,17.0525,5.098,20.396,191.583,3.304,10.542,202.125
2015-07-12,5.3125,7.625,2.3125,15.396,185.792,2.25,7.708,193.5
2015-07-13,4.771,11.4585,6.6875,8.1045,177.522,1.25,5.0,182.522
2015-07-14,5.8125,12.625,6.8125,6.979,177.208,1.292,5.5,182.708
2015-07-15,8.413,24.8265,16.413,6.604,177.87,1.739,5.522,183.391
2015-07-16,9.0725,21.0795,12.0075,7.6045,177.708,1.708,4.333,182.042
2015-07-17,7.0,17.1665,10.1665,11.229,177.708,1.667,4.292,182.0
2015-07-18,4.979,9.327,4.348,6.75,178.375,1.261,4.5,182.875
2015-07-19,3.0205,4.75,1.729,7.5415,178.333,1.208,4.125,182.458
2015-07-20,4.521,7.271,2.75,8.3125,177.304,1.25,5.739,183.043
2015-07-21,7.3125,16.729,9.4165,7.0725,177.208,1.458,6.917,184.125
2015-07-22,7.104,17.1045,10.0,4.833,176.667,1.333,6.125,182.792
2015-07-23,7.484500000000001,13.222000000000001,5.737,5.771,177.083,1.375,6.083,183.167
2015-07-24,12.625,24.6875,12.0625,16.6665,180.167,2.458,10.25,190.417
2015-07-25,9.895,16.307000000000002,6.4125,22.9165,181.25,2.609,9.833,191.083
2015-07-26,7.6665,10.2295,2.5625,20.271,180.583,2.5,8.5,189.083
2015-07-27,10.896,20.0625,9.167000000000002,15.5,178.13,2.042,7.609,185.739
2015-07-28,16.604,28.3335,11.729500000000002,18.3125,178.75,2.5,9.167,187.917
2015-07-29,17.0,22.583,5.5835,30.375,181.0,2.917,10.25,191.25
2015-07-30,16.189500000000002,23.734499999999997,7.5455,31.8545,183.75,2.917,8.917,192.667
2015-07-31,10.7915,15.125,4.3335,35.625,187.042,2.875,8.875,195.917
2015-08-01,10.166,14.4265,4.261,40.125,187.042,2.826,8.208,195.25
2015-08-02,6.3335,8.854,2.521,36.4375,183.833,2.417,6.208,190.042
2015-08-03,12.6735,20.956500000000002,8.2825,34.0495,183.409,2.304,7.636,191.045
2015-08-04,12.2085,22.8955,10.6875,26.6045,183.875,2.417,7.0,190.875
2015-08-05,9.229,21.75,12.520499999999998,11.6875,180.042,1.792,6.333,186.375
2015-08-06,8.362,18.347,9.984499999999999,6.5835,178.542,1.542,7.375,185.917
2015-08-07,13.479500000000002,23.5,10.021,13.146,179.542,1.917,7.875,187.417
2015-08-08,11.29,13.787500000000001,2.4975,32.0,184.667,2.87,8.542,193.208
2015-08-09,7.0,8.9165,1.9165,15.646,185.083,2.25,7.292,192.375
2015-08-10,10.4795,15.3125,4.8335,14.1325,183.0,2.167,7.381,190.381
2015-08-11,12.8125,19.3125,6.5,13.354,181.375,2.167,7.833,189.208
2015-08-12,10.854,14.7085,3.854,22.8125,184.375,2.542,7.917,192.292
2015-08-13,7.43,10.805,3.375,13.479,181.625,2.083,6.708,188.333
2015-08-14,5.104,7.8125,2.7085,10.0625,183.75,2.292,7.0,190.75
2015-08-15,5.864,7.8415,1.9775,12.229,186.0,2.304,7.083,193.083
2015-08-16,5.042,6.6045,1.5625,16.4165,185.792,2.292,6.542,192.333
2015-08-17,10.9345,17.891,6.9565,7.8125,182.227,2.0,8.682,190.909
2015-08-18,12.0625,16.021,3.9585,9.7705,185.708,2.333,10.792,196.5
2015-08-19,13.375,21.25,7.875,16.1875,188.75,2.917,12.75,201.5
2015-08-20,12.237,23.538999999999998,11.3015,10.1045,183.792,2.375,10.875,194.667
2015-08-21,12.5,26.271,13.771,13.0,180.917,2.167,9.958,190.875
2015-08-22,7.3695,13.843,6.4735000000000005,14.0,177.833,2.087,9.0,186.833
2015-08-23,5.792,8.292,2.5,14.1875,181.25,2.083,9.167,190.417
2015-08-24,13.104500000000002,20.2085,7.104,6.354,187.0,2.292,8.261,195.261
2015-08-25,13.3125,19.521,6.208,6.3955,188.25,2.125,8.125,196.375
2015-08-26,13.8125,23.771,9.9585,8.808,186.75,2.5,7.958,194.708
2015-08-27,11.497499999999999,17.279,5.782,10.4285,188.875,2.333,9.458,198.333
2015-08-28,14.354,22.604,8.25,9.896,189.625,2.583,9.375,199.0
2015-08-29,9.8515,14.090499999999999,4.239,7.0205,188.542,2.174,8.125,196.667
2015-08-30,6.771,9.6875,2.9165,4.0835,186.208,1.958,7.167,193.375
2015-08-31,13.771,25.5415,11.770499999999998,11.3125,185.652,2.458,9.043,194.696
2015-09-01,15.152000000000001,31.7175,16.5655,12.8545,187.565,3.087,10.13,197.696
2015-09-02,9.5625,16.1875,6.625,8.125,184.375,1.833,7.958,192.333
2015-09-03,13.959999999999999,22.5755,8.615,10.9795,186.292,2.542,9.75,196.042
2015-09-04,10.25,16.5835,6.333,10.4585,186.25,2.208,8.375,194.625
2015-09-05,11.385,16.8375,5.453,18.708,190.583,3.391,9.833,200.417
2015-09-06,8.1455,11.9165,3.771,16.0625,189.708,3.0,8.333,198.042
2015-09-07,14.332999999999998,25.958,11.625,7.583,188.478,2.708,10.652,199.13
2015-09-08,19.5625,30.6665,11.104,4.125,191.583,2.875,10.417,202.0
2015-09-09,8.729,15.9165,7.1875,5.077,187.591,1.875,7.727,195.318
2015-09-10,13.445,28.932000000000002,15.486999999999998,7.1045,185.25,2.25,9.708,194.958
2015-09-11,13.125,22.4375,9.3125,10.625,185.792,2.375,8.5,194.292
2015-09-12,10.750499999999999,15.945,5.1935,12.5,188.417,2.391,8.75,197.167
2015-09-13,6.0415,7.854,1.8125,14.1875,188.875,2.125,7.667,196.542
2015-09-14,13.354,19.708,6.354,14.792,190.174,2.625,8.391,198.565
2015-09-15,17.5625,23.708,6.146,11.3955,191.708,2.417,9.917,201.625
2015-09-16,20.587,28.761,8.174,13.125,192.174,2.826,10.87,203.043
2015-09-17,19.9075,31.845,11.9375,5.7085,188.625,2.458,9.958,198.583
2015-09-18,16.5625,27.958,11.396,6.5,186.708,2.25,10.083,196.792
2015-09-19,10.055,15.614,5.559,10.0,186.792,2.391,9.375,196.167
2015-09-20,6.9165,9.229,2.3125,14.0835,187.375,2.542,10.75,198.125
2015-09-21,9.1875,11.9165,2.729,10.0415,188.522,2.458,8.696,197.217
2015-09-22,10.771,14.020499999999998,3.25,16.5415,189.375,3.083,8.917,198.292
2015-09-23,10.9375,14.020499999999998,3.0835,9.5835,188.958,2.583,8.25,197.208
2015-09-24,10.796,13.484499999999999,2.688,13.174,188.739,2.167,8.522,197.261
2015-09-25,15.417000000000002,24.646,9.229,5.0,186.75,2.542,8.375,195.125
2015-09-26,12.1785,21.0185,8.8395,5.5835,186.875,2.478,9.458,196.333
2015-09-27,7.2705,11.771,4.5,7.5625,186.75,2.417,7.583,194.333
2015-09-28,13.6665,25.0,11.3335,12.771,187.87,2.708,8.13,196.0
2015-09-29,16.792,28.625,11.8335,16.604,189.083,2.958,8.167,197.25
2015-09-30,14.875,26.2085,11.3335,12.521,189.625,2.333,7.958,197.583
2015-10-01,15.693,28.247,12.5545,10.0835,187.174,2.304,7.565,194.739
2015-10-02,9.458,13.645499999999998,4.1875,7.3335,185.0,2.708,9.0,194.0
2015-10-03,9.276499999999999,17.9785,8.702,8.854,187.833,2.87,8.458,196.292
2015-10-04,8.5625,10.9585,2.396,14.2705,188.75,3.083,7.583,196.333
2015-10-05,17.8125,26.375,8.5625,9.3335,191.261,2.542,7.0,198.261
2015-10-06,15.1875,22.5625,7.375,12.604,191.083,2.167,7.167,198.25
2015-10-07,16.583,27.5415,10.9585,13.375,188.875,2.417,6.667,195.542
2015-10-08,16.0735,25.786,9.712499999999999,13.8595,189.048,2.333,7.095,196.143
2015-10-09,17.625,28.479,10.854500000000002,15.146,192.708,2.375,7.167,199.875
2015-10-10,12.994,17.5115,4.5185,24.7085,194.667,2.783,8.708,203.375
2015-10-11,6.083,7.479,1.396,11.2085,192.5,2.125,4.917,197.417
2015-10-12,6.3125,7.625,1.3125,11.0835,190.826,2.042,8.435,199.261
2015-10-13,14.771,21.229,6.4585,6.4375,190.125,2.208,9.458,199.583
2015-10-14,18.9375,29.771,10.8335,10.0415,190.875,2.458,9.083,199.958
2015-10-15,20.593,35.077,14.4845,12.271,190.435,2.652,10.348,200.783
2015-10-16,19.646,33.3545,13.7085,11.271,190.375,2.667,10.958,201.333
2015-10-17,10.827,16.2045,5.3775,6.417,190.042,2.087,9.208,199.25
2015-10-18,8.0625,11.354500000000002,3.292,10.1665,189.833,2.458,8.625,198.458
2015-10-19,14.354500000000002,24.2085,9.854,15.5625,189.348,2.333,10.565,199.913
2015-10-20,17.542,24.667,7.125,22.5625,190.375,2.5,10.5,200.875
2015-10-21,18.4795,25.3545,6.875,26.4795,191.708,3.042,11.208,202.917
2015-10-22,17.4245,26.279,8.854,26.7915,192.0,3.083,10.833,202.833
2015-10-23,16.375,23.396,7.021,22.3545,192.125,3.0,10.833,202.958
2015-10-24,11.346,18.039,6.693,25.833,192.0,3.087,9.958,201.958
2015-10-25,8.8545,11.3545,2.5,14.8125,191.0,2.708,9.583,200.583
2015-10-26,15.5415,25.75,10.2085,12.9375,190.522,2.375,8.957,199.478
2015-10-27,18.5835,31.708,13.125,11.8545,188.5,2.208,9.75,198.25
2015-10-28,19.3545,31.7085,12.354,10.896,187.5,2.583,10.417,197.917
2015-10-29,19.663999999999998,32.445,12.7805,12.4585,190.75,2.625,11.583,202.333
2015-10-30,13.7085,20.2085,6.5,14.0625,190.833,2.25,8.417,199.25
2015-10-31,15.521,21.961,6.44,14.25,192.542,2.652,11.958,204.5
2015-11-01,9.021,12.770499999999998,3.75,12.2295,192.75,2.583,9.583,202.333
2015-11-02,16.3695,28.826,12.4565,10.584,187.727,2.522,12.545,200.273
2015-11-03,12.2085,21.9585,9.75,6.7295,188.0,2.458,10.875,198.875
2015-11-04,16.3545,29.7705,13.417000000000002,7.2295,189.583,2.375,10.958,200.542
2015-11-05,16.739,29.7575,13.018500000000001,9.6665,188.333,2.25,10.75,199.083
2015-11-06,17.375,32.771,15.396,11.229,188.167,2.375,11.875,200.042
2015-11-07,15.432,21.817,6.385,16.354,188.958,3.261,12.583,201.542
2015-11-08,8.979,13.0,4.021,11.5,187.083,2.458,10.083,197.167
2015-11-09,13.3125,17.25,3.9375,11.1135,187.095,2.25,11.238,198.333
2015-11-10,16.895,31.5245,14.6295,8.1455,191.478,3.217,13.0,204.478
2015-11-11,13.582999999999998,19.917,6.333,4.4165,192.0,2.542,11.458,203.458
2015-11-12,15.233,23.122999999999998,7.8905,9.9585,193.5,2.708,11.375,204.875
2015-11-13,15.979,24.0,8.0205,10.5835,191.958,2.458,10.542,202.5
2015-11-14,8.777000000000001,11.2555,2.4785,3.5415,188.958,2.0,6.625,195.583
2015-11-15,10.0835,17.0625,6.979,6.0835,187.875,2.792,11.917,199.792
2015-11-16,13.520499999999998,35.6665,22.146,9.896,187.957,2.792,11.261,199.217
2015-11-17,12.5655,18.913,6.348,10.3545,187.87,2.391,9.261,197.13
2015-11-18,14.4375,28.9585,14.521,9.0205,189.0,3.0,10.083,199.083
2015-11-19,15.826999999999998,26.078000000000003,10.250499999999999,4.6665,191.833,3.0,9.25,201.083
2015-11-20,15.125,30.6665,15.542000000000002,12.2085,191.75,3.333,16.417,208.167
2015-11-21,11.189499999999999,24.521,13.3315,12.3125,192.75,3.391,12.583,205.333
2015-11-22,9.125,11.104,1.979,13.4165,195.792,3.292,8.75,204.542
2015-11-23,10.083,14.1875,4.104,15.354,192.043,3.208,12.217,204.261
2015-11-24,14.9585,32.25,17.2915,10.934999999999999,187.042,2.875,13.542,200.583
2015-11-25,17.5,28.167,10.667000000000002,3.771,189.833,2.792,11.75,201.583
2015-11-26,15.902000000000001,31.468,15.565999999999999,5.8545,187.542,2.75,12.708,200.25
2015-11-27,8.3125,11.229,2.9165,2.0415,188.417,2.042,7.833,196.25
2015-11-28,10.315999999999999,17.8445,7.5280000000000005,6.125,189.25,2.435,8.833,198.083
2015-11-29,9.292,15.0,5.7085,7.0625,189.75,2.792,11.417,201.167
2015-11-30,14.625,28.417,13.7915,9.875,190.609,2.667,9.565,200.174
2015-12-01,18.3045,31.982999999999997,13.6785,13.4165,190.652,2.783,10.0,200.652
2015-12-02,21.8125,49.854,28.0415,14.9165,192.792,3.708,16.25,209.042
2015-12-03,16.481,34.1755,17.694,5.2705,185.8,2.542,8.6,194.4
2015-12-04,12.375,16.75,4.375,8.3335,,2.958,,
2015-12-05,5.8335,7.417,1.5835,5.4375,,2.0,,
2015-12-06,11.292,15.271,3.979,7.979,,2.667,,
2015-12-07,18.958,30.0205,11.0625,10.5835,195.0,2.875,13.667,208.667
2015-12-08,19.664,32.665,13.000499999999999,11.3335,194.435,3.042,15.261,209.696
2015-12-09,20.146,38.9165,18.7705,13.4375,195.167,3.083,14.333,209.5
2015-12-10,19.286,39.039,19.7525,13.51,190.545,2.5,14.091,204.636
2015-12-11,13.6875,23.729,10.0415,5.9795,188.462,2.292,29.692,218.154
2015-12-12,12.0,19.5415,7.542,6.479,196.818,3.174,24.5,221.318
2015-12-13,10.2915,15.957999999999998,5.6665,6.7915,192.667,3.667,18.125,210.792
2015-12-14,15.832999999999998,27.0625,11.229,9.646,191.85,3.0,16.4,208.25
2015-12-15,15.300999999999998,29.426000000000002,14.125,13.271,,3.167,,
2015-12-16,14.9585,27.3335,12.375,7.917,,3.125,,
2015-12-17,10.8885,15.869,4.980499999999999,1.333,197.222,2.174,8.778,206.0
2015-12-18,18.833,35.25,16.4165,6.042,197.75,3.0,7.75,205.5
2015-12-19,16.0415,27.229,11.1875,7.604,,2.739,,
2015-12-20,11.083,14.8125,3.729,8.771,,2.667,,
2015-12-21,12.7085,20.1875,7.4795,5.125,,2.0,,
2015-12-22,17.380499999999998,33.4285,16.048,7.1955,,2.917,,
2015-12-23,17.5,25.7295,8.2295,13.104,,3.042,,
2015-12-24,18.144,35.766999999999996,17.622999999999998,6.7705,,2.875,,
2015-12-25,8.875,15.9165,7.0415,4.625,,2.833,,
2015-12-26,4.9375,6.979,2.0415,7.521,,3.0,,
2015-12-27,2.375,3.458,1.0835,11.771,,3.125,,
2015-12-28,6.646,9.979,3.333,4.6455,,2.333,,
2015-12-29,11.7525,18.309,6.5565,3.875,,2.667,,
2015-12-30,10.4375,14.104,3.6665,7.229,,3.25,,
2015-12-31,7.4399999999999995,10.0915,2.6515,7.0,,2.667,,
2016-01-01,5.208,6.771,1.5625,6.771,191.333,2.875,11.375,202.708
2016-01-02,3.9375,5.5,1.5625,7.875,190.208,2.292,9.042,199.25
2016-01-03,7.492,9.7045,2.2125,11.25,192.417,3.375,11.375,203.792
2016-01-04,9.087,11.782499999999999,2.6955,13.8125,195.0,3.783,11.652,206.652
2016-01-05,13.7665,20.2635,6.4975000000000005,10.7085,192.652,3.375,10.957,203.609
2016-01-06,18.896,33.146,14.25,9.2915,192.583,3.25,12.826,205.435
2016-01-07,15.75,27.9165,12.1665,10.1665,191.917,3.304,12.958,204.875
2016-01-08,7.7085,10.25,2.5415,5.896,190.292,2.583,9.417,199.708
2016-01-09,8.75,14.9585,6.2085,3.5205,188.708,2.458,8.25,196.958
2016-01-10,12.782,26.972,14.19,4.9585,190.625,2.917,9.417,200.042
2016-01-11,8.2915,11.25,2.9585,3.3775,191.217,2.167,8.478,199.696
2016-01-12,10.0835,13.5,3.4165,4.979,192.261,2.375,7.609,199.87
2016-01-13,11.729500000000002,15.75,4.021,8.9795,192.708,2.875,8.458,201.167
2016-01-14,7.3125,9.667,2.354,2.875,193.042,2.348,8.208,201.25
