date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean,PM25_mean,CO_mean
2011-01-26,189.417,8.042,18.2,32.5166,14.3166,0.5416666666666666,7.1586,197.458,,3.292
2011-01-27,191.5,10.727,25.6158,48.3438,22.727999999999998,2.4396666666666667,22.4916,202.227,,5.0
2011-01-28,,,19.4084,30.7416,11.333400000000001,1.7329999999999999,18.4584,,,4.375
2011-01-29,,,14.2082,21.6334,7.425,0.361,8.033199999999999,,,3.625
2011-01-30,,,25.493000000000002,46.8356,21.342399999999998,0.7003333333333334,8.9734,,,4.333
2011-01-31,190.4,13.3,23.5702,43.7946,20.2242,0.6166666666666667,9.8888,203.7,,4.435
2011-02-01,194.042,20.583,23.0278,54.29780000000001,31.27,1.9863333333333333,17.199199999999998,214.625,,5.565
2011-02-02,188.958,3.375,9.0582,11.6416,2.5834,0.9860000000000001,6.8914,192.333,,3.458
2011-02-03,195.478,10.913,29.5394,54.7204,25.180799999999998,1.3423333333333334,13.791599999999999,206.391,,5.625
2011-02-04,191.913,9.304,22.5248,39.8916,17.3668,2.703,20.2916,201.217,,5.5
2011-02-05,193.417,11.042,20.675,28.35,7.675,3.8336666666666663,34.475,204.458,,5.833
2011-02-06,190.435,14.739,32.193,60.4898,28.297000000000004,2.1363333333333334,31.620600000000003,205.174,,7.13
2011-02-07,188.667,10.875,24.7582,41.5834,16.825,0.9860000000000001,13.1748,199.542,,5.625
2011-02-08,185.292,2.5,9.516200000000001,12.8142,3.2978,0.639,7.816800000000001,187.792,,3.087
2011-02-09,187.708,4.667,16.9666,25.4416,8.475,1.0553333333333332,11.6084,192.375,,4.0
2011-02-10,189.826,8.739,24.1834,49.9088,25.7252,1.4963333333333333,12.5452,198.565,,4.208
2011-02-11,188.87,9.696,12.575,18.8168,6.2416,1.167,10.0916,198.565,,3.667
2011-02-12,190.458,9.875,12.799800000000001,17.8082,5.0084,0.9446666666666667,11.866800000000001,200.333,,3.792
2011-02-13,193.375,22.417,32.3448,63.1136,30.7688,0.6686666666666667,17.3736,215.792,,6.217
2011-02-14,194.545,28.909,36.1558,84.38199999999999,48.2264,0.512,20.244999999999997,223.455,,7.0
2011-02-15,193.75,24.292,23.6556,47.9478,24.2922,0.5413333333333333,19.8684,218.042,,5.609
2011-02-16,190.792,14.917,27.066399999999998,48.9332,21.8668,1.2636666666666667,14.6418,205.708,,4.667
2011-02-17,187.87,9.957,13.979,22.7806,8.8018,0.971,10.1018,197.826,,3.917
2011-02-18,189.375,6.583,9.703199999999999,15.132200000000001,5.429,0.42766666666666664,6.2,195.958,,3.667
2011-02-19,194.5,13.0,17.0166,26.9166,9.9002,0.514,10.4416,207.5,,4.875
2011-02-20,196.5,20.083,31.930799999999998,66.9438,35.0128,0.899,15.5006,216.583,,6.217
2011-02-21,196.043,27.0,41.10080000000001,80.90599999999999,39.8052,2.5086666666666666,25.058600000000002,223.043,,6.792
2011-02-22,189.042,22.792,29.9412,53.0852,23.1438,1.8613333333333333,26.975,211.833,,5.261
2011-02-23,189.542,20.0,24.6248,48.9832,24.3582,0.9026666666666667,16.8416,209.542,,5.167
2011-02-24,188.391,12.348,13.054599999999999,19.4422,6.3876,1.7243333333333333,27.5756,200.739,,4.792
2011-02-25,192.739,16.652,23.1442,36.559000000000005,13.415199999999999,0.8446666666666666,23.9832,209.391,,5.083
2011-02-26,188.958,6.5,8.05,10.791599999999999,2.7416,0.16666666666666666,10.825,195.458,,3.25
2011-02-27,191.625,15.708,17.8732,32.5114,14.638,0.264,12.3586,207.333,,4.083
2011-02-28,193.125,24.25,27.428999999999995,55.388200000000005,27.959000000000003,0.4346666666666666,11.095,217.375,,5.087
2011-03-01,190.917,29.167,34.0628,61.4686,27.4058,0.7916666666666666,16.8714,220.083,,5.417
2011-03-02,191.652,25.783,28.442600000000006,59.1028,30.660800000000002,0.6246666666666667,17.4584,217.435,,5.208
2011-03-03,188.391,13.565,7.225,9.850200000000001,2.625,0.6086666666666666,15.241800000000001,201.957,,3.375
2011-03-04,190.667,36.667,16.9726,23.762,6.7896,0.25,17.625,227.333,,4.625
2011-03-05,193.043,28.217,31.9144,59.169200000000004,27.255000000000003,0.18800000000000003,14.5434,221.261,,5.957
2011-03-06,192.75,23.875,33.5416,66.24159999999999,32.7,1.9026666666666667,19.7668,216.625,,6.542
2011-03-07,191.417,14.708,14.7506,20.597,5.846,1.514,31.8498,206.125,,5.913
2011-03-08,191.792,23.583,21.6166,39.2,17.583199999999998,1.2223333333333333,31.925,215.375,,6.417
2011-03-09,190.783,15.391,23.9868,41.7078,17.720599999999997,0.4093333333333333,21.5,206.174,,6.125
2011-03-10,188.208,10.083,8.593399999999999,11.694199999999999,3.1006,0.1406666666666667,12.325,198.292,,3.833
2011-03-11,188.917,6.375,9.1498,11.7166,2.5666,1.0416666666666667,14.0668,195.292,,3.5
2011-03-12,190.458,5.167,8.4558,10.674800000000001,2.2192,0.6236666666666667,11.689,195.625,,3.478
2011-03-13,191.273,7.455,14.7848,21.6068,6.822,0.328,11.630199999999999,198.727,,3.75
2011-03-14,193.625,18.875,31.130000000000003,55.147800000000004,24.017599999999998,1.333,15.508600000000001,212.5,,5.174
2011-03-15,195.042,18.958,23.601,48.0476,24.4464,1.3193333333333335,19.875,214.0,,5.208
2011-03-16,192.957,15.87,29.004399999999997,54.235,25.2308,0.7686666666666667,15.3358,208.826,,4.917
2011-03-17,191.125,23.625,31.516199999999998,55.6274,24.1112,0.30833333333333335,19.3916,214.75,,6.333
2011-03-18,199.083,28.833,27.9584,57.2668,29.3084,1.4306666666666665,31.9668,227.917,,7.75
2011-03-19,188.773,4.682,9.5198,14.165199999999999,4.6456,0.15766666666666665,7.793200000000001,193.455,,3.708
2011-03-20,193.208,9.042,16.1112,23.6178,7.5068,0.673,13.305000000000001,202.25,,3.583
2011-03-21,191.375,5.083,13.6026,19.3804,5.7776000000000005,0.9003333333333333,12.3592,196.458,,3.091
2011-03-22,195.0,22.458,33.8634,56.58579999999999,22.7226,2.6946666666666665,22.41,217.458,,5.458
2011-03-23,189.261,14.435,30.6584,53.2832,22.625,0.268,14.8,203.696,,4.875
2011-03-24,191.435,8.826,18.7084,25.2832,6.575,0.8713333333333333,15.275200000000002,200.261,,4.875
2011-03-25,192.167,4.667,6.2416,7.191800000000001,0.95,0.3333333333333333,13.858600000000001,196.833,,3.208
2011-03-26,194.833,8.5,14.0982,20.8504,6.7524,0.34600000000000003,10.6116,203.333,,3.261
2011-03-27,200.042,19.125,33.4068,59.325,25.918,2.1946666666666665,22.7582,219.167,,5.958
2011-03-28,198.25,22.25,26.8772,52.6764,25.799400000000002,2.280666666666667,33.8112,220.5,,5.913
2011-03-29,198.75,18.125,30.75,51.2918,20.5414,1.6526666666666667,21.1082,216.875,,5.667
2011-03-30,195.0,22.87,25.692200000000003,44.7174,19.025,1.438,18.6584,217.87,,5.125
2011-03-31,188.917,6.125,14.908199999999999,22.1,7.191599999999999,0.11233333333333334,10.652199999999999,195.042,,3.708
2011-04-01,192.261,20.043,32.352199999999996,49.351800000000004,16.9998,3.880333333333333,26.0252,212.304,,6.042
2011-04-02,189.708,21.5,23.2252,32.9752,9.75,4.280333333333334,31.8414,211.208,,5.458
2011-04-03,187.167,3.042,4.259,5.275,1.0158,1.139,7.941599999999999,190.208,,2.542
2011-04-04,189.045,6.818,16.482400000000002,30.680200000000003,14.1978,1.3496666666666666,9.73,195.864,,3.696
2011-04-05,190.375,15.375,23.925800000000002,41.837599999999995,17.912,2.0236666666666667,15.4058,205.75,,3.833
2011-04-06,189.375,14.5,28.225,43.7418,15.5166,2.936,17.9416,203.875,,4.478
2011-04-07,188.375,20.5,28.245600000000003,43.0202,14.774799999999999,3.3053333333333335,17.2562,208.875,,4.667
2011-04-08,188.478,22.696,34.119,56.8634,22.7442,1.63,21.9834,211.174,,5.792
2011-04-09,185.667,15.25,17.094,26.9438,9.8498,1.1529999999999998,15.224799999999998,200.917,,4.167
2011-04-10,189.375,14.125,16.0168,19.6418,3.625,3.2196666666666665,32.0334,203.5,,4.583
2011-04-11,188.818,15.227,22.2312,33.1106,10.8792,3.3456666666666663,29.3726,204.045,,5.125
2011-04-12,188.583,14.458,23.9286,34.4036,10.475399999999999,2.2756666666666665,27.3666,203.042,,3.826
2011-04-13,190.292,25.333,30.5094,48.3208,17.8114,3.6806666666666668,26.9916,215.625,,4.957
2011-04-14,189.167,26.667,32.9718,50.814800000000005,17.843200000000003,5.5680000000000005,36.125,215.833,,5.5
2011-04-15,187.391,26.783,32.9756,52.3442,19.3684,4.601333333333334,38.7864,214.174,,6.042
2011-04-16,188.0,13.696,14.845400000000001,22.0506,7.2052,2.022666666666667,32.9082,201.696,,4.167
2011-04-17,187.708,6.625,11.166599999999999,15.55,4.3832,1.5973333333333333,13.8168,194.333,,3.5
2011-04-18,187.042,12.375,22.4364,38.1052,15.6688,2.1519999999999997,22.1802,199.417,,4.348
2011-04-19,187.875,10.042,19.1872,28.663800000000002,9.4762,1.5983333333333334,13.109799999999998,197.917,,3.583
2011-04-20,190.125,7.417,12.987799999999998,19.0424,6.054399999999999,1.0693333333333335,5.925,197.542,,3.391
2011-04-21,192.792,17.417,28.417399999999997,48.893,20.4758,2.6526666666666667,18.799799999999998,210.208,,4.875
2011-04-22,193.391,28.87,40.2166,72.775,32.5584,2.141666666666667,31.5,222.261,,6.917
2011-04-23,188.435,19.217,24.825200000000002,43.0584,18.233600000000003,1.125,22.575,207.652,,4.917
2011-04-24,190.458,11.583,16.909200000000002,24.1872,7.278200000000001,1.9536666666666667,17.8082,202.042,,4.25
2011-04-25,189.583,15.167,25.9906,45.2702,19.2796,1.8363333333333332,18.5766,204.75,,5.261
2011-04-26,189.208,20.75,31.725599999999996,52.5788,20.853,3.071,28.4024,209.958,,5.583
2011-04-27,187.0,20.583,26.047000000000004,43.468399999999995,17.4212,3.2776666666666667,28.9084,207.583,,4.478
2011-04-28,185.5,9.167,17.048000000000002,23.8924,6.8444,2.078,22.7954,194.667,,3.5
2011-04-29,189.043,12.174,21.6416,31.8916,10.25,2.912333333333333,17.9832,201.217,,4.25
2011-04-30,189.875,20.125,26.1248,38.5168,12.3914,3.3153333333333332,27.0668,210.0,,5.0
2011-05-01,189.167,19.042,18.7418,29.3498,10.6084,1.4166666666666667,28.9334,208.208,,5.625
2011-05-02,186.917,10.458,15.6922,24.8578,9.1658,2.07,116.9272,197.375,,4.292
2011-05-03,189.208,14.125,22.1918,31.683600000000002,9.4916,1.6666666666666667,104.1834,203.333,,5.417
2011-05-04,190.0,14.042,15.3214,23.062,7.740799999999998,2.7626666666666666,57.325,204.042,,4.565
2011-05-05,185.958,8.25,12.1976,16.481,4.2832,2.0,18.8416,194.208,,3.542
2011-05-06,185.13,11.609,20.5172,33.032399999999996,12.5152,2.5453333333333332,29.316399999999998,196.739,,4.25
2011-05-07,181.833,5.792,10.8,16.708199999999998,5.9084,2.4306666666666668,14.2834,187.625,,3.167
2011-05-08,183.417,7.042,10.9666,13.6918,2.7252,3.412333333333333,27.225,190.458,,3.708
2011-05-09,186.458,12.25,23.7516,34.758799999999994,11.007200000000001,3.736,36.7168,198.708,,4.625
2011-05-10,181.136,15.091,22.5456,40.897000000000006,18.351599999999998,2.999333333333334,45.5336,196.227,,4.261
2011-05-11,181.125,20.708,24.531200000000002,44.900800000000004,20.369600000000002,1.1526666666666667,17.1192,201.833,,4.435
2011-05-12,180.958,13.708,20.154,40.2622,20.1084,1.0973333333333333,14.8416,194.667,,3.958
2011-05-13,183.174,9.87,21.0184,31.0516,10.0332,2.4563333333333333,39.0606,193.043,,4.208
2011-05-14,188.125,7.083,18.4106,23.074,4.6636,3.59,31.3916,195.208,,4.417
2011-05-15,191.208,9.75,15.9666,20.6084,4.6415999999999995,2.5833333333333335,26.0002,200.958,,4.208
2011-05-16,190.5,10.167,23.9,34.3212,10.4214,3.0513333333333335,32.2196,200.667,,4.565
2011-05-17,190.0,13.708,26.1084,38.8664,12.7584,2.9166666666666665,34.1836,203.708,,5.125
2011-05-18,192.833,17.25,29.236200000000004,44.912800000000004,15.6762,3.01,30.2926,210.083,,5.348
2011-05-19,190.833,16.125,26.2,39.0598,12.859800000000002,3.7223333333333333,32.9832,206.958,,4.583
2011-05-20,188.478,14.913,22.2148,33.6868,11.4722,2.7840000000000003,30.188599999999997,203.391,,3.958
2011-05-21,182.583,14.75,16.166800000000002,23.516399999999997,7.3498,2.2496666666666667,19.25,197.333,,3.5
2011-05-22,181.375,6.958,8.5272,11.5178,2.9908,1.5053333333333334,9.208400000000001,188.333,,2.333
2011-05-23,185.708,10.667,18.7154,31.793200000000002,13.0776,0.739,10.5878,196.375,,3.652
2011-05-24,184.708,13.125,18.615199999999998,33.8984,15.283199999999999,0.9860000000000001,6.1018,197.833,,3.792
2011-05-25,186.958,17.125,24.8656,37.626999999999995,12.7614,2.0210000000000004,15.092399999999998,204.083,,3.739
2011-05-26,185.583,12.25,20.8282,35.697199999999995,14.869,2.505333333333333,21.1752,197.833,,3.958
2011-05-27,184.87,10.783,17.913,30.357,12.4438,0.9606666666666667,10.4436,195.652,,3.792
2011-05-28,185.625,15.333,22.8918,35.0166,12.125,0.7916666666666666,10.9418,200.958,,5.042
2011-05-29,181.708,9.875,10.1,14.116800000000001,4.0165999999999995,0.6666666666666666,5.8918,191.583,,3.208
2011-05-30,180.125,6.292,5.0006,6.0202,1.0196,0.7246666666666667,6.848400000000001,186.417,,2.174
2011-05-31,182.75,9.625,14.285599999999999,20.5608,6.2752,1.2326666666666666,7.750800000000001,192.375,,3.292
2011-06-01,183.5,13.708,23.113,46.584199999999996,23.471600000000002,1.014,11.9168,197.208,,4.13
2011-06-02,186.042,18.333,25.387999999999998,46.9968,21.608600000000003,1.2223333333333333,14.425,204.375,,4.667
2011-06-03,185.957,19.087,24.5298,42.549800000000005,18.02,2.132,33.827999999999996,205.043,,4.333
2011-06-04,186.913,16.696,18.833199999999998,28.3916,9.5584,2.639,47.0625,203.609,,4.375
2011-06-05,184.5,13.875,14.4502,17.5582,3.108,2.887333333333333,27.0678,198.375,,3.625
2011-06-06,188.833,16.417,26.675,37.46,10.785,3.1666666666666665,31.625,205.25,,4.25
2011-06-07,188.042,21.375,28.636199999999995,48.7748,20.1384,2.3850000000000002,28.6416,209.417,,5.25
2011-06-08,182.826,14.174,21.685200000000002,32.7462,11.0612,2.1566666666666667,17.0656,197.0,,3.591
2011-06-09,183.208,13.333,19.9468,27.925,7.978199999999999,2.7586666666666666,20.016399999999997,196.542,,4.458
2011-06-10,187.696,24.043,30.141399999999997,47.9168,17.7748,2.5893333333333337,42.4416,211.739,,5.875
2011-06-11,186.478,11.87,13.4178,18.767400000000002,5.3498,1.125,16.4586,198.348,,3.542
2011-06-12,192.083,16.625,17.0584,21.5,4.441599999999999,1.4443333333333335,31.1166,208.708,,5.458
2011-06-13,187.227,12.136,18.647399999999998,23.4906,4.8436,1.5050000000000001,17.1378,199.364,,3.826
2011-06-14,186.792,10.583,12.25675,14.073,1.8162500000000001,1.5200000000000002,17.7746,197.375,,3.5
2011-06-15,191.208,18.042,26.0062,41.089200000000005,15.0828,1.9240000000000002,16.0714,209.25,,4.261
2011-06-16,190.458,18.833,24.975,44.0086,19.0336,1.2776666666666667,19.9166,209.292,,4.75
2011-06-17,187.348,15.261,21.4954,35.661199999999994,14.166,1.3346666666666664,10.8168,202.609,,4.375
2011-06-18,188.478,16.435,22.4584,32.4248,9.9668,1.611,21.525,204.913,,5.125
2011-06-19,190.333,15.125,13.5512,19.599200000000003,6.0478000000000005,1.2233333333333334,16.25,205.458,,4.792
2011-06-20,186.25,20.125,24.827999999999996,46.012800000000006,21.1846,1.1336666666666666,14.1264,206.375,,4.739
2011-06-21,183.167,18.792,22.0836,38.4752,16.3916,1.732,17.4252,201.958,,4.083
2011-06-22,182.083,20.542,20.865199999999998,41.916,21.0508,3.3193333333333332,31.630200000000002,202.625,,4.304
2011-06-23,175.417,11.917,11.5274,22.9614,11.4334,2.002333333333333,23.9418,187.333,,2.583
2011-06-24,174.478,12.087,10.8158,19.3134,8.4976,1.9876666666666667,22.174799999999998,186.565,,2.417
2011-06-25,174.348,11.435,9.008199999999999,17.125,8.116800000000001,1.8056666666666665,19.2166,185.783,,2.375
2011-06-26,179.583,14.792,9.3914,16.3796,6.9886,1.4443333333333335,15.158600000000002,194.375,,2.792
2011-06-27,176.417,11.667,9.244800000000001,22.916,13.671199999999999,1.2096666666666667,14.2416,188.083,,2.375
2011-06-28,175.0,12.909,11.190000000000001,18.5548,7.364199999999999,2.2630000000000003,20.1226,187.909,,2.522
2011-06-29,177.542,17.667,18.2168,27.8916,9.675,3.715666666666667,30.3084,195.208,,3.435
2011-06-30,179.792,18.167,19.7584,30.3752,10.616800000000001,3.4583333333333335,31.3834,197.958,,3.0
2011-07-01,179.826,19.609,24.061799999999998,41.937,17.875,3.1743333333333332,28.390800000000002,199.435,,3.375
2011-07-02,181.87,17.435,17.8,26.3166,8.5166,2.111,22.55,199.304,,3.333
2011-07-03,184.75,15.917,14.451400000000001,18.1104,3.6590000000000003,2.814,42.3586,200.667,,4.458
2011-07-04,179.227,17.909,17.759800000000002,28.0086,10.248999999999999,2.3903333333333334,39.083,197.136,,3.304
2011-07-05,186.208,18.917,20.0338,27.438800000000004,7.404999999999999,1.8396666666666668,28.807799999999997,205.125,,4.292
2011-07-06,191.167,23.25,23.6832,37.9834,14.3002,1.7083333333333333,32.6916,214.417,,4.565
2011-07-07,180.333,25.958,19.6416,46.7916,27.15,1.0136666666666667,24.1,206.292,,4.0
2011-07-08,185.609,26.13,14.561000000000002,36.5438,21.9826,1.4969999999999999,21.55,211.739,,3.542
2011-07-09,179.167,14.25,11.2666,24.5608,13.294,1.712,14.1834,193.417,,2.833
2011-07-10,183.958,16.833,10.2994,17.1894,6.890000000000001,2.1946666666666665,14.5582,200.792,,2.75
2011-07-11,177.182,22.227,12.666999999999998,26.043799999999997,13.3768,1.7483333333333333,13.306000000000001,199.409,,2.435
2011-07-12,182.5,40.792,15.349799999999998,38.575,23.225,1.292,15.2334,223.292,,3.375
2011-07-13,182.083,24.708,13.6726,28.913400000000003,15.241,1.6183333333333334,15.133600000000001,206.792,,2.826
2011-07-14,179.667,24.042,14.0298,23.5022,9.4728,2.1023333333333336,14.692399999999997,203.708,,2.75
2011-07-15,181.652,28.13,18.537200000000002,28.6772,10.1396,2.2656666666666667,15.949200000000001,209.783,,2.542
2011-07-16,191.174,32.391,20.1008,31.535800000000002,11.435,2.861,23.7584,223.565,,3.333
2011-07-17,180.0,22.417,7.435599999999999,13.3062,5.8706000000000005,1.3773333333333335,12.8166,202.417,,2.542
2011-07-18,177.292,24.625,7.5324,18.6698,11.137800000000002,0.7639999999999999,15.4084,201.917,,2.75
2011-07-19,175.25,20.458,6.824,20.6024,13.7788,0.6666666666666666,8.2524,195.708,,2.435
2011-07-20,173.958,23.583,8.418800000000001,16.354599999999998,7.9354,0.9026666666666667,10.689400000000001,197.542,,2.652
2011-07-21,180.583,27.167,6.366,9.1074,2.7418,1.0986666666666667,12.883199999999999,207.75,,2.0
2011-07-22,185.565,28.087,18.4422,28.624599999999997,10.1822,1.8709999999999998,16.5502,213.652,,3.25
2011-07-23,184.348,21.435,13.334,21.3722,8.038,1.7850000000000001,21.9332,205.783,,3.208
2011-07-24,187.25,20.958,10.725,14.775,4.05,1.9583333333333333,25.7582,208.208,,3.333
2011-07-25,185.833,20.583,15.1558,26.983799999999995,11.828199999999999,1.459666666666667,25.6758,206.417,,3.783
2011-07-26,180.75,13.375,16.190199999999997,30.0648,13.874599999999997,1.619,15.1482,194.125,,3.333
2011-07-27,178.75,11.958,14.091800000000001,28.7414,14.650200000000002,1.6386666666666667,13.2584,190.708,,3.0
2011-07-28,176.25,14.167,17.916800000000002,31.0166,13.1,2.0973333333333333,19.1164,190.417,,3.833
2011-07-29,180.522,19.826,18.1406,34.3198,16.1796,1.7759999999999998,25.1692,200.348,,4.13
2011-07-30,178.174,16.304,15.667599999999998,25.9106,10.2426,1.4166666666666667,21.083199999999998,194.478,,3.542
2011-07-31,182.708,14.958,9.15,13.7332,4.5832,1.125,25.9916,197.667,,3.458
2011-08-01,181.292,13.167,11.888,27.003200000000003,15.115199999999998,1.125,33.0084,194.458,,3.958
2011-08-02,180.952,13.429,12.5856,28.364599999999996,15.779000000000002,1.1159999999999999,19.895400000000002,194.381,,3.652
2011-08-03,175.708,13.167,10.1808,27.7656,17.584600000000002,1.183,16.208199999999998,188.875,,3.174
2011-08-04,176.417,12.083,9.8916,26.7584,16.8668,1.4583333333333333,13.6834,188.5,,3.167
2011-08-05,177.087,15.957,13.867799999999999,32.2668,18.3988,0.531,12.4172,193.043,,3.833
2011-08-06,176.304,12.565,10.3968,23.978199999999998,13.581399999999999,0.5,11.0418,188.87,,3.208
2011-08-07,177.917,11.75,8.7248,14.916599999999999,6.191599999999999,0.639,13.6,189.667,,2.667
2011-08-08,177.417,12.5,15.3714,24.8916,9.5198,0.972,14.5166,189.917,,2.625
2011-08-09,182.125,18.792,22.4044,34.284,11.8796,2.3516666666666666,29.517200000000003,200.917,,3.696
2011-08-10,176.708,11.625,18.962799999999998,25.6546,6.691800000000001,2.861,38.4916,188.333,,3.391
2011-08-11,177.833,12.0,17.367,24.674799999999998,7.308400000000001,1.7220000000000002,28.8418,189.833,,3.542
2011-08-12,180.478,14.043,14.884,24.3262,9.4424,0.672,28.765800000000002,194.522,,3.083
2011-08-13,179.696,6.478,10.5586,15.3018,4.743,1.0086666666666666,24.8666,186.174,,3.042
2011-08-14,176.292,4.375,6.7402,7.873399999999999,1.1334,2.1253333333333333,28.7832,180.667,,2.458
2011-08-15,180.25,5.75,9.7598,14.1216,4.3618,1.1746666666666667,22.593600000000002,186.0,,2.522
2011-08-16,179.333,4.292,12.2166,15.0916,2.8748,2.388666666666667,29.4084,183.625,,2.625
2011-08-17,176.958,5.5,14.768200000000002,20.4798,5.7114,2.7293333333333334,30.4942,182.458,,3.522
2011-08-18,176.125,6.292,14.820999999999998,21.163800000000002,6.3427999999999995,1.8613333333333333,33.7334,182.417,,2.875
2011-08-19,184.957,6.174,12.7446,18.2762,5.5322000000000005,0.8273333333333334,16.8736,191.13,,3.292
2011-08-20,186.304,17.087,15.203,21.7038,6.501,0.31833333333333336,16.6334,203.391,,3.833
2011-08-21,188.0,18.5,13.807599999999999,19.3858,5.5786,0.15266666666666667,16.1418,206.5,,4.292
2011-08-22,186.875,14.542,16.1934,26.083999999999996,9.8908,0.47333333333333333,14.809000000000001,201.417,,3.478
2011-08-23,182.292,17.167,17.4916,31.6084,14.1166,1.0416666666666667,24.525,199.458,,4.042
2011-08-24,178.292,15.542,13.0628,33.5388,20.476,0.2916666666666667,18.324199999999998,193.833,,3.87
2011-08-25,178.833,17.083,12.9566,36.4088,23.4524,0.3193333333333333,10.4592,195.917,,3.458
2011-08-26,177.826,17.0,14.481799999999998,32.408,17.926,0.32066666666666666,12.3,194.826,,3.375
2011-08-27,181.458,17.958,17.5816,29.2748,11.693200000000001,0.332,17.1002,199.417,,4.125
2011-08-28,179.25,9.875,8.1416,14.250200000000001,6.1084000000000005,0.9166666666666666,29.9998,189.125,,3.5
2011-08-29,179.773,10.409,13.7784,29.6276,15.849400000000003,0.9706666666666667,22.302999999999997,190.182,,3.652
2011-08-30,182.25,16.75,18.0332,34.8584,16.825,0.486,17.5416,199.0,,4.125
2011-08-31,176.667,12.208,12.892599999999998,28.835,15.9428,0.5619999999999999,15.204399999999998,188.875,,3.435
2011-09-01,174.25,13.417,10.45,29.9416,19.4918,0.264,17.2916,187.667,,3.167
2011-09-02,173.043,8.261,6.309,17.724400000000003,11.4154,0.18100000000000002,15.606799999999998,181.304,,2.458
2011-09-03,176.542,7.375,4.133,9.6414,5.5084,0.0,13.1082,183.917,,2.167
2011-09-04,181.667,10.417,8.4252,14.291599999999999,5.8666,0.014,6.1914,192.083,,3.042
2011-09-05,185.455,12.864,13.969999999999999,30.208,16.2382,0.29,8.1266,198.318,,3.478
2011-09-06,188.833,11.458,13.825,20.8916,7.066599999999999,0.4026666666666667,9.9916,200.292,,3.042
2011-09-07,196.25,21.917,25.45,43.1334,17.6834,1.111,16.0998,218.167,,4.261
2011-09-08,195.0,23.833,23.8694,37.889599999999994,14.019799999999998,1.514,25.590600000000002,218.833,,4.083
2011-09-09,187.522,14.913,18.092599999999997,30.406799999999997,12.3138,0.7426666666666666,22.299799999999998,202.435,,3.292
2011-09-10,183.261,20.87,15.626,27.532799999999998,11.9068,0.5573333333333333,25.975,204.13,,3.625
2011-09-11,177.5,15.625,6.6248000000000005,14.125200000000001,7.4998000000000005,0.06933333333333333,11.8472,193.125,,2.667
2011-09-12,180.167,17.25,12.880199999999999,31.2478,18.3678,0.298,13.067000000000002,197.417,,3.304
