date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,NMHC_mean,THC_mean,CO_mean
2011-02-12,16.625,22.069,5.444,,1.166,,189.565,13.804,203.37,3.708
2011-02-13,25.278,46.625,21.347,,0.521,,189.52,18.812,208.333,5.625
2011-02-14,27.583,56.375,28.792,,0.479,,189.146,26.438,215.584,6.458
2011-02-15,21.57,42.232,20.662,,0.854,,188.896,14.375,203.27,5.042
2011-02-16,24.774,49.161,24.387,,2.065,,187.98,20.312,208.292,4.167
2011-02-17,13.189,16.992,3.803,,0.521,,188.608,11.696,200.304,2.958
2011-02-18,12.074,16.564,4.491,,0.708,,190.604,8.354,198.958,3.043
2011-02-19,15.347,22.181,6.833,,1.979,,191.896,11.958,203.854,3.917
2011-02-20,23.875,43.819,19.944,,2.438,,192.25,24.292,216.542,5.417
2011-02-21,34.065,78.236,44.171,,3.312,,191.578,35.311,226.888,7.833
2011-02-22,28.797,49.755,20.958,,1.084,,189.742,17.47,207.211,5.417
2011-02-23,22.916,39.5,16.584,,2.196,,189.438,27.375,216.812,5.75
2011-02-24,21.958,33.042,11.084,,2.208,,190.152,13.162,203.313,5.083
2011-02-25,19.889,27.878,7.989,,1.292,,188.542,15.834,204.375,4.783
2011-02-26,10.514,15.375,4.861,,0.479,,187.97,7.726,195.696,3.458
2011-02-27,19.653,36.486,16.833,,0.792,,191.375,20.208,211.584,4.583
2011-02-28,22.014,39.611,17.597,,1.084,,190.09,17.285,207.375,4.125
2011-03-01,25.002,48.66,23.659,,1.282,,189.02,21.125,210.146,4.958
2011-03-02,24.625,43.07,18.445,,1.438,,188.796,18.683,207.478,5.0
2011-03-03,16.081,25.801,9.72,,0.646,,189.208,11.042,200.25,4.217
2011-03-04,15.43,23.361,7.931,,0.458,,190.327,14.011,204.338,4.917
2011-03-05,26.111,49.834,23.722,,2.375,,191.0,37.812,228.812,8.292
2011-03-06,21.528,44.875,23.347,,3.166,,191.312,29.23,220.542,6.667
2011-03-07,23.67,36.693,13.023,,1.875,,193.795,20.623,214.418,6.25
2011-03-08,27.275,51.499,24.224,,2.413,,195.646,26.166,221.812,7.875
2011-03-09,20.639,30.083,9.444,,0.958,,191.521,21.229,212.75,5.375
2011-03-10,17.192,28.158,10.966,,0.5,,190.25,15.75,206.0,5.13
2011-03-11,10.791,14.167,3.375,,1.312,,188.834,10.792,199.625,3.042
2011-03-12,11.097,16.444,5.347,,0.542,,188.13,7.0,195.13,2.333
2011-03-13,18.569,24.611,6.042,,1.438,,188.562,12.958,201.52,3.042
2011-03-14,24.706,42.832,18.126,,2.416,,189.604,21.458,211.062,4.625
2011-03-15,23.084,39.582,16.498,,1.326,,189.458,13.958,203.416,5.889
2011-03-16,29.5,47.861,18.361,,1.416,,189.542,15.125,204.667,7.455
2011-03-17,26.212,36.755,10.542,,1.604,,187.37,22.108,209.478,6.261
2011-03-18,21.167,27.111,5.945,,1.75,,192.0,19.604,211.604,7.125
2011-03-19,13.319,22.764,9.444,,0.625,,188.062,7.416,195.479,4.292
2011-03-20,18.431,28.556,10.125,,2.729,,189.708,12.27,201.98,4.625
2011-03-21,19.803,27.362,7.559,,2.146,,189.438,16.75,206.188,4.792
2011-03-22,31.997,59.068,27.07,,3.934,,190.913,25.761,216.674,7.042
2011-03-23,27.028,42.028,15.0,,0.708,,186.646,16.562,203.208,5.167
2011-03-24,10.441,12.377,1.937,,1.167,,188.021,8.896,196.916,4.913
2011-03-25,5.417,6.389,0.972,,0.52,,189.375,5.584,194.958,2.875
2011-03-26,13.389,21.889,8.5,,0.479,,190.188,8.792,198.98,4.042
2011-03-27,23.153,34.347,11.195,,4.583,,191.304,20.413,211.717,6.583
2011-03-28,24.511,46.129,21.618,,1.312,,190.604,19.208,209.812,6.792
2011-03-29,23.449,36.006,12.557,,2.5,,190.104,16.312,206.417,5.25
2011-03-30,20.056,33.694,13.639,,1.958,,188.396,17.938,206.334,4.625
2011-03-31,12.121,17.081,4.96,,0.688,,186.146,8.584,194.73,3.913
2011-04-01,32.028,47.458,15.431,,3.52,,192.666,22.229,214.896,5.333
2011-04-02,23.708,34.042,10.333,,3.334,,191.484,19.542,211.026,4.739
2011-04-03,10.875,14.972,4.097,,0.875,,189.0,6.166,195.167,2.917
2011-04-04,18.33,28.953,10.623,,1.021,,190.208,12.229,202.438,3.5
2011-04-05,22.639,33.972,11.333,,1.708,,190.69,15.94,206.63,3.875
2011-04-06,27.638,43.487,15.849,,3.479,,191.312,21.396,212.708,4.583
2011-04-07,22.557,35.041,12.484,,2.718,,189.366,22.772,212.138,3.292
2011-04-08,28.972,49.875,20.903,,2.021,,188.312,21.625,209.938,4.667
2011-04-09,15.042,19.458,4.417,,2.958,,186.833,14.792,201.625,4.522
2011-04-10,19.139,22.0,2.861,,5.48,,190.854,15.854,206.708,5.333
2011-04-11,23.977,35.094,11.116,,3.062,,190.938,20.562,211.5,5.125
2011-04-12,19.333,24.111,4.778,,3.938,,190.044,24.87,214.913,4.208
2011-04-13,25.315,39.421,14.106,,5.396,,191.062,30.438,221.5,5.875
2011-04-14,31.774,43.858,12.085,,6.935,,190.896,24.708,215.604,6.208
2011-04-15,38.917,58.055,19.139,,3.667,,191.708,30.438,222.146,7.708
2011-04-16,15.0,25.389,10.389,,1.021,,188.708,14.98,203.688,5.087
2011-04-17,16.111,20.972,4.861,,1.708,,189.718,10.109,199.826,3.5
2011-04-18,27.524,41.01,13.486,,1.792,,190.5,29.188,219.688,5.958
2011-04-19,13.861,19.958,6.097,,1.208,,187.396,15.062,202.458,3.0
2011-04-20,14.331,21.133,6.803,,1.75,,187.646,11.542,199.188,2.958
2011-04-21,23.486,38.365,14.88,,3.696,,190.307,17.786,208.092,4.583
2011-04-22,30.069,48.347,18.278,,2.375,,190.0,20.587,210.587,5.167
2011-04-23,19.389,29.306,9.917,,1.688,,185.792,11.688,197.479,4.348
2011-04-24,14.042,16.43,2.389,,2.52,,188.916,10.375,199.292,4.083
2011-04-25,17.632,22.514,4.882,,3.729,,188.354,23.48,211.834,4.5
2011-04-26,31.416,50.486,19.069,,3.521,,190.021,23.02,213.042,5.458
2011-04-27,21.668,37.864,16.196,,1.75,,189.739,22.652,212.391,4.542
2011-04-28,15.661,19.697,4.036,,1.717,,188.896,19.938,208.834,3.917
2011-04-29,20.986,26.417,5.431,,3.854,,192.25,14.25,206.5,4.542
2011-04-30,21.5,29.944,8.444,,2.792,,191.31,16.45,207.76,4.957
2011-05-01,14.972,17.792,2.819,,2.792,,187.292,11.584,198.875,3.5
2011-05-02,17.992,22.314,4.322,,2.584,,190.934,15.696,206.63,4.5
2011-05-03,17.708,22.25,4.542,,2.23,,192.084,14.146,206.23,4.708
2011-05-04,17.877,21.89,4.013,,4.562,,192.458,16.104,208.562,5.833
2011-05-05,17.129,21.293,4.164,,1.848,,190.446,12.526,202.972,3.958
2011-05-06,18.375,25.486,7.111,,1.938,,190.43,13.01,203.44,3.792
2011-05-07,12.472,15.611,3.139,,2.062,,184.938,11.708,196.646,3.348
2011-05-08,17.153,20.07,2.917,,4.375,,186.958,18.166,205.125,5.0
2011-05-09,24.444,32.716,8.272,,3.292,,191.021,21.312,212.334,5.167
2011-05-10,21.611,39.292,17.681,,5.479,,184.428,33.622,218.05,4.208
2011-05-11,17.492,32.282,14.79,,3.5,,179.377,33.398,212.774,4.417
2011-05-12,18.185,34.32,16.135,,1.739,,179.688,22.25,201.938,3.542
2011-05-13,12.667,14.236,1.569,,3.542,,186.084,27.625,213.708,3.292
2011-05-14,12.986,15.875,2.889,,3.438,,188.917,9.708,198.625,4.043
2011-05-15,12.153,15.778,3.625,,4.104,,191.563,15.424,206.987,4.542
2011-05-16,22.416,32.354,9.938,,4.625,,190.524,18.758,209.282,4.417
2011-05-17,22.348,29.121,6.773,,3.666,,189.979,23.604,213.584,4.917
2011-05-18,22.815,32.084,9.269,,4.042,,189.958,17.458,207.416,4.708
2011-05-19,25.712,35.351,9.639,,3.414,,190.625,18.771,209.396,4.667
2011-05-20,20.764,30.167,9.403,,3.688,,187.502,20.98,208.483,4.167
2011-05-21,17.75,25.792,8.042,,2.979,,184.532,16.864,201.396,4.13
2011-05-22,12.806,17.903,5.097,,1.875,,186.104,13.458,199.562,3.292
2011-05-23,16.167,27.5,11.333,,1.188,,186.584,11.396,197.979,3.75
2011-05-24,16.458,24.972,8.514,,1.188,,186.042,12.271,198.312,3.458
2011-05-25,19.422,28.71,9.288,,1.708,,186.888,16.086,202.975,3.875
2011-05-26,24.151,36.001,11.85,,1.761,,186.54,14.452,200.992,4.375
2011-05-27,21.778,32.5,10.722,,1.25,,186.062,13.208,199.271,4.25
2011-05-28,21.778,35.028,13.25,,1.27,,187.625,18.583,206.208,5.826
2011-05-29,11.264,16.292,5.028,,0.812,,183.312,13.354,196.667,3.958
2011-05-30,8.264,13.166,4.903,,0.688,,184.338,8.532,192.87,2.875
2011-05-31,15.056,23.222,8.167,,1.354,,186.796,11.464,198.261,3.625
2011-06-01,18.929,31.225,12.296,,1.75,,186.042,13.584,199.625,4.042
2011-06-02,18.615,30.33,11.715,,1.826,,188.146,18.375,206.52,4.083
2011-06-03,19.542,32.403,12.861,,3.188,,190.334,18.916,209.25,5.25
2011-06-04,18.347,23.556,5.209,,6.021,,190.502,19.777,210.28,5.348
2011-06-05,19.93,24.431,4.5,,5.958,,189.602,18.779,208.381,4.958
2011-06-06,22.25,29.014,6.764,,4.416,,189.896,24.333,214.229,6.375
2011-06-07,25.695,37.875,12.181,,2.354,,189.061,18.51,207.571,4.917
2011-06-08,18.731,25.446,6.714,,2.584,,184.979,19.354,204.334,4.25
2011-06-09,23.264,33.496,10.232,,5.174,,188.975,21.071,210.046,5.625
2011-06-10,22.764,36.597,13.833,,3.042,,189.958,24.042,214.0,4.917
2011-06-11,16.028,23.431,7.403,,1.583,,186.02,15.271,201.292,4.739
2011-06-12,16.458,23.139,6.681,,1.584,,190.266,17.182,207.446,5.625
2011-06-13,16.403,21.5,5.097,,3.396,,186.042,27.625,213.666,4.542
2011-06-14,18.333,22.611,4.278,,3.188,,190.19,26.736,216.924,5.083
2011-06-15,23.436,37.833,14.398,,2.48,,191.25,19.562,210.812,5.167
2011-06-16,23.902,36.839,12.937,,1.413,,188.0,17.625,205.625,4.833
2011-06-17,17.778,25.222,7.444,,2.666,,187.15,23.074,210.225,4.458
2011-06-18,18.333,27.708,9.375,,1.958,,188.604,18.52,207.125,5.174
2011-06-19,15.944,20.236,4.292,,2.75,,189.292,19.286,208.578,5.958
2011-06-20,16.069,28.319,12.25,,1.29,,183.854,18.125,201.979,4.208
2011-06-21,17.806,26.069,8.264,,4.784,,184.526,32.062,216.59,4.583
2011-06-22,21.734,36.222,14.487,,6.334,,184.596,27.115,211.711,4.333
2011-06-23,16.85,27.308,10.458,,7.674,,181.625,37.667,219.292,3.875
2011-06-24,12.681,24.042,11.361,,6.02,,182.733,30.208,212.941,3.25
2011-06-25,13.278,24.444,11.167,,4.125,,182.916,21.208,204.125,3.522
2011-06-26,6.125,11.847,5.722,,0.896,,178.146,15.896,194.042,2.458
2011-06-27,9.194,17.403,8.208,,1.75,,181.84,22.478,204.317,3.0
2011-06-28,15.139,28.431,13.292,,5.708,,185.98,28.166,214.146,3.583
2011-06-29,17.857,30.581,12.723,,7.084,,189.578,34.064,223.642,3.75
2011-06-30,20.699,33.42,12.722,,10.934,,189.5,38.77,228.271,5.375
2011-07-01,17.236,24.403,7.167,,3.208,,186.479,25.979,212.458,4.667
2011-07-02,16.306,21.819,5.514,,3.188,,195.516,21.291,216.807,5.217
2011-07-03,14.042,20.18,6.139,,4.208,,194.542,18.812,213.354,4.417
2011-07-04,14.903,21.82,6.917,,3.688,,192.13,22.662,214.792,3.667
2011-07-05,17.236,19.208,1.972,,4.792,,196.146,29.562,225.708,4.875
2011-07-06,18.121,27.278,9.157,,2.458,,203.283,19.456,222.739,4.875
2011-07-07,15.868,29.466,13.598,,1.196,,193.915,21.218,215.133,4.333
2011-07-08,15.36,35.809,20.449,,2.667,,197.688,25.042,222.73,3.833
2011-07-09,10.691,24.774,14.083,,2.562,,189.02,17.834,206.854,3.478
2011-07-10,9.07,14.472,5.403,,2.646,,187.188,16.292,203.48,2.833
2011-07-11,10.945,23.694,12.75,,1.125,,185.978,19.892,205.87,3.5
2011-07-12,11.847,31.625,19.778,,1.166,,189.708,18.312,208.021,3.5
2011-07-13,13.251,30.347,17.097,,1.854,,188.875,17.084,205.958,3.542
2011-07-14,12.729,24.471,11.741,,2.326,,196.479,15.562,212.042,3.333
2011-07-15,13.62,20.821,7.2,,2.82,,200.062,21.521,221.584,3.217
2011-07-16,15.944,24.475,8.53,,2.042,,209.217,21.5,230.718,4.0
2011-07-17,7.944,13.264,5.319,,1.458,,188.666,14.188,202.854,2.917
2011-07-18,8.486,17.32,8.834,,1.104,,179.699,13.529,193.228,3.167
2011-07-19,6.056,14.334,8.278,,0.583,,174.021,10.792,184.812,1.833
2011-07-20,7.285,16.935,9.65,,0.458,,178.791,13.229,192.021,3.125
2011-07-21,9.85,17.675,7.826,,0.587,,189.37,11.152,200.522,3.083
2011-07-22,14.597,26.153,11.555,,1.604,,195.354,13.75,209.104,3.792
2011-07-23,13.567,19.533,5.967,,4.166,,198.958,21.562,220.52,4.043
2011-07-24,10.569,14.806,4.236,,1.604,,195.396,14.75,210.146,3.667
2011-07-25,15.556,28.222,12.667,,1.354,,199.729,17.562,217.292,4.042
2011-07-26,15.792,29.181,13.389,,1.458,,193.956,16.782,210.739,3.875
2011-07-27,17.413,28.542,11.129,,3.188,,211.354,17.729,229.084,3.583
2011-07-28,18.421,29.179,10.758,,5.674,,237.292,26.688,263.98,4.0
2011-07-29,20.0,26.417,6.417,,6.334,,218.625,32.021,250.646,4.042
2011-07-30,13.722,19.923,6.201,,2.688,,211.354,20.604,231.958,3.478
2011-07-31,10.736,13.972,3.236,,3.334,,214.152,15.044,229.196,3.667
2011-08-01,16.015,25.303,9.288,,1.536,,198.5,15.73,214.229,4.292
2011-08-02,14.056,24.708,10.653,,1.562,,187.333,17.0,204.334,3.625
2011-08-03,10.729,23.381,12.652,,1.542,,181.354,13.708,195.062,3.042
2011-08-04,12.603,25.316,12.712,,1.63,,183.854,15.395,199.25,2.833
2011-08-05,15.306,27.361,12.056,,1.542,,182.272,16.546,198.818,3.708
2011-08-06,8.981,19.427,10.446,,1.27,,178.229,17.312,195.542,3.348
2011-08-07,9.056,16.139,7.083,,1.708,,179.396,13.229,192.625,2.917
2011-08-08,13.528,22.097,8.57,,3.542,,184.688,19.354,204.042,3.542
2011-08-09,16.889,23.806,6.917,,5.354,,192.667,31.833,224.5,4.042
2011-08-10,17.172,24.276,7.104,,6.604,,185.74,42.282,228.022,4.333
2011-08-11,11.749,15.548,3.799,,3.413,,183.146,22.438,205.583,3.0
2011-08-12,13.069,18.805,5.736,,2.834,,185.021,27.521,212.542,3.833
2011-08-13,9.12,13.377,4.257,,2.958,,189.229,16.021,205.25,3.696
2011-08-14,10.75,12.639,1.889,,4.708,,194.416,15.521,209.938,3.167
2011-08-15,9.972,11.528,1.556,,4.812,,186.435,14.566,201.0,3.625
2011-08-16,11.542,13.681,2.139,,4.792,,186.438,14.875,201.312,3.542
2011-08-17,12.495,15.539,3.045,,5.084,,187.916,20.188,208.104,3.208
2011-08-18,13.571,19.465,5.894,,3.761,,200.25,22.229,222.479,3.125
2011-08-19,16.222,20.903,4.681,,3.042,,192.458,18.146,210.604,4.75
2011-08-20,15.559,24.667,9.108,,0.854,,192.044,14.261,206.304,4.565
2011-08-21,13.264,19.528,6.264,,0.916,,198.875,15.25,214.125,4.792
2011-08-22,13.514,22.25,8.736,,1.02,,196.062,15.605,211.666,4.208
2011-08-23,19.236,36.807,17.572,,1.217,,193.458,22.834,216.292,5.833
2011-08-24,14.25,32.982,18.733,,1.021,,191.396,18.604,210.0,4.792
2011-08-25,10.317,29.745,19.428,,1.152,,187.413,15.174,202.587,4.083
2011-08-26,10.625,25.542,14.917,,1.479,,185.729,11.98,197.708,3.833
2011-08-27,11.113,20.007,8.894,,1.312,,187.194,20.862,208.056,3.957
2011-08-28,10.278,14.75,4.472,,1.333,,191.229,9.834,201.062,4.167
2011-08-29,13.903,22.764,8.861,,1.583,,198.812,14.292,213.104,4.292
2011-08-30,17.181,26.653,9.472,,2.062,,202.13,17.804,219.935,4.458
2011-08-31,16.234,25.79,9.555,,1.979,,190.521,13.875,204.396,4.25
2011-09-01,11.783,27.673,15.89,,1.152,,183.084,11.792,194.875,3.875
2011-09-02,6.236,14.625,8.389,,0.479,,177.5,7.125,184.625,2.917
2011-09-03,8.376,14.155,5.778,,0.583,,176.354,8.584,184.938,2.696
2011-09-04,7.875,9.083,1.208,,2.77,,183.826,9.783,193.608,2.458
2011-09-05,10.111,14.903,4.791,,0.979,,188.875,9.125,198.0,2.667
2011-09-06,18.129,27.699,9.569,,2.122,,200.822,28.561,229.382,4.167
2011-09-07,21.842,34.458,12.616,,4.208,,208.541,20.383,228.924,4.833
2011-09-08,22.524,34.49,11.966,,2.261,,208.396,17.604,226.0,5.0
2011-09-09,17.097,30.32,13.222,,1.75,,202.625,17.708,220.334,4.708
2011-09-10,10.92,24.582,13.661,,1.271,,200.438,15.75,216.188,4.391
2011-09-11,8.556,16.833,8.278,,1.084,,195.475,11.216,206.69,3.292
2011-09-12,15.111,29.833,14.722,,1.458,,195.6,13.549,209.15,4.083
2011-09-13,16.861,31.805,14.945,,2.146,,200.771,17.771,218.542,4.167
2011-09-14,16.686,29.571,12.885,,1.604,,201.062,18.834,219.896,4.042
2011-09-15,14.381,27.049,12.668,,1.935,,189.25,13.167,202.416,3.583
2011-09-16,14.75,34.208,19.458,,1.188,,184.454,12.896,197.35,4.333
2011-09-17,12.636,30.834,18.198,,1.021,,186.94,17.673,204.612,4.609
2011-09-18,6.958,13.986,7.028,,0.792,,185.771,8.542,194.312,3.292
2011-09-19,8.139,15.847,7.708,,0.5,,198.062,9.438,207.5,3.875
2011-09-20,12.639,25.611,12.972,,0.521,,186.0,7.708,193.708,3.958
2011-09-21,9.82,17.04,7.221,,0.5,,184.57,7.4,191.971,2.875
2011-09-22,10.472,15.949,5.476,,0.5,,188.926,6.358,195.286,2.708
2011-09-23,13.944,19.778,5.833,,0.98,,199.292,9.334,208.625,3.292
2011-09-24,15.235,23.388,8.154,,0.875,,207.688,15.396,223.083,3.739
2011-09-25,12.569,17.875,5.306,,1.062,,215.312,12.334,227.646,3.5
2011-09-26,21.764,37.055,15.292,,1.479,,200.699,17.016,217.716,4.917
2011-09-27,17.667,32.875,15.208,,1.208,,206.916,18.923,225.84,4.208
2011-09-28,18.679,28.855,10.175,,2.312,,199.604,18.292,217.896,3.625
2011-09-29,20.722,32.869,12.147,,2.5,,203.75,18.792,222.542,4.5
2011-09-30,22.389,34.958,12.569,,1.083,,200.812,21.146,221.958,4.958
2011-10-01,11.859,20.116,8.257,,0.5,,189.445,7.648,197.093,4.0
2011-10-02,9.486,14.083,4.597,,0.958,,198.542,4.625,203.167,3.25
2011-10-03,13.861,25.07,11.208,,0.562,,204.292,3.208,207.5,3.583
2011-10-04,20.736,37.416,16.681,,1.25,,210.166,16.875,227.042,4.083
2011-10-05,23.075,42.536,19.461,,0.792,,200.875,17.458,218.334,5.375
2011-10-06,15.587,19.545,3.958,,1.496,,185.5,22.87,208.37,3.25
2011-10-07,21.18,31.75,10.569,,1.208,,190.19,12.962,203.153,5.083
2011-10-08,19.41,28.467,9.057,,1.354,,199.917,16.0,215.916,5.261
2011-10-09,15.07,19.32,4.25,,2.396,,203.146,14.542,217.688,5.25
2011-10-10,15.819,20.25,4.43,,2.938,,208.334,17.834,226.166,5.167
2011-10-11,21.847,37.972,16.125,,1.708,,212.54,26.83,239.37,5.75
2011-10-12,20.667,41.63,20.964,,1.854,,208.94,26.062,235.002,6.042
2011-10-13,28.041,46.409,18.368,,1.956,,199.25,25.042,224.292,6.25
2011-10-14,24.931,43.556,18.625,,1.146,,188.458,19.125,207.584,5.75
2011-10-15,14.732,20.959,6.227,,1.458,,185.479,17.542,203.021,4.478
2011-10-16,11.653,13.792,2.139,,2.771,,190.327,9.971,200.298,4.167
2011-10-17,18.486,29.736,11.25,,1.646,,192.812,15.104,207.916,5.042
2011-10-18,20.597,34.472,13.875,,1.167,,194.812,18.854,213.666,4.333
2011-10-19,17.277,31.631,14.355,,0.875,,194.334,22.167,216.5,4.167
2011-10-20,23.335,38.676,15.341,,1.414,,195.708,25.292,221.0,5.0
2011-10-21,22.847,37.611,14.764,,1.416,,189.424,19.392,208.817,4.958
2011-10-22,15.382,25.408,10.027,,1.292,,184.692,18.307,203.0,4.087
2011-10-23,11.375,16.833,5.458,,0.583,,185.104,12.146,197.25,4.125
2011-10-24,17.528,31.333,13.805,,2.125,,188.604,22.333,210.938,3.875
2011-10-25,15.57,25.611,10.042,,0.584,,188.02,14.604,202.625,3.917
2011-10-26,17.401,31.999,14.598,,0.583,,190.275,14.36,204.635,3.75
2011-10-27,21.823,45.297,23.474,,1.066,,196.592,25.779,222.37,4.625
2011-10-28,23.556,42.681,19.125,,1.875,,195.583,27.229,222.812,5.417
2011-10-29,21.734,38.114,16.38,,2.584,,197.604,27.188,224.792,5.478
2011-10-30,15.792,23.306,7.514,,1.208,,190.771,17.084,207.854,5.417
2011-10-31,17.653,29.042,11.389,,0.729,,189.166,12.847,202.013,4.583
2011-11-01,20.93,41.291,20.361,,2.084,,194.089,21.971,216.06,4.458
2011-11-02,25.354,42.193,16.839,,2.062,,190.438,17.604,208.042,5.042
2011-11-03,23.362,41.871,18.509,,2.456,,198.084,32.438,230.521,6.542
2011-11-04,24.139,55.986,31.847,,2.812,,203.312,48.02,251.334,6.708
2011-11-05,23.862,45.168,21.306,,1.0,,199.666,43.454,243.12,6.87
2011-11-06,11.736,18.306,6.57,,0.521,,190.16,20.892,211.052,4.542
2011-11-07,14.681,26.486,11.805,,0.458,,188.396,15.104,203.5,4.5
2011-11-08,16.347,30.972,14.625,,0.604,,190.565,16.526,207.092,4.167
2011-11-09,19.254,39.613,20.359,,0.708,,192.25,19.688,211.938,4.292
2011-11-10,21.211,44.288,23.076,,1.261,,192.125,20.02,212.146,4.875
2011-11-11,18.861,35.917,17.056,,2.167,,192.354,22.98,215.334,5.042
2011-11-12,21.064,41.997,20.933,,3.584,,196.496,33.848,230.343,6.913
2011-11-13,15.472,26.944,11.472,,1.667,,196.572,28.566,225.138,6.167
2011-11-14,17.986,26.014,8.028,,2.562,,194.716,22.798,217.514,5.083
2011-11-15,17.695,26.236,8.541,,1.396,,190.792,12.833,203.625,3.542
2011-11-16,20.31,38.169,17.859,,1.958,,194.52,24.834,219.354,5.333
2011-11-17,23.05,55.771,32.721,,2.674,,198.146,30.396,228.542,6.292
2011-11-18,26.806,58.583,31.778,,1.417,,192.826,29.978,222.804,7.625
2011-11-19,20.282,36.518,16.236,,1.479,,186.77,19.958,206.73,5.609
2011-11-20,8.306,10.972,2.667,,0.583,,186.104,7.125,193.229,3.417
2011-11-21,15.986,23.833,7.847,,0.542,,187.812,11.396,199.208,2.458
2011-11-22,20.653,38.542,17.889,,1.292,,189.625,22.062,211.688,4.5
2011-11-23,22.286,46.474,24.188,,2.354,,191.761,28.782,220.544,6.583
2011-11-24,12.262,18.244,5.981,,0.848,,188.021,5.938,193.958,2.042
2011-11-25,22.181,43.25,21.069,,1.146,,190.666,18.771,209.438,4.25
2011-11-26,19.862,44.803,24.942,,1.292,,192.979,30.646,223.625,5.348
2011-11-27,20.916,44.653,23.736,,1.688,,194.792,28.312,223.104,6.458
2011-11-28,25.139,78.667,53.528,,2.062,,196.522,43.0,239.522,9.083
2011-11-29,26.014,79.07,53.056,,2.729,,194.375,48.854,243.229,10.375
2011-11-30,23.175,71.461,48.286,,2.0,,192.667,36.27,228.938,7.5
2011-12-01,12.965,27.833,14.868,,0.434,,187.188,6.271,193.458,3.25
2011-12-02,19.389,39.111,19.722,,0.854,,187.354,10.062,197.417,4.125
2011-12-03,13.557,24.33,10.773,,1.042,,187.174,12.652,199.826,3.87
2011-12-04,10.778,14.375,3.597,,0.938,,189.312,7.417,196.73,2.917
