date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-01-01,4.215166666666667,5.958333333333333,1.7431666666666665,3.12525,,,196.70833333333334,5.208333333333333,12.625,209.33333333333334
2011-01-02,3.624833333333333,4.819500000000001,1.1941666666666666,2.19775,,,190.37466666666668,4.958333333333333,10.889000000000001,201.26366666666664
2011-01-03,3.8403333333333336,4.9515,1.1111666666666666,2.62525,,,191.66666666666666,4.958333333333333,10.680333333333332,202.34733333333335
2011-01-04,3.7083333333333335,4.986166666666667,1.2778333333333334,2.521,,,190.80533333333332,4.7636666666666665,10.75,201.55566666666667
2011-01-05,6.578333333333333,9.449333333333334,2.8708333333333336,2.7560000000000002,,,191.15033333333335,4.826,10.876333333333333,202.02666666666667
2011-01-06,7.972166666666666,11.610999999999999,3.639,2.09375,,,190.764,4.180666666666666,8.847333333333333,199.611
2011-01-07,10.0785,16.002666666666666,5.924333333333333,3.273,,,194.97733333333335,5.222333333333333,10.698666666666666,205.67566666666667
2011-01-08,7.659833333333334,12.104166666666666,4.4446666666666665,2.625,,,193.90266666666665,4.944333333333334,9.180333333333333,203.08333333333334
2011-01-09,7.764,11.548499999999999,3.7846666666666664,2.71875,,,193.94433333333333,4.944333333333334,10.069333333333333,204.014
2011-01-10,7.418833333333333,11.154166666666667,3.735333333333333,6.000249999999999,,,199.45833333333334,6.149,9.722,209.18033333333332
2011-01-11,6.041333333333334,7.611,1.5695,4.15625,,,191.41666666666666,5.139,7.764,199.18033333333332
2011-01-12,8.913333333333332,14.016499999999999,5.1033333333333335,4.3945,,,194.101,5.045,8.746333333333334,202.84733333333335
2011-01-13,5.071333333333333,6.7171666666666665,1.646,3.20025,,,190.29166666666666,3.5693333333333332,6.125,196.41666666666666
2011-01-14,8.798666666666668,12.624833333333335,3.826166666666667,4.698,,,196.84699999999998,5.361,9.458333333333334,206.30566666666667
2011-01-15,8.124833333333333,11.583333333333334,3.4583333333333335,2.42725,,,196.09733333333335,5.374666666666667,9.263666666666667,205.36133333333336
2011-01-16,8.987,14.261333333333333,5.274666666666667,0.93875,,,189.13666666666666,4.681333333333334,9.227333333333334,198.36366666666666
2011-01-17,9.091833333333334,16.4395,7.3475,1.06225,,,190.54166666666666,4.930666666666666,14.009,204.55066666666667
2011-01-18,9.479,17.534833333333335,8.0555,4.802,,,193.70833333333334,5.277666666666667,15.694333333333333,209.40266666666665
2011-01-19,11.104166666666666,21.757166666666667,10.653,1.6875,,,190.514,5.541333333333334,16.819666666666667,207.33333333333334
2011-01-20,9.701333333333332,22.298666666666666,12.597333333333333,1.35425,,,193.111,6.0,17.416666666666668,210.52766666666665
2011-01-21,9.201500000000001,17.173666666666666,7.972166666666666,2.052,,,192.005,5.527666666666666,15.217,207.22199999999998
2011-01-22,6.583333333333333,11.868,5.284666666666666,2.3125,,,192.79166666666666,4.833333333333333,13.139000000000001,205.93066666666667
2011-01-23,3.236,4.340333333333334,1.1043333333333334,1.14575,,,187.55566666666667,2.875,7.4303333333333335,194.98633333333336
2011-01-24,3.993,5.472333333333334,1.4791666666666667,1.854,,,188.264,3.486,8.153,196.41666666666666
2011-01-25,5.5680000000000005,7.758500000000001,2.1903333333333332,3.401,,,190.50733333333335,4.391333333333333,7.771333333333334,198.27833333333334
2011-01-26,7.7345,12.5555,4.8215,2.44125,,,191.65300000000002,4.3613333333333335,7.166666666666667,198.81933333333333
2011-01-27,10.048666666666668,16.416666666666668,6.367999999999999,4.83325,,,193.16633333333334,5.208,9.222333333333333,202.389
2011-01-28,10.347166666666666,16.06266666666667,5.715166666666666,3.79175,,,193.66666666666666,5.486,9.402666666666667,203.06933333333333
2011-01-29,8.0625,11.909666666666666,3.8473333333333333,3.85425,,,195.139,5.486,8.763666666666667,203.90266666666665
2011-01-30,10.083333333333334,16.3055,6.222333333333334,3.34375,,,194.66666666666666,5.444333333333333,9.821,204.48766666666666
2011-01-31,10.770666666666665,16.900666666666666,6.13,6.59175,,,193.706,5.116,11.93,205.636
2011-02-01,4.878166666666666,6.040499999999999,1.1623333333333334,4.38575,,,192.06966666666668,4.194333333333334,11.083333333333334,203.15266666666665
2011-02-02,3.5,4.8335,1.3333333333333333,1.2605,,,188.44433333333333,2.8333333333333335,8.083333333333334,196.52766666666665
2011-02-03,4.750166666666666,6.8125,2.0625,1.53125,,,189.356,3.2083333333333335,9.602333333333334,198.95833333333334
2011-02-04,9.395666666666665,14.715166666666667,5.319166666666667,3.40625,,,194.639,4.541666666666667,14.638666666666666,209.27766666666665
2011-02-05,8.284666666666666,11.868,3.5833333333333335,2.396,,,194.80566666666667,5.291666666666667,14.514000000000001,209.31966666666668
2011-02-06,11.899833333333333,24.750666666666664,12.851,1.1105,,,195.836,6.727666666666667,21.295333333333332,217.131
2011-02-07,4.472166666666666,6.388833333333333,1.9166666666666667,1.0625,,,187.764,3.8056666666666668,12.055666666666667,199.81966666666668
2011-02-08,3.340333333333333,4.680499999999999,1.3401666666666667,0.88525,,,187.94433333333333,2.736333333333333,8.708333333333334,196.65266666666665
2011-02-09,4.513333333333333,6.114333333333334,1.6011666666666666,1.22525,,,188.32000000000002,3.2390000000000003,8.689666666666666,197.00966666666667
2011-02-10,8.614833333333333,14.217500000000001,5.602666666666667,1.6440000000000001,,,189.625,4.626333333333333,11.291666666666666,200.91666666666666
2011-02-11,7.569500000000001,11.923499999999999,4.354166666666667,4.3125,,,190.58333333333334,4.0553333333333335,10.541666666666666,201.125
2011-02-12,7.437333333333334,10.847166666666666,3.4096666666666664,3.40625,,,192.80533333333332,4.069333333333334,10.514000000000001,203.31933333333333
2011-02-13,12.364166666666668,24.27916666666667,11.915000000000001,1.29175,,,192.942,6.1306666666666665,18.899333333333335,211.84133333333332
2011-02-14,14.857333333333335,34.61233333333333,19.755166666666668,1.0325,,,199.73733333333334,7.812333333333332,24.521,224.2586666666667
2011-02-15,11.840166666666667,19.180666666666667,7.340333333333334,1.29175,,,192.875,6.291666666666667,16.513666666666666,209.389
2011-02-16,7.0071666666666665,10.076166666666667,3.0694999999999997,1.52075,,,188.75,3.6946666666666665,11.208333333333334,199.95833333333334
2011-02-17,4.1875,5.236166666666667,1.0486666666666666,1.625,,,187.30533333333332,2.861333333333333,8.5,195.80566666666667
2011-02-18,3.7916666666666665,4.777666666666667,0.9861666666666666,1.656,,,189.375,2.8473333333333333,8.069333333333333,197.44433333333333
2011-02-19,3.0,3.638833333333333,0.639,1.25025,,,188.95833333333334,2.7223333333333333,8.097333333333333,197.05566666666667
2011-02-20,8.580166666666667,12.972500000000002,4.3925,4.79575,,,191.283,4.1513333333333335,11.39,202.673
2011-02-21,12.687333333333335,19.076333333333334,6.388833333333333,7.97925,,,195.52800000000002,4.680666666666666,13.111333333333334,208.639
2011-02-22,11.742833333333335,18.534833333333335,6.791666666666667,2.0105,,,190.20833333333334,4.861,12.720999999999998,202.92933333333335
2011-02-23,8.751666666666667,13.416833333333335,4.665333333333334,1.41075,,,188.867,4.800333333333334,13.803000000000003,202.67033333333333
2011-02-24,9.720166666666666,13.317833333333333,3.5980000000000003,3.601,,,189.93066666666667,5.541666666666667,11.764000000000001,201.69466666666668
2011-02-25,7.534833333333334,10.777833333333334,3.243,1.15625,,,190.52766666666665,4.889,11.055666666666667,201.583
2011-02-26,6.437666666666666,9.0,2.5625,1.51075,,,190.02800000000002,4.347333333333333,9.610999999999999,199.639
2011-02-27,8.076500000000001,12.958166666666665,4.881833333333333,2.896,,,192.05566666666667,4.305666666666666,11.458333333333334,203.51366666666664
2011-02-28,8.160666666666666,11.955,3.794166666666667,1.75475,,,188.95333333333335,4.132666666666666,11.416666666666666,200.37
2011-03-01,10.951333333333332,16.6875,5.736166666666667,0.854,,,189.97233333333335,4.833,15.333333333333334,205.30566666666667
2011-03-02,10.451500000000001,16.326333333333334,5.874833333333334,0.91675,,,188.66666666666666,5.791666666666667,17.403000000000002,206.06933333333333
