date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean,CO_mean,PM25_mean
2011-03-11,192.958,15.25,14.25,16.875,2.625,4.25,16.958,208.208,4.708,12.083
2011-03-12,191.381,14.857,16.217,24.174,7.957,3.435,8.726,206.238,3.913,7.364
2011-03-13,191.875,13.792,15.812,25.771,8.458,3.5,11.916,205.667,6.0,6.476
2011-03-14,193.75,19.083,22.73,26.375,3.646,4.75,15.375,212.833,6.792,11.458
2011-03-15,193.875,24.708,20.708,30.896,10.188,4.5,20.479,218.583,6.333,16.0
2011-03-16,193.708,15.708,18.958,24.646,5.688,4.75,17.896,209.417,4.667,15.667
2011-03-17,197.958,33.042,34.938,46.625,11.688,4.292,45.27,231.0,8.542,29.75
2011-03-18,198.625,30.542,27.584,34.25,6.667,4.375,50.334,229.167,8.292,26.917
2011-03-19,192.217,17.13,19.794,23.072,3.278,4.217,11.542,209.348,4.739,7.208
2011-03-20,191.875,18.208,15.73,18.188,2.458,4.042,15.438,210.083,5.167,12.625
2011-03-21,191.125,13.042,13.875,16.229,2.354,3.625,9.479,204.167,4.208,8.458
2011-03-22,195.042,34.75,35.688,53.354,17.667,5.75,25.542,229.792,8.417,18.5
2011-03-23,192.917,34.917,31.75,38.792,7.042,4.208,28.354,227.833,7.167,19.417
2011-03-24,193.958,27.75,26.354,33.688,7.334,3.25,19.125,221.708,6.292,11.583
2011-03-25,194.167,20.458,17.084,22.312,5.23,3.667,10.833,214.625,5.167,8.708
2011-03-26,196.391,23.174,25.848,34.261,8.413,4.087,14.395,219.565,6.13,13.318
2011-03-27,195.958,22.042,27.438,32.5,5.062,4.875,17.792,218.0,6.25,15.458
2011-03-28,194.958,28.333,26.584,38.042,11.458,5.667,30.042,223.292,8.917,21.542
2011-03-29,193.25,14.5,18.875,22.562,3.688,4.417,17.896,207.75,4.25,14.917
2011-03-30,189.25,10.417,11.042,12.729,1.688,3.333,17.75,199.667,2.417,13.542
2011-03-31,186.292,7.958,7.0,7.792,0.792,2.292,17.188,194.25,2.417,8.875
2011-04-01,189.042,16.417,19.854,24.604,4.75,4.75,22.771,205.458,5.417,18.333
2011-04-02,189.333,20.125,21.375,24.292,2.917,4.833,30.834,209.458,5.208,23.458
2011-04-03,188.875,8.292,10.48,11.188,0.708,4.875,14.417,197.167,3.458,12.125
2011-04-04,188.958,9.042,11.083,11.896,0.812,3.292,11.312,198.0,3.5,9.458
2011-04-05,190.19,19.0,26.174,30.696,4.522,4.636,16.696,209.19,5.696,12.75
2011-04-06,191.417,29.583,29.166,48.583,19.416,5.375,28.208,221.0,5.75,17.833
2011-04-07,185.375,16.542,17.396,23.146,5.75,4.167,19.792,201.917,3.167,14.292
2011-04-08,181.917,8.0,4.896,5.979,1.083,3.0,16.416,189.917,2.0,11.25
2011-04-09,182.083,12.042,7.416,8.666,1.25,2.417,23.125,194.125,2.833,10.042
2011-04-10,186.458,11.375,9.167,10.562,1.396,4.583,18.146,197.833,3.75,12.875
2011-04-11,184.783,14.652,14.65,17.696,3.048,4.783,30.708,199.435,4.174,22.25
2011-04-12,184.75,10.083,11.042,12.188,1.146,4.708,20.229,194.833,3.583,17.25
2011-04-13,185.0,14.75,18.166,20.73,2.562,5.083,25.334,199.75,4.542,20.667
2011-04-14,186.292,22.167,25.021,28.333,3.312,6.542,34.0,208.458,6.083,25.0
2011-04-15,181.667,12.375,9.667,10.916,1.25,5.083,32.166,194.042,2.583,25.083
2011-04-16,180.833,10.208,7.0,7.916,0.917,4.042,24.666,191.042,2.958,15.667
2011-04-17,183.75,8.083,7.208,8.312,1.104,4.75,17.0,191.833,2.917,13.167
2011-04-18,185.458,15.833,16.625,18.938,2.312,4.667,20.068,201.292,4.5,15.167
2011-04-19,183.143,13.0,12.152,13.587,1.435,3.609,14.25,196.143,4.522,9.667
2011-04-20,187.292,15.667,21.271,25.604,4.333,6.167,13.438,202.958,4.667,7.875
2011-04-21,186.75,14.875,15.542,18.396,2.854,5.292,17.77,201.625,4.333,10.583
2011-04-22,184.583,15.458,14.875,17.438,2.562,4.208,25.5,200.042,3.542,14.667
2011-04-23,179.458,8.375,6.146,7.208,1.062,3.167,23.646,187.833,2.0,7.625
2011-04-24,182.292,10.542,8.375,9.438,1.062,4.75,18.604,192.833,3.083,12.625
2011-04-25,185.208,19.792,18.0,21.104,3.104,4.917,18.583,205.0,5.417,14.625
2011-04-26,185.364,25.227,19.848,24.978,5.13,5.087,24.976,210.591,6.522,17.875
2011-04-27,180.833,8.042,4.292,5.104,0.812,3.583,50.125,188.875,2.5,33.375
2011-04-28,179.75,10.25,8.083,9.375,1.292,4.375,25.25,190.0,2.958,15.167
2011-04-29,184.542,13.042,13.125,14.792,1.666,5.208,18.042,197.583,5.667,12.833
2011-04-30,184.417,14.042,11.208,13.666,2.458,5.458,30.208,198.458,4.542,18.667
2011-05-01,179.333,9.333,5.021,5.896,0.875,3.583,23.583,188.667,2.375,14.167
2011-05-02,183.348,20.087,14.831,18.646,3.814,5.043,50.687,203.435,7.318,35.833
2011-05-03,185.375,16.083,11.834,13.146,1.312,4.792,55.333,201.458,6.625,39.208
2011-05-04,183.125,15.875,7.48,9.0,1.521,4.5,29.292,199.0,3.25,19.542
2011-05-05,185.125,12.667,9.562,10.521,0.958,5.125,25.771,197.792,6.167,18.167
2011-05-06,186.375,15.542,12.584,14.688,2.104,5.292,31.896,201.917,4.083,20.667
2011-05-07,187.0,28.708,22.188,27.416,5.229,4.125,39.73,215.708,7.083,21.333
2011-05-08,184.917,20.875,11.458,14.208,2.75,4.958,39.708,205.792,4.917,20.125
2011-05-09,185.417,18.458,16.208,19.917,3.708,5.833,34.834,203.875,4.667,24.458
2011-05-10,180.727,20.5,15.192,18.442,3.25,4.522,44.292,201.227,4.826,21.409
2011-05-11,191.042,19.375,19.083,20.938,1.854,4.042,20.479,210.417,4.542,10.417
2011-05-12,189.333,23.0,17.688,19.812,2.125,3.375,16.562,212.333,7.083,6.667
2011-05-13,184.75,20.375,15.854,20.479,4.625,4.792,28.958,205.125,5.667,16.375
2011-05-14,187.875,18.292,16.021,18.542,2.52,6.375,43.333,206.167,4.708,29.833
2011-05-15,189.542,15.625,11.562,13.188,1.625,5.75,24.875,205.167,5.0,15.958
2011-05-16,186.174,10.522,7.977,9.22,1.244,5.087,29.418,196.696,2.652,18.435
2011-05-17,186.792,15.333,13.625,16.896,3.271,4.75,29.521,202.125,4.042,18.333
2011-05-18,191.917,23.625,21.438,25.729,4.292,5.917,42.646,215.542,4.667,29.042
2011-05-19,190.583,23.917,20.021,24.104,4.084,6.042,42.458,214.5,4.833,29.0
2011-05-20,185.75,13.125,11.938,14.208,2.27,5.25,44.292,198.875,3.083,32.208
2011-05-21,183.042,11.375,7.833,9.75,1.917,4.625,34.083,194.417,2.417,21.667
2011-05-22,182.292,10.125,5.729,7.208,1.48,3.958,17.229,192.417,2.375,7.583
2011-05-23,188.87,19.609,15.704,17.455,1.75,4.391,15.896,208.478,4.696,9.292
2011-05-24,189.875,20.333,17.292,19.98,2.688,3.792,16.25,210.208,3.708,9.125
2011-05-25,192.833,22.333,19.416,28.729,9.312,5.75,26.938,215.167,4.333,15.333
2011-05-26,191.125,21.25,17.729,23.084,5.354,4.958,27.354,212.375,4.917,15.958
2011-05-27,190.333,23.958,18.104,21.229,3.125,3.875,24.708,214.292,6.083,13.0
2011-05-28,189.417,20.875,16.271,18.875,2.604,3.0,24.417,210.292,9.25,8.5
2011-05-29,191.417,18.708,12.375,13.666,1.292,3.0,15.646,210.125,7.208,4.875
2011-05-30,183.217,9.522,6.2,7.198,0.998,3.348,9.223,192.739,4.167,1.75
2011-05-31,186.792,9.833,10.678,12.27,1.592,4.5,17.896,196.625,3.522,11.792
2011-06-01,189.167,15.833,14.167,17.312,3.146,4.875,36.0,205.0,3.25,25.75
2011-06-02,191.375,32.167,23.779,30.808,7.029,3.792,39.188,223.542,6.333,22.792
2011-06-03,189.125,20.75,15.938,22.146,6.208,4.208,26.771,209.875,4.583,14.667
2011-06-04,188.958,23.667,14.666,19.438,4.771,4.208,43.458,212.625,4.25,26.667
2011-06-05,186.125,17.5,10.292,12.146,1.854,4.25,47.084,203.625,3.958,33.042
2011-06-06,186.136,14.136,12.602,14.89,2.286,4.565,44.752,200.273,4.522,32.696
2011-06-07,184.458,15.833,13.896,16.854,2.958,6.417,42.916,200.292,3.458,28.0
2011-06-08,186.167,21.375,18.584,21.084,2.5,4.833,25.27,207.542,5.375,14.083
2011-06-09,188.125,22.208,17.812,21.458,3.646,8.5,29.979,210.333,4.125,17.625
2011-06-10,182.083,17.375,12.438,16.208,3.771,4.917,27.521,199.458,2.792,15.042
2011-06-11,184.083,20.625,15.02,17.042,2.021,4.0,39.438,204.708,5.167,22.083
2011-06-12,190.708,23.875,14.708,16.604,1.896,5.25,49.084,214.583,5.458,27.542
2011-06-13,185.826,19.087,13.587,15.696,2.108,4.348,27.813,204.913,4.565,15.042
2011-06-14,186.75,16.75,16.417,19.604,3.188,6.083,38.792,203.5,3.958,22.708
2011-06-15,187.583,15.25,13.416,16.084,2.667,7.5,19.834,202.833,3.417,11.083
2011-06-16,186.875,19.292,16.5,22.812,6.312,4.958,23.896,206.167,4.75,12.542
2011-06-17,184.875,20.583,15.271,17.875,2.604,3.625,17.438,205.458,8.625,7.292
2011-06-18,185.583,19.625,13.792,16.562,2.771,4.75,27.98,205.208,4.5,15.833
2011-06-19,191.042,22.875,13.312,15.854,2.542,4.125,34.312,213.917,5.167,14.875
2011-06-20,180.174,12.913,11.773,16.34,4.568,3.87,20.597,193.087,2.478,8.25
2011-06-21,177.292,13.667,10.375,15.312,4.938,3.458,15.792,190.958,2.292,6.182
2011-06-22,183.542,29.625,19.833,29.25,9.417,4.75,35.188,213.167,4.833,22.5
2011-06-23,175.167,16.375,9.708,16.355,6.646,3.667,30.812,191.542,2.125,14.833
2011-06-24,173.292,13.542,6.208,12.416,6.208,3.333,25.646,186.833,1.667,11.417
2011-06-25,181.0,16.917,15.125,20.521,5.396,5.792,32.708,197.917,3.542,16.25
2011-06-26,189.292,14.708,12.188,15.416,3.229,5.0,39.458,204.0,4.458,23.042
2011-06-27,189.13,25.478,15.913,24.87,8.956,4.435,34.716,214.609,3.478,13.696
2011-06-28,174.333,14.667,10.312,18.771,8.458,3.875,28.73,189.0,2.25,13.125
2011-06-29,182.5,29.875,20.708,26.312,5.604,5.958,44.146,212.375,5.75,25.583
2011-06-30,178.583,21.167,18.771,25.854,7.084,6.25,42.312,199.75,3.417,20.583
2011-07-01,178.667,26.375,16.5,24.667,8.167,5.042,34.916,205.042,3.292,18.667
2011-07-02,180.833,20.833,14.021,16.25,2.23,5.25,39.521,201.667,4.167,23.833
2011-07-03,178.542,17.542,13.271,18.0,4.729,5.458,36.396,196.083,3.042,18.708
2011-07-04,172.417,11.917,6.688,10.708,4.021,3.833,44.729,184.333,1.708,24.167
2011-07-05,179.143,15.952,12.522,15.587,3.066,4.261,28.261,195.095,2.652,14.435
2011-07-06,189.292,23.042,20.25,23.021,2.77,6.583,37.542,212.333,5.458,22.75
2011-07-07,176.083,13.542,7.354,12.542,5.188,3.833,21.042,189.625,2.0,6.75
2011-07-08,175.667,19.583,10.125,18.375,8.25,3.708,21.23,195.25,2.333,8.917
2011-07-09,175.333,15.667,10.208,20.312,10.104,3.708,25.834,191.0,2.333,10.25
2011-07-10,175.0,12.417,7.688,14.125,6.438,3.417,21.104,187.417,2.5,8.625
2011-07-11,175.545,13.727,8.782,19.239,10.456,3.87,19.608,189.273,2.087,7.458
2011-07-12,175.875,15.208,6.646,16.708,10.062,4.083,17.792,191.083,1.917,5.458
2011-07-13,175.875,14.125,6.375,14.875,8.5,4.167,15.688,190.0,1.833,5.833
2011-07-14,175.917,15.042,7.938,15.395,7.458,4.125,17.438,190.958,1.875,6.667
2011-07-15,177.208,18.458,13.396,23.438,10.042,4.333,22.708,195.667,2.583,10.417
2011-07-16,177.375,14.458,10.188,16.75,6.562,4.458,28.542,191.833,2.375,14.208
2011-07-17,174.833,12.125,5.479,10.479,5.0,3.917,23.375,186.958,1.958,9.458
2011-07-18,173.083,13.125,4.896,11.521,6.625,3.417,29.525,186.208,1.958,10.917
2011-07-19,172.522,9.957,5.391,13.587,8.196,3.391,45.422,182.478,1.696,10.167
2011-07-20,175.792,10.625,7.458,12.0,4.542,3.125,46.25,186.417,2.583,11.042
2011-07-21,183.417,10.375,8.562,10.896,2.334,4.792,16.084,193.792,5.0,6.25
2011-07-22,186.167,11.917,10.875,13.042,2.166,5.042,20.333,198.083,2.667,10.208
2011-07-23,185.792,14.917,11.938,13.854,1.916,4.292,18.479,200.708,2.708,9.708
2011-07-24,183.375,15.292,10.604,13.688,3.083,4.042,21.833,198.667,3.417,9.833
2011-07-25,179.739,15.478,8.63,12.174,3.544,3.217,26.548,195.217,2.13,13.727
2011-07-26,180.917,16.458,11.042,15.438,4.396,3.0,17.292,197.375,2.417,8.792
2011-07-27,179.625,24.125,14.396,21.562,7.166,3.042,16.146,203.75,2.75,8.167
2011-07-28,185.833,27.792,20.625,25.396,4.77,3.083,30.916,213.625,5.625,19.875
2011-07-29,190.417,36.333,22.188,31.396,9.208,4.917,47.062,226.75,5.375,26.542
2011-07-30,186.792,24.417,20.062,23.396,3.334,4.667,32.23,211.208,4.333,17.292
2011-07-31,186.583,17.375,11.604,14.938,3.334,3.458,27.166,203.958,9.917,12.417
2011-08-01,187.333,16.042,17.167,22.02,4.854,5.583,34.875,203.375,5.25,23.833
2011-08-02,189.708,24.375,17.562,23.854,6.292,5.917,36.021,214.083,5.75,23.708
2011-08-03,187.857,28.19,19.087,24.065,4.978,4.522,32.87,216.048,4.435,19.913
2011-08-04,179.917,22.292,14.021,23.354,9.334,3.5,17.521,202.208,3.583,9.625
2011-08-05,175.792,21.25,9.896,21.438,11.542,2.958,15.5,197.042,2.667,5.458
2011-08-06,172.667,14.5,8.542,15.042,6.5,2.875,19.084,187.167,2.0,9.458
2011-08-07,183.542,25.792,13.916,15.834,1.917,3.708,33.084,209.333,4.292,19.375
2011-08-08,179.261,25.391,14.239,19.348,5.108,3.478,29.375,204.652,3.565,16.375
2011-08-09,176.333,25.25,12.25,18.208,5.958,3.25,27.125,201.583,2.833,14.875
2011-08-10,174.792,22.708,11.667,16.312,4.646,3.292,38.521,197.5,2.583,22.667
2011-08-11,175.625,19.583,13.5,17.48,3.979,3.417,41.354,195.208,3.083,25.625
2011-08-12,183.208,24.333,15.938,18.834,2.896,4.833,45.812,207.542,4.792,28.458
2011-08-13,182.542,17.917,12.375,14.396,2.021,5.25,56.979,200.458,5.125,35.75
2011-08-14,177.208,14.458,6.688,8.708,2.021,4.375,56.334,191.667,2.667,32.958
2011-08-15,174.304,17.217,6.756,10.046,3.29,3.913,33.688,191.522,2.0,18.958
2011-08-16,180.458,22.417,11.084,13.896,2.812,3.667,39.792,202.875,3.292,24.417
2011-08-17,180.75,21.875,11.854,15.021,3.166,3.708,38.98,202.625,3.417,23.125
2011-08-18,174.833,20.5,10.396,14.48,4.084,3.458,40.271,195.333,2.25,23.875
2011-08-19,180.875,18.833,12.875,15.688,2.812,3.375,24.166,199.708,3.167,9.833
2011-08-20,187.625,19.125,18.104,20.77,2.666,4.875,17.792,206.75,5.333,9.458
2011-08-21,186.708,13.667,8.458,9.562,1.104,4.667,11.438,200.375,4.708,5.792
2011-08-22,190.043,24.13,21.63,26.456,4.826,4.565,15.479,214.174,4.0,8.292
2011-08-23,186.25,25.625,19.396,27.75,8.354,4.375,37.625,211.875,4.167,19.0
2011-08-24,176.042,21.417,10.438,25.562,15.125,4.417,23.25,197.458,2.417,10.542
2011-08-25,175.208,21.875,8.646,19.521,10.875,3.417,14.167,197.083,2.083,4.833
2011-08-26,176.792,21.167,11.208,20.73,9.521,3.583,14.521,197.958,3.875,6.083
2011-08-27,185.625,20.292,17.166,20.146,2.979,4.083,23.542,205.917,4.667,12.417
2011-08-28,186.25,17.042,13.0,14.792,1.792,6.042,24.146,203.292,4.042,13.375
2011-08-29,184.783,18.0,17.565,20.13,2.566,6.13,24.875,202.783,3.13,13.583
2011-08-30,182.583,13.875,10.771,12.77,2.0,4.917,17.812,196.458,2.417,7.917
2011-08-31,178.792,14.625,11.708,16.458,4.75,4.333,19.0,193.417,3.083,10.5
2011-09-01,175.792,16.458,9.0,18.375,9.375,2.792,22.354,192.25,4.625,8.833
2011-09-02,176.792,14.75,5.812,15.667,9.854,2.125,33.334,191.542,5.5,12.667
2011-09-03,172.833,6.375,3.084,8.083,5.0,1.375,42.916,179.208,1.667,13.833
2011-09-04,173.042,6.667,4.125,8.083,3.958,1.958,28.458,179.708,1.583,9.667
2011-09-05,177.727,23.864,12.409,18.608,6.198,2.478,20.146,201.591,3.318,8.318
2011-09-06,183.583,20.042,14.562,17.688,3.125,3.917,16.166,203.625,4.417,7.958
2011-09-07,188.667,23.417,19.708,24.062,4.354,5.375,24.666,212.083,7.792,14.792
2011-09-08,189.75,26.542,20.084,26.583,6.5,5.083,30.062,216.292,5.833,18.958
2011-09-09,185.0,24.25,16.375,21.917,5.542,3.958,28.333,209.25,4.0,16.458
2011-09-10,180.292,16.625,10.375,18.666,8.292,3.125,25.625,196.917,2.833,11.708
2011-09-11,179.0,15.25,8.292,15.396,7.104,3.208,18.708,194.25,2.5,6.375
2011-09-12,180.458,19.417,9.375,20.0,10.625,3.208,18.688,199.875,4.208,6.083
2011-09-13,180.391,17.565,10.314,20.304,9.99,4.348,22.034,197.957,2.304,9.833
2011-09-14,181.75,24.292,12.062,23.938,11.875,3.875,24.958,206.042,2.667,10.125
2011-09-15,180.833,21.458,11.104,23.917,12.812,3.792,19.562,202.292,2.458,8.458
2011-09-16,178.542,17.292,8.375,19.771,11.396,2.917,20.292,195.833,2.375,6.625
2011-09-17,175.583,11.25,4.188,10.146,5.958,2.25,19.104,186.833,1.5,5.917
2011-09-18,178.042,12.75,5.188,10.375,5.188,2.75,18.854,190.792,1.875,6.125
2011-09-19,184.458,20.667,12.417,20.333,7.917,3.542,27.5,205.125,3.792,13.125
2011-09-20,187.522,24.696,20.544,26.674,6.13,3.348,12.996,212.217,7.783,4.083
2011-09-21,181.333,12.958,9.666,14.27,4.604,2.583,38.417,194.292,3.833,9.083
2011-09-22,181.75,18.625,15.729,24.188,8.458,3.833,17.0,200.375,3.417,6.333
2011-09-23,188.0,22.542,17.333,20.75,3.416,4.75,15.271,210.542,6.625,8.875
2011-09-24,190.083,19.125,16.292,20.312,4.02,4.792,16.958,209.208,4.875,8.792
2011-09-25,192.458,18.042,17.562,20.333,2.771,4.667,20.521,210.5,8.375,12.542
2011-09-26,191.708,25.417,24.229,29.458,5.23,3.75,24.75,217.125,6.667,14.417
2011-09-27,189.522,19.739,19.239,23.87,4.63,3.348,19.312,209.261,4.783,12.292
2011-09-28,189.667,20.417,17.146,19.625,2.479,3.75,23.646,210.083,6.0,16.375
2011-09-29,187.625,17.917,18.854,22.52,3.666,3.958,28.5,205.542,5.208,16.625
2011-09-30,187.167,31.375,23.125,29.167,6.042,3.5,37.542,218.542,5.0,24.667
2011-10-01,189.542,15.583,14.792,16.688,1.896,4.417,10.792,205.125,5.375,9.333
2011-10-02,190.917,15.417,12.146,13.521,1.375,4.5,14.5,206.333,6.125,13.083
2011-10-03,189.792,18.708,14.958,17.708,2.75,3.792,14.004,208.5,3.542,7.5
2011-10-04,188.455,16.227,15.63,18.782,3.152,4.348,12.726,204.682,4.391,10.043
2011-10-05,186.292,22.0,21.104,24.833,3.729,2.708,17.333,208.292,6.667,9.708
2011-10-06,182.917,18.583,15.104,17.27,2.166,2.375,12.188,201.5,3.0,6.917
2011-10-07,184.792,20.542,18.146,22.0,3.854,3.875,22.667,205.333,3.708,15.625
2011-10-08,188.625,25.0,22.083,26.521,4.438,4.583,30.688,213.625,5.208,23.458
2011-10-09,189.458,17.667,13.916,14.896,0.979,4.125,38.271,207.125,5.833,27.625
2011-10-10,188.625,23.292,15.062,16.73,1.666,3.417,43.75,211.917,5.25,30.708
2011-10-11,190.583,42.25,29.396,35.77,6.375,4.417,44.346,232.833,6.208,32.958
2011-10-12,188.952,21.048,18.568,21.182,2.614,4.391,50.688,210.0,5.435,36.667
2011-10-13,191.125,31.75,27.208,31.938,4.729,5.25,54.584,222.875,6.458,39.75
2011-10-14,190.708,30.708,24.0,32.083,8.084,4.833,62.062,221.417,6.167,42.875
2011-10-15,177.333,10.25,5.333,7.23,1.896,2.042,28.521,187.583,1.75,11.917
2011-10-16,178.083,10.667,6.812,8.312,1.5,2.792,18.604,188.75,2.167,10.125
2011-10-17,186.208,22.75,19.062,22.562,3.5,3.958,30.979,208.958,5.208,22.25
2011-10-18,187.696,21.261,22.628,26.898,4.271,4.261,21.22,208.957,3.864,16.3
2011-10-19,188.167,19.5,18.5,21.916,3.416,3.208,19.138,207.667,3.375,16.333
2011-10-20,187.167,18.667,17.438,20.02,2.584,3.583,23.438,205.833,6.0,16.917
2011-10-21,185.5,17.875,17.166,20.292,3.125,2.792,22.438,203.375,4.875,14.083
