date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,NMHC_mean,PM25_mean,SO2_mean,THC_mean
2012-12-01,6.378,6.986,0.717,5.948,190.087,5.174,3.042,0.854,195.261
2012-12-02,13.611,15.153,1.542,14.281,192.391,8.957,14.167,0.441,201.348
2012-12-03,26.232,49.547,23.315,23.479,203.783,26.391,23.875,1.487,230.174
2012-12-04,14.686,27.208,12.79,18.812,195.043,17.652,13.833,0.562,212.696
2012-12-05,15.264,20.403,5.139,12.646,192.826,11.522,12.333,0.981,204.348
2012-12-06,10.042,12.444,2.403,10.344,190.478,6.0,8.917,1.48,196.478
2012-12-07,16.333,24.472,8.139,12.768,195.304,15.087,10.375,0.979,210.391
2012-12-08,11.594,15.403,4.109,15.0,192.174,10.783,13.875,1.25,202.957
2012-12-09,4.444,5.139,0.694,9.729,191.304,3.565,8.042,1.226,194.87
2012-12-10,8.1,9.775,1.675,3.732,191.045,5.273,3.25,0.292,196.318
2012-12-11,18.844,33.597,15.119,11.12,195.435,16.13,17.462,0.812,211.565
2012-12-12,14.79,19.664,4.875,8.565,192.739,12.261,,0.858,205.0
2012-12-13,20.81,30.635,10.073,12.24,201.087,17.261,13.7,0.958,218.348
2012-12-14,35.802,74.677,38.875,31.083,208.783,39.957,33.75,2.146,248.739
2012-12-15,30.304,48.323,20.05,29.91,197.304,26.217,24.708,1.271,223.522
2012-12-16,8.0,8.719,0.719,10.604,191.957,7.217,8.5,0.916,199.174
2012-12-17,26.468,47.884,21.416,26.5,196.565,24.826,23.0,2.655,221.391
2012-12-18,13.607,20.104,6.647,17.771,193.87,10.478,16.042,0.854,204.348
2012-12-19,9.694,10.99,1.499,7.152,190.0,6.435,4.208,0.964,196.435
2012-12-20,20.0,25.792,5.792,11.012,196.348,12.826,12.5,1.25,209.174
2012-12-21,28.031,38.646,10.614,15.688,195.609,18.783,16.375,0.98,214.391
2012-12-22,17.596,21.865,4.656,13.594,190.227,10.682,12.125,0.77,200.909
2012-12-23,7.261,8.292,1.032,15.521,192.217,6.087,14.083,1.771,198.304
2012-12-24,7.505,8.53,1.025,5.854,195.043,5.652,7.125,0.312,200.696
2012-12-25,18.055,26.604,8.744,15.25,196.913,14.087,15.167,1.312,211.0
2012-12-26,6.125,6.958,0.833,5.059,189.043,3.652,4.542,1.443,192.696
2012-12-27,13.982,16.757,2.93,5.908,193.091,9.5,6.5,1.294,202.591
2012-12-28,30.49,55.802,25.312,30.01,199.087,27.826,26.583,0.77,226.913
2012-12-29,15.492,18.698,3.594,13.51,192.174,12.13,9.833,0.729,204.304
2012-12-30,12.354,14.865,2.51,13.125,194.304,12.217,9.25,0.125,206.522
2012-12-31,3.165,3.692,0.527,6.583,193.348,3.522,7.25,0.166,196.87
2013-01-01,11.833,13.639,1.806,37.092,203.87,13.174,35.708,1.375,217.043
2013-01-02,4.472,4.681,0.208,16.347,192.318,4.591,14.417,1.458,196.909
2013-01-03,13.708,15.875,2.167,16.944,207.435,11.957,18.167,1.042,219.391
2013-01-04,9.51,14.85,5.34,16.139,207.261,13.565,15.958,1.0,220.826
2013-01-05,4.569,5.014,0.444,7.486,191.136,4.591,5.792,1.292,195.727
2013-01-06,13.514,17.023,3.509,6.028,193.875,8.417,7.458,0.522,202.292
2013-01-07,25.399,39.421,14.023,12.833,202.625,20.333,15.708,1.917,222.958
2013-01-08,31.225,61.1,29.876,28.028,200.087,35.043,26.391,0.826,235.13
2013-01-09,10.153,11.611,1.458,6.25,193.043,6.913,5.292,0.98,199.957
2013-01-10,10.444,12.805,2.361,4.0,190.478,6.13,5.208,1.042,196.609
2013-01-11,10.274,12.227,1.953,8.844,193.455,6.273,11.167,0.896,199.727
2013-01-12,13.153,16.347,3.194,18.156,198.957,14.13,23.792,1.208,213.087
2013-01-13,6.471,7.16,0.689,10.74,191.0,5.045,11.875,1.146,196.045
2013-01-14,19.546,26.809,7.263,6.826,195.783,14.826,11.542,1.792,210.609
2013-01-15,31.062,48.896,17.834,13.944,199.217,22.522,19.25,1.176,221.739
2013-01-16,17.854,23.188,5.333,5.431,195.273,12.0,8.792,1.292,207.273
2013-01-17,15.71,26.394,10.684,10.458,197.391,16.391,11.75,1.188,213.783
2013-01-18,14.169,16.439,2.271,14.708,197.087,10.435,31.091,2.042,207.522
2013-01-19,3.834,4.167,0.334,4.0,193.87,5.261,5.542,0.792,199.13
2013-01-20,24.23,31.416,7.188,12.667,195.565,13.957,20.652,1.818,209.522
2013-01-21,17.312,26.27,8.958,20.834,200.87,15.522,26.708,1.25,216.391
2013-01-22,11.917,14.229,2.312,9.667,193.435,7.391,13.042,1.216,200.826
2013-01-23,18.417,26.479,8.062,10.486,197.043,11.913,14.375,1.0,208.957
2013-01-24,30.936,64.907,33.971,20.139,218.727,32.864,29.292,1.85,251.591
2013-01-25,36.743,68.562,31.82,29.729,206.783,41.174,46.042,3.938,247.957
2013-01-26,12.084,16.938,4.854,17.773,195.227,11.273,23.042,1.083,206.5
2013-01-27,19.0,33.044,14.044,10.847,206.13,16.565,15.87,2.19,222.696
2013-01-28,29.201,54.153,24.952,18.625,210.261,30.913,28.917,3.0,241.174
2013-01-29,18.483,27.228,8.744,15.736,202.0,16.783,19.792,1.486,218.783
2013-01-30,32.987,70.929,37.942,23.13,211.0,43.909,30.792,1.188,254.909
2013-01-31,10.015,16.018,6.002,17.971,194.182,11.909,16.542,1.125,206.091
2013-02-01,29.466,46.421,16.955,27.023,207.864,21.727,30.25,3.98,229.591
2013-02-02,25.806,38.264,12.458,42.294,210.417,27.125,37.043,1.042,237.542
2013-02-03,25.154,48.206,23.052,37.979,203.167,31.25,36.042,1.144,234.417
2013-02-04,8.017,9.65,1.632,6.264,191.417,5.792,5.417,0.896,197.208
2013-02-05,6.26,7.48,1.221,5.052,191.348,4.174,6.696,1.218,195.522
2013-02-06,11.364,13.552,2.188,4.972,191.957,5.913,8.0,1.958,197.87
2013-02-07,16.856,19.762,2.906,8.869,191.957,8.652,12.417,3.098,200.609
2013-02-08,21.061,25.38,4.319,10.875,191.0,13.478,12.833,0.292,204.478
2013-02-09,3.104,3.698,0.594,5.167,190.0,3.304,2.417,0.812,193.304
2013-02-10,8.378,10.204,1.827,8.094,190.87,5.609,11.458,1.673,196.478
2013-02-11,8.103,9.666,1.562,5.51,190.304,4.826,7.875,2.271,195.13
2013-02-12,12.271,14.938,2.666,6.177,191.609,6.783,9.609,2.696,198.391
2013-02-13,11.552,13.885,2.334,5.052,191.909,8.136,7.0,1.416,200.045
2013-02-14,21.019,25.137,4.118,9.364,190.875,10.958,11.667,0.979,201.833
2013-02-15,9.398,10.99,1.591,5.74,189.875,6.458,4.375,0.25,196.333
2013-02-16,2.312,2.438,0.125,13.677,189.75,3.625,17.292,1.604,193.375
2013-02-17,11.348,13.398,2.05,26.81,195.5,8.0,31.667,2.25,203.5
2013-02-18,4.937,5.552,0.615,8.01,189.087,3.957,12.542,0.777,193.043
2013-02-19,8.698,9.687,0.99,9.157,190.348,5.0,11.375,1.255,195.348
2013-02-20,15.729,18.229,2.5,15.386,191.391,8.13,19.333,2.625,199.522
2013-02-21,8.248,9.455,1.206,10.938,192.261,5.043,13.292,1.52,197.304
2013-02-22,7.067,7.916,0.85,6.896,190.957,4.348,9.042,1.604,195.304
2013-02-23,6.386,6.844,0.458,8.531,193.783,4.522,12.5,1.208,198.304
2013-02-24,17.185,22.148,4.964,14.963,200.478,12.739,18.0,1.761,213.217
2013-02-25,19.244,27.862,8.618,33.803,207.957,19.739,52.208,3.75,227.696
2013-02-26,19.927,25.583,5.656,40.452,201.5,18.227,51.875,2.955,219.727
2013-02-27,15.437,16.708,1.271,28.441,191.792,15.917,22.583,0.979,207.708
2013-02-28,9.765,10.823,1.058,26.979,193.833,6.917,17.458,1.27,200.75
2013-03-01,24.684,27.694,3.01,30.806,199.875,17.833,42.667,2.75,217.708
2013-03-02,10.698,11.729,1.031,12.969,193.542,8.333,20.292,0.917,201.875
2013-03-03,8.21,9.452,1.241,5.323,192.792,5.625,6.708,1.19,198.417
2013-03-04,25.084,31.724,6.64,12.021,198.292,16.625,22.25,2.334,214.917
2013-03-05,21.323,30.656,9.333,14.531,193.458,16.042,21.833,0.835,209.5
2013-03-06,4.906,5.542,0.636,7.604,190.75,2.75,9.833,1.208,193.5
2013-03-07,9.771,11.341,1.57,4.883,192.875,7.25,9.913,1.275,200.125
2013-03-08,4.982,5.611,0.629,6.198,190.227,3.864,10.25,0.77,194.091
2013-03-09,6.292,6.76,0.468,7.781,191.652,6.217,16.375,1.084,197.87
2013-03-10,4.713,5.378,0.665,5.688,190.227,3.864,8.167,0.486,194.091
2013-03-11,15.872,18.89,3.017,7.438,198.333,9.708,11.25,1.104,208.042
2013-03-12,34.506,47.798,13.292,16.545,202.5,24.417,34.217,5.259,226.917
2013-03-13,25.932,35.85,9.918,17.172,194.958,23.958,27.75,1.562,218.917
2013-03-14,3.611,4.251,0.64,6.055,188.042,3.25,5.5,0.625,191.292
2013-03-15,9.934,10.694,0.76,16.271,193.458,6.958,17.625,1.042,200.417
2013-03-16,13.094,14.729,1.635,29.182,202.667,12.542,42.25,2.729,215.208
2013-03-17,20.524,22.513,1.99,47.24,199.083,12.458,60.208,3.67,211.542
2013-03-18,29.941,40.741,10.8,56.861,213.609,33.478,79.167,1.602,247.087
2013-03-19,9.958,11.104,1.146,26.198,191.043,6.13,21.083,1.748,197.174
2013-03-20,22.823,28.521,5.698,20.378,192.091,14.864,23.708,0.916,206.955
2013-03-21,3.097,3.476,0.38,4.479,191.545,2.545,5.25,0.166,194.091
2013-03-22,4.548,5.191,0.643,4.99,191.045,3.455,7.667,0.5,194.5
2013-03-23,8.51,9.115,0.604,13.854,193.091,6.727,22.125,2.25,199.818
2013-03-24,15.66,17.5,1.84,27.816,194.636,10.136,45.833,3.02,204.773
2013-03-25,27.672,31.111,3.439,26.635,205.375,26.417,43.625,2.792,231.792
2013-03-26,34.236,47.061,12.825,25.333,201.348,32.565,41.0,1.178,233.913
2013-03-27,16.479,23.875,7.396,15.021,195.304,15.652,29.091,1.02,210.957
2013-03-28,21.003,24.757,3.754,19.814,195.478,12.261,35.826,2.75,207.739
2013-03-29,17.344,19.583,2.24,17.573,193.696,16.174,26.667,2.0,209.87
2013-03-30,4.375,4.719,0.344,9.604,185.909,3.818,7.913,0.479,189.727
2013-03-31,4.454,4.914,0.459,11.167,191.273,3.818,15.917,0.638,195.091
2013-04-01,12.058,13.035,0.978,18.583,192.435,9.087,17.208,1.304,201.522
2013-04-02,21.554,26.356,4.802,26.59,200.636,20.682,25.5,0.583,221.318
2013-04-03,4.979,5.229,0.25,12.77,188.875,5.708,9.5,0.036,194.583
2013-04-04,18.409,19.935,1.526,25.472,191.75,9.042,19.875,2.458,200.792
2013-04-05,16.354,20.166,3.813,31.651,204.0,17.25,20.625,1.646,221.25
2013-04-06,4.19,4.262,0.073,15.979,185.042,6.0,7.875,0.646,191.042
2013-04-07,2.771,2.927,0.156,6.854,186.792,3.875,1.0,0.084,190.667
2013-04-08,7.153,8.636,1.482,10.24,188.667,5.042,6.875,0.894,193.708
2013-04-09,20.99,27.395,6.406,23.961,197.913,16.739,21.909,2.4,214.652
2013-04-10,8.834,9.302,0.469,18.635,192.87,5.957,17.5,1.642,198.826
2013-04-11,6.778,7.177,0.399,15.5,191.87,4.739,15.583,1.25,196.609
2013-04-12,12.323,14.417,2.094,22.26,195.609,9.13,22.417,1.375,204.739
2013-04-13,9.504,10.343,0.839,16.229,192.304,7.565,16.292,1.208,199.87
2013-04-14,9.427,9.969,0.542,27.406,193.652,7.913,24.583,1.916,201.565
2013-04-15,10.21,10.958,0.748,30.1,191.636,6.545,24.5,1.943,198.182
2013-04-16,16.378,18.994,2.616,26.109,196.0,12.174,24.125,3.188,208.174
2013-04-17,15.48,17.094,1.614,40.778,190.783,12.957,38.75,1.92,203.739
2013-04-18,17.258,20.52,3.261,28.535,196.696,17.043,20.083,1.812,213.739
2013-04-19,4.354,4.854,0.5,20.26,188.913,3.391,14.75,0.521,192.304
2013-04-20,15.465,16.303,0.838,25.724,192.348,9.217,23.042,2.0,201.565
2013-04-21,6.406,6.583,0.177,8.979,189.261,4.652,8.333,0.375,193.913
2013-04-22,7.453,8.065,0.612,13.438,191.182,4.227,12.083,0.671,195.409
2013-04-23,17.274,20.106,2.831,19.625,196.625,12.292,17.917,1.938,208.917
2013-04-24,8.281,8.345,0.064,24.114,188.833,6.542,12.75,0.688,195.375
2013-04-25,10.442,11.134,0.692,22.188,190.348,5.739,19.208,1.546,196.087
2013-04-26,10.779,12.352,1.573,30.238,199.182,9.727,23.042,1.146,208.909
2013-04-27,6.442,6.672,0.23,16.07,190.217,4.522,13.958,0.667,194.739
2013-04-28,8.5,8.844,0.344,15.986,192.783,5.435,14.917,1.02,198.217
2013-04-29,12.394,13.676,1.282,23.209,195.045,9.227,19.042,1.924,204.273
2013-04-30,12.585,13.298,0.712,29.056,190.955,9.0,20.833,1.146,199.955
2013-05-01,4.677,5.198,0.521,13.673,187.957,3.957,9.0,0.28,191.913
2013-05-02,3.925,4.365,0.439,4.962,187.565,2.391,1.333,0.229,189.957
2013-05-03,5.896,6.531,0.636,7.519,189.652,4.0,6.042,1.021,193.652
2013-05-04,8.188,8.999,0.812,14.895,192.565,6.391,12.792,1.229,198.957
2013-05-05,8.052,8.385,0.334,23.799,190.13,5.217,24.708,1.604,195.348
2013-05-06,8.215,8.809,0.594,30.183,192.87,8.261,25.75,1.578,201.13
2013-05-07,4.536,5.123,0.587,10.632,187.261,2.565,9.333,0.583,189.826
2013-05-08,10.952,12.189,1.237,8.537,190.455,5.409,6.909,1.304,195.864
2013-05-09,18.442,21.899,3.458,19.7,206.826,15.565,16.625,2.166,222.391
2013-05-10,26.021,29.969,3.948,37.363,205.565,25.174,35.435,2.562,230.739
2013-05-11,21.247,26.413,5.166,24.397,193.739,15.304,17.583,0.354,209.043
2013-05-12,8.5,9.198,0.698,20.95,190.522,6.957,17.083,1.084,197.478
2013-05-13,10.633,11.74,1.107,19.677,188.652,7.826,13.375,1.625,196.478
2013-05-14,15.682,17.993,2.311,30.93,193.565,16.261,25.125,2.083,209.826
2013-05-15,6.573,6.948,0.375,19.491,185.217,5.826,14.0,1.07,191.043
2013-05-16,7.868,8.54,0.672,28.583,193.043,7.913,25.167,0.542,200.957
2013-05-17,10.018,10.887,0.869,22.494,188.182,4.773,18.5,1.928,192.955
2013-05-18,6.654,6.959,0.305,15.805,187.13,5.783,14.708,1.771,192.913
2013-05-19,5.156,5.281,0.125,11.967,185.174,5.043,7.625,0.542,190.217
2013-05-20,12.582,14.181,1.6,13.046,188.304,8.913,8.333,1.188,197.217
2013-05-21,11.319,12.034,0.715,37.416,193.864,11.5,31.792,2.638,205.364
2013-05-22,21.794,24.264,2.469,46.059,201.667,21.208,39.375,3.292,222.875
2013-05-23,12.569,13.314,0.745,29.113,195.0,10.958,25.083,2.271,205.958
2013-05-24,12.65,14.149,1.5,28.035,203.208,11.792,24.292,1.771,215.0
2013-05-25,7.846,8.604,0.758,31.014,191.5,9.125,21.583,1.334,200.625
2013-05-26,6.021,6.552,0.531,20.479,190.167,6.042,17.042,0.958,196.208
2013-05-27,4.958,5.35,0.392,20.57,188.261,4.13,13.0,0.617,192.391
2013-05-28,4.43,4.902,0.472,16.436,185.565,3.739,8.167,0.19,189.304
2013-05-29,4.615,5.021,0.406,14.569,181.522,4.174,4.792,0.348,185.696
2013-05-30,12.862,14.636,1.775,20.949,189.435,9.217,7.667,1.375,198.652
2013-05-31,10.219,11.646,1.427,23.795,193.0,8.696,,1.292,201.696
2013-06-01,8.001,8.596,0.595,22.775,188.087,6.391,,2.292,194.478
2013-06-02,8.792,9.333,0.542,27.992,195.826,7.478,,2.812,203.304
2013-06-03,6.546,7.254,0.708,22.556,187.652,4.652,13.444,1.2,192.304
2013-06-04,13.096,14.979,1.884,34.319,192.136,9.955,20.458,2.542,202.091
2013-06-05,11.364,13.25,1.885,21.472,189.304,12.261,14.292,1.443,201.565
2013-06-06,10.653,12.093,1.44,24.684,190.435,9.957,14.25,1.666,200.391
2013-06-07,12.604,14.062,1.458,29.077,201.391,13.174,19.75,1.833,214.565
2013-06-08,11.133,12.172,1.04,30.247,192.0,11.455,23.417,1.229,203.455
2013-06-09,11.802,13.104,1.302,33.187,204.826,11.87,22.833,2.625,216.696
2013-06-10,5.275,5.638,0.364,17.223,186.273,4.136,11.318,1.121,190.409
2013-06-11,11.948,12.792,0.845,18.714,190.182,12.682,14.167,0.875,202.864
2013-06-12,13.771,16.0,2.229,18.743,196.304,17.391,22.75,0.949,213.696
2013-06-13,11.167,12.677,1.51,21.111,184.783,9.696,10.5,2.0,194.478
2013-06-14,12.26,14.292,2.031,25.333,185.0,7.826,14.25,2.896,192.826
2013-06-15,7.706,8.796,1.09,21.625,182.391,6.087,10.333,1.25,188.478
2013-06-16,8.344,9.614,1.271,20.903,189.182,8.273,9.458,1.25,197.455
2013-06-17,10.396,11.461,1.065,30.445,187.957,8.304,17.458,2.058,196.261
2013-06-18,9.317,10.519,1.202,40.464,181.913,9.13,27.5,2.21,191.043
2013-06-19,11.448,13.01,1.562,27.792,184.435,9.87,15.083,1.114,194.304
2013-06-20,12.814,13.643,0.829,14.806,194.652,10.913,5.917,0.334,205.565
2013-06-21,16.688,18.688,2.0,19.668,198.435,13.261,12.708,0.646,211.696
2013-06-22,10.301,11.335,1.034,19.972,192.0,8.364,10.333,0.646,200.364
2013-06-23,7.416,8.031,0.615,22.278,195.652,8.826,15.208,1.27,204.478
2013-06-24,8.734,9.282,0.548,26.25,189.348,6.478,15.0,0.817,195.826
2013-06-25,9.872,11.149,1.277,27.875,199.409,10.727,17.458,1.208,210.136
2013-06-26,14.084,15.114,1.031,17.541,190.739,12.478,8.75,0.478,203.217
2013-06-27,11.406,13.449,2.043,21.061,199.636,14.136,10.333,1.244,213.773
2013-06-28,7.24,7.802,0.562,20.347,188.304,7.217,10.625,1.479,195.522
2013-06-29,7.334,8.575,1.24,17.99,196.727,8.045,10.5,1.23,204.773
2013-06-30,4.344,5.167,0.823,17.361,189.783,5.391,9.875,1.0,195.174
2013-07-01,4.737,5.565,0.828,15.354,185.783,4.174,8.917,1.161,189.957
2013-07-02,7.608,9.03,1.422,16.763,185.696,6.348,10.208,2.167,192.043
2013-07-03,7.386,8.427,1.042,18.177,182.682,5.182,8.042,1.03,187.864
2013-07-04,8.531,9.959,1.428,21.479,178.304,6.13,8.167,1.0,184.435
2013-07-05,8.045,11.524,3.479,31.334,177.409,7.5,15.045,1.68,184.909
2013-07-06,5.935,8.747,2.812,24.137,177.045,5.682,16.208,2.125,182.727
2013-07-07,6.448,9.031,2.583,27.501,179.304,6.826,16.625,1.792,186.13
2013-07-08,9.841,12.07,2.229,30.436,187.348,11.478,19.083,1.41,198.826
2013-07-09,15.098,18.488,3.39,39.363,194.773,20.273,27.292,2.167,215.045
2013-07-10,12.299,14.402,2.103,42.263,188.522,15.13,31.542,1.63,203.652
2013-07-11,11.872,13.552,1.68,41.566,189.435,14.565,31.583,1.52,204.0
2013-07-12,10.01,11.375,1.364,40.986,185.304,11.043,32.792,1.708,196.348
2013-07-13,10.904,13.002,2.098,29.317,187.609,16.174,17.792,1.146,203.783
2013-07-14,7.854,10.166,2.312,19.134,186.913,9.0,11.917,0.583,195.913
2013-07-15,4.836,5.892,1.056,15.344,182.609,6.304,9.75,0.32,188.913
2013-07-16,8.745,9.981,1.236,19.038,188.13,9.043,11.583,0.979,197.174
2013-07-17,6.438,7.229,0.792,20.729,183.545,6.364,12.417,1.364,189.909
2013-07-18,5.897,7.409,1.512,21.752,183.391,7.043,15.125,0.542,190.435
2013-07-19,8.065,9.134,1.069,13.614,185.955,6.682,9.958,1.173,192.636
2013-07-20,7.343,8.544,1.201,22.912,188.087,6.913,16.333,1.354,195.0
2013-07-21,5.417,6.073,0.656,26.668,185.318,5.136,17.292,1.271,190.455
2013-07-22,8.779,9.834,1.054,33.791,191.174,9.348,23.875,1.211,200.522
2013-07-23,6.69,8.319,1.629,20.327,182.522,9.087,11.375,0.771,191.609
2013-07-24,14.427,17.385,2.958,31.894,190.0,14.304,18.333,0.541,204.304
2013-07-25,12.51,16.115,3.604,37.588,188.957,16.304,24.833,0.792,205.261
2013-07-26,10.875,12.823,1.948,31.411,186.217,13.478,22.875,0.98,199.696
2013-07-27,13.85,14.996,1.146,44.675,201.217,15.0,34.333,1.438,216.217
2013-07-28,7.438,7.979,0.542,46.049,202.304,9.87,37.875,0.792,212.174
2013-07-29,12.972,14.524,1.551,36.866,191.636,12.136,20.833,0.25,203.773
2013-07-30,15.33,19.394,4.064,46.209,200.522,17.0,31.458,0.971,217.522
2013-07-31,13.146,14.658,1.512,42.212,203.826,13.087,33.417,2.542,216.913
2013-08-01,12.987,15.31,2.323,38.364,195.87,13.826,28.458,1.458,209.696
2013-08-02,7.573,8.677,1.104,24.364,197.87,8.652,18.625,0.854,206.522
2013-08-03,6.708,8.087,1.38,13.51,194.304,7.174,8.667,0.75,201.478
2013-08-04,6.969,7.906,0.938,24.5,210.391,10.304,16.125,1.084,220.696
2013-08-05,5.782,6.528,0.746,26.24,180.409,5.318,15.045,0.714,185.727
2013-08-06,10.806,12.186,1.38,22.813,184.409,10.0,11.875,1.021,194.409
2013-08-07,11.292,13.136,1.844,34.69,197.435,12.217,26.0,0.984,209.652
2013-08-08,11.771,13.26,1.489,41.747,202.217,14.913,31.125,1.458,217.13
2013-08-09,13.198,15.49,2.292,40.953,213.826,21.609,41.417,2.208,235.435
2013-08-10,8.563,9.274,0.71,44.088,202.826,15.435,45.167,2.271,218.261
2013-08-11,4.688,5.115,0.427,36.572,198.826,19.565,37.208,1.979,218.391
2013-08-12,7.164,7.928,0.765,29.7,206.957,11.913,28.333,1.025,218.87
2013-08-13,6.93,7.866,0.935,30.188,204.435,10.739,29.958,1.521,215.174
2013-08-14,3.781,4.312,0.531,40.644,198.13,8.174,39.667,1.308,206.304
2013-08-15,2.656,3.219,0.562,34.401,192.304,5.87,32.167,0.834,198.174
2013-08-16,3.122,3.85,0.728,30.728,188.5,4.682,26.792,1.244,193.182
2013-08-17,3.115,3.912,0.797,18.802,190.217,4.435,16.708,0.792,194.652
2013-08-18,3.458,4.427,0.969,18.786,189.826,4.696,13.958,1.042,194.522
2013-08-19,4.06,5.242,1.182,16.343,182.913,3.826,11.125,1.004,186.739
2013-08-20,5.491,8.328,2.837,16.375,182.13,7.913,9.917,1.854,190.043
2013-08-21,6.271,8.823,2.552,15.084,180.565,9.609,10.292,1.304,190.174
2013-08-22,10.229,12.24,2.01,26.536,188.0,14.783,18.042,1.875,202.783
2013-08-23,8.812,10.094,1.282,27.818,184.261,11.304,14.333,1.854,195.565
2013-08-24,6.041,7.154,1.113,14.31,185.435,7.522,7.667,0.667,192.957
2013-08-25,6.042,6.906,0.865,18.263,192.565,8.913,8.75,0.25,201.478
2013-08-26,10.084,12.694,2.61,22.125,198.957,13.13,12.208,0.464,212.087
2013-08-27,7.97,10.105,2.135,21.597,199.13,10.913,10.0,0.625,210.043
2013-08-28,9.052,10.307,1.256,17.889,201.318,12.091,12.667,1.348,213.409
2013-08-29,9.896,12.5,2.604,27.764,203.957,16.304,18.375,1.584,220.261
2013-08-30,9.979,11.875,1.896,30.703,192.174,15.609,18.958,1.646,207.783
2013-08-31,5.018,6.995,1.977,25.888,185.174,9.522,12.917,0.896,194.696
2013-09-01,8.115,8.948,0.833,22.43,198.0,12.136,11.375,1.48,210.136
2013-09-02,5.221,6.705,1.485,17.72,181.348,5.652,6.583,0.776,187.0
2013-09-03,3.756,5.427,1.671,14.99,177.636,6.591,5.458,0.688,184.227
2013-09-04,7.542,8.302,0.76,18.886,184.652,9.0,7.458,0.623,193.652
2013-09-05,9.625,11.021,1.396,12.562,193.043,9.696,5.25,1.062,202.739
2013-09-06,10.25,12.381,2.132,13.42,198.045,11.545,8.174,1.546,209.591
2013-09-07,8.508,9.56,1.051,31.648,194.955,13.727,16.25,1.208,208.682
2013-09-08,3.865,4.708,0.844,14.229,189.913,6.261,5.292,0.333,196.174
2013-09-09,6.58,7.68,1.1,12.75,193.826,7.174,7.333,0.864,201.0
2013-09-10,8.923,9.976,1.052,22.583,193.13,11.913,11.333,0.792,205.043
2013-09-11,7.088,7.723,0.635,22.365,194.227,8.636,11.5,1.815,202.864
2013-09-12,10.918,13.273,2.354,39.74,198.13,15.391,25.667,2.062,213.522
2013-09-13,7.986,9.681,1.694,48.16,196.522,14.783,34.708,2.188,211.304
2013-09-14,4.594,5.339,0.745,28.695,190.955,9.091,16.708,1.146,200.045
2013-09-15,2.25,3.208,0.958,22.667,178.0,4.696,7.917,0.125,182.696
2013-09-16,1.832,2.286,0.454,13.889,183.182,4.091,4.5,0.232,187.273
2013-09-17,12.083,14.667,2.583,17.722,190.818,8.545,10.208,1.896,199.364
2013-09-18,12.094,15.823,3.729,29.246,198.773,17.455,16.167,2.206,216.227
2013-09-19,11.948,13.272,1.324,35.761,207.35,25.15,22.708,1.698,232.5
2013-09-20,12.198,13.104,0.906,27.614,194.652,16.304,17.375,1.979,210.957
2013-09-21,10.823,12.614,1.792,24.01,191.13,11.043,15.792,1.458,202.174
2013-09-22,7.364,8.698,1.333,30.573,189.609,7.913,19.292,1.23,197.522
2013-09-23,8.789,9.9,1.11,30.916,190.435,9.043,19.333,0.905,199.478
2013-09-24,15.554,18.214,2.66,33.152,197.182,18.091,17.833,1.25,215.273
2013-09-25,19.306,23.922,4.616,28.595,195.818,19.5,18.708,3.117,215.318
2013-09-26,5.833,6.433,0.6,13.188,187.043,5.13,4.917,1.604,192.174
2013-09-27,11.562,12.688,1.125,12.625,190.043,6.87,7.625,1.832,196.913
2013-09-28,12.49,13.098,0.609,15.0,192.391,11.957,9.875,1.167,204.348
2013-09-29,7.646,8.125,0.479,13.052,188.13,6.348,7.208,0.688,194.478
2013-09-30,13.971,14.809,0.838,20.677,195.957,11.087,13.542,1.594,207.043
2013-10-01,18.711,21.201,2.49,27.479,195.952,18.81,18.583,2.5,214.762
2013-10-02,9.625,10.823,1.198,22.812,188.444,8.222,13.833,1.032,196.667
2013-10-03,8.312,8.994,0.682,20.781,188.696,8.913,13.0,1.014,197.609
2013-10-04,18.781,20.797,2.016,33.771,200.409,13.591,21.5,1.945,214.0
2013-10-05,24.21,28.912,4.702,39.739,199.783,27.957,33.458,3.02,227.739
2013-10-06,8.75,9.646,0.896,26.856,187.826,10.609,16.667,1.166,198.435
2013-10-07,9.671,11.906,2.235,15.346,192.136,13.045,8.917,0.601,205.182
2013-10-08,8.369,12.174,3.806,15.906,187.0,11.783,8.75,0.486,198.783
2013-10-09,6.604,7.364,0.76,18.486,185.043,6.043,7.458,0.62,191.087
2013-10-10,12.369,15.186,2.816,17.052,190.783,11.609,8.208,1.188,202.391
2013-10-11,6.0,6.875,0.875,18.302,182.391,4.87,8.458,1.125,187.261
2013-10-12,5.417,5.984,0.567,17.92,191.294,5.588,13.958,0.75,196.882
2013-10-13,6.885,7.229,0.344,10.302,,,9.333,1.208,
2013-10-14,10.344,11.229,0.886,11.74,,,13.292,1.334,
2013-10-15,19.909,25.621,5.712,14.135,188.273,15.636,14.417,0.166,203.909
2013-10-16,4.292,4.771,0.479,5.167,186.13,3.565,3.083,0.23,189.696
2013-10-17,11.593,12.989,1.396,7.229,190.957,6.087,8.375,1.625,197.043
2013-10-18,26.542,32.023,5.48,17.544,201.435,19.957,19.792,1.747,221.391
2013-10-19,16.635,20.084,3.448,13.885,194.0,15.478,15.667,0.479,209.478
2013-10-20,14.26,15.49,1.229,8.031,190.348,11.0,7.5,0.104,201.348
