date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CO_mean,PM25_mean
2012-08-29,87.0,63.583,44.0,13.25,29.875,16.625,,314.0,283.917,259.0,3.333,13.167
2012-08-30,80.0,62.208,43.0,12.905000000000001,29.771,16.8655,,337.0,293.292,264.0,3.522,16.75
2012-08-31,92.0,65.917,37.0,14.113500000000002,28.872,14.758999999999999,,339.0,278.0,231.0,3.292,14.542
2012-09-01,88.0,72.042,50.0,8.3125,14.396,6.0835,,304.0,262.375,242.0,3.125,15.458
2012-09-02,81.0,61.708,37.0,5.6305,9.0,3.3695,,313.0,266.208,241.0,3.208,15.667
2012-09-03,90.0,63.875,37.0,13.021,21.2915,8.271,,325.0,268.458,223.0,2.917,14.833
2012-09-04,87.0,66.542,42.0,16.0,27.0625,11.0625,,325.0,275.25,232.0,3.125,19.167
2012-09-05,84.0,61.958,39.0,13.7085,24.583,10.875,,330.0,284.833,244.0,2.917,19.083
2012-09-06,86.0,66.5,45.0,22.0,36.5625,14.5625,,311.0,273.667,243.0,4.083,22.708
2012-09-07,86.0,64.042,38.0,22.204500000000003,34.0905,11.8865,,337.0,278.75,235.0,4.348,24.591
2012-09-08,83.0,70.667,47.0,15.309999999999999,26.4295,11.1195,,303.0,262.458,239.0,4.125,17.375
2012-09-09,89.0,67.125,37.0,8.604,12.587499999999999,3.9835,,315.0,269.542,235.0,3.125,15.042
2012-09-10,90.0,74.292,41.0,14.8125,28.7915,13.979500000000002,,319.0,261.5,228.0,3.375,14.958
2012-09-11,89.0,71.083,50.0,15.2915,28.229,12.9375,,292.0,257.458,234.0,3.625,12.292
2012-09-12,82.0,54.333,28.0,21.6875,29.3335,7.6455,,328.0,271.292,223.0,4.0,18.167
2012-09-13,77.0,60.792,41.0,19.744500000000002,28.939500000000002,9.195,,327.0,278.292,224.0,3.652,24.042
2012-09-14,90.0,70.75,39.0,19.3705,35.252,15.881,,313.0,261.625,226.0,4.042,22.708
2012-09-15,88.0,68.083,37.0,16.279,26.835,10.556500000000002,,316.0,264.542,235.0,4.042,18.625
2012-09-16,88.0,61.542,35.0,6.051,10.6475,4.597,,331.0,279.667,230.0,3.042,11.417
2012-09-17,80.0,57.917,34.0,6.1665,11.6665,5.5,,335.0,289.667,253.0,2.667,9.958
2012-09-18,92.0,88.5,79.0,15.667000000000002,35.0,19.333,,259.0,246.792,240.0,3.958,10.083
2012-09-19,92.0,64.083,42.0,16.0625,28.4165,12.354500000000002,,292.0,257.917,222.0,3.542,23.708
2012-09-20,73.0,52.667,32.0,21.0525,25.8825,4.8294999999999995,,276.0,246.125,222.0,3.957,29.5
2012-09-21,87.0,60.083,37.0,21.762,30.8335,9.071499999999999,,285.0,239.583,201.0,4.292,29.792
2012-09-22,77.0,56.792,31.0,14.235500000000002,18.008,3.7725,,286.0,243.5,204.0,4.167,29.625
2012-09-23,92.0,76.542,54.0,10.2335,12.2125,1.979,,240.0,203.0,176.0,3.542,21.625
2012-09-24,88.0,62.708,43.0,20.104,27.896,7.792,,268.0,228.875,189.0,3.25,15.25
2012-09-25,83.0,56.833,29.0,19.625,33.396,13.771,,289.0,230.583,182.0,3.833,15.333
2012-09-26,83.0,55.458,27.0,18.5,30.021,11.521,,289.0,230.292,171.0,3.75,16.167
2012-09-27,81.0,55.375,29.0,20.5835,29.6875,9.104,,295.0,233.208,184.0,3.333,15.458
2012-09-28,80.0,58.208,32.0,26.108999999999998,36.826,10.716999999999999,,291.0,229.125,175.0,4.174,24.739
2012-09-29,89.0,69.5,47.0,23.636499999999998,32.158500000000004,8.5215,,266.0,226.292,202.0,5.333,34.083
2012-09-30,93.0,85.0,73.0,9.059000000000001,10.71,1.6515,,234.0,207.792,185.0,3.125,17.042
2012-10-01,89.0,69.375,57.0,19.625,27.3955,7.771,,249.0,219.0,200.0,3.708,10.625
2012-10-02,80.0,56.708,36.0,21.25,33.7915,12.5415,,272.0,222.708,180.0,3.958,13.0
2012-10-03,81.0,59.583,33.0,19.7915,32.4375,12.646,,276.0,223.583,181.0,4.333,13.167
2012-10-04,86.0,71.917,60.0,22.4165,31.6665,9.25,,234.0,216.917,182.0,3.75,12.917
2012-10-05,86.0,55.375,26.0,19.860500000000002,33.443,13.582,,262.0,213.708,160.0,4.043,17.222
2012-10-06,87.0,62.833,36.0,17.484499999999997,23.278,5.7935,,265.0,210.833,172.0,3.917,17.042
2012-10-07,88.0,62.0,44.0,8.2665,10.055,1.7890000000000001,,243.0,200.208,160.0,2.958,14.25
2012-10-08,84.0,54.75,32.0,11.0625,14.3335,3.271,,255.0,200.833,140.0,3.417,12.667
2012-10-09,77.0,53.0,27.0,19.0625,28.0415,8.979,,267.0,211.0,167.0,3.667,14.667
2012-10-10,78.0,58.958,37.0,23.125,32.979,9.854500000000002,,259.0,211.5,159.0,4.208,16.0
2012-10-11,93.0,68.792,41.0,23.0835,32.8125,9.729500000000002,,243.0,202.083,172.0,4.042,2.75
2012-10-12,93.0,61.417,34.0,19.691,31.307000000000002,11.617,,226.0,179.125,131.0,4.0,5.217
2012-10-13,80.0,56.125,32.0,17.0025,25.674,8.671,,234.0,173.417,110.0,4.208,15.167
2012-10-14,74.0,60.958,44.0,16.192999999999998,20.47,4.277,,213.0,182.5,156.0,5.667,31.333
2012-10-15,80.0,56.958,32.0,19.833,31.042,11.207999999999998,,253.0,193.542,130.0,4.958,28.208
2012-10-16,83.0,56.958,33.0,19.604,30.5415,10.9375,,264.0,201.042,138.0,4.917,29.292
2012-10-17,93.0,79.958,60.0,24.3335,35.7085,11.375,,214.0,194.208,182.0,4.292,14.167
2012-10-18,92.0,88.0,79.0,28.286,42.721000000000004,14.435,,186.0,163.708,148.0,4.917,12.958
2012-10-19,76.0,48.417,30.0,17.169999999999998,23.78,6.61,,213.0,172.542,125.0,3.478,10.292
2012-10-20,85.0,60.0,31.0,19.907,30.4185,10.5115,,227.0,163.083,106.0,4.542,19.167
2012-10-21,85.0,62.542,29.0,16.511,20.3315,3.8205,,247.0,181.083,132.0,5.583,31.625
2012-10-22,84.0,55.583,24.0,27.125,39.3335,12.2085,,263.0,193.125,132.0,5.5,31.083
2012-10-23,90.0,76.667,62.0,20.5835,27.6875,7.104,,210.0,162.833,135.0,3.542,10.833
2012-10-24,78.0,52.083,27.0,21.667,36.7085,15.0415,,195.0,144.833,96.0,4.625,15.0
2012-10-25,78.0,57.042,29.0,25.8955,41.7295,15.832999999999998,,210.0,150.75,102.0,5.208,18.875
2012-10-26,86.0,58.583,23.0,30.941499999999998,48.753,17.811,,233.0,163.417,99.0,5.652,23.75
2012-10-27,84.0,58.333,29.0,21.3255,30.564999999999998,9.24,,241.0,180.792,114.0,4.75,25.333
2012-10-28,91.0,82.583,62.0,13.878499999999999,18.0535,4.1745,,199.0,177.375,160.0,4.167,11.167
2012-10-29,79.0,59.417,39.0,18.1875,24.396,6.208,,203.0,164.042,112.0,4.042,12.958
2012-10-30,84.0,62.792,42.0,19.896,34.479,14.5835,,190.0,144.792,91.0,4.208,16.583
2012-10-31,83.0,59.125,31.0,23.1005,37.926500000000004,14.826,,189.0,146.167,108.0,4.909,18.783
2012-11-01,82.0,50.5,33.0,19.125,27.6875,8.5625,,183.0,147.583,125.0,3.833,18.5
2012-11-02,59.0,49.25,40.0,12.9375,16.238500000000002,3.301,,150.0,128.25,106.0,2.958,12.917
2012-11-03,70.0,45.917,28.0,8.7045,10.588999999999999,1.8840000000000001,,162.0,129.083,91.0,2.875,17.542
2012-11-04,81.0,59.667,33.0,13.8695,19.517,5.6475,,171.0,119.625,67.0,4.625,21.125
2012-11-05,73.0,61.708,51.0,24.854,41.4375,16.583,,191.0,152.667,112.0,5.125,22.042
2012-11-06,91.0,63.958,38.0,24.75,37.417,12.667000000000002,,190.0,161.292,136.0,4.833,21.708
2012-11-07,72.0,50.292,36.0,19.667,25.25,5.583,,180.0,149.708,103.0,4.708,23.958
2012-11-08,74.0,54.083,31.0,23.3535,32.8755,9.5225,,185.0,149.333,111.0,5.417,30.167
2012-11-09,84.0,64.542,43.0,26.0345,46.403,20.369,,184.0,137.417,106.0,5.739,32.455
2012-11-10,80.0,59.667,38.0,24.6215,38.7285,14.106499999999999,,162.0,130.5,104.0,5.458,23.542
2012-11-11,92.0,84.0,70.0,17.255499999999998,24.506,7.2505,,162.0,134.208,104.0,4.917,12.083
2012-11-12,92.0,55.0,34.0,19.8125,26.521,6.708,,170.0,144.583,110.0,4.458,25.458
2012-11-13,79.0,59.75,36.0,21.35,35.4775,14.1275,,178.0,133.292,105.0,4.391,24.348
2012-11-14,78.0,55.0,42.0,13.292,17.292,4.0,,130.0,106.167,88.0,3.333,15.083
2012-11-15,84.0,60.667,46.0,18.875,26.125,7.25,,111.0,97.5,74.0,4.0,9.5
2012-11-16,88.0,65.583,34.0,25.937,50.26349999999999,24.327,,165.0,105.292,58.0,5.261,13.958
2012-11-17,94.0,82.5,69.0,26.211,43.4855,17.2745,,139.0,122.083,103.0,5.292,14.583
2012-11-18,86.0,61.958,41.0,11.4585,13.5945,2.136,,148.0,117.833,69.0,4.333,16.708
2012-11-19,91.0,66.0,36.0,20.8335,36.75,15.917000000000002,,154.0,105.958,48.0,4.875,18.5
2012-11-20,73.0,49.875,34.0,21.979,28.4585,6.479,,162.0,133.333,96.0,4.333,26.125
2012-11-21,78.0,56.5,35.0,24.729,38.708,13.979,,142.0,110.375,77.0,4.875,19.375
2012-11-22,73.0,64.917,49.0,31.7825,59.3695,27.587,,144.0,117.417,95.0,6.13,28.542
2012-11-23,93.0,83.375,69.0,27.333,38.083,10.75,,124.0,111.417,95.0,5.667,25.167
2012-11-24,83.0,61.0,39.0,19.3045,26.921999999999997,7.6175,,119.0,96.708,53.0,4.792,14.083
2012-11-25,85.0,56.875,20.0,15.5225,22.526500000000002,7.0035,,160.0,88.208,28.0,4.875,16.667
2012-11-26,93.0,76.042,43.0,23.0625,39.458,16.396,,141.0,112.375,87.0,4.5,15.042
2012-11-27,83.0,55.292,42.0,18.125,27.083,8.9585,,106.0,84.125,37.0,3.792,12.458
2012-11-28,89.0,69.333,41.0,27.5415,57.0625,29.5205,,125.0,72.875,16.0,5.917,19.083
2012-11-29,91.0,72.583,55.0,36.343,86.6625,50.319500000000005,,141.0,94.208,49.0,8.261,34.625
2012-11-30,87.0,67.667,49.0,27.271,50.729,23.4585,,142.0,97.417,57.0,5.542,20.833
2012-12-01,85.0,66.958,49.0,20.345,35.316,14.971,,100.0,74.125,40.0,4.75,12.625
2012-12-02,85.0,61.292,41.0,14.536000000000001,18.864,4.328,,84.0,60.75,39.0,4.375,14.042
2012-12-03,93.0,69.125,35.0,29.104,62.479,33.375,,140.0,73.875,16.0,6.417,26.708
2012-12-04,93.0,52.833,27.0,19.4375,32.542,13.104,,114.0,88.167,57.0,4.167,19.542
2012-12-05,70.0,51.625,39.0,23.354,37.8125,14.4585,,90.0,69.708,46.0,5.042,18.125
2012-12-06,65.0,43.875,30.0,12.712,16.894,4.182,,118.0,76.708,33.0,3.478,13.045
2012-12-07,71.0,55.375,38.0,27.3505,41.428,14.078000000000001,,85.0,47.5,9.0,4.833,17.417
2012-12-08,75.0,47.0,24.0,17.5135,23.362,5.8485,,98.0,63.792,27.0,4.0,18.542
2012-12-09,91.0,57.792,29.0,8.718,10.051,1.3325,,56.0,35.625,13.0,3.542,13.75
2012-12-10,64.0,49.292,32.0,14.564499999999999,20.1465,5.5825000000000005,,73.0,46.667,22.0,3.292,9.667
2012-12-11,73.0,54.5,40.0,23.3125,30.771,7.4585,,83.0,54.792,27.0,4.417,12.125
2012-12-12,83.0,64.458,42.0,28.646,58.0,29.3545,,79.0,42.5,9.0,6.208,15.125
2012-12-13,84.0,60.708,29.0,31.854,65.1875,33.333,,103.0,49.458,9.0,6.75,23.667
2012-12-14,83.0,61.083,40.0,40.021,71.161,31.1405,,123.0,66.708,-3.0,7.435,37.542
2012-12-15,92.0,79.167,59.0,30.9465,45.048,14.1015,,171.0,120.167,83.0,6.042,30.75
2012-12-16,91.0,63.458,43.0,16.752,20.153,3.4015,,128.0,109.583,67.0,4.75,16.625
2012-12-17,86.0,72.167,44.0,30.0375,54.758,24.721,,141.0,88.958,41.0,6.167,23.417
2012-12-18,88.0,71.125,57.0,22.396,42.854,20.458,,109.0,79.458,56.0,5.333,18.417
2012-12-19,80.0,62.125,41.0,21.0625,31.979,10.9165,,67.0,42.125,6.0,4.292,9.667
2012-12-20,85.0,58.958,38.0,23.5415,43.3335,19.7915,,93.0,50.125,-8.0,4.708,15.167
2012-12-21,85.0,65.792,46.0,29.930500000000002,55.248000000000005,25.317,,87.0,59.667,21.0,5.391,18.208
2012-12-22,93.0,80.458,64.0,24.5375,35.6515,11.114,,109.0,79.458,52.0,4.583,15.625
2012-12-23,85.0,60.292,35.0,13.4375,17.831,4.3935,,93.0,57.25,24.0,4.75,22.958
2012-12-24,58.0,50.75,44.0,10.3125,11.9375,1.625,,55.0,35.625,19.0,3.25,15.625
2012-12-25,65.0,54.833,46.0,23.75,37.021,13.271,,78.0,51.833,24.0,4.625,20.0
2012-12-26,63.0,52.167,41.0,15.979,19.167,3.1875,,59.0,40.917,11.0,3.5,13.042
2012-12-27,83.0,60.25,36.0,32.2825,64.196,31.913,,64.0,21.708,-20.0,6.043,16.458
2012-12-28,91.0,74.083,63.0,32.375,60.0,27.625,,73.0,39.292,3.0,6.292,27.625
2012-12-29,93.0,74.292,48.0,27.2875,43.566,16.279,,129.0,90.125,61.0,5.958,24.625
2012-12-30,93.0,85.208,67.0,21.140500000000003,28.488500000000002,7.348,,101.0,90.292,77.0,5.667,15.667
2012-12-31,63.0,50.292,41.0,6.9165,7.9795,1.0625,,71.0,44.167,27.0,2.958,10.667
2013-01-01,54.0,45.667,40.0,8.333,8.708,0.375,,121.0,103.0,84.0,2.875,26.667
2013-01-02,76.0,52.958,35.0,10.25,11.646,1.396,,113.0,84.125,39.0,3.083,15.875
2013-01-03,88.0,62.042,33.0,15.7085,20.354,4.6455,,115.0,62.333,9.0,3.792,14.125
2013-01-04,77.0,64.625,52.0,17.413,28.435000000000002,11.021999999999998,,97.0,55.292,27.0,4.125,15.958
2013-01-05,79.0,56.167,37.0,14.0,18.771,4.771,,69.0,36.25,-1.0,2.958,7.958
2013-01-06,80.0,61.583,37.0,22.087,40.304500000000004,18.217,,84.0,33.75,-6.0,3.826,8.25
2013-01-07,80.0,56.208,29.0,33.2085,67.4375,34.229,,108.0,47.125,-13.0,5.208,17.208
2013-01-08,93.0,82.5,57.0,33.7085,66.333,32.625,,74.0,61.833,47.0,5.0,15.542
2013-01-09,92.0,69.875,56.0,19.6665,25.4375,5.771,,92.0,61.417,21.0,3.083,5.083
2013-01-10,69.0,51.208,36.0,19.229,25.75,6.521,,60.0,33.667,10.0,2.292,5.292
2013-01-11,76.0,58.417,41.0,23.761,35.891,12.13,,77.0,41.292,7.0,4.25,18.333
2013-01-12,76.0,59.083,37.0,16.5,22.458,5.958,,80.0,44.25,3.0,4.542,22.875
2013-01-13,69.0,56.333,44.0,12.896,14.9585,2.0625,,57.0,41.75,4.0,3.25,16.125
2013-01-14,79.0,55.458,35.0,25.125,42.0625,16.9375,,64.0,28.333,-15.0,3.875,10.0
2013-01-15,79.0,57.917,34.0,34.0875,65.687,31.5995,,89.0,43.625,7.0,5.087,14.375
2013-01-16,84.0,60.083,40.0,26.6875,52.4375,25.75,,93.0,45.875,-9.0,3.958,10.292
2013-01-17,75.0,60.792,44.0,28.0205,52.1665,24.146,,96.0,46.917,15.0,4.792,11.125
2013-01-18,76.0,61.958,47.0,22.4785,36.935,14.456499999999998,,73.0,41.125,6.0,4.875,25.417
2013-01-19,67.0,54.25,40.0,10.5415,13.271,2.729,,46.0,22.333,1.0,2.458,6.458
2013-01-20,89.0,58.125,35.0,38.1005,65.27799999999999,27.1775,,88.0,38.625,-20.0,5.167,23.375
2013-01-21,84.0,64.667,49.0,22.6875,29.5625,6.875,,79.0,58.708,42.0,4.417,25.042
2013-01-22,80.0,56.667,37.0,24.7085,42.021,17.3125,,63.0,36.0,4.0,4.292,14.958
2013-01-23,77.0,59.333,36.0,30.0,51.504,21.503999999999998,,88.0,46.292,-3.0,4.913,16.792
2013-01-24,84.0,68.375,42.0,28.3335,48.6665,20.3335,,117.0,49.5,-9.0,5.25,24.333
2013-01-25,91.0,64.458,28.0,38.696,73.913,35.217,,160.0,90.25,25.0,7.583,40.0
2013-01-26,90.0,66.583,48.0,14.375,15.958,1.583,,101.0,71.917,24.0,3.042,18.917
2013-01-27,74.0,47.083,28.0,19.542,25.75,6.208,,80.0,37.125,8.0,3.0,11.625
2013-01-28,83.0,61.625,35.0,27.1085,36.446,9.3375,,123.0,61.292,-8.0,4.167,18.667
2013-01-29,86.0,56.083,25.0,34.036,66.56700000000001,32.5305,,129.0,75.667,32.0,5.208,22.167
2013-01-30,91.0,80.25,58.0,39.8395,94.02250000000001,54.183,,106.0,70.042,32.0,8.0,27.435
2013-01-31,89.0,54.208,33.0,30.2085,44.9795,14.771,,132.0,101.333,60.0,4.792,26.792
2013-02-01,82.0,60.375,34.0,33.326,59.304,25.9785,,145.0,82.667,15.0,6.458,25.542
2013-02-02,89.0,76.542,59.0,22.2295,30.5415,8.3125,,178.0,120.208,88.0,5.625,27.583
2013-02-03,93.0,80.958,66.0,32.8335,60.979,28.1455,,162.0,116.333,76.0,6.125,37.917
2013-02-04,72.0,57.125,44.0,13.646,17.333,3.6875,,93.0,57.542,18.0,2.167,3.375
2013-02-05,71.0,55.917,38.0,14.2345,17.7285,3.4939999999999998,,46.0,19.208,-4.0,2.261,5.261
2013-02-06,81.0,66.25,51.0,25.0515,50.4925,25.441,,21.0,4.167,-26.0,3.75,10.083
2013-02-07,94.0,53.625,31.0,20.3545,30.7085,10.354,,56.0,27.417,3.0,2.458,7.625
2013-02-08,94.0,84.875,68.0,24.0215,32.087,8.0655,,44.0,28.583,3.0,3.208,7.0
2013-02-09,81.0,61.5,41.0,10.875,12.8955,2.021,,77.0,47.083,18.0,2.125,3.708
2013-02-10,85.0,64.667,45.0,22.958,38.5,15.542000000000002,,54.0,29.708,10.0,3.458,10.375
2013-02-11,68.0,50.708,40.0,11.7705,14.5,2.729,,49.0,20.792,-5.0,2.375,5.167
2013-02-12,71.0,57.167,36.0,25.4375,46.4375,21.0,,81.0,36.5,-8.0,3.25,9.042
2013-02-13,77.0,57.292,41.0,21.7705,28.625,6.854,,67.0,44.667,25.0,2.5,5.667
2013-02-14,93.0,86.208,57.0,26.4935,41.956,15.462499999999999,,34.0,13.417,4.0,3.261,8.458
2013-02-15,93.0,71.667,48.0,18.261,25.326,7.0655,,78.0,49.167,12.0,2.542,3.417
2013-02-16,68.0,45.458,27.0,11.146,13.083,1.9375,,96.0,59.75,17.0,3.417,21.833
2013-02-17,76.0,55.458,30.0,25.1665,42.4795,17.3125,,109.0,53.25,7.0,5.458,28.042
2013-02-18,72.0,50.167,39.0,13.412500000000001,16.4435,3.032,,47.0,34.167,24.0,2.792,11.417
2013-02-19,59.0,48.042,40.0,16.2085,19.479,3.2705,,60.0,37.125,24.0,2.958,9.917
2013-02-20,76.0,56.125,38.0,23.7465,39.9055,16.1595,,78.0,35.625,-5.0,3.913,14.5
2013-02-21,81.0,59.125,37.0,26.0835,45.458,19.375,,75.0,30.125,-11.0,4.708,15.583
2013-02-22,75.0,54.708,36.0,23.738999999999997,35.587,11.8475,,70.0,31.833,-6.0,4.667,13.792
2013-02-23,77.0,48.75,23.0,17.1045,22.9795,5.875,,93.0,38.708,-15.0,4.083,14.417
2013-02-24,73.0,51.125,26.0,31.8955,51.1875,19.292,,108.0,46.667,-11.0,5.167,18.208
2013-02-25,73.0,51.625,30.0,37.458,61.3125,23.854,,126.0,71.667,19.0,7.333,43.5
2013-02-26,75.0,49.292,25.0,38.5625,54.5625,16.0,,145.0,88.542,16.0,7.625,58.958
2013-02-27,91.0,78.542,58.0,28.167,41.021,12.854,,141.0,115.875,93.0,5.208,23.5
2013-02-28,91.0,66.042,41.0,24.417,35.5415,11.125,,148.0,119.208,91.0,5.261,31.917
2013-03-01,89.0,70.208,49.0,28.522,36.9345,8.413,,125.0,96.417,81.0,6.5,41.75
2013-03-02,90.0,72.625,54.0,15.25,17.9375,2.6875,,115.0,87.167,66.0,4.667,15.333
2013-03-03,80.0,50.458,29.0,16.0625,20.1875,4.125,,85.0,63.792,15.0,3.458,6.75
2013-03-04,76.0,52.708,26.0,25.729,39.208,13.479,,138.0,70.125,-8.0,4.25,13.917
2013-03-05,89.0,75.333,52.0,20.1455,28.5415,8.396,,96.0,79.458,40.0,4.125,12.083
2013-03-06,70.0,53.5,37.0,13.243500000000001,16.061,2.8175,,55.0,34.0,16.0,3.043,11.435
2013-03-07,70.0,47.875,34.0,17.8335,29.708,11.875,,76.0,38.958,-6.0,3.625,10.833
2013-03-08,60.0,45.625,32.0,15.478,19.564999999999998,4.0865,,79.0,50.25,20.0,3.5,12.333
2013-03-09,74.0,49.958,22.0,11.125,14.0,2.875,,98.0,61.5,23.0,4.0,18.708
2013-03-10,65.0,47.292,31.0,10.625,13.2085,2.583,,60.0,35.542,15.0,3.042,7.458
2013-03-11,63.0,42.792,16.0,23.3335,33.1665,9.833,,102.0,57.75,11.0,4.333,13.667
2013-03-12,70.0,47.208,29.0,33.3335,50.104,16.7705,,154.0,99.125,37.0,5.625,25.435
2013-03-13,92.0,78.75,62.0,30.0835,56.521,26.4375,,129.0,101.542,72.0,5.208,20.833
2013-03-14,66.0,54.875,38.0,13.354,16.375,3.0205,,87.0,61.625,37.0,3.0,7.958
2013-03-15,75.0,50.208,28.0,21.174,30.152,8.978,,103.0,59.542,16.0,4.375,20.083
2013-03-16,70.0,50.958,34.0,20.979,26.479,5.5,,160.0,108.833,39.0,5.25,40.125
2013-03-17,81.0,57.125,29.0,33.604,45.9795,12.375,,188.0,123.75,63.0,6.208,49.542
2013-03-18,78.0,69.792,60.0,34.75,54.0415,19.2915,,180.0,130.25,90.0,5.625,35.708
2013-03-19,70.0,44.75,15.0,24.651999999999997,33.7825,9.1305,,165.0,114.708,66.0,4.478,24.458
2013-03-20,91.0,82.333,53.0,29.9375,40.4375,10.5,,118.0,100.958,76.0,4.583,16.292
2013-03-21,66.0,51.708,35.0,8.146,9.8125,1.6665,,90.0,65.875,46.0,2.458,5.792
2013-03-22,66.0,47.333,29.0,15.391000000000002,19.3915,4.0,,111.0,73.042,40.0,3.208,9.625
2013-03-23,76.0,49.958,25.0,18.208,22.375,4.1665,,157.0,99.167,31.0,4.75,25.208
2013-03-24,80.0,47.792,18.0,36.875,51.5,14.625,,186.0,119.708,50.0,6.958,47.458
2013-03-25,69.0,47.583,30.0,38.9585,53.9795,15.021,,196.0,151.292,89.0,5.458,32.833
2013-03-26,92.0,88.542,65.0,37.958,65.146,27.1875,,146.0,135.958,123.0,6.522,26.708
2013-03-27,93.0,68.542,41.0,22.6875,30.8125,8.125,,156.0,136.5,82.0,4.0,22.75
2013-03-28,87.0,53.708,12.0,31.8125,45.771,13.957999999999998,,208.0,130.292,52.0,5.333,33.0
2013-03-29,87.0,56.583,30.0,24.891,35.0435,10.152,,222.0,160.0,114.0,4.833,20.625
2013-03-30,93.0,76.167,51.0,10.6875,12.7085,2.021,,168.0,148.0,133.0,3.417,7.042
2013-03-31,62.0,41.5,21.0,12.9585,15.0415,2.0835,,168.0,129.958,100.0,3.417,15.583
2013-04-01,77.0,43.958,16.0,25.896,37.5835,11.6875,,192.0,115.833,48.0,4.667,18.417
2013-04-02,91.0,68.458,48.0,28.875,41.604,12.729,,173.0,132.667,87.0,5.042,21.833
2013-04-03,91.0,63.625,46.0,20.375,24.9375,4.5625,,154.0,126.292,93.0,3.792,17.083
2013-04-04,85.0,50.333,16.0,35.7175,49.217,13.5,,223.0,143.833,69.0,5.87,29.833
2013-04-05,78.0,54.458,21.0,30.2085,40.583,10.375,,240.0,169.125,93.0,5.208,26.583
2013-04-06,88.0,74.375,62.0,17.4785,26.174,8.696,,193.0,167.375,144.0,3.792,11.375
2013-04-07,86.0,61.625,42.0,5.5625,6.0415,0.479,,155.0,117.958,85.0,2.958,4.333
2013-04-08,65.0,45.208,27.0,19.979,25.375,5.396,,166.0,115.375,65.0,3.917,13.167
2013-04-09,73.0,47.958,29.0,21.875,33.0835,11.2085,,189.0,136.667,78.0,4.125,22.25
2013-04-10,52.0,35.833,25.0,13.083,16.125,3.0415,,136.0,118.0,83.0,3.292,16.458
2013-04-11,73.0,52.042,30.0,17.0225,21.817999999999998,4.7955,,132.0,90.667,61.0,3.955,19.435
2013-04-12,77.0,52.0,29.0,19.3955,29.125,9.7295,,136.0,97.0,49.0,4.292,18.458
2013-04-13,76.0,44.167,18.0,20.804499999999997,29.6085,8.804499999999999,,162.0,106.25,42.0,4.708,19.792
2013-04-14,66.0,47.875,32.0,10.634,13.027999999999999,2.394,,218.0,155.875,74.0,4.042,29.542
2013-04-15,74.0,44.25,19.0,16.8125,19.3545,2.542,,210.0,174.125,136.0,3.5,26.042
2013-04-16,65.0,44.333,24.0,34.3545,44.5835,10.229,,238.0,182.583,109.0,4.875,32.0
2013-04-17,76.0,58.042,30.0,35.485,46.9785,11.492999999999999,,235.0,191.458,147.0,4.739,33.13
2013-04-18,83.0,58.875,39.0,25.9375,39.0415,13.104500000000002,,239.0,185.583,124.0,4.167,27.167
2013-04-19,76.0,38.875,22.0,9.4375,11.1665,1.729,,146.0,118.208,83.0,3.042,16.542
2013-04-20,90.0,50.833,18.0,16.8695,22.587000000000003,5.717499999999999,,160.0,100.583,48.0,4.042,20.875
2013-04-21,92.0,64.458,38.0,6.5985,7.5865,0.988,,132.0,91.875,67.0,3.0,4.792
2013-04-22,80.0,43.333,22.0,17.942999999999998,27.394,9.4505,,162.0,107.375,37.0,3.75,13.917
2013-04-23,67.0,48.417,25.0,28.8045,39.6255,10.8215,,181.0,130.208,61.0,4.583,19.0
2013-04-24,92.0,84.696,71.0,33.4975,47.4375,13.94,,167.0,152.87,129.0,4.917,15.913
2013-04-25,86.0,43.333,12.0,28.854,39.0625,10.2085,,228.0,167.583,96.0,5.0,21.875
2013-04-26,76.0,51.875,29.0,19.9585,25.0,5.042,,182.0,145.917,122.0,4.375,26.458
2013-04-27,59.0,40.167,25.0,15.283000000000001,18.3695,3.087,,189.0,151.0,114.0,4.208,23.125
2013-04-28,72.0,44.292,23.0,13.2295,15.104,1.875,,210.0,154.208,89.0,4.375,19.708
2013-04-29,69.0,46.167,23.0,17.75,20.5415,2.792,,240.0,178.75,103.0,4.917,26.083
2013-04-30,88.0,66.792,47.0,23.625,29.6045,5.979,,204.0,162.625,130.0,4.25,22.25
2013-05-01,86.0,56.667,39.0,13.216999999999999,19.6525,6.4345,,159.0,127.208,95.0,3.043,9.792
2013-05-02,66.0,48.625,31.0,10.5835,12.6665,2.083,,157.0,119.792,85.0,2.875,6.25
2013-05-03,75.0,49.792,27.0,11.5625,14.5625,3.0,,192.0,134.583,68.0,3.5,12.333
2013-05-04,77.0,52.167,23.0,11.870000000000001,14.261,2.391,,210.0,150.208,91.0,4.0,18.625
2013-05-05,80.0,49.375,22.0,12.5835,14.479,1.896,,217.0,161.667,93.0,4.5,25.75
2013-05-06,68.0,44.5,22.0,13.3125,15.4585,2.1455,,244.0,183.708,106.0,3.917,27.625
2013-05-07,55.0,40.833,24.0,7.25,8.708,1.4585,,177.0,148.375,112.0,2.208,12.292
2013-05-08,71.0,41.792,23.0,21.8955,29.9165,8.021,,213.0,152.625,74.0,3.5,14.25
2013-05-09,66.0,34.625,10.0,33.375,43.184,9.809000000000001,,273.0,194.5,103.0,5.043,21.348
