date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,NMHC_mean,THC_mean
2011-01-01,26.771,40.521,13.75,,5.708,23.604,199.833,23.333,223.167
2011-01-02,17.084,24.146,7.062,,4.458,17.021,191.958,15.458,207.417
2011-01-03,13.146,16.979,3.834,,3.25,7.875,186.917,9.625,196.542
2011-01-04,19.416,26.667,7.25,,4.667,12.958,190.417,15.333,205.75
2011-01-05,25.896,46.062,20.166,,4.208,11.208,193.667,19.208,212.875
2011-01-06,36.662,63.021,26.358,,6.304,15.951,195.435,24.565,220.0
2011-01-07,18.438,29.417,10.979,,3.875,9.334,189.375,11.708,201.083
2011-01-08,16.604,22.916,6.312,,4.208,9.27,190.458,11.833,202.292
2011-01-09,34.834,62.146,27.312,,9.625,23.77,200.458,28.208,228.667
2011-01-10,41.125,76.02,34.896,,7.792,24.229,198.958,31.667,230.625
2011-01-11,28.446,50.208,21.763,,5.783,21.4,191.25,21.042,212.292
2011-01-12,30.261,63.193,32.932,,5.792,14.938,196.652,27.478,224.13
2011-01-13,40.104,88.125,48.021,,7.042,19.604,196.75,40.292,237.042
2011-01-14,28.667,56.75,28.083,,6.042,16.5,195.833,23.625,219.458
2011-01-15,27.334,44.834,17.5,,7.625,16.708,198.208,23.25,221.458
2011-01-16,28.282,46.848,18.565,,5.348,18.818,190.391,13.609,204.0
2011-01-17,29.521,49.062,19.542,,7.5,17.604,188.708,13.75,202.458
2011-01-18,49.792,110.584,60.792,,10.958,33.188,201.417,43.875,245.292
2011-01-19,31.125,52.208,21.083,,6.875,28.292,192.542,20.0,212.542
2011-01-20,21.125,34.416,13.292,,4.167,17.5,185.826,14.522,200.348
2011-01-21,18.458,29.854,11.396,,3.333,9.75,184.125,13.5,197.625
2011-01-22,19.979,38.438,18.458,,3.875,11.188,192.083,23.292,215.375
2011-01-23,32.834,111.771,78.938,,6.083,18.334,205.917,40.125,246.042
2011-01-24,27.196,46.804,19.608,,5.435,12.13,190.5,16.318,206.818
2011-01-25,33.458,72.458,39.0,,6.042,20.646,197.125,27.083,224.208
2011-01-26,31.083,51.833,20.75,,4.917,15.542,195.458,19.625,215.083
2011-01-27,35.5,70.958,35.458,,5.458,18.625,200.5,27.292,227.792
2011-01-28,25.125,40.666,15.542,,4.958,17.542,194.917,18.708,213.625
2011-01-29,11.812,16.625,4.812,,4.0,11.125,191.833,11.208,203.042
2011-01-30,29.458,49.229,19.771,,5.261,12.626,194.625,17.625,212.25
2011-01-31,34.927,65.945,31.017,,6.708,15.978,196.364,24.5,220.864
2011-02-01,16.792,23.229,6.438,,5.417,18.979,191.458,12.333,203.792
2011-02-02,21.438,33.292,11.854,,4.083,12.02,190.0,12.458,202.458
2011-02-03,35.125,69.396,34.271,,7.042,14.271,200.208,25.833,226.042
2011-02-04,32.146,67.292,35.146,,5.083,17.292,201.0,29.042,230.042
2011-02-05,32.73,53.438,20.708,,9.208,24.688,203.542,29.625,233.167
2011-02-06,40.584,67.479,26.896,,5.667,39.812,199.458,33.167,232.625
2011-02-07,31.478,62.37,30.891,,4.174,44.091,193.826,29.304,223.13
2011-02-08,26.25,43.146,16.896,,5.542,11.711,191.167,18.667,209.833
2011-02-09,23.771,35.542,11.771,,3.792,11.604,190.667,17.167,207.833
2011-02-10,39.125,75.146,36.021,,8.75,19.146,195.333,34.583,229.917
2011-02-11,26.896,39.729,12.834,,6.875,17.48,193.542,24.583,218.125
2011-02-12,16.646,24.23,7.583,,4.25,14.416,192.292,19.542,211.833
2011-02-13,39.408,68.868,29.46,,11.042,25.138,193.667,23.571,217.238
2011-02-14,35.114,53.718,18.604,,5.5,36.562,191.042,27.708,218.75
2011-02-15,33.667,70.979,37.312,,7.25,26.896,193.208,27.625,220.833
2011-02-16,24.812,40.375,15.562,,5.833,16.792,185.958,10.625,196.583
2011-02-17,33.792,54.979,21.188,,6.792,25.375,189.542,25.25,214.792
2011-02-18,16.188,25.104,8.917,,4.208,11.938,186.583,12.5,199.083
2011-02-19,23.417,34.958,11.542,,5.333,15.354,194.833,17.667,212.5
2011-02-20,37.25,59.104,21.854,,6.792,18.896,195.792,23.75,219.542
2011-02-21,46.804,77.37,30.566,,8.043,25.718,197.87,30.783,228.652
2011-02-22,28.125,39.354,11.23,,8.625,30.042,190.583,12.75,203.333
2011-02-23,35.688,73.334,37.646,,5.542,33.229,192.125,35.0,227.125
2011-02-24,32.396,45.229,12.833,,9.625,30.812,190.5,19.25,209.75
2011-02-25,27.875,39.729,11.855,,5.375,22.771,191.083,18.167,209.25
2011-02-26,20.23,27.312,7.083,,6.167,15.0,189.917,12.292,202.208
2011-02-27,15.023,24.454,9.432,,3.409,13.522,186.773,10.545,197.318
2011-02-28,25.25,39.354,14.104,,5.917,14.771,188.625,10.292,198.917
2011-03-01,35.021,68.021,33.0,,5.833,19.979,191.583,26.75,218.333
2011-03-02,36.208,77.958,41.75,,5.375,21.458,194.292,31.917,226.208
2011-03-03,21.083,29.604,8.52,,13.375,17.708,188.292,10.625,198.917
2011-03-04,18.166,23.625,5.458,,8.292,23.375,190.292,10.083,200.375
2011-03-05,29.875,51.375,21.5,,3.375,12.688,193.208,23.75,216.958
2011-03-06,43.022,118.282,75.261,,8.087,34.694,210.5,52.909,263.409
2011-03-07,32.229,54.771,22.542,,8.75,36.208,198.458,24.708,223.167
2011-03-08,34.334,51.334,17.0,,6.958,24.396,196.375,18.042,214.417
2011-03-09,27.708,43.208,15.5,,4.5,20.938,194.875,20.625,215.5
2011-03-10,19.23,27.646,8.416,,3.542,8.166,190.625,12.0,202.625
2011-03-11,22.146,29.688,7.542,,5.958,18.396,195.167,14.833,210.0
2011-03-12,18.77,29.146,10.375,,4.083,11.02,191.125,11.958,203.083
2011-03-13,19.812,26.854,7.042,,4.625,10.584,192.583,12.417,205.0
2011-03-14,33.69,49.716,16.025,,7.091,16.252,193.333,17.571,210.905
2011-03-15,26.458,42.458,16.0,,5.208,22.416,191.625,19.917,211.542
2011-03-16,25.542,37.771,12.23,,6.25,21.021,189.458,13.75,203.208
2011-03-17,43.875,75.416,31.542,,5.25,40.916,197.125,42.125,239.25
2011-03-18,36.083,61.125,25.042,,6.792,42.458,201.667,38.542,240.208
2011-03-19,26.0,40.792,14.792,,5.667,16.688,189.333,18.125,207.458
2011-03-20,26.208,37.625,11.417,,6.167,17.938,189.667,20.583,210.25
2011-03-21,24.108,36.826,12.718,,4.5,14.313,188.773,14.091,202.864
2011-03-22,55.625,106.73,51.104,,12.542,32.434,199.708,41.208,240.917
2011-03-23,46.062,74.208,28.146,,6.5,34.438,192.0,28.458,220.458
2011-03-24,35.77,64.771,29.0,,6.0,17.917,190.542,30.125,220.667
2011-03-25,22.854,30.958,8.104,,5.833,12.604,192.042,19.333,211.375
2011-03-26,35.478,56.747,21.269,,6.261,16.456,194.304,26.087,220.391
2011-03-27,31.25,44.167,12.916,,6.667,18.916,192.708,17.917,210.625
2011-03-28,30.667,44.375,13.708,,7.542,30.812,193.375,21.542,214.917
2011-03-29,21.48,32.166,10.688,,6.0,21.688,189.875,10.958,200.833
2011-03-30,6.292,7.98,1.688,,4.667,18.708,186.542,5.583,192.125
2011-03-31,7.75,10.625,2.875,,4.083,17.604,183.542,6.083,189.625
2011-04-01,26.625,42.271,15.646,,7.292,23.583,,,
2011-04-02,36.771,48.52,11.75,,9.125,34.479,,,
2011-04-03,13.166,19.354,6.188,,5.708,17.375,,,
2011-04-04,19.87,28.662,8.792,,6.25,17.062,,,
2011-04-05,32.525,48.006,15.481,,6.522,18.348,,,
2011-04-06,36.375,60.833,24.458,,8.25,27.854,,,
2011-04-07,14.08,21.997,7.916,,5.417,21.312,,,
2011-04-08,5.584,7.5,1.916,,4.083,18.208,,,
2011-04-09,7.958,10.979,3.02,,3.917,17.875,,,
2011-04-10,17.02,21.771,4.75,,9.417,22.52,,,
2011-04-11,23.417,32.708,9.292,,6.167,29.584,,,
