date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CO_mean
2011-01-01,12.5,15.688,3.188,,2.479,12.104,3.708
2011-01-02,4.938,6.125,1.188,,2.312,14.77,2.833
2011-01-03,8.354,10.396,2.042,,3.292,15.354,2.917
2011-01-04,5.875,7.208,1.334,,5.604,22.958,3.125
2011-01-05,14.208,19.292,5.083,,2.562,9.375,2.917
2011-01-06,22.083,32.271,10.188,,3.125,13.312,3.583
2011-01-07,9.292,11.688,2.396,,2.102,8.666,2.333
2011-01-08,13.271,17.417,4.146,,2.084,8.292,2.875
2011-01-09,16.375,21.75,5.375,,3.458,19.334,3.625
2011-01-10,23.122,34.462,11.339,,3.5,28.626,5.043
2011-01-11,12.229,15.542,3.312,,4.25,23.333,3.167
2011-01-12,16.771,22.562,5.792,,2.375,9.396,3.0
2011-01-13,18.208,25.854,7.646,,3.834,14.27,3.75
2011-01-14,15.125,18.292,3.167,,5.896,31.438,4.292
2011-01-15,13.708,16.979,3.271,,3.229,15.958,3.0
2011-01-16,13.354,16.25,2.896,,2.292,11.792,2.417
2011-01-17,14.375,22.0,7.625,,2.104,10.104,2.625
2011-01-18,25.792,43.792,18.0,,2.604,15.354,4.125
2011-01-19,21.75,27.312,5.562,,2.034,15.145,2.542
2011-01-20,13.334,15.708,2.375,,1.334,8.708,2.042
2011-01-21,11.875,14.125,2.25,,1.542,11.583,1.958
2011-01-22,15.396,19.584,4.188,,2.229,15.042,2.958
2011-01-23,9.761,12.348,2.587,,2.435,8.565,2.19
2011-01-24,13.708,18.688,4.979,,2.584,8.084,2.5
2011-01-25,12.834,16.916,4.084,,4.354,17.375,3.25
2011-01-26,14.521,18.98,4.458,,3.125,8.708,2.875
2011-01-27,16.479,21.188,4.708,,5.771,23.208,3.625
2011-01-28,14.0,16.604,2.604,,4.938,20.334,3.333
2011-01-29,10.938,13.062,2.125,,2.458,7.188,2.583
2011-01-30,20.02,27.708,7.688,,2.583,10.271,3.542
2011-01-31,19.334,28.75,9.417,,2.896,10.729,3.458
2011-02-01,14.584,18.48,3.896,,3.854,18.958,3.625
2011-02-02,7.458,9.396,1.938,,2.604,7.52,2.333
2011-02-03,16.958,24.688,7.729,,3.352,13.021,3.917
2011-02-04,13.584,17.562,3.98,,5.104,19.896,3.458
2011-02-05,15.562,18.833,3.271,,6.375,37.896,4.667
2011-02-06,12.27,14.417,2.146,,3.292,29.625,3.125
2011-02-07,17.022,21.326,4.304,,2.392,17.304,3.87
2011-02-08,11.354,14.979,3.625,,2.479,19.292,2.5
2011-02-09,14.333,19.375,5.042,,2.792,19.084,3.125
2011-02-10,19.834,28.438,8.604,,3.229,18.084,3.542
2011-02-11,10.25,12.708,2.458,,2.612,14.938,2.708
2011-02-12,9.146,11.104,1.958,,2.792,16.354,2.542
2011-02-13,19.771,23.708,3.938,,2.04,21.792,3.417
2011-02-14,24.083,32.771,8.688,,1.625,18.542,4.0
2011-02-15,17.062,22.542,5.479,,2.062,21.896,3.667
2011-02-16,17.417,22.771,5.354,,3.333,18.375,3.042
2011-02-17,13.25,18.354,5.104,,2.762,16.979,3.0
2011-02-18,7.604,9.334,1.729,,2.0,13.062,2.333
2011-02-19,12.875,16.396,3.52,,2.254,20.104,3.167
2011-02-20,23.574,34.085,10.512,,2.664,18.964,4.304
2011-02-21,34.125,49.0,14.875,,4.104,26.375,5.0
2011-02-22,15.916,20.479,4.562,,2.958,28.292,3.083
2011-02-23,14.896,21.25,6.354,,1.896,22.729,3.375
2011-02-24,8.125,9.27,1.146,,3.75,38.021,2.667
2011-02-25,19.0,24.5,5.5,,2.729,38.312,4.042
2011-02-26,6.354,7.771,1.416,,1.956,18.584,1.958
2011-02-27,12.208,15.042,2.833,,1.979,15.125,2.583
2011-02-28,13.125,16.958,3.834,,2.208,10.98,2.5
2011-03-01,22.834,30.375,7.542,,2.708,17.666,3.5
2011-03-02,20.646,29.625,8.98,,2.271,22.708,3.333
2011-03-03,5.604,6.875,1.271,,2.604,24.312,2.0
2011-03-04,7.938,9.375,1.438,,2.084,21.708,2.333
2011-03-05,18.378,26.546,8.168,,1.74,14.108,3.739
2011-03-06,23.271,37.792,14.52,,2.938,16.438,5.542
2011-03-07,9.958,11.438,1.479,,4.062,33.312,4.167
2011-03-08,12.98,16.396,3.417,,4.167,34.312,5.167
2011-03-09,14.312,17.666,3.354,,2.584,23.334,4.167
2011-03-10,7.77,9.604,1.834,,2.271,20.438,2.792
2011-03-11,5.812,7.312,1.5,,3.062,22.48,2.625
2011-03-12,8.188,10.646,2.458,,2.75,22.77,2.5
2011-03-13,10.52,13.125,2.604,,2.312,19.666,2.5
2011-03-14,20.146,27.584,7.438,,3.416,18.271,3.792
2011-03-15,15.208,19.562,4.354,,4.604,20.334,3.417
2011-03-16,14.479,18.562,4.083,,3.084,16.625,2.737
2011-03-17,16.25,20.604,4.354,,2.562,17.318,3.083
2011-03-18,16.75,20.334,3.584,,3.042,28.708,4.583
2011-03-19,5.956,7.37,1.413,,1.978,9.393,1.565
2011-03-20,10.562,13.188,2.625,,2.708,15.979,2.333
2011-03-21,7.5,9.236,1.736,,3.062,14.812,1.875
2011-03-22,25.444,40.375,14.93,,4.812,19.879,3.292
2011-03-23,11.854,13.604,1.75,,2.0,11.562,2.125
2011-03-24,10.708,12.708,2.0,,2.667,17.438,3.583
2011-03-25,5.584,6.792,1.208,,2.979,17.27,2.375
2011-03-26,12.646,15.334,2.688,,2.604,12.208,2.542
2011-03-27,19.354,24.875,5.521,,4.02,23.916,3.667
2011-03-28,15.73,19.23,3.5,,5.5,31.375,3.417
2011-03-29,19.542,23.916,4.375,,4.458,23.542,3.667
2011-03-30,17.792,22.521,4.73,,3.938,18.0,3.25
2011-03-31,10.25,12.271,2.021,,2.062,12.083,2.167
2011-04-01,18.834,22.5,3.666,,5.271,29.083,3.708
2011-04-02,14.0,16.729,2.73,,5.438,32.292,3.458
2011-04-03,4.208,5.229,1.021,,2.708,10.521,2.792
2011-04-04,8.896,10.98,2.084,,2.521,11.604,3.542
2011-04-05,12.667,15.812,3.146,,3.312,16.666,4.792
2011-04-06,17.717,21.326,3.608,,4.478,20.0,4.136
2011-04-07,11.875,14.812,2.938,,3.208,16.355,2.417
2011-04-08,17.688,21.271,3.584,,2.25,19.73,2.542
2011-04-09,9.812,11.833,2.021,,1.312,16.25,2.333
2011-04-10,9.125,10.75,1.625,,4.312,32.542,3.167
2011-04-11,9.666,11.834,2.167,,4.73,30.979,3.0
2011-04-12,10.616,12.954,2.338,,3.354,24.812,3.458
2011-04-13,14.916,18.292,3.375,,4.688,26.833,4.583
2011-04-14,18.208,21.916,3.708,,6.792,34.416,5.208
2011-04-15,16.708,19.667,2.958,,5.458,37.042,4.375
2011-04-16,8.666,11.396,2.729,,2.875,32.438,2.708
2011-04-17,4.875,6.042,1.166,,3.0,15.292,2.458
2011-04-18,7.708,9.312,1.604,,2.708,21.729,2.25
