date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,THC_mean,SPM_mean,PM25_mean,CO_mean
2014-12-24,193.738,24.499,22.166,39.154,16.988,4.434,218.237,,27.222,6.019
2014-12-25,191.625,13.292,13.557,16.576,3.019,4.982,204.917,,23.815,3.63
2014-12-26,191.903,13.444,14.479,19.064,4.585,3.263,205.347,,10.774,3.722
2014-12-27,192.75,17.167,14.063,19.323,5.26,3.151,209.917,,12.926,4.034
2014-12-28,193.759,23.491,16.511,22.148,5.637,2.726,217.25,,23.407,5.111
2014-12-29,192.917,13.986,12.922,19.081,6.159,4.353,206.903,,27.588,4.667
2014-12-30,195.111,14.903,14.294,16.67,2.376,6.39,210.014,,38.347,5.028
2014-12-31,193.236,15.028,12.843,16.235,3.392,4.765,208.264,,25.87,4.514
2015-01-01,200.708,12.639,10.13,12.113,1.983,3.454,213.347,,16.903,5.097
2015-01-02,198.736,15.0,12.742,15.243,2.5,4.002,213.736,,23.38,5.667
2015-01-03,198.333,18.07,15.025,19.421,4.396,4.568,216.403,,29.116,6.425
2015-01-04,197.922,16.277,13.814,19.725,5.912,4.012,214.198,,32.894,6.09
2015-01-05,199.073,17.371,17.702,22.982,5.28,3.726,216.445,,37.801,6.109
2015-01-06,195.958,17.236,16.122,24.54,8.418,4.202,213.195,,20.241,4.611
2015-01-07,193.083,9.833,10.244,12.658,2.414,3.673,202.917,,14.181,3.57
2015-01-08,193.112,13.148,14.653,21.513,6.86,3.844,206.26,,14.893,3.764
2015-01-09,193.181,11.139,12.698,16.559,3.86,4.39,204.319,,13.764,3.708
2015-01-10,192.917,12.278,9.786,11.895,2.109,3.95,205.195,,14.583,3.805
2015-01-11,193.889,12.625,12.767,15.43,2.664,4.559,206.514,,21.121,4.551
2015-01-12,191.188,10.461,10.041,13.494,3.453,2.877,201.65,,7.921,3.772
2015-01-13,193.543,12.137,14.26,20.157,5.897,3.585,205.68,,9.31,3.537
2015-01-14,194.195,13.181,15.742,23.139,7.397,3.809,207.375,,13.713,3.875
2015-01-15,195.514,13.292,15.045,20.323,5.278,3.816,208.805,,17.986,4.417
2015-01-16,197.728,19.624,21.153,29.456,8.303,4.259,217.353,,24.588,6.819
2015-01-17,194.139,14.833,14.348,18.233,3.885,3.268,208.972,,20.25,5.333
2015-01-18,189.338,8.162,7.595,9.499,1.904,3.068,197.5,,8.989,2.972
2015-01-19,190.944,5.819,6.445,8.09,1.645,4.134,196.764,,7.662,2.284
2015-01-20,193.903,8.542,9.406,12.152,2.746,3.292,202.445,,7.676,3.13
2015-01-21,195.333,15.153,17.154,25.441,8.287,3.379,210.486,,10.935,4.404
2015-01-22,193.375,11.278,11.703,15.627,3.923,2.775,204.653,,7.486,3.653
2015-01-23,195.5,12.194,11.938,15.877,3.939,4.446,207.694,,19.912,4.542
2015-01-24,194.692,6.857,4.108,5.061,0.953,3.728,201.549,,9.37,2.653
2015-01-25,198.083,11.139,12.353,15.819,3.466,3.993,209.222,,14.097,3.708
2015-01-26,197.166,16.784,19.336,33.531,14.196,4.572,213.951,,17.634,5.0
2015-01-27,199.167,17.486,20.15,27.175,7.025,4.965,216.653,,25.255,5.286
2015-01-28,197.778,19.972,26.374,37.927,11.553,4.543,217.75,,34.819,5.398
2015-01-29,193.764,17.583,18.694,23.254,4.559,2.432,211.347,,15.361,5.758
2015-01-30,192.097,12.375,9.201,10.775,1.574,2.562,204.472,,5.792,3.514
2015-01-31,196.43,13.667,12.045,15.172,3.126,3.459,210.097,,12.509,4.764
2015-02-01,200.455,13.865,15.209,18.005,2.796,5.642,214.32,,34.199,5.445
2015-02-02,194.653,12.056,14.854,19.482,4.628,3.773,206.708,,8.417,3.875
2015-02-03,196.296,20.2,17.352,25.757,8.405,3.498,216.496,,9.37,4.875
2015-02-04,196.458,17.597,18.675,30.97,12.295,4.738,214.056,,16.023,5.118
2015-02-05,195.444,18.611,21.68,29.681,8.002,5.208,214.056,,20.494,5.211
2015-02-06,194.958,11.653,13.959,17.694,3.734,4.353,206.611,,15.06,4.153
2015-02-07,194.472,10.334,8.349,9.746,1.398,3.156,204.806,,10.306,3.57
2015-02-08,195.708,14.833,13.669,19.07,5.401,4.37,210.542,,13.0,4.042
2015-02-09,195.4,9.973,10.923,12.69,1.768,4.473,205.373,,20.438,3.556
2015-02-10,197.513,12.431,18.22,23.181,4.961,4.642,209.944,,17.195,4.792
2015-02-11,197.711,15.834,16.882,21.839,4.957,4.382,213.546,,17.565,4.472
2015-02-12,198.292,25.347,23.505,32.775,9.27,4.253,223.639,,19.106,5.635
2015-02-13,191.528,19.625,20.499,29.82,9.321,2.623,211.153,,15.593,4.903
2015-02-14,192.583,12.639,13.985,19.421,5.437,3.759,205.222,,16.681,4.958
2015-02-15,193.667,6.555,5.416,6.937,1.521,3.487,200.222,,9.611,2.736
2015-02-16,193.725,7.288,10.338,12.753,2.415,4.289,201.013,,10.986,3.514
2015-02-17,192.789,9.534,8.798,10.875,2.077,3.855,202.324,,13.282,3.472
2015-02-18,195.5,18.375,20.907,30.86,9.953,5.208,213.875,,16.021,5.236
2015-02-19,195.472,23.175,24.009,38.663,14.654,5.184,218.646,,19.906,5.708
2015-02-20,190.667,15.389,16.11,19.039,2.929,2.862,206.056,,16.477,4.178
2015-02-21,191.25,7.0,4.731,5.579,0.848,3.386,198.25,,12.717,2.985
2015-02-22,193.139,9.458,14.202,17.183,2.981,4.349,202.597,,9.836,3.514
2015-02-23,192.937,13.048,19.576,24.097,4.521,4.733,205.985,,16.633,4.097
2015-02-24,192.68,8.236,6.316,7.377,1.062,2.789,200.917,,9.963,2.833
2015-02-25,192.617,9.875,9.353,12.175,2.822,3.55,202.492,,9.114,3.18
2015-02-26,194.75,14.139,17.893,22.124,4.23,5.02,208.889,,22.36,4.766
2015-02-27,196.276,18.379,20.211,25.764,5.553,5.649,214.655,,35.222,5.583
2015-02-28,195.653,16.167,14.799,17.239,2.439,5.162,211.82,,37.815,5.311
2015-03-01,194.25,9.375,9.833,11.674,1.841,4.071,203.625,,17.426,3.586
2015-03-02,194.333,12.139,18.73,23.196,4.466,5.634,206.472,,20.138,4.208
2015-03-03,195.347,19.653,24.347,34.006,9.659,6.321,215.0,,25.111,5.125
2015-03-04,195.283,27.167,30.439,41.812,11.373,6.237,222.45,,32.537,6.25
2015-03-05,191.625,25.847,22.381,35.435,13.054,6.761,217.472,,32.028,5.875
2015-03-06,181.95,13.974,11.545,13.391,1.846,4.603,195.924,,18.926,3.431
2015-03-07,186.005,22.225,18.716,26.134,7.417,5.781,208.23,,21.826,4.666
2015-03-08,188.583,20.138,16.235,31.152,14.917,5.789,208.721,,29.273,4.971
2015-03-09,187.931,11.555,7.683,9.185,1.502,2.584,199.486,,10.518,3.523
2015-03-10,190.319,10.125,9.709,11.535,1.826,3.355,200.445,,10.296,2.903
2015-03-11,190.722,9.431,6.823,8.566,1.743,3.32,200.153,,8.62,2.889
2015-03-12,191.965,8.071,9.852,11.915,2.063,3.974,200.036,,10.745,3.556
2015-03-13,190.583,8.222,9.711,11.12,1.409,3.533,198.806,,11.903,3.361
2015-03-14,187.504,6.701,8.276,9.556,1.279,2.594,194.205,,17.653,3.667
2015-03-15,190.625,9.347,15.388,18.474,3.086,4.259,199.972,,23.454,4.37
2015-03-16,189.819,13.375,22.385,28.554,6.168,6.042,203.194,,16.238,4.265
2015-03-17,189.264,17.708,26.148,37.359,11.211,7.748,206.972,,22.097,5.562
2015-03-18,183.333,15.056,22.171,27.521,5.35,4.517,198.389,,20.268,4.18
2015-03-19,183.583,11.25,15.667,22.123,6.456,4.645,194.834,,22.653,4.333
2015-03-20,190.911,8.404,5.888,6.89,1.002,4.487,199.315,,17.412,3.389
2015-03-21,190.528,7.347,6.603,7.904,1.302,4.281,197.875,,7.838,2.944
2015-03-22,192.677,14.33,20.089,26.536,6.448,7.521,207.006,,12.912,3.972
2015-03-23,192.847,16.028,19.324,27.293,7.969,7.33,208.875,,18.208,3.943
2015-03-24,192.139,6.07,4.944,5.992,1.048,3.232,198.208,,8.921,2.38
2015-03-25,192.952,7.208,9.965,12.106,2.141,3.879,200.16,,7.625,2.71
2015-03-26,193.639,10.972,13.325,15.87,2.545,4.401,204.611,,12.102,4.111
2015-03-27,193.347,10.847,11.467,13.444,1.977,5.969,204.194,,17.945,3.861
2015-03-28,192.501,11.48,16.407,18.88,2.473,5.484,203.982,,24.675,4.014
2015-03-29,194.764,15.847,23.255,27.665,4.41,7.921,210.611,,37.37,4.833
2015-03-30,194.472,17.583,22.676,27.289,4.613,8.84,212.055,,32.896,4.639
2015-03-31,192.903,16.25,22.191,27.49,5.299,8.513,209.153,,38.816,4.831
2015-04-01,189.375,18.569,28.89,41.078,12.188,7.349,207.944,,30.505,5.194
2015-04-02,187.389,9.153,8.306,9.348,1.042,4.82,196.542,,10.94,3.412
2015-04-03,185.803,18.68,19.387,26.654,7.267,3.754,204.482,,14.083,4.666
2015-04-04,188.497,12.673,10.77,13.635,2.865,4.748,201.17,,8.416,3.722
2015-04-05,188.417,15.278,17.25,22.585,5.335,5.127,203.695,,16.884,4.431
2015-04-06,189.772,15.648,14.719,20.088,5.37,3.392,205.42,,10.931,3.931
2015-04-07,188.917,7.75,4.196,5.283,1.087,2.8,196.667,,8.361,2.232
2015-04-08,189.917,7.611,5.459,6.961,1.501,3.503,197.528,,11.153,2.067
2015-04-09,190.222,10.903,11.339,13.635,2.296,3.54,201.125,,12.287,2.403
2015-04-10,190.042,13.68,14.034,16.317,2.283,2.29,203.722,,10.255,3.295
2015-04-11,188.926,11.312,10.278,12.834,2.555,4.204,200.238,,10.593,2.611
2015-04-12,188.485,9.404,7.066,8.466,1.4,3.695,197.889,,11.231,2.306
2015-04-13,186.154,12.245,10.296,11.706,1.409,2.616,198.399,,7.241,2.486
2015-04-14,187.097,16.292,17.826,25.814,7.988,4.982,203.389,,13.963,3.778
2015-04-15,188.371,11.388,11.909,13.68,1.771,4.787,199.759,,15.704,3.781
2015-04-16,192.208,16.25,21.177,23.923,2.746,8.893,208.458,,36.338,5.139
2015-04-17,189.083,14.264,15.742,18.255,2.513,7.063,203.347,,22.833,3.931
2015-04-18,191.403,17.389,21.821,26.452,4.631,9.86,208.792,,25.569,5.332
2015-04-19,188.601,13.578,11.989,13.508,1.52,4.042,202.179,,24.199,3.916
2015-04-20,185.569,14.125,13.946,20.218,6.272,3.229,199.694,,18.797,3.347
2015-04-21,187.605,12.365,11.56,13.386,1.827,5.197,199.969,,9.992,3.097
2015-04-22,190.792,15.5,20.455,25.043,4.588,8.831,206.292,,22.245,4.486
2015-04-23,192.82,20.347,23.59,28.121,4.531,9.603,213.167,,25.407,4.765
2015-04-24,193.083,20.5,26.408,32.404,5.996,12.189,213.583,,33.0,4.381
2015-04-25,193.347,17.431,17.528,19.797,2.269,9.809,210.778,,38.991,4.833
2015-04-26,194.097,16.319,17.049,19.524,2.474,10.728,210.417,,32.412,5.096
2015-04-27,193.618,20.167,23.256,26.773,3.517,11.38,213.784,,37.583,5.667
2015-04-28,189.014,17.916,16.078,19.279,3.201,7.338,206.93,,33.662,3.25
2015-04-29,185.26,13.019,7.576,8.635,1.059,5.48,198.279,,13.046,2.111
2015-04-30,186.335,13.302,13.489,15.31,1.821,8.248,199.637,,15.852,3.042
2015-05-01,188.542,19.542,18.327,21.82,3.493,9.695,208.083,,23.704,4.94
2015-05-02,187.861,18.5,18.482,21.451,2.969,12.32,206.361,,27.444,4.876
2015-05-03,183.333,12.153,8.052,9.604,1.552,5.189,195.486,,13.894,2.347
2015-05-04,182.569,10.111,8.009,10.07,2.061,5.895,192.681,,13.611,2.636
2015-05-05,188.824,10.343,9.363,10.751,1.388,8.601,199.167,,19.06,3.667
2015-05-06,191.084,13.945,16.159,18.768,2.609,10.318,205.028,,25.745,4.847
2015-05-07,186.962,10.74,13.783,15.798,2.015,7.844,197.702,,17.801,3.177
2015-05-08,188.639,26.861,17.939,21.235,3.296,9.221,215.5,,18.852,4.625
2015-05-09,188.806,15.944,18.278,20.927,2.649,7.792,204.75,,22.537,4.199
2015-05-10,189.333,10.194,8.058,9.394,1.337,6.532,199.528,,24.606,3.284
2015-05-11,189.917,9.915,8.479,10.051,1.572,6.096,199.831,,13.213,2.167
2015-05-12,187.044,9.79,10.287,12.313,2.026,4.415,196.834,,13.718,2.288
2015-05-13,191.163,10.331,13.738,15.767,2.029,8.631,201.494,,24.898,3.319
2015-05-14,192.27,15.584,22.273,25.794,3.521,8.311,207.854,,26.412,4.43
2015-05-15,189.504,16.36,18.533,23.069,4.536,8.101,205.864,,30.986,4.611
2015-05-16,188.056,12.347,14.616,17.414,2.797,5.185,200.403,,23.833,3.911
2015-05-17,191.556,11.653,12.148,15.0,2.852,9.623,203.208,,22.306,4.141
2015-05-18,189.625,12.861,12.794,14.784,1.991,5.669,202.486,,19.417,2.977
2015-05-19,187.984,16.203,15.949,20.034,4.085,6.36,204.187,,13.842,3.806
2015-05-20,189.669,14.859,15.543,21.271,5.728,8.396,204.528,,22.139,4.319
2015-05-21,190.721,11.318,12.968,15.489,2.521,7.316,202.039,,12.579,2.611
2015-05-22,193.042,17.792,20.992,25.578,4.586,9.57,210.833,,20.444,3.889
2015-05-23,192.733,17.52,17.832,20.703,2.871,8.298,210.253,,25.347,3.625
2015-05-24,192.18,14.472,12.378,13.948,1.57,9.145,206.653,,31.292,4.194
2015-05-25,191.731,16.686,15.886,18.568,2.682,11.011,208.417,,35.134,4.168
2015-05-26,191.438,16.383,19.531,22.587,3.056,11.724,207.821,,26.967,3.479
2015-05-27,192.278,23.264,26.063,29.673,3.61,14.664,215.541,,33.741,4.972
2015-05-28,191.0,17.917,17.115,19.454,2.34,9.292,208.917,,30.901,3.569
2015-05-29,188.981,14.624,12.908,14.444,1.536,8.989,203.605,,27.981,3.278
2015-05-30,188.542,16.222,18.841,21.328,2.487,9.831,204.764,,33.888,4.306
2015-05-31,186.583,10.306,5.248,6.409,1.161,5.636,196.889,,22.958,2.708
2015-06-01,189.806,14.014,13.553,16.146,2.592,9.248,203.819,,20.472,3.554
2015-06-02,188.25,14.014,11.721,13.863,2.142,6.588,202.264,,26.824,2.637
2015-06-03,191.408,13.919,10.962,13.705,2.743,4.614,205.327,,13.324,2.923
2015-06-04,193.037,12.525,9.669,11.852,2.183,6.215,205.562,,11.847,2.623
2015-06-05,193.236,14.972,12.397,15.115,2.718,3.658,208.208,,8.167,2.694
2015-06-06,189.573,8.814,6.839,8.691,1.852,3.743,198.387,,6.625,2.069
2015-06-07,191.278,9.0,5.654,6.961,1.307,4.318,200.278,,12.949,2.07
2015-06-08,189.417,10.055,9.187,10.684,1.497,3.28,199.472,,9.366,2.111
2015-06-09,189.473,14.568,16.446,22.534,6.088,4.06,204.042,,9.421,3.112
2015-06-10,189.952,16.783,17.868,23.192,5.325,7.632,206.735,,25.384,4.425
2015-06-11,190.111,17.5,18.048,20.753,2.706,3.95,207.611,,23.662,4.389
2015-06-12,193.243,17.016,16.01,20.421,4.411,6.141,210.259,,31.097,4.722
2015-06-13,195.375,17.569,18.132,20.464,2.332,9.876,212.944,,40.676,5.181
2015-06-14,193.957,14.293,12.19,13.675,1.485,7.856,208.25,,36.093,3.944
2015-06-15,191.066,15.728,16.636,19.859,3.224,9.075,206.794,,30.236,4.153
2015-06-16,189.068,20.105,17.874,22.097,4.222,5.933,209.173,,27.718,3.944
2015-06-17,190.889,14.458,13.362,16.161,2.799,7.309,205.347,,32.278,3.387
2015-06-18,187.5,11.458,7.093,8.131,1.039,3.7,198.958,,11.458,2.443
2015-06-19,188.445,11.472,7.578,8.792,1.214,2.678,199.917,,5.755,2.702
2015-06-20,190.605,12.736,7.837,10.22,2.383,5.102,203.341,,12.056,2.847
2015-06-21,190.681,10.986,6.464,7.606,1.142,6.632,201.667,,11.556,3.028
2015-06-22,192.835,15.081,12.859,15.301,2.442,5.96,207.916,,18.982,3.417
2015-06-23,193.444,16.931,13.909,16.248,2.338,6.801,210.375,,34.083,4.028
2015-06-24,191.944,14.486,10.98,12.483,1.503,6.409,206.431,,30.824,3.417
2015-06-25,187.889,10.792,7.624,8.899,1.275,5.305,198.681,,14.875,2.322
2015-06-26,184.5,12.431,10.843,12.582,1.739,3.412,196.931,,7.986,2.567
2015-06-27,189.847,11.0,7.642,8.975,1.333,4.912,200.847,,8.634,3.059
2015-06-28,189.119,9.314,4.159,5.069,0.91,4.875,198.433,,9.417,1.806
2015-06-29,189.686,11.342,7.563,9.052,1.489,5.582,201.028,,7.896,1.972
2015-06-30,190.367,13.185,10.007,11.922,1.915,4.653,203.552,,12.845,2.514
2015-07-01,189.083,13.694,13.132,16.189,3.056,4.456,202.778,,10.551,2.917
2015-07-02,194.764,15.694,14.625,17.61,2.985,8.013,210.458,,23.796,4.389
2015-07-03,196.972,16.875,15.112,17.614,2.502,8.536,213.847,,30.796,4.923
2015-07-04,198.806,16.236,16.528,20.022,3.493,5.384,215.042,,29.264,5.464
2015-07-05,195.694,10.82,5.127,6.061,0.934,4.746,206.514,,19.292,3.173
2015-07-06,200.236,15.065,11.233,13.284,2.051,4.993,215.3,,23.315,3.639
2015-07-07,200.72,18.148,14.753,17.922,3.169,3.472,218.868,,14.722,4.014
2015-07-08,190.647,14.182,10.467,12.972,2.505,3.862,204.829,,11.218,3.264
2015-07-09,188.611,13.444,9.963,13.762,3.799,4.938,202.055,,13.227,2.736
2015-07-10,190.306,13.417,9.632,13.101,3.469,4.857,203.722,,14.431,2.625
2015-07-11,187.153,11.611,5.674,7.193,1.519,4.415,198.764,,13.468,2.417
2015-07-12,183.792,9.264,4.123,5.885,1.763,4.07,193.056,,13.199,1.43
2015-07-13,182.206,13.12,9.165,13.646,4.48,6.599,195.326,,9.657,2.71
2015-07-14,187.153,18.486,13.682,21.037,7.355,8.353,205.639,,16.19,4.18
2015-07-15,186.237,12.753,7.907,11.713,3.807,6.11,198.99,,11.254,2.0
2015-07-16,181.634,9.827,3.407,4.725,1.318,3.593,191.46,,6.213,1.375
2015-07-17,183.625,12.146,5.662,7.012,1.35,2.765,195.77,,5.417,2.069
2015-07-18,190.666,16.542,12.272,16.729,4.457,7.415,207.208,,14.773,3.667
2015-07-19,188.167,13.208,5.92,7.818,1.897,4.946,201.375,,13.852,1.842
2015-07-20,183.854,10.916,5.434,7.891,2.457,5.068,194.771,,7.778,1.237
2015-07-21,181.936,9.6,5.066,7.578,2.512,4.993,191.536,,5.937,1.232
2015-07-22,186.483,12.966,11.232,15.522,4.29,5.281,199.449,,10.037,2.264
2015-07-23,184.097,12.889,13.522,20.813,7.291,7.048,196.986,,11.755,2.875
2015-07-24,191.707,15.481,13.419,19.376,5.957,8.029,207.188,,15.75,2.708
2015-07-25,189.403,14.778,11.179,15.975,4.797,8.535,204.181,,17.81,3.222
2015-07-26,191.653,12.736,7.222,10.278,3.056,6.66,204.389,,11.759,1.625
2015-07-27,187.028,14.181,12.05,16.881,4.831,5.322,201.208,,14.142,2.81
2015-07-28,190.413,17.005,14.778,21.372,6.593,6.069,207.418,,22.061,3.343
2015-07-29,192.125,15.458,15.055,18.936,3.881,7.206,207.583,,29.66,3.94
2015-07-30,195.592,17.351,17.611,20.828,3.217,8.956,212.943,,41.437,4.208
2015-07-31,193.778,18.986,16.935,20.105,3.169,10.853,212.764,,44.06,4.417
2015-08-01,193.22,20.379,15.835,19.109,3.274,12.406,213.6,,38.676,4.167
2015-08-02,194.139,16.667,14.333,16.392,2.059,12.281,210.806,,47.533,4.264
2015-08-03,191.042,15.389,16.33,19.907,3.577,11.43,206.431,,42.528,3.75
2015-08-04,192.125,20.861,18.865,22.49,3.625,11.669,212.986,,44.934,4.911
2015-08-05,192.181,18.444,16.89,19.739,2.849,11.182,210.625,,54.297,4.441
2015-08-06,190.097,14.75,9.99,12.296,2.306,8.151,204.847,,37.07,2.784
2015-08-07,185.696,12.867,10.446,13.08,2.634,6.954,198.563,,19.773,3.014
2015-08-08,190.646,15.361,11.93,14.424,2.494,8.861,206.007,,25.583,3.18
2015-08-09,190.267,15.272,9.283,10.716,1.433,9.474,205.54,,28.81,3.764
2015-08-10,188.792,14.417,10.52,12.559,2.039,8.097,203.208,,25.787,3.5
2015-08-11,189.333,15.938,11.488,13.843,2.355,7.513,205.27,,28.954,3.278
2015-08-12,193.834,15.605,10.618,12.442,1.824,4.932,209.438,,29.597,3.661
2015-08-13,187.896,13.542,6.637,8.687,2.051,4.103,201.438,,14.176,2.679
2015-08-14,187.25,10.625,6.728,8.262,1.534,6.397,197.875,,10.731,2.414
2015-08-15,192.718,12.0,7.067,8.336,1.27,8.544,204.718,,20.435,3.43
2015-08-16,193.5,11.104,4.712,5.518,0.806,5.357,204.604,,20.611,2.722
2015-08-17,187.991,11.422,9.354,11.078,1.723,3.719,199.414,,9.301,3.181
2015-08-18,191.104,13.166,9.813,12.016,2.202,5.206,204.271,,11.417,2.625
2015-08-19,192.021,13.104,10.373,12.036,1.663,3.253,205.125,,11.028,2.736
2015-08-20,187.668,14.602,12.447,16.954,4.508,4.404,202.269,,12.504,3.127
2015-08-21,186.75,15.458,11.835,14.645,2.81,5.634,202.208,,17.75,3.185
2015-08-22,187.396,11.417,7.887,9.888,2.001,5.634,198.812,,10.06,2.586
2015-08-23,190.116,10.696,5.225,6.155,0.93,5.862,200.812,,9.912,2.833
2015-08-24,190.542,11.542,7.262,8.603,1.34,5.463,202.084,,12.514,2.167
2015-08-25,186.022,8.87,5.748,6.661,0.913,3.469,194.892,,7.44,2.028
2015-08-26,188.396,9.916,7.361,9.354,1.993,5.204,198.312,,6.282,2.542
2015-08-27,191.416,14.167,10.959,13.996,3.037,6.36,205.584,,12.097,2.778
2015-08-28,197.084,17.979,17.311,20.229,2.918,7.471,215.062,,27.032,5.922
2015-08-29,197.167,14.666,10.898,12.609,1.711,5.86,211.834,,27.824,4.062
2015-08-30,189.73,8.916,4.645,5.631,0.986,3.287,198.646,,7.227,2.335
2015-08-31,193.75,11.375,8.412,9.856,1.444,2.634,205.125,,8.181,3.028
2015-09-01,189.333,13.688,11.104,13.926,2.823,3.189,203.021,,7.671,3.028
2015-09-02,190.065,13.5,12.707,15.12,2.413,5.636,203.565,,11.963,3.222
2015-09-03,192.562,14.062,12.15,14.529,2.38,4.68,206.625,,14.195,3.278
2015-09-04,196.958,16.958,11.211,14.258,3.047,4.285,213.916,,19.745,3.833
2015-09-05,198.792,14.042,8.383,10.33,1.947,4.005,212.834,,14.245,3.267
2015-09-06,196.666,12.0,6.415,7.431,1.016,2.748,208.666,,12.856,3.472
2015-09-07,192.438,10.688,5.321,6.529,1.208,2.979,203.125,,4.204,2.717
2015-09-08,192.166,13.708,8.516,10.214,1.698,3.412,205.875,,6.993,3.042
2015-09-09,190.77,14.96,10.513,13.006,2.493,2.748,205.73,,4.69,2.653
2015-09-10,190.58,11.232,7.617,10.295,2.678,3.146,201.812,,3.82,2.5
2015-09-11,193.431,12.663,12.154,15.303,3.149,5.642,206.094,,10.478,2.937
2015-09-12,198.333,14.639,12.435,15.144,2.708,5.965,212.972,,21.597,4.083
2015-09-13,194.028,8.833,5.957,6.881,0.924,5.05,202.861,,12.475,2.778
2015-09-14,194.605,9.549,6.719,8.289,1.57,4.581,204.153,,7.722,2.347
2015-09-15,196.056,11.736,9.158,11.208,2.049,4.395,207.792,,13.164,2.545
2015-09-16,195.305,13.958,12.207,14.731,2.524,3.053,209.264,,15.088,3.32
2015-09-17,191.625,12.667,8.572,10.514,1.941,2.333,204.292,,9.454,3.264
2015-09-18,190.188,11.406,7.335,9.541,2.205,3.393,201.594,,9.352,2.541
2015-09-19,191.111,10.542,8.77,12.029,3.26,4.472,201.653,,9.769,2.639
2015-09-20,189.444,8.833,4.92,6.248,1.327,4.347,198.278,,9.394,2.667
2015-09-21,191.041,11.195,6.015,7.567,1.552,3.673,202.236,,10.292,2.683
2015-09-22,192.945,13.903,6.854,8.928,2.074,3.967,206.847,,12.782,2.672
2015-09-23,193.555,12.889,6.767,8.068,1.301,4.559,206.444,,17.75,2.728
2015-09-24,188.806,10.458,8.87,10.015,1.145,2.676,199.264,,10.148,2.833
2015-09-25,188.986,12.806,10.14,12.453,2.313,3.353,201.791,,7.893,3.139
2015-09-26,189.594,12.275,7.579,9.262,1.684,3.543,201.87,,7.213,2.833
2015-09-27,189.778,10.139,5.52,6.527,1.007,4.331,199.917,,15.468,2.528
2015-09-28,191.495,13.09,9.914,12.378,2.464,6.068,204.585,,16.792,3.153
2015-09-29,192.861,11.889,8.858,10.896,2.038,5.542,204.75,,12.889,2.504
2015-09-30,195.626,13.672,10.165,12.497,2.332,4.423,209.298,,10.958,2.54
2015-10-01,194.07,18.208,16.611,21.174,4.563,3.432,212.278,,14.819,3.533
2015-10-02,192.236,12.986,9.526,11.226,1.699,4.162,205.222,,10.977,3.945
2015-10-03,193.319,12.056,12.072,14.591,2.52,6.147,205.375,,12.611,3.139
2015-10-04,194.222,12.506,8.006,9.425,1.419,5.096,206.728,,16.806,2.889
2015-10-05,192.033,12.889,8.522,10.534,2.012,3.548,204.922,,9.106,2.431
2015-10-06,191.254,12.925,7.644,10.347,2.703,3.475,204.179,,7.315,2.319
2015-10-07,190.806,13.444,8.834,11.453,2.619,4.204,204.25,,7.37,2.298
2015-10-08,190.611,13.861,11.396,14.272,2.876,4.255,204.472,,15.449,2.554
2015-10-09,193.611,19.111,17.311,21.394,4.083,5.777,212.722,,26.315,3.964
2015-10-10,197.513,21.993,19.52,24.215,4.695,4.57,219.506,,39.069,5.57
2015-10-11,195.042,15.52,9.701,11.852,2.151,4.798,210.562,,25.227,4.292
2015-10-12,194.15,11.77,11.509,13.502,1.993,4.855,205.919,,14.62,3.278
2015-10-13,190.972,10.903,10.713,12.939,2.226,4.164,201.875,,12.543,2.57
2015-10-14,191.792,14.64,16.579,20.647,4.069,5.91,206.432,,16.676,4.055
2015-10-15,193.167,15.195,16.886,22.025,5.139,4.133,208.361,,19.916,4.23
2015-10-16,193.556,14.306,16.568,22.249,5.682,5.101,207.861,,19.977,3.626
2015-10-17,190.875,14.761,13.143,16.557,3.414,4.739,205.635,,15.533,3.819
2015-10-18,190.945,13.75,12.744,15.005,2.261,5.754,204.694,,23.787,4.806
2015-10-19,189.514,14.889,12.552,15.339,2.787,4.689,204.403,,18.157,3.736
2015-10-20,192.702,19.355,18.568,23.561,4.993,7.32,212.057,,31.028,4.806
2015-10-21,195.153,18.861,14.74,17.919,3.179,5.654,214.014,,36.991,4.639
2015-10-22,194.823,17.265,11.861,17.092,5.231,4.018,212.089,,25.407,4.028
2015-10-23,192.791,16.097,13.111,16.502,3.39,4.015,208.889,,16.343,3.657
2015-10-24,195.694,18.542,15.608,20.263,4.655,6.149,214.236,,35.62,5.147
2015-10-25,191.708,7.361,3.643,4.369,0.726,4.183,199.069,,12.955,2.892
2015-10-26,193.347,15.417,11.682,14.667,2.985,4.319,208.764,,19.699,3.972
2015-10-27,192.543,21.356,17.851,23.774,5.923,4.729,213.899,,28.208,4.764
2015-10-28,191.772,13.027,7.924,9.811,1.887,4.171,204.799,,12.227,3.236
2015-10-29,194.097,14.833,12.873,16.748,3.875,4.54,208.93,,17.176,3.806
2015-10-30,195.707,15.55,12.185,16.297,4.112,4.522,211.256,,23.894,4.056
2015-10-31,193.361,10.431,7.499,9.11,1.611,3.627,203.792,,12.352,3.045
2015-11-01,194.944,12.764,7.908,9.612,1.704,2.988,207.709,,16.338,3.146
2015-11-02,193.389,18.32,12.303,16.241,3.938,2.583,211.708,,14.727,3.925
2015-11-03,195.183,16.001,11.234,15.501,4.268,3.158,211.184,,15.176,3.444
2015-11-04,194.375,19.264,15.781,22.201,6.42,3.816,213.639,,16.347,4.194
