date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-01-01,21.509,41.648,20.138,,5.43,44.416,203.958,10.125,16.75,220.708
2011-01-02,22.348,45.736,23.386,,3.496,17.625,195.13,10.125,17.435,212.565
2011-01-03,24.958,48.188,23.229,,5.491,36.771,201.958,11.043,18.5,220.458
2011-01-04,22.688,52.896,30.208,,3.896,21.625,197.75,9.917,17.583,215.333
2011-01-05,30.875,70.896,40.021,,3.312,19.73,202.792,11.25,54.417,257.208
2011-01-06,30.916,68.312,37.396,,3.871,20.25,193.75,11.542,25.167,218.917
2011-01-07,36.021,76.23,40.208,,3.708,20.916,198.75,12.0,59.083,257.833
2011-01-08,27.616,57.348,29.732,,3.417,19.896,203.25,10.917,30.917,234.167
2011-01-09,28.706,51.855,23.15,,11.826,45.104,206.652,11.292,20.391,227.043
2011-01-10,35.354,84.208,48.854,,8.0,66.625,209.333,15.13,31.333,240.667
2011-01-11,27.067,57.284,30.216,,4.67,25.239,194.095,10.952,21.0,215.095
2011-01-12,30.438,70.854,40.416,,3.529,22.208,197.5,11.792,24.958,222.458
2011-01-13,33.146,80.062,46.916,,5.834,35.25,209.958,13.167,31.0,240.958
2011-01-14,33.521,69.916,36.396,,5.562,37.23,195.792,12.375,30.333,226.125
2011-01-15,29.264,49.865,20.602,,4.342,20.938,192.708,10.458,49.0,241.708
2011-01-16,26.443,49.742,23.299,,3.72,17.542,190.391,9.792,16.0,206.391
2011-01-17,26.983,51.488,24.506,,3.438,13.875,191.167,9.652,18.667,209.833
2011-01-18,33.77,81.666,47.896,,4.271,19.208,195.5,12.292,46.125,241.625
2011-01-19,28.5,64.792,36.292,,3.604,22.125,191.042,10.5,22.292,213.333
2011-01-20,21.792,36.375,14.584,,3.521,11.625,185.792,8.083,14.292,200.083
2011-01-21,27.0,52.729,25.729,,3.708,13.0,188.0,9.542,18.042,206.042
2011-01-22,28.597,58.258,29.661,,3.299,18.146,194.583,10.783,25.125,219.708
2011-01-23,25.991,63.358,37.367,,3.229,10.792,195.957,10.458,23.174,219.13
2011-01-24,25.708,62.354,36.646,,3.416,18.688,199.909,11.083,43.864,243.773
2011-01-25,26.979,61.666,34.688,,4.021,23.75,200.875,11.625,39.458,240.333
2011-01-26,27.604,64.062,36.458,,3.584,14.562,200.583,11.125,75.458,276.042
2011-01-27,30.167,61.354,31.188,,4.188,26.458,199.042,11.792,45.958,245.0
2011-01-28,29.312,53.125,23.812,,4.729,35.354,195.417,10.667,21.542,216.958
2011-01-29,24.39,44.6,20.211,,5.593,24.666,196.167,9.87,19.042,215.208
2011-01-30,26.802,50.97,24.166,,4.23,18.792,192.826,9.75,17.783,210.609
2011-01-31,36.021,76.688,40.666,,6.271,30.583,197.917,12.542,46.125,244.042
2011-02-01,27.5,59.375,31.875,,4.542,33.458,200.25,12.0,35.083,235.333
2011-02-02,23.292,50.354,27.062,,3.062,12.292,194.708,9.5,17.042,211.75
2011-02-03,29.458,70.229,40.77,,2.896,20.688,197.75,11.625,27.583,225.333
2011-02-04,31.312,73.729,42.416,,4.48,32.27,211.375,13.208,41.167,252.542
2011-02-05,25.504,47.122,21.618,,4.372,38.0,195.25,11.0,21.583,216.833
2011-02-06,32.514,96.221,63.706,,4.805,38.146,197.652,13.0,29.522,227.174
2011-02-07,29.875,67.042,37.166,,3.958,30.354,195.0,12.667,34.5,229.5
2011-02-08,24.729,61.479,36.75,,3.104,15.334,199.5,10.792,26.875,226.375
2011-02-09,29.74,77.81,48.07,,3.157,14.838,200.211,12.947,29.316,229.526
2011-02-10,29.834,60.916,31.084,,3.375,15.77,192.917,10.917,25.167,218.083
2011-02-11,31.252,64.567,33.314,,3.712,14.229,196.917,11.583,30.958,227.875
2011-02-12,29.427,54.499,25.072,,4.643,19.584,196.167,11.391,29.208,225.375
2011-02-13,36.658,107.002,70.345,,4.348,23.708,198.217,13.917,31.087,229.304
2011-02-14,40.229,151.125,110.896,,4.312,25.216,204.542,16.75,53.083,257.625
2011-02-15,33.854,66.916,33.062,,4.134,32.384,195.708,12.375,24.458,220.167
2011-02-16,31.312,67.562,36.25,,3.812,22.354,197.583,12.875,31.625,229.208
2011-02-17,26.916,59.542,32.625,,3.625,22.438,202.042,12.167,28.417,230.458
2011-02-18,26.688,60.562,33.875,,2.875,16.834,200.292,11.958,22.667,222.958
2011-02-19,26.369,56.948,30.579,,2.714,23.938,201.542,11.0,21.083,222.625
2011-02-20,29.168,61.313,32.145,,3.09,17.583,194.783,11.208,22.696,217.478
2011-02-21,30.938,53.896,22.958,,3.267,19.784,190.75,10.042,19.958,210.708
2011-02-22,31.146,86.75,55.604,,2.912,18.338,192.25,13.0,31.5,223.75
2011-02-23,31.188,78.834,47.646,,3.392,26.303,192.583,12.583,31.042,223.625
2011-02-24,24.896,36.02,11.125,,5.167,41.708,189.667,10.792,22.708,212.375
2011-02-25,32.771,61.521,28.75,,4.625,32.354,190.125,11.333,25.0,215.125
2011-02-26,21.933,42.28,20.348,,2.424,13.354,190.708,9.696,16.292,207.0
2011-02-27,24.872,41.959,17.088,,2.456,10.5,195.217,9.542,16.043,211.261
2011-02-28,28.916,55.271,26.354,,3.292,14.188,194.125,14.083,28.125,222.25
2011-03-01,40.02,125.875,85.854,20.542,3.938,30.521,201.25,16.625,54.708,255.958
2011-03-02,34.792,66.48,31.688,10.125,2.958,13.27,192.167,11.083,24.917,217.083
2011-03-03,21.583,27.812,6.229,17.625,2.938,18.438,189.292,8.792,14.0,203.292
2011-03-04,23.394,41.614,18.22,12.958,2.252,14.48,191.208,9.913,15.542,206.75
2011-03-05,37.144,102.954,65.81,9.042,3.248,12.812,197.455,13.5,33.091,230.545
2011-03-06,34.0,80.188,46.188,23.522,2.688,32.108,204.619,15.125,62.095,266.714
2011-03-07,35.584,62.48,26.896,42.25,5.042,49.792,203.25,13.542,34.875,238.125
2011-03-08,40.708,76.458,35.75,48.125,5.479,58.688,202.083,16.042,31.083,233.167
2011-03-09,23.396,31.646,8.25,23.348,2.542,27.701,191.958,9.75,15.417,207.375
2011-03-10,20.208,27.875,7.666,14.625,2.646,18.542,191.958,9.0,19.042,211.0
2011-03-11,26.55,47.115,20.565,26.458,4.163,33.5,201.652,11.478,18.0,219.652
2011-03-12,26.646,52.032,25.385,9.208,2.634,15.042,195.25,11.708,25.917,221.167
2011-03-13,28.48,48.042,19.562,13.333,3.062,18.458,196.042,11.333,28.833,224.875
2011-03-14,38.604,72.229,33.625,23.292,4.062,29.042,198.542,18.0,30.417,228.958
2011-03-15,34.396,58.146,23.75,36.458,4.958,43.334,196.792,15.833,25.208,222.0
2011-03-16,33.375,55.062,21.688,29.75,5.188,36.334,193.833,11.292,20.167,214.0
2011-03-17,33.875,62.958,29.083,21.167,3.125,27.75,196.0,12.625,32.875,228.875
2011-03-18,32.708,63.828,31.12,19.0,2.774,26.77,201.0,12.0,37.957,238.957
2011-03-19,23.328,39.009,15.682,12.667,2.806,18.854,194.0,9.625,18.792,212.792
2011-03-20,27.146,41.625,14.48,12.75,2.792,17.979,196.875,10.208,30.917,227.792
2011-03-21,34.584,55.73,21.146,16.565,4.208,23.02,199.417,11.25,26.5,225.917
2011-03-22,37.979,63.166,25.188,16.292,3.542,21.75,197.833,11.542,27.875,225.708
2011-03-23,33.52,78.833,45.312,12.542,2.73,20.375,192.583,12.083,32.75,225.333
2011-03-24,26.479,50.208,23.729,27.917,3.542,39.938,199.542,12.708,33.5,233.042
2011-03-25,24.36,43.837,19.476,11.417,2.877,20.208,205.391,11.087,32.957,238.348
2011-03-26,29.937,55.881,25.945,9.75,2.846,14.854,204.458,11.25,21.625,226.083
2011-03-27,32.334,51.375,19.042,17.042,3.364,24.271,197.667,11.958,27.458,225.125
2011-03-28,36.708,53.438,16.729,35.042,3.856,43.479,195.792,11.375,25.125,220.917
2011-03-29,33.708,52.0,18.292,28.792,3.625,37.188,195.208,11.583,25.958,221.167
2011-03-30,22.208,32.375,10.167,25.0,8.417,33.02,190.333,9.875,21.125,211.458
2011-03-31,28.104,49.958,21.854,17.042,1.708,30.146,194.5,11.542,39.708,234.208
2011-04-01,48.073,73.88,25.807,,4.438,54.208,192.417,10.542,34.708,227.125
2011-04-02,31.166,43.042,11.875,,3.354,42.271,190.5,8.25,24.292,214.792
2011-04-03,19.867,28.193,8.326,,2.53,27.125,186.917,6.167,17.833,204.75
2011-04-04,18.198,23.67,5.473,,2.133,15.254,187.13,5.292,9.217,196.348
2011-04-05,31.688,48.938,17.25,,2.479,17.084,193.042,7.783,25.167,218.208
2011-04-06,34.634,51.658,17.024,,5.166,22.312,190.958,7.875,23.417,214.375
2011-04-07,23.938,40.042,16.104,,4.375,19.688,191.708,7.583,24.417,216.125
2011-04-08,27.708,55.104,27.396,,3.896,33.458,187.25,7.875,23.25,210.5
2011-04-09,33.708,55.48,21.771,,2.604,49.875,194.0,9.625,34.042,228.042
2011-04-10,37.228,52.726,15.498,,4.445,41.479,192.708,9.0,37.958,230.667
2011-04-11,33.142,51.775,18.634,,3.581,39.896,192.261,8.417,18.391,210.652
2011-04-12,35.708,59.667,23.958,,2.438,35.042,196.458,10.0,43.333,239.792
2011-04-13,39.416,59.5,20.084,,4.85,46.13,196.083,10.0,31.667,227.75
2011-04-14,36.792,54.042,17.25,,4.75,39.625,190.75,9.0,32.125,222.875
2011-04-15,29.729,53.229,23.5,,3.584,42.562,188.458,9.375,24.417,212.875
2011-04-16,24.604,32.854,8.25,,3.042,58.228,191.208,7.917,18.417,209.625
2011-04-17,30.032,47.494,17.462,,3.09,31.542,194.417,8.167,22.667,217.083
2011-04-18,30.853,54.573,23.72,,2.718,30.854,196.4,8.958,25.7,222.1
2011-04-19,23.521,40.23,16.708,,2.479,17.75,,7.826,,
2011-04-20,27.312,45.292,17.979,,2.521,21.938,,7.958,,
2011-04-21,35.583,52.416,16.834,,3.396,33.292,,8.917,,
2011-04-22,25.271,40.062,14.792,,6.312,32.229,,8.083,,
2011-04-23,31.438,53.208,21.77,,2.958,33.25,,10.292,,
2011-04-24,29.59,46.338,16.748,,3.1,40.104,,9.625,,
2011-04-25,34.348,57.582,23.233,,3.86,35.916,198.125,10.0,34.25,232.375
2011-04-26,24.875,41.708,16.834,,4.146,35.0,190.75,8.696,27.917,218.667
2011-04-27,29.604,53.625,24.021,,3.667,39.396,190.125,9.792,41.583,231.708
2011-04-28,31.78,60.034,28.254,,3.224,31.835,200.25,10.75,48.417,248.667
2011-04-29,31.979,47.25,15.271,,3.666,24.938,190.958,9.333,24.75,215.708
2011-04-30,20.604,31.75,11.146,,5.375,34.23,189.5,8.167,18.0,207.5
2011-05-01,26.259,47.782,21.522,,3.921,100.854,191.583,9.208,30.375,221.958
2011-05-02,27.698,45.752,18.054,,3.808,193.636,191.545,9.583,31.636,223.182
2011-05-03,36.208,63.646,27.438,,4.062,165.521,194.542,11.565,55.167,249.708
