date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,THC_mean
2012-04-12,94.0,58.792,11.0,15.5415,23.3335,7.7915,,14.979,241.0,147.917,77.0,187.417,12.208,199.625
2012-04-13,84.0,52.75,14.0,17.560000000000002,22.4505,4.890499999999999,,23.542,231.0,157.208,95.0,187.833,10.0,197.833
2012-04-14,87.0,83.083,73.0,12.4355,15.258,2.8225,,14.5,100.0,92.458,79.0,189.583,9.5,199.083
2012-04-15,92.0,63.125,34.0,8.854,10.0835,1.2294999999999998,,13.6455,164.0,107.375,54.0,194.333,8.0,202.333
2012-04-16,85.0,63.333,44.0,20.18,26.672,6.4925,,24.4695,152.0,112.25,53.0,191.143,12.905,204.048
2012-04-17,88.0,70.833,38.0,18.521,26.5625,8.042,,25.0415,191.0,129.708,90.0,189.792,13.208,203.0
2012-04-18,89.0,63.792,40.0,13.4795,19.4375,5.9585,,16.5625,190.0,131.667,70.0,188.458,8.125,196.583
2012-04-19,70.0,59.333,47.0,10.9165,14.125,3.208,,12.625,159.0,132.25,111.0,188.125,7.042,195.167
2012-04-20,63.0,55.083,44.0,11.237,14.315999999999999,3.079,,11.9165,146.0,120.292,102.0,188.333,5.958,194.292
2012-04-21,68.0,60.292,55.0,9.79,12.484499999999999,2.695,,14.792000000000002,131.0,105.917,87.0,188.708,6.375,195.083
2012-04-22,90.0,68.708,53.0,12.5625,17.0415,4.479,,16.2085,113.0,99.125,82.0,189.458,9.333,198.792
2012-04-23,95.0,93.458,91.0,21.4585,35.375,13.9165,,12.4375,152.0,132.583,105.0,189.217,15.652,204.87
2012-04-24,95.0,64.167,31.0,14.25,22.0625,7.8125,,19.7915,238.0,176.667,127.0,187.667,11.458,199.125
2012-04-25,88.0,65.667,43.0,13.9585,18.271,4.3125,,29.9375,203.0,165.042,129.0,187.917,9.583,197.5
2012-04-26,89.0,76.792,56.0,13.375,14.979500000000002,1.6044999999999998,,34.104,196.0,166.667,141.0,188.958,11.208,200.167
2012-04-27,93.0,90.333,86.0,14.462,19.098,4.636,,10.25,160.0,151.333,146.0,187.458,10.708,198.167
2012-04-28,85.0,67.375,54.0,13.0305,16.7995,3.769,,15.5625,222.0,168.458,136.0,189.5,12.0,201.5
2012-04-29,86.0,60.5,27.0,11.7085,13.6875,1.979,,32.771,261.0,192.25,113.0,197.125,14.542,211.667
2012-04-30,85.0,69.458,46.0,10.604,12.792,2.1875,,32.0415,233.0,196.167,165.0,192.0,13.5,205.5
2012-05-01,88.0,75.542,43.0,15.893999999999998,22.29,6.396,,20.125,231.0,191.208,172.0,185.0,15.7,200.7
2012-05-02,90.0,81.5,51.0,11.25,15.582999999999998,4.3335,,19.0835,208.0,178.292,160.0,184.792,9.042,193.833
2012-05-03,92.0,90.75,86.0,6.9165,9.75,2.8335,,4.875,179.0,164.917,149.0,182.208,6.042,188.25
2012-05-04,92.0,78.292,43.0,9.2085,12.889500000000002,3.6814999999999998,,6.542,209.0,180.583,165.0,182.542,11.417,193.958
2012-05-05,87.0,50.833,23.0,8.989,10.922,1.933,,12.3125,269.0,205.875,134.0,185.208,11.417,196.625
2012-05-06,82.0,63.375,34.0,9.9375,11.5,1.5625,,16.646,218.0,170.375,120.0,186.0,9.5,195.5
2012-05-07,86.0,57.875,25.0,12.229,15.4585,3.2295,,18.8125,232.0,163.0,96.0,188.167,9.25,197.417
2012-05-08,81.0,56.583,32.0,16.6875,20.917,4.2295,,32.2295,242.0,190.667,127.0,190.783,13.739,204.522
2012-05-09,89.0,71.375,51.0,18.7085,24.229,5.521,,40.354,215.0,175.583,151.0,190.083,13.25,203.333
2012-05-10,91.0,74.333,43.0,16.9375,22.0625,5.125,,28.8335,203.0,154.583,121.0,188.875,10.625,199.5
2012-05-11,88.0,53.958,31.0,15.5515,21.5,5.9485,,11.6045,204.0,154.5,92.0,189.833,10.583,200.417
2012-05-12,84.0,47.958,19.0,13.773500000000002,17.913999999999998,4.1405,,10.4375,198.0,141.792,85.0,189.25,11.083,200.333
2012-05-13,79.0,46.875,24.0,9.8955,10.9375,1.042,,14.207999999999998,214.0,146.458,63.0,190.375,10.458,200.833
2012-05-14,80.0,56.917,31.0,14.6455,17.5625,2.9165,,22.229,245.0,181.5,104.0,192.208,12.667,204.875
2012-05-15,92.0,86.583,80.0,17.8125,22.396,4.5835,,18.396,180.0,171.833,166.0,188.217,16.478,204.696
2012-05-16,94.0,59.208,13.0,18.0625,25.146,7.083,,23.9585,279.0,206.875,147.0,188.417,14.292,202.708
2012-05-17,84.0,62.625,40.0,15.4755,19.07,3.5949999999999998,,35.847,249.0,197.208,150.0,189.304,11.348,200.652
2012-05-18,88.0,61.333,29.0,18.329,20.9475,2.6189999999999998,,19.5625,216.0,164.708,116.0,189.708,9.292,199.0
2012-05-19,80.0,49.875,21.0,13.712,16.1115,2.3994999999999997,,25.4795,256.0,182.542,92.0,192.609,13.043,205.652
2012-05-20,80.0,52.542,24.0,11.5625,12.5,0.9375,,27.3125,254.0,199.667,145.0,191.75,10.45,202.2
2012-05-21,76.0,54.583,36.0,13.0835,16.333,3.25,,22.333,238.0,190.292,149.0,190.565,9.261,199.826
2012-05-22,83.0,72.333,52.0,12.604500000000002,16.333,3.7295,,12.4795,157.0,146.083,129.0,188.708,9.583,198.292
2012-05-23,76.0,60.042,40.0,10.5,12.9375,2.4375,,10.354,242.0,182.25,145.0,187.0,9.667,196.667
2012-05-24,85.0,55.833,24.0,14.979,18.875,3.896,,29.2915,271.0,205.583,137.0,188.792,12.542,201.333
2012-05-25,88.0,73.375,57.0,22.038,27.318,5.28,,38.521,216.0,187.708,157.0,192.292,15.042,207.333
2012-05-26,88.0,55.083,26.0,9.8995,12.0235,2.1245,,22.7705,252.0,198.208,141.0,188.292,8.792,197.083
2012-05-27,77.0,48.417,24.0,9.2915,9.9375,0.646,,24.75,268.0,207.458,136.0,190.458,9.708,200.167
2012-05-28,85.0,66.375,33.0,13.854500000000002,17.229,3.375,,20.896,253.0,189.458,158.0,189.13,10.217,199.348
2012-05-29,90.0,71.333,33.0,13.895499999999998,19.0,5.104,,24.396,255.0,186.042,143.0,189.833,11.542,201.375
2012-05-30,89.0,64.292,37.0,10.979,13.2085,2.229,,19.1455,236.0,186.333,141.0,187.542,7.083,194.625
2012-05-31,78.0,61.417,44.0,11.7085,13.3125,1.604,,25.292,229.0,195.167,158.0,190.708,9.25,199.958
2012-06-01,88.0,74.667,43.0,17.2855,23.6905,6.4045,,20.578000000000003,241.0,191.042,166.0,189.818,11.273,201.091
2012-06-02,88.0,58.167,34.0,10.593,13.942,3.3485,,20.5205,255.0,201.292,143.0,190.333,7.292,197.625
2012-06-03,89.0,69.458,44.0,7.0625,8.271,1.2080000000000002,,23.9375,247.0,192.083,162.0,189.583,5.292,194.875
2012-06-04,89.0,61.167,31.0,12.4585,15.0625,2.604,,20.396,275.0,215.458,158.0,193.167,8.5,201.667
2012-06-05,81.0,66.167,38.0,16.4165,21.8125,5.3955,,24.6665,246.0,205.667,174.0,192.708,13.708,206.417
2012-06-06,84.0,70.333,49.0,18.2085,25.625,7.4165,,12.979,212.0,188.167,157.0,191.292,11.292,202.583
2012-06-07,87.0,61.0,36.0,18.3125,23.5835,5.2705,,22.521,259.0,206.792,143.0,195.417,13.75,209.167
2012-06-08,84.0,61.083,39.0,14.386500000000002,18.6135,4.2265,,36.4375,287.0,231.125,169.0,191.727,12.727,204.455
2012-06-09,90.0,86.042,79.0,9.0495,10.954,1.904,,13.5205,219.0,183.5,174.0,186.792,7.292,194.083
2012-06-10,86.0,66.667,48.0,7.3335,8.5835,1.25,,6.854,246.0,211.375,178.0,184.833,8.792,193.625
2012-06-11,91.0,70.833,54.0,8.4585,10.333,1.875,,9.458,232.0,194.833,172.0,187.625,9.958,197.583
2012-06-12,87.0,75.958,62.0,12.979,18.2915,5.3125,,13.9375,184.0,165.833,151.0,185.875,11.5,197.375
2012-06-13,85.0,65.875,51.0,9.3545,12.3125,2.958,,10.625,211.0,176.917,151.0,186.0,9.458,195.458
2012-06-14,80.0,67.417,56.0,10.9585,15.3125,4.3545,,19.5415,203.0,170.417,143.0,187.833,11.083,198.917
2012-06-15,76.0,63.583,50.0,10.557,13.409500000000001,2.8525,,23.229,235.0,189.208,151.0,190.783,12.0,202.783
2012-06-16,92.0,83.583,72.0,12.1665,17.273500000000002,5.1065000000000005,,20.5,212.0,189.208,177.0,192.792,15.333,208.125
2012-06-17,93.0,76.125,53.0,8.4585,11.0835,2.625,,18.6875,289.0,226.292,186.0,195.917,13.958,209.875
2012-06-18,86.0,60.667,41.0,10.3185,15.03,4.711,,19.268500000000003,278.0,232.417,174.0,197.25,10.6,207.85
2012-06-19,91.0,81.417,70.0,12.104,17.9585,5.8545,,22.625,236.0,219.833,203.0,189.417,7.458,196.875
2012-06-20,83.0,63.167,42.0,10.1875,15.145499999999998,4.958,,13.354,321.0,262.625,225.0,180.833,9.667,190.5
2012-06-21,83.0,67.0,47.0,19.854,23.667,3.8125,,23.5415,293.0,239.208,207.0,196.25,17.458,213.708
2012-06-22,90.0,77.958,62.0,12.3415,16.1965,3.855,,15.8125,245.0,210.875,182.0,193.542,9.375,202.917
2012-06-23,84.0,65.042,42.0,9.939499999999999,11.1815,1.242,,18.9165,259.0,218.875,184.0,195.083,9.375,204.458
2012-06-24,86.0,65.208,47.0,6.979,7.9375,0.9585,,18.4375,263.0,214.125,175.0,194.667,8.458,203.125
2012-06-25,86.0,74.583,64.0,9.0625,12.707999999999998,3.646,,12.9375,186.0,172.417,163.0,187.87,9.348,197.217
2012-06-26,89.0,58.958,31.0,10.854,18.7705,7.9165,,15.8335,247.0,184.583,129.0,197.0,12.0,209.0
2012-06-27,83.0,57.167,24.0,13.3335,17.958,4.625,,18.25,258.0,194.25,138.0,200.542,13.833,214.375
2012-06-28,86.0,64.125,38.0,13.875,20.625,6.75,,22.4585,252.0,206.708,146.0,203.042,14.292,217.333
2012-06-29,82.0,61.5,39.0,10.8185,17.1115,6.2924999999999995,,10.4795,272.0,229.875,199.0,191.167,11.458,202.625
2012-06-30,79.0,62.292,41.0,9.711,14.8185,5.108,,11.0,278.0,229.417,194.0,202.917,10.583,213.5
2012-07-01,91.0,73.125,50.0,8.646,10.7085,2.0625,,18.9795,257.0,215.708,189.0,193.917,12.125,206.042
2012-07-02,93.0,73.167,49.0,9.9315,16.795,6.8635,,10.0345,286.0,228.0,189.0,189.81,9.429,199.238
2012-07-03,88.0,75.125,60.0,16.0835,19.708,3.625,,23.521,260.0,228.708,208.0,193.417,12.75,206.167
2012-07-04,89.0,62.167,38.0,14.0,16.7915,2.792,,23.0415,305.0,257.0,202.0,195.458,12.167,207.625
2012-07-05,90.0,71.958,50.0,14.5205,18.625,4.104,,43.875,304.0,257.667,225.0,205.167,14.542,219.708
2012-07-06,91.0,71.333,47.0,16.7745,19.3445,2.57,,42.917,305.0,260.792,228.0,205.25,16.917,222.167
2012-07-07,91.0,86.708,78.0,11.606,16.4665,4.8605,,10.854,232.0,214.833,198.0,195.5,10.542,206.042
2012-07-08,91.0,75.417,51.0,5.8955,7.25,1.354,,8.875,270.0,219.917,192.0,192.542,7.833,200.375
2012-07-09,87.0,66.5,43.0,9.5625,12.625,3.0625,,18.2915,289.0,240.042,189.0,195.435,11.13,206.565
2012-07-10,89.0,63.083,38.0,14.125,21.2915,7.167,,25.4375,320.0,260.958,203.0,226.5,14.5,241.0
2012-07-11,87.0,63.583,41.0,14.333,22.083,7.75,,22.8125,314.0,266.0,211.0,195.5,14.375,209.875
2012-07-12,90.0,78.417,66.0,7.854,11.7295,3.875,,15.396,275.0,258.625,243.0,184.167,10.333,194.5
2012-07-13,92.0,77.167,56.0,15.996500000000001,22.9075,6.9110000000000005,,25.271,315.0,268.667,235.0,194.667,15.5,210.167
2012-07-14,91.0,74.292,51.0,13.115,16.0525,2.9375,,25.9375,320.0,276.125,242.0,194.875,12.917,207.792
2012-07-15,89.0,70.792,48.0,10.271,13.354,3.0835,,27.1875,338.0,281.792,243.0,198.375,12.5,210.875
2012-07-16,90.0,64.958,38.0,8.292,14.5,6.208,,15.604,348.0,292.167,240.0,205.667,14.667,220.333
2012-07-17,88.0,68.042,28.0,11.9795,20.6875,8.7085,,24.9795,383.0,290.125,246.0,200.75,16.458,217.208
2012-07-18,90.0,72.292,51.0,12.113499999999998,17.773,5.659,,25.902,326.0,278.875,245.0,197.81,13.095,210.905
2012-07-19,85.0,69.167,44.0,11.146,15.4585,4.3125,,24.271,331.0,254.333,194.0,200.792,13.667,214.458
2012-07-20,85.0,73.625,66.0,7.5005,9.8205,2.32,,17.5415,203.0,190.25,179.0,188.917,14.375,203.292
2012-07-21,87.0,75.0,60.0,11.6455,19.5625,7.9165,,15.395499999999998,213.0,190.292,163.0,189.375,15.5,204.875
2012-07-22,90.0,79.875,66.0,5.5625,6.479,0.917,,23.604,225.0,201.25,186.0,192.458,13.708,206.167
2012-07-23,91.0,73.417,46.0,13.959,19.9015,5.942,,26.0625,294.0,237.917,197.0,197.042,16.167,213.208
2012-07-24,89.0,71.625,48.0,17.8125,29.1875,11.375,,33.208,305.0,257.583,210.0,201.875,18.083,219.958
2012-07-25,89.0,69.083,45.0,19.3545,27.4165,8.0625,,48.9375,330.0,279.958,229.0,210.522,20.391,230.913
2012-07-26,85.0,65.333,35.0,14.417000000000002,19.2705,4.8545,,45.0205,353.0,292.292,244.0,201.667,16.125,217.792
2012-07-27,88.0,61.0,33.0,15.606,17.877499999999998,2.2715,,43.771,365.0,305.5,248.0,199.667,16.292,215.958
2012-07-28,87.0,67.125,39.0,13.1875,17.4375,4.25,,33.833,359.0,293.542,245.0,197.208,15.917,213.125
2012-07-29,89.0,66.417,43.0,9.146,10.3125,1.1665,,24.375,346.0,291.25,242.0,195.417,12.125,207.542
2012-07-30,81.0,61.542,39.0,12.472999999999999,17.689500000000002,5.2165,,20.708,356.0,300.0,263.0,195.958,14.125,210.083
2012-07-31,82.0,60.833,29.0,9.1665,11.875,2.7085,,17.7705,351.0,290.75,255.0,200.0,10.75,210.75
2012-08-01,86.0,64.0,43.0,10.83,14.648,3.818,,21.521,336.0,291.833,251.0,191.083,18.25,209.333
2012-08-02,84.0,59.833,35.0,10.146,19.9165,9.7705,,19.5415,355.0,300.625,247.0,196.333,19.25,215.583
2012-08-03,85.0,63.042,38.0,10.173,17.653,7.4799999999999995,,19.354,336.0,288.042,250.0,194.042,16.042,210.083
2012-08-04,87.0,66.042,43.0,8.3125,13.979500000000002,5.667,,13.979,319.0,279.917,235.0,185.458,12.917,198.375
2012-08-05,86.0,62.292,36.0,7.2915,9.4375,2.146,,19.375,344.0,295.833,255.0,185.542,13.958,199.5
2012-08-06,87.0,77.458,55.0,11.834,25.127000000000002,13.2925,,18.625,311.0,266.917,231.0,188.375,18.167,206.542
2012-08-07,88.0,65.417,33.0,10.7915,16.521,5.729,,21.0625,342.0,271.458,226.0,188.458,13.917,202.375
2012-08-08,77.0,59.292,43.0,10.708,13.5835,2.875,,13.4585,279.0,248.75,224.0,189.304,10.13,199.435
2012-08-09,77.0,58.917,38.0,13.3125,18.521,5.2085,,15.6045,304.0,250.792,213.0,192.208,11.042,203.25
2012-08-10,79.0,60.958,42.0,12.6385,14.835,2.1965,,22.7915,313.0,264.583,221.0,191.0,18.417,209.417
2012-08-11,87.0,72.167,43.0,12.396,16.125,3.729,,30.854,329.0,268.083,237.0,198.167,17.917,216.083
2012-08-12,89.0,72.0,50.0,7.9165,10.354,2.4375,,19.146,322.0,270.125,234.0,191.333,13.0,204.333
2012-08-13,88.0,63.833,40.0,7.443,11.951,4.508,,16.1875,352.0,293.75,237.0,191.875,17.083,208.958
2012-08-14,88.0,72.5,49.0,7.1875,10.1875,3.0,,14.375,309.0,275.292,255.0,193.0,13.375,206.375
2012-08-15,83.0,68.042,50.0,7.5415,9.396,1.8544999999999998,,18.4585,318.0,282.833,252.0,189.783,12.652,202.435
2012-08-16,89.0,65.958,35.0,8.4165,15.2915,6.875,,19.521,360.0,296.583,245.0,199.333,17.333,216.667
2012-08-17,88.0,72.5,40.0,11.423,18.8985,7.4755,,21.9375,354.0,281.333,254.0,188.417,16.0,204.417
2012-08-18,90.0,80.458,59.0,11.375,18.0625,6.6875,,21.354,301.0,263.333,241.0,193.0,16.625,209.625
2012-08-19,90.0,66.5,33.0,6.833,10.2915,3.4585,,15.875,338.0,278.25,237.0,194.208,13.708,207.917
2012-08-20,88.0,59.875,28.0,10.0,17.174,7.174,,16.71,348.0,284.625,229.0,197.174,16.087,213.261
2012-08-21,86.0,61.375,29.0,14.604,24.167,9.5625,,21.292,355.0,290.125,232.0,197.792,21.375,219.167
2012-08-22,84.0,63.083,38.0,12.2915,19.7085,7.417,,18.5,353.0,291.833,244.0,189.435,18.348,207.783
2012-08-23,87.0,59.958,39.0,11.5205,22.4165,10.896,,18.5,349.0,296.125,244.0,190.708,18.167,208.875
2012-08-24,81.0,57.667,33.0,11.937999999999999,20.734499999999997,8.796,,19.1875,350.0,291.167,235.0,191.208,17.917,209.125
2012-08-25,85.0,60.208,34.0,9.958,16.7915,6.8335,,18.229,345.0,288.375,232.0,190.917,16.792,207.708
2012-08-26,86.0,60.458,30.0,6.75,9.7915,3.0415,,14.771,340.0,289.333,237.0,189.167,12.667,201.833
2012-08-27,84.0,58.583,31.0,11.506,18.261,6.7545,,17.792,350.0,291.083,230.0,190.25,16.125,206.375
2012-08-28,83.0,58.958,36.0,13.7705,24.729,10.9585,,17.4375,341.0,285.0,238.0,195.5,19.0,214.5
2012-08-29,81.0,61.958,34.0,14.729500000000002,23.208,8.4795,,22.083,341.0,282.125,230.0,192.826,19.913,212.739
2012-08-30,84.0,62.625,37.0,14.646,22.229,7.583,,28.3545,352.0,294.625,246.0,192.167,20.458,212.625
2012-08-31,87.0,69.458,40.0,13.294,17.8535,4.558999999999999,,21.9375,337.0,283.917,251.0,183.833,17.167,201.0
2012-09-01,89.0,66.417,43.0,7.771,16.125,8.354,,12.4795,312.0,270.292,239.0,185.833,12.042,197.875
2012-09-02,88.0,73.25,56.0,5.8545,7.8335,1.979,,9.354,292.0,250.708,226.0,181.368,9.368,190.737
2012-09-03,88.0,70.25,42.0,10.8695,16.477999999999998,5.608499999999999,,13.79,312.0,255.792,219.0,185.0,12.682,197.682
2012-09-04,91.0,74.708,43.0,10.6875,16.0625,5.375,,12.5205,321.0,255.458,222.0,184.292,12.583,196.875
2012-09-05,90.0,66.625,37.0,12.229,19.5,7.2705,,21.167,333.0,271.917,215.0,190.917,15.542,206.458
2012-09-06,89.0,77.875,46.0,15.1665,23.6875,8.5205,,27.5835,331.0,249.958,219.0,190.5,18.917,209.417
2012-09-07,90.0,64.708,38.0,11.9545,19.4925,7.538,,14.021,308.0,256.292,200.0,188.708,13.542,202.25
2012-09-08,83.0,68.083,44.0,9.25,12.396,3.146,,23.333,318.0,266.417,221.0,189.583,14.25,203.833
2012-09-09,88.0,66.708,39.0,7.0835,10.146,3.0625,,17.8125,327.0,272.958,236.0,193.625,14.292,207.917
2012-09-10,86.0,64.417,34.0,12.798,19.619500000000002,6.8215,,22.2705,328.0,272.583,226.0,192.826,18.565,211.391
2012-09-11,87.0,65.083,40.0,12.6455,20.125,7.479,,24.9585,326.0,267.792,225.0,193.25,18.083,211.333
2012-09-12,84.0,66.125,39.0,13.3125,18.1665,4.854,,18.8335,313.0,259.0,222.0,185.958,14.917,200.875
2012-09-13,86.0,58.417,30.0,15.2085,20.6875,5.4795,,27.542,335.0,273.958,210.0,189.167,18.75,207.917
2012-09-14,80.0,61.5,33.0,15.567,21.163,5.596,,28.646,327.0,273.583,230.0,190.292,19.375,209.667
2012-09-15,85.0,68.458,41.0,10.2915,16.5625,6.271,,22.1665,322.0,266.25,228.0,187.75,18.25,206.0
2012-09-16,90.0,78.208,54.0,8.083,12.1875,4.104,,19.7915,304.0,259.292,232.0,184.125,15.5,199.625
2012-09-17,93.0,75.042,47.0,6.3315,8.548,2.2165,,17.4165,314.0,268.625,241.0,183.652,11.304,194.957
2012-09-18,88.0,74.042,45.0,8.3845,12.6345,4.25,,14.96,318.0,268.375,237.0,183.217,13.043,196.261
2012-09-19,90.0,80.458,61.0,12.0825,17.25,5.1675,,11.703,292.0,259.542,238.0,183.583,16.417,200.0
2012-09-20,89.0,76.042,58.0,10.021,20.4585,10.4375,,14.6665,294.0,252.375,225.0,186.208,17.167,203.375
2012-09-21,86.0,75.042,59.0,15.308,25.646,10.337499999999999,,16.3545,262.0,228.292,202.0,187.75,14.083,201.833
2012-09-22,88.0,71.917,51.0,8.8545,11.2915,2.4375,,12.7085,251.0,218.583,193.0,187.25,11.083,198.333
2012-09-23,89.0,85.958,78.0,6.375,8.0,1.625,,9.917,205.0,190.417,177.0,188.917,8.458,197.375
2012-09-24,90.0,70.125,34.0,10.834,15.419,4.585,,8.625,289.0,215.875,174.0,186.625,10.5,197.125
2012-09-25,87.0,73.833,59.0,13.5835,20.25,6.667,,10.4375,222.0,197.042,175.0,186.087,11.435,197.522
2012-09-26,89.0,64.083,37.0,12.646,22.0625,9.4165,,13.917,253.0,203.125,160.0,187.875,10.542,198.417
2012-09-27,81.0,60.792,38.0,14.0,22.1455,8.146,,12.292,237.0,194.5,144.0,188.292,9.75,198.042
2012-09-28,80.0,60.125,52.0,11.117,15.598,4.481,,7.146,257.0,223.667,195.0,185.292,8.292,193.583
2012-09-29,85.0,70.625,49.0,10.021,18.0835,8.0625,,13.167,289.0,240.375,199.0,186.417,13.542,199.958
2012-09-30,89.0,71.292,39.0,6.042,7.3335,1.2915,,20.125,290.0,247.167,218.0,184.667,11.333,196.0
2012-10-01,76.0,58.042,39.0,10.9195,13.714500000000001,2.795,,11.279,314.0,260.125,220.0,184.292,12.292,196.583
2012-10-02,84.0,70.667,57.0,13.229500000000002,19.917,6.6875,,11.625,249.0,218.5,201.0,186.739,12.217,198.957
2012-10-03,77.0,67.25,61.0,12.7085,18.146,5.4375,,9.6875,225.0,206.125,183.0,190.292,11.5,201.792
2012-10-04,79.0,55.958,38.0,11.146,14.957999999999998,3.8125,,9.854,269.0,226.833,188.0,188.458,12.708,201.167
2012-10-05,82.0,63.125,42.0,13.6585,21.258,7.6,,17.4585,273.0,229.5,187.0,190.875,15.875,206.75
2012-10-06,82.0,63.87,39.0,11.4765,15.529499999999999,4.0535,,17.856,276.0,225.304,191.0,190.625,10.542,201.167
2012-10-07,88.0,78.917,53.0,8.9375,12.0,3.0625,,10.521,214.0,179.75,150.0,188.292,10.417,198.708
2012-10-08,90.0,62.083,32.0,7.970000000000001,11.3755,3.4055,,10.6665,234.0,177.5,129.0,190.208,8.542,198.75
2012-10-09,80.0,57.625,32.0,13.542000000000002,19.75,6.2085,,11.2295,227.0,179.292,135.0,188.87,9.043,197.913
2012-10-10,70.0,56.417,40.0,13.292000000000002,18.458,5.167,,12.125,214.0,178.917,135.0,189.458,10.542,200.0
2012-10-11,84.0,64.708,37.0,11.6875,16.479,4.792,,11.8545,259.0,198.875,157.0,189.083,9.208,198.292
2012-10-12,90.0,65.0,33.0,15.425999999999998,22.169,6.744,,12.771,229.0,178.0,143.0,189.083,11.292,200.375
2012-10-13,85.0,60.042,29.0,14.542000000000002,21.979,7.4375,,15.0,226.0,165.667,108.0,191.958,13.083,205.042
2012-10-14,84.0,64.125,32.0,8.8335,11.25,2.417,,19.521,221.0,165.417,110.0,191.917,10.417,202.333
2012-10-15,86.0,60.875,28.0,16.904,24.252000000000002,7.348,,22.8125,252.0,186.792,129.0,191.542,13.792,205.333
2012-10-16,82.0,58.75,22.0,19.7235,29.939,10.216,,20.130499999999998,221.0,159.292,117.0,191.81,22.238,214.048
2012-10-17,90.0,72.583,39.0,19.167,30.375,11.2085,,29.021,216.0,155.042,92.0,192.875,22.042,214.917
2012-10-18,91.0,87.125,78.0,17.271,36.042,18.771,,17.8125,186.0,164.875,122.0,191.792,20.333,212.125
2012-10-19,88.0,66.167,36.0,14.2275,21.222,6.9945,,11.0,198.0,145.542,99.0,190.208,11.583,201.792
2012-10-20,88.0,65.875,37.0,16.146,26.2705,10.125,,16.0625,203.0,142.25,74.0,193.0,14.625,207.625
2012-10-21,89.0,63.625,24.0,11.6455,16.3955,4.75,,23.4585,260.0,165.292,100.0,193.958,14.375,208.333
2012-10-22,89.0,70.708,52.0,20.242,30.508,10.2665,,36.4585,219.0,161.917,108.0,191.958,16.083,208.042
2012-10-23,89.0,84.042,66.0,18.771,38.0415,19.2705,,22.854,193.0,160.042,129.0,192.826,20.087,212.913
2012-10-24,84.0,49.125,23.0,17.4795,27.25,9.771,,12.896,194.0,140.042,90.0,189.75,11.167,200.917
2012-10-25,84.0,65.833,40.0,17.0,31.875,14.875,,19.875,191.0,137.5,102.0,192.042,15.25,207.292
2012-10-26,88.0,63.583,32.0,16.078,29.310499999999998,13.233,,25.0625,226.0,159.583,91.0,193.417,13.792,207.208
2012-10-27,82.0,61.958,32.0,11.520499999999998,15.271,3.75,,20.375,201.0,157.208,121.0,191.0,8.167,199.167
2012-10-28,92.0,81.083,67.0,9.396,14.229,4.8335,,14.5415,150.0,141.583,128.0,191.333,10.542,201.875
2012-10-29,94.0,70.875,32.0,15.236999999999998,27.75,12.513000000000002,,12.4165,215.0,156.542,94.0,191.75,13.75,205.5
2012-10-30,87.0,69.333,38.0,15.375,33.229,17.8545,,18.2085,168.0,112.708,75.0,191.826,16.13,207.957
2012-10-31,88.0,77.458,50.0,17.021,46.583,29.5625,,18.1455,148.0,105.208,70.0,193.042,19.833,212.875
2012-11-01,89.0,63.125,28.0,14.060500000000001,34.4955,20.435000000000002,,18.875,171.0,126.542,69.0,191.458,16.875,208.333
2012-11-02,74.0,39.917,23.0,15.16,21.2345,6.0745000000000005,,7.104,161.0,124.625,61.0,192.875,10.458,203.333
2012-11-03,84.0,59.208,25.0,14.770499999999998,23.0,8.229,,11.792,171.0,96.583,37.0,193.958,13.833,207.792
2012-11-04,84.0,60.083,27.0,11.5205,16.625,5.104,,14.1875,165.0,99.0,36.0,193.333,12.083,205.417
2012-11-05,87.0,71.083,50.0,20.5925,44.8935,24.301000000000002,,22.5415,156.0,113.25,61.0,193.667,16.333,210.0
2012-11-06,94.0,92.375,90.0,19.396,39.271,19.875,,14.604,156.0,142.667,125.0,193.565,19.348,212.913
2012-11-07,94.0,71.833,27.0,18.771,36.854,18.083,,12.6875,209.0,138.792,81.0,191.542,17.333,208.875
2012-11-08,89.0,56.083,24.0,19.375,44.1875,24.8125,,12.6045,207.0,130.75,56.0,193.5,17.292,210.792
2012-11-09,82.0,57.792,26.0,21.02,40.045500000000004,19.025,,18.125,195.0,121.25,73.0,192.208,18.875,211.083
2012-11-10,84.0,58.667,26.0,16.5,30.792,14.292000000000002,,16.5625,192.0,114.917,51.0,191.083,16.375,207.458
2012-11-11,91.0,78.417,60.0,10.8335,18.646,7.8125,,11.9165,144.0,113.417,76.0,191.167,11.917,203.083
2012-11-12,95.0,84.0,62.0,16.5075,31.972,15.464500000000001,,10.521,201.0,150.583,117.0,189.75,16.125,205.875
2012-11-13,93.0,77.167,52.0,19.9585,50.1665,30.2085,,22.833,169.0,122.792,93.0,196.348,26.652,223.0
2012-11-14,81.0,48.75,24.0,18.479,26.75,8.271,,12.0625,166.0,111.083,49.0,193.375,14.208,207.583
2012-11-15,82.0,58.375,29.0,19.712000000000003,44.4015,24.689500000000002,,12.821000000000002,139.0,76.125,26.0,196.429,17.905,214.333
2012-11-16,82.0,63.208,31.0,18.396,42.079,23.683,,14.5,154.0,79.208,24.0,195.833,17.625,213.458
