date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,CH4_mean,NMHC_mean,THC_mean
2011-05-04,11.146,15.188,4.042,,26.708,186.435,10.522,196.957
2011-05-05,10.854,13.938,3.083,,19.75,186.261,6.696,192.957
2011-05-06,17.375,24.708,7.333,,21.167,185.87,8.957,194.826
2011-05-07,19.609,30.196,10.586,,38.042,187.13,16.391,203.522
2011-05-08,10.0,13.312,3.312,,27.167,188.217,13.087,201.304
2011-05-09,20.417,27.271,6.854,,24.833,187.522,13.609,201.13
2011-05-10,23.125,39.27,16.146,,26.292,187.652,19.826,207.478
2011-05-11,23.826,32.935,9.108,,18.087,185.727,15.409,201.136
2011-05-12,19.375,29.562,10.188,,17.458,186.696,15.087,201.783
2011-05-13,17.916,31.479,13.562,,26.0,186.217,16.043,202.261
2011-05-14,16.131,24.674,8.544,,42.125,187.913,12.478,200.391
2011-05-15,10.729,12.646,1.917,,18.458,186.783,10.826,197.609
2011-05-16,22.73,34.625,11.896,,28.542,188.435,17.217,205.652
2011-05-17,24.75,36.292,11.542,,35.083,189.565,20.348,209.913
2011-05-18,20.23,27.833,7.604,,33.917,189.217,16.391,205.609
2011-05-19,26.169,34.552,8.382,,38.591,191.636,21.545,213.182
2011-05-20,28.584,41.73,13.146,,39.417,190.304,26.043,216.348
2011-05-21,20.5,27.087,6.587,,47.167,189.87,25.391,215.261
2011-05-22,11.792,14.604,2.812,,30.333,186.913,16.174,203.087
2011-05-23,19.146,29.688,10.542,,15.667,184.565,13.696,198.261
2011-05-24,21.584,31.5,9.916,,12.708,185.696,14.435,200.13
2011-05-25,20.27,34.0,13.73,,16.375,187.565,21.783,209.348
2011-05-26,24.938,37.333,12.396,,35.542,191.043,21.696,212.739
2011-05-27,27.375,43.688,16.312,,31.458,189.0,19.696,208.696
2011-05-28,16.413,22.74,6.326,,21.208,187.87,15.696,203.565
2011-05-29,9.875,13.688,3.812,,6.792,187.391,11.957,199.348
2011-05-30,13.674,22.435,8.761,,5.783,183.5,9.136,192.636
2011-05-31,12.125,19.666,7.542,,13.458,184.174,7.522,191.696
2011-06-01,17.916,27.729,9.812,,36.167,186.0,11.478,197.478
2011-06-02,20.958,35.625,14.667,,52.75,189.913,21.348,211.261
2011-06-03,24.354,42.292,17.938,,23.25,189.739,22.391,212.13
2011-06-04,17.022,28.566,11.544,,34.917,187.217,21.304,208.522
2011-06-05,12.98,15.395,2.417,,51.417,191.304,18.609,209.913
2011-06-06,15.104,20.125,5.02,,30.375,186.609,13.957,200.565
2011-06-07,19.75,25.75,6.0,,33.667,189.739,20.957,210.696
2011-06-08,22.167,33.521,11.354,,20.458,188.957,20.739,209.696
2011-06-09,22.318,30.568,8.25,,26.174,187.45,18.4,205.85
2011-06-10,23.75,30.729,6.98,,50.167,191.609,26.304,217.913
2011-06-11,18.74,24.608,5.87,,38.125,188.217,22.0,210.217
2011-06-12,17.396,21.458,4.062,,37.75,192.348,23.0,215.348
2011-06-13,28.542,37.896,9.355,,34.875,193.826,24.957,218.783
2011-06-14,22.646,33.062,10.417,,27.0,191.826,21.522,213.348
2011-06-15,22.542,31.167,8.625,,10.333,188.696,17.913,206.609
2011-06-16,22.842,33.984,11.142,,20.522,195.1,24.1,219.2
2011-06-17,17.896,27.042,9.146,,12.833,184.522,15.174,199.696
2011-06-18,22.326,32.805,10.478,,24.958,191.13,18.87,210.0
2011-06-19,9.542,11.938,2.396,,27.625,193.652,19.652,213.304
2011-06-20,19.584,27.938,8.354,,30.167,192.913,24.304,217.217
2011-06-21,18.646,34.542,15.896,,24.625,187.043,25.174,212.217
2011-06-22,24.218,33.37,9.152,,26.783,189.909,27.455,217.364
2011-06-23,21.167,32.729,11.562,,33.125,185.261,29.609,214.87
2011-06-24,16.979,35.667,18.688,,24.625,182.478,27.652,210.13
2011-06-25,12.304,22.435,10.13,,16.292,188.478,20.348,208.826
2011-06-26,8.812,12.375,3.562,,23.625,190.391,12.435,202.826
2011-06-27,18.167,33.646,15.48,,27.125,192.478,20.565,213.043
2011-06-28,20.958,37.25,16.292,,31.167,196.0,30.522,226.522
2011-06-29,20.062,32.666,12.605,,32.5,189.565,28.0,217.565
2011-06-30,18.208,25.084,6.875,,29.792,183.696,26.087,209.783
2011-07-01,14.792,27.208,12.417,,27.167,182.609,21.522,204.13
2011-07-02,14.456,21.652,7.196,,34.833,187.043,17.609,204.652
2011-07-03,11.938,15.562,3.625,,24.375,185.565,21.174,206.739
2011-07-04,15.916,22.708,6.792,,38.708,187.739,24.043,211.783
2011-07-05,15.583,23.562,7.98,,16.542,189.652,21.826,211.478
2011-07-06,18.271,26.688,8.417,,24.0,192.739,20.609,213.348
2011-07-07,19.022,27.61,8.588,,37.609,199.227,25.727,224.955
2011-07-08,23.625,34.73,11.105,,35.042,187.261,27.348,214.609
2011-07-09,17.413,26.848,9.434,,36.083,191.957,30.478,222.435
2011-07-10,9.562,12.188,2.625,,21.042,181.435,19.217,200.652
2011-07-11,13.396,21.688,8.292,,17.458,182.043,21.217,203.261
2011-07-12,12.438,24.73,12.292,,18.25,185.391,32.087,217.478
2011-07-13,13.146,27.438,14.292,,19.667,188.522,24.217,212.739
2011-07-14,16.636,34.204,17.568,,19.783,189.273,29.227,218.5
2011-07-15,18.646,31.104,12.458,,22.917,189.957,30.13,220.087
2011-07-16,15.435,22.935,7.5,,25.792,180.739,26.174,206.913
2011-07-17,9.334,14.375,5.042,,24.583,186.696,24.0,210.696
2011-07-18,8.666,15.729,7.062,,22.75,181.348,25.087,206.435
2011-07-19,10.666,25.77,15.104,,11.542,177.261,19.043,196.304
2011-07-20,7.646,16.188,8.542,,19.458,175.826,14.652,190.478
2011-07-21,7.333,14.854,7.521,,11.458,183.304,11.043,194.348
2011-07-22,10.916,19.958,9.042,,11.458,184.957,10.435,195.391
2011-07-23,10.152,18.826,8.674,,9.958,185.348,12.348,197.696
2011-07-24,8.312,12.166,3.854,,16.917,183.391,17.217,200.609
2011-07-25,13.021,19.979,6.958,,22.458,184.826,19.739,204.565
2011-07-26,17.674,26.0,8.326,,18.391,186.864,24.0,210.864
2011-07-27,23.208,38.021,14.812,,29.0,190.783,29.087,219.87
2011-07-28,16.75,24.729,7.979,,23.167,186.739,21.739,208.478
2011-07-29,18.938,31.667,12.73,,32.125,190.217,27.348,217.565
2011-07-30,13.848,22.74,8.891,,13.667,185.783,17.087,202.87
2011-07-31,7.416,12.021,4.604,,15.458,185.174,13.522,198.696
2011-08-01,14.062,26.104,12.042,,22.833,187.217,15.522,202.739
2011-08-02,16.591,28.182,11.591,,39.652,189.333,20.524,209.857
2011-08-03,15.119,26.976,11.857,,30.042,189.174,23.652,212.826
2011-08-04,11.562,25.542,13.979,,18.667,181.391,20.217,201.609
2011-08-05,9.812,20.875,11.062,,13.083,178.304,20.739,199.043
2011-08-06,12.37,21.783,9.413,,21.375,187.391,23.478,210.87
2011-08-07,7.854,11.375,3.521,,17.375,186.652,19.739,206.391
2011-08-08,15.542,21.958,6.416,,25.083,184.652,24.565,209.217
2011-08-09,17.75,28.104,10.354,,29.0,182.652,27.957,210.609
2011-08-10,20.667,31.875,11.208,,37.417,190.609,34.217,224.826
2011-08-11,13.708,19.834,6.125,,33.917,185.0,23.957,208.957
2011-08-12,13.198,17.845,4.646,,31.261,188.545,23.273,211.818
2011-08-13,11.609,14.696,3.087,,43.083,189.739,23.13,212.87
2011-08-14,6.542,7.229,0.688,,38.75,185.957,21.522,207.478
2011-08-15,7.166,8.916,1.75,,26.083,186.217,20.391,206.609
2011-08-16,7.854,9.854,2.0,,28.042,186.043,21.043,207.087
2011-08-17,13.75,16.688,2.938,,32.667,190.783,24.043,214.826
2011-08-18,17.708,23.979,6.271,,42.25,190.435,30.043,220.478
2011-08-19,14.833,23.458,8.625,,13.792,187.348,17.957,205.304
2011-08-20,11.435,15.87,4.435,,10.917,188.261,16.957,205.217
2011-08-21,8.666,13.312,4.646,,10.792,187.391,13.348,200.739
2011-08-22,16.646,30.375,13.729,,10.583,189.435,17.0,206.435
2011-08-23,20.402,37.021,16.62,,20.087,194.409,23.955,218.364
2011-08-24,12.542,31.458,18.917,,23.208,185.739,23.913,209.652
2011-08-25,11.979,40.271,28.292,,12.083,179.609,33.565,213.174
2011-08-26,11.521,32.708,21.188,,16.042,184.522,22.478,207.0
2011-08-27,12.065,22.826,10.761,,15.667,185.391,17.435,202.826
2011-08-28,8.833,14.125,5.292,,13.667,189.87,17.826,207.696
2011-08-29,13.334,24.875,11.542,,17.542,189.609,20.087,209.696
2011-08-30,13.834,25.021,11.188,,15.333,189.0,17.913,206.913
2011-08-31,14.333,27.0,12.667,,16.5,182.957,20.13,203.087
2011-09-01,10.084,25.979,15.896,,14.917,179.565,18.87,198.435
2011-09-02,7.292,18.416,11.125,,18.583,177.826,15.261,193.087
2011-09-03,3.304,5.696,2.392,,24.083,173.87,13.174,187.043
2011-09-04,4.542,7.292,2.75,,16.292,175.826,12.87,188.696
2011-09-05,16.125,31.084,14.958,,14.875,181.957,19.478,201.435
2011-09-06,10.729,17.188,6.458,,7.625,186.043,12.739,198.783
2011-09-07,18.125,25.792,7.667,,16.417,189.696,20.826,210.522
2011-09-08,17.204,23.614,6.409,,21.739,191.714,23.238,214.952
2011-09-09,20.438,25.416,4.979,,39.333,199.913,27.826,227.739
2011-09-10,12.37,16.696,4.326,,34.625,191.217,28.609,219.826
2011-09-11,8.479,15.354,6.875,,17.583,182.217,20.565,202.783
2011-09-12,11.73,23.479,11.75,,12.833,180.826,22.783,203.609
2011-09-13,13.666,25.771,12.104,,17.708,183.304,25.0,208.304
2011-09-14,15.292,26.042,10.75,,23.917,189.435,30.391,219.826
2011-09-15,11.75,26.208,14.458,,15.375,182.348,25.522,207.87
2011-09-16,8.979,22.792,13.812,,13.208,178.0,22.609,200.609
2011-09-17,5.196,13.609,8.413,,12.167,174.739,16.13,190.87
2011-09-18,6.02,12.605,6.583,,12.375,177.522,18.217,195.739
2011-09-19,8.416,15.27,6.854,,19.5,187.652,18.826,206.478
2011-09-20,14.31,30.747,16.437,,4.0,184.864,14.455,199.318
2011-09-21,13.458,28.0,14.542,,5.917,183.087,14.087,197.174
2011-09-22,15.104,29.75,14.646,,6.75,184.652,15.783,200.435
2011-09-23,14.146,25.77,11.625,,7.792,188.783,16.739,205.522
2011-09-24,14.848,28.022,13.174,,9.792,190.478,15.0,205.478
2011-09-25,12.188,18.438,6.25,,13.833,190.87,14.957,205.826
2011-09-26,19.479,39.104,19.625,,21.958,195.913,22.304,218.217
2011-09-27,17.71,35.003,17.292,,16.174,189.318,20.0,209.318
2011-09-28,21.354,34.5,13.145,,20.958,189.522,17.652,207.174
2011-09-29,21.604,32.396,10.792,,25.167,190.522,18.348,208.87
2011-09-30,27.062,40.77,13.708,,40.375,193.217,28.696,221.913
2011-10-01,6.174,8.609,2.434,,7.0,186.348,8.217,194.565
2011-10-02,9.188,12.666,3.479,,16.25,187.087,10.609,197.696
2011-10-03,8.5,13.5,5.0,,5.542,185.826,6.87,192.696
2011-10-04,20.75,30.354,9.604,,14.125,188.565,15.826,204.391
2011-10-05,18.604,31.708,13.104,,21.833,189.826,17.0,206.826
2011-10-06,15.625,28.208,12.584,,4.333,185.696,13.609,199.304
2011-10-07,10.386,14.613,4.228,,12.682,186.048,10.0,196.048
2011-10-08,21.044,32.282,11.239,,24.167,191.217,23.261,214.478
2011-10-09,13.312,16.584,3.271,,34.0,196.174,18.609,214.783
2011-10-10,15.042,21.042,6.0,,34.542,193.826,26.217,220.043
2011-10-11,21.854,40.771,18.916,,38.75,190.435,17.174,207.609
2011-10-12,21.438,35.25,13.812,,36.292,191.565,20.13,211.696
2011-10-13,20.77,31.875,11.105,,35.542,193.087,18.391,211.478
2011-10-14,24.375,42.896,18.521,,55.542,194.565,25.913,220.478
2011-10-15,17.761,37.13,19.37,,46.125,192.043,27.0,219.043
2011-10-16,9.771,17.5,7.73,,24.958,190.522,19.478,210.0
2011-10-17,18.034,33.055,15.021,,20.2,194.0,18.0,212.0
2011-10-18,15.271,26.25,10.979,,18.636,187.565,12.522,200.087
2011-10-19,21.312,43.625,22.312,,23.625,193.348,19.304,212.652
2011-10-20,18.229,33.042,14.812,,24.917,191.696,18.913,210.609
2011-10-21,16.688,31.562,14.875,,19.917,188.043,16.913,204.957
2011-10-22,16.065,30.044,13.978,,13.083,187.304,18.391,205.696
2011-10-23,13.438,22.646,9.208,,21.458,190.739,23.217,213.957
2011-10-24,18.604,36.708,18.104,,19.333,188.609,20.435,209.043
2011-10-25,12.875,22.708,9.833,,27.417,187.304,16.565,203.87
2011-10-26,6.652,9.934,3.283,,7.043,186.409,6.364,192.773
2011-10-27,23.52,45.0,21.479,,21.583,191.522,21.0,212.522
2011-10-28,22.792,44.125,21.334,,23.167,192.609,20.348,212.957
2011-10-29,19.413,30.108,10.696,,27.333,190.739,17.696,208.435
2011-10-30,13.396,17.875,4.479,,35.0,193.957,15.087,209.043
2011-10-31,11.5,22.5,11.0,,13.917,187.435,9.913,197.348
2011-11-01,26.271,51.271,25.0,,15.417,189.364,19.045,208.409
2011-11-02,28.417,49.812,21.396,,31.667,193.0,25.2,218.2
2011-11-03,28.104,52.27,24.167,,52.792,,,
2011-11-04,23.521,60.292,36.771,,33.958,194.0,34.3,228.3
2011-11-05,24.739,54.044,29.304,,57.583,197.609,27.478,225.087
2011-11-06,13.854,23.688,9.833,,50.917,195.957,21.087,217.043
2011-11-07,15.29,47.065,31.776,,11.565,191.095,16.857,207.952
2011-11-08,18.896,32.812,13.917,,8.75,188.043,14.739,202.783
2011-11-09,21.23,48.916,27.688,,17.208,194.652,22.652,217.304
2011-11-10,22.542,50.188,27.646,,22.5,196.13,23.043,219.174
2011-11-11,20.875,41.646,20.771,,25.0,194.696,22.783,217.478
2011-11-12,17.435,36.239,18.804,,11.083,191.391,17.957,209.348
2011-11-13,14.146,27.938,13.792,,24.083,195.304,21.348,216.652
2011-11-14,18.812,35.125,16.312,,22.958,191.174,16.478,207.652
2011-11-15,13.498,26.5,13.002,,13.043,189.526,9.526,199.053
2011-11-16,14.708,24.396,9.688,,8.083,188.435,9.783,198.217
2011-11-17,16.77,26.27,9.5,,10.458,189.957,13.304,203.261
2011-11-18,22.688,45.521,22.834,,26.292,191.217,21.13,212.348
2011-11-19,19.978,48.152,28.174,,28.125,196.174,23.913,220.087
2011-11-20,10.708,21.188,10.479,,9.75,193.826,15.783,209.609
2011-11-21,19.125,46.604,27.479,,5.125,191.043,12.913,203.957
2011-11-22,20.104,49.458,29.354,,9.958,191.435,18.609,210.043
2011-11-23,23.479,37.479,14.0,,22.542,194.217,22.261,216.478
2011-11-24,17.979,46.312,28.333,,20.125,193.217,16.522,209.739
2011-11-25,15.782,32.391,16.608,,6.087,188.5,8.227,196.727
2011-11-26,18.435,34.956,16.522,,14.792,190.87,14.957,205.826
2011-11-27,19.062,37.958,18.896,,30.583,196.13,25.957,222.087
2011-11-28,24.417,94.208,69.792,,36.417,200.174,38.261,238.435
2011-11-29,29.375,113.646,84.271,,39.708,202.13,50.652,252.783
2011-11-30,23.25,85.875,62.625,,32.083,193.522,29.0,222.522
2011-12-01,19.396,38.583,19.188,,9.583,187.174,11.391,198.565
2011-12-02,15.416,29.958,14.542,,8.083,188.391,8.261,196.652
2011-12-03,17.674,36.522,18.848,,7.792,190.217,15.783,206.0
2011-12-04,6.125,8.166,2.042,,3.208,187.609,4.217,191.826
2011-12-05,11.938,23.166,11.229,,4.292,188.435,6.217,194.652
2011-12-06,25.229,44.479,19.25,,17.0,190.478,17.826,208.304
2011-12-07,28.146,68.438,40.292,,29.417,194.913,29.435,224.348
2011-12-08,22.696,76.804,54.109,,36.087,197.773,27.909,225.682
2011-12-09,19.479,38.292,18.812,,5.542,189.826,11.826,201.652
2011-12-10,21.804,46.0,24.196,,9.5,191.652,15.478,207.13
2011-12-11,17.666,37.521,19.854,,10.167,192.435,18.739,211.174
2011-12-12,29.5,91.833,62.333,,16.083,192.913,30.957,223.87
2011-12-13,18.521,31.396,12.875,,7.917,190.826,11.0,201.826
2011-12-14,26.271,57.208,30.938,,21.375,193.696,20.783,214.478
2011-12-15,25.708,83.979,58.271,,16.583,193.696,24.783,218.478
2011-12-16,17.562,38.625,21.062,,7.708,192.783,16.696,209.478
2011-12-17,15.76,29.108,13.348,,6.625,191.739,9.652,201.391
2011-12-18,17.27,32.479,15.208,,9.875,194.565,16.13,210.696
2011-12-19,23.924,72.194,48.269,,13.261,194.25,24.6,218.85
2011-12-20,18.334,35.312,16.979,,6.208,185.043,11.87,196.913
2011-12-21,27.271,72.479,45.208,,18.25,189.304,22.565,211.87
2011-12-22,26.562,77.646,51.083,,29.875,189.609,27.261,216.87
2011-12-23,7.958,10.708,2.75,,4.542,184.13,4.913,189.043
2011-12-24,19.956,39.826,19.87,,10.5,187.913,14.826,202.739
2011-12-25,9.5,14.125,4.625,,5.875,186.957,6.174,193.13
2011-12-26,18.416,40.146,21.729,,6.083,186.609,9.348,195.957
2011-12-27,19.672,54.166,34.494,,7.87,189.045,13.091,202.136
2011-12-28,18.396,34.292,15.896,,10.083,186.087,14.435,200.522
2011-12-29,20.75,35.792,15.042,,18.333,185.87,13.478,199.348
2011-12-30,6.375,8.542,2.166,,6.958,184.217,4.739,188.957
2011-12-31,10.152,13.13,2.978,,10.25,185.13,6.217,191.348
2012-01-01,14.218,19.76,5.544,,8.167,190.826,10.478,201.304
2012-01-02,19.229,35.062,15.834,,17.792,198.348,21.261,219.609
2012-01-03,5.542,7.333,1.792,,5.521,189.217,3.696,192.913
2012-01-04,10.188,16.562,6.375,,4.854,190.0,7.913,197.913
2012-01-05,16.792,26.896,10.104,,10.48,190.478,11.261,201.739
2012-01-06,10.75,17.208,6.458,,8.562,190.522,7.652,198.174
2012-01-07,21.0,38.938,17.938,,13.75,189.435,16.739,206.174
2012-01-08,32.091,87.432,55.341,,25.109,194.318,31.909,226.227
2012-01-09,30.292,66.521,36.229,,31.125,195.391,29.391,224.783
2012-01-10,11.958,18.542,6.583,,5.062,189.304,5.304,194.609
2012-01-11,12.896,17.771,4.875,,6.75,189.783,10.522,200.304
2012-01-12,26.458,47.75,21.292,,25.646,193.739,21.609,215.348
2012-01-13,24.416,42.916,18.5,,24.52,192.696,26.652,219.348
2012-01-14,15.584,21.167,5.584,,23.229,189.739,11.957,201.696
2012-01-15,8.0,10.696,2.696,,7.479,190.0,4.87,194.87
2012-01-16,29.229,57.792,28.562,,17.208,192.261,23.609,215.87
2012-01-17,18.909,46.591,27.682,,16.498,192.955,14.682,207.636
2012-01-18,9.854,16.98,7.125,,5.604,189.522,5.261,194.783
2012-01-19,20.125,37.834,17.708,,10.27,192.304,10.696,203.0
2012-01-20,5.916,7.375,1.458,,8.02,188.913,4.522,193.435
2012-01-21,27.0,47.542,20.542,,21.312,190.826,18.0,208.826
2012-01-22,19.392,35.522,16.131,,24.104,191.304,17.0,208.304
2012-01-23,18.917,33.604,14.688,,9.042,188.87,9.565,198.435
2012-01-24,27.354,51.438,24.084,,22.958,191.522,18.609,210.13
