date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,CH4_mean,NMHC_mean,THC_mean
2011-03-21,5.542,6.208,0.666,,10.458,189.739,5.435,195.174
2011-03-22,26.608,35.0,8.391,,23.958,191.87,20.087,211.957
2011-03-23,20.021,21.958,1.938,,33.5,189.261,16.13,205.391
2011-03-24,12.521,15.708,3.188,,11.5,188.304,11.522,199.826
2011-03-25,6.438,7.188,0.75,,7.0,189.957,7.13,197.087
2011-03-26,8.542,9.729,1.188,,9.833,191.13,7.391,198.522
2011-03-27,15.645,18.104,2.458,,13.083,192.13,12.391,204.522
2011-03-28,12.0,13.938,1.938,,21.5,189.087,10.826,199.913
2011-03-29,15.87,18.587,2.718,,16.625,190.522,12.739,203.261
2011-03-30,30.022,39.63,9.608,,28.783,194.091,26.955,221.045
2011-03-31,15.208,20.084,4.875,,20.583,190.174,18.435,208.609
2011-04-01,17.562,20.771,3.208,,18.125,,,
2011-04-02,12.938,14.98,2.042,,24.125,,,
2011-04-03,7.021,7.771,0.75,,10.792,,,
2011-04-04,4.75,5.125,0.375,,7.708,,,
2011-04-05,20.312,24.208,3.896,,16.708,,,
2011-04-06,18.979,21.938,2.958,,14.833,,,
2011-04-07,26.848,30.479,3.63,,25.5,,,
2011-04-08,24.854,28.938,4.083,,26.625,,,
2011-04-09,18.875,24.5,5.625,,26.875,,,
2011-04-10,9.375,10.812,1.438,,16.458,,,
2011-04-11,12.826,14.87,2.043,,25.087,,,
2011-04-12,8.666,9.562,0.896,,18.667,,,
2011-04-13,20.188,23.083,2.896,,21.667,,,
2011-04-14,20.87,22.87,2.0,,28.875,,,
2011-04-15,21.958,24.792,2.834,,31.458,,,
2011-04-16,9.708,10.854,1.146,,25.833,,,
2011-04-17,5.229,5.75,0.52,,14.5,,,
2011-04-18,12.854,14.729,1.875,,22.458,,,
2011-04-19,12.542,14.771,2.229,,13.167,,,
2011-04-20,11.542,16.938,5.396,,15.708,,,
2011-04-21,14.544,18.478,3.934,,23.125,,,
2011-04-22,19.909,22.682,2.773,,46.87,,,
2011-04-23,12.25,14.604,2.354,,21.708,,,
2011-04-24,6.312,6.938,0.625,,11.0,,,
2011-04-25,11.77,13.416,1.646,,15.208,,,
2011-04-26,14.771,16.896,2.125,,19.0,,,
2011-04-27,12.604,14.729,2.125,,34.0,,,
2011-04-28,6.068,6.727,0.659,,14.043,,,
2011-04-29,7.25,8.042,0.792,,13.917,,,
2011-04-30,13.771,14.895,1.125,,21.625,,,
2011-05-01,12.146,13.167,1.021,,27.917,,,
2011-05-02,5.625,5.75,0.125,,83.708,,,
2011-05-03,10.146,10.938,0.792,,55.875,,,
2011-05-04,8.354,9.208,0.854,,31.667,,,
2011-05-05,7.587,8.565,0.978,,20.208,,,
2011-05-06,10.312,12.229,1.917,,23.583,,,
2011-05-07,13.334,14.916,1.583,,43.583,,,
2011-05-08,6.917,7.562,0.646,,25.458,,,
2011-05-09,15.082,16.73,1.648,,25.348,190.6,32.0,222.6
2011-05-10,13.98,16.562,2.584,,22.875,184.217,19.435,203.652
2011-05-11,17.146,19.688,2.542,,23.25,181.957,17.217,199.174
2011-05-12,15.087,17.522,2.435,,23.75,184.696,16.652,201.348
2011-05-13,12.354,16.5,4.146,,37.917,184.391,15.391,199.783
2011-05-14,8.354,9.688,1.334,,34.667,187.478,8.652,196.13
2011-05-15,7.729,8.271,0.542,,14.917,185.696,8.783,194.478
2011-05-16,16.875,18.75,1.875,,24.333,189.522,17.261,206.783
2011-05-17,17.938,20.604,2.666,,36.083,187.522,18.391,205.913
2011-05-18,14.312,15.792,1.479,,30.375,192.739,14.739,207.478
2011-05-19,18.782,20.066,1.282,,37.833,192.826,21.522,214.348
2011-05-20,22.304,24.13,1.826,,41.0,194.136,26.0,220.136
2011-05-21,17.834,19.729,1.896,,48.958,188.05,23.75,211.8
2011-05-22,9.25,10.396,1.146,,35.75,,,
2011-05-23,13.416,17.021,3.604,,17.458,,,
2011-05-24,13.083,14.416,1.334,,16.958,,,
2011-05-25,17.771,21.667,3.896,,20.583,,,
2011-05-26,18.936,21.358,2.423,,39.087,,,
2011-05-27,20.542,23.979,3.438,,31.625,,,
2011-05-28,10.646,12.25,1.604,,26.917,,,
2011-05-29,6.584,7.916,1.334,,6.167,,,
2011-05-30,7.998,9.784,1.786,,3.833,187.778,11.556,199.333
2011-05-31,8.812,11.938,3.125,,13.083,182.522,8.957,191.478
2011-06-01,13.312,17.062,3.75,,40.875,183.913,11.087,195.0
2011-06-02,17.283,20.522,3.239,,64.083,188.0,18.609,206.609
2011-06-03,20.584,26.0,5.417,,22.0,186.435,22.522,208.957
2011-06-04,15.5,17.542,2.042,,38.417,191.217,21.478,212.696
2011-06-05,11.062,11.75,0.688,,53.958,191.304,18.043,209.348
2011-06-06,10.458,11.292,0.834,,35.167,184.609,13.174,197.783
2011-06-07,16.73,18.521,1.792,,33.167,180.217,17.391,197.609
2011-06-08,16.318,18.614,2.296,,24.957,187.9,24.3,212.2
2011-06-09,18.478,20.956,2.478,,31.542,188.913,18.0,206.913
2011-06-10,18.125,19.312,1.188,,57.083,186.696,23.957,210.652
2011-06-11,13.916,15.229,1.312,,44.167,187.478,19.783,207.261
2011-06-12,11.98,12.708,0.73,,30.75,188.609,17.391,206.0
2011-06-13,18.375,21.188,2.812,,38.708,191.087,21.174,212.261
2011-06-14,14.042,16.208,2.166,,28.292,188.87,15.696,204.565
2011-06-15,16.084,18.292,2.208,,13.708,201.391,18.087,219.478
2011-06-16,20.63,25.348,4.718,,26.75,214.391,24.913,239.304
2011-06-17,11.087,12.478,1.391,,16.435,200.476,15.667,216.143
2011-06-18,17.584,19.771,2.188,,34.0,205.208,17.333,222.542
2011-06-19,11.27,12.688,1.416,,36.708,209.375,19.708,229.083
2011-06-20,18.479,20.354,1.875,,46.0,211.0,25.542,236.542
2011-06-21,15.938,19.812,3.875,,35.208,206.75,23.167,229.917
2011-06-22,15.542,16.875,1.334,,26.458,197.792,22.0,219.792
2011-06-23,12.63,15.13,2.5,,25.667,196.0,20.542,216.542
2011-06-24,10.917,15.208,4.292,,21.208,193.375,18.875,212.25
2011-06-25,10.584,13.188,2.604,,17.042,196.083,15.625,211.708
2011-06-26,5.792,6.479,0.688,,23.792,197.417,9.167,206.583
2011-06-27,15.583,19.812,4.229,,26.25,197.792,18.25,216.042
2011-06-28,14.296,19.886,5.591,,33.304,204.0,24.391,228.391
2011-06-29,11.062,12.438,1.375,,31.333,195.167,19.042,214.208
2011-06-30,11.37,12.913,1.544,,33.417,186.083,16.75,202.833
2011-07-01,8.333,9.792,1.458,,23.0,181.292,14.25,195.542
2011-07-02,8.75,9.438,0.688,,38.375,188.292,13.667,201.958
2011-07-03,7.5,8.27,0.77,,28.708,184.167,14.167,198.333
2011-07-04,12.042,13.688,1.646,,46.208,187.208,20.0,207.208
2011-07-05,9.054,10.157,1.104,,12.565,186.714,12.238,198.952
2011-07-06,10.938,11.834,0.896,,20.167,189.043,12.13,201.174
2011-07-07,13.435,15.174,1.74,,48.333,195.609,15.609,211.217
2011-07-08,15.479,19.0,3.521,,34.417,184.043,16.0,200.043
2011-07-09,15.354,18.354,3.0,,36.292,190.174,19.696,209.87
2011-07-10,7.146,7.688,0.542,,19.5,176.391,13.043,189.435
2011-07-11,10.75,13.146,2.396,,19.25,175.565,15.739,191.304
2011-07-12,14.604,18.979,4.375,,22.333,182.87,22.261,205.13
2011-07-13,14.042,22.75,8.708,,21.75,188.913,20.783,209.696
2011-07-14,17.587,25.0,7.413,,25.292,185.696,22.87,208.565
2011-07-15,17.566,23.978,6.413,,28.391,192.143,22.714,214.857
2011-07-16,14.354,15.895,1.542,,32.792,185.261,19.826,205.087
2011-07-17,11.23,13.02,1.792,,30.375,192.87,18.435,211.304
2011-07-18,11.77,16.438,4.666,,27.208,186.857,20.0,206.857
2011-07-19,8.708,11.688,2.979,,12.833,186.0,12.643,198.643
2011-07-20,8.3,12.35,4.05,,19.667,174.591,10.318,184.909
2011-07-21,3.652,4.326,0.674,,10.708,190.227,5.773,196.0
2011-07-22,7.688,9.938,2.25,,12.583,199.217,11.391,210.609
2011-07-23,6.875,8.938,2.062,,9.125,196.667,12.167,208.833
2011-07-24,7.5,8.979,1.479,,16.583,194.208,14.458,208.667
2011-07-25,11.084,12.688,1.604,,27.042,197.542,17.25,214.792
2011-07-26,14.75,16.479,1.729,,21.708,193.542,19.292,212.833
2011-07-27,14.261,16.326,2.066,,29.826,197.87,18.304,216.174
2011-07-28,8.608,9.696,1.087,,20.083,183.455,13.5,196.955
2011-07-29,11.98,15.438,3.458,,25.833,185.0,16.391,201.391
2011-07-30,8.0,9.334,1.334,,13.167,185.435,10.348,195.783
2011-07-31,6.396,8.584,2.188,,17.375,183.182,10.5,193.682
2011-08-01,9.792,12.896,3.104,,28.292,190.182,11.636,201.818
2011-08-02,11.708,14.354,2.646,,52.958,196.13,15.391,211.522
2011-08-03,12.718,15.696,2.978,,54.826,198.261,19.174,217.435
2011-08-04,10.891,15.435,4.544,,17.833,,,
2011-08-05,9.062,12.729,3.666,,16.042,178.889,14.333,193.222
2011-08-06,9.5,15.042,5.542,,22.292,190.043,19.435,209.478
2011-08-07,5.27,6.188,0.917,,17.292,184.435,10.0,194.435
2011-08-08,9.875,11.708,1.833,,19.5,182.913,14.087,197.0
2011-08-09,12.438,14.312,1.875,,26.125,181.261,16.913,198.174
2011-08-10,15.708,17.104,1.396,,41.667,187.174,23.043,210.217
2011-08-11,7.63,8.978,1.348,,29.0,181.087,11.435,192.522
2011-08-12,9.432,10.454,1.023,,37.739,184.364,12.5,196.864
2011-08-13,8.854,9.708,0.854,,41.667,184.522,13.826,198.348
2011-08-14,5.584,5.896,0.312,,34.5,181.739,11.826,193.565
2011-08-15,6.688,7.666,0.979,,24.583,181.043,10.87,191.913
2011-08-16,6.458,7.292,0.833,,27.208,180.739,10.565,191.304
2011-08-17,11.042,12.334,1.292,,37.208,189.609,15.087,204.696
2011-08-18,12.066,13.239,1.174,,44.167,186.043,16.696,202.739
2011-08-19,13.167,16.083,2.917,,16.042,187.913,15.261,203.174
2011-08-20,6.938,7.75,0.812,,9.958,184.478,8.696,193.174
2011-08-21,6.729,7.98,1.25,,11.458,185.652,9.478,195.13
2011-08-22,13.334,16.458,3.125,,12.5,185.913,14.261,200.174
2011-08-23,14.666,17.0,2.333,,25.0,193.652,17.87,211.522
2011-08-24,12.125,16.938,4.812,,28.667,187.13,16.087,203.217
2011-08-25,12.834,27.524,14.69,,13.13,179.05,17.6,196.65
2011-08-26,10.104,22.25,12.146,,12.667,189.87,19.826,209.696
2011-08-27,11.042,17.583,6.542,,15.333,187.217,16.87,204.087
2011-08-28,6.917,7.792,0.875,,14.125,185.826,11.217,197.043
2011-08-29,10.208,11.98,1.771,,17.625,187.913,11.652,199.565
2011-08-30,10.292,12.5,2.208,,15.208,186.348,12.217,198.565
2011-08-31,11.021,13.104,2.084,,16.833,178.391,13.087,191.478
2011-09-01,9.5,13.717,4.218,,10.167,176.348,9.87,186.217
2011-09-02,7.792,11.604,3.812,,16.083,176.087,10.087,186.174
2011-09-03,5.666,8.562,2.896,,20.417,173.174,7.609,180.783
2011-09-04,5.312,6.916,1.604,,15.5,174.783,8.087,182.87
2011-09-05,11.354,14.208,2.854,,14.958,179.391,11.174,190.565
2011-09-06,5.979,6.416,0.438,,7.292,180.435,7.174,187.609
2011-09-07,13.479,15.021,1.542,,15.125,193.609,15.435,209.043
2011-09-08,13.891,15.239,1.348,,24.75,191.739,16.0,207.739
2011-09-09,16.836,17.898,1.061,,45.522,194.25,20.5,214.75
2011-09-10,12.125,13.562,1.438,,36.542,187.304,17.391,204.696
2011-09-11,7.125,9.521,2.396,,21.25,180.0,11.217,191.217
2011-09-12,11.229,14.792,3.562,,18.375,181.957,14.174,196.13
2011-09-13,13.854,18.396,4.542,,17.792,183.391,18.0,201.391
2011-09-14,14.417,18.146,3.729,,29.042,186.957,20.174,207.13
2011-09-15,13.022,18.13,5.108,,22.5,183.087,16.261,199.348
2011-09-16,10.804,18.826,8.022,,15.87,184.136,17.273,201.409
2011-09-17,7.188,12.917,5.73,,11.667,171.043,10.957,182.0
2011-09-18,7.688,11.188,3.5,,13.625,180.304,13.478,193.783
2011-09-19,6.958,9.104,2.146,,20.75,187.043,14.522,201.565
2011-09-20,12.625,16.938,4.312,,4.958,183.043,10.0,193.043
2011-09-21,11.955,17.236,5.28,,5.042,180.957,9.696,190.652
2011-09-22,9.326,11.326,2.0,,6.167,182.87,9.348,192.217
2011-09-23,9.542,12.188,2.646,,7.958,188.0,10.696,198.696
2011-09-24,9.688,10.98,1.292,,8.583,185.435,9.913,195.348
2011-09-25,10.584,11.916,1.334,,14.292,191.87,11.174,203.043
2011-09-26,16.562,24.625,8.062,,25.375,201.87,19.739,221.609
2011-09-27,14.562,18.958,4.396,,14.208,184.565,14.087,198.652
2011-09-28,14.522,16.956,2.435,,19.87,189.727,14.409,204.136
2011-09-29,15.392,17.108,1.718,,24.542,187.391,15.304,202.696
2011-09-30,17.25,20.292,3.042,,29.875,189.348,19.174,208.522
2011-10-01,4.188,4.375,0.188,,5.0,179.783,3.261,183.043
2011-10-02,6.583,7.396,0.812,,14.708,185.522,6.522,192.043
2011-10-03,5.5,6.125,0.625,,4.542,184.348,3.435,187.783
2011-10-04,15.812,17.875,2.062,,13.208,187.348,11.783,199.13
2011-10-05,17.042,20.271,3.23,,25.583,183.261,15.13,198.391
2011-10-06,11.304,13.435,2.13,,5.958,185.652,11.0,196.652
2011-10-07,9.712,10.384,0.673,,13.609,182.81,8.0,190.81
2011-10-08,15.334,16.646,1.312,,25.75,187.913,12.391,200.304
2011-10-09,9.625,10.416,0.792,,32.5,192.238,10.095,202.333
2011-10-10,12.125,13.312,1.188,,34.875,187.217,15.565,202.783
2011-10-11,14.416,16.355,1.938,,37.25,189.652,12.391,202.043
2011-10-12,13.646,16.562,2.916,,34.917,187.174,11.087,198.261
2011-10-13,17.544,20.066,2.522,,40.542,191.13,16.565,207.696
2011-10-14,18.583,21.896,3.312,,66.208,189.0,12.667,201.667
2011-10-15,16.958,26.812,9.854,,54.917,,,
2011-10-16,8.771,14.562,5.792,,24.25,,,
2011-10-17,12.729,14.996,2.267,,22.391,186.857,11.286,198.143
2011-10-18,9.479,11.375,1.896,,14.125,186.783,11.174,197.957
2011-10-19,17.812,26.146,8.333,,23.625,194.609,17.0,211.609
2011-10-20,15.782,20.435,4.652,,24.292,189.565,16.304,205.87
2011-10-21,13.167,18.166,5.0,,20.042,187.87,13.522,201.391
2011-10-22,14.375,18.812,4.438,,17.0,184.565,15.957,200.522
2011-10-23,14.146,18.812,4.666,,27.417,194.913,21.348,216.261
2011-10-24,19.458,25.666,6.208,,24.333,201.174,18.043,219.217
2011-10-25,14.104,18.229,4.125,,31.667,192.25,15.542,207.792
2011-10-26,5.458,5.916,0.458,,7.0,187.583,4.083,191.667
2011-10-27,17.416,21.798,4.382,,19.455,190.565,16.565,207.13
2011-10-28,18.625,22.875,4.25,,27.833,191.435,18.957,210.391
2011-10-29,15.542,18.084,2.542,,31.417,187.783,15.435,203.217
2011-10-30,10.167,11.604,1.438,,35.125,189.565,13.087,202.652
2011-10-31,8.792,11.166,2.375,,14.75,188.391,8.826,197.217
2011-11-01,19.208,23.104,3.896,,15.792,191.87,19.261,211.13
2011-11-02,23.416,28.438,5.021,,33.208,191.826,26.043,217.87
2011-11-03,19.652,24.326,4.674,,41.375,193.043,27.957,221.0
2011-11-04,21.062,30.292,9.229,,33.083,192.696,28.087,220.783
2011-11-05,19.479,23.938,4.458,,56.542,191.043,20.348,211.391
2011-11-06,14.23,18.792,4.562,,55.167,193.174,18.478,211.652
2011-11-07,9.13,17.066,7.934,,10.0,192.682,12.273,204.955
2011-11-08,10.042,11.416,1.375,,6.417,187.652,9.739,197.391
2011-11-09,19.396,29.854,10.458,,20.583,192.13,19.13,211.261
2011-11-10,20.13,29.566,9.434,,23.208,193.652,19.696,213.348
2011-11-11,19.229,30.77,11.542,,30.125,193.565,22.913,216.478
2011-11-12,14.292,20.854,6.562,,12.042,193.0,14.043,207.043
2011-11-13,11.688,16.854,5.166,,28.417,199.826,17.913,217.739
2011-11-14,12.916,15.312,2.396,,25.875,185.174,9.783,194.957
2011-11-15,9.375,11.771,2.396,,11.292,189.913,6.522,196.435
2011-11-16,10.979,13.958,2.979,,8.125,191.957,7.391,199.348
2011-11-17,10.84,12.478,1.636,,8.522,189.045,9.091,198.136
2011-11-18,21.23,29.625,8.396,,26.25,191.304,18.565,209.87
2011-11-19,19.688,34.416,14.729,,33.708,194.522,25.217,219.739
2011-11-20,7.812,10.5,2.688,,6.458,192.391,8.87,201.261
2011-11-21,9.354,11.084,1.729,,2.542,187.565,6.783,194.348
2011-11-22,17.354,25.688,8.333,,8.417,193.261,14.739,208.0
2011-11-23,20.646,25.104,4.458,,27.292,190.391,18.783,209.174
2011-11-24,12.892,19.152,6.26,,19.542,190.609,13.13,203.739
2011-11-25,9.458,12.125,2.666,,5.208,186.739,5.696,192.435
2011-11-26,14.062,17.854,3.792,,12.5,190.826,11.087,201.913
2011-11-27,15.062,18.958,3.896,,26.583,193.957,14.261,208.217
2011-11-28,22.438,52.375,29.938,,29.667,198.304,34.217,232.522
2011-11-29,26.646,58.062,31.416,,36.167,193.348,35.087,228.435
2011-11-30,18.75,38.772,20.022,,31.0,194.526,26.158,220.684
2011-12-01,15.304,21.718,6.413,,10.833,184.087,9.609,193.696
2011-12-02,12.979,16.938,3.958,,11.25,187.478,6.391,193.87
2011-12-03,15.084,27.021,11.938,,9.958,192.391,14.609,207.0
2011-12-04,3.792,4.104,0.312,,4.667,184.87,1.435,186.304
2011-12-05,6.604,8.438,1.833,,5.75,187.0,4.826,191.826
2011-12-06,20.479,28.458,7.98,,18.417,191.609,17.435,209.043
2011-12-07,22.062,39.666,17.604,,29.333,193.783,26.609,220.391
2011-12-08,20.114,42.886,22.772,,40.0,195.25,21.9,217.15
2011-12-09,14.208,20.354,6.146,,7.0,187.261,9.522,196.783
2011-12-10,17.958,26.416,8.458,,10.375,190.565,13.391,203.957
2011-12-11,11.167,13.875,2.708,,9.417,188.391,7.391,195.783
2011-12-12,24.167,40.646,16.479,,16.917,189.348,20.826,210.174
2011-12-13,13.23,15.625,2.396,,7.917,187.304,7.087,194.391
2011-12-14,18.729,26.125,7.396,,18.417,187.435,13.174,200.609
2011-12-15,15.704,29.704,14.0,,16.13,190.727,13.818,204.545
2011-12-16,13.396,20.188,6.792,,7.917,204.261,10.0,214.261
2011-12-17,11.042,14.812,3.771,,5.25,197.087,6.043,203.13
2011-12-18,10.708,13.208,2.5,,8.833,196.375,7.958,204.333
2011-12-19,20.292,35.416,15.125,,14.417,199.708,14.333,214.042
2011-12-20,12.375,15.979,3.604,,5.333,194.917,5.375,200.292
2011-12-21,23.188,41.875,18.688,,17.833,198.875,20.917,219.792
2011-12-22,23.954,45.982,22.027,,29.087,199.522,19.87,219.391
2011-12-23,5.542,6.292,0.75,,4.458,192.125,1.292,193.417
2011-12-24,15.021,22.938,7.916,,11.75,198.5,11.958,210.458
2011-12-25,6.646,7.521,0.875,,6.167,195.0,3.0,198.0
2011-12-26,12.958,16.542,3.583,,7.25,194.625,5.5,200.125
2011-12-27,12.562,16.438,3.875,,6.5,196.458,3.75,200.208
2011-12-28,14.438,20.02,5.584,,7.958,200.833,8.458,209.292
2011-12-29,16.913,22.978,6.066,,16.875,202.375,11.0,213.375
2011-12-30,5.167,5.854,0.688,,6.375,200.625,1.458,202.083
2011-12-31,7.938,9.167,1.23,,11.792,201.708,4.167,205.875
2012-01-01,9.375,11.27,1.896,,8.042,193.792,9.417,203.208
2012-01-02,9.37,12.178,2.808,,11.958,199.25,10.625,209.875
2012-01-03,2.98,3.104,0.125,,6.208,189.542,2.625,192.167
2012-01-04,4.507,4.952,0.446,,5.304,188.0,3.429,191.429
2012-01-05,10.729,13.292,2.562,,7.917,188.5,9.125,197.625
2012-01-06,5.646,6.25,0.604,,7.208,186.167,5.167,191.333
2012-01-07,17.938,25.062,7.125,,14.708,189.042,15.0,204.042
2012-01-08,25.48,39.27,13.792,,23.042,190.042,24.958,215.0
2012-01-09,21.304,27.69,6.386,,24.542,188.5,17.083,205.583
2012-01-10,7.708,8.708,1.0,,5.083,188.375,5.333,193.708
2012-01-11,11.271,13.0,1.729,,6.75,189.957,8.652,198.609
2012-01-12,23.48,32.542,9.062,,20.917,194.75,21.5,216.25
2012-01-13,16.875,19.688,2.812,,22.583,195.333,19.708,215.042
2012-01-14,10.666,12.0,1.334,,18.792,187.042,11.25,198.292
2012-01-15,5.37,5.87,0.5,,8.652,185.696,5.348,191.043
2012-01-16,19.777,25.386,5.608,,12.333,190.625,15.958,206.583
2012-01-17,12.062,14.542,2.479,,9.292,190.083,10.792,200.875
2012-01-18,6.75,7.729,0.979,,5.125,189.913,4.913,194.826
2012-01-19,12.188,15.312,3.125,,8.708,192.5,8.25,200.75
2012-01-20,5.042,5.479,0.438,,7.833,192.042,5.333,197.375
2012-01-21,21.188,28.0,6.812,,18.0,194.5,15.75,210.25
2012-01-22,17.75,24.625,6.875,,22.542,192.708,16.083,208.792
2012-01-23,17.0,23.75,6.75,,7.478,190.565,11.565,202.13
2012-01-24,25.854,36.417,10.562,,20.5,193.083,18.708,211.792
2012-01-25,13.646,26.458,12.812,,13.917,194.0,14.783,208.783
2012-01-26,9.958,13.854,3.896,,5.792,189.542,8.417,197.958
2012-01-27,5.104,5.792,0.688,,4.625,190.458,4.833,195.292
2012-01-28,8.916,10.354,1.438,,5.583,190.792,6.125,196.917
2012-01-29,9.375,11.146,1.771,,6.125,190.708,7.333,198.042
2012-01-30,7.067,8.201,1.134,,9.333,192.333,6.708,199.042
2012-01-31,24.042,34.354,10.312,,22.917,198.708,19.167,217.875
2012-02-01,30.062,39.208,9.146,,35.333,194.783,24.609,219.391
2012-02-02,15.958,18.834,2.875,,26.542,188.292,15.958,204.25
2012-02-03,5.23,5.688,0.458,,7.333,186.667,5.167,191.833
2012-02-04,16.773,20.454,3.682,,19.045,189.136,11.773,200.909
2012-02-05,5.958,6.562,0.604,,9.125,189.917,4.875,194.792
2012-02-06,21.26,28.428,7.168,,19.167,192.333,17.625,209.958
2012-02-07,21.125,31.708,10.584,,24.042,193.958,23.333,217.292
