date,PM25_mean,SPM_mean
2011-01-01,,10.292
2011-01-02,,10.375
2011-01-03,,23.417
2011-01-04,,21.583
2011-01-05,,13.292
2011-01-06,,13.208
2011-01-07,,7.333
2011-01-08,,9.833
2011-01-09,,23.042
2011-01-10,,27.917
2011-01-11,,16.0
2011-01-12,,6.958
2011-01-13,,21.792
2011-01-14,,26.0
2011-01-15,,13.625
2011-01-16,,8.708
2011-01-17,,6.25
2011-01-18,,8.25
2011-01-19,,6.667
2011-01-20,,4.917
2011-01-21,,7.042
2011-01-22,,6.042
2011-01-23,,8.087
2011-01-24,,7.375
2011-01-25,,11.875
2011-01-26,,7.875
2011-01-27,,19.083
2011-01-28,,22.542
2011-01-29,,11.5
2011-01-30,,13.917
2011-01-31,,10.083
2011-02-01,,16.833
2011-02-02,,6.375
2011-02-03,,7.333
2011-02-04,,17.958
2011-02-05,,30.5
2011-02-06,,32.625
2011-02-07,,11.542
2011-02-08,,7.208
2011-02-09,,7.375
2011-02-10,,8.083
2011-02-11,,9.167
2011-02-12,,10.708
2011-02-13,,13.5
2011-02-14,,4.5
2011-02-15,,6.542
2011-02-16,,9.375
2011-02-17,,9.333
2011-02-18,,6.75
2011-02-19,,6.917
2011-02-20,,8.708
2011-02-21,,12.208
2011-02-22,,17.583
2011-02-23,,18.042
2011-02-24,,28.792
2011-02-25,,19.375
2011-02-26,,7.875
2011-02-27,,6.652
2011-02-28,,8.917
2011-03-01,,9.875
2011-03-02,,6.542
2011-03-03,,15.5
2011-03-04,,10.5
2011-03-05,,4.0
2011-03-06,,11.583
2011-03-07,,37.917
2011-03-08,,39.042
2011-03-09,,28.625
2011-03-10,,14.708
2011-03-11,,15.917
2011-03-12,,9.583
2011-03-13,,10.667
2011-03-14,,14.917
2011-03-15,,25.417
2011-03-16,,18.75
2011-03-17,,17.333
2011-03-18,,11.042
2011-03-19,,6.75
2011-03-20,,10.792
2011-03-21,,14.273
2011-03-22,,15.708
2011-03-23,,8.833
2011-03-24,,14.625
2011-03-25,,14.125
2011-03-26,,12.167
2011-03-27,,25.727
2011-03-28,,30.792
2011-03-29,,19.417
2011-03-30,,24.083
2011-03-31,,14.125
2011-04-01,,27.083
2011-04-02,,27.833
2011-04-03,,12.125
2011-04-04,,7.875
2011-04-05,,11.417
2011-04-06,,12.25
2011-04-07,,10.917
2011-04-08,,9.375
2011-04-09,,22.417
2011-04-10,,24.125
2011-04-11,,24.708
2011-04-12,,23.478
2011-04-13,,24.833
2011-04-14,,29.792
2011-04-15,,31.833
2011-04-16,,31.75
2011-04-17,,13.75
2011-04-18,,19.333
2011-04-19,,5.833
2011-04-20,,10.667
2011-04-21,,19.792
2011-04-22,,29.75
2011-04-23,,11.25
2011-04-24,,16.667
2011-04-25,,18.167
2011-04-26,,25.958
2011-04-27,,28.583
2011-04-28,,14.333
2011-04-29,,15.292
2011-04-30,,24.292
2011-05-01,,43.792
2011-05-02,,135.0
2011-05-03,,86.5
2011-05-04,,53.792
2011-05-05,,34.625
2011-05-06,,34.792
2011-05-07,,18.542
2011-05-08,,22.625
2011-05-09,,32.292
2011-05-10,,17.227
2011-05-11,,5.083
2011-05-12,,5.273
2011-05-13,,39.125
2011-05-14,,29.208
2011-05-15,,28.375
2011-05-16,,37.458
2011-05-17,,31.667
2011-05-18,,19.292
2011-05-19,,33.125
2011-05-20,,25.417
2011-05-21,,11.583
2011-05-22,,7.375
2011-05-23,,8.667
2011-05-24,,7.208
2011-05-25,,15.25
2011-05-26,,21.0
2011-05-27,,14.333
2011-05-28,,5.708
2011-05-29,,2.958
2011-05-30,,4.583
2011-05-31,,6.667
2011-06-01,,16.958
2011-06-02,,28.417
2011-06-03,,32.0
2011-06-04,,39.75
2011-06-05,,34.792
2011-06-06,,18.125
2011-06-07,,31.409
2011-06-08,,18.042
2011-06-09,,33.292
2011-06-10,,37.833
2011-06-11,,8.042
2011-06-12,,15.417
2011-06-13,,16.958
2011-06-14,,33.708
2011-06-15,,38.417
2011-06-16,,18.25
2011-06-17,,10.417
2011-06-18,,22.708
2011-06-19,,24.25
2011-06-20,,14.875
2011-06-21,,15.167
2011-06-22,,19.042
2011-06-23,,25.708
2011-06-24,,25.167
2011-06-25,,15.75
2011-06-26,,11.833
2011-06-27,,15.667
2011-06-28,,32.0
2011-06-29,,33.167
2011-06-30,,22.958
2011-07-01,,15.708
2011-07-02,,48.292
2011-07-03,,45.417
2011-07-04,,22.5
2011-07-05,,30.333
2011-07-06,,27.304
2011-07-07,,14.625
2011-07-08,,16.75
2011-07-09,,7.375
2011-07-10,,7.375
2011-07-11,,14.833
2011-07-12,,15.375
2011-07-13,,12.696
2011-07-14,,10.542
2011-07-15,,13.792
2011-07-16,,19.625
2011-07-17,,24.792
2011-07-18,,8.333
2011-07-19,,5.167
2011-07-20,,8.25
2011-07-21,,5.667
2011-07-22,,12.125
2011-07-23,,15.292
2011-07-24,,25.458
2011-07-25,,24.792
2011-07-26,,23.875
2011-07-27,,12.875
2011-07-28,,22.208
2011-07-29,,12.75
2011-07-30,,19.458
2011-07-31,,26.667
2011-08-01,,23.208
2011-08-02,,33.333
2011-08-03,,28.783
2011-08-04,,19.958
2011-08-05,,17.875
2011-08-06,,12.917
2011-08-07,,15.208
2011-08-08,,11.958
2011-08-09,,23.333
2011-08-10,,28.5
2011-08-11,,14.042
2011-08-12,,12.542
2011-08-13,,19.875
2011-08-14,,24.875
2011-08-15,,22.75
2011-08-16,,28.5
2011-08-17,,28.667
2011-08-18,,25.292
2011-08-19,,11.125
2011-08-20,,7.5
2011-08-21,,6.458
2011-08-22,,10.375
2011-08-23,,18.0
2011-08-24,,17.583
2011-08-25,,24.083
2011-08-26,,16.083
2011-08-27,,11.625
2011-08-28,,19.583
2011-08-29,,23.542
2011-08-30,,31.375
2011-08-31,,19.292
2011-09-01,,12.5
2011-09-02,,7.0
2011-09-03,,7.292
2011-09-04,,4.458
2011-09-05,,7.958
2011-09-06,,10.083
2011-09-07,,16.565
2011-09-08,,23.417
2011-09-09,,27.083
2011-09-10,,18.125
2011-09-11,,13.875
2011-09-12,,10.875
2011-09-13,,10.792
2011-09-14,,22.5
2011-09-15,,26.125
2011-09-16,,10.333
2011-09-17,,6.875
2011-09-18,,9.625
2011-09-19,,4.708
2011-09-20,,2.458
2011-09-21,,3.833
2011-09-22,,6.708
2011-09-23,,6.542
2011-09-24,,7.458
2011-09-25,,11.167
2011-09-26,,16.958
2011-09-27,,15.708
2011-09-28,,18.5
2011-09-29,,23.125
2011-09-30,,14.75
2011-10-01,,10.708
2011-10-02,,10.542
2011-10-03,,8.25
2011-10-04,,8.792
2011-10-05,,8.818
2011-10-06,,15.75
2011-10-07,,20.917
2011-10-08,,19.458
2011-10-09,,32.125
2011-10-10,,38.042
2011-10-11,,32.125
2011-10-12,,34.75
2011-10-13,,45.958
2011-10-14,,30.5
2011-10-15,,10.083
2011-10-16,,22.417
2011-10-17,,18.333
2011-10-18,,8.667
2011-10-19,,
2011-10-20,,
2011-10-21,,15.0
2011-10-22,,9.083
2011-10-23,,6.167
2011-10-24,,8.917
2011-10-25,,10.917
2011-10-26,,9.708
2011-10-27,,11.625
2011-10-28,,20.042
2011-10-29,,20.667
2011-10-30,,17.083
2011-10-31,,10.167
2011-11-01,,9.652
2011-11-02,,17.167
2011-11-03,,20.708
2011-11-04,,16.042
2011-11-05,,16.708
2011-11-06,,8.167
2011-11-07,,7.25
2011-11-08,,9.708
2011-11-09,,10.0
2011-11-10,,8.708
2011-11-11,,10.875
2011-11-12,,12.208
2011-11-13,,26.833
2011-11-14,,30.833
2011-11-15,,14.667
2011-11-16,,8.917
2011-11-17,,18.333
2011-11-18,,22.083
2011-11-19,,7.167
2011-11-20,,11.542
2011-11-21,,6.125
2011-11-22,,6.125
2011-11-23,,14.625
2011-11-24,,5.917
2011-11-25,,5.083
2011-11-26,,9.25
2011-11-27,,17.792
2011-11-28,,25.625
2011-11-29,,16.458
2011-11-30,,17.783
2011-12-01,,2.833
2011-12-02,,3.167
2011-12-03,,3.125
2011-12-04,,5.833
2011-12-05,,8.458
2011-12-06,,11.708
2011-12-07,,14.043
2011-12-08,,14.583
2011-12-09,,6.625
2011-12-10,,6.25
2011-12-11,,11.333
2011-12-12,,17.542
2011-12-13,,13.917
2011-12-14,,14.682
2011-12-15,,18.292
2011-12-16,,6.375
2011-12-17,,5.583
2011-12-18,,8.833
2011-12-19,,7.125
2011-12-20,,7.0
2011-12-21,,19.375
2011-12-22,,18.0
2011-12-23,,5.458
2011-12-24,,7.25
2011-12-25,,7.333
2011-12-26,,5.348
2011-12-27,,4.917
2011-12-28,,9.292
2011-12-29,,13.042
2011-12-30,,5.75
2011-12-31,,6.958
2012-01-01,,8.75
2012-01-02,,16.542
2012-01-03,,6.542
2012-01-04,,4.542
2012-01-05,,5.435
2012-01-06,,10.625
2012-01-07,,12.542
2012-01-08,,11.042
2012-01-09,,13.167
2012-01-10,,6.417
2012-01-11,,5.167
2012-01-12,,12.75
2012-01-13,,25.417
2012-01-14,,13.417
2012-01-15,,14.792
2012-01-16,,14.875
2012-01-17,,15.042
2012-01-18,,5.0
2012-01-19,,10.875
2012-01-20,,17.125
2012-01-21,,23.083
2012-01-22,,7.292
2012-01-23,,7.0
2012-01-24,,17.75
2012-01-25,,11.0
2012-01-26,,8.792
2012-01-27,,6.0
2012-01-28,,8.333
2012-01-29,,14.875
2012-01-30,,25.458
2012-01-31,,27.625
2012-02-01,,21.667
2012-02-02,,9.333
2012-02-03,,12.083
2012-02-04,,9.292
2012-02-05,,17.208
2012-02-06,,10.708
2012-02-07,,12.042
2012-02-08,,5.652
2012-02-09,,10.375
2012-02-10,,19.833
2012-02-11,,16.5
2012-02-12,,11.13
2012-02-13,,17.25
2012-02-14,,9.417
2012-02-15,,12.875
2012-02-16,,9.25
2012-02-17,,8.833
