date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-01-01,205.0,68.0,58.75,52.0,18.917,20.625,25.938,5.312,,1.208,19.062,8.3,4.821,2.1,223.917,4.75
2011-01-02,197.958,83.0,62.083,40.0,12.458,13.546,15.85,2.304,,1.0,13.458,10.7,4.996,1.8,210.417,3.625
2011-01-03,193.875,56.0,46.458,33.0,9.042,8.646,9.48,0.833,,1.0,4.812,10.0,5.65,2.4,202.917,2.667
2011-01-04,195.958,71.0,58.625,49.0,11.292,14.792,17.536,2.744,,1.25,9.166,8.3,4.204,0.6,207.25,3.75
2011-01-05,196.857,62.0,48.083,31.0,11.19,15.666,19.896,4.229,,1.0,5.701,8.9,4.05,0.3,208.048,3.261
2011-01-06,204.478,72.0,56.917,41.0,21.913,35.604,54.875,19.271,,2.083,12.667,10.0,4.479,0.2,226.391,5.167
2011-01-07,196.542,65.0,51.5,36.0,8.792,13.396,16.333,2.938,,1.042,5.688,8.4,4.646,2.1,205.333,3.208
2011-01-08,197.417,56.0,47.75,38.0,9.875,11.148,12.792,1.644,,0.913,6.417,9.0,4.788,1.2,207.292,2.958
2011-01-09,205.792,71.0,59.708,48.0,22.583,28.062,44.02,15.958,,1.583,20.125,11.0,4.854,1.2,228.375,5.667
2011-01-10,211.458,76.0,63.292,44.0,29.5,37.513,64.834,27.322,,2.167,23.25,11.2,5.479,1.2,240.958,6.083
2011-01-11,198.55,73.0,51.217,27.0,17.45,21.348,35.217,13.87,,1.565,17.565,10.2,4.825,0.8,216.0,4.136
2011-01-12,198.565,46.0,36.458,26.0,16.391,19.5,25.438,5.938,,1.042,7.166,7.4,2.854,-0.7,214.957,3.25
2011-01-13,204.542,55.0,44.375,29.0,26.708,36.438,63.354,26.917,,1.833,17.75,12.5,4.658,-1.2,231.25,6.375
2011-01-14,202.708,55.0,43.458,34.0,19.375,19.322,30.877,11.554,,1.217,10.48,7.3,4.171,1.9,222.083,4.917
2011-01-15,207.458,55.0,48.458,41.0,22.75,23.458,32.833,9.375,,1.667,15.042,6.5,3.571,0.9,230.208,5.083
2011-01-16,197.875,50.0,44.958,41.0,17.083,22.343,27.896,5.554,,1.208,18.708,4.8,3.921,2.5,214.958,3.875
2011-01-17,200.87,58.0,47.625,36.0,20.522,25.5,35.146,9.646,,1.0,16.229,9.2,4.196,2.1,221.391,3.739
2011-01-18,206.955,61.0,53.333,45.0,37.364,43.826,81.196,37.37,,2.13,29.87,9.8,3.908,-0.6,244.318,7.13
2011-01-19,199.333,95.0,61.292,53.0,22.75,24.646,40.292,15.646,,1.833,25.896,9.6,5.121,0.5,222.083,4.333
2011-01-20,196.625,98.0,96.625,85.0,14.542,21.128,27.232,6.104,,1.043,17.167,3.2,1.733,1.0,211.167,3.542
2011-01-21,194.667,98.0,95.167,86.0,12.917,17.292,21.375,4.084,,0.458,10.5,3.2,2.721,2.2,207.583,3.417
2011-01-22,205.583,98.0,89.792,70.0,22.542,19.831,36.878,17.047,,0.667,9.25,8.1,5.038,3.2,228.125,4.75
2011-01-23,227.826,98.0,93.5,64.0,42.957,30.584,90.5,59.917,,0.917,17.438,7.3,4.283,0.8,270.783,8.13
2011-01-24,202.364,98.0,65.375,42.0,15.409,24.0,36.5,12.5,,1.043,9.413,5.0,2.033,0.2,217.773,4.043
2011-01-25,207.417,97.0,69.0,32.0,25.167,32.083,62.02,29.938,,1.042,17.292,10.7,3.229,-0.9,232.583,5.792
2011-01-26,202.792,94.0,56.583,37.0,16.333,25.098,37.892,12.792,,1.261,12.271,6.6,2.188,-0.1,219.125,4.542
2011-01-27,208.792,81.0,61.667,35.0,25.292,29.833,56.354,26.52,,1.333,16.729,7.2,1.858,-2.4,234.083,5.792
2011-01-28,201.375,79.0,55.875,37.0,17.042,20.489,34.318,13.83,,1.333,15.354,5.3,1.467,-1.4,218.417,4.75
2011-01-29,196.783,54.0,43.25,30.0,7.087,8.792,10.417,1.625,,1.042,7.27,5.9,2.1,0.0,203.87,2.87
2011-01-30,201.043,55.0,43.625,33.0,19.261,21.271,30.75,9.479,,1.042,9.021,7.8,2.596,-0.6,220.304,3.917
2011-01-31,202.042,64.0,50.667,39.0,20.625,27.979,38.708,10.729,,1.375,12.312,10.0,3.075,-1.6,222.667,4.333
2011-02-01,205.5,75.0,54.125,31.0,24.25,23.92,44.242,20.322,,2.261,16.062,11.7,4.183,-2.2,229.75,4.833
2011-02-02,195.286,57.0,41.042,24.0,13.333,13.025,15.372,2.347,,1.1,7.518,5.1,1.567,-0.7,208.619,3.348
2011-02-03,209.917,70.0,49.917,34.0,24.5,31.78,51.274,19.494,,1.625,12.333,8.0,1.958,-2.7,234.417,5.75
2011-02-04,206.0,74.0,51.167,30.0,26.565,31.708,50.396,18.688,,1.458,16.562,13.1,4.417,-1.9,232.565,5.478
2011-02-05,202.478,81.0,56.708,40.0,18.696,22.229,26.416,4.188,,2.75,17.73,10.8,5.721,1.5,221.174,4.792
2011-02-06,201.792,98.0,85.833,71.0,24.0,33.958,44.792,10.833,,1.5,39.688,5.4,4.254,3.2,225.792,5.958
2011-02-07,203.375,98.0,97.125,89.0,29.667,36.259,61.512,25.252,,1.0,37.542,9.8,7.283,4.6,233.042,7.125
2011-02-08,194.125,74.0,46.375,38.0,13.833,15.562,18.917,3.354,,1.0,7.25,8.6,5.792,2.7,207.958,3.583
2011-02-09,196.792,54.0,37.042,23.0,14.833,21.597,27.78,6.184,,1.0,7.771,10.7,3.942,-0.5,211.625,3.417
2011-02-10,206.409,82.0,50.417,31.0,27.091,36.434,58.282,21.848,,2.0,17.413,10.7,4.783,0.3,233.5,5.682
2011-02-11,196.913,84.0,50.667,31.0,15.522,16.542,20.875,4.334,,1.0,11.25,9.9,4.688,0.2,212.435,3.708
2011-02-12,196.667,61.0,43.0,31.0,12.708,11.354,13.52,2.166,,1.083,9.208,9.0,3.9,-0.2,209.375,3.208
2011-02-13,200.5,53.0,47.042,38.0,21.875,32.848,46.64,13.791,,1.87,20.833,10.0,4.954,1.2,222.375,4.792
2011-02-14,198.826,98.0,80.167,51.0,22.696,31.761,42.739,10.978,,1.217,35.174,5.4,4.525,3.6,221.522,5.087
2011-02-15,197.542,98.0,67.292,40.0,18.875,22.02,33.517,11.498,,1.583,27.208,11.6,6.742,4.1,216.417,5.125
2011-02-16,197.261,97.0,58.583,41.0,13.739,20.708,25.77,5.062,,1.083,13.896,4.1,3.083,1.8,211.0,3.478
2011-02-17,197.609,98.0,74.75,35.0,22.783,22.104,30.604,8.5,,1.0,19.875,8.0,3.592,1.3,220.391,3.833
2011-02-18,196.458,98.0,49.917,24.0,14.5,10.792,13.125,2.334,,1.0,8.875,6.0,1.979,-0.5,210.958,3.083
2011-02-19,207.458,66.0,47.083,28.0,23.0,22.017,31.464,9.446,,1.565,13.625,8.7,2.492,-2.0,230.458,4.375
2011-02-20,209.333,70.0,53.75,29.0,27.167,34.125,49.542,15.416,,1.833,17.229,12.8,4.812,-1.0,236.5,5.625
2011-02-21,205.0,68.0,47.583,24.0,29.091,38.88,56.698,17.818,,2.609,21.348,14.9,7.221,0.8,234.091,5.609
2011-02-22,198.478,74.0,63.167,58.0,19.739,20.416,23.062,2.646,,2.75,23.98,10.4,7.858,5.4,218.217,4.087
2011-02-23,198.826,98.0,88.917,50.0,23.0,27.292,39.396,12.104,,1.333,30.771,12.0,7.462,4.6,221.826,5.5
2011-02-24,197.75,75.0,46.292,30.0,13.542,18.166,20.584,2.417,,3.75,26.062,15.8,10.958,7.6,211.292,4.583
2011-02-25,197.417,98.0,92.792,79.0,16.167,19.332,21.949,2.618,,0.826,16.188,8.8,5.654,3.3,213.583,4.292
2011-02-26,196.042,78.0,55.292,36.0,12.417,9.084,10.104,1.021,,0.333,9.25,8.6,5.646,3.3,208.458,2.958
2011-02-27,195.208,41.0,34.625,27.0,9.542,8.48,10.212,1.733,,0.375,9.417,8.4,4.142,1.2,204.75,2.875
2011-02-28,197.909,58.0,45.042,34.0,12.773,16.283,18.978,2.696,,1.348,10.848,8.9,3.708,0.3,210.682,3.136
2011-03-01,209.292,98.0,83.333,59.0,28.958,33.75,61.396,27.646,,0.708,22.667,11.0,6.7,2.0,238.25,6.0
2011-03-02,199.375,98.0,96.125,90.0,28.792,26.951,53.922,26.971,,0.696,22.083,7.8,6.221,3.7,228.167,5.75
2011-03-03,195.25,98.0,70.542,44.0,11.333,11.25,13.042,1.792,,0.917,13.354,13.2,7.079,3.5,206.583,3.292
2011-03-04,196.625,98.0,68.167,57.0,10.708,7.638,7.959,0.322,,0.833,16.52,7.4,5.721,3.2,207.333,2.958
2011-03-05,201.739,98.0,97.958,97.0,18.783,26.875,41.438,14.562,,0.167,11.584,8.6,5.042,2.0,220.522,5.043
2011-03-06,209.316,98.0,91.0,64.0,35.947,36.405,80.574,44.17,,1.0,27.76,18.4,11.588,7.4,245.263,7.417
2011-03-07,194.333,97.0,66.75,36.0,14.5,20.441,24.784,4.342,,1.458,31.913,14.9,12.533,10.8,208.833,4.652
2011-03-08,193.583,83.0,68.042,55.0,13.833,18.94,20.994,2.055,,1.174,19.292,10.4,9.533,8.1,207.417,3.917
2011-03-09,195.083,97.0,95.25,72.0,17.083,23.521,28.084,4.562,,0.708,18.354,9.6,6.996,5.1,212.167,4.5
2011-03-10,193.5,97.0,87.542,72.0,11.167,14.048,15.98,1.932,,0.25,5.438,6.9,4.917,2.3,204.667,3.708
2011-03-11,195.417,93.0,72.292,46.0,13.5,15.958,17.75,1.792,,1.375,12.542,12.3,7.138,3.3,208.917,3.739
2011-03-12,196.955,69.0,41.348,19.0,7.955,13.37,16.478,3.109,,1.0,6.5,11.7,6.3,2.4,204.909,3.261
2011-03-13,197.458,58.0,39.167,23.0,7.125,12.792,14.479,1.688,,1.0,6.75,11.0,6.067,1.8,204.583,3.25
2011-03-14,203.708,67.0,51.333,36.0,13.167,27.721,34.662,6.941,,1.87,13.562,12.8,6.846,2.6,216.875,4.208
2011-03-15,200.292,92.0,53.708,28.0,14.75,20.312,28.334,8.021,,1.458,19.02,11.9,6.717,2.7,215.042,4.167
2011-03-16,200.667,67.0,48.708,32.0,8.708,22.582,27.759,5.176,,1.75,19.438,12.2,7.15,2.3,209.375,4.125
