date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean,PM25_mean
2012-12-18,191.962,11.17,16.077,29.042,12.966,1.224,12.919,203.132,14.062
2012-12-19,191.172,8.386,13.685,20.785,7.1,1.397,5.23,199.559,4.958
2012-12-20,193.062,12.257,20.063,35.241,15.178,1.395,8.167,205.32,9.854
2012-12-21,192.011,15.122,25.668,39.246,13.578,2.089,12.354,207.134,13.136
2012-12-22,191.174,11.917,16.768,23.676,6.909,0.886,9.75,203.09,9.104
2012-12-23,192.021,8.091,8.246,10.338,2.092,1.552,14.175,200.111,16.708
2012-12-24,191.085,5.048,8.521,11.454,2.933,1.12,6.192,196.133,7.125
2012-12-25,192.415,10.5,16.547,25.576,9.029,1.502,12.375,202.915,16.521
2012-12-26,190.917,6.223,10.158,14.479,4.321,1.233,5.898,197.14,5.792
2012-12-27,194.111,11.368,19.635,33.382,13.746,1.088,6.587,205.479,8.146
2012-12-28,196.486,23.062,28.575,54.999,26.424,1.286,14.775,219.549,16.479
2012-12-29,190.465,12.236,15.919,22.744,6.826,1.781,8.208,202.702,7.521
2012-12-30,193.18,13.257,11.688,14.121,2.433,0.807,9.542,206.438,7.021
2012-12-31,190.5,4.782,4.338,5.296,0.958,0.886,7.371,195.282,9.604
2013-01-01,198.004,13.464,10.716,12.889,2.173,2.139,34.738,211.467,32.25
2013-01-02,192.806,5.779,6.727,7.629,0.902,1.568,14.971,198.585,12.792
2013-01-03,196.182,12.027,11.858,14.993,3.135,1.225,14.204,208.209,13.861
2013-01-04,196.332,12.541,10.808,16.386,5.577,1.26,12.975,208.872,13.042
2013-01-05,192.236,5.548,5.904,7.25,1.346,0.802,5.908,197.785,4.722
2013-01-06,194.632,8.813,15.912,23.362,7.45,1.422,6.058,203.444,5.639
2013-01-07,200.583,21.658,29.028,55.868,26.84,2.665,12.556,222.241,13.611
2013-01-08,196.618,22.986,29.871,55.873,26.002,1.674,15.288,219.604,15.236
2013-01-09,190.721,7.118,9.547,13.694,4.147,1.016,4.688,197.838,3.25
2013-01-10,191.895,6.288,11.796,17.719,5.924,0.794,4.937,198.184,3.083
2013-01-11,192.971,8.294,11.985,17.758,5.773,1.057,9.454,201.264,10.403
2013-01-12,194.59,10.347,11.217,15.183,3.967,1.584,17.275,204.938,18.319
2013-01-13,192.812,8.084,8.946,11.725,2.779,1.38,10.554,200.896,11.847
2013-01-14,193.794,12.796,19.865,32.664,12.799,1.36,8.114,206.59,7.639
2013-01-15,194.257,17.007,25.428,40.925,15.497,2.073,9.106,211.264,9.403
2013-01-16,195.496,14.566,20.85,39.366,18.516,1.139,6.135,210.061,5.166
2013-01-17,194.15,10.936,16.154,25.012,8.859,0.993,8.446,205.086,8.0
2013-01-18,196.255,13.177,16.505,23.978,7.473,2.729,18.9,209.431,19.972
2013-01-19,193.132,6.215,6.675,8.429,1.754,0.781,5.2,199.347,4.361
2013-01-20,195.847,14.146,23.967,38.679,14.712,1.926,14.829,209.993,15.25
2013-01-21,197.592,20.434,21.9,36.992,15.093,1.573,21.596,218.025,22.153
2013-01-22,195.34,8.326,12.882,17.595,4.713,1.415,11.075,203.666,10.569
2013-01-23,196.291,11.171,17.551,26.628,9.077,1.199,11.017,207.462,11.083
2013-01-24,198.54,27.418,30.32,58.438,28.118,2.566,16.479,225.958,17.097
2013-01-25,200.763,37.103,34.909,62.194,27.284,5.016,32.967,237.867,33.861
2013-01-26,194.584,14.59,13.683,18.008,4.325,1.432,22.012,209.174,18.542
2013-01-27,193.104,10.75,16.235,27.554,11.319,1.713,8.267,203.854,7.015
2013-01-28,195.135,20.91,24.696,47.227,22.531,3.739,16.018,216.045,15.07
2013-01-29,192.72,15.866,19.606,31.425,11.819,2.328,16.896,208.586,15.042
2013-01-30,197.668,29.233,34.004,70.741,36.736,1.776,23.05,226.902,20.042
2013-01-31,192.637,13.305,11.975,18.727,6.752,1.481,18.383,205.942,14.917
2013-02-01,196.36,21.672,27.699,44.68,16.981,3.219,19.833,218.033,18.139
2013-02-02,197.722,24.028,22.008,33.133,11.125,1.667,23.821,221.75,22.083
2013-02-03,194.785,26.266,24.192,46.767,22.575,1.849,27.225,221.051,20.097
2013-02-04,191.594,7.972,9.355,13.51,4.156,1.037,6.0,199.567,3.32
2013-02-05,193.347,5.736,8.485,12.316,3.832,0.92,5.75,199.083,4.014
2013-02-06,193.833,7.854,12.562,18.624,6.062,1.02,5.404,201.688,3.459
2013-02-07,193.539,8.841,17.621,26.431,8.81,1.612,7.421,202.381,6.445
2013-02-08,193.457,14.634,19.269,28.272,9.003,0.609,8.275,208.091,6.292
2013-02-09,190.632,4.812,4.975,6.317,1.342,0.823,4.629,195.444,2.403
2013-02-10,192.965,6.965,9.913,13.396,3.483,1.49,9.838,199.93,9.367
2013-02-11,191.752,5.947,7.735,10.387,2.652,1.021,5.446,197.699,4.0
2013-02-12,191.894,8.497,13.229,20.413,7.184,1.351,7.458,200.392,6.014
2013-02-13,191.424,7.111,9.871,13.865,3.995,1.03,5.195,198.535,2.722
2013-02-14,193.244,16.461,23.567,35.851,12.284,0.757,7.753,209.705,6.222
2013-02-15,190.421,8.335,9.645,14.253,4.607,0.604,3.933,198.756,0.847
2013-02-16,192.158,5.233,3.75,4.708,0.958,1.792,17.907,197.392,16.055
2013-02-17,196.1,9.55,12.866,17.025,4.158,2.391,29.131,205.65,29.417
2013-02-18,192.096,6.535,7.11,9.683,2.573,0.943,10.92,198.63,10.611
2013-02-19,191.268,7.039,9.144,12.492,3.348,1.157,11.367,198.308,9.083
2013-02-20,192.813,9.229,15.094,23.036,7.942,1.983,15.271,202.042,14.903
2013-02-21,192.875,8.0,10.372,13.836,3.464,1.2,12.1,200.875,12.083
2013-02-22,192.136,8.261,11.868,16.76,4.892,1.052,8.954,200.396,7.958
2013-02-23,192.493,7.146,8.354,10.175,1.821,1.38,12.308,199.639,11.972
2013-02-24,193.014,10.396,17.417,26.175,8.758,2.151,13.4,203.41,13.014
2013-02-25,198.495,20.636,23.536,35.263,11.727,3.759,47.874,219.131,47.847
2013-02-26,198.63,19.406,28.694,44.802,16.109,5.205,61.171,218.037,59.083
2013-02-27,195.43,23.194,31.793,43.536,11.743,2.399,32.462,218.625,24.875
2013-02-28,190.201,9.424,11.031,13.857,2.826,1.494,20.479,199.625,19.349
2013-03-01,195.226,15.789,22.356,30.479,8.124,2.521,36.212,211.014,36.056
2013-03-02,190.465,7.979,9.133,11.358,2.225,1.294,13.276,198.444,12.43
2013-03-03,191.604,6.278,7.829,11.179,3.35,0.88,7.313,197.882,6.555
2013-03-04,195.264,17.423,26.985,42.142,15.156,1.969,16.306,212.687,16.347
2013-03-05,193.378,13.62,17.867,24.813,6.946,1.166,17.897,206.998,14.222
2013-03-06,191.812,4.993,7.292,9.94,2.647,0.973,11.08,196.806,11.236
2013-03-07,192.611,7.847,11.785,16.062,4.276,1.188,8.554,200.458,9.542
2013-03-08,191.466,5.186,8.475,10.921,2.446,1.12,8.525,196.652,8.556
2013-03-09,192.153,6.785,10.212,12.354,2.141,1.385,12.492,198.938,13.667
2013-03-10,191.278,5.132,8.075,10.929,2.854,0.833,7.008,196.41,6.208
2013-03-11,193.255,10.891,17.339,25.888,8.548,1.156,8.86,204.146,8.083
2013-03-12,196.082,22.692,30.786,50.579,19.792,4.231,22.822,218.774,21.181
2013-03-13,193.153,21.424,25.106,35.368,10.262,2.204,29.585,214.576,21.514
2013-03-14,188.806,4.722,6.193,8.174,1.981,0.968,6.829,193.528,5.925
2013-03-15,191.656,9.26,11.533,14.221,2.688,1.224,14.075,200.916,16.389
2013-03-16,195.444,17.465,15.675,19.538,3.863,3.651,34.629,212.91,35.431
2013-03-17,197.736,19.68,33.417,46.871,13.454,5.198,60.708,217.417,56.014
2013-03-18,196.779,34.585,36.754,58.203,21.449,4.432,75.817,231.364,62.236
2013-03-19,190.305,7.515,12.929,17.701,4.772,2.391,21.569,197.82,18.917
2013-03-20,190.403,14.542,19.858,27.411,7.553,1.261,16.593,204.944,12.931
2013-03-21,188.882,4.042,5.474,7.587,2.112,0.861,6.029,192.924,4.236
2013-03-22,190.773,4.226,7.621,9.4,1.779,0.854,7.846,194.999,6.736
2013-03-23,192.59,7.826,11.746,13.75,2.004,2.021,18.15,200.416,17.306
2013-03-24,193.743,15.785,27.013,37.725,10.712,4.396,41.584,209.528,40.195
2013-03-25,195.364,25.065,33.656,46.828,13.172,5.15,37.005,220.429,32.511
2013-03-26,192.477,23.547,31.476,42.022,10.547,1.944,31.888,216.024,25.208
2013-03-27,189.597,15.403,16.08,25.3,9.22,1.408,23.621,205.0,15.17
2013-03-28,190.938,18.035,29.57,46.51,16.939,3.945,30.383,208.972,29.818
2013-03-29,191.692,21.496,26.867,36.233,9.366,5.01,31.354,213.188,28.931
2013-03-30,183.833,8.972,7.317,9.029,1.712,1.214,12.542,192.806,7.93
2013-03-31,188.049,5.958,5.029,6.25,1.221,1.078,17.125,194.007,14.972
2013-04-01,192.273,10.222,16.746,24.779,8.033,2.568,18.825,202.495,19.292
2013-04-02,193.4,17.468,25.193,35.651,10.458,2.664,29.558,210.868,24.042
2013-04-03,189.309,6.724,7.416,8.882,1.467,0.776,13.537,196.033,11.604
2013-04-04,191.489,11.231,17.342,23.045,5.703,2.519,22.758,202.72,24.042
2013-04-05,192.47,16.558,23.118,33.547,10.428,3.426,25.608,209.028,27.021
2013-04-06,187.689,16.098,12.202,17.065,4.863,1.614,19.488,203.787,12.98
2013-04-07,187.222,5.278,4.788,5.592,0.804,0.802,6.008,192.5,4.583
2013-04-08,190.444,6.132,9.196,11.338,2.142,1.198,10.096,196.576,8.208
2013-04-09,193.575,15.013,21.488,31.471,9.984,3.656,19.696,208.588,19.25
2013-04-10,191.976,7.44,10.786,12.753,1.968,1.564,15.538,199.415,16.146
2013-04-11,192.759,7.198,10.91,14.488,3.578,1.691,15.239,199.957,16.02
2013-04-12,193.787,12.136,16.349,24.499,8.15,2.34,19.065,205.923,20.417
2013-04-13,192.727,12.268,15.458,20.535,5.077,2.156,15.779,204.994,16.438
2013-04-14,194.215,17.632,17.625,21.121,3.496,3.297,26.892,211.847,27.23
2013-04-15,190.354,12.882,14.117,20.033,5.917,2.755,25.264,203.236,25.479
2013-04-16,190.266,17.222,22.177,30.985,8.808,4.164,22.762,207.488,21.5
2013-04-17,192.09,24.192,28.784,46.426,17.641,5.23,44.033,216.283,38.084
2013-04-18,188.965,19.176,19.385,32.629,13.244,3.077,26.087,208.14,25.312
2013-04-19,189.944,5.626,6.038,7.266,1.227,1.327,16.287,195.57,14.916
2013-04-20,192.326,11.462,14.966,19.317,4.35,2.331,19.671,203.788,20.604
2013-04-21,190.361,6.861,6.283,7.133,0.85,0.927,9.659,197.222,7.688
2013-04-22,191.597,6.368,9.009,11.334,2.325,1.271,12.626,197.965,12.938
2013-04-23,192.87,12.541,24.042,35.639,11.597,2.844,18.263,205.411,18.59
2013-04-24,188.927,12.77,15.965,22.722,6.757,0.917,28.704,201.696,18.646
2013-04-25,188.175,7.978,12.631,15.917,3.286,1.985,22.712,196.154,24.542
2013-04-26,191.866,12.35,14.105,18.964,4.859,1.818,22.292,204.216,22.546
2013-04-27,191.168,6.56,7.426,9.061,1.634,1.198,16.292,197.728,18.021
2013-04-28,191.833,7.5,6.81,7.712,0.902,1.266,14.442,199.333,15.5
2013-04-29,194.049,16.361,17.55,21.812,4.262,3.484,21.199,210.41,21.625
2013-04-30,192.67,13.77,17.309,22.065,4.756,2.153,30.127,206.441,26.354
2013-05-01,188.83,5.891,5.502,6.944,1.442,0.995,14.566,194.721,8.98
2013-05-02,189.452,3.807,4.307,5.41,1.103,0.795,6.306,193.259,4.188
2013-05-03,190.084,4.585,4.471,5.334,0.862,0.985,6.199,194.669,6.23
2013-05-04,190.54,8.771,8.56,10.818,2.258,2.068,10.375,199.311,12.25
2013-05-05,190.472,9.062,8.254,9.35,1.096,2.0,26.102,199.535,28.917
2013-05-06,191.292,13.097,11.812,14.225,2.412,2.901,28.444,204.389,31.958
2013-05-07,188.134,4.495,4.447,5.709,1.262,0.938,11.273,192.629,9.896
2013-05-08,188.213,8.95,8.088,9.96,1.872,1.266,6.454,197.163,4.77
2013-05-09,190.612,29.911,30.832,50.048,19.216,4.638,17.179,220.524,17.604
2013-05-10,193.135,33.759,36.539,51.879,15.341,4.668,39.267,226.894,37.396
2013-05-11,187.378,14.38,15.747,19.772,4.026,0.969,14.158,201.759,12.396
2013-05-12,187.243,7.438,8.167,9.346,1.179,2.052,20.267,194.68,20.916
2013-05-13,188.444,12.361,17.292,26.142,8.85,2.734,22.132,200.806,23.188
2013-05-14,188.734,15.741,20.022,29.841,9.819,3.616,29.17,204.475,29.48
2013-05-15,186.844,9.599,15.242,24.175,8.933,3.492,19.9,196.443,20.416
2013-05-16,190.115,7.886,9.144,11.171,2.028,1.694,29.542,198.0,31.938
2013-05-17,189.454,9.607,13.466,19.339,5.873,2.676,19.396,199.061,22.292
2013-05-18,188.052,7.623,11.016,15.842,4.826,2.651,20.95,195.675,20.646
2013-05-19,187.438,8.681,8.033,10.225,2.192,1.636,12.446,196.118,10.354
2013-05-20,188.389,14.062,15.546,23.171,7.625,1.99,12.3,202.451,13.083
2013-05-21,190.609,11.637,13.274,16.04,2.766,2.334,34.56,202.246,35.312
2013-05-22,194.581,21.646,24.854,33.736,8.882,4.164,43.621,216.227,48.062
2013-05-23,191.684,9.54,12.966,15.532,2.566,2.356,20.778,201.224,21.167
2013-05-24,191.888,12.809,19.288,26.777,7.489,3.154,22.026,204.697,24.23
2013-05-25,191.441,10.378,12.697,16.998,4.301,2.824,28.979,201.818,29.625
2013-05-26,189.618,12.34,9.329,11.796,2.467,3.068,23.867,201.958,23.438
2013-05-27,187.359,6.09,10.876,19.826,8.95,2.17,16.263,193.449,16.938
2013-05-28,185.36,5.936,9.481,17.436,7.955,1.925,14.714,191.296,13.584
2013-05-29,183.806,12.701,8.96,15.084,6.123,1.021,16.714,196.507,10.228
2013-05-30,186.632,14.021,13.273,22.735,9.461,1.687,19.996,200.653,15.105
2013-05-31,189.906,10.911,14.228,21.633,7.405,2.384,23.777,200.817,21.812
2013-06-01,191.258,9.032,12.743,17.214,4.47,2.316,21.096,200.29,18.75
2013-06-02,191.562,10.16,9.858,11.442,1.583,2.854,24.55,201.722,21.521
2013-06-03,186.375,7.988,12.792,22.908,10.117,2.328,21.375,194.362,19.521
2013-06-04,189.438,13.124,15.137,24.427,9.291,3.972,27.37,202.561,26.812
2013-06-05,188.07,11.368,14.832,26.279,11.448,3.4,22.779,199.438,23.52
2013-06-06,188.125,11.561,14.106,25.336,11.23,3.083,20.55,199.686,21.896
2013-06-07,192.906,16.16,16.85,25.307,8.457,3.838,21.896,209.066,25.166
2013-06-08,191.904,16.201,12.867,17.538,4.671,2.737,22.558,208.104,23.708
2013-06-09,194.757,19.243,14.452,16.909,2.457,3.375,20.533,214.0,21.208
2013-06-10,186.467,9.034,10.419,16.596,6.177,2.24,17.481,195.5,17.604
2013-06-11,187.719,13.871,14.251,22.799,8.547,2.375,21.051,201.59,18.062
2013-06-12,188.806,17.924,13.894,21.436,7.542,1.93,20.164,206.729,15.646
2013-06-13,191.889,23.486,17.868,31.199,13.331,2.859,22.127,215.375,21.334
2013-06-14,188.837,16.69,15.968,26.052,10.084,3.087,23.78,205.528,22.771
2013-06-15,186.205,13.211,12.487,21.235,8.747,2.161,17.133,199.416,16.375
2013-06-16,186.271,11.785,8.329,11.717,3.388,1.885,13.237,198.056,10.979
2013-06-17,188.001,17.496,14.575,22.171,7.596,2.943,26.21,205.497,24.5
2013-06-18,185.656,16.62,13.896,22.308,8.412,2.508,39.34,202.276,36.938
2013-06-19,188.243,18.688,15.088,24.136,9.048,2.239,30.183,206.93,24.396
2013-06-20,193.014,19.292,20.642,27.8,7.158,1.016,14.27,212.306,12.042
2013-06-21,195.535,17.966,20.028,27.194,7.167,0.978,14.018,213.501,12.105
2013-06-22,190.664,11.159,9.458,11.385,1.928,1.265,11.8,201.824,11.75
2013-06-23,194.979,16.333,9.775,11.525,1.75,1.834,24.379,211.312,23.75
2013-06-24,193.866,15.369,14.913,22.004,7.092,1.885,23.438,209.236,25.416
2013-06-25,193.78,12.285,14.712,23.838,9.126,2.559,23.481,206.065,25.396
2013-06-26,190.653,19.583,16.836,23.749,6.913,0.982,15.254,210.236,15.136
2013-06-27,190.097,11.028,12.159,17.002,4.843,1.636,12.227,201.125,11.229
2013-06-28,188.708,9.917,13.151,21.752,8.601,3.453,19.969,198.625,17.25
2013-06-29,190.652,9.972,10.587,15.651,5.064,2.447,18.538,200.623,18.27
2013-06-30,189.715,7.917,6.762,9.85,3.087,2.01,17.646,197.632,16.646
2013-07-01,187.311,10.523,8.586,16.682,8.096,2.412,15.985,197.833,14.854
2013-07-02,185.991,9.176,10.149,20.908,10.759,2.369,17.2,195.168,15.583
2013-07-03,188.125,18.062,16.18,25.454,9.274,1.999,19.138,206.188,16.042
2013-07-04,185.312,23.486,17.942,34.042,16.101,1.781,24.856,208.799,17.812
2013-07-05,180.139,18.416,14.078,32.317,18.239,2.563,34.896,198.556,25.125
2013-07-06,181.258,22.994,8.971,19.395,10.424,2.603,33.783,204.252,21.98
2013-07-07,183.507,20.014,8.875,13.746,4.871,2.323,27.404,203.521,21.354
2013-07-08,187.732,28.22,15.647,23.512,7.866,2.923,34.608,215.952,30.166
2013-07-09,191.471,31.732,19.333,29.389,10.055,3.63,41.471,223.204,39.646
2013-07-10,187.715,25.628,20.34,28.37,8.031,4.116,42.283,213.344,42.542
2013-07-11,185.988,20.402,16.211,23.251,7.04,3.235,44.243,206.39,42.375
2013-07-12,184.958,17.583,13.821,19.344,5.523,3.083,44.308,202.542,40.812
2013-07-13,183.793,16.391,11.036,14.781,3.746,1.383,28.938,200.184,22.521
2013-07-14,189.625,16.035,7.9,11.821,3.921,1.484,22.892,205.66,17.896
2013-07-15,181.716,10.861,5.679,7.767,2.088,0.953,14.238,192.577,11.916
2013-07-16,186.024,12.436,13.452,20.892,7.44,2.44,19.354,198.461,16.5
2013-07-17,186.045,11.782,11.594,20.858,9.265,2.226,25.846,197.826,21.812
2013-07-18,184.647,11.413,9.261,12.386,3.124,1.455,23.664,196.06,21.146
2013-07-19,185.424,9.285,8.158,11.083,2.925,1.377,10.473,194.708,8.729
2013-07-20,190.046,13.971,12.298,17.442,5.144,2.649,25.258,204.016,20.584
2013-07-21,185.687,11.118,7.867,9.917,2.05,2.646,28.579,196.806,23.875
2013-07-22,186.476,14.914,12.733,18.975,6.242,3.359,39.054,201.389,31.625
2013-07-23,179.773,10.907,7.227,10.64,3.414,1.214,17.412,190.68,13.542
2013-07-24,189.21,20.795,18.638,30.835,12.197,1.536,27.025,210.005,22.958
2013-07-25,191.215,26.229,17.579,29.971,12.392,2.926,53.458,217.445,39.375
2013-07-26,188.715,19.034,15.801,23.65,7.849,2.331,43.913,207.75,33.896
2013-07-27,196.333,16.652,12.491,15.982,3.491,2.283,46.008,212.985,40.0
2013-07-28,198.91,16.93,10.367,11.925,1.558,2.338,55.633,215.84,53.479
2013-07-29,193.549,18.011,19.221,29.854,10.633,1.302,42.758,211.56,31.455
2013-07-30,204.47,26.569,18.044,27.338,9.295,1.922,56.15,231.039,39.729
2013-07-31,200.385,16.79,16.713,23.674,6.96,1.494,46.762,217.175,39.584
2013-08-01,199.679,21.525,14.844,26.447,11.603,1.424,37.715,221.204,29.375
2013-08-02,193.972,12.132,8.403,10.872,2.469,1.074,24.076,206.104,21.0
2013-08-03,189.028,9.739,6.418,8.426,2.008,1.195,10.194,198.767,8.542
2013-08-04,194.542,15.944,11.175,14.662,3.487,3.073,20.153,210.486,17.666
2013-08-05,185.832,19.601,13.233,23.771,10.538,2.182,29.152,205.432,23.125
2013-08-06,187.486,16.832,14.44,20.679,6.239,1.651,23.271,204.318,19.062
2013-08-07,193.403,18.475,13.449,19.349,5.9,2.014,40.492,211.879,34.375
2013-08-08,189.758,21.949,17.416,28.066,10.651,2.031,48.464,211.706,38.375
2013-08-09,195.889,25.298,20.26,27.425,7.164,3.345,65.247,221.188,52.312
2013-08-10,197.216,22.028,14.533,17.661,3.128,2.92,69.221,219.244,55.812
2013-08-11,191.653,14.382,7.704,8.483,0.779,2.141,49.596,206.034,44.104
2013-08-12,192.879,14.798,9.104,10.458,1.354,1.775,33.654,207.678,29.688
2013-08-13,196.415,23.092,13.732,17.807,4.076,2.126,36.366,219.507,37.917
2013-08-14,192.843,22.022,11.027,13.274,2.246,2.716,55.946,214.865,44.062
2013-08-15,191.081,15.029,8.639,10.833,2.195,2.109,60.779,206.11,45.708
2013-08-16,188.785,12.521,8.294,11.731,3.436,1.542,50.962,201.306,37.917
2013-08-17,189.473,16.342,8.766,12.857,4.091,1.811,28.971,205.815,23.812
2013-08-18,188.32,16.049,7.029,10.05,3.021,1.365,27.679,204.368,19.625
2013-08-19,186.667,14.493,11.563,22.227,10.663,1.833,29.258,201.16,20.167
2013-08-20,179.934,12.631,10.191,22.289,12.098,1.958,21.708,192.566,14.104
2013-08-21,183.848,27.385,14.707,26.741,12.034,2.27,23.862,211.234,18.5
2013-08-22,187.148,21.829,18.94,26.895,7.955,1.974,30.192,208.977,26.479
2013-08-23,181.995,17.075,15.252,21.964,6.712,1.904,26.9,199.07,19.77
2013-08-24,183.552,14.29,10.341,14.797,4.456,0.852,14.217,197.841,10.5
2013-08-25,187.452,11.854,7.6,9.375,1.775,0.745,12.679,199.305,11.375
2013-08-26,194.699,14.998,16.058,23.392,7.333,1.578,16.046,209.697,14.042
2013-08-27,193.36,14.292,12.726,18.385,5.658,1.136,13.267,207.653,10.375
2013-08-28,195.862,16.641,15.865,26.037,10.172,1.38,17.689,212.503,14.0
2013-08-29,196.924,20.493,22.637,34.881,12.244,3.635,29.425,217.417,24.658
2013-08-30,193.34,22.75,19.231,29.613,10.382,3.648,41.029,216.09,32.24
2013-08-31,185.643,18.51,13.027,22.439,9.412,2.114,28.608,204.153,20.771
2013-09-01,192.653,14.979,11.825,13.913,2.088,1.412,21.658,207.632,14.812
2013-09-02,189.629,20.702,15.758,28.233,12.475,1.141,18.4,210.332,15.812
2013-09-03,181.795,16.299,10.298,27.356,17.058,1.026,15.213,198.095,12.194
2013-09-04,185.845,20.158,12.882,19.025,6.143,1.155,14.521,206.003,9.75
2013-09-05,188.687,14.556,13.537,19.168,5.63,0.833,9.596,203.243,4.958
2013-09-06,190.694,16.07,15.433,24.041,8.608,1.438,11.258,206.764,7.646
2013-09-07,192.633,19.728,15.174,19.825,4.652,2.347,22.458,212.362,18.562
2013-09-08,190.312,14.062,7.162,8.604,1.442,0.714,14.317,204.375,10.334
2013-09-09,189.613,13.742,12.824,19.944,7.121,1.745,12.258,203.354,10.75
2013-09-10,192.478,15.19,15.954,23.801,7.848,2.137,19.456,207.667,18.458
2013-09-11,191.674,15.336,15.264,23.986,8.722,1.752,20.525,207.01,16.417
2013-09-12,196.028,19.188,18.03,27.213,9.183,2.703,38.775,215.215,34.104
2013-09-13,192.972,19.02,18.708,27.832,9.124,3.054,53.458,211.993,48.0
2013-09-14,186.33,11.215,10.737,16.217,5.479,3.024,31.421,197.546,29.062
2013-09-15,181.743,15.132,6.117,8.942,2.825,1.375,22.608,196.875,12.5
2013-09-16,181.85,9.47,4.287,5.7,1.412,0.932,15.287,191.32,5.771
2013-09-17,191.158,17.36,16.852,26.342,9.49,2.493,14.933,208.519,12.166
2013-09-18,192.29,18.84,19.386,29.444,10.058,2.752,21.937,211.129,21.166
2013-09-19,194.049,21.125,21.474,29.943,8.468,2.505,25.888,215.174,24.792
2013-09-20,195.514,18.702,21.108,32.272,11.165,2.457,22.646,214.215,22.812
2013-09-21,192.061,18.703,16.496,23.562,7.067,2.32,26.892,210.764,21.375
2013-09-22,191.056,14.542,11.721,14.304,2.583,2.271,31.654,205.597,27.375
2013-09-23,190.166,11.912,12.067,16.271,4.204,1.688,29.737,202.077,29.729
2013-09-24,189.268,15.232,15.356,21.612,6.257,1.564,24.283,204.5,21.208
2013-09-25,187.925,15.844,14.798,20.899,6.102,1.719,22.512,203.769,20.208
2013-09-26,187.556,10.361,6.605,8.41,1.805,0.76,8.388,197.917,4.958
2013-09-27,191.354,10.25,14.747,22.157,7.41,1.4,10.308,201.604,7.188
2013-09-28,192.352,12.772,14.694,19.856,5.162,2.132,13.854,205.124,12.875
2013-09-29,192.139,13.674,11.225,13.683,2.458,1.953,14.083,205.813,11.771
2013-09-30,191.513,15.323,19.125,27.65,8.525,1.781,16.679,206.836,15.818
2013-10-01,190.78,17.491,22.767,31.022,8.254,2.159,22.662,208.271,24.312
2013-10-02,187.211,10.932,13.666,17.646,3.98,0.983,17.033,198.143,17.125
2013-10-03,188.368,9.451,10.408,12.61,2.202,1.167,17.317,197.819,15.584
2013-10-04,191.806,14.833,19.132,26.43,7.298,1.944,23.471,206.639,19.0
2013-10-05,192.889,20.446,19.607,24.847,5.24,1.922,30.221,213.335,29.834
2013-10-06,187.438,14.632,9.338,11.95,2.612,1.245,17.758,202.07,17.084
2013-10-07,187.742,15.332,14.696,25.921,11.225,1.547,15.021,203.074,13.166
2013-10-08,185.479,20.346,13.737,27.6,13.862,1.721,18.121,205.825,15.854
2013-10-09,183.352,10.349,10.561,17.1,6.539,0.638,18.127,193.701,11.958
2013-10-10,186.429,16.62,19.415,31.741,12.327,1.979,13.514,203.049,13.417
2013-10-11,182.758,14.172,11.461,21.064,9.603,1.004,17.461,196.93,14.895
2013-10-12,188.786,9.605,8.829,11.745,2.916,1.266,19.362,198.391,15.48
2013-10-13,190.944,9.215,9.171,10.975,1.804,1.323,10.838,200.16,9.104
2013-10-14,192.591,13.454,16.371,21.958,5.587,2.609,17.258,206.045,16.458
2013-10-15,190.85,16.03,18.796,25.529,6.733,1.453,20.575,206.88,20.646
2013-10-16,186.798,6.513,5.735,7.546,1.811,0.545,6.962,193.311,3.875
2013-10-17,192.928,8.1,11.898,16.375,4.476,1.052,7.292,201.027,5.0
2013-10-18,195.055,17.689,25.814,38.1,12.286,1.754,15.358,212.744,15.354
2013-10-19,193.327,16.116,18.385,23.128,4.743,1.162,20.212,209.443,19.292
2013-10-20,192.18,13.333,13.288,16.33,3.042,0.385,9.483,205.514,7.542
2013-10-21,195.563,21.188,17.537,34.403,16.866,1.13,10.467,216.75,10.208
2013-10-22,192.979,18.986,19.905,38.654,18.749,0.99,14.489,211.965,12.854
2013-10-23,189.303,13.934,18.125,32.412,14.287,0.808,13.342,203.238,8.334
2013-10-24,189.293,15.662,16.85,29.486,12.637,1.386,13.329,204.954,11.458
2013-10-25,184.86,10.958,10.404,17.118,6.714,1.027,9.308,195.817,6.875
2013-10-26,189.937,7.378,6.668,8.046,1.378,0.658,9.258,197.315,6.896
2013-10-27,190.451,8.798,7.138,8.6,1.462,1.042,14.534,199.25,13.25
2013-10-28,194.166,18.96,22.132,35.309,13.177,1.623,18.97,213.126,20.667
2013-10-29,192.896,16.813,23.993,31.897,7.903,2.01,21.267,209.708,23.43
2013-10-30,194.02,14.604,16.604,24.852,8.248,1.766,23.166,208.624,25.687
2013-10-31,198.013,13.802,19.21,26.98,7.771,1.588,26.226,211.814,24.536
2013-11-01,196.945,14.464,20.981,31.534,10.552,2.046,24.412,211.41,24.812
2013-11-02,198.408,25.066,22.685,33.246,10.56,2.062,32.8,223.474,33.021
2013-11-03,196.708,21.396,15.371,18.438,3.067,2.099,44.396,218.104,39.584
2013-11-04,194.667,10.245,7.775,9.009,1.233,1.344,20.179,204.912,20.834
2013-11-05,193.618,12.174,14.525,19.071,4.546,1.636,24.133,205.792,21.5
2013-11-06,195.622,20.474,24.714,40.96,16.246,3.036,27.354,216.095,26.5
