date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean,SO2_mean
2015-02-19,195.875,17.125,26.93,36.417,9.486,19.958,,213.0,6.208
2015-02-20,192.783,10.435,16.444,18.917,2.472,11.917,,203.217,3.542
2015-02-21,192.5,4.875,4.837,5.47,0.632,11.083,,197.375,3.542
2015-02-22,193.708,7.375,12.593,15.333,2.74,9.375,,201.083,3.917
2015-02-23,194.167,11.875,20.875,25.569,4.694,14.458,,206.042,4.792
2015-02-24,194.125,4.833,5.062,5.695,0.633,8.083,,198.958,3.25
2015-02-25,194.042,6.5,8.611,10.833,2.222,9.0,,200.542,3.364
2015-02-26,196.333,10.167,19.306,23.25,3.944,20.652,,206.5,5.292
2015-02-27,197.565,12.652,16.361,18.917,2.556,33.5,,210.217,5.458
2015-02-28,197.917,12.083,12.45,13.631,1.182,37.375,,210.0,4.792
2015-03-01,196.292,8.292,9.903,11.514,1.611,15.333,,204.583,3.917
2015-03-02,196.0,10.292,18.334,21.357,3.022,20.625,,206.292,5.458
2015-03-03,196.833,16.417,29.264,35.278,6.014,26.917,,213.25,7.667
2015-03-04,198.125,17.208,31.514,38.75,7.236,33.125,,215.333,6.958
2015-03-05,195.739,16.913,19.722,25.764,6.042,28.042,,212.652,6.0
2015-03-06,190.708,9.708,9.695,10.873,1.178,14.667,,200.417,3.875
2015-03-07,190.0,13.292,13.17,18.667,5.496,13.25,,203.292,3.792
2015-03-08,192.875,13.292,12.389,19.583,7.194,22.458,,206.167,4.292
2015-03-09,193.792,8.625,6.505,7.793,1.288,10.083,,202.417,3.083
2015-03-10,195.455,8.455,9.389,11.514,2.125,9.609,,203.909,3.304
2015-03-11,195.083,7.208,4.805,6.208,1.403,5.783,,202.292,3.0
2015-03-12,194.261,7.0,8.764,10.306,1.542,7.458,,201.261,3.667
2015-03-13,194.25,6.042,8.908,10.213,1.305,8.458,,200.292,3.25
2015-03-14,194.636,8.0,7.128,8.138,1.009,11.0,,202.636,3.292
2015-03-15,195.292,5.958,11.903,13.555,1.653,8.0,,201.25,3.792
2015-03-16,195.667,8.583,17.093,20.687,3.593,10.833,,204.25,4.542
2015-03-17,194.708,11.125,20.887,24.615,3.728,15.75,,205.833,5.5
2015-03-18,192.708,9.333,16.931,20.903,3.972,15.292,,202.042,4.333
2015-03-19,191.217,9.174,7.986,11.111,3.125,14.875,,200.391,2.875
2015-03-20,194.167,7.125,5.003,5.665,0.662,13.917,,201.292,3.208
2015-03-21,192.375,5.875,3.963,4.594,0.631,3.708,,198.25,3.042
2015-03-22,193.333,7.556,19.194,23.972,4.778,10.435,,200.889,6.458
2015-03-23,192.889,18.333,15.984,20.311,4.327,15.625,,211.222,5.458
2015-03-24,193.545,13.409,4.051,4.678,0.627,7.292,,206.955,3.042
2015-03-25,193.25,11.167,5.559,6.508,0.948,5.583,,204.417,3.083
2015-03-26,195.087,13.391,11.486,13.875,2.389,9.833,,208.478,4.167
2015-03-27,195.0,9.5,10.071,11.596,1.525,14.5,,204.5,4.708
2015-03-28,194.75,11.583,15.088,17.211,2.123,21.167,,206.333,4.625
2015-03-29,196.667,13.542,22.889,25.695,2.806,34.375,,210.208,7.75
2015-03-30,196.042,14.583,23.719,27.048,3.329,30.792,,210.625,7.083
2015-03-31,195.25,12.333,16.556,19.056,2.5,33.875,,207.583,5.875
2015-04-01,191.542,15.167,22.322,27.245,4.923,25.708,,206.708,6.542
2015-04-02,192.522,12.043,8.68,9.889,1.208,11.667,,204.565,4.25
2015-04-03,189.292,15.792,16.472,20.778,4.305,11.458,,205.083,3.542
2015-04-04,191.417,12.5,10.208,12.139,1.931,6.75,,203.917,4.333
2015-04-05,189.042,14.458,12.458,14.805,2.347,10.708,,203.5,4.25
2015-04-06,191.375,13.833,12.518,17.013,4.495,7.542,,205.208,3.333
2015-04-07,191.833,6.75,3.889,4.333,0.444,8.25,,198.583,3.042
2015-04-08,191.958,5.917,5.149,6.285,1.136,12.5,,197.875,3.208
2015-04-09,190.333,7.714,11.694,13.806,2.111,11.565,,198.048,3.609
2015-04-10,190.583,12.25,13.972,15.945,1.972,8.375,,202.833,3.083
2015-04-11,188.625,12.542,7.18,8.333,1.153,8.684,,201.167,3.125
2015-04-12,188.917,9.417,6.445,7.292,0.847,9.917,,198.333,3.333
2015-04-13,188.25,9.708,11.625,13.091,1.466,7.083,,197.958,2.958
2015-04-14,189.833,13.625,16.333,21.611,5.278,11.625,,203.458,4.417
2015-04-15,191.375,9.042,11.478,12.981,1.502,12.458,,200.417,4.083
2015-04-16,194.783,15.652,17.528,20.208,2.68,29.75,,210.435,6.583
2015-04-17,191.25,11.375,13.722,15.194,1.472,21.292,,202.625,5.417
2015-04-18,191.458,11.708,13.972,16.194,2.222,20.417,,203.167,5.625
2015-04-19,189.958,11.458,8.708,9.347,0.639,21.333,,201.417,3.583
2015-04-20,187.708,12.0,11.222,15.732,4.51,15.5,,199.708,2.667
2015-04-21,189.917,8.167,7.278,8.0,0.722,8.833,,198.083,3.833
2015-04-22,190.792,11.583,15.342,17.767,2.425,17.708,,202.375,5.792
2015-04-23,192.609,31.087,19.264,21.584,2.32,20.583,,223.696,6.833
2015-04-24,190.125,24.042,22.833,26.278,3.444,29.292,,214.167,9.792
2015-04-25,191.75,18.0,11.847,12.847,1.0,34.667,,209.75,6.708
2015-04-26,191.333,16.625,12.806,13.889,1.083,27.458,,207.958,7.583
2015-04-27,191.875,18.792,17.277,19.311,2.035,33.042,,210.667,8.917
2015-04-28,190.083,17.208,10.875,12.445,1.569,29.042,,207.292,5.458
2015-04-29,187.292,13.167,7.896,8.736,0.84,13.292,,200.458,4.5
2015-04-30,188.652,16.304,12.57,14.236,1.667,13.542,,204.957,5.958
2015-05-01,188.708,16.333,12.306,13.875,1.569,14.5,,205.042,5.958
2015-05-02,189.125,17.208,10.695,11.694,1.0,17.208,,206.333,6.667
2015-05-03,187.375,14.417,6.361,7.125,0.764,9.625,,201.792,4.333
2015-05-04,187.625,13.833,6.877,7.733,0.855,12.167,,201.458,4.75
2015-05-05,192.5,13.583,8.25,8.75,0.5,16.154,,206.083,7.25
2015-05-06,192.958,14.542,10.072,10.903,0.831,19.333,,207.5,7.167
2015-05-07,189.087,15.261,12.208,13.305,1.097,13.417,,204.348,6.292
2015-05-08,189.875,16.917,15.708,17.083,1.375,15.292,,206.792,7.583
2015-05-09,190.458,19.208,13.278,14.306,1.028,17.792,,209.667,6.417
2015-05-10,191.0,16.167,6.306,6.708,0.403,20.292,,207.167,5.333
2015-05-11,190.167,13.042,8.425,9.487,1.062,10.417,,203.208,4.917
2015-05-12,188.25,14.417,8.833,9.639,0.805,10.417,,202.667,3.75
2015-05-13,190.875,14.958,13.096,14.399,1.303,20.667,,205.833,6.75
2015-05-14,192.739,18.565,19.208,21.042,1.833,22.417,,211.304,7.5
2015-05-15,189.048,22.762,11.083,13.111,2.028,22.13,,211.81,5.13
2015-05-16,190.609,16.522,7.972,9.903,1.931,17.125,,207.13,3.792
2015-05-17,192.167,12.542,8.111,8.569,0.458,15.875,,204.708,5.958
2015-05-18,190.958,13.667,10.037,11.384,1.347,16.792,,204.625,4.792
2015-05-19,189.333,14.875,13.472,15.555,2.083,9.25,,204.208,4.958
2015-05-20,190.917,15.125,9.928,11.548,1.621,17.083,,206.042,6.25
2015-05-21,190.917,11.167,11.236,12.917,1.68,10.833,,202.083,6.375
2015-05-22,192.75,16.458,18.139,20.694,2.556,15.458,,209.208,8.125
2015-05-23,191.913,14.0,12.639,13.903,1.264,19.708,,205.913,6.875
2015-05-24,190.708,11.208,7.292,7.709,0.417,18.292,,201.917,6.25
2015-05-25,191.739,20.13,9.384,10.547,1.163,24.75,,211.87,7.0
2015-05-26,191.125,17.667,14.181,15.958,1.778,22.167,,208.792,7.958
2015-05-27,192.292,16.458,18.417,20.09,1.673,24.727,,208.75,10.458
2015-05-28,191.167,13.875,12.264,13.292,1.028,27.826,,205.042,7.208
2015-05-29,189.458,12.167,13.083,14.611,1.528,23.583,,201.625,7.0
2015-05-30,189.913,17.13,18.292,20.708,2.417,30.917,,207.043,8.25
2015-05-31,188.375,10.708,5.18,5.792,0.611,19.875,,199.083,4.542
2015-06-01,189.792,10.417,9.405,10.726,1.321,17.917,,200.208,5.833
2015-06-02,187.917,11.125,8.834,9.958,1.125,21.75,,199.042,4.625
2015-06-03,189.667,11.042,9.266,10.995,1.73,11.958,,200.708,3.875
2015-06-04,190.375,9.5,6.319,7.069,0.75,9.417,,199.875,4.917
2015-06-05,190.583,10.542,11.167,13.292,2.125,8.292,,201.125,4.042
2015-06-06,187.217,9.043,4.833,5.597,0.764,5.375,,196.261,3.25
2015-06-07,187.958,8.417,5.028,5.722,0.694,8.292,,196.375,3.792
2015-06-08,187.875,10.0,9.927,11.522,1.596,9.636,,197.875,3.75
2015-06-09,188.167,16.167,14.181,18.361,4.18,13.167,,204.333,3.958
2015-06-10,188.875,12.792,11.908,14.35,2.442,13.25,,201.667,4.917
2015-06-11,190.375,14.625,16.403,18.708,2.306,17.958,,205.0,3.958
2015-06-12,193.136,22.182,13.972,16.722,2.75,27.182,,215.318,4.696
2015-06-13,196.783,18.87,13.5,14.569,1.069,36.583,,215.652,8.083
2015-06-14,193.542,13.958,9.097,9.958,0.861,30.083,,207.5,7.0
2015-06-15,189.958,13.75,12.652,14.601,1.949,22.913,,203.708,7.292
2015-06-16,189.25,17.292,16.681,19.944,3.264,27.292,,206.542,6.042
2015-06-17,191.583,12.792,10.664,12.447,1.784,25.333,,204.375,5.167
2015-06-18,187.333,10.417,7.681,8.806,1.125,11.083,,197.75,4.042
2015-06-19,187.833,10.167,7.792,9.111,1.32,5.75,,198.0,3.083
2015-06-20,190.087,11.304,7.278,8.778,1.5,10.458,,201.391,3.667
2015-06-21,189.375,9.083,4.403,5.014,0.611,7.583,,198.458,3.75
2015-06-22,190.591,14.455,8.873,10.253,1.38,13.375,,205.045,4.208
2015-06-23,190.043,15.522,8.641,10.11,1.469,27.217,,205.565,4.083
2015-06-24,189.708,11.25,8.855,10.382,1.527,21.333,,200.958,4.5
2015-06-25,187.333,10.083,7.708,9.042,1.333,12.708,,197.417,4.143
2015-06-26,184.708,11.333,10.778,12.25,1.472,8.625,,196.042,3.542
2015-06-27,190.783,11.087,7.667,8.889,1.222,8.792,,201.87,4.708
2015-06-28,188.375,8.542,3.153,3.569,0.417,7.75,,196.917,4.083
2015-06-29,188.625,10.167,7.372,8.578,1.206,7.375,,198.792,4.833
2015-06-30,188.917,12.208,10.528,12.014,1.486,10.417,,201.125,4.667
2015-07-01,189.083,12.875,12.663,15.627,2.964,7.75,,201.958,4.5
2015-07-02,193.292,11.833,13.0,14.694,1.694,18.667,,205.125,6.208
2015-07-03,194.0,12.208,11.958,13.458,1.5,17.583,,206.208,6.208
2015-07-04,197.304,16.609,16.778,19.292,2.514,24.667,,213.913,6.0
2015-07-05,193.167,9.208,6.903,7.5,0.597,18.542,,202.375,4.833
2015-07-06,195.458,10.083,12.084,14.415,2.331,18.625,,205.542,5.292
2015-07-07,196.375,13.958,15.444,18.847,3.403,12.833,,210.333,4.125
2015-07-08,186.25,10.542,8.875,11.611,2.736,10.75,,196.792,3.667
2015-07-09,185.167,10.208,8.625,11.167,2.542,10.125,,195.375,3.5
2015-07-10,185.773,12.909,8.111,11.18,3.069,11.174,,198.682,3.435
2015-07-11,184.087,13.826,5.722,7.236,1.514,12.875,,197.913,3.208
2015-07-12,180.375,11.042,4.444,6.111,1.667,11.875,,191.417,2.958
2015-07-13,181.125,12.375,8.721,12.722,4.001,9.167,,193.5,4.292
2015-07-14,184.042,13.917,12.252,17.072,4.82,12.333,,197.958,5.5
2015-07-15,181.125,11.333,7.87,10.961,3.091,8.625,,192.458,4.333
2015-07-16,179.917,10.25,3.472,4.778,1.306,5.208,,190.167,3.167
2015-07-17,184.542,11.917,7.597,9.805,2.209,6.042,,196.458,3.333
2015-07-18,190.13,13.0,10.875,14.097,3.222,12.333,,203.13,5.708
2015-07-19,184.25,9.792,5.153,7.028,1.875,11.625,,194.042,2.625
2015-07-20,179.583,9.75,4.302,6.595,2.293,8.0,,189.333,2.708
2015-07-21,179.167,9.875,4.097,7.125,3.028,7.083,,189.042,2.792
2015-07-22,183.125,11.458,10.519,14.824,4.305,8.667,,194.583,3.542
2015-07-23,182.864,15.773,12.389,19.444,7.056,11.25,,198.636,5.667
2015-07-24,183.708,13.125,9.458,13.125,3.667,11.417,,196.833,4.125
2015-07-25,182.565,13.652,8.028,10.417,2.389,14.167,,196.217,3.917
2015-07-26,182.75,11.333,5.319,7.805,2.486,9.958,,194.083,3.208
2015-07-27,183.5,13.417,11.485,16.134,4.649,12.417,,196.917,3.958
2015-07-28,187.792,16.167,12.528,16.208,3.681,17.958,,203.958,3.792
2015-07-29,191.833,13.917,10.551,12.96,2.409,20.917,,205.75,3.875
2015-07-30,197.217,17.957,15.555,17.625,2.069,36.542,,215.174,6.917
2015-07-31,195.75,19.0,12.889,14.597,1.708,36.167,,214.75,6.958
2015-08-01,191.478,18.348,15.597,17.875,2.278,39.667,,209.826,9.833
2015-08-02,188.458,15.0,12.167,13.472,1.305,48.25,,203.458,10.25
2015-08-03,188.125,16.25,14.926,17.317,2.391,42.458,,204.375,9.708
2015-08-04,188.625,14.875,13.097,14.584,1.486,45.583,,203.5,9.042
2015-08-05,187.958,12.917,10.212,11.813,1.601,41.25,,200.875,6.458
2015-08-06,188.167,13.75,8.486,10.097,1.611,32.917,,201.917,5.708
2015-08-07,182.773,14.318,8.333,10.375,2.042,12.217,,197.091,4.478
2015-08-08,187.217,13.13,8.736,10.444,1.708,19.083,,200.348,6.167
2015-08-09,187.875,10.917,7.056,7.819,0.764,23.75,,198.792,6.458
2015-08-10,187.792,10.667,7.978,9.196,1.217,21.708,,198.458,5.625
2015-08-11,189.167,10.125,9.625,11.167,1.542,22.917,,199.292,6.25
2015-08-12,191.792,10.167,9.713,11.388,1.675,23.583,,201.958,5.25
2015-08-13,188.333,9.583,7.32,9.167,1.847,12.167,,197.917,3.875
2015-08-14,187.208,8.125,6.097,7.25,1.153,10.583,,195.333,5.25
2015-08-15,191.783,12.13,5.68,6.444,0.764,19.583,,203.913,6.458
2015-08-16,191.625,10.0,4.639,5.306,0.667,19.583,,201.625,5.25
2015-08-17,186.417,10.917,8.442,10.065,1.623,9.375,,197.333,3.917
2015-08-18,189.042,12.5,7.681,9.069,1.389,9.25,,201.542,4.542
2015-08-19,189.958,11.125,8.877,10.462,1.585,10.458,,201.083,3.917
2015-08-20,187.583,12.583,9.458,12.667,3.208,11.25,,200.167,3.833
2015-08-21,186.455,15.091,9.681,12.153,2.472,12.667,,201.545,4.375
2015-08-22,187.565,11.348,4.82,5.861,1.042,7.5,,198.913,4.083
2015-08-23,188.958,11.792,2.833,3.194,0.361,8.174,,200.75,4.792
2015-08-24,190.458,10.792,7.036,8.604,1.568,11.522,,201.25,5.208
2015-08-25,187.042,10.042,6.514,7.625,1.111,7.625,,197.083,3.708
2015-08-26,187.125,10.25,7.212,8.832,1.619,6.708,,197.375,4.667
2015-08-27,189.625,15.417,11.681,13.125,1.444,12.125,,205.042,6.708
2015-08-28,195.75,17.208,18.069,19.972,1.903,27.042,,212.958,9.292
2015-08-29,193.739,15.435,11.125,13.931,2.806,25.25,,209.174,6.25
2015-08-30,187.5,11.042,3.917,4.319,0.403,7.042,,198.542,3.667
2015-08-31,190.583,12.208,8.064,9.702,1.638,8.208,,202.792,3.5
2015-09-01,188.917,12.708,12.236,15.833,3.597,8.375,,201.625,3.792
2015-09-02,188.083,15.292,11.772,13.578,1.806,10.333,,203.375,5.417
2015-09-03,190.333,11.667,11.472,13.75,2.278,11.667,,202.0,4.583
2015-09-04,193.917,13.333,9.028,10.917,1.889,14.667,,207.25,4.125
2015-09-05,195.304,10.696,8.111,9.541,1.43,13.208,,206.0,4.583
2015-09-06,195.083,10.833,6.181,6.931,0.75,11.042,,205.917,3.875
2015-09-07,190.958,10.042,4.152,4.94,0.787,4.458,,201.0,3.583
2015-09-08,190.792,12.125,7.708,9.097,1.389,5.208,,202.917,3.792
2015-09-09,188.958,11.667,9.308,11.68,2.372,4.208,,200.625,3.0
2015-09-10,188.875,8.208,5.319,7.056,1.736,4.333,,197.083,3.042
2015-09-11,191.818,11.318,7.306,9.194,1.889,10.727,,203.136,4.043
2015-09-12,196.696,12.783,10.459,12.097,1.639,20.167,,209.478,5.542
2015-09-13,192.667,11.375,4.278,4.736,0.458,11.417,,204.042,4.125
2015-09-14,192.375,10.292,5.779,6.929,1.15,7.167,,202.667,4.375
2015-09-15,192.833,10.042,7.778,9.028,1.25,11.292,,202.875,4.417
2015-09-16,193.5,11.0,10.452,12.236,1.783,14.583,,204.5,3.958
2015-09-17,190.417,11.583,8.319,10.07,1.75,10.042,,202.0,3.125
2015-09-18,188.958,9.458,5.486,6.375,0.889,8.958,,198.417,3.292
2015-09-19,190.087,12.478,5.931,7.472,1.542,8.333,,202.565,3.958
2015-09-20,188.542,10.167,3.569,4.333,0.764,6.083,,198.708,3.875
2015-09-21,188.292,10.042,4.399,5.403,1.004,8.958,,198.333,3.542
2015-09-22,189.375,9.917,6.236,7.542,1.305,10.583,,199.292,3.542
2015-09-23,191.375,11.125,6.499,7.676,1.177,16.083,,202.5,4.292
2015-09-24,189.208,10.417,8.042,9.542,1.5,9.833,,199.625,3.13
2015-09-25,189.75,15.667,8.402,10.268,1.866,5.292,,205.417,3.217
2015-09-26,190.217,11.13,7.445,9.25,1.806,6.208,,201.348,3.458
2015-09-27,189.542,9.167,4.667,5.458,0.792,15.083,,198.708,4.25
2015-09-28,189.5,8.833,6.549,7.996,1.446,13.25,,198.333,4.958
2015-09-29,190.5,8.375,6.514,7.5,0.986,12.458,,198.875,4.667
2015-09-30,191.75,9.792,10.091,11.495,1.403,9.125,,201.542,4.083
2015-10-01,193.542,12.667,15.333,18.945,3.611,12.542,,206.208,3.667
2015-10-02,191.917,9.25,8.403,9.32,0.917,9.458,,201.167,3.75
2015-10-03,193.0,13.13,13.042,14.82,1.778,12.458,,206.13,5.542
2015-10-04,192.042,11.542,5.556,6.222,0.667,13.417,,203.583,3.875
2015-10-05,189.917,9.208,6.062,7.035,0.973,7.875,,199.125,3.333
2015-10-06,190.333,9.375,5.347,6.972,1.625,7.458,,199.708,3.0
2015-10-07,190.0,10.667,6.985,8.92,1.935,7.125,,200.667,3.292
2015-10-08,191.25,10.833,8.431,10.167,1.736,15.917,,202.083,3.542
2015-10-09,193.182,12.591,15.319,17.681,2.361,23.348,,205.773,5.217
2015-10-10,196.174,16.826,16.5,18.597,2.097,32.875,,213.0,5.667
2015-10-11,196.208,14.458,9.834,11.347,1.514,24.625,,210.667,4.875
2015-10-12,194.375,10.458,10.662,12.612,1.95,12.458,,204.833,4.625
2015-10-13,192.125,15.958,8.361,10.181,1.819,10.458,,208.083,3.75
2015-10-14,192.167,12.5,14.123,16.919,2.796,12.25,,204.667,4.542
2015-10-15,192.125,11.083,13.639,16.264,2.625,15.958,,203.208,3.667
2015-10-16,191.708,11.292,12.5,15.653,3.153,11.833,,203.0,4.167
2015-10-17,191.0,12.13,9.945,11.792,1.847,9.708,,203.13,3.917
2015-10-18,190.667,13.167,10.75,12.083,1.333,17.0,,203.833,4.917
2015-10-19,190.167,12.5,12.004,14.263,2.259,15.333,,202.667,4.208
2015-10-20,192.375,12.167,10.305,12.5,2.195,26.708,,204.542,4.333
2015-10-21,195.542,15.417,13.762,15.804,2.043,33.708,,210.958,4.583
2015-10-22,195.125,15.417,10.333,13.0,2.667,22.417,,210.542,4.083
2015-10-23,193.0,13.667,11.431,13.375,1.945,12.167,,206.667,3.5
2015-10-24,195.783,15.522,14.194,16.514,2.319,31.417,,211.304,5.542
2015-10-25,191.042,7.917,3.708,4.208,0.5,11.0,,198.958,3.833
2015-10-26,192.625,9.958,11.943,14.215,2.272,12.0,,202.583,3.417
2015-10-27,192.292,13.208,15.167,18.708,3.542,18.667,,205.5,3.542
2015-10-28,191.083,8.542,7.193,8.683,1.49,10.458,,199.625,3.75
2015-10-29,193.292,10.708,10.722,13.403,2.68,13.625,,204.0,4.083
2015-10-30,194.375,13.125,10.444,12.445,2.0,20.375,,207.5,3.917
2015-10-31,191.696,10.348,6.764,8.125,1.361,8.375,,202.043,3.25
2015-11-01,192.125,8.208,7.583,8.847,1.264,11.042,,200.333,2.917
2015-11-02,192.25,13.125,13.087,18.377,5.291,12.542,,205.375,2.708
2015-11-03,191.708,12.917,9.208,11.986,2.778,9.5,,204.625,3.0
2015-11-04,190.333,11.083,12.952,16.886,3.934,10.417,,201.417,3.25
2015-11-05,190.833,14.875,17.0,21.542,4.542,15.167,,205.708,4.042
2015-11-06,191.478,15.87,17.903,22.82,4.917,20.208,,207.348,4.208
2015-11-07,190.478,12.913,12.764,15.361,2.597,16.208,,203.391,3.75
2015-11-08,189.583,11.833,8.806,10.417,1.611,12.042,,201.417,3.0
2015-11-09,191.208,17.0,13.72,20.381,6.661,11.167,,208.208,3.042
2015-11-10,191.583,8.625,6.426,7.988,1.563,3.292,,200.208,3.042
2015-11-11,192.917,9.042,8.453,11.113,2.659,3.917,,201.958,3.042
2015-11-12,193.375,9.917,10.903,14.153,3.25,6.792,,203.292,3.167
2015-11-13,193.19,11.238,11.732,14.371,2.639,11.174,,204.429,2.522
2015-11-14,190.304,13.435,13.931,16.444,2.514,5.375,,203.739,2.0
2015-11-15,190.125,12.0,7.167,9.195,2.028,4.958,,202.125,2.625
2015-11-16,190.375,11.417,12.683,16.135,3.453,6.458,,201.792,3.208
2015-11-17,192.208,16.792,18.056,24.792,6.736,11.917,,209.0,2.667
2015-11-18,192.125,14.875,14.165,17.935,3.769,5.5,,207.0,2.042
2015-11-19,190.5,8.333,4.486,4.847,0.361,2.667,,198.833,2.708
2015-11-20,191.0,12.125,13.417,15.82,2.403,9.625,,203.125,3.625
2015-11-21,194.435,14.217,9.903,11.625,1.722,12.083,,208.652,3.083
2015-11-22,195.292,12.792,9.167,10.278,1.111,17.458,,208.083,3.083
2015-11-23,195.875,14.167,11.989,14.112,2.123,20.667,,210.042,3.417
2015-11-24,194.75,12.25,7.181,8.986,1.805,10.542,,207.0,3.0
2015-11-25,192.542,10.875,9.43,10.499,1.069,5.875,,203.417,2.542
2015-11-26,193.417,11.458,8.931,11.722,2.792,5.875,,204.875,2.75
2015-11-27,193.565,8.826,9.937,11.872,1.935,6.875,,202.391,2.739
2015-11-28,192.957,11.609,10.708,12.583,1.875,9.333,,204.565,3.208
2015-11-29,194.292,13.042,12.972,15.069,2.097,15.25,,207.333,3.833
2015-11-30,195.917,15.667,21.641,27.133,5.491,32.0,,211.583,5.75
2015-12-01,195.792,15.917,15.181,20.459,5.278,16.042,,211.708,3.833
2015-12-02,194.5,12.25,16.996,20.501,3.505,13.333,,206.75,3.542
2015-12-03,195.25,10.458,11.32,13.209,1.889,11.708,,205.708,3.333
2015-12-04,196.0,8.458,9.528,10.944,1.417,10.5,,204.458,3.792
2015-12-05,193.0,11.087,12.5,15.319,2.819,11.0,,204.087,3.708
2015-12-06,192.875,9.792,11.236,12.542,1.305,15.5,,202.667,3.625
2015-12-07,193.583,9.5,14.123,17.6,3.477,12.25,,203.083,3.458
2015-12-08,193.042,7.583,11.111,14.028,2.917,5.375,,200.625,3.125
2015-12-09,193.292,9.875,17.874,21.665,3.791,7.333,,203.167,3.583
2015-12-10,192.25,10.583,17.264,19.528,2.264,8.875,,202.833,3.375
2015-12-11,189.318,7.136,7.139,8.472,1.333,2.522,,196.455,2.636
2015-12-12,193.957,11.565,8.236,9.764,1.528,8.833,,205.522,3.125
2015-12-13,192.917,13.25,11.222,13.181,1.958,9.25,,206.167,3.667
2015-12-14,193.917,16.792,17.649,21.591,3.941,9.458,,210.708,3.625
2015-12-15,194.083,18.042,20.292,27.458,7.167,14.375,,212.125,3.667
2015-12-16,194.833,11.833,12.183,15.926,3.743,12.75,,206.667,3.917
2015-12-17,193.417,7.833,8.944,12.639,3.694,4.292,,201.25,3.208
2015-12-18,194.083,9.292,12.903,18.972,6.069,7.833,,203.375,3.5
2015-12-19,192.565,8.261,9.625,12.417,2.792,5.667,,200.826,3.208
2015-12-20,193.125,9.542,10.764,13.389,2.625,10.583,,202.667,3.667
2015-12-21,194.0,16.917,16.806,30.366,13.561,13.333,,210.917,3.417
2015-12-22,193.375,14.542,17.347,33.097,15.75,7.5,,207.917,3.5
2015-12-23,192.292,12.125,13.811,18.041,4.23,11.0,,204.417,3.042
2015-12-24,193.083,15.667,19.389,27.93,8.542,11.25,,208.75,4.042
2015-12-25,194.042,11.333,13.208,17.694,4.486,13.292,,205.375,3.542
2015-12-26,198.087,11.348,16.695,20.528,3.833,22.0,,209.435,4.917
2015-12-27,197.125,10.208,7.972,9.403,1.431,19.167,,207.333,4.125
2015-12-28,194.417,9.583,10.665,15.219,4.554,5.625,,204.0,3.625
2015-12-29,193.375,8.917,10.958,13.347,2.389,6.583,,202.292,3.25
2015-12-30,194.333,11.958,14.768,18.651,3.883,11.25,,206.292,4.25
2015-12-31,196.292,11.125,10.083,12.389,2.305,14.208,,207.417,4.375
2016-01-01,198.708,12.083,11.361,13.714,2.353,14.167,,210.792,4.0
2016-01-02,197.833,10.833,9.99,12.317,2.327,19.667,,208.667,4.208
2016-01-03,197.833,10.042,9.597,10.806,1.208,20.75,,207.875,4.042
2016-01-04,199.958,11.708,10.621,14.047,3.425,22.625,,211.667,4.667
2016-01-05,195.875,7.25,5.5,6.444,0.944,9.292,,203.125,3.292
2016-01-06,196.625,11.125,13.792,17.236,3.445,7.875,,207.75,3.542
2016-01-07,196.478,7.304,13.278,16.917,3.639,10.042,,203.783,3.667
2016-01-08,196.792,11.333,13.391,16.837,3.446,13.0,,208.125,3.5
2016-01-09,197.125,6.792,10.772,13.339,2.567,10.875,,203.917,3.375
2016-01-10,197.625,5.75,10.514,14.264,3.75,14.583,,203.375,3.667
2016-01-11,196.083,4.042,8.382,10.571,2.19,6.75,,200.125,3.667
2016-01-12,196.826,5.348,11.305,14.528,3.222,12.375,,202.174,3.783
2016-01-13,196.333,5.083,8.528,10.528,2.0,12.417,,201.417,3.958
2016-01-14,195.783,4.435,5.931,8.042,2.111,6.333,,200.217,3.125
2016-01-15,194.5,5.083,5.617,6.947,1.33,3.208,,199.583,3.0
2016-01-16,193.625,5.75,9.756,12.611,2.855,5.708,,199.375,3.0
2016-01-17,193.333,10.125,14.153,20.417,6.264,4.292,,203.458,3.125
2016-01-18,194.5,12.375,20.95,29.479,8.529,8.083,,206.875,4.375
2016-01-19,196.417,13.958,16.43,21.361,4.93,23.458,,210.375,4.458
2016-01-20,197.833,9.458,13.375,16.556,3.18,18.25,,207.292,3.958
2016-01-21,198.522,8.783,10.444,12.472,2.028,16.375,,207.304,4.25
2016-01-22,196.542,9.0,10.179,12.725,2.546,12.875,,205.542,3.417
2016-01-23,194.167,6.167,8.504,10.847,2.343,10.708,,200.333,3.087
2016-01-24,194.167,8.5,10.097,13.069,2.972,8.792,,202.667,3.083
2016-01-25,194.458,8.792,16.324,20.514,4.191,7.375,,203.25,3.333
2016-01-26,195.333,13.75,23.667,31.25,7.583,15.583,,209.083,6.042
2016-01-27,195.542,14.667,20.153,28.458,8.306,19.696,,210.208,5.208
2016-01-28,197.348,9.87,16.667,20.653,3.986,15.333,,207.217,3.875
2016-01-29,197.375,11.333,11.959,14.121,2.163,16.208,,208.708,3.708
2016-01-30,197.625,12.458,11.469,17.919,6.45,16.417,,210.083,3.667
2016-01-31,196.75,6.333,10.833,13.347,2.514,9.458,,203.083,3.167
2016-02-01,197.125,9.625,14.424,19.443,5.019,8.792,,206.75,3.458
