date,NO2_mean,NOX_mean,NO_mean,PM25_mean,CO_mean,SPM_mean
2013-01-24,36.229,72.9585,36.7295,21.708,5.292,15.375
2013-01-25,38.2295,76.5205,38.292,35.917,5.792,19.208
2013-01-26,12.9315,19.02,6.089,20.25,2.917,13.708
2013-01-27,21.808,40.257999999999996,18.4505,10.375,3.042,7.208
2013-01-28,26.8125,51.4165,24.6045,21.542,3.875,9.667
2013-01-29,26.708,43.7085,17.0,17.917,2.75,10.125
2013-01-30,34.146,99.82050000000001,65.6745,25.864,5.458,11.208
2013-01-31,16.4585,35.146,18.6875,16.25,3.208,10.292
2013-02-01,34.8125,59.2085,24.396,27.75,4.833,16.125
2013-02-02,26.2845,39.731,13.4465,25.625,4.792,19.083
2013-02-03,33.31,81.125,47.815,27.958,6.458,22.458
2013-02-04,12.375,14.229,1.854,5.833,1.417,5.917
2013-02-05,8.8125,9.854,1.042,5.708,1.304,2.833
2013-02-06,13.6665,15.0835,1.4169999999999998,6.458,1.583,1.583
2013-02-07,19.771,25.458,5.6875,8.542,1.958,3.542
2013-02-08,20.3125,24.7085,4.396,8.583,2.375,3.917
2013-02-09,7.0809999999999995,7.6975,0.617,3.667,1.208,2.375
2013-02-10,11.655000000000001,13.057,1.402,10.0,1.792,5.917
2013-02-11,7.4165,8.125,0.7085,4.667,1.458,3.375
2013-02-12,13.1875,15.2085,2.021,6.583,1.583,1.875
2013-02-13,14.463999999999999,16.5805,2.116,5.682,1.708,3.375
2013-02-14,19.729,22.3125,2.583,8.833,2.0,2.958
2013-02-15,12.8955,14.0205,1.125,2.667,1.625,2.25
2013-02-16,4.949,5.3035,0.354,16.667,1.625,7.625
2013-02-17,17.5045,27.817999999999998,10.312999999999999,33.667,3.375,18.458
2013-02-18,8.354,8.979,0.625,11.111,1.5,8.375
2013-02-19,11.0835,12.4165,1.3335,11.292,1.522,3.542
2013-02-20,15.125,16.9585,1.8330000000000002,17.042,2.125,8.583
2013-02-21,11.0205,12.4165,1.396,13.875,2.0,8.625
2013-02-22,7.771,8.625,0.854,8.917,1.208,3.542
2013-02-23,7.503500000000001,8.048,0.544,12.167,1.583,5.708
2013-02-24,20.7255,24.314500000000002,3.589,14.625,2.417,8.542
2013-02-25,24.875,36.5,11.625,47.792,4.417,28.542
2013-02-26,30.5835,37.146,6.5625,46.042,4.667,31.417
2013-02-27,32.7595,45.905,13.146,20.409,3.792,12.75
2013-02-28,15.625,17.25,1.625,17.792,2.417,16.208
2013-03-01,21.5,22.854,1.354,34.333,3.667,26.5
2013-03-02,13.1625,14.9835,1.8215,15.792,3.292,14.292
2013-03-03,9.2005,10.0415,0.8415,7.333,1.417,1.375
2013-03-04,25.484499999999997,34.7555,9.271,17.792,3.875,10.292
2013-03-05,19.946,28.1335,8.1875,14.667,3.087,11.833
2013-03-06,6.708,7.354,0.646,10.625,1.667,6.458
2013-03-07,11.625,12.604,0.979,9.583,1.958,4.667
2013-03-08,9.75,10.6455,0.896,10.125,1.917,4.958
2013-03-09,10.3585,11.384,1.025,13.583,2.292,9.0
2013-03-10,9.9095,11.0345,1.125,8.583,1.833,6.583
2013-03-11,18.7915,21.8955,3.104,9.625,2.333,3.542
2013-03-12,38.271,68.354,30.0835,26.708,5.292,16.792
2013-03-13,28.108,42.814,14.706499999999998,21.318,3.25,15.917
2013-03-14,9.854,10.875,1.021,4.458,1.667,5.708
2013-03-15,11.0,11.625,0.625,12.083,1.917,8.708
2013-03-16,16.902,20.6555,3.7535000000000003,31.375,3.708,23.542
2013-03-17,27.154,29.8205,2.6665,43.625,4.833,40.917
2013-03-18,45.854,88.5,42.6455,58.208,6.583,51.417
2013-03-19,18.0205,20.521,2.5,16.792,2.826,18.375
2013-03-20,25.125,29.771,4.646,12.625,3.208,9.667
2013-03-21,8.167,8.6875,0.521,3.833,1.417,5.292
2013-03-22,10.111,10.889,0.7775,6.708,1.625,2.222
2013-03-23,8.368,11.4305,3.0625,16.25,1.556,30.222
2013-03-24,24.0045,30.241,6.2364999999999995,32.917,2.833,50.875
2013-03-25,22.198999999999998,29.768,7.5685,26.292,3.0,42.381
2013-03-26,28.7295,41.4795,12.75,21.583,3.708,35.958
2013-03-27,17.7765,31.555,13.779,14.864,3.375,25.0
2013-03-28,24.2295,31.6875,7.4585,26.583,3.917,36.875
2013-03-29,14.4165,17.667,3.25,19.167,3.208,30.292
2013-03-30,6.4245,7.565,1.1405,6.708,1.958,14.875
2013-03-31,7.184,7.935,0.7505,13.167,1.792,18.833
2013-04-01,16.7995,19.567999999999998,2.7685,17.458,2.917,14.458
2013-04-02,25.2295,32.9795,7.75,22.5,3.833,21.583
2013-04-03,10.8545,11.667,0.8125,10.542,2.0,8.25
2013-04-04,22.833,26.5625,3.7295,21.5,3.083,19.958
2013-04-05,21.3335,26.5835,5.25,18.333,3.042,21.25
2013-04-06,10.208,12.146,1.9375,7.417,1.667,7.542
2013-04-07,7.1365,7.779,0.642,5.792,1.833,5.167
2013-04-08,8.892,9.3045,0.41250000000000003,8.917,1.417,5.708
2013-04-09,23.5835,30.583,7.0,17.583,3.667,15.292
2013-04-10,10.8125,11.4375,0.625,14.792,1.958,12.125
2013-04-11,12.278500000000001,13.6325,1.354,12.591,2.542,11.917
2013-04-12,14.3125,18.8125,4.5,18.5,2.875,11.667
2013-04-13,12.625,14.167000000000002,1.5415,14.583,2.375,12.542
2013-04-14,11.8615,12.884,1.0225,21.625,2.708,18.208
2013-04-15,13.0545,15.2955,2.2409999999999997,19.917,1.917,23.292
2013-04-16,22.854,27.604,4.75,18.792,2.417,18.458
2013-04-17,22.2705,29.458,7.1875,27.125,2.652,32.583
2013-04-18,19.3335,23.9375,4.604,16.583,2.583,21.875
2013-04-19,6.125,7.6455,1.521,14.125,1.375,12.083
2013-04-20,13.0,14.417000000000002,1.4165,17.583,2.292,16.375
2013-04-21,5.1605,5.4785,0.318,5.792,1.542,4.125
2013-04-22,10.0685,13.9165,3.848,12.042,1.458,10.083
2013-04-23,23.9585,30.75,6.7915,16.167,2.667,14.292
2013-04-24,16.5625,19.917,3.354,10.5,2.083,16.25
2013-04-25,17.511499999999998,19.7955,2.284,18.545,2.625,18.542
2013-04-26,17.104,22.7915,5.6875,18.583,2.875,19.458
2013-04-27,7.708,8.0,0.2915,13.375,2.042,9.25
2013-04-28,8.15,8.4075,0.2575,13.042,2.542,11.5
2013-04-29,14.051,16.2455,2.195,17.208,2.875,19.792
2013-04-30,16.9585,18.7295,1.771,17.625,2.458,20.042
2013-05-01,6.146,6.604,0.4585,6.75,1.174,7.083
2013-05-02,5.0,5.375,0.375,2.458,1.0,3.958
2013-05-03,4.625,4.9375,0.3125,3.375,1.292,4.417
2013-05-04,6.6875,7.083,0.39549999999999996,9.583,1.958,12.25
2013-05-05,7.3100000000000005,7.6705000000000005,0.3605,18.083,3.125,22.167
2013-05-06,11.097999999999999,12.4455,1.3479999999999999,23.167,3.333,26.083
2013-05-07,5.521,6.125,0.6045,8.042,1.083,12.917
2013-05-08,7.917,8.6045,0.6875,3.875,1.042,6.833
2013-05-09,24.488500000000002,32.422,7.9335,12.455,2.625,14.833
2013-05-10,37.8125,56.1875,18.375,30.292,5.292,35.917
2013-05-11,20.9375,26.2915,5.354,9.167,2.375,14.917
2013-05-12,7.7835,8.4265,0.6435,14.125,2.083,18.792
2013-05-13,17.237,20.314500000000002,3.077,13.458,2.083,17.0
2013-05-14,21.146,25.1875,4.0415,22.792,3.083,29.542
2013-05-15,17.958,22.3125,4.354,14.708,1.783,20.25
2013-05-16,10.0,11.1665,1.1665,25.042,1.875,25.875
2013-05-17,13.375,14.770499999999998,1.396,15.958,2.125,18.208
2013-05-18,11.479,12.1665,0.6875,16.417,2.0,19.875
2013-05-19,7.2155000000000005,7.671,0.456,8.042,1.5,10.625
2013-05-20,18.4645,22.835,4.3705,9.458,2.083,13.167
2013-05-21,14.729,17.375,2.646,27.542,2.667,29.958
2013-05-22,24.021,27.333,3.3125,34.417,4.5,40.917
2013-05-23,16.3015,17.734499999999997,1.433,19.652,2.208,26.208
2013-05-24,20.2915,23.4375,3.146,21.583,3.0,23.458
2013-05-25,11.271,13.0625,1.7919999999999998,18.917,2.125,21.875
2013-05-26,7.324,8.2275,0.903,17.292,1.958,23.75
2013-05-27,12.926,16.3755,3.4505,12.917,1.708,21.625
2013-05-28,12.979,16.271,3.2915,7.917,1.25,9.792
2013-05-29,11.917,15.521,3.604,4.833,1.0,7.875
2013-05-30,14.5625,21.625,7.0625,10.708,2.417,16.25
2013-05-31,13.479,15.604500000000002,2.125,15.667,2.458,18.958
2013-06-01,18.9165,22.5415,3.625,17.583,3.625,23.708
2013-06-02,11.35,12.184000000000001,0.834,18.333,2.583,24.417
2013-06-03,15.7665,19.8445,4.078,14.0,1.708,20.083
2013-06-04,16.7085,19.625,2.9165,20.25,2.542,26.792
2013-06-05,14.6665,18.7915,4.125,16.0,1.792,20.5
2013-06-06,18.75,23.6875,4.9375,20.208,1.75,19.833
2013-06-07,21.9165,29.229,7.3125,21.208,3.417,29.542
2013-06-08,12.229,13.7085,1.4795,19.042,2.625,27.583
2013-06-09,13.174,14.845,1.671,19.375,2.917,25.167
2013-06-10,15.185,17.801000000000002,2.6159999999999997,12.75,1.208,17.875
2013-06-11,20.4375,24.0625,3.625,17.292,1.875,22.083
2013-06-12,27.896,36.4165,8.521,17.875,3.478,32.25
2013-06-13,23.4565,35.0155,11.558499999999999,14.409,2.292,25.0
2013-06-14,19.479,27.5415,8.0625,15.542,2.083,18.167
2013-06-15,14.875,20.7915,5.9165,15.417,2.208,22.5
2013-06-16,6.8525,8.310500000000001,1.4585,8.667,1.125,18.125
2013-06-17,14.432,17.6245,3.192,15.792,2.375,23.625
2013-06-18,16.3335,21.6455,5.3125,26.125,1.833,32.042
2013-06-19,15.5,26.5835,11.082999999999998,15.708,1.542,24.375
2013-06-20,23.0415,29.25,6.2085,7.75,1.958,14.667
2013-06-21,22.583,28.917,6.333,10.583,2.292,20.125
2013-06-22,7.7085,8.583,0.875,10.125,1.208,15.125
2013-06-23,10.1015,11.342500000000001,1.241,17.75,2.25,24.208
2013-06-24,18.566,25.066,6.5,17.083,2.333,26.667
2013-06-25,17.4585,24.4375,6.979,18.75,1.875,25.667
2013-06-26,15.042000000000002,17.167,2.125,11.0,1.609,16.25
2013-06-27,15.051,18.451,3.4000000000000004,9.522,1.833,17.625
2013-06-28,17.375,22.4165,5.042,11.833,1.542,18.292
2013-06-29,13.0,15.957999999999998,2.958,14.125,1.417,20.667
2013-06-30,6.6325,8.3675,1.7354999999999998,10.292,1.042,16.375
2013-07-01,10.19,13.9575,3.767,10.25,0.958,13.167
2013-07-02,14.292000000000002,21.5625,7.271,10.542,0.75,14.708
2013-07-03,12.792,20.0,7.208,8.75,0.542,14.5
2013-07-04,14.917,26.0,11.0835,9.167,1.125,19.0
2013-07-05,9.9375,21.8335,11.896,14.833,0.875,25.917
2013-07-06,6.625,13.020499999999998,6.396,14.083,0.75,23.208
2013-07-07,8.673,13.115,4.442,16.0,1.792,20.333
2013-07-08,13.704,16.529,2.8255,20.0,0.625,23.292
2013-07-09,14.229,17.792,3.5625,24.667,1.125,28.083
2013-07-10,16.6875,22.542,5.854,31.583,1.565,52.208
2013-07-11,16.8445,20.6875,3.843,35.727,1.833,78.125
2013-07-12,12.1665,13.854,1.6875,33.167,1.542,76.0
2013-07-13,12.208,15.104,2.896,27.667,1.667,96.708
2013-07-14,5.884,7.624499999999999,1.74,12.125,0.667,35.125
2013-07-15,6.3535,8.144,1.791,9.125,0.5,44.833
2013-07-16,12.0835,17.604,5.5205,12.458,1.542,27.958
2013-07-17,13.5,18.354,4.854,15.125,1.083,40.292
2013-07-18,10.875,17.6045,6.729,14.25,0.708,49.875
2013-07-19,11.7915,13.6455,1.854,8.875,0.875,12.333
2013-07-20,11.0835,13.4585,2.375,17.083,1.042,32.75
2013-07-21,9.0625,9.981,0.9185,22.125,2.083,56.0
2013-07-22,10.873000000000001,12.248000000000001,1.375,23.667,1.083,67.458
2013-07-23,6.229,7.396,1.167,10.875,0.0,20.917
2013-07-24,18.125,29.9375,11.8125,15.833,2.522,93.458
2013-07-25,11.7555,14.195,2.4395,20.273,2.0,152.25
2013-07-26,12.526499999999999,16.3765,3.8505,22.955,2.125,168.625
2013-07-27,9.375,10.9375,1.5625,32.167,3.292,122.583
2013-07-28,6.5355,7.136,0.6005,34.417,3.083,102.833
2013-07-29,15.392,21.307000000000002,5.915,24.583,3.417,184.667
2013-07-30,11.396,15.354,3.958,29.833,2.75,243.792
2013-07-31,9.5,10.146,0.646,32.458,2.375,116.458
2013-08-01,12.625,17.1875,4.5625,24.083,2.583,231.25
2013-08-02,7.5415,8.2705,0.729,17.292,1.542,65.167
2013-08-03,5.2705,6.0,0.729,7.375,1.125,12.083
2013-08-04,7.7615,8.6965,0.935,16.25,3.25,46.042
2013-08-05,9.975,14.5685,4.5945,14.625,1.625,67.5
2013-08-06,15.75,21.833,6.0835,12.583,2.708,165.833
2013-08-07,8.8545,9.9375,1.083,23.958,1.261,123.583
2013-08-08,19.4375,26.337,6.8995,32.333,2.375,164.75
2013-08-09,15.824,18.2765,2.453,40.542,2.583,84.045
2013-08-10,8.521,9.4375,0.917,44.292,2.208,78.875
2013-08-11,4.8695,5.127,0.2575,36.667,1.458,55.625
2013-08-12,7.5335,7.8375,0.3045,27.833,1.292,29.375
2013-08-13,8.021,8.396,0.375,28.958,2.167,32.208
2013-08-14,6.5,6.625,0.125,38.542,2.458,55.208
2013-08-15,5.0,5.3335,0.3335,33.958,1.875,56.75
2013-08-16,6.479,7.4585,0.979,30.083,1.542,48.167
2013-08-17,4.646,5.229,0.583,17.583,1.333,27.833
2013-08-18,4.01,4.741,0.731,14.583,0.958,20.0
2013-08-19,7.18,10.972999999999999,3.7925,11.125,0.708,22.667
2013-08-20,9.479,14.979,5.5,9.458,0.875,18.25
2013-08-21,11.75,17.9585,6.208,10.833,1.304,21.542
2013-08-22,15.896,18.25,2.3545,19.375,1.667,30.917
2013-08-23,17.75,23.5625,5.8125,19.875,2.375,31.792
2013-08-24,9.1875,11.9585,2.771,7.667,0.958,10.75
2013-08-25,6.6875,7.35,0.6625000000000001,9.625,1.792,16.125
2013-08-26,14.105,18.551000000000002,4.4455,14.583,2.583,18.375
2013-08-27,10.479,12.0,1.521,10.458,1.833,18.833
2013-08-28,11.542,12.521,0.979,11.667,1.458,13.125
2013-08-29,13.992,16.4925,2.5005,17.864,2.208,25.917
2013-08-30,19.1455,26.8125,7.6665,24.5,2.708,38.083
2013-08-31,7.75,13.375,5.625,14.917,1.167,27.083
2013-09-01,7.904,8.758,0.854,9.708,2.542,14.25
2013-09-02,13.7615,29.1115,15.350000000000001,8.958,1.833,17.708
2013-09-03,8.0625,19.9585,11.896,5.583,0.875,11.083
2013-09-04,12.0625,16.8545,4.7915,5.875,1.87,13.667
2013-09-05,12.4585,14.8125,2.354,5.478,2.25,9.458
2013-09-06,15.271,17.083,1.8125,8.583,2.458,10.5
2013-09-07,12.875,14.25,1.375,18.417,3.25,26.333
2013-09-08,7.558,9.315999999999999,1.758,7.625,2.417,12.458
2013-09-09,11.2805,12.8915,1.6105,7.958,2.25,10.0
2013-09-10,15.25,18.771,3.521,14.042,3.042,17.917
2013-09-11,17.354,21.0205,3.6665,15.0,2.667,21.375
2013-09-12,19.2275,21.078000000000003,1.8505,28.826,3.333,38.208
2013-09-13,20.0,24.25,4.25,37.417,4.208,59.75
2013-09-14,9.4375,10.4795,1.0415,16.667,2.25,29.167
2013-09-15,3.7960000000000003,4.741,0.9450000000000001,9.167,1.542,15.875
2013-09-16,4.204000000000001,5.0335,0.8294999999999999,5.0,1.792,8.708
2013-09-17,13.9585,15.729,1.7705,10.0,2.792,10.667
2013-09-18,21.208,23.979,2.771,18.708,3.348,20.083
2013-09-19,20.2705,21.4375,1.1665,22.5,2.333,24.833
2013-09-20,16.146,18.1665,2.0205,18.583,1.917,22.583
2013-09-21,13.957999999999998,15.527999999999999,1.5695000000000001,17.417,2.375,18.444
2013-09-22,8.8225,9.247499999999999,0.4245,20.708,1.708,25.75
2013-09-23,16.989,18.586000000000002,1.597,22.625,2.333,27.167
2013-09-24,21.0835,23.5835,2.5,21.25,2.167,25.125
2013-09-25,14.8125,17.542,2.7295,17.792,1.333,19.25
2013-09-26,6.6665,7.2935,0.6265,5.609,0.042,6.875
2013-09-27,18.646,22.4795,3.8335,8.458,0.958,8.542
2013-09-28,12.292,13.8335,1.5415,8.875,1.125,10.083
2013-09-29,9.835,10.699,0.864,8.625,1.042,10.0
2013-09-30,24.8915,32.827,7.9355,12.0,1.875,15.75
2013-10-01,29.8955,35.75,5.854,19.958,2.375,22.792
2013-10-02,14.979,20.6045,5.625,16.792,1.435,17.958
2013-10-03,12.396,16.208,3.8125,14.875,1.375,13.875
2013-10-04,24.75,28.5415,3.7915,18.958,2.625,19.667
2013-10-05,27.6875,33.646,5.9585,28.917,4.125,38.125
2013-10-06,16.3785,19.0725,2.6935000000000002,19.583,2.75,24.875
2013-10-07,20.2365,36.9975,16.761,9.917,2.042,9.125
2013-10-08,16.6665,27.2085,10.542000000000002,9.917,1.458,13.375
2013-10-09,16.646,23.9375,7.2915,7.875,1.375,14.208
2013-10-10,20.32,26.358,6.038,10.286,2.792,11.667
2013-10-11,14.8335,21.8955,7.0625,8.348,1.208,14.0
2013-10-12,11.5415,16.1875,4.6455,15.625,1.542,15.75
2013-10-13,4.79,4.8525,0.0625,7.652,1.042,5.792
2013-10-14,13.6815,14.8705,1.1895,12.125,2.042,12.875
2013-10-15,16.8335,21.3125,4.479,15.5,2.083,16.833
2013-10-16,5.7295,6.354,0.625,4.042,0.087,3.375
2013-10-17,12.3545,14.021,1.6665,7.25,0.75,5.375
2013-10-18,28.396,41.6455,13.25,15.625,2.583,13.833
2013-10-19,21.4375,26.4165,4.979,17.458,2.583,17.458
2013-10-20,13.777000000000001,14.9395,1.1625,7.458,1.917,10.25
2013-10-21,20.633,29.777,9.144,10.417,2.125,10.417
2013-10-22,29.3125,54.6875,25.375,13.739,2.958,15.0
2013-10-23,30.146,50.375,20.229,13.5,2.625,20.792
2013-10-24,19.155,27.1705,8.0155,7.095,1.833,12.625
2013-10-25,14.645499999999998,19.8125,5.167,3.957,0.667,5.917
2013-10-26,7.125,7.333,0.2085,8.625,1.417,4.917
2013-10-27,6.511,6.7445,0.23349999999999999,12.083,1.167,12.042
2013-10-28,20.3745,29.115,8.741,18.333,2.375,18.083
2013-10-29,16.9795,21.104,4.125,18.833,2.292,19.125
2013-10-30,14.8125,22.875,8.0625,24.304,2.739,24.75
2013-10-31,14.4855,15.6205,1.135,27.696,3.25,24.125
2013-11-01,19.875,22.875,3.0,26.833,3.667,27.583
2013-11-02,23.979,32.3955,8.4165,39.542,5.542,35.375
2013-11-03,13.1095,15.491,2.3810000000000002,37.0,4.333,40.458
2013-11-04,8.9465,9.7545,0.808,20.167,3.5,17.542
2013-11-05,19.458,26.7915,7.3335,23.667,4.458,24.917
2013-11-06,25.839,38.5155,12.6765,27.583,4.625,21.333
2013-11-07,23.208,27.417,4.208,26.083,4.125,27.875
2013-11-08,21.2915,26.604,5.3125,21.0,3.542,15.833
2013-11-09,19.25,24.0205,4.7705,16.875,3.292,15.125
2013-11-10,17.9165,25.261499999999998,7.345,17.958,4.333,17.917
2013-11-11,12.2425,14.0055,1.763,5.875,2.083,3.542
2013-11-12,19.875,27.75,7.875,6.917,3.375,3.875
2013-11-13,16.125,21.021,4.8955,6.375,1.913,4.75
2013-11-14,26.8995,42.766999999999996,15.8675,14.091,3.292,9.583
2013-11-15,25.0625,49.4795,24.4165,17.417,4.0,9.25
2013-11-16,24.6875,37.5,12.8125,16.833,4.458,15.042
2013-11-17,21.288,27.6625,6.374499999999999,33.458,4.458,25.292
2013-11-18,23.764499999999998,47.6485,23.884,17.458,3.792,13.208
2013-11-19,24.6665,43.0835,18.417,7.375,3.5,7.25
2013-11-20,24.4375,42.3335,17.896,13.25,3.25,9.625
2013-11-21,20.229,34.25,14.021,12.667,2.667,9.292
2013-11-22,21.1525,41.215,20.0625,12.208,3.556,6.611
2013-11-23,18.458,22.5,4.042,9.5,,
2013-11-24,19.25,24.25,5.0,20.25,,
2013-11-25,23.3915,31.938000000000002,8.5465,12.333,3.077,13.692
2013-11-26,15.979,20.4585,4.4795,9.417,1.167,7.458
2013-11-27,24.6665,36.6455,11.979,12.083,2.913,8.833
2013-11-28,19.312,26.109499999999997,6.798,10.545,2.083,6.833
2013-11-29,20.8335,38.729,17.896,8.833,3.25,4.333
2013-11-30,17.1455,20.146,3.0,8.833,1.75,3.0
2013-12-01,17.462,27.223,9.761,16.208,3.167,10.917
2013-12-02,24.25,38.424,14.174,18.208,3.167,12.667
2013-12-03,30.4165,54.1875,23.771,20.917,4.667,14.375
2013-12-04,20.396,33.667,13.271,16.5,2.583,12.0
2013-12-05,27.667,39.521,11.854,21.625,3.125,15.458
2013-12-06,24.604,43.0625,18.4585,27.042,4.458,21.875
2013-12-07,15.3335,21.271,5.9375,8.292,2.458,8.042
2013-12-08,8.394,8.9485,0.5545,5.333,0.958,4.542
2013-12-09,31.1285,51.921,20.7925,20.5,3.833,11.542
2013-12-10,18.0,29.625,11.625,10.875,2.0,8.75
2013-12-11,25.5415,39.9165,14.375,12.292,3.261,6.375
2013-12-12,19.392,25.4375,6.0455000000000005,7.727,3.167,6.708
2013-12-13,20.625,40.479,19.854,11.042,3.583,5.542
2013-12-14,12.479,16.1045,3.625,7.875,2.5,3.417
2013-12-15,7.9465,9.152000000000001,1.206,5.875,2.167,4.208
2013-12-16,11.4375,13.135000000000002,1.6975000000000002,7.333,1.792,3.208
2013-12-17,18.375,23.9375,5.5625,8.292,2.25,2.792
2013-12-18,23.417,31.3335,7.9165,9.875,2.792,4.708
2013-12-19,30.3125,50.1045,19.7915,11.875,3.583,3.667
2013-12-20,18.5625,23.6665,5.1045,9.042,2.792,7.0
2013-12-21,15.354,18.1665,2.8125,3.083,2.0,1.958
2013-12-22,7.2545,7.7445,0.49,5.042,1.5,2.292
2013-12-23,12.937999999999999,14.271,1.3325,7.542,1.792,2.958
2013-12-24,17.5625,24.646,7.0835,7.792,2.333,3.25
2013-12-25,22.167,32.5415,10.375,13.167,2.217,6.792
2013-12-26,33.375,72.5755,39.200500000000005,26.773,3.958,13.958
2013-12-27,14.575500000000002,16.5755,2.0,8.5,1.583,7.375
2013-12-28,10.0835,11.0835,1.0,4.333,0.625,4.375
2013-12-29,17.845,23.511499999999998,5.6665,8.458,1.542,3.375
2013-12-30,23.331000000000003,35.9375,12.6065,17.75,3.333,5.958
2013-12-31,18.4375,24.0,5.5625,24.042,2.875,14.583
2014-01-01,3.875,4.083,0.20850000000000002,4.458,3.375,5.583
2014-01-02,6.4375,7.625,1.1875,3.917,3.625,5.375
2014-01-03,6.854,7.3335,0.47950000000000004,4.25,2.5,5.25
2014-01-04,15.657,20.201999999999998,4.5455000000000005,11.417,3.542,13.042
2014-01-05,20.52,28.0415,7.5215,19.375,3.25,25.167
2014-01-06,25.021,47.979,22.9585,20.25,3.917,29.083
2014-01-07,9.771,11.979,2.208,7.708,2.174,5.458
2014-01-08,13.288,15.413,2.125,11.583,3.136,12.174
2014-01-09,15.585,20.1665,4.5815,8.087,1.875,7.208
2014-01-10,10.271,12.125,1.854,5.5,1.583,6.667
2014-01-11,8.3715,9.702,1.331,9.708,2.125,12.25
2014-01-12,6.8865,7.6855,0.799,5.75,1.667,6.042
2014-01-13,11.375,13.0,1.625,7.167,1.208,7.292
2014-01-14,31.25,58.229,26.979,23.667,3.042,26.833
2014-01-15,23.6665,42.7295,19.0625,13.542,2.0,20.5
2014-01-16,18.583,24.9375,6.354,15.0,1.958,17.75
2014-01-17,12.7915,18.2085,5.4165,10.708,2.417,15.375
2014-01-18,11.202,11.859,0.6575,8.111,2.167,6.542
2014-01-19,17.365,29.0235,11.6585,9.042,3.333,13.0
2014-01-20,14.0,18.9165,4.917,15.792,3.458,19.375
2014-01-21,31.616,48.926,17.310000000000002,26.478,4.913,34.167
2014-01-22,32.208,52.75,20.5415,19.208,3.667,29.042
2014-01-23,11.479,12.8335,1.3544999999999998,5.042,1.417,5.792
2014-01-24,15.292000000000002,20.375,5.0835,10.25,2.458,10.583
2014-01-25,19.404,24.685000000000002,5.2805,19.25,2.917,26.333
2014-01-26,27.2275,45.991,18.7635,25.0,3.792,31.125
2014-01-27,17.9375,24.6665,6.729,7.875,1.958,12.958
2014-01-28,7.7085,8.7295,1.021,5.25,2.583,4.667
2014-01-29,18.396,23.875,5.4795,7.708,2.833,8.625
2014-01-30,22.8125,30.1665,7.3545,11.833,2.333,12.292
2014-01-31,7.1875,8.2915,1.104,6.167,2.542,8.042
2014-02-01,5.066,5.4015,0.33499999999999996,6.417,2.542,6.625
2014-02-02,8.4925,9.8895,1.3965,7.458,2.292,5.667
2014-02-03,10.0835,11.457999999999998,1.375,8.125,1.875,5.25
2014-02-04,17.8335,22.8545,5.021,9.636,1.696,14.083
2014-02-05,23.771,37.4795,13.7085,13.875,2.042,15.25
2014-02-06,10.5625,12.0,1.4375,4.125,1.0,4.667
2014-02-07,23.2705,29.4795,6.208,14.375,2.542,16.042
2014-02-08,14.298000000000002,18.211,3.913,12.417,2.458,18.875
2014-02-09,11.1485,14.1935,3.0445,2.636,3.042,2.042
2014-02-10,18.2915,23.6875,5.396,12.125,2.958,14.0
2014-02-11,21.604,28.125,6.521,27.0,3.458,30.125
2014-02-12,29.7915,54.604,24.8125,34.958,4.542,48.083
2014-02-13,10.4165,11.729,1.3125,6.75,2.375,7.792
2014-02-14,9.646,10.917,1.271,9.792,2.333,7.667
2014-02-15,8.31,8.5625,0.2525,20.292,1.375,26.542
2014-02-16,21.5795,28.709,7.1295,8.417,1.542,9.708
2014-02-17,29.4585,40.2295,10.771,14.0,2.042,20.958
2014-02-18,17.3335,25.854,8.521,9.833,3.087,17.5
2014-02-19,9.9165,11.6875,1.771,2.417,2.042,3.25
2014-02-20,9.704,11.1415,1.4375,5.625,1.478,7.05
2014-02-21,21.9585,30.854,8.896,11.833,3.167,14.167
2014-02-22,17.875,23.646,5.771,11.333,1.667,21.417
2014-02-23,19.7485,25.288,5.54,18.818,1.292,25.583
2014-02-24,17.042,21.479,4.4375,29.208,2.417,42.458
2014-02-25,19.7915,24.7295,4.9375,23.5,1.083,39.917
2014-02-26,29.75,53.9375,24.1875,20.083,2.917,35.0
2014-02-27,9.3125,10.833,1.521,10.417,2.333,13.167
2014-02-28,13.8935,16.1675,2.2744999999999997,17.5,3.083,18.5
2014-03-01,13.875,15.6875,1.8125,9.583,2.083,15.708
2014-03-02,8.7545,10.04,1.2854999999999999,13.708,2.333,16.958
2014-03-03,27.6045,43.8125,16.2085,19.458,3.75,19.792
2014-03-04,12.396,15.0625,2.6665,7.917,0.348,14.375
2014-03-05,8.3335,9.604,1.2705,11.5,0.958,10.917
2014-03-06,23.9375,30.7915,6.8545,17.25,1.583,21.167
2014-03-07,27.489,40.010000000000005,12.521,26.583,1.708,32.792
2014-03-08,11.8125,13.771,1.9585,7.458,1.125,11.542
2014-03-09,19.938,30.423000000000002,10.4845,9.261,0.75,13.792
2014-03-10,8.6875,10.5625,1.875,4.792,1.333,5.292
2014-03-11,18.264499999999998,27.9345,9.670000000000002,9.0,2.417,11.917
2014-03-12,25.0085,52.033500000000004,27.025,13.917,2.25,18.8
2014-03-13,22.1875,29.479,7.2915,14.0,1.833,28.125
2014-03-14,9.8445,11.1465,1.3025,17.458,2.364,21.167
2014-03-15,21.4375,25.3215,3.884,25.818,3.917,24.875
2014-03-16,37.653,54.074,16.421,27.875,4.5,43.667
