date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,CO_mean,PM25_mean,CH4_mean,NMHC_mean,THC_mean
2011-02-01,88.6,59.4,33.8,26.198545454545457,56.73963636363636,30.541090909090908,0.2,2.7796250000000002,72.0,34.1666,-9.4,4.757000000000001,15.625,192.278,14.4924,206.77040000000002
2011-02-02,77.2,59.9834,38.8,12.230545454545455,18.041545454545453,5.811181818181819,0.2,1.052125,25.0,-3.625200000000001,-22.4,2.969,6.542,188.3372,7.4084,195.74560000000002
2011-02-03,87.2,63.7334,42.8,24.778636363636362,45.65563636363636,20.87709090909091,0.0,1.552,40.8,2.9752,-49.0,4.958166666666667,11.875,192.5822,14.3082,206.89000000000001
2011-02-04,82.6,57.8582,36.8,19.170636363636365,32.29545454545455,13.12509090909091,0.0,3.515625,71.4,37.2666,5.6,5.1875,19.25,189.7484,11.1398,200.8882
2011-02-05,77.4,59.308400000000006,41.0,21.293636363636363,29.184818181818184,7.891,0.0,4.89675,79.8,48.7586,2.6,5.541666666666667,33.75,193.2802,15.075399999999998,208.3556
2011-02-06,100.0,91.675,72.2,30.217,46.61845454545455,16.401363636363637,9.6,2.7135,93.6,69.6,42.6,6.027833333333334,26.375,193.7174,20.3812,214.09859999999998
2011-02-07,100.0,87.575,63.6,29.530272727272724,52.447,22.916636363636364,22.4,1.87825,100.0,79.6748,48.4,5.708333333333333,15.174,191.9916,17.0396,209.0314
2011-02-08,74.8,55.0668,33.6,13.871181818181817,21.193181818181817,7.321909090909091,0.0,1.27075,52.6,24.4252,-13.2,3.0973333333333333,9.458,186.4728,8.290000000000001,194.7626
2011-02-09,77.2,57.808400000000006,40.0,19.13690909090909,29.800454545454546,10.663363636363636,0.0,1.848875,50.0,13.9084,-22.6,4.003833333333334,11.958,187.9406,9.337,197.2774
2011-02-10,75.8,61.225199999999994,45.6,24.98481818181818,40.776545454545456,15.791727272727274,0.0,1.916625,61.8,27.725,-8.8,4.173666666666667,12.625,189.4796,12.091,201.5706
2011-02-11,83.2,65.7586,47.6,15.920454545454545,23.132545454545454,7.212090909090909,0.0,1.4845,63.0,33.8084,1.0,3.7916666666666665,10.0,188.0268,9.8414,197.8682
2011-02-12,85.6,67.93260000000001,46.4,13.017090909090909,17.22118181818182,4.204,0.0,1.420375,67.4,29.7506,2.2,3.701333333333333,10.917,188.8518,8.9696,197.82139999999998
2011-02-13,100.0,86.0668,61.0,29.185636363636366,43.06072727272727,13.875,12.2,1.10425,50.2,36.4334,11.6,4.625,15.833,190.2636,14.708400000000001,204.9722
2011-02-14,100.0,99.7418,97.8,37.51881818181818,76.875,39.356,11.2,1.156375,67.6,54.4498,39.0,6.521,18.125,195.2726,25.425,220.69760000000002
2011-02-15,100.0,89.5668,74.2,26.541545454545453,59.44309090909091,32.901545454545456,0.2,1.390625,70.2,41.2168,13.4,5.437333333333334,15.458,192.8408,17.4162,210.25680000000003
2011-02-16,80.2,65.1418,47.8,23.079636363636364,38.57790909090909,15.498272727272727,0.0,1.817625,68.2,33.0,6.2,3.9591666666666665,10.667,187.7532,13.409,201.1622
2011-02-17,76.6,57.399800000000006,37.6,16.216,24.769000000000002,8.552999999999999,0.0,1.677125,68.0,32.5832,4.2,3.375,10.417,186.3638,8.7372,195.101
2011-02-18,86.8,71.04159999999999,51.8,11.787818181818182,17.306727272727272,5.518999999999999,0.6,1.00525,36.4,7.558199999999999,-16.8,3.1248333333333336,4.833,188.6542,8.9718,197.62619999999998
2011-02-19,92.0,74.20840000000001,47.4,18.458363636363636,26.95263636363637,8.49390909090909,0.0,1.592375,65.6,12.0,-35.8,4.201333333333333,11.042,191.7338,12.0878,203.8216
2011-02-20,91.6,68.12519999999999,40.0,31.253818181818186,57.86736363636363,26.613636363636363,0.0,1.8903750000000001,80.4,27.299799999999998,-19.0,5.270833333333333,12.875,193.0568,16.69,209.7466
2011-02-21,82.6,70.975,58.6,45.67645454545454,98.21754545454546,52.541000000000004,0.0,4.6095,75.6,43.05,-1.4,7.813,28.958,197.9018,36.269999999999996,234.1718
2011-02-22,100.0,77.45,48.8,26.685545454545455,36.01890909090909,9.333181818181817,8.4,2.104125,109.0,77.1416,36.6,4.499666666666667,20.125,190.125,14.372,204.4972
2011-02-23,100.0,91.875,61.6,24.427999999999997,41.99245454545455,17.564545454545456,14.8,1.8125,123.2,101.6416,78.2,4.982166666666667,13.25,189.52640000000002,16.7414,206.2674
2011-02-24,78.0,61.7,42.0,14.46709090909091,20.47509090909091,6.0079090909090915,0.2,1.8282500000000002,118.2,80.16659999999999,50.2,3.8053333333333335,22.917,188.3384,7.9168,196.2554
2011-02-25,99.4,87.4416,74.2,25.068454545454543,36.80381818181818,11.735363636363637,2.6,1.395875,80.8,64.13340000000001,51.8,4.937666666666666,21.208,190.45999999999998,13.4314,203.8914
2011-02-26,92.2,71.50019999999999,52.0,8.964363636363636,11.691545454545455,2.7270909090909092,1.4,1.0,56.8,37.3582,3.2,2.993,8.083,189.11100000000002,7.414,196.5256
2011-02-27,89.6,70.8832,47.0,15.363545454545454,23.389999999999997,8.026545454545454,0.0,1.0,53.0,17.975,-7.2,3.361,8.958,190.35,8.741800000000001,199.092
2011-02-28,89.2,63.575,36.8,21.704545454545453,32.71590909090909,11.011363636363637,0.0,1.04175,78.4,34.1916,-19.4,3.7128333333333337,9.417,191.315,11.633199999999999,202.94819999999999
2011-03-01,97.0,83.9416,65.4,41.34109090909091,75.144,33.80281818181818,0.0,2.6105,135.0,84.9332,30.6,5.835999999999999,19.083,193.8472,25.68,219.5272
2011-03-02,100.0,91.8084,75.2,30.82509090909091,59.57881818181818,28.75372727272727,5.2,1.94775,110.2,97.25,77.6,5.090333333333334,14.625,192.4346,25.142400000000002,217.57739999999998
2011-03-03,83.4,65.875,47.2,12.26890909090909,16.719727272727273,4.450818181818182,0.0,1.109375,110.2,81.4334,50.8,3.4026666666666667,14.917,189.25979999999998,8.1878,197.4474
2011-03-04,100.0,85.2166,55.0,11.474272727272727,14.142363636363637,2.6679090909090912,9.0,1.0,93.2,71.0498,37.6,3.5765,12.25,189.5972,8.9836,198.5806
2011-03-05,100.0,99.7,97.6,25.094636363636365,42.14781818181818,17.05309090909091,35.6,1.437625,125.8,105.74159999999999,92.8,4.687666666666666,7.708,190.2228,16.437,206.6598
2011-03-06,100.0,91.24159999999999,73.6,34.83372727272727,76.30236363636364,41.46872727272727,12.4,3.701125,161.6,125.8166,105.6,7.399166666666666,16.609,194.7628,24.673000000000002,219.4354
2011-03-07,92.2,71.5082,53.0,18.746181818181817,26.405272727272724,7.659,0.0,2.18725,120.8,100.4668,69.2,5.555499999999999,25.25,191.0144,10.801,201.8158
2011-03-08,83.8,66.6,51.2,19.54690909090909,30.264454545454544,10.717636363636364,0.0,2.28125,133.0,91.0666,55.8,5.4995,23.375,190.0196,10.5942,200.6136
2011-03-09,100.0,91.3166,64.6,22.424363636363637,31.712090909090907,9.287818181818182,15.6,1.28125,82.6,66.04159999999999,55.0,4.986166666666667,17.208,188.9586,10.1556,199.1138
2011-03-10,93.0,72.425,55.0,12.208454545454545,16.655363636363635,4.447090909090909,0.2,1.078,96.2,72.2582,47.8,3.5209999999999995,10.75,188.349,6.34525,194.695
2011-03-11,84.2,64.92519999999999,43.0,12.027727272727274,15.715545454545456,3.687818181818182,0.2,1.875125,88.8,46.45,9.6,3.5209999999999995,12.583,189.624,8.0345,197.65875
2011-03-12,84.2,70.0998,50.0,13.181818181818182,18.935636363636362,5.753727272727272,0.4,1.046875,59.4,26.9916,3.6,3.243,10.042,190.0964,9.164,199.26100000000002
2011-03-13,82.6,67.79159999999999,51.6,17.00390909090909,25.13627272727273,8.132545454545454,0.0,1.302125,63.8,32.7834,7.4,3.33,9.5,189.7066,9.0084,198.715
2011-03-14,89.8,61.63340000000001,32.0,32.394,52.38254545454545,19.988818181818182,0.0,2.474,96.6,48.199799999999996,-6.0,4.729166666666667,13.208,192.42419999999998,15.341800000000001,207.76579999999998
2011-03-15,84.8,62.597,31.0,27.61009090909091,48.80309090909091,21.193272727272728,0.0,2.0936250000000003,96.0,53.5692,16.2,4.483666666666667,16.333,191.9826,13.603799999999998,205.5864
2011-03-16,81.2,54.15,23.4,35.96227272727273,51.85227272727273,15.890090909090908,0.0,1.83325,121.2,67.75,4.4,4.708333333333333,12.0,192.4878,17.2036,209.6914
2011-03-17,100.0,97.07480000000001,75.8,36.48872727272727,58.36745454545455,21.87872727272727,13.0,1.401,156.0,115.5666,82.0,6.222333333333334,15.5,195.27939999999998,28.043600000000005,223.3228
2011-03-18,100.0,98.20840000000001,87.8,31.379363636363635,63.24518181818182,31.865727272727273,3.8,2.576,126.6,109.60819999999998,81.6,8.5,25.958,203.4008,35.4024,238.80299999999997
2011-03-19,98.6,70.1668,49.0,12.950818181818182,18.969636363636365,6.019,0.6,1.0,86.0,60.90840000000001,24.0,2.8541666666666665,3.75,189.1812,8.8074,197.9888
2011-03-20,87.6,65.2832,44.2,20.44690909090909,27.855999999999998,7.4091818181818185,0.0,1.88025,107.6,57.925,5.4,3.7221666666666664,11.0,190.388,11.6414,202.0292
2011-03-21,86.6,59.25,30.2,20.261363636363637,29.49245454545455,9.231,0.0,1.4764285714285716,111.4,65.6832,25.0,3.5519999999999996,10.75,189.9166,10.3856,200.3022
2011-03-22,85.6,65.2334,43.8,40.50009090909091,67.33318181818181,26.83336363636364,0.0,4.882875,133.4,86.99159999999999,21.0,5.2523333333333335,21.333,193.0292,19.375799999999998,212.40479999999997
2011-03-23,100.0,95.0,64.0,26.74627272727273,33.973454545454544,7.2272727272727275,30.6,1.14075,118.6,95.20840000000001,71.8,3.8541666666666665,9.917,188.4638,14.7818,203.2458
2011-03-24,100.0,80.8466,57.6,18.96881818181818,24.132636363636365,5.163636363636363,6.0,2.08725,120.8,95.9416,61.6,5.085833333333333,13.875,188.84380000000002,11.594,200.4376
2011-03-25,83.4,60.61659999999999,36.0,9.565181818181818,12.027727272727274,2.4622727272727274,0.4,1.347625,99.6,64.2334,37.8,3.4235,11.625,190.20319999999998,8.270199999999999,198.4732
2011-03-26,93.6,77.625,50.6,21.693272727272728,30.355909090909087,8.662818181818182,1.0,1.18225,75.4,45.8916,16.4,4.0,11.208,192.5796,13.996799999999999,206.57600000000002
2011-03-27,90.6,66.79159999999999,44.4,34.14009090909091,53.81054545454545,19.670545454545454,0.0,3.088625,125.2,73.57480000000001,15.2,4.7655,17.417,194.3084,15.9882,210.2962
2011-03-28,91.2,67.0668,34.0,31.113636363636363,49.65536363636364,18.54172727272727,0.2,3.1145,149.4,96.4582,47.2,4.875,24.25,193.1986,16.4358,209.6344
2011-03-29,94.2,55.2,15.6,28.05309090909091,41.086999999999996,13.034090909090908,0.0,2.8355,160.0,100.4832,32.6,4.262333333333333,16.042,191.7662,13.55,205.31599999999997
2011-03-30,86.2,64.5584,51.8,28.50390909090909,45.91436363636364,17.410545454545456,1.2,3.286625,175.0,138.98340000000002,87.4,4.236166666666667,13.625,190.376,16.4202,206.7964
2011-03-31,100.0,87.83340000000001,63.2,16.19690909090909,21.113636363636363,4.916636363636363,27.4,1.396,158.0,102.5916,33.0,3.2848333333333333,6.5,185.8064,9.5514,195.358
2011-04-01,75.6,52.2,21.4,35.34009090909091,51.02181818181818,15.681636363636363,0.0,3.21875,180.2,118.75840000000001,38.8,4.874666666666667,,188.3136,15.612,203.9258
2011-04-02,87.8,64.775,41.6,28.193272727272724,40.69690909090909,12.503636363636362,1.0,3.61975,179.0,112.3416,60.8,4.465166666666667,,188.26500000000001,15.7626,204.0274
2011-04-03,63.8,49.1916,36.4,7.4786363636363635,9.466818181818182,1.9881818181818183,0.0,1.027125,99.6,66.5668,46.8,2.4236666666666666,,186.9448,6.9719999999999995,193.917
2011-04-04,65.8,45.075,22.4,13.848363636363636,20.022636363636362,6.174181818181818,0.0,1.041625,128.4,77.1834,31.2,2.7225,,187.643,8.6274,196.2706
2011-04-05,56.4,41.225,28.2,23.49245454545455,34.04545454545455,10.55309090909091,0.0,2.041625,162.0,97.0082,38.4,3.35,,188.2478,11.281,199.529
2011-04-06,77.8,52.4582,23.4,31.666545454545453,47.31063636363637,15.64390909090909,0.0,2.66675,181.4,117.75819999999999,39.4,4.083166666666667,,188.1834,14.555000000000001,202.7384
2011-04-07,76.8,63.6418,49.2,30.090818181818182,44.49618181818182,14.405272727272727,0.0,3.1328750000000003,188.2,151.125,102.8,4.070833333333334,,188.73579999999998,18.2502,206.9862
2011-04-08,97.8,85.6086,67.0,26.794272727272723,34.98163636363636,8.187272727272727,26.2,1.864625,165.6,149.85,140.6,3.6458333333333335,,185.5556,14.762200000000002,200.3176
2011-04-09,100.0,81.1918,56.8,16.58327272727273,22.015090909090908,5.431727272727272,14.4,1.192625,182.2,146.4584,122.6,3.7153333333333336,,186.27939999999998,15.146799999999999,201.426
2011-04-10,88.4,56.3082,32.2,23.80845454545454,28.25809090909091,4.449636363636364,0.0,3.287875,179.4,134.85840000000002,75.8,4.944500000000001,,189.81900000000002,15.4316,205.2502
2011-04-11,82.0,60.8082,31.6,27.549545454545456,39.81736363636364,12.267909090909091,2.4,3.561875,176.2,108.10819999999998,67.0,4.7444999999999995,,189.4358,14.6274,204.06300000000002
2011-04-12,81.0,55.9336,36.6,25.317999999999998,35.19881818181818,9.880636363636363,0.0,2.363875,142.0,98.0334,51.6,3.8488333333333333,,188.5426,12.7752,201.3176
2011-04-13,80.0,53.05,22.2,36.99218181818182,56.38045454545454,19.38809090909091,0.0,3.9175,186.6,125.5,57.2,4.9485,,190.3714,19.046,209.4174
2011-04-14,85.2,57.0166,22.6,36.68127272727273,53.95072727272727,17.269545454545455,0.0,6.182375,214.8,149.0666,79.8,4.750666666666667,,187.8956,17.0788,204.97420000000002
2011-04-15,91.0,76.9332,60.0,32.40563636363636,44.26790909090909,11.862181818181817,1.2,5.293625,185.8,159.7748,139.8,4.776,,185.7652,18.679399999999998,204.445
2011-04-16,97.6,71.16659999999999,48.0,18.928,28.530090909090912,9.602181818181817,0.2,2.072875,172.6,133.4916,70.2,3.9723333333333333,,187.2418,15.0478,202.2896
2011-04-17,74.6,52.541599999999995,29.6,14.613454545454545,17.806272727272727,3.192818181818182,0.0,1.892375,178.2,116.38319999999999,47.0,3.0625,,185.5635,11.01625,196.57975
2011-04-18,98.4,79.55,54.0,23.128636363636364,32.51890909090909,9.390090909090908,10.0,1.9895,195.4,136.4418,94.6,3.639,,184.0595,14.91975,198.97925
2011-04-19,98.4,79.4836,48.6,19.287909090909093,27.390090909090908,8.102181818181817,5.8,1.461125,132.4,100.2168,78.8,3.5381666666666667,,185.8674,10.721,196.58859999999999
2011-04-20,87.4,73.4048,54.0,14.583090909090908,20.280363636363635,5.696818181818181,0.8,1.00525,125.8,93.711,65.8,2.8751666666666664,,186.6266,9.2248,195.851
2011-04-21,87.6,62.248400000000004,32.0,31.267545454545452,48.53490909090909,17.26772727272727,0.0,3.032875,186.8,125.24000000000001,60.4,4.094,,188.0704,15.525200000000002,203.59539999999998
2011-04-22,99.0,86.1668,61.0,45.288818181818186,67.91918181818181,22.630454545454544,9.6,1.4635,154.0,132.3748,107.2,6.0625,,192.7586,35.8286,228.5872
2011-04-23,99.8,94.0836,82.6,26.29554545454545,38.12118181818182,11.825636363636363,35.6,1.046875,149.6,126.375,84.2,4.728833333333333,,188.811,21.3256,210.1366
2011-04-24,97.8,73.05019999999999,41.6,19.443181818181817,25.926545454545455,6.483636363636363,0.4,1.917875,165.4,113.04180000000001,57.4,4.639,,188.1975,15.9595,204.157
2011-04-25,91.0,68.99159999999999,44.6,28.96572727272727,44.25,15.284090909090908,1.4,2.260375,164.0,122.31680000000001,75.0,4.805666666666666,,188.02949999999998,18.376,206.40525
2011-04-26,88.6,71.9918,50.8,25.723727272727274,37.65909090909091,11.935545454545455,0.2,2.911,204.8,158.8334,96.2,4.1815,,186.1796,17.4696,203.6494
2011-04-27,98.8,87.975,73.6,20.439272727272726,27.359909090909092,6.920454545454546,10.4,2.947875,212.8,179.5748,124.0,3.6873333333333336,,181.9214,14.488,196.4092
2011-04-28,98.8,84.99159999999999,59.0,20.280272727272727,27.969636363636365,7.689363636363637,1.8,2.4217500000000003,166.6,125.7334,89.8,3.9026666666666667,,184.43019999999999,13.771600000000001,198.2022
2011-04-29,96.6,70.05,47.4,21.304363636363636,28.534181818181818,7.23,0.4,2.9686250000000003,171.8,128.4916,67.4,4.263833333333333,,186.8756,15.4304,202.3064
2011-04-30,90.0,65.1836,38.6,22.136272727272726,28.882727272727276,6.746272727272728,0.4,2.859375,215.2,170.51659999999998,103.8,4.4515,,187.38479999999998,20.8804,208.2652
2011-05-01,98.0,89.66659999999999,73.4,20.43163636363636,25.28172727272727,4.8501818181818175,10.4,1.772,188.2,167.5,143.4,4.4585,,186.7654,23.853,210.618
2011-05-02,93.0,58.25840000000001,37.2,21.323272727272727,30.413636363636364,9.090272727272726,0.0,1.68,214.0,169.65019999999998,119.6,4.5216666666666665,,187.887,20.9196,208.80659999999997
2011-05-03,82.8,59.6082,37.2,26.193272727272724,31.37872727272727,5.185545454545454,0.0,3.0415,203.4,159.475,121.0,5.069500000000001,,189.491,21.7424,211.23319999999998
2011-05-04,89.4,61.2582,37.4,19.382545454545454,25.018909090909087,5.636363636363637,0.0,3.7188749999999997,215.2,164.1002,111.8,5.4165,,189.8216,21.7834,211.60500000000002
2011-05-05,76.0,55.84159999999999,31.6,13.359818181818182,15.640363636363638,2.280272727272727,0.0,2.177125,221.4,164.35840000000002,115.6,3.4098333333333333,,186.4714,17.3046,203.7756
2011-05-06,85.0,68.1502,47.0,22.639454545454544,29.126454545454546,6.487181818181819,0.0,2.020875,225.2,177.23340000000002,119.4,4.145833333333333,,186.8204,21.8844,208.70459999999997
2011-05-07,98.0,71.9,48.6,12.503909090909092,15.223545454545455,2.7196363636363636,1.2,1.724125,252.6,201.3666,172.6,2.9098333333333333,,182.693,19.728,202.4204
2011-05-08,98.6,72.7166,44.2,13.333727272727272,16.192909090909094,2.859272727272727,0.8,3.587,258.4,207.8002,162.6,3.486166666666667,,183.4068,18.8724,202.27939999999998
2011-05-09,89.0,63.424800000000005,32.6,20.772727272727273,27.598545454545455,6.825727272727272,0.0,2.6355,257.8,208.4,145.8,4.021,,185.1538,21.2446,206.3986
2011-05-10,100.0,96.3168,87.8,19.362454545454543,35.74636363636364,16.383545454545455,11.8,4.203625,243.6,216.3832,199.8,2.984,,178.2166,19.8938,198.1106
2011-05-11,100.0,98.75840000000001,96.4,22.249,43.491,21.242,66.6,2.13025,223.4,203.6252,185.8,3.4598333333333335,,180.0024,22.3064,202.3086
2011-05-12,100.0,94.8916,79.4,23.51972727272727,32.442,8.922363636363636,21.6,1.190625,222.6,203.35840000000002,191.4,3.621166666666667,,183.9948,23.8248,207.81900000000002
2011-05-13,96.6,63.24159999999999,36.8,20.00809090909091,26.69981818181818,6.691727272727272,0.2,2.9842500000000003,222.0,195.1584,165.6,4.117999999999999,,184.169,17.2606,201.4294
2011-05-14,70.8,47.7666,28.6,18.325727272727274,23.007636363636365,4.681636363636364,0.0,3.786375,233.4,190.0584,144.6,4.2845,,186.6868,16.022,202.7088
2011-05-15,69.6,47.1834,27.0,15.991818181818182,20.519636363636366,4.527727272727272,0.0,3.233625,235.8,189.05,115.8,3.923666666666667,,187.3866,15.395,202.7816
2011-05-16,83.2,63.875,42.2,25.26472727272727,33.53272727272727,8.268,0.0,4.0465,236.4,200.4332,162.0,4.382000000000001,,186.1776,17.5904,203.7678
2011-05-17,92.0,72.15,41.6,26.109727272727273,35.14390909090909,9.034545454545453,0.4,4.547,236.8,186.0582,139.2,4.2363333333333335,,185.7524,16.2434,201.9962
2011-05-18,93.0,61.1502,32.4,35.16809090909091,47.82836363636363,12.659999999999998,0.0,4.57125,241.4,184.0666,121.2,4.8245,,188.6598,19.235599999999998,207.8956
2011-05-19,80.8,64.55,44.2,28.371181818181814,38.26909090909091,9.897818181818183,0.0,3.666625,246.6,197.5834,135.8,4.361166666666667,,186.9744,17.856,204.83
2011-05-20,91.2,72.95840000000001,45.0,19.30218181818182,28.204727272727272,8.902545454545454,0.0,3.823125,254.4,209.4418,172.8,3.4096666666666664,,182.9188,13.3428,196.2614
2011-05-21,95.2,83.85,69.8,15.011363636363637,22.045545454545454,7.034090909090909,0.0,2.9375,260.6,224.0,186.4,3.368,,179.815,14.012,193.8272
2011-05-22,99.4,81.4666,55.4,8.43,10.492272727272727,2.062272727272727,14.8,1.891375,222.8,196.4164,155.4,2.7498333333333336,,182.0052,11.140200000000002,193.1456
2011-05-23,99.6,90.9834,77.6,13.23109090909091,19.772727272727273,6.541636363636363,44.0,1.00525,162.8,146.5332,133.2,2.7498333333333336,,184.78199999999998,9.612,194.3938
2011-05-24,100.0,82.92519999999999,57.4,19.765090909090908,27.151636363636364,7.386454545454546,24.6,2.034125,222.2,172.5332,133.6,3.262166666666667,,184.8478,13.640200000000002,198.4882
2011-05-25,97.8,73.1834,50.2,28.57209090909091,39.14390909090909,10.57209090909091,0.0,3.354125,248.8,196.26659999999998,143.4,3.875,,185.9626,18.5834,204.546
2011-05-26,95.8,72.4084,50.2,19.861636363636364,25.556818181818183,5.695272727272727,3.0,1.8885,228.6,196.4666,169.6,3.3538333333333337,,186.41219999999998,16.7232,203.135
2011-05-27,99.6,83.5168,68.0,14.930272727272728,18.002454545454544,3.071909090909091,8.2,1.019125,191.2,174.825,164.6,2.875,,185.3992,14.328999999999999,199.7282
2011-05-28,100.0,98.3918,93.4,20.246363636363636,26.193272727272724,5.947181818181818,16.8,1.0,201.4,189.15,170.4,4.020833333333333,,187.32819999999998,19.0872,206.4154
