date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,7.625,8.25,0.625,,13.083,7.6,0.333,-5.3
2011-01-02,5.0,5.625,0.625,,8.958,7.5,1.679,-4.1
2011-01-03,6.0,6.458,0.458,,6.0,7.8,2.054,-2.2
2011-01-04,6.435,7.957,1.522,,6.792,6.2,0.392,-6.1
2011-01-05,4.583,6.208,1.625,,6.958,6.4,1.879,-1.2
2011-01-06,8.167,10.25,2.083,,8.333,9.6,3.325,-1.0
2011-01-07,5.208,6.75,1.542,,6.167,6.5,2.342,-0.9
2011-01-08,4.875,6.542,1.667,,5.333,6.7,1.55,-2.0
2011-01-09,12.458,15.0,2.542,,12.042,7.7,0.604,-5.1
2011-01-10,16.25,19.625,3.375,,12.083,8.9,2.746,-2.9
2011-01-11,12.409,19.591,7.182,,11.957,8.3,1.271,-3.2
2011-01-12,9.792,13.333,3.542,,5.167,5.3,-0.254,-4.6
2011-01-13,12.958,17.917,4.958,,6.083,9.9,1.971,-6.9
2011-01-14,6.417,8.0,1.583,,8.958,5.4,2.075,-0.9
2011-01-15,5.875,7.25,1.375,,9.292,7.1,2.775,-1.5
2011-01-16,13.455,16.682,3.227,,15.208,5.0,1.854,-0.3
2011-01-17,12.75,15.75,3.0,,8.125,6.9,1.712,-3.3
2011-01-18,21.167,28.917,7.75,,15.458,6.1,-0.254,-5.9
2011-01-19,17.625,23.458,5.833,,18.167,9.2,2.767,-3.2
2011-01-20,14.5,18.125,3.625,,18.917,1.3,0.225,-0.7
2011-01-21,11.375,14.208,2.833,,8.917,3.5,1.292,-0.2
2011-01-22,5.417,7.208,1.792,,6.583,9.3,4.85,1.1
2011-01-23,5.391,6.87,1.478,,7.583,9.3,4.788,1.0
2011-01-24,11.75,15.708,3.958,,8.0,5.1,0.688,-3.4
2011-01-25,14.792,23.458,8.667,,11.125,6.3,0.529,-4.8
2011-01-26,15.917,23.792,7.875,,8.708,4.6,-1.025,-5.6
2011-01-27,18.833,32.958,14.125,,12.75,4.8,-2.117,-12.9
2011-01-28,9.5,13.958,4.458,,10.708,4.2,-0.675,-5.9
2011-01-29,2.708,5.208,2.5,,7.958,3.8,-0.458,-3.0
2011-01-30,9.083,12.208,3.125,,6.792,5.4,-0.304,-4.1
2011-01-31,13.583,18.125,4.542,,6.333,6.2,-0.133,-5.8
