date,PM25_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,,13.6875,17.146,3.4585,16.479,54.0,17.25,-17.0
2011-01-02,,5.413,6.022,0.609,13.479,77.0,29.792,0.0
2011-01-03,,6.75,7.771,1.021,11.4165,47.0,17.583,-8.0
2011-01-04,,13.0415,16.292,3.25,13.6665,28.0,-3.167,-17.0
2011-01-05,,3.146,3.3545,0.2085,11.042,15.0,-1.042,-15.0
2011-01-06,,12.2175,15.891000000000002,3.6735,12.0215,34.0,11.167,-2.0
2011-01-07,,8.2085,9.6665,1.4585,10.875,35.0,9.75,-12.0
2011-01-08,,8.9375,10.2295,1.2915,10.7085,28.0,8.375,-5.0
2011-01-09,,17.435000000000002,22.8915,5.4565,12.1045,48.0,10.708,-22.0
2011-01-10,,16.1665,21.5835,5.417,14.917000000000002,39.0,16.083,3.0
2011-01-11,,10.2915,13.3335,3.0415,13.8335,5.0,-22.0,-47.0
2011-01-12,,15.0835,27.5,12.4165,13.229,6.0,-24.042,-49.0
2011-01-13,,19.604,27.7705,8.1665,12.708,15.0,-14.333,-45.0
2011-01-14,,6.3955,8.75,2.354,13.1875,1.0,-17.833,-34.0
2011-01-15,,3.229,3.396,0.16699999999999998,15.375,19.0,-7.083,-34.0
2011-01-16,,14.9565,24.239,9.282499999999999,14.082999999999998,16.0,-6.958,-27.0
2011-01-17,,27.604,54.542,26.9375,17.5,27.0,0.5,-15.0
2011-01-18,,24.2085,40.125,15.9165,15.8125,65.0,26.25,-10.0
2011-01-19,,17.479,28.4585,10.979,18.0625,51.0,21.333,-8.0
2011-01-20,,8.8065,9.496500000000001,0.69,14.2045,27.0,11.083,-2.0
2011-01-21,,18.417,23.75,5.3335,14.832999999999998,13.0,-2.333,-18.0
2011-01-22,,13.771,18.1875,4.4165,11.271,45.0,21.667,0.0
2011-01-23,,7.676,9.4695,1.7935,11.6,53.0,24.5,-13.0
2011-01-24,,3.4109999999999996,4.1665,0.7555,11.368,24.0,-8.083,-25.0
2011-01-25,,14.2,15.672,1.472,12.75,2.0,-23.417,-49.0
2011-01-26,,11.4375,13.9375,2.5,12.146,-10.0,-33.792,-51.0
2011-01-27,,16.978,19.304499999999997,2.3265000000000002,13.9785,-26.0,-37.217,-48.0
2011-01-28,,6.625,7.0625,0.4375,12.1665,-14.0,-41.5,-62.0
2011-01-29,,10.042,10.854,0.8125,12.354,-3.0,-37.5,-66.0
2011-01-30,,17.0215,23.3045,6.283,12.3335,9.0,-25.292,-57.0
2011-01-31,,19.8795,27.0755,7.196,13.2295,-16.0,-29.625,-47.0
2011-02-01,,14.354,20.708,6.354,13.625,45.0,-9.25,-48.0
2011-02-02,,8.25,9.25,1.0,13.021,-11.0,-29.792,-47.0
2011-02-03,,21.9375,37.25,15.3125,13.0,4.0,-23.75,-63.0
2011-02-04,,15.646,21.396,5.75,12.646,29.0,-11.458,-53.0
2011-02-05,,12.1875,14.4375,2.25,14.521,36.0,1.417,-32.0
2011-02-06,,23.0455,33.8775,10.832,17.473,54.0,16.5,-24.0
2011-02-07,,25.396,46.25,20.854,15.8335,62.0,36.042,17.0
2011-02-08,,5.016500000000001,5.375,0.3585,12.628499999999999,16.0,-16.125,-43.0
2011-02-09,,10.6455,12.917,2.2705,11.4375,-13.0,-29.25,-42.0
2011-02-10,,15.707999999999998,22.2085,6.5,11.8335,19.0,-25.0,-50.0
2011-02-11,,12.2295,14.4585,2.229,12.771,7.0,-29.292,-66.0
2011-02-12,,4.7915,5.104,0.3125,12.5835,1.0,-24.333,-49.0
2011-02-13,,20.9345,31.7175,10.782499999999999,14.3125,41.0,9.417,-14.0
2011-02-14,,23.833,33.1875,9.354,15.9375,57.0,25.5,-12.0
2011-02-15,,13.625,18.708,5.083,18.042,57.0,16.875,-16.0
2011-02-16,,6.917,7.271,0.354,12.125,16.0,-13.292,-38.0
2011-02-17,,13.3125,15.9585,2.646,12.354,10.0,-28.083,-58.0
2011-02-18,,11.646,14.271,2.625,12.4795,-7.0,-29.583,-53.0
2011-02-19,,12.604,15.896,3.2915,13.1045,26.0,-17.167,-45.0
2011-02-20,,22.045499999999997,35.545500000000004,13.5,15.5,36.0,5.261,-34.0
2011-02-21,,22.4375,33.1045,10.6665,20.917,70.0,25.875,-14.0
2011-02-22,,19.0625,24.1045,5.042,17.396,41.0,1.917,-31.0
2011-02-23,,21.25,26.5,5.25,15.395499999999998,108.0,30.125,-2.0
2011-02-24,,7.2295,8.542,1.3125,26.0205,61.0,37.542,2.0
2011-02-25,,16.75,19.25,2.5,14.917000000000002,9.0,-1.125,-10.0
2011-02-26,,12.0415,15.646,3.6045,12.625,28.0,1.125,-20.0
2011-02-27,,8.1815,8.5455,0.3635,11.6085,8.0,-18.478,-45.0
2011-02-28,,26.375,41.646,15.270499999999998,15.082999999999998,19.0,-18.792,-47.0
2011-03-01,,28.0625,45.3125,17.25,22.625,94.0,37.708,-5.0
2011-03-02,,30.9585,46.6045,15.646,17.104,43.0,9.75,-7.0
2011-03-03,,11.625,13.5625,1.9375,16.333,40.0,5.708,-15.0
2011-03-04,,12.479,13.3955,0.9165,14.604,21.0,1.458,-24.0
2011-03-05,,20.6955,27.173499999999997,6.4785,12.333,70.0,11.5,-11.0
2011-03-06,,21.396,34.083,12.6875,13.146,104.0,68.042,40.0
2011-03-07,,8.0625,8.896,0.8335,14.583,104.0,66.708,30.0
2011-03-08,,21.538,29.916,8.3775,19.698999999999998,57.0,35.208,5.0
2011-03-09,,17.2065,23.5435,6.337,21.298000000000002,57.0,28.13,2.0
2011-03-10,,15.7085,17.75,2.0415,13.1665,16.0,7.042,-2.0
2011-03-11,,8.7085,9.0625,0.354,14.2915,32.0,12.458,0.0
2011-03-12,,9.261,10.326,1.065,13.646,56.0,18.333,-3.0
2011-03-13,,12.5835,14.083,1.5,9.75,41.0,9.5,-8.0
2011-03-14,,18.9795,24.75,5.7705,12.604,49.0,20.083,-15.0
2011-03-15,,10.6455,12.4165,1.771,19.9585,59.0,28.875,10.0
2011-03-16,,20.3125,26.9375,6.625,20.375,61.0,27.875,3.0
2011-03-17,,27.771,35.354,7.5835,27.5415,57.0,34.417,3.0
2011-03-18,,13.8125,16.8125,3.0,21.75,87.0,63.083,47.0
2011-03-19,,3.3695,3.5655,0.1955,11.2085,54.0,15.0,-3.0
2011-03-20,,4.3125,4.396,0.0835,11.646,62.0,25.125,-6.0
2011-03-21,,3.1875,3.1875,0.0,15.771,55.0,29.417,-5.0
2011-03-22,,13.196,18.238999999999997,5.0435,26.978499999999997,110.0,70.0,21.0
2011-03-23,,11.4165,12.5,1.083,30.1665,99.0,48.583,1.0
2011-03-24,,9.4375,11.1665,1.7294999999999998,8.9165,81.0,32.542,2.0
2011-03-25,,8.2915,9.8545,1.5625,9.1665,86.0,40.333,11.0
2011-03-26,,9.2605,10.6955,1.435,12.9165,52.0,21.0,-1.0
2011-03-27,,17.9165,22.583,4.6665,18.1455,97.0,51.458,-9.0
2011-03-28,,16.271,25.0835,8.8125,21.4585,111.0,71.125,44.0
2011-03-29,,15.4545,19.223,3.7685,20.738999999999997,109.0,68.043,31.0
2011-03-30,,30.896,46.021,15.125,27.0835,176.0,117.958,69.0
2011-03-31,,16.2085,23.1875,6.979,22.2915,172.0,92.5,13.0
2011-04-01,,13.375,14.8125,1.4375,17.292,102.0,63.375,29.0
2011-04-02,,12.417,14.8335,2.4165,22.5,109.0,74.333,28.0
2011-04-03,,4.167,4.292,0.125,15.854,73.0,38.583,19.0
2011-04-04,,11.174,13.0215,1.8479999999999999,11.896,64.0,35.083,8.0
2011-04-05,,12.229,14.146,1.9165,15.3125,131.0,81.375,19.0
2011-04-06,,21.6305,24.8045,3.1734999999999998,19.978,166.0,103.208,56.0
2011-04-07,,21.271,25.083,3.8125,25.596,168.0,130.25,73.0
2011-04-08,,10.3125,11.354,1.042,18.2915,193.0,138.042,89.0
2011-04-09,,10.0835,10.7295,0.646,21.2915,90.0,80.75,71.0
2011-04-10,,8.146,9.125,0.979,18.917,115.0,82.75,54.0
2011-04-11,,11.413,13.6955,2.2824999999999998,23.9795,129.0,73.167,42.0
2011-04-12,,9.083,10.25,1.1665,19.646,94.0,61.958,23.0
2011-04-13,,15.1665,17.125,1.9585,38.0835,178.0,112.042,34.0
2011-04-14,,23.0415,26.708,3.6665,43.979,212.0,146.417,76.0
2011-04-15,,23.396,25.2705,1.875,48.6875,179.0,137.417,95.0
2011-04-16,,13.458,16.4165,2.9585,28.7705,172.0,122.375,75.0
2011-04-17,,4.208,4.2705,0.0625,15.729500000000002,137.0,89.75,54.0
2011-04-18,,7.4565,8.0435,0.587,18.0625,119.0,78.708,34.0
2011-04-19,,5.0415,5.0415,0.0,12.979,83.0,47.875,4.0
2011-04-20,,5.5435,6.8695,1.326,10.761,99.0,57.75,17.0
2011-04-21,,9.146,11.375,2.229,14.646,99.0,75.375,39.0
2011-04-22,,10.9585,11.8335,0.875,15.4585,88.0,78.208,62.0
2011-04-23,,7.7295,8.2705,0.542,24.9375,126.0,102.0,83.0
2011-04-24,,3.4785,3.4785,0.0,14.693,156.0,117.75,82.0
2011-04-25,,9.0215,9.630500000000001,0.609,18.3955,134.0,102.0,79.0
2011-04-26,,16.604,19.5415,2.9375,20.375,158.0,119.75,77.0
2011-04-27,,16.6975,17.616500000000002,0.919,38.907,182.0,141.083,98.0
2011-04-28,,4.625,4.6875,0.0625,19.8125,193.0,136.292,78.0
2011-04-29,,8.9165,9.729,0.8125,12.5,140.0,102.917,76.0
2011-04-30,,9.396,9.9375,0.542,22.4375,183.0,135.083,92.0
2011-05-01,,9.7915,10.0625,0.2705,33.3545,203.0,155.125,115.0
2011-05-02,,1.9135,2.0,0.087,22.625,154.0,132.958,108.0
2011-05-03,,6.729,7.292,0.5625,15.396,162.0,121.875,98.0
2011-05-04,,4.604,4.646,0.0415,23.6875,153.0,121.083,100.0
2011-05-05,,5.4585,5.771,0.3125,17.875,125.0,97.792,75.0
2011-05-06,,3.8545,3.875,0.021,13.9375,114.0,99.917,85.0
2011-05-07,,7.604,8.104,0.5,25.854,195.0,142.417,95.0
2011-05-08,,4.2705,4.354,0.0835,23.8955,210.0,164.708,128.0
2011-05-09,,10.023,10.2955,0.2725,16.6955,207.0,152.583,120.0
2011-05-10,,9.271,9.9165,0.646,19.1875,237.0,164.458,115.0
2011-05-11,,13.0015,13.604,0.6025,19.551000000000002,186.0,152.833,130.0
2011-05-12,,11.551,14.562999999999999,3.013,15.104,145.0,123.792,107.0
2011-05-13,,4.521,4.6455,0.125,64.708,201.0,161.792,127.0
2011-05-14,,3.6875,3.7085,0.021,44.167,208.0,171.625,134.0
2011-05-15,,5.2085,5.2295,0.021,26.021,230.0,160.0,109.0
2011-05-16,,9.6305,9.9785,0.348,29.271,208.0,155.913,96.0
2011-05-17,,12.854,13.292,0.4375,34.771,218.0,169.5,120.0
2011-05-18,,12.4375,13.2705,0.8335,15.729,226.0,164.75,111.0
2011-05-19,,17.6115,18.535,0.9235,33.25,215.0,175.542,120.0
2011-05-20,,20.104,21.7085,1.6044999999999998,36.896,243.0,206.333,170.0
2011-05-21,,16.9165,18.75,1.8335,38.354,260.0,212.5,174.0
2011-05-22,,9.583,10.5415,0.9585,22.625,189.0,139.917,106.0
2011-05-23,,10.908999999999999,12.5485,1.6395,14.8045,183.0,144.083,103.0
2011-05-24,,10.5625,11.6875,1.125,16.5415,161.0,135.458,116.0
2011-05-25,,10.5415,12.375,1.8330000000000002,18.4795,204.0,150.292,94.0
2011-05-26,,5.9375,6.271,0.3335,16.875,166.0,138.333,95.0
2011-05-27,,6.625,6.8545,0.22899999999999998,22.022,193.0,164.625,134.0
2011-05-28,,7.792,8.0625,0.271,19.583,167.0,156.125,151.0
2011-05-29,,5.0625,5.6665,0.604,13.729,176.0,157.417,136.0
2011-05-30,,3.0435,3.435,0.3915,9.271,135.0,120.583,99.0
2011-05-31,,3.583,4.042,0.45799999999999996,26.521,131.0,102.917,83.0
2011-06-01,,8.292,10.604,2.3125,35.0415,118.0,103.25,83.0
2011-06-02,,13.9795,17.854,3.875,32.5415,170.0,131.583,99.0
2011-06-03,,13.8955,20.6875,6.7915,23.125,214.0,177.458,136.0
2011-06-04,,11.0415,12.9795,1.9375,29.354,220.0,182.917,138.0
2011-06-05,,9.4585,9.6455,0.1875,53.3335,228.0,198.25,172.0
2011-06-06,,8.8915,9.9345,1.0434999999999999,35.0835,259.0,211.792,161.0
2011-06-07,,9.167,9.521,0.354,34.354,248.0,201.625,154.0
2011-06-08,,9.035499999999999,10.175,1.1395,30.4255,229.0,191.125,159.0
2011-06-09,,5.5275,6.0675,0.54,19.4375,218.0,183.0,150.0
2011-06-10,,9.2085,9.896,0.6875,25.729,241.0,201.542,167.0
2011-06-11,,7.604,8.0625,0.45799999999999996,26.9165,258.0,206.625,179.0
2011-06-12,,6.875,7.792,0.9165,25.1875,244.0,205.875,166.0
2011-06-13,,5.8915,6.739,0.8474999999999999,26.625,230.0,193.333,171.0
2011-06-14,,7.8335,8.771,0.9375,18.0,220.0,186.5,149.0
2011-06-15,,9.847000000000001,12.535,2.6875,12.708,222.0,177.667,143.0
2011-06-16,,7.0,7.75,0.75,16.646,202.0,175.583,133.0
2011-06-17,,5.3125,6.0205,0.7085,17.792,201.0,179.5,170.0
2011-06-18,,10.583,11.479,0.896,20.625,209.0,186.458,166.0
2011-06-19,,6.896,7.521,0.625,20.7295,260.0,209.375,160.0
2011-06-20,,9.674,10.4565,0.7825,26.667,256.0,214.917,172.0
2011-06-21,,14.479,17.5835,3.1045,36.646,264.0,219.208,187.0
2011-06-22,,13.771,17.5415,3.7705,25.583,311.0,266.583,203.0
2011-06-23,,10.761,13.390999999999998,2.6305,19.238999999999997,259.0,235.5,218.0
2011-06-24,,7.7915,9.167,1.375,17.396,297.0,249.958,206.0
2011-06-25,,5.521,6.0,0.47950000000000004,14.1665,192.0,179.208,173.0
2011-06-26,,4.021,4.6045,0.5835,13.729,174.0,170.833,166.0
2011-06-27,,12.369499999999999,14.0,1.6305,12.708,188.0,180.333,168.0
2011-06-28,,16.958,27.521,10.5625,19.5335,263.0,222.917,186.0
2011-06-29,,14.854,20.1875,5.3335,30.25,293.0,251.167,213.0
2011-06-30,,10.1665,18.9165,8.75,22.4375,319.0,272.542,219.0
2011-07-01,,7.4375,8.875,1.4375,16.4165,270.0,235.375,201.0
2011-07-02,,6.083,7.083,1.0,24.6875,247.0,223.875,211.0
2011-07-03,,4.2295,4.4165,0.1875,20.6455,262.0,238.042,215.0
2011-07-04,,10.4565,11.565000000000001,1.1085,23.771,283.0,239.125,215.0
2011-07-05,,14.25,18.229,3.9795,19.3125,272.0,238.208,215.0
2011-07-06,,10.708,15.646,4.9375,22.625,288.0,241.833,207.0
2011-07-07,,9.5,11.369499999999999,1.8695,29.673499999999997,249.0,226.167,197.0
2011-07-08,,13.6455,24.5205,10.875,30.5625,310.0,264.333,224.0
2011-07-09,,10.646,16.0415,5.396,27.2915,314.0,280.625,246.0
2011-07-10,,7.375,10.9795,3.6045,25.792,331.0,284.542,252.0
2011-07-11,,8.326,10.826,2.5,29.1905,296.0,256.458,239.0
2011-07-12,,10.104,15.354,5.25,36.098,292.0,260.75,231.0
2011-07-13,,10.375,13.6875,3.3125,30.375,302.0,270.0,238.0
2011-07-14,,11.5,15.479,3.9795,30.521,308.0,274.833,231.0
2011-07-15,,9.396,12.0835,2.6875,27.4165,324.0,281.25,244.0
2011-07-16,,7.0625,9.521,2.4585,35.9375,289.0,261.875,236.0
2011-07-17,,7.854,9.625,1.7705000000000002,35.1875,315.0,280.583,236.0
2011-07-18,,5.5435,5.804,0.261,33.6045,293.0,264.25,238.0
2011-07-19,,5.0835,5.542,0.4585,26.4415,268.0,244.375,229.0
2011-07-20,,3.75,3.896,0.1455,17.5625,237.0,199.167,157.0
2011-07-21,,2.875,3.0415,0.1665,20.229,200.0,170.625,149.0
2011-07-22,,7.3045,10.229,2.9245,17.79,193.0,175.417,150.0
2011-07-23,,6.604,8.5,1.8955000000000002,13.75,217.0,188.708,150.0
2011-07-24,,3.604,4.1665,0.5625,14.9375,261.0,221.083,200.0
2011-07-25,,9.783000000000001,10.804,1.022,27.146,270.0,230.042,199.0
2011-07-26,,11.8955,14.1665,2.271,32.792,286.0,240.833,218.0
2011-07-27,,13.0,17.333,4.3335,32.8545,281.0,241.042,212.0
2011-07-28,,10.3335,10.9585,0.625,23.2825,263.0,227.792,209.0
2011-07-29,,9.354,10.125,0.7705,20.896,266.0,239.083,220.0
2011-07-30,,7.9375,8.354,0.4165,19.792,244.0,215.125,201.0
2011-07-31,,4.125,4.146,0.021,21.458,217.0,199.875,178.0
2011-08-01,,6.5435,7.2395,0.6955,19.771,205.0,189.167,175.0
2011-08-02,,9.1875,10.5,1.3125,23.4375,211.0,196.125,177.0
2011-08-03,,6.0415,6.729,0.6875,21.6455,240.0,221.292,206.0
2011-08-04,,5.635,6.8629999999999995,1.228,17.535,256.0,231.5,219.0
2011-08-05,,5.229,6.6875,1.4585,22.333,257.0,237.125,219.0
2011-08-06,,8.75,10.3545,1.604,28.2085,290.0,258.167,232.0
2011-08-07,,7.542,9.8335,2.2915,35.771,306.0,259.25,233.0
2011-08-08,,6.8045,7.2044999999999995,0.39999999999999997,42.5415,297.0,252.292,231.0
2011-08-09,,8.565,10.978,2.413,34.739000000000004,303.0,262.125,231.0
2011-08-10,,9.0625,13.083,4.021,36.0,323.0,289.333,238.0
2011-08-11,,7.3955,8.8335,1.4375,24.208,320.0,297.333,267.0
2011-08-12,,12.25,15.1875,2.9375,41.6875,313.0,280.667,241.0
2011-08-13,,5.667,5.979,0.3125,43.25,307.0,268.417,226.0
2011-08-14,,5.2915,5.9795,0.6875,41.771,305.0,269.333,236.0
2011-08-15,,4.913,5.260999999999999,0.348,35.9585,324.0,277.25,249.0
2011-08-16,,6.5625,8.0,1.4375,31.896,328.0,286.625,254.0
2011-08-17,,11.2085,13.9375,2.729,39.434,333.0,289.667,239.0
2011-08-18,,11.3955,13.957999999999998,2.5625,39.4585,295.0,268.833,239.0
2011-08-19,,7.9585,9.1665,1.2085,14.832999999999998,240.0,223.083,209.0
2011-08-20,,8.979,12.4375,3.458,14.521,235.0,217.583,200.0
2011-08-21,,7.125,7.625,0.5,13.1455,211.0,185.333,169.0
2011-08-22,,8.935,9.1955,0.261,13.5625,193.0,180.625,164.0
2011-08-23,,12.8475,14.5655,1.7175,16.087,216.0,206.583,193.0
2011-08-24,,10.354,15.0205,4.6665,22.271,275.0,230.833,209.0
2011-08-25,,12.2915,15.1875,2.8955,25.125,268.0,232.917,211.0
2011-08-26,,8.833,12.771,3.9375,20.4165,232.0,211.875,198.0
2011-08-27,,9.479,13.625,4.146,17.0,237.0,214.625,198.0
2011-08-28,,6.7085,12.104,5.3955,15.3125,250.0,226.792,210.0
2011-08-29,,7.0435,10.1735,3.1305,17.1475,253.0,229.583,206.0
2011-08-30,,7.104,10.0,2.8955,16.625,265.0,229.333,200.0
2011-08-31,,7.1875,9.292,2.1045,20.4165,263.0,233.125,201.0
2011-09-01,,6.625,14.9165,8.292,22.8545,259.0,243.375,232.0
2011-09-02,,2.667,3.4375,0.7705,32.0,250.0,243.708,239.0
2011-09-03,,1.2915,1.8335,0.5415,39.9375,269.0,238.5,225.0
2011-09-04,,1.5835,1.625,0.0415,36.25,257.0,235.542,223.0
2011-09-05,,5.6,7.5545,1.9545,29.1585,264.0,237.167,218.0
2011-09-06,,7.875,10.0625,2.1875,12.6455,260.0,225.333,185.0
2011-09-07,,11.812000000000001,14.610499999999998,2.799,16.799,277.0,228.458,173.0
2011-09-08,,12.5,14.5,2.0,24.229,277.0,234.375,202.0
2011-09-09,,12.396,13.542,1.146,38.4795,282.0,238.375,189.0
2011-09-10,,8.6665,10.2915,1.625,26.5,300.0,254.917,223.0
2011-09-11,,7.5835,8.125,0.5415,25.2085,226.0,214.5,198.0
2011-09-12,,9.3045,10.783,1.4785,29.875,292.0,242.542,210.0
2011-09-13,,11.8125,17.2705,5.458,32.0,280.0,247.833,227.0
2011-09-14,,8.021,9.6875,1.6669999999999998,21.375,246.0,230.917,215.0
2011-09-15,,10.146,12.1455,2.0,38.0835,254.0,231.375,217.0
2011-09-16,,13.958,20.5625,6.6045,54.979,287.0,249.208,219.0
2011-09-17,,8.8125,17.271,8.4585,30.021,289.0,258.792,233.0
2011-09-18,,8.6455,12.146,3.5,26.4585,318.0,273.208,233.0
2011-09-19,,7.630000000000001,8.022,0.391,14.979500000000002,245.0,192.583,170.0
2011-09-20,,8.4165,8.625,0.20850000000000002,10.729,171.0,149.708,142.0
2011-09-21,,4.867,5.019,0.152,9.079,168.0,148.375,140.0
2011-09-22,,12.6765,15.68,3.0035,12.385,197.0,171.957,157.0
2011-09-23,,8.7915,10.9375,2.1455,11.8955,221.0,175.917,143.0
2011-09-24,,8.1665,10.5625,2.3955,10.6875,214.0,166.833,127.0
2011-09-25,,8.125,10.875,2.75,12.375,189.0,160.25,124.0
2011-09-26,,11.8045,20.978499999999997,9.174,18.354,193.0,164.917,130.0
2011-09-27,,11.875,16.104,4.229,18.0,224.0,173.083,121.0
2011-09-28,,11.875,15.979500000000002,4.1045,19.896,213.0,168.375,130.0
2011-09-29,,9.6875,14.207999999999998,4.521,15.729,212.0,170.875,124.0
2011-09-30,,12.8955,19.6455,6.75,21.5435,220.0,192.458,170.0
2011-10-01,,4.146,4.2295,0.0835,13.875,185.0,159.667,125.0
2011-10-02,,6.6665,7.875,1.2080000000000002,12.4585,176.0,137.083,114.0
2011-10-03,,7.8915,10.8915,3.0,11.75,144.0,118.444,103.0
2011-10-04,,12.229,17.25,5.0205,12.792,183.0,151.417,122.0
2011-10-05,,14.125,17.25,3.125,17.9165,187.0,141.625,103.0
2011-10-06,,11.4795,18.2085,6.729,13.5,185.0,159.708,143.0
2011-10-07,,10.5,12.1045,1.604,20.3955,192.0,163.125,135.0
2011-10-08,,10.396,11.292,0.896,32.2085,208.0,159.875,119.0
2011-10-09,,7.875,8.229,0.35450000000000004,26.7915,190.0,148.0,95.0
2011-10-10,,12.3045,13.782499999999999,1.4785000000000001,34.1665,225.0,182.5,129.0
2011-10-11,,14.1045,18.729,4.625,30.375,193.0,161.417,125.0
2011-10-12,,14.0205,19.0625,5.042,19.354,199.0,157.75,103.0
2011-10-13,,16.3885,21.3675,4.979,22.9565,215.0,167.292,138.0
2011-10-14,,13.3125,15.646,2.3335,37.7915,195.0,165.167,121.0
2011-10-15,,12.25,15.292,3.042,23.2295,240.0,202.0,171.0
2011-10-16,,6.4375,7.5625,1.125,20.9165,244.0,194.625,165.0
2011-10-17,,7.891,8.2395,0.3475,24.9585,222.0,192.917,155.0
2011-10-18,,7.396,9.5,2.1045,14.5,175.0,137.333,98.0
2011-10-19,,14.707999999999998,19.771,5.0625,16.917,156.0,119.833,84.0
2011-10-20,,12.25,15.75,3.5,17.25,177.0,140.958,104.0
2011-10-21,,10.9165,14.3125,3.396,16.4165,178.0,153.375,119.0
2011-10-22,,16.208,25.4585,9.25,15.270499999999998,191.0,176.583,157.0
2011-10-23,,8.229,12.0835,3.8545,15.979,260.0,200.125,163.0
2011-10-24,,12.6305,14.6085,1.978,12.854,158.0,141.833,132.0
2011-10-25,,10.4565,18.0,7.542999999999999,12.739,182.0,146.75,109.0
2011-10-26,,5.417,5.7085,0.2915,14.708,141.0,117.667,106.0
2011-10-27,,19.0,28.75,9.75,20.958,164.0,123.333,91.0
2011-10-28,,14.478,19.0435,4.5655,18.174,157.0,125.958,98.0
2011-10-29,,12.4375,15.3125,2.875,20.021,186.0,130.958,82.0
2011-10-30,,12.7295,17.25,4.521,25.292,148.0,130.375,117.0
2011-10-31,,8.783,11.6735,2.8915,19.5835,182.0,140.167,117.0
2011-11-01,,18.625,27.0415,8.417,24.604,181.0,137.708,109.0
2011-11-02,,15.979500000000002,23.2915,7.3125,25.771,181.0,142.333,95.0
2011-11-03,,18.375,26.3955,8.021,25.0415,211.0,162.708,126.0
2011-11-04,,16.625,24.0205,7.396,25.667,183.0,147.5,113.0
2011-11-05,,14.4165,19.25,4.8335,36.646,176.0,141.417,107.0
2011-11-06,,9.7085,11.625,1.9165,37.1665,150.0,133.292,122.0
2011-11-07,,9.6085,10.9565,1.348,12.4375,160.0,130.583,115.0
2011-11-08,,10.7915,16.875,6.083,13.104500000000002,155.0,113.583,80.0
2011-11-09,,13.2085,19.1045,5.896,12.5415,134.0,99.583,72.0
2011-11-10,,14.8105,26.0535,11.243,14.1525,138.0,97.458,58.0
2011-11-11,,18.3125,36.5,18.1875,19.229,106.0,82.083,45.0
2011-11-12,,13.2085,22.7915,9.583,15.1875,177.0,125.625,81.0
2011-11-13,,14.0625,20.0415,5.979,17.729,153.0,132.0,106.0
2011-11-14,,13.847999999999999,19.652500000000003,5.8045,28.458,143.0,119.333,87.0
2011-11-15,,7.292,8.771,1.479,12.792000000000002,104.0,73.125,43.0
2011-11-16,,9.9795,14.5835,4.604,11.125,89.0,52.792,18.0
2011-11-17,,12.4165,16.583,4.1665,10.75,108.0,68.375,29.0
2011-11-18,,18.958,31.8125,12.854,15.6665,133.0,87.542,30.0
2011-11-19,,18.7915,34.7915,16.0,23.729,156.0,130.792,102.0
2011-11-20,,6.25,7.8125,1.5625,11.104,197.0,130.958,52.0
2011-11-21,,8.1595,9.318,1.159,8.6525,61.0,41.0,22.0
2011-11-22,,18.479,31.479,13.0,12.75,88.0,51.5,27.0
2011-11-23,,17.3335,25.6875,8.3545,13.5625,101.0,74.25,34.0
2011-11-24,,12.333,16.7085,4.375,11.0835,121.0,77.333,37.0
2011-11-25,,9.3955,13.104,3.7085,11.2295,72.0,47.5,31.0
2011-11-26,,13.625,19.8335,6.2085,13.4165,101.0,68.583,23.0
2011-11-27,,15.271,23.417,8.146,13.8955,147.0,96.083,30.0
2011-11-28,,22.1815,47.25,25.067999999999998,24.3045,141.0,119.458,88.0
2011-11-29,,21.6665,51.75,30.0835,31.292,167.0,126.5,85.0
2011-11-30,,14.9165,25.4375,10.521,18.625,122.0,78.25,39.0
2011-12-01,,6.8955,7.8335,0.9375,10.396,53.0,33.0,16.0
2011-12-02,,11.271,12.1665,0.8955,13.9375,57.0,30.25,-1.0
2011-12-03,,11.604,13.0,1.396,9.3125,119.0,79.583,38.0
2011-12-04,,1.646,1.646,0.0,10.0205,144.0,87.375,55.0
2011-12-05,,5.4565,5.848,0.391,13.1875,66.0,47.125,34.0
2011-12-06,,24.9375,43.083,18.1455,16.2915,70.0,53.583,36.0
2011-12-07,,21.5475,37.2615,15.714500000000001,15.0,106.0,65.333,31.0
2011-12-08,,13.1455,19.354,6.2085,14.1875,57.0,42.208,24.0
2011-12-09,,17.625,26.9585,9.333,12.146,72.0,18.958,-2.0
2011-12-10,,18.3955,28.8125,10.4165,11.25,62.0,28.208,-5.0
2011-12-11,,10.9165,12.8335,1.9165,11.2915,82.0,44.042,3.0
2011-12-12,,15.674,24.0,8.326,13.0415,89.0,50.25,24.0
2011-12-13,,12.479,20.0835,7.604,13.625,67.0,39.5,22.0
2011-12-14,,21.8335,43.354,21.5205,18.9165,82.0,46.625,11.0
2011-12-15,,16.5205,42.1875,25.667,14.9585,90.0,56.583,14.0
2011-12-16,,13.8125,18.2085,4.3955,10.5625,12.0,-8.333,-24.0
2011-12-17,,15.271,21.083,5.8125,11.4165,36.0,5.542,-26.0
2011-12-18,,12.021,14.75,2.729,12.479,45.0,16.042,-4.0
2011-12-19,,20.2115,33.428,13.2165,12.372499999999999,47.0,12.083,-9.0
2011-12-20,,14.021,26.271,12.25,11.8335,29.0,5.75,-9.0
