date,CO_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-04-05,3.042,61.0,43.125,26.0,24.292,28.25,3.958,14.292,1.667,14.333,17.9,10.812,3.8
2011-04-06,4.625,72.0,48.792,30.0,40.609,50.304,9.696,24.333,3.542,24.208,19.7,14.283,7.4
2011-04-07,3.304,72.0,59.042,42.0,21.792,26.0,4.208,19.0,1.583,21.708,21.0,16.042,11.1
2011-04-08,2.174,73.0,63.208,55.0,9.435,10.609,1.174,11.409,0.87,13.435,19.2,17.567,15.9
2011-04-09,3.042,99.0,89.167,69.0,16.667,18.75,2.083,12.25,0.739,19.083,18.4,16.312,12.5
2011-04-10,2.917,96.0,63.708,39.0,8.125,8.833,0.708,14.292,1.292,16.542,18.7,14.458,10.7
2011-04-11,4.333,99.0,74.167,46.0,26.792,35.5,8.708,24.833,2.375,32.167,19.5,14.246,9.1
2011-04-12,2.292,90.0,39.167,20.0,8.565,9.435,0.87,15.208,1.0,13.0,16.5,11.667,7.6
2011-04-13,5.0,70.0,52.667,34.0,42.333,50.833,8.5,25.583,3.833,28.833,20.1,14.496,6.7
2011-04-14,5.333,81.0,55.375,26.0,46.708,55.958,9.25,32.458,4.75,38.292,23.3,17.083,10.2
2011-04-15,3.739,88.0,62.417,47.0,22.348,26.217,3.87,26.087,2.455,30.174,23.2,18.921,14.3
2011-04-16,2.833,94.0,63.708,36.0,12.25,14.083,1.833,15.25,0.917,19.875,25.8,19.267,12.8
2011-04-17,2.667,76.0,49.833,35.0,8.458,9.208,0.75,14.375,1.625,16.583,19.4,14.508,9.9
2011-04-18,2.708,80.0,67.25,55.0,13.957,15.957,2.0,13.25,1.0,16.042,17.7,15.233,12.8
2011-04-19,2.609,99.0,83.667,61.0,14.25,16.917,2.667,9.292,0.167,12.0,17.3,11.1,6.9
2011-04-20,2.833,76.0,59.875,40.0,14.833,18.083,3.25,7.875,0.917,6.667,17.9,11.538,5.9
2011-04-21,3.0,90.0,74.625,57.0,17.042,19.833,2.792,11.125,1.435,12.667,16.1,12.646,9.2
2011-04-22,4.261,96.0,75.167,58.0,32.826,38.087,5.261,24.0,3.087,28.348,18.7,15.758,11.6
2011-04-23,2.625,99.0,93.958,80.0,17.625,20.0,2.375,,1.083,18.958,18.2,16.65,15.1
2011-04-24,2.625,93.0,53.083,31.0,7.478,8.217,0.739,,1.25,6.792,20.9,16.733,11.8
2011-04-25,3.391,91.0,55.542,30.0,18.667,21.583,2.917,12.273,1.167,14.458,19.8,15.179,10.5
2011-04-26,4.292,66.0,51.083,38.0,32.875,40.667,7.792,21.083,1.708,22.792,21.0,16.15,10.7
2011-04-27,3.5,99.0,73.125,55.0,21.625,25.833,4.208,32.292,1.478,43.083,24.3,19.75,13.2
2011-04-28,3.0,99.0,54.875,31.0,12.455,14.091,1.636,13.417,1.0,21.0,26.0,20.383,14.6
2011-04-29,3.042,80.0,53.25,40.0,10.792,11.958,1.167,12.625,1.792,13.167,19.8,15.704,12.1
2011-04-30,3.583,93.0,63.542,36.0,16.13,18.957,2.826,21.292,1.667,25.75,22.7,17.938,11.9
2011-05-01,2.174,99.0,72.375,51.0,6.75,7.458,0.708,15.0,0.75,18.875,21.6,19.05,16.1
2011-05-02,3.625,97.0,46.333,23.0,18.25,20.125,1.875,51.75,1.5,78.167,25.8,20.375,15.6
2011-05-03,3.333,99.0,73.333,49.0,14.875,16.333,1.458,29.833,0.739,49.958,19.4,15.946,13.7
2011-05-04,3.125,98.0,64.667,40.0,12.708,14.042,1.333,17.5,1.833,29.042,22.7,18.167,13.5
2011-05-05,2.375,86.0,68.0,51.0,5.542,6.042,0.5,14.125,1.0,21.292,17.6,15.742,13.6
2011-05-06,3.043,88.0,74.435,55.0,14.0,15.636,1.636,15.136,1.0,19.739,20.4,16.588,12.9
2011-05-07,4.087,99.0,93.833,80.0,23.208,33.167,9.958,16.167,1.0,28.583,19.2,16.988,15.5
2011-05-08,4.0,99.0,60.792,31.0,19.458,22.833,3.375,25.75,2.25,35.667,27.0,21.179,15.3
2011-05-09,4.167,83.0,52.125,35.0,22.417,25.458,3.042,21.958,2.739,25.333,24.1,20.321,16.1
2011-05-10,3.958,98.0,72.75,49.0,27.625,35.042,7.417,27.292,1.458,37.375,27.9,23.142,18.6
2011-05-11,3.304,99.0,95.292,87.0,18.435,19.87,1.435,9.348,1.0,15.696,17.4,15.446,14.1
2011-05-12,3.375,99.0,97.042,86.0,19.739,22.174,2.435,9.833,0.625,16.5,17.1,15.858,14.2
2011-05-13,4.348,96.0,79.958,60.0,24.625,34.958,10.333,14.917,0.958,25.5,25.5,20.262,16.4
2011-05-14,3.792,73.0,51.5,32.0,24.625,29.583,4.958,29.696,2.833,46.75,25.8,20.508,16.4
2011-05-15,3.167,53.0,34.375,22.0,13.792,15.125,1.333,15.708,2.783,17.708,26.1,21.504,16.7
2011-05-16,3.417,68.0,54.083,36.0,22.083,24.625,2.542,19.583,3.0,30.125,23.7,20.796,17.6
2011-05-17,4.125,93.0,73.25,58.0,26.458,30.292,3.833,24.25,1.958,36.542,22.8,18.908,16.3
2011-05-18,4.667,95.0,65.458,38.0,29.261,33.565,4.304,34.417,3.0,45.208,25.2,20.446,15.7
2011-05-19,4.364,88.0,61.125,38.0,32.696,38.217,5.522,37.565,3.435,48.217,25.7,21.725,16.8
2011-05-20,3.917,74.0,63.625,50.0,31.125,36.75,5.625,34.0,3.917,43.25,27.7,23.062,19.4
2011-05-21,3.333,84.0,71.875,57.0,20.417,24.333,3.917,24.174,2.609,32.292,27.8,23.588,20.1
2011-05-22,2.0,99.0,82.625,55.0,5.167,6.125,0.958,10.542,0.917,15.792,29.4,21.371,15.7
2011-05-23,2.25,98.0,73.917,54.0,10.542,11.75,1.208,6.458,1.0,11.833,19.2,16.296,13.2
2011-05-24,2.708,99.0,81.625,53.0,17.304,19.0,1.696,7.375,1.0,12.708,19.0,14.854,12.4
2011-05-25,5.304,89.0,61.375,32.0,40.458,54.167,13.708,18.125,3.667,27.167,24.8,19.425,13.4
2011-05-26,3.0,93.0,75.833,55.0,16.043,17.522,1.478,14.261,1.348,21.174,23.1,19.796,16.8
2011-05-27,3.0,98.0,78.5,58.0,20.583,22.625,2.042,11.958,1.174,20.417,21.5,19.338,17.8
2011-05-28,3.708,98.0,98.0,98.0,21.458,24.208,2.75,7.542,0.208,17.25,19.8,18.758,17.7
2011-05-29,2.458,98.0,97.75,96.0,7.917,8.875,0.958,1.875,0.0,5.25,19.5,18.358,16.4
2011-05-30,2.083,98.0,75.208,51.0,7.652,8.565,0.913,0.292,0.25,1.292,22.2,17.65,16.2
2011-05-31,2.0,66.0,56.792,48.0,5.583,6.792,1.208,10.0,0.708,12.333,19.7,15.983,12.8
2011-06-01,2.542,74.0,59.667,49.0,13.167,15.292,2.125,25.083,1.5,31.458,19.2,16.154,12.6
2011-06-02,4.5,98.0,92.542,74.0,32.125,50.0,17.875,28.292,1.13,46.958,17.5,16.242,14.9
2011-06-03,4.826,99.0,72.957,50.0,33.227,42.864,9.636,24.478,2.478,38.826,25.3,20.708,15.2
2011-06-04,4.083,91.0,72.667,51.0,22.292,25.583,3.292,28.708,2.958,37.042,27.0,23.05,20.1
2011-06-05,4.292,99.0,75.5,58.0,18.261,20.783,2.522,36.833,1.833,48.333,27.5,23.2,19.0
2011-06-06,4.217,99.0,65.083,33.0,19.25,21.167,1.917,33.083,2.083,42.0,31.5,24.121,18.1
2011-06-07,4.417,92.0,73.583,59.0,27.292,31.042,3.75,30.833,4.958,42.417,24.9,22.379,20.6
2011-06-08,2.652,99.0,82.708,62.0,12.826,13.87,1.043,9.522,1.136,13.174,24.2,20.358,18.3
2011-06-09,4.0,94.0,68.75,38.0,23.125,26.125,3.0,18.167,3.417,21.125,26.9,22.746,18.2
2011-06-10,3.625,89.0,81.5,65.0,24.958,29.958,5.0,18.5,3.333,23.208,25.7,23.525,21.3
2011-06-11,4.208,98.0,85.625,67.0,19.913,21.739,1.826,22.958,1.583,33.667,26.0,22.812,21.5
2011-06-12,5.348,94.0,73.0,46.0,24.042,25.792,1.75,32.042,3.083,45.75,27.5,23.95,21.2
2011-06-13,4.583,99.0,83.5,70.0,25.667,28.542,2.875,19.5,3.125,27.417,24.2,21.712,19.2
2011-06-14,3.875,95.0,76.125,59.0,23.333,26.125,2.792,18.083,2.913,23.167,25.7,22.442,20.4
2011-06-15,2.958,74.0,60.417,47.0,19.208,20.958,1.75,11.043,2.875,10.667,25.6,22.2,20.1
2011-06-16,3.542,99.0,78.75,65.0,22.75,26.667,3.917,13.167,2.375,16.75,24.2,21.683,18.8
2011-06-17,2.391,99.0,94.083,87.0,12.81,14.238,1.429,6.727,1.0,10.696,21.3,19.538,18.2
2011-06-18,4.0,99.0,84.917,66.0,23.75,27.167,3.417,13.625,2.708,20.083,23.1,20.704,18.9
2011-06-19,4.208,98.0,79.083,57.0,17.083,18.458,1.375,20.292,1.875,29.542,26.1,22.708,19.7
2011-06-20,3.125,91.0,79.625,65.0,24.833,32.125,7.292,13.417,2.391,17.208,27.3,24.733,22.0
2011-06-21,2.375,91.0,74.792,52.0,18.625,23.958,5.333,9.042,1.042,8.667,30.8,26.296,23.9
2011-06-22,4.304,93.0,69.375,41.0,38.609,52.435,13.826,24.13,2.826,32.826,33.5,28.267,23.3
2011-06-23,2.917,84.0,71.0,56.0,19.783,28.348,8.565,22.667,1.583,32.667,33.0,29.038,26.7
2011-06-24,1.652,79.0,65.708,53.0,8.875,11.875,3.0,16.625,1.0,19.375,34.0,30.054,26.8
2011-06-25,2.458,91.0,78.5,66.0,9.5,13.833,4.333,14.208,1.125,16.333,28.3,25.15,21.3
2011-06-26,2.542,99.0,91.75,82.0,6.625,7.125,0.5,14.625,1.0,21.917,23.7,22.2,20.7
2011-06-27,3.375,98.0,96.0,86.0,20.958,27.458,6.5,18.375,1.0,32.708,24.2,22.7,21.0
2011-06-28,4.917,98.0,74.75,49.0,31.625,49.25,17.625,27.167,2.125,46.667,34.0,28.229,22.8
2011-06-29,3.542,86.0,62.042,43.0,20.478,24.043,3.565,23.0,2.458,29.292,37.5,31.217,26.0
2011-06-30,3.652,94.0,68.833,44.0,23.333,28.083,4.75,22.583,3.125,30.667,35.3,29.992,26.6
2011-07-01,3.826,93.0,68.417,35.0,28.696,35.913,7.217,23.091,2.455,31.043,36.5,29.825,26.3
2011-07-02,2.5,94.0,80.875,63.0,9.792,11.833,2.042,24.833,1.696,40.792,30.5,27.421,25.4
2011-07-03,2.625,95.0,74.625,60.0,13.458,15.708,2.25,20.042,2.25,26.333,32.0,28.7,24.6
2011-07-04,1.958,82.0,69.542,53.0,8.167,10.5,2.333,28.625,1.167,41.167,34.7,30.321,27.6
2011-07-05,2.958,92.0,72.875,60.0,21.696,25.435,3.739,17.583,2.458,24.5,32.7,29.046,25.9
2011-07-06,3.043,87.0,67.333,46.0,19.5,21.958,2.458,23.417,2.25,30.75,33.6,29.092,25.6
2011-07-07,2.0,97.0,77.917,64.0,11.375,14.333,2.958,10.375,1.333,8.583,30.2,27.546,24.5
2011-07-08,3.087,89.0,77.042,59.0,22.045,48.5,26.455,16.042,1.952,22.043,32.6,29.154,27.5
2011-07-09,4.208,88.0,74.917,59.0,27.5,64.542,37.042,21.625,4.833,30.75,34.3,30.412,28.1
2011-07-10,2.833,83.0,68.375,53.0,17.458,26.292,8.833,15.0,3.75,16.458,34.6,30.838,27.8
2011-07-11,3.125,93.0,72.833,43.0,18.87,37.043,18.174,15.208,3.708,17.333,35.4,30.771,27.8
2011-07-12,2.522,89.0,75.625,58.0,15.5,30.042,14.542,12.333,2.917,13.958,33.7,29.812,27.5
2011-07-13,3.042,88.0,72.208,57.0,18.333,33.208,14.875,13.792,3.75,13.208,33.5,29.788,27.2
2011-07-14,3.375,89.0,69.917,51.0,21.083,38.5,17.417,14.625,4.087,17.292,34.0,30.029,26.9
2011-07-15,3.478,83.0,65.833,51.0,26.609,43.348,16.739,18.0,4.087,20.087,35.4,30.929,27.3
2011-07-16,2.75,88.0,72.417,55.0,18.167,25.375,7.208,19.458,4.667,21.917,34.3,30.392,27.4
2011-07-17,1.958,83.0,69.417,56.0,10.261,13.783,3.522,13.958,2.792,15.208,34.7,30.879,27.1
2011-07-18,2.0,89.0,72.208,48.0,8.0,14.625,6.625,15.833,3.625,23.208,36.2,31.212,28.4
2011-07-19,2.333,98.0,92.333,87.0,9.792,18.583,8.792,13.292,1.542,24.792,29.3,28.379,27.3
2011-07-20,2.042,98.0,92.583,77.0,11.167,15.583,4.417,14.458,1.087,25.792,29.7,26.421,21.5
2011-07-21,1.5,98.0,76.458,51.0,6.917,8.083,1.167,8.083,0.708,7.792,24.1,21.179,19.0
2011-07-22,1.696,83.0,63.917,51.0,7.304,8.783,1.478,9.261,0.87,9.087,25.7,21.688,17.8
2011-07-23,1.792,83.0,70.042,59.0,8.609,10.043,1.435,8.125,1.0,8.25,28.3,23.729,19.2
2011-07-24,2.652,92.0,71.958,52.0,13.917,16.083,2.167,13.542,2.375,16.5,31.2,26.979,22.8
2011-07-25,2.875,91.0,73.833,56.0,23.875,31.167,7.292,18.292,3.667,21.375,32.1,28.438,25.5
2011-07-26,2.292,80.0,72.667,64.0,17.333,21.5,4.167,12.583,1.13,14.792,30.6,28.175,26.0
2011-07-27,3.917,92.0,74.75,58.0,34.667,51.125,16.458,17.0,2.292,23.958,32.4,28.971,26.6
2011-07-28,3.875,98.0,86.5,65.0,26.75,31.875,5.125,22.542,1.417,42.583,30.2,26.942,24.6
2011-07-29,4.304,98.0,87.083,65.0,35.682,45.182,9.5,21.304,1.87,43.318,29.6,26.967,25.1
2011-07-30,2.565,98.0,80.917,50.0,13.833,16.708,2.875,13.792,1.042,18.083,32.1,26.683,23.9
2011-07-31,1.875,98.0,85.542,69.0,2.917,3.125,0.208,14.25,1.0,15.5,25.4,24.0,22.8
2011-08-01,2.417,91.0,74.625,53.0,7.667,8.458,0.792,19.917,1.174,26.25,29.1,25.246,22.6
2011-08-02,2.833,92.0,74.375,54.0,11.583,13.292,1.708,17.783,1.292,22.0,30.3,26.362,22.4
2011-08-03,2.5,98.0,84.292,62.0,15.292,20.833,5.542,13.667,1.125,18.333,30.8,26.679,24.6
2011-08-04,1.542,98.0,79.792,61.0,9.826,14.0,4.174,12.292,1.083,19.875,31.5,27.867,24.8
2011-08-05,2.591,98.0,76.958,54.0,15.913,25.13,9.217,9.696,1.957,13.13,32.8,28.75,25.3
2011-08-06,3.292,90.0,72.0,56.0,19.458,32.458,13.0,14.833,2.542,19.25,33.9,30.146,26.7
2011-08-07,3.083,85.0,72.667,49.0,12.667,13.542,0.875,19.167,1.043,28.208,36.1,30.233,27.2
2011-08-08,3.792,91.0,69.042,52.0,26.917,32.417,5.5,20.708,2.542,30.792,35.1,30.771,26.2
2011-08-09,3.75,87.0,68.583,52.0,29.875,36.167,6.292,23.625,3.083,38.042,36.2,31.75,27.9
2011-08-10,2.958,83.0,71.042,55.0,25.478,29.696,4.217,26.542,2.667,46.0,36.1,32.025,28.7
2011-08-11,3.652,86.0,70.083,52.0,29.708,33.0,3.292,31.292,2.458,63.125,37.3,32.379,29.4
2011-08-12,3.826,81.0,63.708,42.0,22.727,24.273,1.545,27.833,2.318,45.087,37.7,32.338,28.7
2011-08-13,3.125,89.0,72.333,43.0,13.75,14.708,0.958,32.833,2.87,58.042,36.8,31.4,27.6
2011-08-14,3.375,90.0,73.75,55.0,11.875,12.875,1.0,34.458,2.417,66.167,36.0,31.512,28.9
2011-08-15,2.333,76.0,67.208,60.0,12.5,14.625,2.125,22.083,2.083,36.083,34.8,31.717,28.7
2011-08-16,3.917,90.0,72.667,56.0,21.565,23.261,1.696,27.333,2.792,53.042,35.1,31.558,27.9
2011-08-17,3.304,88.0,70.208,54.0,17.833,19.958,2.125,26.292,2.25,44.958,35.8,31.779,27.9
2011-08-18,2.696,78.0,64.375,51.0,17.773,20.909,3.136,28.217,2.0,49.087,36.9,33.175,29.9
2011-08-19,2.167,98.0,87.792,72.0,11.583,12.917,1.333,11.25,0.696,19.833,31.6,25.754,22.5
2011-08-20,2.25,90.0,77.042,59.0,12.0,13.333,1.333,7.5,0.792,12.292,26.3,24.279,22.8
2011-08-21,2.0,98.0,96.583,92.0,5.958,6.292,0.333,4.25,0.458,8.875,23.5,21.0,19.7
2011-08-22,2.708,98.0,94.25,84.0,15.174,17.87,2.696,4.875,0.667,10.708,23.1,21.467,20.0
