date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CO_mean
2011-03-12,92.0,45.125,23.0,21.354,29.854,8.5,7.292,6.958,12.5,6.775,2.7,3.542
2011-03-13,66.0,44.375,26.0,21.958,32.646,10.688,7.458,7.521,12.3,6.779,2.4,3.957
2011-03-14,73.0,55.667,36.0,40.174,78.891,38.718,16.217,14.087,13.8,7.7,2.6,6.739
2011-03-15,89.0,53.583,28.0,26.22,43.627,17.407,19.5,17.354,13.5,7.575,3.2,4.25
2011-03-16,68.0,50.25,32.0,38.529,74.596,36.067,19.083,18.271,12.0,7.65,2.4,6.458
2011-03-17,100.0,91.042,69.0,44.875,83.708,38.834,40.25,33.73,8.2,6.504,4.5,8.375
2011-03-18,99.0,92.542,81.0,35.479,72.416,36.938,37.375,33.312,11.4,9.175,6.5,9.667
2011-03-19,99.0,44.5,26.0,22.684,31.655,8.971,10.909,11.652,12.6,8.754,5.7,3.318
2011-03-20,51.0,38.917,27.0,26.646,39.979,13.334,15.125,15.355,15.5,8.825,3.6,5.417
2011-03-21,45.0,35.083,24.0,17.308,23.136,5.828,8.792,8.708,14.0,8.058,4.3,2.708
2011-03-22,52.0,43.0,33.0,57.275,123.852,66.576,29.958,27.396,15.7,9.854,3.4,9.125
2011-03-23,100.0,76.792,53.0,49.292,98.438,49.146,35.708,33.458,12.0,9.417,7.4,8.5
2011-03-24,100.0,84.542,49.0,39.98,80.958,40.98,14.75,13.021,12.4,7.821,5.8,8.208
2011-03-25,80.0,50.042,24.0,24.167,38.458,14.292,9.5,9.708,14.9,8.617,4.0,5.087
2011-03-26,56.0,40.75,29.0,31.196,50.87,19.674,12.826,11.0,11.6,7.508,3.3,5.217
2011-03-27,74.0,47.917,26.0,39.032,64.448,25.416,16.25,15.771,15.6,9.388,2.9,5.958
2011-03-28,78.0,53.958,30.0,33.338,54.64,21.302,25.583,24.938,18.7,10.862,5.3,5.0
2011-03-29,56.0,44.958,26.0,31.312,55.75,24.438,15.375,15.416,18.2,11.979,6.0,5.292
2011-03-30,69.0,57.042,46.0,29.083,44.938,15.854,13.667,14.979,19.9,14.796,10.5,4.417
2011-03-31,96.0,66.917,47.0,12.938,18.958,6.02,9.083,11.334,18.5,13.562,7.9,3.0
2011-04-01,70.0,53.042,32.0,36.854,67.688,30.834,21.826,19.229,17.8,11.588,5.4,5.667
2011-04-02,77.0,53.167,27.0,45.981,96.654,50.673,32.583,32.312,21.7,13.783,8.1,9.042
2011-04-03,74.0,54.042,41.0,19.522,30.314,10.792,12.364,13.5,9.3,8.025,6.6,5.542
2011-04-04,73.0,47.542,20.0,27.167,54.146,26.979,12.375,11.792,16.6,9.7,5.6,5.125
2011-04-05,59.0,41.75,25.0,40.542,82.188,41.646,17.458,15.312,19.8,11.008,3.2,6.833
2011-04-06,65.0,41.043,14.0,46.227,76.659,30.432,24.304,24.804,21.6,14.458,6.6,5.636
2011-04-07,65.0,50.792,33.0,34.5,55.688,21.188,20.913,22.042,21.3,15.867,10.5,4.833
2011-04-08,66.0,57.375,50.0,17.534,25.598,8.065,11.125,14.084,19.1,17.3,15.4,3.0
2011-04-09,99.0,85.458,65.0,21.279,34.232,12.953,11.292,15.23,18.5,16.192,12.6,4.333
2011-04-10,94.0,60.542,36.0,20.166,29.312,9.146,13.667,16.312,20.0,14.896,10.9,5.625
2011-04-11,99.0,71.667,42.0,33.458,53.354,19.896,22.25,27.271,21.1,14.379,9.2,5.708
2011-04-12,62.0,33.875,18.0,21.646,31.292,9.645,15.0,18.208,17.7,11.962,7.4,3.565
2011-04-13,62.0,44.125,26.0,44.375,64.688,20.312,21.75,26.646,22.5,14.883,6.5,5.625
2011-04-14,75.0,47.5,25.0,49.413,77.75,28.337,29.208,36.239,24.6,17.621,10.5,7.174
2011-04-15,83.0,60.0,44.0,30.288,42.68,12.392,24.833,33.354,23.4,18.775,13.6,4.625
2011-04-16,94.0,59.458,33.0,18.812,28.979,10.167,15.522,20.458,27.8,19.433,12.7,4.042
2011-04-17,74.0,45.833,31.0,15.834,19.604,3.77,12.125,17.23,20.9,14.704,9.6,4.208
2011-04-18,76.0,64.542,52.0,33.208,71.5,38.292,17.13,18.77,17.9,15.354,12.5,7.348
2011-04-19,99.0,85.375,64.0,26.583,46.854,20.271,9.25,12.916,16.5,10.7,6.3,5.667
2011-04-20,82.0,60.875,37.0,35.516,91.494,55.978,14.292,13.416,19.1,11.504,5.2,8.792
2011-04-21,87.0,73.083,59.0,35.774,82.076,46.302,15.391,16.739,16.2,12.621,9.2,8.391
2011-04-22,94.0,70.833,49.0,31.875,49.708,17.834,19.609,24.354,19.2,15.767,11.5,5.25
2011-04-23,99.0,92.25,82.0,22.562,33.125,10.562,7.792,17.646,18.3,16.788,15.5,4.208
2011-04-24,92.0,51.875,30.0,15.48,21.042,5.562,8.417,11.23,22.1,16.8,11.8,4.87
2011-04-25,90.0,54.958,29.0,32.265,60.479,28.214,15.958,17.261,20.7,15.262,10.5,6.435
2011-04-26,63.0,48.625,35.0,39.799,70.31,30.512,21.458,23.875,23.1,16.188,10.4,6.042
2011-04-27,99.0,70.5,51.0,27.26,48.754,21.494,29.042,37.208,24.9,19.058,12.2,5.417
2011-04-28,99.0,55.583,29.0,22.292,34.354,12.062,11.875,16.854,26.9,20.262,14.0,4.167
2011-04-29,79.0,51.792,40.0,25.167,39.375,14.208,11.292,14.833,20.4,15.762,12.0,6.292
2011-04-30,92.0,63.417,36.0,26.25,39.812,13.562,21.042,25.834,22.8,17.75,11.8,5.652
2011-05-01,99.0,72.667,48.0,12.479,14.042,1.562,14.167,19.438,21.8,18.704,16.1,3.583
2011-05-02,97.0,44.208,20.0,28.324,44.366,16.042,49.542,86.254,26.6,20.192,14.1,5.167
2011-05-03,98.0,66.875,42.0,24.076,37.582,13.506,30.0,55.958,19.8,16.033,13.8,6.792
2011-05-04,94.0,62.375,38.0,19.214,27.072,7.858,17.087,28.764,23.0,18.175,13.4,5.261
2011-05-05,86.0,67.167,50.0,20.23,33.333,13.105,16.217,22.479,17.6,15.621,13.6,6.25
2011-05-06,87.0,72.375,55.0,36.0,89.646,53.646,21.917,24.354,20.5,16.55,12.9,9.348
2011-05-07,99.0,93.208,80.0,36.708,81.021,44.312,21.708,33.438,18.9,16.708,15.5,8.0
2011-05-08,99.0,58.208,31.0,24.641,31.065,6.424,23.542,31.208,28.1,21.333,14.8,5.875
2011-05-09,72.0,49.083,32.0,34.174,49.914,15.74,21.75,27.667,24.9,20.412,15.3,5.625
2011-05-10,97.0,71.917,53.0,40.826,73.326,32.5,30.125,37.717,27.6,22.742,19.1,7.0
2011-05-11,99.0,95.375,88.0,42.417,92.708,50.292,13.792,20.104,17.4,15.438,14.1,8.583
2011-05-12,99.0,97.0,88.0,38.146,83.52,45.375,16.417,21.146,17.2,15.796,14.2,7.391
2011-05-13,96.0,81.542,54.0,41.938,97.146,55.208,21.917,30.896,26.6,20.117,16.0,9.042
2011-05-14,79.0,52.042,26.0,37.158,58.052,20.895,27.542,48.042,27.0,20.483,15.1,7.083
2011-05-15,59.0,33.958,19.0,14.259,15.763,1.504,14.292,19.416,26.7,21.175,15.0,2.958
2011-05-16,69.0,50.75,34.0,27.5,36.282,8.782,18.783,30.674,24.6,20.725,16.5,3.783
2011-05-17,93.0,73.458,53.0,33.146,44.292,11.146,28.125,39.688,23.7,18.912,15.9,4.583
2011-05-18,93.0,63.583,36.0,38.896,60.979,22.084,37.0,41.084,26.0,20.512,15.2,6.348
2011-05-19,89.0,57.917,31.0,38.688,53.667,14.98,38.042,41.146,27.7,22.096,16.1,5.583
2011-05-20,78.0,60.667,40.0,39.274,54.656,15.382,34.792,40.52,29.8,23.633,18.8,5.333
2011-05-21,84.0,68.0,46.0,25.438,34.41,8.972,27.458,33.25,30.5,24.388,19.7,4.417
2011-05-22,99.0,83.042,53.0,12.938,19.521,6.584,11.75,17.166,30.2,21.396,15.9,3.833
2011-05-23,97.0,76.542,60.0,34.334,82.792,48.458,12.292,15.583,18.7,16.096,13.2,7.5
2011-05-24,99.0,81.375,51.0,37.417,75.375,37.958,10.25,15.042,20.7,15.079,12.4,7.348
2011-05-25,91.0,59.292,30.0,39.457,72.435,32.978,17.125,21.087,25.8,19.704,13.1,6.783
2011-05-26,92.0,73.458,54.0,40.055,94.011,53.956,20.083,24.688,23.1,20.112,17.1,8.792
2011-05-27,99.0,79.75,60.0,36.837,68.334,31.498,16.792,23.334,21.6,19.275,17.7,6.5
2011-05-28,99.0,97.958,97.0,31.834,48.792,16.958,13.583,22.021,19.4,18.488,17.4,6.333
2011-05-29,99.0,97.75,94.0,19.521,34.354,14.834,3.667,7.549,19.6,18.371,16.4,6.125
2011-05-30,99.0,74.708,48.0,20.146,38.042,17.896,2.167,6.584,22.5,17.633,16.2,4.0
2011-05-31,63.0,55.542,45.0,23.244,60.64,37.396,14.955,18.43,21.1,16.467,12.9,6.217
2011-06-01,72.0,57.667,49.0,31.919,71.565,39.646,30.958,36.98,19.0,16.188,12.6,6.167
2011-06-02,99.0,92.375,73.0,39.258,93.516,54.258,35.583,42.584,17.7,16.004,14.8,7.708
2011-06-03,99.0,71.625,46.0,38.48,71.5,33.02,24.625,29.916,26.8,20.579,14.7,6.458
2011-06-04,87.0,68.042,46.0,24.666,32.062,7.396,27.708,32.979,28.4,23.492,19.1,4.875
2011-06-05,98.0,74.167,55.0,23.396,29.125,5.729,38.292,48.646,27.8,23.088,18.6,5.826
2011-06-06,97.0,61.5,26.0,31.73,48.584,16.854,32.583,33.646,31.7,24.238,17.9,5.833
2011-06-07,85.0,68.958,55.0,35.191,45.624,10.433,34.0,37.417,26.1,22.65,20.8,5.667
2011-06-08,99.0,80.292,57.0,38.742,74.908,36.166,14.833,16.334,24.6,20.538,18.3,9.958
2011-06-09,91.0,67.042,41.0,36.457,69.109,32.652,19.87,21.152,27.4,22.817,18.2,8.261
2011-06-10,91.0,77.292,64.0,27.521,40.771,13.25,19.75,23.292,26.3,23.612,20.7,4.375
2011-06-11,98.0,83.583,62.0,28.521,41.729,13.208,25.125,30.771,26.6,22.933,21.7,6.0
2011-06-12,89.0,71.667,45.0,29.646,40.688,11.042,33.792,37.708,27.0,23.808,20.9,8.458
2011-06-13,99.0,81.625,67.0,45.394,79.872,34.478,25.792,31.312,24.4,21.946,19.1,8.5
2011-06-14,91.0,74.917,54.0,40.766,80.446,39.68,22.783,25.729,26.6,22.567,20.6,9.0
2011-06-15,73.0,57.042,46.0,36.084,74.562,38.479,14.25,13.416,25.4,22.296,20.2,7.0
2011-06-16,95.0,76.458,64.0,38.364,81.068,42.704,16.826,20.196,24.3,21.621,18.8,7.636
2011-06-17,98.0,93.792,88.0,34.021,76.416,42.396,11.458,15.062,20.9,19.342,18.0,7.826
2011-06-18,98.0,83.708,66.0,37.062,67.479,30.417,15.708,20.98,22.8,20.629,18.8,7.792
2011-06-19,98.0,77.417,54.0,24.488,35.044,10.555,23.208,26.104,26.1,22.575,19.5,7.417
2011-06-20,91.0,76.708,59.0,23.057,34.014,10.956,12.458,13.583,28.1,24.792,22.1,3.917
2011-06-21,90.0,73.208,50.0,25.77,42.75,16.979,9.625,9.27,31.3,26.375,23.7,4.208
2011-06-22,91.0,63.917,36.0,47.881,81.666,33.784,26.522,31.282,35.1,29.346,22.9,8.391
2011-06-23,84.0,70.667,53.0,24.104,40.646,16.542,22.625,28.042,33.9,29.096,26.4,4.0
2011-06-24,77.0,64.667,49.0,14.292,26.416,12.125,17.958,18.666,34.3,30.108,26.9,3.0
2011-06-25,91.0,77.375,61.0,23.731,57.579,33.848,15.542,19.167,28.5,25.35,21.2,7.417
2011-06-26,97.0,91.25,84.0,21.552,43.408,21.856,21.042,24.875,23.4,22.133,20.8,8.708
2011-06-27,98.0,95.625,89.0,33.666,92.458,58.792,26.208,32.979,23.4,22.438,21.3,9.542
2011-06-28,98.0,72.583,46.0,45.834,99.854,54.021,33.0,42.958,35.3,28.683,22.7,10.208
2011-06-29,86.0,62.0,42.0,39.146,72.158,33.012,26.091,30.826,37.8,31.321,26.0,7.409
2011-06-30,94.0,71.625,43.0,31.792,50.125,18.334,23.0,29.146,35.3,29.525,26.0,4.458
2011-07-01,92.0,71.708,36.0,39.694,71.267,31.574,23.292,24.912,36.8,29.183,25.4,6.792
2011-07-02,98.0,81.083,58.0,27.769,66.48,38.711,32.458,30.598,31.9,27.371,24.8,9.458
2011-07-03,94.0,72.583,56.0,19.292,29.604,10.312,19.542,23.729,32.9,28.696,24.2,5.292
2011-07-04,82.0,68.333,52.0,13.688,22.688,9.0,26.375,36.021,34.7,30.225,27.2,2.625
2011-07-05,98.0,73.25,53.0,32.02,47.562,15.542,17.125,23.604,34.7,29.238,25.3,5.826
2011-07-06,86.0,63.625,41.0,37.654,64.04,26.385,24.304,30.454,34.5,29.008,24.7,6.826
2011-07-07,98.0,75.958,61.0,17.085,30.312,13.228,10.0,12.542,30.8,27.483,24.3,3.083
2011-07-08,96.0,75.083,59.0,28.633,74.356,45.724,16.167,22.438,32.3,29.154,26.2,6.625
2011-07-09,86.0,68.458,52.0,34.229,86.812,52.584,21.458,30.062,35.4,31.125,27.8,8.375
2011-07-10,82.0,62.833,44.0,14.875,22.062,7.188,12.583,13.604,36.5,31.421,27.3,3.375
2011-07-11,83.0,66.292,42.0,21.99,43.919,21.93,12.478,12.43,36.1,31.129,27.5,4.455
2011-07-12,89.0,70.25,53.0,17.625,38.666,21.042,11.917,12.438,34.1,30.217,26.9,3.917
2011-07-13,79.0,65.043,48.0,19.739,38.608,18.87,12.478,13.453,34.7,30.312,27.2,3.708
2011-07-14,77.0,61.083,42.0,22.308,40.288,17.98,13.783,13.334,36.0,30.829,26.7,3.917
2011-07-15,80.0,58.875,45.0,32.646,50.854,18.208,17.125,18.292,37.4,31.679,27.0,5.0
2011-07-16,86.0,66.042,46.0,20.292,34.604,14.312,16.458,19.812,35.9,30.958,27.1,3.917
2011-07-17,82.0,64.708,47.0,9.542,15.729,6.188,11.875,15.021,36.7,31.267,26.6,3.13
2011-07-18,83.0,69.375,47.0,7.98,17.042,9.062,11.125,16.834,35.5,31.029,28.1,2.875
2011-07-19,97.0,88.458,78.0,13.756,42.233,28.478,13.348,25.854,29.3,28.333,27.6,4.565
2011-07-20,98.0,88.125,74.0,17.43,40.876,23.447,14.0,26.4,29.9,26.592,21.3,4.958
2011-07-21,98.0,76.125,51.0,20.271,57.854,37.584,9.542,11.125,24.2,20.758,18.6,5.833
2011-07-22,83.0,63.333,49.0,25.562,75.604,50.042,13.25,14.958,26.3,21.633,17.5,7.208
2011-07-23,79.0,67.542,55.0,23.77,59.688,35.917,10.875,11.396,29.7,24.067,18.8,7.609
2011-07-24,87.0,70.667,55.0,18.75,30.438,11.688,13.042,14.916,30.3,26.867,22.8,4.875
2011-07-25,86.0,68.792,50.0,23.506,38.24,14.734,16.542,19.938,32.9,28.683,25.5,4.0
2011-07-26,79.0,71.708,63.0,24.895,42.44,17.544,11.417,13.979,30.8,27.938,25.5,4.125
2011-07-27,88.0,72.25,54.0,42.478,84.174,41.696,18.957,23.5,33.5,29.133,26.0,7.826
2011-07-28,98.0,85.625,59.0,39.896,77.146,37.25,24.708,34.688,31.1,26.8,24.6,9.0
2011-07-29,98.0,85.792,58.0,37.312,76.979,39.666,24.417,34.896,30.6,26.838,24.8,7.739
2011-07-30,98.0,80.875,52.0,30.792,67.396,36.604,16.708,21.312,31.2,26.492,23.7,8.042
2011-07-31,97.0,85.042,72.0,14.476,33.382,18.907,16.0,21.0,24.9,23.796,22.8,6.25
2011-08-01,89.0,73.958,52.0,29.264,84.648,55.385,22.667,26.812,29.3,25.158,22.4,9.375
2011-08-02,90.0,77.579,59.0,33.23,89.458,56.23,21.087,25.938,28.7,25.358,22.5,8.708
2011-08-03,97.0,84.25,61.0,30.336,94.862,64.526,17.13,23.652,30.3,26.3,24.5,9.826
2011-08-04,96.0,77.917,62.0,22.75,81.625,58.875,15.5,21.188,30.6,27.517,24.6,8.652
2011-08-05,98.0,77.5,55.0,20.562,56.166,35.604,11.542,15.333,32.4,28.288,25.1,5.667
2011-08-06,91.0,73.708,54.0,24.786,43.468,18.682,14.75,18.23,34.3,29.717,26.4,5.167
2011-08-07,90.0,75.125,47.0,21.789,33.502,11.714,19.375,26.854,36.4,29.642,26.3,6.542
2011-08-08,96.0,70.917,52.0,33.062,48.542,15.479,21.25,26.646,35.4,30.071,25.3,5.5
2011-08-09,85.0,68.167,51.0,36.625,60.083,23.458,24.792,31.542,35.9,31.329,27.2,6.417
2011-08-10,88.0,68.167,47.0,27.521,38.125,10.604,26.917,37.438,37.2,32.196,27.9,4.522
2011-08-11,89.0,71.958,50.0,37.572,52.424,14.852,32.826,51.76,37.4,31.921,28.8,6.391
2011-08-12,82.0,63.833,39.0,34.671,57.843,23.172,30.542,38.334,37.8,32.133,28.1,7.583
2011-08-13,87.0,69.25,42.0,25.722,39.855,14.133,35.208,53.458,37.1,31.458,27.4,7.042
2011-08-14,89.0,73.042,55.0,13.875,16.25,2.375,34.333,51.584,35.6,31.121,28.3,4.417
2011-08-15,81.0,66.083,55.0,17.75,24.208,6.458,22.0,29.292,35.0,31.358,27.6,3.792
2011-08-16,90.0,70.917,55.0,21.208,29.229,8.02,27.25,37.5,35.0,31.417,27.5,5.304
2011-08-17,86.0,64.583,43.0,26.13,37.63,11.5,26.304,34.913,36.9,31.904,27.6,5.391
2011-08-18,75.0,60.5,45.0,24.992,35.132,10.14,29.667,42.271,38.5,33.283,29.5,4.417
2011-08-19,98.0,87.375,74.0,25.568,55.348,29.78,12.917,19.542,30.5,25.475,22.4,6.333
2011-08-20,91.0,78.208,61.0,26.834,54.584,27.75,8.917,14.292,25.7,23.871,22.5,7.083
2011-08-21,98.0,96.5,92.0,17.542,33.292,15.75,4.5,9.792,23.2,20.708,19.5,5.792
2011-08-22,98.0,94.417,84.0,30.52,83.562,53.042,9.292,14.625,22.8,21.2,19.6,8.696
2011-08-23,98.0,81.792,55.0,30.0,70.804,40.804,20.739,33.13,31.7,25.767,21.6,7.087
2011-08-24,97.0,75.625,53.0,16.189,40.065,23.876,13.25,16.896,33.8,28.367,24.7,3.458
2011-08-25,96.0,83.458,67.0,15.339,38.653,23.314,7.917,10.52,29.5,27.054,25.4,3.542
2011-08-26,98.0,83.333,50.0,27.312,69.583,42.271,14.083,19.562,33.9,26.617,23.2,7.167
2011-08-27,98.0,82.25,62.0,26.584,73.042,46.458,14.583,17.938,28.5,24.567,22.3,9.167
2011-08-28,91.0,70.208,44.0,21.146,38.688,17.542,12.125,14.125,33.0,26.479,21.9,7.522
2011-08-29,90.0,71.458,50.0,27.5,73.312,45.812,15.0,16.354,32.4,27.083,23.1,7.917
2011-08-30,98.0,68.833,38.0,27.612,70.774,43.162,13.833,15.583,34.0,27.454,23.0,7.333
2011-08-31,98.0,78.292,57.0,25.354,74.474,49.12,14.042,19.667,31.6,27.012,22.3,8.292
2011-09-01,98.0,80.75,56.0,16.978,68.978,52.0,13.348,22.956,32.4,28.783,26.1,8.087
2011-09-02,98.0,79.083,58.0,14.605,47.021,32.416,12.792,24.562,32.3,28.725,25.5,4.708
2011-09-03,96.0,77.417,65.0,10.625,24.77,14.146,14.333,27.854,30.6,28.346,25.7,3.522
2011-09-04,88.0,75.5,59.0,10.021,17.688,7.667,11.0,21.917,29.7,27.579,26.1,3.167
2011-09-05,98.0,84.75,62.0,28.241,67.824,39.584,13.333,22.708,28.9,26.288,24.2,7.167
2011-09-06,98.0,72.375,39.0,30.976,60.166,29.191,9.435,11.87,30.9,25.262,21.8,5.87
2011-09-07,91.0,62.417,42.0,35.646,63.0,27.354,16.542,20.896,31.8,25.95,20.6,5.875
2011-09-08,92.0,66.625,42.0,38.584,59.875,21.292,24.667,31.979,32.5,26.842,21.9,6.208
