date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-04-02,25.41633333333333,40.55533333333333,15.139000000000001,25.562,1.792,192.087,6.042,22.043,214.13
2011-04-03,11.278,16.236333333333334,4.958333333333333,9.348,1.125,190.522,4.875,8.783,199.304
2011-04-04,20.95266666666667,38.222,17.269666666666666,9.5,1.0,194.048,4.818,9.619,203.667
2011-04-05,25.194666666666667,38.666666666666664,13.472,16.944,2.25,191.783,4.773,12.304,204.087
2011-04-06,32.74966666666666,55.31933333333333,22.569666666666667,21.368,2.667,193.783,5.667,21.478,215.261
2011-04-07,23.208,31.180333333333333,7.972333333333334,16.391,1.75,191.174,4.208,15.652,206.826
2011-04-08,17.430333333333333,20.138666666666666,2.7083333333333335,11.917,1.0,186.913,3.292,11.0,197.913
2011-04-09,16.458333333333332,24.417,7.958333333333333,12.958,0.5,188.174,4.667,12.739,200.913
2011-04-10,17.403000000000002,21.236333333333334,3.8333333333333335,25.542,2.292,191.043,5.542,12.261,203.304
2011-04-11,26.237666666666666,42.80666666666667,16.56833333333333,26.478,2.174,193.636,6.045,19.545,213.182
2011-04-12,23.083333333333332,40.291666666666664,17.20866666666667,19.375,1.333,191.783,5.167,12.913,204.696
2011-04-13,47.31933333333333,81.45833333333333,34.139,27.875,5.667,195.609,7.042,31.913,227.522
2011-04-14,40.833333333333336,63.00033333333334,22.166666666666668,28.875,4.75,194.957,8.0,28.217,223.174
2011-04-15,29.569333333333333,39.18066666666667,9.610999999999999,25.542,3.292,192.391,5.875,20.217,212.609
2011-04-16,18.555666666666667,29.680666666666667,11.125,26.417,1.208,192.609,5.875,17.957,210.565
2011-04-17,12.208333333333334,15.263666666666666,3.0553333333333335,14.375,2.042,189.348,5.667,7.304,196.652
2011-04-18,24.291666666666668,36.007,11.714666666666668,19.591,2.261,191.273,5.81,14.773,206.045
2011-04-19,26.861,48.69433333333333,21.833333333333332,8.208,0.375,190.435,5.542,13.913,204.348
2011-04-20,20.055666666666667,38.43033333333333,18.375,6.792,0.167,190.304,4.542,11.522,201.826
2011-04-21,31.708333333333332,53.486,21.777666666666665,14.304,3.167,190.957,6.333,15.957,206.913
2011-04-22,29.866333333333333,46.15366666666667,16.288,21.583,1.348,191.696,5.833,23.043,214.739
2011-04-23,11.541666666666666,13.500333333333336,1.9583333333333333,9.708,0.167,185.609,3.917,10.957,196.565
2011-04-24,15.694333333333333,20.125,4.4303333333333335,13.25,0.792,192.217,5.417,13.087,205.304
2011-04-25,35.528333333333336,59.584333333333326,24.056,18.783,1.444,193.455,7.091,19.591,213.045
2011-04-26,29.291666666666668,52.40266666666667,23.111,22.083,1.708,192.13,5.792,21.783,213.913
2011-04-27,13.722333333333333,16.777666666666665,3.0556666666666668,27.708,0.792,186.478,4.25,9.435,195.913
2011-04-28,27.611333333333334,48.25,20.638666666666666,14.583,0.375,188.0,5.375,16.412,204.412
2011-04-29,19.333333333333332,27.444333333333333,8.110999999999999,12.542,0.5,191.043,5.5,16.043,207.087
2011-04-30,21.819333333333333,32.236,10.416666666666666,19.667,1.833,191.522,5.417,20.304,211.826
2011-05-01,12.264000000000001,15.638666666666666,3.375,14.333,0.0,187.348,4.208,39.348,226.696
2011-05-02,19.555333333333333,30.186666666666667,10.631333333333334,62.136,0.609,191.0,5.682,15.429,206.429
2011-05-03,23.971999999999998,30.777666666666665,6.805666666666667,57.208,2.167,194.739,7.042,19.0,213.739
2011-05-04,16.916666666666668,22.486333333333334,5.5696666666666665,30.667,1.292,193.652,5.875,15.783,209.435
2011-05-05,17.416666666666668,21.055333333333333,3.638666666666667,17.75,2.083,190.609,5.542,10.957,201.565
2011-05-06,15.986333333333334,18.764,2.7776666666666667,24.083,0.913,189.348,4.458,11.478,200.826
2011-05-07,19.916666666666668,25.042,5.125,15.375,3.375,187.0,4.458,13.652,200.652
2011-05-08,14.361333333333334,17.403000000000002,3.0416666666666665,23.958,2.208,190.739,5.292,14.087,204.826
2011-05-09,22.637333333333334,30.473666666666663,7.835999999999999,29.261,2.522,190.947,5.818,18.579,209.526
2011-05-10,31.944333333333333,59.5,27.555333333333333,29.333,1.958,190.391,6.75,37.783,228.174
2011-05-11,29.958333333333332,48.111,18.153000000000002,10.625,0.0,189.478,5.333,25.087,214.565
2011-05-12,29.208,59.93033333333333,30.722333333333335,11.958,0.125,189.565,5.708,26.913,216.478
2011-05-13,23.044,38.943333333333335,15.899000000000001,36.5,0.739,189.783,4.792,17.391,207.174
2011-05-14,20.722333333333335,28.486333333333334,7.764,26.0,1.625,192.304,5.167,16.652,208.957
2011-05-15,17.458333333333332,21.596999999999998,4.139,21.5,2.75,191.391,5.708,15.174,206.565
2011-05-16,16.496333333333332,19.761,3.264666666666667,22.955,1.435,188.65,4.227,11.2,199.85
2011-05-17,26.000333333333334,36.889,10.889000000000001,26.25,1.167,189.739,5.042,17.696,207.435
2011-05-18,36.05533333333333,54.02766666666667,17.972333333333335,24.125,3.25,193.261,5.292,19.696,212.957
2011-05-19,27.902666666666665,42.014,14.110999999999999,29.167,3.958,191.87,5.417,20.565,212.435
2011-05-20,29.221999999999998,41.5,12.277666666666667,35.042,4.0,189.783,6.75,20.696,210.478
2011-05-21,20.958,26.25,5.292,26.792,2.292,187.13,5.208,16.391,203.522
2011-05-22,13.791666666666666,19.721999999999998,5.9303333333333335,11.208,0.625,186.348,4.125,12.304,198.652
2011-05-23,32.63333333333333,64.28133333333334,31.647666666666666,12.238,1.0,189.545,5.909,22.0,211.545
2011-05-24,27.611,40.93066666666667,13.319333333333333,8.5,1.833,188.783,5.792,15.087,203.87
2011-05-25,32.472,48.791333333333334,16.319333333333333,16.5,2.75,190.435,6.042,17.304,207.739
2011-05-26,20.333333333333332,23.819666666666667,3.486333333333333,15.333,0.917,189.739,4.208,15.609,205.348
2011-05-27,30.328999999999997,43.75366666666667,13.424666666666667,15.375,0.609,188.957,4.833,17.739,206.696
2011-05-28,32.84733333333333,56.333,23.486,14.583,0.0,192.783,7.875,35.348,228.13
2011-05-29,12.180666666666667,18.75,6.569333333333333,6.458,0.0,186.261,4.625,17.0,203.261
2011-05-30,14.219999999999999,25.587,11.366999999999999,6.909,0.0,188.238,3.955,11.571,199.81
2011-05-31,20.513666666666666,33.166666666666664,12.652666666666667,9.125,1.333,187.783,4.167,12.435,200.217
2011-06-01,14.013666666666666,16.375,2.361,20.167,0.0,187.478,3.833,10.957,198.435
2011-06-02,22.930666666666667,39.59733333333333,16.666666666666668,11.042,0.0,188.261,4.792,23.304,211.565
2011-06-03,37.833333333333336,67.87533333333333,30.041666666666668,27.042,3.083,191.739,6.958,30.739,222.478
2011-06-04,24.153000000000002,32.333333333333336,8.180666666666667,33.0,2.25,192.957,6.333,25.0,217.957
2011-06-05,19.944333333333333,23.430666666666667,3.486,33.917,3.042,191.391,5.083,18.391,209.783
2011-06-06,33.73433333333333,51.49766666666667,17.763333333333335,26.5,1.783,191.579,6.182,21.105,212.684
2011-06-07,22.153000000000002,30.041666666666668,7.889,23.833,1.0,190.652,5.042,21.261,211.913
2011-06-08,30.194333333333333,43.43066666666667,13.236333333333334,20.708,2.5,188.565,5.625,17.87,206.435
2011-06-09,21.832333333333334,27.494666666666664,5.663,20.292,3.826,188.545,4.833,15.727,204.273
2011-06-10,31.028000000000002,48.97233333333333,17.944333333333333,27.5,4.333,190.435,5.292,26.261,216.696
2011-06-11,21.611,32.041666666666664,10.430666666666667,18.75,1.167,189.783,5.917,19.87,209.652
2011-06-12,19.875,24.75,4.875,22.5,1.542,191.478,6.167,18.913,210.391
2011-06-13,28.301666666666666,50.410000000000004,22.108333333333334,17.217,0.826,188.211,5.5,20.579,208.789
2011-06-14,24.208333333333332,42.31933333333333,18.111333333333334,15.458,0.667,187.957,5.0,16.696,204.652
2011-06-15,27.694333333333333,46.403,18.708333333333332,15.542,2.208,190.913,5.208,20.087,211.0
2011-06-16,21.180333333333333,28.361,7.1803333333333335,19.125,0.708,190.348,4.957,20.783,211.13
2011-06-17,34.77766666666667,58.375,23.596999999999998,15.458,3.083,191.522,6.667,24.478,216.0
2011-06-18,17.972333333333335,21.666666666666668,3.6943333333333332,11.458,0.542,191.609,5.375,17.696,209.304
2011-06-19,21.152666666666665,28.014,6.8613333333333335,15.542,2.75,194.304,5.875,19.739,214.043
2011-06-20,21.312,27.956666666666667,6.644333333333333,10.522,0.304,187.957,4.522,21.391,209.348
2011-06-21,32.097,54.513666666666666,22.416666666666668,14.958,3.5,189.348,5.75,26.391,215.739
2011-06-22,34.264,51.208,16.944333333333333,24.667,3.417,191.913,5.792,30.217,222.13
2011-06-23,26.194333333333333,45.94466666666667,19.749666666666666,23.292,1.875,191.522,5.125,29.304,220.826
2011-06-24,21.650000000000002,38.23866666666667,16.588666666666665,15.958,1.87,183.478,4.625,19.522,203.0
2011-06-25,15.194666666666668,22.083333333333332,6.889,16.667,0.833,181.609,4.083,16.174,197.783
2011-06-26,3.403,4.958333333333333,1.5553333333333335,8.875,0.0,177.87,2.042,6.87,184.739
2011-06-27,7.108,12.350999999999999,5.243333333333333,8.522,0.0,177.727,3.136,11.545,189.273
2011-06-28,24.139,37.458333333333336,13.319333333333333,16.625,2.458,182.261,4.625,20.565,202.826
2011-06-29,19.54133333333333,42.19466666666667,22.652666666666665,19.0,0.583,182.136,5.167,22.136,204.273
2011-06-30,25.638666666666666,44.5,18.861333333333334,27.625,1.667,186.13,5.292,24.261,210.391
2011-07-01,20.069333333333333,37.791666666666664,17.721999999999998,18.0,1.458,183.13,4.667,18.435,201.565
2011-07-02,17.805666666666667,25.097333333333335,7.291666666666667,14.792,0.792,187.913,4.875,18.043,205.957
2011-07-03,15.722333333333333,18.514,2.7916666666666665,22.0,0.958,188.13,5.292,17.391,205.522
2011-07-04,17.994333333333334,26.989333333333335,8.995,23.435,0.13,183.091,4.545,15.955,199.045
2011-07-05,20.347333333333335,32.18033333333333,11.833333333333334,18.0,0.208,190.391,4.917,17.652,208.043
2011-07-06,18.027666666666665,24.055666666666667,6.027666666666666,21.458,0.958,191.13,4.458,20.087,211.217
2011-07-07,14.236333333333334,21.305666666666667,7.069333333333333,10.565,0.0,182.636,3.5,19.955,202.591
2011-07-08,19.623666666666665,41.783,22.159000000000002,18.208,0.913,186.087,4.458,26.217,212.304
2011-07-09,21.583333333333332,36.597,15.014000000000001,19.083,1.458,188.261,5.583,24.348,212.609
2011-07-10,9.694333333333333,12.472333333333333,2.7776666666666667,12.5,1.083,178.783,3.167,12.957,191.739
2011-07-11,10.489333333333333,21.7,11.209999999999999,8.217,1.652,178.895,3.81,15.105,194.0
2011-07-12,12.097333333333333,22.402666666666665,10.305666666666667,9.333,1.792,181.826,3.167,18.0,199.826
2011-07-13,13.222333333333333,24.596999999999998,11.374666666666664,10.208,2.292,181.0,3.583,18.0,199.0
2011-07-14,14.777666666666667,26.04133333333333,11.264000000000001,10.5,3.042,180.87,4.208,16.696,197.565
2011-07-15,21.430666666666667,27.916666666666668,6.4863333333333335,16.542,3.417,182.826,5.208,20.435,203.261
2011-07-16,14.263666666666666,19.805333333333333,5.541666666666667,11.708,2.125,180.696,4.042,16.87,197.565
2011-07-17,9.430666666666667,13.139000000000001,3.7083333333333335,10.167,1.208,179.87,3.5,15.913,195.783
2011-07-18,5.623,7.841,2.2173333333333334,8.125,,176.522,3.0,15.087,191.609
2011-07-19,4.647333333333333,6.919999999999999,2.273,7.0,0.0,175.048,2.696,14.857,189.905
2011-07-20,10.069333333333333,13.944333333333333,3.875,5.417,0.417,178.783,3.375,18.652,197.435
2011-07-21,21.569333333333333,37.528,15.957999999999998,13.875,1.792,188.261,4.292,25.391,213.652
2011-07-22,20.409333333333333,29.778000000000002,9.368666666666668,20.625,2.5,186.522,4.125,17.261,203.783
2011-07-23,23.055666666666667,29.388666666666666,6.333333333333333,23.167,4.0,189.087,4.583,20.0,209.087
2011-07-24,12.360999999999999,15.180666666666667,2.8196666666666665,23.125,2.0,186.783,3.792,16.652,203.435
2011-07-25,21.340666666666664,34.398666666666664,13.058,16.522,0.091,187.455,4.818,28.0,215.455
2011-07-26,15.610999999999999,20.611333333333334,5.0,10.292,0.417,185.565,3.625,19.696,205.261
2011-07-27,17.055666666666667,24.249666666666666,7.194333333333333,10.75,0.958,182.913,3.708,21.957,204.87
2011-07-28,16.458333333333332,34.44433333333333,17.986,15.625,0.545,185.304,4.5,24.087,209.391
2011-07-29,15.25,35.986333333333334,20.736,15.042,0.5,182.13,4.292,26.652,208.783
2011-07-30,16.20866666666667,29.111333333333334,12.902666666666667,18.417,1.208,182.565,4.208,21.043,203.609
2011-07-31,9.250333333333332,10.180333333333333,0.9306666666666666,13.458,1.042,185.783,3.625,15.348,201.13
2011-08-01,17.886333333333333,26.53833333333333,8.652333333333333,17.391,1.304,187.955,4.727,20.545,208.5
2011-08-02,22.375333333333334,33.0,10.624666666666666,20.125,1.417,188.783,5.417,27.087,215.87
2011-08-03,18.527666666666665,29.028000000000002,10.5,20.167,3.083,184.696,4.833,22.304,207.0
2011-08-04,24.75,40.0,15.25,16.958,2.708,184.087,6.042,24.0,208.087
2011-08-05,10.960666666666667,16.538,5.577333333333333,8.792,0.739,179.652,3.458,15.826,195.478
2011-08-06,16.736333333333334,22.569333333333333,5.833666666666666,13.833,0.667,179.087,4.25,19.391,198.478
2011-08-07,14.735999999999999,18.889,4.153,15.292,0.75,182.783,5.917,22.043,204.826
2011-08-08,27.604666666666663,39.687333333333335,12.082666666666668,23.095,2.0,182.35,6.636,28.75,211.1
2011-08-09,35.31966666666667,52.31933333333333,17.0,25.792,1.583,188.652,5.417,36.739,225.391
2011-08-10,30.889,41.75,10.860999999999999,30.125,1.417,185.043,5.083,30.87,215.913
2011-08-11,17.722333333333335,34.722,17.0,18.083,0.167,182.957,4.542,24.652,207.609
2011-08-12,15.805333333333332,23.764,7.958333333333333,20.826,0.083,185.261,4.708,20.696,205.957
2011-08-13,12.333333333333334,16.347333333333335,4.014,18.391,0.75,182.609,4.458,23.043,205.652
2011-08-14,8.375,9.360999999999999,0.9860000000000001,27.458,1.0,182.783,4.083,18.522,201.304
2011-08-15,11.560666666666668,14.723999999999998,3.1630000000000003,23.783,0.913,182.955,5.5,20.773,203.727
2011-08-16,16.972333333333335,20.736333333333334,3.764,22.87,0.417,188.0,5.708,24.043,212.043
2011-08-17,23.138666666666666,31.625,8.486333333333333,25.5,1.042,188.522,5.958,25.609,214.13
2011-08-18,23.625,34.264,10.639,26.333,0.5,187.13,5.208,28.087,215.217
2011-08-19,22.234333333333336,34.899,12.665000000000001,15.333,0.739,190.682,5.5,26.409,217.091
2011-08-20,15.611333333333334,20.097333333333335,4.486,11.125,0.042,188.478,4.625,24.652,213.13
2011-08-21,17.861,22.971999999999998,5.111,13.583,0.0,193.783,5.083,28.0,221.783
2011-08-22,21.739,32.52033333333333,10.781333333333334,15.174,1.217,185.25,5.0,23.25,208.5
2011-08-23,10.902666666666667,14.597333333333333,3.6943333333333332,19.917,0.625,181.304,3.458,24.696,206.0
2011-08-24,11.736333333333334,19.097333333333335,7.361,11.792,0.0,179.957,3.167,24.826,204.783
2011-08-25,10.360999999999999,17.083333333333332,6.722333333333334,5.583,0.0,179.609,2.875,26.652,206.261
2011-08-26,21.777666666666665,37.667,15.889000000000001,13.792,0.565,183.174,4.625,32.87,216.043
2011-08-27,13.083333333333334,20.652666666666665,7.569333333333333,12.708,0.25,183.261,3.75,23.565,206.826
2011-08-28,16.055666666666667,19.986333333333334,3.9306666666666668,21.0,0.417,187.478,4.792,27.652,215.13
2011-08-29,27.185333333333332,35.413000000000004,8.228,22.565,1.0,186.55,6.182,25.65,212.2
2011-08-30,30.569333333333333,43.625,13.055666666666667,25.292,0.958,188.217,5.542,28.609,216.826
2011-08-31,16.221999999999998,23.014,6.791666666666667,14.125,0.667,192.0,4.333,27.5,219.5
2011-09-01,6.541999999999999,9.277666666666667,2.736,8.583,,,3.0,,
2011-09-02,5.210999999999999,7.653,2.4419999999999997,11.375,,,3.042,,
2011-09-03,2.167,2.7916666666666665,0.625,18.5,,,2.833,,
2011-09-04,3.5416666666666665,4.1386666666666665,0.5973333333333334,9.542,,,2.667,,
2011-09-05,18.028,35.51666666666667,17.488666666666663,9.522,,,4.455,,
2011-09-06,23.403000000000002,42.30533333333333,18.902666666666665,10.833,,,4.333,,
2011-09-07,32.55566666666667,49.80566666666667,17.25,15.417,,,5.125,,
2011-09-08,19.680333333333333,23.847333333333335,4.166333333333333,17.542,,,4.333,,
2011-09-09,25.389,31.819333333333333,6.4303333333333335,24.292,,,5.708,,
2011-09-10,16.666666666666668,26.236,9.569333333333335,23.0,,,5.167,,
2011-09-11,8.444666666666667,11.152666666666667,2.7083333333333335,,,,3.042,,
2011-09-12,17.122666666666667,30.807333333333332,13.684666666666667,14.889,,,4.864,,
2011-09-13,21.083333333333332,32.264,11.180333333333332,16.417,,,4.333,,
2011-09-14,24.875,35.80566666666667,10.930333333333332,19.455,,178.75,5.458,18.875,197.625
2011-09-15,13.583333333333334,21.0,7.416666666666667,10.583,,181.913,3.292,15.391,197.304
2011-09-16,7.109999999999999,10.426666666666668,3.317,8.042,,179.652,2.958,11.13,190.783
2011-09-17,4.917,7.527666666666666,2.611,5.833,,175.522,2.792,9.391,184.913
2011-09-18,8.763666666666667,12.610999999999999,3.847,8.083,,181.435,3.167,11.783,193.217
2011-09-19,18.927666666666667,32.217333333333336,13.290000000000001,14.792,,188.087,5.652,22.826,210.913
2011-09-20,14.939666666666668,52.11366666666667,37.174,10.478,,181.55,5.043,26.1,207.65
2011-09-21,9.277666666666667,15.569333333333333,6.291999999999999,6.333,,180.261,3.292,10.261,190.522
2011-09-22,17.275000000000002,32.52733333333333,15.252333333333333,5.708,,187.348,4.042,14.652,202.0
2011-09-23,15.569333333333333,25.514,9.944666666666668,7.917,,189.348,4.167,13.087,202.435
2011-09-24,22.402666666666665,31.971999999999998,9.569666666666667,12.25,,191.043,5.083,15.739,206.783
2011-09-25,17.264,22.333333333333332,5.069333333333334,13.375,,191.957,4.917,16.957,208.913
2011-09-26,34.34133333333333,61.52033333333333,27.17833333333333,24.043,,194.182,6.909,30.273,224.455
