date,NO2_mean,NOX_mean,NO_mean,SPM_mean,SO2_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2012-10-16,25.569,33.583,8.014,18.698,3.569,195.042,3.917,16.375,211.417
2012-10-17,23.664,32.42,8.756,17.781,2.555,192.542,3.958,19.375,211.917
2012-10-18,21.0,28.681,7.681,11.104,2.014,190.739,3.167,17.783,208.522
2012-10-19,19.836,28.52,8.685,8.219,2.861,191.667,3.174,17.375,209.042
2012-10-20,20.625,28.597,7.972,11.667,3.264,193.417,3.792,22.917,216.333
2012-10-21,16.347,22.278,5.93,15.26,3.375,196.917,4.208,21.875,218.792
2012-10-22,22.461,32.38,9.918,19.552,3.444,193.875,4.292,21.583,215.458
2012-10-23,15.76,21.771,6.01,13.073,2.125,191.444,2.958,19.222,210.667
2012-10-24,21.071,33.024,11.954,9.81,2.959,191.0,3.783,28.8,219.8
2012-10-25,26.302,37.625,11.323,13.656,2.667,193.0,3.917,16.429,209.429
2012-10-26,24.858,35.407,10.549,16.01,2.875,194.833,4.739,17.042,211.875
2012-10-27,18.042,23.114,5.073,17.656,2.722,194.625,3.958,13.25,207.875
2012-10-28,15.26,19.979,4.719,13.01,2.18,194.583,4.042,15.75,210.333
2012-10-29,20.996,31.492,10.497,10.479,2.639,193.25,3.917,20.792,214.042
2012-10-30,26.474,42.901,16.427,13.771,2.681,196.333,4.625,19.917,216.25
2012-10-31,20.661,32.583,11.922,16.031,2.68,196.727,5.0,18.773,215.5
2012-11-01,17.333,29.469,12.135,15.26,3.434,194.333,3.958,18.625,212.958
2012-11-02,22.37,33.767,11.397,11.614,3.812,194.773,4.714,15.591,210.364
2012-11-03,19.052,26.469,7.417,13.375,3.834,195.0,4.583,17.667,212.667
2012-11-04,14.135,19.521,5.385,14.938,3.562,195.042,4.375,22.292,217.333
2012-11-05,25.558,37.017,11.458,20.198,3.584,195.5,5.625,18.375,213.875
2012-11-06,23.562,42.031,18.469,16.698,2.562,195.5,6.458,25.583,221.083
2012-11-07,16.961,27.735,10.775,12.823,3.292,193.417,4.958,19.5,212.917
2012-11-08,26.417,41.334,14.917,15.386,3.625,199.375,5.958,29.5,228.875
2012-11-09,25.048,39.084,14.036,17.166,3.334,195.783,5.652,33.957,229.739
2012-11-10,20.146,29.802,9.656,18.219,3.583,194.958,5.083,22.375,217.333
2012-11-11,14.094,18.75,4.656,11.979,2.625,192.667,3.75,12.708,205.375
2012-11-12,14.301,21.2,6.898,12.479,3.188,190.292,3.667,17.042,207.333
2012-11-13,16.177,27.625,11.448,19.969,3.229,193.958,4.458,23.458,217.417
2012-11-14,14.622,20.681,6.059,10.281,3.5,191.708,3.417,19.625,211.333
2012-11-15,23.177,37.177,14.0,10.003,2.956,197.333,5.042,22.083,219.417
2012-11-16,20.907,34.124,13.217,9.084,3.0,195.182,4.955,21.636,216.818
2012-11-17,18.521,30.906,12.386,13.813,2.021,193.333,5.167,22.333,215.667
2012-11-18,12.802,19.573,6.771,10.125,3.084,191.583,4.833,17.625,209.208
2012-11-19,14.722,23.479,8.756,10.469,3.167,191.875,3.958,14.75,206.625
2012-11-20,23.614,36.636,13.021,15.667,3.334,192.5,5.0,21.542,214.042
2012-11-21,16.66,29.715,13.056,13.646,3.166,194.292,5.208,25.25,219.542
2012-11-22,20.269,37.03,16.761,12.583,2.646,191.739,5.13,21.652,213.391
2012-11-23,17.097,29.278,12.18,14.531,2.354,193.042,4.957,19.583,212.625
2012-11-24,19.083,27.125,8.042,12.062,2.521,193.25,4.875,15.625,208.875
2012-11-25,13.875,19.361,5.486,10.24,2.708,193.833,4.125,11.75,205.583
2012-11-26,18.211,41.67,23.46,14.802,1.916,192.5,5.625,27.792,220.292
2012-11-27,21.531,32.084,10.552,8.487,2.688,195.0,4.625,15.059,210.059
2012-11-28,19.87,32.713,12.843,9.24,2.688,192.9,4.667,15.6,208.5
2012-11-29,28.042,43.198,15.156,14.365,3.0,191.913,4.833,33.826,225.739
2012-11-30,22.842,38.738,15.896,15.365,2.854,194.667,5.783,18.125,212.792
2012-12-01,20.646,32.011,11.364,11.723,2.348,195.957,5.217,21.652,217.609
2012-12-02,18.583,24.042,5.458,9.344,2.166,196.0,4.458,12.167,208.167
2012-12-03,23.254,38.464,15.209,10.4,2.562,195.667,5.458,18.125,213.792
2012-12-04,21.25,37.688,16.438,9.531,2.625,193.875,5.208,25.042,218.917
2012-12-05,17.361,33.45,16.089,9.24,2.666,194.87,5.458,23.0,217.87
2012-12-06,14.792,23.719,8.927,8.75,2.584,193.217,4.625,15.261,208.478
2012-12-07,19.803,33.992,14.189,9.01,2.646,195.833,5.435,20.25,216.083
2012-12-08,9.979,14.604,4.625,11.104,2.812,193.292,4.25,26.042,219.333
2012-12-09,4.49,7.229,2.74,7.75,2.938,193.25,3.792,15.375,208.625
2012-12-10,23.524,34.17,10.645,6.26,2.458,196.583,4.75,20.708,217.292
2012-12-11,25.583,42.094,16.51,8.792,2.938,199.375,5.167,19.167,218.542
2012-12-12,28.455,48.59,20.135,9.688,2.958,199.958,5.458,20.708,220.667
2012-12-13,22.781,41.364,18.583,9.719,3.292,197.0,6.083,25.913,222.913
2012-12-14,25.467,44.6,19.134,13.24,3.542,197.125,6.043,29.667,226.792
2012-12-15,35.958,60.25,24.292,19.729,2.125,195.875,7.25,39.875,235.75
2012-12-16,21.074,31.979,10.905,17.122,2.934,194.5,5.913,24.727,219.227
2012-12-17,27.966,39.11,11.144,14.104,2.521,192.875,5.708,17.792,210.667
2012-12-18,20.521,29.688,9.167,13.573,2.938,191.625,4.667,15.792,207.417
2012-12-19,20.537,29.224,8.686,7.479,2.625,191.708,4.417,19.125,210.833
2012-12-20,20.156,35.354,15.198,9.5,2.792,195.75,5.792,21.833,217.583
2012-12-21,34.427,58.056,23.629,13.104,3.042,198.167,5.87,25.375,223.542
2012-12-22,28.073,43.167,15.094,12.708,2.0,194.417,5.75,25.75,220.167
2012-12-23,17.094,23.302,6.208,11.625,3.188,194.913,4.5,16.739,211.652
2012-12-24,17.415,23.637,6.222,8.834,2.458,195.625,3.792,13.792,209.417
2012-12-25,14.354,25.031,10.677,9.461,2.521,198.0,4.167,22.875,220.875
2012-12-26,17.38,26.062,8.683,7.521,2.812,196.625,4.083,14.333,210.958
2012-12-27,20.271,33.125,12.854,9.748,2.875,198.583,4.833,28.167,226.75
2012-12-28,21.904,40.509,18.606,17.722,2.771,199.958,5.652,26.125,226.083
2012-12-29,13.625,18.875,5.25,8.083,2.354,195.125,3.625,13.542,208.667
2012-12-30,14.375,20.542,6.167,14.986,2.354,194.565,4.833,22.0,216.565
2012-12-31,3.519,5.404,1.886,5.861,2.312,191.042,2.542,12.208,203.25
2013-01-01,3.278,4.794,1.515,19.278,3.292,194.708,2.652,12.417,207.125
2013-01-02,5.552,7.614,2.062,13.417,3.083,193.917,2.792,25.667,219.583
2013-01-03,9.479,12.344,2.865,10.792,3.0,197.5,3.417,14.875,212.375
2013-01-04,12.994,18.239,5.246,10.416,3.065,198.609,4.261,18.913,217.522
2013-01-05,9.167,12.698,3.531,9.542,2.854,199.042,3.083,11.875,210.917
2013-01-06,14.254,22.137,7.883,8.75,2.979,199.208,4.042,17.0,216.208
2013-01-07,18.83,33.473,14.643,13.155,2.875,198.652,4.87,26.435,225.087
2013-01-08,18.279,30.3,12.02,13.896,2.542,194.125,4.75,26.792,220.917
2013-01-09,15.781,24.5,8.719,11.364,2.042,192.75,3.5,17.542,210.292
2013-01-10,12.875,20.417,7.542,7.573,1.896,194.875,3.083,13.917,208.792
2013-01-11,12.021,20.073,8.052,10.208,2.416,196.625,3.708,15.417,212.042
2013-01-12,10.271,15.344,5.073,17.771,2.25,196.542,4.0,17.375,213.917
2013-01-13,13.612,23.204,9.592,14.282,2.771,198.042,5.435,21.083,219.125
2013-01-14,14.886,22.719,7.833,12.021,2.916,195.609,4.625,15.739,211.348
2013-01-15,16.556,23.571,7.015,8.146,2.812,196.208,3.917,14.25,210.458
2013-01-16,17.594,30.521,12.927,11.864,2.312,199.875,5.083,23.625,223.5
2013-01-17,15.81,26.108,10.297,12.25,2.208,197.667,4.833,23.5,221.167
2013-01-18,13.396,18.542,5.146,16.136,2.208,197.333,4.208,19.917,217.25
2013-01-19,8.677,12.094,3.417,11.354,2.083,197.875,3.565,14.958,212.833
2013-01-20,10.977,19.16,8.183,12.56,3.86,195.773,3.87,18.182,213.955
2013-01-21,15.76,24.948,9.188,21.0,3.688,196.708,4.958,18.333,215.042
2013-01-22,12.66,18.208,5.549,18.292,3.188,197.667,4.917,14.167,211.833
2013-01-23,15.886,26.344,10.458,17.375,2.878,200.083,5.542,25.958,226.042
2013-01-24,12.177,20.021,7.844,18.052,3.229,196.0,4.417,17.833,213.833
2013-01-25,17.812,33.208,15.396,20.156,4.042,196.292,4.348,27.75,224.042
2013-01-26,6.427,8.802,2.375,15.364,2.833,189.875,1.958,11.542,201.417
2013-01-27,13.057,21.473,8.416,9.666,2.794,198.609,3.542,17.304,215.913
2013-01-28,8.958,12.896,3.938,13.781,3.542,194.042,2.0,17.417,211.458
2013-01-29,16.388,25.197,8.81,16.958,3.188,197.083,3.542,21.708,218.792
2013-01-30,19.01,39.417,20.406,24.469,2.562,199.833,6.042,36.25,236.083
2013-01-31,11.01,15.917,4.906,15.146,3.188,194.208,2.87,12.208,206.417
2013-02-01,14.76,22.375,7.614,19.552,3.542,199.208,3.708,20.833,220.042
2013-02-02,19.486,29.24,9.754,30.995,2.239,202.174,6.391,36.609,238.783
2013-02-03,13.162,21.595,8.433,32.476,3.083,195.435,4.0,24.043,219.478
2013-02-04,12.732,18.511,5.779,22.4,2.812,195.458,2.875,13.208,208.667
2013-02-05,14.955,20.026,5.07,8.375,2.334,198.667,2.208,10.792,209.458
2013-02-06,15.624,23.607,7.982,13.392,2.5,201.5,1.565,22.583,224.083
2013-02-07,14.708,20.979,6.271,12.385,2.994,199.875,1.0,13.042,212.917
2013-02-08,7.104,8.968,1.864,8.271,1.744,197.958,1.0,6.958,204.917
2013-02-09,9.292,13.916,4.625,6.427,2.188,199.583,1.417,11.542,211.125
2013-02-10,12.502,17.856,5.354,11.417,2.021,196.696,1.167,12.348,209.043
2013-02-11,9.347,13.556,4.208,10.245,2.396,196.5,1.0,10.833,207.333
2013-02-12,11.202,16.234,5.032,8.76,2.646,196.125,3.217,11.5,207.625
2013-02-13,21.479,28.802,7.323,17.354,2.708,198.542,3.708,16.083,214.625
2013-02-14,10.948,14.823,3.875,9.01,1.588,196.792,3.25,11.042,207.833
2013-02-15,8.875,12.458,3.583,7.771,1.292,194.167,2.792,11.417,205.583
2013-02-16,9.879,16.516,6.636,6.946,2.435,193.609,2.304,8.783,202.391
2013-02-17,16.886,28.302,11.417,18.375,2.75,197.826,4.583,21.087,218.913
2013-02-18,17.094,27.794,10.7,18.947,2.708,198.708,4.87,16.792,215.5
2013-02-19,16.65,24.424,7.774,16.188,2.958,196.625,4.292,17.792,214.417
2013-02-20,18.667,24.781,6.114,17.938,3.292,198.417,4.208,16.917,215.333
2013-02-21,16.198,23.458,7.26,22.823,3.542,198.667,5.875,21.875,220.542
2013-02-22,12.364,16.646,4.281,14.636,3.25,196.208,4.042,15.75,211.958
2013-02-23,8.792,11.646,2.854,13.24,3.375,195.125,3.292,10.75,205.875
2013-02-24,14.432,20.871,6.439,18.146,3.208,195.348,4.826,16.435,211.783
2013-02-25,14.677,22.427,7.75,25.192,4.121,197.208,5.292,18.042,215.25
2013-02-26,15.213,22.816,7.603,31.365,2.958,198.208,6.167,24.292,222.5
2013-02-27,18.333,27.25,8.916,31.584,2.0,196.542,6.917,22.958,219.5
2013-02-28,15.073,20.344,5.271,20.938,3.667,191.167,4.375,17.792,208.958
2013-03-01,12.418,16.43,4.012,28.167,3.484,193.739,5.391,14.652,208.391
2013-03-02,8.5,11.042,2.542,7.969,2.021,195.042,3.652,11.375,206.417
2013-03-03,9.894,14.66,4.767,8.906,2.5,196.391,3.125,10.783,207.174
2013-03-04,11.934,16.131,4.198,13.208,3.271,197.208,2.625,9.708,206.917
2013-03-05,19.752,32.148,12.395,14.219,1.896,197.375,4.958,26.208,223.583
2013-03-06,11.198,16.333,5.135,9.416,2.084,195.625,2.5,11.083,206.708
2013-03-07,11.271,14.938,3.667,12.188,2.583,196.75,2.708,12.25,209.0
2013-03-08,12.615,17.656,5.042,12.677,2.917,197.958,3.13,19.542,217.5
2013-03-09,9.084,12.177,3.094,12.542,3.438,195.75,3.333,11.708,207.458
2013-03-10,10.327,14.166,3.839,12.146,2.5,197.391,2.792,22.478,219.87
2013-03-11,10.927,17.177,6.25,8.719,2.667,199.292,3.458,15.792,215.083
2013-03-12,12.394,19.466,7.072,24.667,4.042,198.417,3.875,15.542,213.958
2013-03-13,11.48,17.506,6.026,20.125,1.917,189.0,2.739,19.043,208.043
2013-03-14,9.698,12.656,2.958,9.021,2.917,191.917,3.391,9.333,201.25
2013-03-15,9.656,13.198,3.542,10.604,2.875,195.208,3.458,18.333,213.542
2013-03-16,7.126,10.15,3.024,24.523,3.261,197.174,4.043,11.696,208.87
2013-03-17,13.442,17.708,4.267,27.406,3.75,198.542,5.083,17.25,215.792
2013-03-18,10.858,16.442,5.584,29.339,2.583,193.583,3.833,12.708,206.292
2013-03-19,13.316,18.1,4.784,23.74,3.542,195.042,3.875,11.667,206.708
2013-03-20,19.136,24.448,5.312,12.49,2.375,194.652,4.087,15.043,209.696
2013-03-21,7.614,11.083,3.469,8.104,3.208,192.417,2.583,9.625,202.042
2013-03-22,10.208,14.802,4.594,8.927,2.917,196.208,2.833,17.542,213.75
2013-03-23,8.146,11.312,3.167,10.812,3.208,196.875,2.958,16.75,213.625
2013-03-24,13.107,18.074,4.966,18.354,4.862,196.833,2.958,18.167,215.0
2013-03-25,15.542,21.875,6.334,30.771,5.604,195.708,3.708,18.0,213.708
2013-03-26,15.369,20.408,5.039,23.719,4.292,193.167,1.87,28.792,221.958
2013-03-27,12.75,16.406,3.656,19.26,3.458,193.652,2.125,13.522,207.174
2013-03-28,13.823,21.125,7.302,22.562,4.479,197.792,2.208,20.0,217.792
2013-03-29,11.594,15.656,4.062,25.333,4.604,194.292,1.917,20.417,214.708
2013-03-30,5.344,7.062,1.719,13.785,3.229,189.125,1.083,9.0,198.125
2013-03-31,13.357,18.481,5.124,12.083,4.771,194.583,2.125,18.208,212.792
2013-04-01,13.974,18.059,4.085,17.608,3.044,195.273,4.957,9.864,205.136
2013-04-02,17.333,23.896,6.562,12.323,1.98,193.667,6.125,14.542,208.208
2013-04-03,16.635,23.553,6.918,9.35,2.354,191.0,5.583,15.958,206.958
2013-04-04,13.114,20.677,7.562,12.708,3.916,192.125,5.042,21.625,213.75
2013-04-05,13.266,19.822,6.556,18.479,4.208,191.167,5.208,20.875,212.042
2013-04-06,9.062,13.292,4.229,14.688,3.042,189.125,4.5,10.5,199.625
2013-04-07,3.937,6.208,2.271,10.386,3.042,191.0,4.261,9.261,200.261
2013-04-08,12.718,17.009,4.291,10.084,3.312,195.875,4.667,17.958,213.833
2013-04-09,9.979,15.698,5.719,16.636,3.562,195.583,4.875,14.0,209.583
2013-04-10,8.989,13.463,4.475,18.281,3.834,195.458,4.667,12.042,207.5
2013-04-11,8.271,12.125,3.854,16.177,3.23,196.583,4.792,10.792,207.375
2013-04-12,12.116,16.503,4.388,18.584,3.25,198.25,4.875,10.833,209.083
2013-04-13,10.646,13.729,3.083,13.177,3.288,198.083,4.833,24.958,223.042
2013-04-14,7.529,10.738,3.209,22.177,3.688,193.13,4.13,12.609,205.739
2013-04-15,8.144,11.186,3.042,28.838,4.196,190.609,3.4,11.174,201.783
2013-04-16,16.396,18.812,2.416,21.406,4.587,191.375,2.682,11.792,203.167
2013-04-17,10.331,14.132,3.8,33.448,3.708,188.125,3.042,17.208,205.333
2013-04-18,11.938,17.656,5.719,17.854,4.104,188.458,2.625,18.75,207.208
2013-04-19,9.557,12.298,2.741,18.864,3.688,190.625,2.958,9.667,200.292
2013-04-20,13.781,16.458,2.677,17.094,3.062,194.542,3.5,9.833,204.375
2013-04-21,7.573,9.916,2.344,6.427,1.584,193.0,1.565,8.826,201.826
2013-04-22,11.59,17.418,5.828,12.656,2.834,194.0,1.708,12.042,206.042
2013-04-23,13.542,19.875,6.333,17.135,3.5,194.292,1.917,24.292,218.583
2013-04-24,17.905,24.368,6.463,19.562,2.604,192.375,2.167,18.292,210.667
2013-04-25,16.156,21.646,5.49,17.281,3.812,191.042,1.875,14.708,205.75
2013-04-26,10.118,15.723,5.604,21.854,3.917,191.417,1.833,12.875,204.292
2013-04-27,9.448,13.094,3.646,14.177,3.812,193.75,2.0,20.667,214.417
2013-04-28,8.427,10.656,2.229,14.75,3.98,194.609,2.435,14.739,209.348
2013-04-29,7.449,10.352,2.902,19.344,3.896,194.542,2.542,12.75,207.292
2013-04-30,7.958,11.031,3.073,26.031,3.27,190.375,2.333,17.333,207.708
2013-05-01,12.381,15.905,3.524,22.251,3.479,191.708,2.667,10.208,201.917
2013-05-02,10.167,13.562,3.396,10.469,3.48,192.292,2.208,10.958,203.25
2013-05-03,7.815,10.171,2.356,10.045,3.37,194.773,2.217,12.409,207.182
2013-05-04,7.083,9.229,2.146,14.906,3.771,193.625,2.167,10.833,204.458
2013-05-05,7.208,9.208,2.0,16.979,3.896,192.565,2.826,16.826,209.391
2013-05-06,6.931,9.217,2.286,24.469,4.125,191.583,2.542,15.958,207.542
2013-05-07,11.865,15.781,3.916,18.917,3.77,192.167,2.375,14.0,206.167
2013-05-08,12.015,17.004,4.988,10.51,3.604,192.417,2.083,12.292,204.708
2013-05-09,13.802,19.063,5.26,15.333,4.312,192.708,2.292,19.583,212.292
2013-05-10,15.974,21.06,5.086,23.979,4.77,190.958,2.957,28.5,219.458
2013-05-11,14.448,18.208,3.76,16.01,2.104,188.083,3.208,18.292,206.375
2013-05-12,8.25,10.354,2.104,13.136,3.52,190.478,1.13,16.435,206.913
2013-05-13,10.021,14.202,4.181,13.229,3.875,190.042,1.25,15.167,205.208
2013-05-14,12.454,16.79,4.335,18.531,4.48,190.958,1.292,20.708,211.667
2013-05-15,11.183,15.718,4.534,21.062,4.583,190.958,1.125,16.042,207.0
2013-05-16,11.918,14.828,2.91,21.021,4.625,190.542,1.0,13.958,204.5
2013-05-17,11.421,15.182,3.76,21.667,4.229,193.864,1.333,21.182,215.045
2013-05-18,9.31,12.249,2.939,16.212,4.174,191.364,1.87,22.227,213.591
2013-05-19,6.729,8.906,2.177,12.114,3.916,189.958,1.833,17.833,207.792
2013-05-20,15.133,21.132,6.0,13.531,2.875,189.542,2.958,19.042,208.583
2013-05-21,15.972,21.028,5.056,26.375,4.584,190.75,2.667,25.917,216.667
2013-05-22,13.239,17.99,4.751,34.344,4.792,192.792,2.792,23.667,216.458
2013-05-23,15.667,20.375,4.708,32.094,5.854,194.417,2.875,13.833,208.25
2013-05-24,14.069,19.389,5.319,18.76,5.458,193.375,1.833,14.833,208.208
2013-05-25,12.945,16.347,3.403,21.729,5.083,193.087,2.583,18.217,211.304
2013-05-26,7.611,10.472,2.861,19.802,4.562,190.917,1.833,16.417,207.333
2013-05-27,11.571,17.277,5.707,17.438,4.375,190.667,1.917,14.125,204.792
2013-05-28,14.556,21.306,6.75,16.406,4.438,189.917,1.783,23.792,213.708
2013-05-29,14.007,19.819,5.812,14.438,3.458,188.958,1.625,21.833,210.792
2013-05-30,11.278,18.292,7.014,18.01,2.334,186.042,1.75,14.583,200.625
2013-05-31,12.805,16.403,3.597,21.542,4.75,190.958,2.583,13.292,204.25
2013-06-01,14.139,18.208,4.07,19.302,5.146,193.739,2.667,14.957,208.696
2013-06-02,7.798,9.972,2.174,14.031,4.478,190.087,1.739,8.522,198.609
2013-06-03,15.505,21.377,5.872,20.76,4.729,192.375,2.792,22.5,214.875
2013-06-04,11.402,16.683,5.281,21.121,4.354,190.5,1.875,19.292,209.792
2013-06-05,11.948,17.798,5.85,15.5,4.25,189.125,1.583,15.25,204.375
2013-06-06,12.069,17.611,5.542,17.031,4.458,189.261,1.583,14.304,203.565
2013-06-07,16.389,22.944,6.556,13.958,4.104,190.708,2.667,20.417,211.125
2013-06-08,11.444,16.083,4.639,18.177,3.854,190.348,2.083,26.217,216.565
2013-06-09,9.444,11.958,2.514,23.188,4.104,190.25,1.542,13.833,204.083
2013-06-10,12.828,17.748,4.919,19.968,4.146,189.625,1.5,13.042,202.667
2013-06-11,16.75,22.57,5.819,15.312,3.812,191.0,2.625,15.667,206.667
2013-06-12,11.769,15.615,3.846,10.323,2.854,187.625,1.292,11.042,198.667
2013-06-13,8.569,12.333,3.764,6.833,2.604,182.833,1.125,7.792,190.625
2013-06-14,9.917,16.639,6.722,10.99,3.896,184.417,1.333,12.417,196.833
2013-06-15,10.721,16.168,5.447,14.224,3.674,184.318,1.095,25.409,209.727
2013-06-16,7.709,11.306,3.597,10.552,3.458,185.917,1.087,10.708,196.625
2013-06-17,10.636,18.155,7.519,19.26,4.104,187.458,1.125,19.917,207.375
2013-06-18,9.042,14.917,5.875,33.396,4.104,180.917,1.0,16.75,197.667
2013-06-19,5.781,10.412,4.631,24.875,3.0,178.792,1.0,8.625,187.417
2013-06-20,12.153,15.708,3.556,11.438,2.312,188.75,1.0,26.667,215.417
2013-06-21,15.32,20.167,4.847,12.323,2.688,192.042,1.667,22.0,214.042
2013-06-22,11.57,15.555,3.986,11.312,4.0,191.739,1.348,18.565,210.304
2013-06-23,8.875,11.778,2.903,20.01,4.166,193.917,1.625,14.667,208.583
2013-06-24,12.843,19.167,6.323,23.125,3.77,192.917,2.0,20.833,213.75
2013-06-25,12.695,19.597,6.903,21.781,4.125,193.083,1.792,25.417,218.5
2013-06-26,12.316,17.572,5.256,16.479,2.292,192.667,1.375,12.458,205.125
2013-06-27,12.0,17.472,5.472,10.781,3.688,191.0,1.375,19.333,210.333
2013-06-28,9.986,16.403,6.417,14.198,4.0,191.542,2.957,12.417,203.958
2013-06-29,8.458,12.5,4.042,12.781,4.188,191.522,2.292,18.13,209.652
2013-06-30,5.772,8.418,2.646,11.938,4.333,191.833,2.333,14.167,206.0
2013-07-01,7.91,14.148,6.238,9.817,4.022,191.5,2.727,9.5,201.0
2013-07-02,7.823,13.146,5.323,12.437,4.646,189.042,2.208,16.75,205.792
2013-07-03,8.399,13.803,5.404,13.868,3.125,186.409,2.375,17.045,203.455
2013-07-04,9.75,15.854,6.104,14.396,2.521,182.583,1.609,22.083,204.667
2013-07-05,3.552,8.116,4.564,24.812,2.375,177.75,1.0,18.167,195.917
2013-07-06,2.896,6.771,3.875,21.896,2.688,177.708,1.0,12.25,189.958
2013-07-07,4.114,6.594,2.479,23.635,3.188,178.5,1.0,15.833,194.333
2013-07-08,10.211,14.375,4.164,34.344,5.625,181.739,1.083,16.739,198.478
2013-07-09,12.156,16.844,4.688,42.052,5.833,185.083,1.333,20.208,205.292
2013-07-10,8.943,11.89,2.947,48.635,6.23,181.208,1.087,13.667,194.875
2013-07-11,9.782,12.958,3.177,45.948,5.688,181.174,1.0,16.174,197.348
2013-07-12,12.217,16.076,3.86,41.26,6.062,181.667,1.083,20.042,201.708
2013-07-13,11.604,15.636,4.031,39.698,5.875,187.292,1.208,19.083,206.375
2013-07-14,8.825,11.408,2.584,43.188,6.354,191.583,2.083,17.25,208.833
2013-07-15,9.586,12.083,2.496,35.187,6.083,188.826,1.458,15.304,204.13
2013-07-16,12.931,17.922,4.99,19.532,5.522,191.0,2.818,18.913,209.913
2013-07-17,11.59,17.718,6.127,18.781,4.562,194.458,2.375,15.083,209.542
2013-07-18,11.563,17.121,5.559,25.698,4.646,188.042,2.333,26.167,214.208
2013-07-19,10.0,14.231,4.231,18.396,4.896,190.75,1.917,17.583,208.333
2013-07-20,8.833,12.385,3.552,18.188,4.958,190.333,2.292,25.292,215.625
2013-07-21,6.927,9.292,2.365,20.875,4.75,191.083,2.167,18.208,209.292
2013-07-22,10.02,14.5,4.48,28.552,5.25,190.435,1.652,16.174,206.609
2013-07-23,11.032,15.708,4.677,34.229,5.125,192.167,2.167,38.708,230.875
2013-07-24,13.197,18.659,5.462,29.771,3.416,190.167,2.125,19.625,209.792
2013-07-25,12.025,19.186,7.16,25.896,4.666,188.75,2.25,21.75,210.5
2013-07-26,9.162,15.465,6.303,33.875,4.834,185.652,1.458,22.043,207.696
2013-07-27,7.885,11.448,3.563,37.156,5.104,188.167,1.458,28.5,216.667
2013-07-28,7.094,9.0,1.906,29.625,5.146,193.208,2.609,16.917,210.125
2013-07-29,10.873,15.269,4.396,31.385,3.708,191.5,2.875,23.227,214.727
2013-07-30,12.062,15.854,3.792,32.136,6.0,189.875,2.708,15.458,205.333
2013-07-31,11.626,15.841,4.215,40.292,5.708,192.25,3.167,17.0,209.25
2013-08-01,13.376,18.357,4.981,42.77,5.542,193.292,3.5,24.583,217.875
2013-08-02,12.06,18.451,6.391,20.24,4.333,188.792,2.75,12.625,201.417
2013-08-03,7.32,10.902,3.582,17.073,4.848,186.13,1.045,15.696,201.826
2013-08-04,5.604,8.354,2.75,19.604,5.354,188.583,1.042,16.958,205.542
2013-08-05,9.398,14.446,5.048,20.979,5.334,188.957,1.167,17.826,206.783
2013-08-06,9.917,18.104,8.188,18.656,4.312,185.583,1.292,22.25,207.833
2013-08-07,8.926,14.694,5.768,20.781,5.229,185.458,1.167,20.292,205.75
2013-08-08,9.333,14.094,4.76,34.771,5.438,189.5,1.167,24.5,214.0
2013-08-09,9.397,13.378,3.981,48.042,6.292,190.304,1.217,23.391,213.696
2013-08-10,8.243,11.003,2.76,54.646,6.458,189.833,1.458,18.75,208.583
2013-08-11,8.122,10.028,1.906,50.385,6.542,192.917,1.375,26.833,219.75
2013-08-12,9.987,13.031,3.044,49.292,6.562,197.429,1.583,34.333,231.762
2013-08-13,9.943,12.494,2.552,48.531,5.917,198.25,2.042,18.625,216.875
2013-08-14,7.828,10.4,2.573,36.792,6.271,197.458,1.333,19.458,216.917
2013-08-15,6.425,9.244,2.819,37.219,6.042,196.042,1.043,23.375,219.417
2013-08-16,8.583,12.417,3.833,31.729,5.98,193.958,1.042,29.792,223.75
2013-08-17,7.202,11.032,3.829,19.565,5.434,194.455,1.087,24.136,218.591
2013-08-18,6.639,9.93,3.292,16.694,5.229,194.667,1.083,31.542,226.208
2013-08-19,8.658,15.086,6.429,16.209,4.938,186.913,1.042,26.565,213.478
2013-08-20,8.264,17.403,9.139,13.917,4.938,181.75,1.042,26.5,208.25
2013-08-21,11.101,20.103,9.002,13.899,4.831,180.87,1.0,27.522,208.391
2013-08-22,12.229,20.812,8.583,25.722,8.083,188.75,1.042,30.583,219.333
2013-08-23,12.551,18.67,6.119,29.636,4.458,182.458,1.042,35.208,217.667
2013-08-24,9.375,14.021,4.646,17.218,4.23,184.625,1.042,32.333,216.958
2013-08-25,7.698,10.49,2.792,15.781,3.604,191.292,1.042,27.5,218.792
2013-08-26,11.862,18.816,6.955,15.749,3.562,197.125,1.75,25.208,222.333
2013-08-27,9.604,13.458,3.854,13.062,3.458,194.958,1.0,29.167,224.125
2013-08-28,10.282,15.318,5.036,17.218,3.938,196.652,1.167,91.348,288.0
2013-08-29,8.5,13.042,4.542,22.968,3.896,195.667,1.25,37.875,233.542
2013-08-30,6.066,9.972,3.906,33.188,4.062,182.25,1.0,38.5,220.75
2013-08-31,4.198,7.771,3.573,28.002,3.625,185.435,1.0,44.522,229.957
2013-09-01,4.104,6.282,2.178,26.386,4.304,185.952,,45.571,231.524
2013-09-02,7.208,14.746,7.538,15.49,4.166,184.708,,34.667,219.375
2013-09-03,5.771,12.958,7.188,12.802,4.646,182.167,,18.375,200.542
2013-09-04,8.98,14.935,5.955,13.364,4.584,187.417,,12.75,200.167
