date,SO2_mean,SPM_mean,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-02-10,2.40625,12.508199999999999,197.8125,4.792,90.5,64.6455,43.5,11.8545,15.52075,21.36475,5.844,,90.0,50.625,28.0,209.66649999999998
2011-02-11,1.82275,8.3918,198.0625,4.667,82.5,60.3335,35.0,13.146,13.677,18.51025,4.83325,,111.5,55.3335,11.5,211.208
2011-02-12,2.625,12.725,200.417,4.833,92.0,65.333,38.5,13.021,14.48975,18.604,4.11475,,119.5,58.729,-2.0,213.4375
2011-02-13,2.6630000000000003,18.1916,195.4565,5.174,95.5,92.5415,72.0,15.216999999999999,20.901999999999997,27.0325,6.13075,,78.0,64.125,44.0,210.67399999999998
2011-02-14,2.61725,14.7394,192.75,5.208,95.0,95.0,95.0,18.4585,22.487750000000002,35.83125,13.343250000000001,,88.0,77.833,69.5,211.20850000000002
2011-02-15,2.14575,22.7,197.833,5.292,95.0,87.271,69.0,18.6455,15.03125,30.42725,15.396,,124.5,88.021,60.0,216.4795
2011-02-16,1.2630000000000001,11.797799999999999,192.958,4.333,93.5,60.5625,40.0,14.7085,11.41425,15.72725,4.313,,120.5,71.375,40.5,207.66649999999998
2011-02-17,1.79175,11.533199999999999,192.14600000000002,4.208,65.5,51.0205,42.0,12.1045,5.3645,7.6355,2.27075,,70.5,45.479,23.5,204.25
2011-02-18,1.39575,10.033199999999999,194.20850000000002,4.167,82.0,58.2295,47.5,11.333,5.375249999999999,7.09375,1.71875,,46.5,24.0415,7.5,205.54149999999998
2011-02-19,1.854,12.7748,197.1875,4.542,95.5,73.7295,51.0,13.1665,9.5415,11.41675,1.875,,54.5,26.542,4.0,210.3545
2011-02-20,2.761,11.8332,196.4785,4.913,87.5,66.3125,40.5,15.956499999999998,18.9455,26.02175,7.076,,108.5,56.25,10.0,212.435
2011-02-21,4.4895,25.3,195.83350000000002,5.5,95.0,86.9375,73.0,16.75,27.219,41.6145,14.39575,,91.5,64.9585,39.5,212.58350000000002
2011-02-22,3.51025,23.8772,189.8125,5.917,95.0,93.25,87.5,14.9165,18.34375,22.86475,4.521,,85.5,73.396,56.5,204.72899999999998
2011-02-23,2.75,24.0916,193.875,6.292,95.0,76.208,51.0,14.4375,12.656,20.0,7.34375,,173.5,114.208,85.0,208.3125
2011-02-24,4.6355,39.4084,204.5625,6.625,90.5,59.75,34.5,18.3125,16.302,21.78125,5.479,,145.0,99.625,58.0,222.875
2011-02-25,2.22925,25.0002,194.79149999999998,5.0,94.0,79.3125,67.0,13.896,13.13525,17.47925,4.34375,,115.0,93.0205,68.5,208.6875
2011-02-26,0.7605,7.5165999999999995,197.0625,4.125,87.5,68.4585,52.0,13.5835,7.2395,9.354,2.11475,,95.0,69.0205,35.5,210.64600000000002
2011-02-27,1.075,6.9952,199.7815,4.435,92.5,72.5625,47.5,14.525,12.6995,17.609750000000002,4.9102500000000004,,124.5,69.3125,39.5,214.3065
2011-02-28,1.927,10.9168,195.5625,4.583,95.5,81.25,67.0,12.5,15.89575,20.3645,4.46875,,79.0,50.5,27.5,208.0625
2011-03-01,4.554,29.140000000000004,195.04149999999998,4.783,94.5,94.146,92.0,17.5625,23.82275,38.86575,15.04325,,100.5,87.3125,68.0,212.6045
2011-03-02,1.6247500000000001,10.0582,194.6045,3.25,94.5,92.0,86.5,14.1045,13.54175,20.427,6.8855,,118.0,107.896,96.0,208.708
2011-03-03,1.22925,16.6416,196.9795,3.5,88.0,64.5,41.5,13.25,8.427,11.530999999999999,3.104,,152.5,109.979,80.5,210.22899999999998
2011-03-04,1.1455,15.7584,192.16649999999998,4.167,95.0,90.2915,65.0,12.3335,11.8855,15.03125,3.1455,,94.5,79.4795,69.5,204.5
2011-03-05,3.65225,12.275,195.9565,6.435,95.0,94.3335,90.5,15.630500000000001,22.55425,41.695750000000004,19.1415,,131.5,102.354,78.5,211.587
2011-03-06,2.25025,20.2332,195.1905,5.333,94.5,86.9375,76.0,13.521,11.448,18.375,6.92725,,130.5,115.542,102.5,208.744
2011-03-07,3.06275,45.65,202.3305,7.5,87.0,73.396,61.5,13.8125,12.396,15.40625,3.0105,49.875,120.0,94.50999999999999,67.5,216.673
2011-03-08,3.02075,49.2082,204.15949999999998,8.542,91.5,73.2465,53.0,16.019,18.1875,25.49875,7.311249999999999,47.604,139.0,90.0235,48.0,220.17849999999999
2011-03-09,0.89575,25.0166,199.3125,5.542,81.0,66.5625,52.0,11.854,8.552,10.6875,2.1355,23.0415,135.0,101.6875,75.5,211.16649999999998
2011-03-10,0.4165,14.0168,196.10399999999998,4.333,88.5,67.8125,46.0,10.2295,6.34375,7.65625,1.3127499999999999,13.271,134.5,94.229,55.5,206.33350000000002
2011-03-11,3.083,24.9,197.22899999999998,5.125,90.0,57.625,37.0,12.208,11.5415,14.812249999999999,3.271,21.417,113.0,67.729,32.0,209.4375
2011-03-12,1.3737499999999998,11.888200000000001,193.0395,4.522,73.0,48.6045,41.0,12.4795,8.543,10.36825,1.825,10.354,75.5,45.792,7.0,205.519
2011-03-13,2.5415,14.491800000000001,196.7295,5.5,82.5,61.396,37.5,14.979,19.71875,29.63525,9.91675,13.5,126.5,58.0835,5.0,211.70850000000002
2011-03-14,4.33325,23.083199999999998,197.52100000000002,5.583,85.5,60.8335,37.0,17.0835,18.14575,26.21875,8.07275,23.1875,146.0,83.958,13.5,214.60399999999998
2011-03-15,5.5032499999999995,36.9226,196.87099999999998,5.417,80.0,56.646,30.5,16.0495,14.18525,16.61075,2.42575,34.3125,171.5,114.3545,76.0,212.9205
2011-03-16,3.375,27.2168,190.95850000000002,5.708,93.5,78.021,65.5,14.5,16.26025,19.64575,3.3855,21.4375,106.0,91.792,78.5,205.458
2011-03-17,1.75,26.2416,191.32,5.583,93.0,85.917,73.5,12.9885,10.04175,13.09375,3.05225,21.1045,177.0,140.667,107.5,204.30849999999998
2011-03-18,1.46875,21.7334,193.52100000000002,5.208,94.5,90.3335,84.0,15.604,10.76025,14.052,3.2915,17.604,144.0,128.16649999999998,107.5,209.125
2011-03-19,0.48024999999999995,11.416599999999999,200.48700000000002,4.087,90.0,66.6045,46.5,16.048000000000002,8.1305,10.78275,2.652,9.9165,127.5,99.729,62.0,216.535
2011-03-20,1.95825,17.3168,198.7295,4.625,86.5,70.6875,46.0,16.4375,17.33325,25.875,8.54175,14.9375,145.0,85.1455,47.5,215.16649999999998
2011-03-21,1.59375,16.191399999999998,196.786,4.292,87.5,61.4165,40.0,14.256,14.6355,19.61375,4.97825,15.771,158.5,98.2085,44.0,211.04149999999998
2011-03-22,4.2395,24.1582,200.78,5.583,88.5,74.0415,44.0,18.731,25.7085,42.60425,16.896,22.1875,160.0,103.8125,41.5,219.511
2011-03-23,1.677,13.275,190.85399999999998,5.208,95.5,93.4165,88.5,14.7085,15.000250000000001,20.021,5.021,8.229,121.5,103.8335,82.5,205.5625
2011-03-24,2.531,26.3084,194.6875,5.583,84.0,56.6045,41.5,12.375,4.7395,5.41675,0.6769999999999999,26.375,126.5,101.6665,89.0,207.0625
2011-03-25,1.46875,13.8166,194.66649999999998,4.0,53.5,41.625,32.0,10.375,3.65625,4.052,0.396,11.0625,121.0,93.229,71.5,205.042
2011-03-26,2.25,13.5832,195.13049999999998,4.043,71.0,46.375,37.5,9.629999999999999,7.63075,9.16325,1.5325000000000002,11.979,126.0,88.6665,63.0,204.761
2011-03-27,4.75875,26.846999999999998,197.5,5.13,85.0,65.0625,38.0,15.417000000000002,18.34175,24.746,6.4045,25.1875,173.5,108.604,38.5,212.917
2011-03-28,4.937749999999999,40.8418,194.5,4.75,83.5,66.8125,48.5,12.3335,11.98975,13.771,1.7814999999999999,36.4795,187.5,138.60399999999998,92.5,206.833
2011-03-29,4.70625,35.9366,196.3545,5.625,86.0,64.479,42.5,16.583,24.65175,30.6075,5.9555,29.8035,170.0,121.896,66.0,212.9375
2011-03-30,6.65625,34.9918,189.8545,4.667,77.0,60.0,45.0,14.479,18.9165,21.677,2.7605,22.5,226.5,172.375,120.0,204.33350000000002
2011-03-31,2.23975,19.8418,190.0,4.125,93.5,55.875,27.5,11.708,5.23975,6.15625,0.9165,13.292,167.5,123.917,103.5,201.70850000000002
2011-04-01,5.927,43.9418,197.9375,5.792,83.5,58.1875,24.0,18.458,28.53125,40.2295,11.698,,196.0,120.667,53.0,216.3955
2011-04-02,3.2815,33.4416,192.64600000000002,3.833,79.5,63.0415,38.0,12.645499999999998,12.65625,14.10425,1.44775,,179.0,132.3545,104.0,205.29149999999998
2011-04-03,1.6355,15.5166,196.02100000000002,3.25,75.0,58.0,43.0,10.896,5.646,6.5625,0.9165,,140.5,106.5835,73.5,206.917
2011-04-04,0.72825,8.0,196.152,3.174,61.0,46.7915,30.5,11.196000000000002,5.98925,7.771750000000001,1.78275,,157.0,104.375,58.5,207.348
2011-04-05,2.9065,11.2752,192.47899999999998,3.958,73.5,48.9585,26.0,11.542,15.469000000000001,18.9165,3.44775,,157.5,104.792,42.0,204.02100000000002
2011-04-06,5.95825,16.424799999999998,193.8605,4.87,75.5,58.375,34.5,20.116,24.1835,32.12825,7.944500000000001,,189.0,131.33350000000002,65.5,213.976
2011-04-07,5.86475,17.5834,186.27100000000002,3.667,77.5,60.583,40.5,19.229,23.448,28.87475,5.427,,211.0,165.77100000000002,126.0,205.5
2011-04-08,2.729,17.4748,186.862,3.583,83.0,82.4165,80.0,15.2995,17.61475,22.317999999999998,4.70275,,150.0,138.8545,128.5,202.161
2011-04-09,1.84375,28.933600000000002,187.39600000000002,3.917,83.0,69.896,51.5,12.646,7.98975,8.896,0.90625,,175.5,138.375,102.5,200.04149999999998
2011-04-10,4.646,33.1498,196.9275,5.0,83.0,55.625,23.0,17.933,17.5415,23.05225,5.5105,,208.5,139.0625,76.5,214.8605
2011-04-11,2.4347499999999997,29.2834,193.848,4.435,79.5,65.5415,47.0,16.2825,12.63025,14.0215,1.3912499999999999,,168.5,118.375,79.5,210.13049999999998
2011-04-12,2.2085,22.3458,194.16649999999998,4.208,83.0,58.5,34.5,16.5,14.66675,22.14575,7.479,,168.5,118.604,60.0,210.667
2011-04-13,6.052,33.0916,193.542,4.875,72.5,52.479,40.0,16.9375,11.677,13.34375,1.66675,,181.0,139.08350000000002,93.5,210.4795
2011-04-14,6.03725,32.2666,192.458,4.458,72.5,56.4375,35.5,17.625,16.375,18.3125,1.9372500000000001,,187.0,148.27100000000002,111.0,210.08350000000002
2011-04-15,5.54175,38.6834,192.9375,4.333,90.0,74.0,50.0,18.875,25.21875,29.80225,4.5835,,201.0,160.875,131.0,211.8125
2011-04-16,1.4165,38.8664,193.86950000000002,4.042,90.0,64.104,38.5,15.5535,9.34375,10.88525,1.54175,,173.5,142.292,99.0,209.423
2011-04-17,2.95825,15.3666,191.52100000000002,3.667,72.0,53.0835,26.5,14.7085,10.6145,11.812249999999999,1.198,,175.0,126.7915,79.5,206.2295
2011-04-18,2.2824999999999998,22.225,190.37349999999998,3.696,83.5,62.479,43.0,12.528500000000001,9.6055,10.54775,0.94275,,172.0,137.79149999999998,108.5,202.902
2011-04-19,0.5940000000000001,8.5832,191.04149999999998,3.458,91.5,76.375,50.5,9.5625,4.229,4.90625,0.677,,129.0,94.875,67.5,200.60399999999998
2011-04-20,0.96875,12.5084,191.625,3.417,89.5,64.042,45.5,9.4795,7.4065,9.239749999999999,1.8335,,162.5,117.8955,84.0,201.1045
2011-04-21,4.177,28.982999999999997,198.9885,4.833,92.5,67.1665,34.0,15.939499999999999,22.90625,33.06275,10.15625,,193.0,136.41649999999998,76.5,214.9275
2011-04-22,6.40625,35.325,191.3535,4.542,91.5,82.979,74.0,15.663,26.89375,32.4375,5.5440000000000005,,160.0,145.5,132.5,207.0165
2011-04-23,2.6355,20.200200000000002,191.333,3.792,91.5,73.0205,52.0,13.125,7.82325,8.63525,0.8125,,160.0,140.60399999999998,126.5,204.458
2011-04-24,3.4165,28.5084,192.875,4.292,73.5,57.8125,43.0,12.021,6.2915,6.73975,0.44775,,171.0,142.77100000000002,124.5,204.89600000000002
2011-04-25,3.826,27.8916,191.826,4.13,78.0,58.4165,36.0,15.239,11.08675,12.489,1.40225,,185.0,148.95850000000002,125.0,207.0655
2011-04-26,4.1605,26.472199999999997,188.4975,4.304,83.5,60.6875,41.0,18.0215,18.27525,21.557750000000002,3.28275,,255.0,180.4795,116.0,206.519
2011-04-27,4.22925,31.479599999999998,189.1045,4.25,90.5,80.1455,63.5,18.8125,15.98975,19.0105,3.02075,,209.0,164.0625,130.0,207.91649999999998
2011-04-28,2.3445,22.0806,190.6295,4.125,80.0,58.9375,42.5,13.5455,6.965,7.61075,0.64575,,165.5,136.89600000000002,107.0,204.1745
2011-04-29,3.79175,18.5334,193.97899999999998,4.333,81.0,55.6875,24.0,15.3335,13.51025,15.42725,1.91675,,209.5,154.8955,102.0,209.3125
2011-04-30,5.69775,30.4666,187.125,3.667,90.5,69.3335,41.5,14.396,19.95825,22.40625,2.448,,225.5,183.7705,153.0,201.52100000000002
2011-05-01,2.96875,77.6918,186.3125,3.375,90.5,70.7085,35.0,14.7085,8.50025,9.7395,1.2395,,222.5,180.89600000000002,151.5,201.02100000000002
2011-05-02,2.2285,143.35,191.6735,4.478,86.0,65.6875,40.5,13.0435,7.6194999999999995,8.75025,1.1305,,205.5,163.20850000000002,133.0,204.717
2011-05-03,1.90625,126.4666,195.20850000000002,5.208,90.0,75.229,54.5,14.8335,12.562750000000001,15.3855,2.823,,186.0,152.58350000000002,127.5,210.042
2011-05-04,3.2815,71.63340000000001,196.375,4.875,90.5,65.479,36.0,15.582999999999998,13.21875,17.7915,4.573,,225.0,169.417,111.5,211.95850000000002
2011-05-05,3.6665,35.9332,194.47899999999998,4.25,70.5,53.896,38.0,15.0,11.5,13.05225,1.55225,,223.0,184.75,145.0,209.47899999999998
2011-05-06,2.46875,29.431,186.3125,3.25,87.5,72.708,63.5,11.208,11.17725,12.6355,1.45825,,204.5,182.45850000000002,152.5,197.52100000000002
2011-05-07,3.44775,24.7078,185.5205,3.5,90.0,81.5625,55.5,12.604,16.4685,18.91675,2.448,,227.5,190.89600000000002,174.5,198.125
2011-05-08,2.3855,30.708199999999998,194.0,3.75,90.0,79.625,54.5,15.75,13.573,18.979,5.40625,,247.5,198.9375,162.5,209.75
2011-05-09,5.434749999999999,42.585,190.3915,4.565,90.5,77.1455,50.5,19.2395,20.2825,27.55425,7.27175,,262.5,209.917,151.0,209.63
2011-05-10,1.9089999999999998,21.1262,184.52100000000002,2.5,90.0,89.5,86.5,16.0625,13.1685,25.05325,11.88525,,230.5,210.0625,194.5,200.583
2011-05-11,1.9689999999999999,11.8674,187.4375,2.708,90.0,89.7085,89.5,16.5415,12.7085,29.54175,16.83325,,230.0,212.1875,201.0,203.97899999999998
2011-05-12,1.46325,13.670599999999999,183.19150000000002,2.833,90.0,89.729,89.5,16.1475,10.534749999999999,17.04475,6.5097499999999995,,209.0,184.60399999999998,158.0,199.339
2011-05-13,2.54175,40.800200000000004,188.60399999999998,2.958,89.5,54.917,40.0,15.979500000000002,6.302,7.10425,0.802,,212.5,184.375,162.0,204.58350000000002
2011-05-14,6.97925,40.2168,193.5625,3.917,77.0,50.2915,32.0,16.6665,9.65625,10.40625,0.75,,231.5,196.47899999999998,159.0,210.22899999999998
2011-05-15,4.1045,29.1248,194.2295,3.792,81.5,49.1875,23.5,17.4375,16.8955,19.03125,2.1355,,251.5,192.5,135.0,211.667
2011-05-16,4.5435,33.275,193.348,3.739,86.5,68.2295,43.0,17.1955,18.35875,24.5325,6.1739999999999995,,228.5,185.333,144.0,210.5435
2011-05-17,4.42725,40.0752,192.14100000000002,3.208,90.5,77.229,57.0,16.1345,10.896,12.21875,1.323,,217.5,183.708,152.0,208.276
2011-05-18,4.3645,34.6168,198.125,4.25,90.5,55.917,24.0,18.875,20.875,26.56225,5.6875,,250.0,191.45850000000002,131.0,217.0
2011-05-19,3.729,35.2916,194.708,3.083,89.0,70.7705,52.5,17.042,14.78125,17.3125,2.53125,,254.0,206.125,155.0,211.75
2011-05-20,3.219,27.5082,183.7665,2.292,90.0,77.625,56.5,16.029,12.13525,15.35425,3.2185,,257.0,215.58350000000002,178.5,199.796
2011-05-21,3.75,22.8834,185.04149999999998,2.792,90.0,80.396,55.5,16.646,12.323,17.91675,5.59375,,277.0,227.66649999999998,199.0,201.6875
2011-05-22,0.64575,12.625200000000001,187.85399999999998,1.833,90.0,78.7915,61.0,13.5415,5.2605,6.2395,0.97925,,230.0,198.85399999999998,179.5,201.3955
2011-05-23,0.3625,6.818599999999999,193.02100000000002,2.727,90.5,84.021,62.0,15.424,8.108,9.3535,1.2455,,190.5,157.39600000000002,140.0,208.445
2011-05-24,1.375,6.8668000000000005,189.9375,3.292,90.0,74.8125,53.0,14.229,9.96875,12.1355,2.16675,,218.5,183.5625,144.0,204.16649999999998
2011-05-25,2.573,11.8082,191.25,3.167,86.5,67.208,49.0,15.7085,12.8645,14.66675,1.80225,,232.0,202.54149999999998,172.5,206.95850000000002
2011-05-26,1.54675,14.4702,191.16649999999998,3.417,91.0,86.8125,69.5,15.0415,12.261,12.96975,0.709,,198.0,175.66649999999998,162.0,206.208
2011-05-27,2.19775,21.5748,189.3955,4.625,90.0,87.708,80.5,15.2085,14.48975,16.60425,2.1145,,197.0,183.125,177.0,204.60399999999998
2011-05-28,1.5002499999999999,15.275,193.5,4.208,90.0,90.0,90.0,17.6665,14.1355,17.646,3.51025,,186.0,180.20850000000002,176.0,211.16649999999998
2011-05-29,0.198,5.2418,189.89600000000002,2.375,90.0,89.5625,86.5,13.25,4.39575,5.08325,0.6875,,196.5,175.70850000000002,153.0,203.14600000000002
2011-05-30,0.19574999999999998,18.9918,186.6735,2.261,89.0,75.375,57.0,9.934999999999999,4.587,5.989,1.40225,,194.5,165.45850000000002,140.0,196.6085
2011-05-31,2.8125,11.7666,194.4375,2.875,90.0,77.0205,59.0,15.125,15.8125,19.5625,3.75,,203.5,174.333,137.0,209.5625
2011-06-01,4.64575,24.0668,189.27100000000002,3.333,89.5,77.0,56.5,15.667000000000002,20.677,26.47925,5.802,,244.0,206.9375,181.5,204.9375
2011-06-02,4.073,38.9406,189.54149999999998,3.167,89.5,76.6665,54.0,15.229500000000002,18.4065,24.76025,6.354,,259.5,214.8125,187.5,204.77100000000002
2011-06-03,4.58325,48.325,193.375,3.125,89.5,78.0625,56.5,16.5,15.655999999999999,19.64575,3.9895,,252.0,215.39600000000002,190.0,209.875
2011-06-04,3.55225,32.0582,189.34300000000002,2.542,90.0,75.229,52.0,15.7825,13.77075,20.23975,6.4685,,256.0,220.417,190.5,205.1255
2011-06-05,4.39575,34.4668,186.29149999999998,3.292,90.0,78.6875,54.0,16.0625,18.58325,24.1145,5.53125,,252.5,216.16649999999998,191.5,202.35399999999998
2011-06-06,5.21,41.0724,196.421,4.261,90.5,70.125,38.5,22.6175,20.574,27.71225,7.1385000000000005,,267.5,221.417,180.0,219.0385
2011-06-07,2.10425,31.2916,186.58350000000002,3.25,90.5,85.229,75.0,15.771,9.406,9.9375,0.531,,213.5,196.3125,178.0,202.3545
2011-06-08,3.84375,22.4084,190.042,4.167,90.5,82.75,61.0,18.6665,17.198,19.60425,2.4065,,249.0,206.47899999999998,183.0,208.70850000000002
2011-06-09,4.644,35.3452,195.85250000000002,4.125,90.0,78.75,60.0,19.909,15.119250000000001,19.00425,3.88525,,257.0,221.54149999999998,186.0,215.7615
2011-06-10,3.45825,40.0416,206.2515,3.958,90.0,89.3125,86.5,23.192999999999998,18.6355,25.80225,7.1667499999999995,,232.0,212.5625,195.0,229.445
2011-06-11,1.72925,12.650200000000002,186.125,2.958,90.0,85.3955,66.0,12.917,10.531,13.10425,2.57275,,260.0,214.125,196.5,199.042
2011-06-12,1.67725,16.6168,187.583,3.0,90.0,89.792,89.0,14.208,13.78125,17.69775,3.91675,,214.5,203.75,196.0,201.792
2011-06-13,2.25,34.2468,189.1715,3.043,90.0,86.604,77.5,15.532499999999999,13.109,15.7065,2.59775,,226.0,208.375,196.0,204.7045
2011-06-14,2.7185,51.3168,192.0625,4.208,89.0,82.2915,71.5,16.4165,14.469000000000001,16.375,1.90625,,251.5,218.875,196.5,208.47899999999998
2011-06-15,4.4375,47.1666,195.375,4.875,90.0,80.9795,72.0,20.25,20.8335,27.56225,6.72925,,237.0,213.25,191.5,215.625
2011-06-16,1.2605,15.8252,187.04149999999998,3.667,90.5,90.1665,90.0,15.604,13.874749999999999,14.6145,0.7395,,197.0,191.7295,185.0,202.6455
2011-06-17,2.58325,17.5252,194.7295,3.708,90.0,84.625,69.0,19.0415,15.125,18.5105,3.3855,,240.5,212.5,195.0,213.77100000000002
2011-06-18,3.45825,21.725,201.6875,3.708,90.0,87.1045,78.0,20.375,16.65625,21.75,5.09375,,236.5,215.625,205.0,222.0625
2011-06-19,1.78125,16.3,187.91649999999998,2.833,90.0,89.479,87.0,14.75,14.104,16.02075,1.91675,,217.0,205.9375,200.0,202.667
2011-06-20,2.129,15.925,186.762,3.364,90.0,89.1875,86.0,16.701,16.2755,20.894,4.61875,,239.0,215.39600000000002,200.5,203.463
