date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-05-30,7.486,10.667,3.18,3.062,,1.708,183.042,2.708,15.958,199.0
2011-05-31,8.051,13.005,4.954,3.084,,7.25,185.565,3.042,16.304,201.87
2011-06-01,14.606,19.217,4.611,3.666,,15.958,183.458,2.778,23.583,207.042
2011-06-02,12.838,19.546,6.708,4.292,,24.583,184.5,3.875,17.292,201.792
2011-06-03,15.867,25.261,9.394,6.226,,47.957,186.125,4.913,20.542,206.667
2011-06-04,12.278,18.722,6.444,5.438,,44.625,185.167,3.708,17.875,203.042
2011-06-05,12.653,17.486,4.833,5.292,,38.708,184.87,3.917,16.435,201.304
2011-06-06,12.692,20.872,8.179,4.708,,30.583,186.792,4.667,16.25,203.042
2011-06-07,16.625,21.889,5.264,4.75,,33.208,185.75,3.917,17.708,203.458
2011-06-08,11.471,14.582,3.111,3.239,,22.583,185.391,3.435,13.391,198.783
2011-06-09,17.681,26.875,9.195,5.583,,33.125,185.667,5.167,20.542,206.208
2011-06-10,23.025,37.752,14.727,6.236,,40.75,185.958,4.826,28.333,214.292
2011-06-11,10.639,17.708,7.069,2.729,,9.958,184.667,4.292,24.875,209.542
2011-06-12,11.5,16.181,4.681,3.104,,16.958,184.583,4.75,23.333,207.917
2011-06-13,11.48,16.489,5.01,3.292,,17.875,185.696,3.917,21.435,207.13
2011-06-14,14.144,19.112,4.968,3.688,,37.783,187.917,4.542,17.583,205.5
2011-06-15,18.042,25.945,7.903,5.146,,32.292,187.625,4.875,21.833,209.458
2011-06-16,13.347,15.972,2.625,2.75,,16.75,186.077,3.417,12.385,198.462
2011-06-17,12.113,16.426,4.313,3.264,,16.708,,3.913,,
2011-06-18,13.695,19.486,5.791,3.458,,29.333,192.0,4.708,18.385,210.385
2011-06-19,10.347,14.139,3.792,4.166,,30.5,190.208,4.542,19.833,210.042
2011-06-20,12.495,21.481,8.986,3.25,,13.833,182.792,3.583,22.0,204.792
2011-06-21,14.516,25.428,10.912,4.217,,18.25,182.783,3.261,20.478,203.261
2011-06-22,14.958,26.917,11.958,5.646,,24.955,182.042,3.792,21.25,203.292
2011-06-23,10.847,24.278,13.431,6.646,,25.292,180.458,3.667,25.542,206.0
2011-06-24,7.77,13.612,5.842,5.924,,21.792,177.625,2.913,19.708,197.333
2011-06-25,8.292,17.514,9.222,5.312,,17.792,180.375,4.042,21.042,201.417
2011-06-26,5.264,10.944,5.68,2.416,,8.292,176.087,2.458,19.652,195.739
2011-06-27,7.699,15.994,8.295,3.166,,11.708,177.0,2.75,21.833,198.833
2011-06-28,10.889,19.264,8.375,5.542,,26.5,177.042,3.083,22.292,199.333
2011-06-29,11.74,24.601,12.861,5.792,,27.208,177.792,3.333,23.375,201.167
2011-06-30,12.111,21.431,9.32,5.521,,26.083,182.542,3.0,21.792,204.333
2011-07-01,10.831,18.373,7.543,3.068,,22.583,180.522,3.565,19.348,199.87
2011-07-02,10.639,15.667,5.028,3.312,,38.708,183.375,4.125,24.333,207.708
2011-07-03,9.444,13.486,4.041,3.104,,36.792,180.75,3.792,20.625,201.375
2011-07-04,11.676,18.158,6.482,4.166,,20.917,183.682,3.708,21.0,204.682
2011-07-05,11.514,15.111,3.597,3.896,,29.417,186.714,3.917,12.286,199.0
2011-07-06,17.379,24.817,7.438,4.522,,35.75,,5.174,,
2011-07-07,12.792,25.695,12.903,2.834,,15.75,,3.792,,
2011-07-08,16.404,32.094,15.689,4.73,,32.875,,4.391,,
2011-07-09,10.486,19.292,8.806,4.562,,23.042,,3.792,,
2011-07-10,9.25,13.347,4.097,4.77,,31.583,,4.417,,
2011-07-11,9.734,15.212,5.478,3.958,,19.0,175.857,2.958,11.714,187.571
2011-07-12,9.958,18.736,8.778,3.77,,11.417,179.667,2.875,12.333,192.0
2011-07-13,9.232,15.719,6.487,4.584,,11.87,177.792,2.75,10.667,188.458
2011-07-14,11.125,19.695,8.569,4.271,,21.333,179.375,2.833,10.583,189.958
2011-07-15,11.827,17.827,6.0,4.961,,29.75,181.833,3.652,10.833,192.667
2011-07-16,14.833,18.792,3.958,6.354,,43.958,187.174,5.25,16.174,203.348
2011-07-17,8.25,11.153,2.903,4.979,,20.083,179.458,3.292,11.167,190.625
2011-07-18,5.292,7.382,2.09,2.729,,7.333,174.0,2.0,8.591,182.591
2011-07-19,2.861,4.139,1.278,1.833,,3.083,169.208,2.0,5.333,174.542
2011-07-20,4.069,9.639,5.57,2.021,,7.667,170.208,2.0,8.542,178.75
2011-07-21,8.321,12.184,3.864,3.462,,9.0,179.4,2.304,8.15,187.55
2011-07-22,9.701,14.006,4.306,3.888,,19.333,182.417,3.043,5.875,188.292
2011-07-23,9.764,13.333,3.569,4.167,,33.042,185.208,3.667,7.167,192.375
2011-07-24,9.736,11.986,2.25,5.354,,35.958,188.25,4.208,7.458,195.708
2011-07-25,11.466,15.435,3.97,4.125,,36.167,188.583,3.208,8.083,196.667
2011-07-26,12.833,20.347,7.514,4.271,,27.0,183.261,3.292,8.217,191.478
2011-07-27,13.218,19.849,6.631,4.312,,18.773,184.462,3.458,9.0,193.462
2011-07-28,11.256,22.33,11.073,4.542,,20.583,,3.292,,
2011-07-29,12.114,19.909,7.796,4.292,,24.75,,3.043,,
2011-07-30,8.028,13.833,5.806,3.334,,19.917,,2.667,,
2011-07-31,7.014,9.278,2.264,3.104,,32.833,,3.625,,
2011-08-01,10.792,14.333,3.542,4.25,,36.958,,3.875,,
2011-08-02,10.417,14.722,4.306,4.042,,26.792,,3.208,,
2011-08-03,9.579,15.171,5.592,4.235,,19.542,,2.435,,
2011-08-04,10.188,17.071,6.882,4.25,,16.458,,2.542,,
2011-08-05,11.642,17.172,5.53,4.54,,16.958,,3.0,,
2011-08-06,6.278,11.417,5.139,3.312,,10.583,,2.208,,
2011-08-07,8.111,13.014,4.903,3.812,,16.208,,2.708,,
2011-08-08,12.695,19.389,6.694,5.584,,26.667,,3.583,,
2011-08-09,11.5,21.18,9.681,4.375,,26.0,,3.292,,
2011-08-10,11.417,18.597,7.181,5.084,,31.5,,3.375,,
2011-08-11,11.229,16.154,4.925,4.438,,23.0,175.3,2.833,17.0,192.3
2011-08-12,8.909,13.888,4.98,4.013,,19.391,176.375,3.13,15.208,191.583
2011-08-13,6.889,9.917,3.028,4.833,,25.5,179.333,4.0,17.208,196.542
2011-08-14,6.486,8.042,1.556,5.166,,28.5,177.75,3.417,16.042,193.792
2011-08-15,5.333,6.583,1.25,4.438,,18.208,177.875,2.792,17.333,195.208
2011-08-16,5.403,7.042,1.639,4.75,,19.25,179.238,3.0,23.238,202.476
2011-08-17,8.458,11.708,3.25,5.917,,24.667,178.625,2.833,19.042,197.667
2011-08-18,11.118,18.515,7.398,5.354,,24.375,181.125,3.583,20.333,201.458
2011-08-19,9.318,12.129,2.811,4.566,,15.375,187.905,3.682,21.714,209.619
2011-08-20,6.958,9.667,2.708,2.062,,10.792,187.333,2.917,11.833,199.167
2011-08-21,9.653,12.68,3.028,2.584,,10.958,187.083,4.0,14.875,201.958
2011-08-22,9.944,15.514,5.57,3.5,,18.25,187.208,3.958,14.708,201.917
2011-08-23,10.972,16.792,5.82,2.521,,16.667,185.083,3.625,15.417,200.5
2011-08-24,11.292,20.417,9.125,3.396,,21.167,179.739,3.25,27.696,207.435
2011-08-25,9.103,18.376,9.273,2.896,,18.348,179.083,2.875,17.375,196.458
2011-08-26,9.015,18.02,9.005,3.854,,21.125,177.458,3.087,15.958,193.417
2011-08-27,7.417,11.431,4.014,3.292,,21.333,178.625,3.083,15.625,194.25
2011-08-28,7.222,9.958,2.736,3.229,,21.75,180.25,3.0,17.125,197.375
2011-08-29,12.306,17.556,5.25,4.604,,33.125,183.826,3.917,18.696,202.522
2011-08-30,13.25,17.681,4.431,4.312,,36.375,185.292,3.75,20.542,205.833
2011-08-31,12.75,16.068,3.318,4.152,,23.417,180.542,2.913,16.083,196.625
2011-09-01,6.848,10.491,3.644,2.438,,12.708,174.333,2.292,11.75,186.083
2011-09-02,3.17,7.303,4.133,1.542,,9.625,172.375,2.217,8.875,181.25
2011-09-03,5.18,10.653,5.472,1.958,,6.042,177.217,2.25,11.087,188.304
2011-09-04,7.694,11.222,3.528,3.916,,7.583,182.625,2.792,20.542,203.167
2011-09-05,6.833,8.833,2.0,3.229,,5.917,183.542,2.167,13.5,197.042
2011-09-06,10.417,16.555,6.139,3.229,,11.958,190.292,2.792,10.833,201.125
2011-09-07,14.097,20.445,6.347,4.958,,22.792,193.5,3.917,14.125,207.625
2011-09-08,14.097,18.902,4.804,6.125,,34.478,189.478,4.375,17.348,206.826
2011-09-09,13.139,20.869,7.73,4.242,,30.708,186.333,3.522,16.417,202.75
2011-09-10,8.097,14.945,6.847,3.292,,20.0,180.667,3.042,10.875,191.542
2011-09-11,6.139,10.584,4.444,3.416,,12.708,179.5,2.333,10.375,189.875
2011-09-12,10.236,17.167,6.931,4.02,,16.375,182.625,2.875,13.5,196.125
2011-09-13,14.746,21.47,6.725,5.326,,31.667,183.091,3.739,18.0,201.091
2011-09-14,14.653,21.25,6.597,5.188,,34.917,183.25,3.958,18.917,202.167
2011-09-15,10.247,16.604,6.357,3.917,,19.125,181.5,2.792,13.25,194.75
2011-09-16,7.719,11.978,4.259,3.076,,10.333,178.083,2.478,9.375,187.458
2011-09-17,8.25,17.583,9.334,2.292,,7.958,175.25,2.667,11.083,186.333
2011-09-18,5.167,9.722,4.556,2.52,,12.125,177.304,2.375,10.435,187.739
2011-09-19,3.194,6.431,3.236,1.896,,6.708,183.083,2.5,9.0,192.083
2011-09-20,5.275,10.489,5.214,2.188,,2.217,181.333,2.417,6.083,187.417
2011-09-21,8.278,14.472,6.195,3.771,,0.0,181.042,2.25,7.792,188.833
2011-09-22,7.308,10.455,3.148,3.875,,6.208,184.667,2.0,5.875,190.542
2011-09-23,7.418,10.707,3.288,2.928,,12.042,187.565,2.522,7.565,195.13
2011-09-24,9.306,13.416,4.111,3.375,,12.5,189.958,3.167,11.625,201.583
2011-09-25,9.986,13.389,3.403,3.708,,19.5,191.458,3.917,13.458,204.917
2011-09-26,12.5,17.042,4.542,3.666,,19.833,189.458,3.375,12.625,202.083
2011-09-27,12.431,19.778,7.347,3.584,,18.583,188.125,3.333,12.542,200.667
2011-09-28,14.111,19.764,5.653,4.604,,26.292,186.435,3.458,13.435,199.87
2011-09-29,16.174,22.638,6.464,4.935,,33.583,187.478,4.609,23.217,210.696
2011-09-30,13.008,18.141,5.133,3.496,,21.625,183.917,3.478,15.75,199.667
2011-10-01,4.986,7.569,2.584,2.396,,11.875,185.708,2.458,5.833,191.542
2011-10-02,4.486,6.028,1.542,2.646,,8.625,187.083,2.5,10.875,197.958
2011-10-03,5.708,9.181,3.472,2.312,,8.083,186.792,2.167,4.917,191.708
2011-10-04,13.916,22.111,8.194,3.521,,12.958,186.696,3.292,12.826,199.522
2011-10-05,11.722,18.958,7.236,1.916,,10.583,185.542,2.917,12.667,198.208
2011-10-06,10.33,15.432,5.102,3.458,,12.864,183.417,3.042,14.542,197.958
2011-10-07,11.217,16.797,5.58,2.91,,28.292,186.708,3.565,11.792,198.5
2011-10-08,10.972,15.028,4.056,3.771,,30.583,187.875,4.542,13.0,200.875
2011-10-09,7.639,10.014,2.375,4.958,,46.208,188.739,4.625,13.478,202.217
2011-10-10,11.361,15.889,4.528,5.688,,57.5,188.625,5.333,15.583,204.208
2011-10-11,15.04,25.032,9.992,5.336,,50.208,187.682,5.043,16.591,204.273
2011-10-12,16.326,26.805,10.479,3.896,,52.792,188.292,4.958,15.875,204.167
2011-10-13,18.097,26.972,8.875,4.833,,51.667,188.458,4.833,19.375,207.833
2011-10-14,15.875,22.138,6.263,3.152,,32.292,184.333,4.13,15.333,199.667
2011-10-15,11.292,17.25,5.958,3.583,,9.25,181.875,3.458,14.167,196.042
2011-10-16,9.458,11.778,2.32,6.375,,25.417,191.304,4.333,11.913,203.217
2011-10-17,12.792,20.611,7.82,3.688,,22.875,191.083,3.875,16.542,207.625
2011-10-18,13.778,22.972,9.194,3.458,,20.25,190.625,3.25,11.333,201.958
2011-10-19,13.345,22.806,9.461,2.916,,13.625,190.208,3.125,12.583,202.792
2011-10-20,16.306,25.361,9.056,3.604,,20.292,189.833,3.708,17.167,207.0
2011-10-21,12.102,14.681,2.58,4.193,,23.391,185.783,3.13,11.435,197.217
2011-10-22,11.333,17.5,6.167,3.688,,13.542,184.5,4.125,13.208,197.708
2011-10-23,4.514,6.208,1.694,2.271,,7.0,182.208,2.292,6.083,188.292
2011-10-24,12.208,19.958,7.75,4.688,,13.583,183.458,3.625,12.75,196.208
2011-10-25,8.319,12.377,4.058,2.804,,12.625,184.091,2.478,8.455,192.545
2011-10-26,7.334,12.125,4.792,2.125,,8.75,187.708,2.333,6.292,194.0
2011-10-27,14.806,22.681,7.875,2.916,,18.0,188.875,3.375,15.042,203.917
2011-10-28,16.473,25.421,8.947,3.93,,27.083,188.333,4.087,18.083,206.417
2011-10-29,13.847,19.319,5.472,5.479,,39.625,186.167,4.458,16.958,203.125
2011-10-30,9.819,13.014,3.194,2.416,,30.75,186.913,4.0,13.609,200.522
2011-10-31,8.43,14.805,6.375,2.458,,13.0,186.583,3.25,9.333,195.917
2011-11-01,15.838,24.729,8.891,4.458,,15.375,187.667,3.583,12.667,200.333
2011-11-02,16.597,24.0,7.403,4.438,,18.792,187.75,3.792,15.167,202.917
2011-11-03,18.806,30.82,12.014,4.646,,38.167,189.458,5.333,23.958,213.417
2011-11-04,18.704,34.667,15.963,4.848,,47.826,189.478,5.913,26.739,216.217
2011-11-05,16.042,24.139,8.097,2.584,,24.083,186.458,4.542,20.208,206.667
2011-11-06,9.111,16.333,7.222,2.667,,10.5,183.0,3.458,15.042,198.042
2011-11-07,7.558,13.615,6.057,2.022,,6.333,184.217,2.957,7.261,191.478
2011-11-08,8.871,15.883,7.011,2.062,,12.042,186.458,3.0,8.0,194.458
2011-11-09,11.181,19.695,8.514,1.916,,12.625,187.042,2.792,10.042,197.083
2011-11-10,11.097,16.889,5.792,1.875,,11.375,187.417,2.583,8.458,195.875
2011-11-11,17.455,31.518,14.062,4.105,,20.417,187.792,5.913,17.333,205.125
2011-11-12,13.667,25.833,12.167,3.979,,23.667,188.696,5.708,16.913,205.609
2011-11-13,9.903,16.07,6.167,2.646,,30.458,190.333,4.875,16.208,206.542
2011-11-14,12.931,20.708,7.778,3.833,,38.25,191.167,4.792,13.417,204.583
2011-11-15,12.839,21.181,8.342,3.083,,17.542,190.542,3.542,8.708,199.25
2011-11-16,15.097,28.903,13.806,2.5,,16.25,192.083,4.125,16.958,209.042
2011-11-17,18.319,34.736,16.417,3.958,,34.333,189.261,5.25,18.0,207.261
2011-11-18,15.805,26.438,10.633,3.044,,39.391,188.273,5.217,18.273,206.545
2011-11-19,14.417,23.167,8.75,1.979,,10.333,182.75,4.167,17.0,199.75
2011-11-20,6.639,8.166,1.528,3.854,,12.0,187.208,3.042,7.625,194.833
2011-11-21,11.708,16.528,4.819,3.604,,5.917,187.917,2.417,7.458,195.375
