date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-01-01,8.722,11.528,2.806,3.98,,,189.917,5.417,11.75,201.667
2011-01-02,6.028,7.458,1.431,4.416,,,189.75,3.875,9.208,198.958
2011-01-03,7.559,9.595,2.036,5.614,,,190.083,4.458,10.875,200.958
2011-01-04,8.819,10.75,1.931,7.021,,,191.783,4.25,7.696,199.478
2011-01-05,13.09,18.424,5.334,4.348,,,190.208,3.826,15.75,205.958
2011-01-06,18.212,34.941,16.729,3.396,,,190.792,4.304,16.375,207.167
2011-01-07,11.653,25.722,14.069,2.73,,,191.5,3.375,14.333,205.833
2011-01-08,12.68,19.569,6.889,3.166,,,191.5,5.0,12.875,204.375
2011-01-09,14.25,24.903,10.653,5.75,,,193.0,5.708,19.391,212.391
2011-01-10,15.508,31.761,16.252,6.12,,,193.042,6.167,15.375,208.417
2011-01-11,13.25,20.236,6.986,5.542,,,190.167,4.208,11.917,202.083
2011-01-12,17.578,36.078,18.5,4.125,,,191.833,4.583,14.75,206.583
2011-01-13,14.899,28.956,14.058,6.542,,,190.542,4.565,14.792,205.333
2011-01-14,14.611,25.32,10.708,5.312,,,192.174,5.167,16.348,208.522
2011-01-15,13.25,19.944,6.695,3.729,,,191.083,4.125,15.25,206.333
2011-01-16,11.472,18.264,6.792,2.542,,,189.208,3.5,9.375,198.583
2011-01-17,19.069,38.708,19.639,3.064,,,187.833,4.292,15.625,203.458
2011-01-18,26.903,51.556,24.653,6.542,,,188.958,6.75,23.5,212.458
2011-01-19,18.587,33.681,15.093,3.144,,,187.45,3.826,13.95,201.4
2011-01-20,13.014,22.409,9.395,2.668,,,186.375,3.261,10.583,196.958
2011-01-21,10.764,16.833,6.069,2.125,,,184.958,3.125,8.625,193.583
2011-01-22,10.653,18.833,8.181,3.292,,,186.25,3.917,10.583,196.833
2011-01-23,9.528,14.653,5.125,3.854,,,188.333,3.208,10.25,198.583
2011-01-24,11.542,17.361,5.82,5.56,,,191.478,3.0,10.739,202.217
2011-01-25,14.514,22.583,8.07,4.896,,,190.667,3.833,8.25,198.917
2011-01-26,12.889,18.028,5.139,4.771,,,190.708,2.875,8.417,199.125
2011-01-27,18.164,36.178,18.014,4.916,,,192.708,4.957,15.042,207.75
2011-01-28,14.0,24.153,10.153,4.021,,,192.25,4.583,14.833,207.083
2011-01-29,11.833,19.514,7.681,3.354,,,189.783,4.083,10.261,200.043
2011-01-30,12.486,20.097,7.611,2.854,,,189.75,3.417,11.125,200.875
2011-01-31,18.097,35.389,17.292,3.652,,,189.417,4.167,14.458,203.875
2011-02-01,14.771,23.643,8.872,6.5,,,190.125,4.087,8.167,198.292
2011-02-02,10.107,13.609,3.502,4.812,,,189.417,2.833,7.042,196.458
2011-02-03,13.16,22.531,9.371,3.5,,,190.783,4.0,11.391,202.174
2011-02-04,11.916,16.069,4.153,6.52,,,190.5,3.917,8.375,198.875
2011-02-05,15.208,22.0,6.792,6.666,,,192.542,6.417,13.125,205.667
2011-02-06,19.153,31.278,12.125,6.458,,,191.167,6.5,14.25,205.417
2011-02-07,13.736,20.361,6.625,4.258,,,189.0,4.583,10.667,199.667
2011-02-08,8.638,12.448,3.811,4.167,,,190.043,2.667,6.87,196.913
2011-02-09,11.725,18.25,6.525,4.292,,,190.5,3.167,9.458,199.958
2011-02-10,13.582,23.873,10.29,3.334,,,190.375,3.609,11.375,201.75
2011-02-11,9.236,16.583,7.347,2.958,,,190.167,3.167,9.583,199.75
2011-02-12,12.375,18.125,5.75,3.084,,,191.958,3.875,10.042,202.0
2011-02-13,12.819,20.125,7.306,2.625,,,188.565,4.042,8.696,197.261
2011-02-14,20.042,39.389,19.347,2.668,,,188.0,5.167,16.0,204.0
2011-02-15,13.569,27.917,14.347,3.0,,,188.458,4.708,11.292,199.75
2011-02-16,12.922,21.095,8.173,3.534,,,186.429,3.818,9.048,195.476
2011-02-17,12.853,21.307,8.453,4.042,,,186.708,3.435,9.083,195.792
2011-02-18,9.264,13.403,4.139,4.479,,,189.083,3.167,8.708,197.792
2011-02-19,10.681,17.403,6.722,3.229,,,188.458,3.542,9.542,198.0
2011-02-20,16.208,29.472,13.264,3.98,,,187.792,4.875,12.417,200.208
2011-02-21,26.097,49.5,23.403,6.668,,,191.0,6.708,33.609,224.609
2011-02-22,14.943,18.234,3.291,3.625,,,187.542,4.042,1.417,188.958
2011-02-23,15.002,26.93,11.929,3.833,,,188.333,5.083,8.167,196.5
2011-02-24,16.033,25.341,9.308,5.25,,,189.417,5.043,7.667,197.083
2011-02-25,14.958,22.195,7.236,4.042,,,188.833,5.583,9.958,198.792
2011-02-26,5.486,8.014,2.528,2.375,,,190.13,2.792,2.087,192.217
2011-02-27,12.278,19.778,7.5,2.854,,,192.667,3.708,8.625,201.292
2011-02-28,11.646,16.015,4.369,3.665,,,192.708,3.174,5.542,198.25
2011-03-01,23.977,43.192,19.215,5.458,,,194.792,5.458,21.292,216.083
2011-03-02,16.417,28.109,11.691,4.083,,,191.0,4.652,13.609,204.609
2011-03-03,7.708,12.25,4.542,2.958,,,190.833,3.417,6.167,197.0
2011-03-04,6.5,8.778,2.278,2.292,,,192.208,3.333,6.542,198.75
2011-03-05,21.805,42.306,20.5,3.104,,,192.25,5.917,15.0,207.25
2011-03-06,17.764,36.722,18.958,4.221,,,195.0,5.542,15.417,210.417
2011-03-07,17.754,30.361,12.608,4.5,,,195.174,6.625,15.348,210.522
2011-03-08,24.269,37.773,13.504,5.48,,,196.958,8.167,17.417,214.375
2011-03-09,14.236,21.183,6.946,3.5,,,193.125,5.913,10.792,203.917
2011-03-10,8.597,14.584,5.986,2.188,,,191.958,4.0,7.25,199.208
2011-03-11,7.375,10.069,2.695,3.458,,,192.042,3.458,8.667,200.708
2011-03-12,8.813,11.811,2.998,4.128,,,192.05,3.143,7.25,199.3
2011-03-13,10.745,16.477,5.732,2.663,,,192.208,3.435,6.875,199.083
2011-03-14,17.583,28.93,11.347,4.104,,,192.583,4.208,10.417,203.0
2011-03-15,14.824,22.769,7.945,4.875,,,192.833,4.292,10.167,203.0
2011-03-16,20.242,28.678,8.437,3.916,,,192.75,4.333,10.75,203.5
2011-03-17,16.028,23.292,7.264,3.104,,,191.913,4.917,18.652,210.565
2011-03-18,14.069,21.208,7.139,3.312,,,192.542,5.833,19.708,212.25
2011-03-19,7.028,10.422,3.394,2.708,,,189.375,3.25,6.833,196.208
2011-03-20,11.854,18.396,6.542,4.288,,,189.417,4.13,8.125,197.542
2011-03-21,16.231,25.441,9.209,3.084,,,190.208,3.625,9.375,199.583
2011-03-22,20.534,34.363,13.828,4.708,,,189.87,5.125,18.304,208.174
2011-03-23,16.361,21.699,5.337,2.979,,,187.833,4.083,11.958,199.792
2011-03-24,8.653,10.708,2.055,5.062,,,189.5,4.958,8.917,198.417
2011-03-25,6.639,8.403,1.764,4.479,,,190.5,3.125,9.792,200.292
2011-03-26,8.472,13.556,5.083,2.688,,,191.5,3.208,8.042,199.542
2011-03-27,20.025,29.834,9.808,5.152,,,194.087,5.364,13.826,207.913
2011-03-28,18.361,31.389,13.028,4.896,,,191.208,4.625,13.708,204.917
2011-03-29,17.858,27.435,9.578,4.979,,,189.917,4.458,10.958,200.875
2011-03-30,20.074,31.365,11.292,5.834,,,187.125,4.167,12.667,199.792
2011-03-31,9.306,11.875,2.569,3.958,,,186.583,3.25,11.583,198.167
2011-04-01,24.836,33.075,8.239,7.544,,38.458,187.208,5.783,18.833,206.042
2011-04-02,17.625,25.597,7.972,5.667,,35.083,185.458,4.833,18.083,203.542
2011-04-03,5.292,7.791,2.5,3.688,,10.333,183.542,2.667,6.542,190.083
2011-04-04,11.264,17.472,6.208,3.854,,11.25,182.917,3.0,10.958,193.875
2011-04-05,18.264,26.285,8.023,4.938,,16.917,188.652,3.542,13.087,201.739
2011-04-06,23.997,34.76,10.763,6.958,,19.955,187.167,4.875,19.667,206.833
2011-04-07,19.847,30.111,10.264,5.667,,17.083,184.042,3.5,13.333,197.375
2011-04-08,23.082,37.088,14.007,4.623,,19.25,180.542,4.348,18.292,198.833
2011-04-09,12.097,16.542,4.444,4.396,,18.542,177.125,3.708,15.25,192.375
2011-04-10,14.694,18.25,3.555,5.938,,27.25,185.304,4.833,16.957,202.261
2011-04-11,16.903,22.472,5.569,5.729,,27.958,179.917,4.292,20.0,199.917
2011-04-12,15.648,21.382,5.734,4.5,,22.083,177.875,3.667,11.708,189.583
2011-04-13,19.96,30.539,10.579,5.857,,21.583,182.591,4.174,22.864,205.455
2011-04-14,25.597,35.722,10.125,10.0,,39.792,189.5,5.333,17.0,206.5
2011-04-15,29.791,40.006,10.215,6.468,,41.091,188.542,5.783,21.708,210.25
2011-04-16,10.556,22.18,11.625,4.146,,33.125,188.083,4.583,17.083,205.167
2011-04-17,9.472,12.333,2.861,4.062,,15.75,187.542,3.25,9.5,197.042
2011-04-18,21.736,31.694,9.958,4.375,,23.708,189.652,5.042,17.913,207.565
2011-04-19,11.803,16.895,5.092,3.958,,10.125,191.0,3.5,16.667,207.667
2011-04-20,10.734,14.631,3.898,3.583,,9.261,189.875,2.792,10.958,200.833
2011-04-21,19.889,29.819,9.931,6.25,,26.25,189.75,4.542,15.125,204.875
2011-04-22,23.338,33.813,10.476,5.595,,32.375,189.5,4.696,18.833,208.333
2011-04-23,13.375,19.458,6.084,3.354,,15.542,187.478,3.708,16.783,204.261
2011-04-24,11.528,15.458,3.931,3.958,,25.083,191.417,4.042,12.708,204.125
2011-04-25,14.944,21.083,6.139,4.604,,27.708,189.375,3.875,10.042,199.417
2011-04-26,24.22,37.856,13.637,6.896,,30.583,186.667,4.25,18.333,205.0
2011-04-27,19.338,33.045,13.707,4.718,,31.708,184.545,4.0,15.318,199.864
2011-04-28,12.097,15.222,3.125,4.229,,19.542,188.375,3.958,13.167,201.542
2011-04-29,14.859,21.869,7.011,4.527,,19.667,188.417,4.0,12.0,200.417
2011-04-30,15.903,21.056,5.153,6.458,,31.083,188.375,4.458,13.958,202.333
2011-05-01,8.986,11.07,2.083,4.354,,27.792,183.0,3.417,8.958,191.958
2011-05-02,12.57,17.222,4.653,4.521,,64.708,189.304,3.958,14.609,203.913
2011-05-03,18.279,22.696,4.416,5.958,,63.125,189.708,5.292,20.542,210.25
2011-05-04,11.708,15.736,4.028,6.23,,58.292,191.125,5.75,16.167,207.292
2011-05-05,9.986,12.291,2.305,4.896,,22.875,187.583,3.792,10.542,198.125
2011-05-06,14.739,19.812,5.073,5.636,,26.591,185.292,4.435,15.208,200.5
2011-05-07,11.389,14.736,3.347,5.5,,15.5,183.957,3.708,10.826,194.783
2011-05-08,12.333,15.778,3.445,5.375,,22.458,185.125,3.5,10.875,196.0
2011-05-09,19.333,24.486,5.153,8.354,,41.042,187.292,5.125,19.292,206.583
2011-05-10,12.158,24.628,12.471,5.875,,25.75,180.917,3.792,20.667,201.583
2011-05-11,10.505,22.678,12.172,3.739,,9.417,176.636,3.348,16.682,193.318
2011-05-12,13.361,23.43,10.069,3.288,,11.045,178.667,3.042,15.292,193.958
2011-05-13,10.795,13.927,3.132,3.8,,23.667,185.667,3.652,14.167,199.833
2011-05-14,11.667,14.667,3.0,4.521,,24.917,185.667,3.667,16.375,202.042
2011-05-15,14.236,16.819,2.584,6.625,,31.208,185.833,5.667,16.917,202.75
2011-05-16,19.986,25.764,5.778,7.208,,38.958,188.609,5.167,18.696,207.304
2011-05-17,17.905,22.693,4.788,4.62,,33.227,187.083,4.125,17.417,204.5
2011-05-18,15.607,22.044,6.437,4.167,,23.083,186.917,3.75,16.833,203.75
2011-05-19,23.055,28.667,5.611,7.521,,39.333,186.444,5.458,29.889,216.333
2011-05-20,18.578,24.918,6.341,6.348,,41.292,184.273,4.609,21.818,206.091
2011-05-21,13.847,18.695,4.847,5.625,,33.5,182.167,3.583,28.417,210.583
2011-05-22,9.055,13.792,4.736,3.312,,15.375,184.625,3.208,26.042,210.667
2011-05-23,7.875,12.236,4.361,1.812,,6.667,185.583,2.667,12.292,197.875
2011-05-24,10.904,15.575,4.671,2.568,,6.167,184.952,2.739,7.714,192.667
2011-05-25,16.139,21.945,5.806,4.312,,16.167,186.5,3.167,13.214,199.714
2011-05-26,12.041,13.917,1.875,3.771,,19.042,185.25,3.208,21.5,206.75
2011-05-27,11.081,12.536,1.455,2.572,,11.083,185.042,3.087,18.208,203.25
2011-05-28,13.764,19.722,5.958,1.562,,7.333,186.083,4.25,26.458,212.542
2011-05-29,10.264,15.541,5.278,2.583,,3.583,181.5,2.875,23.542,205.042
