date,NO2_mean,NOX_mean,NO_mean,SPM_mean,PM25_mean,SO2_mean,HUM_max,HUM_mean,HUM_min,RAIN_sum,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,THC_mean,CO_mean
2015-08-05,10.514,19.942,9.428,19.327,9.861,2.039,87.0,73.417,55.0,,33.6,30.079,27.4,180.94,7.288,188.228,2.097
2015-08-06,11.82,20.661,8.841,19.997,10.153,1.873,88.0,72.958,54.0,,34.5,30.279,27.4,181.714,9.628,191.343,2.306
2015-08-07,16.614,19.932,3.318,42.729,26.528,2.111,84.0,62.75,40.0,,36.3,31.162,26.6,195.789,13.718,209.506,3.884
2015-08-08,5.219,7.229,2.01,29.776,18.0,0.361,90.0,78.0,59.0,,30.8,26.85,24.2,187.854,6.729,194.584,2.952
2015-08-09,5.125,6.458,1.333,23.031,14.167,0.57,91.0,74.042,56.0,,31.2,27.412,24.0,189.125,7.584,196.708,2.708
2015-08-10,9.005,13.224,4.219,27.25,13.75,0.333,95.0,86.667,68.0,,30.8,27.183,25.4,185.584,9.667,195.25,2.889
2015-08-11,6.646,10.901,4.255,16.364,7.472,0.335,96.0,77.583,55.0,,32.9,28.579,25.0,184.104,8.396,192.5,2.542
2015-08-12,9.193,12.052,2.859,24.151,12.986,0.944,93.0,75.875,49.0,,32.9,28.579,25.6,185.862,13.5,199.362,2.674
2015-08-13,10.286,12.286,2.0,31.438,14.111,1.681,95.0,83.167,66.0,,29.4,27.392,25.4,187.312,9.896,197.208,3.139
2015-08-14,5.583,6.844,1.26,23.797,12.014,0.347,97.0,87.667,70.0,,30.3,26.408,23.8,188.167,7.167,195.333,2.812
2015-08-15,7.458,8.958,1.5,20.464,12.875,1.778,97.0,76.708,53.0,,31.7,27.612,23.5,187.062,7.854,194.917,3.389
2015-08-16,6.052,7.307,1.255,25.443,13.847,1.458,96.0,83.25,66.0,,30.2,27.017,24.7,189.062,7.5,196.562,3.208
2015-08-17,9.742,13.599,3.857,20.349,8.458,0.542,97.0,93.292,80.0,,28.6,25.942,23.0,184.574,9.446,194.02,2.617
2015-08-18,14.664,18.784,4.12,18.125,9.153,1.11,91.0,82.625,72.0,,29.9,27.804,26.2,183.998,8.521,192.519,2.722
2015-08-19,14.681,18.286,3.605,16.628,10.694,1.626,94.0,72.917,52.0,,30.7,27.421,25.3,196.832,12.442,209.274,3.722
2015-08-20,18.107,23.181,5.074,28.391,13.695,0.588,98.0,90.833,80.0,,27.2,25.429,24.1,204.667,17.146,221.812,4.008
2015-08-21,11.443,14.0,2.557,35.766,17.486,1.305,97.0,86.5,68.0,,29.9,26.533,23.9,191.146,8.688,199.833,3.389
2015-08-22,8.891,13.828,4.938,27.536,13.597,1.722,91.0,77.208,62.0,,31.9,29.083,26.6,178.812,6.708,185.52,2.153
2015-08-23,3.828,4.922,1.094,14.927,9.056,0.625,95.0,80.458,67.0,,29.6,26.133,22.3,186.146,5.938,192.084,2.304
2015-08-24,6.057,8.172,2.115,11.49,7.986,0.431,84.0,72.833,59.0,,27.2,24.008,21.3,189.654,6.146,195.8,2.505
2015-08-25,6.26,8.912,2.651,9.766,7.75,0.406,94.0,73.083,67.0,,22.7,21.442,18.8,188.479,5.625,194.104,2.458
2015-08-26,11.891,15.724,3.833,9.641,6.403,0.097,98.0,97.625,96.0,,22.7,20.258,18.4,191.405,9.758,201.163,2.856
2015-08-27,10.114,15.364,5.25,8.495,6.722,0.236,98.0,85.375,77.0,,25.7,22.975,20.2,192.208,9.125,201.334,2.806
2015-08-28,7.781,11.526,3.745,10.505,9.0,0.167,97.0,89.125,84.0,,22.3,21.454,20.1,191.375,7.084,198.458,2.431
2015-08-29,11.536,16.313,4.776,12.594,9.028,0.028,98.0,97.5,95.0,,20.8,20.05,19.0,195.125,12.062,207.188,3.125
2015-08-30,6.771,8.589,1.818,9.677,7.0,0.264,98.0,96.083,91.0,,22.2,21.046,20.2,193.216,9.453,202.668,3.083
2015-08-31,10.423,14.733,4.31,13.799,8.736,0.194,98.0,94.125,87.0,,24.0,22.088,20.5,192.333,10.312,202.646,3.236
2015-09-01,18.972,27.401,8.428,25.725,12.988,1.884,98.0,93.833,86.0,,26.5,23.854,21.2,197.542,17.979,215.52,4.401
2015-09-02,15.633,19.839,4.206,24.543,12.968,1.555,97.0,87.833,75.0,,29.5,26.554,25.0,184.654,7.562,192.216,2.875
2015-09-03,20.082,24.074,3.992,23.193,14.749,2.504,96.0,79.875,63.0,,29.5,25.929,23.3,194.562,14.25,208.812,4.181
2015-09-04,19.292,23.524,4.232,22.849,13.681,1.458,98.0,83.917,63.0,,28.9,25.588,22.7,189.229,11.583,200.812,3.75
2015-09-05,10.875,13.042,2.167,21.875,14.944,1.319,95.0,76.417,58.0,,28.6,24.721,22.5,198.138,13.184,211.322,4.121
2015-09-06,8.619,9.797,1.179,29.99,17.625,1.819,98.0,87.5,66.0,,27.6,24.233,22.1,197.208,9.167,206.375,4.375
2015-09-07,13.446,17.089,3.643,13.208,7.986,0.667,98.0,95.708,81.0,,26.1,22.812,20.5,189.729,10.521,200.25,3.699
2015-09-08,10.952,13.821,2.869,6.172,4.972,0.125,98.0,98.0,98.0,,20.9,20.1,19.1,193.875,8.958,202.834,3.162
2015-09-09,12.078,16.036,3.958,17.14,6.917,0.236,98.0,96.583,85.0,,25.4,23.3,19.8,189.237,11.124,200.36,3.111
2015-09-10,25.667,34.161,8.494,9.807,6.5,0.403,98.0,97.792,97.0,,24.3,21.792,20.3,192.542,21.188,213.73,3.958
2015-09-11,16.214,22.756,6.542,12.063,8.889,0.917,98.0,82.458,58.0,,28.0,23.879,20.4,195.774,15.198,210.972,3.587
2015-09-12,14.911,20.792,5.881,18.984,14.028,1.931,97.0,77.792,57.0,,28.8,24.854,20.3,196.0,13.646,209.646,4.083
2015-09-13,9.494,10.548,1.054,23.167,15.486,1.75,92.0,82.333,70.0,,27.4,24.783,23.4,190.479,8.562,199.042,3.007
2015-09-14,8.318,10.376,2.058,11.045,8.903,0.75,95.0,77.708,51.0,,25.5,22.588,19.7,194.461,6.892,201.354,3.139
2015-09-15,11.556,14.336,2.78,12.451,10.176,0.929,91.0,74.667,58.0,,25.4,21.817,18.7,197.938,8.52,206.458,3.055
2015-09-16,12.687,15.605,2.918,15.869,12.722,1.093,97.0,79.625,58.0,,24.1,20.95,18.5,199.258,9.502,208.76,3.515
2015-09-17,12.628,15.309,2.681,6.898,5.368,0.099,98.0,98.0,98.0,,18.3,17.646,16.2,194.6,8.173,202.774,3.081
2015-09-18,26.762,39.524,12.762,15.693,9.514,0.958,98.0,95.625,84.0,,23.9,20.792,17.9,198.438,17.854,216.292,5.055
2015-09-19,17.673,23.179,5.506,28.943,14.597,0.903,98.0,79.917,57.0,,28.1,23.942,20.7,197.896,16.542,214.438,4.379
2015-09-20,6.268,7.417,1.149,9.281,8.07,0.486,90.0,68.292,49.0,,27.1,22.804,19.7,192.042,7.833,199.875,2.931
2015-09-21,9.679,11.988,2.309,15.224,12.097,0.931,95.0,76.625,53.0,,25.8,22.229,18.5,195.292,10.312,205.604,3.32
2015-09-22,10.089,12.077,1.988,16.667,12.014,0.938,97.0,67.667,37.0,,27.1,22.567,18.8,195.938,9.938,205.875,3.639
2015-09-23,13.113,15.024,1.911,19.5,15.875,0.917,89.0,66.0,39.0,,26.5,22.3,18.4,199.577,13.624,213.201,4.165
2015-09-24,12.577,15.303,2.726,27.141,18.417,0.667,98.0,89.667,76.0,,23.1,20.121,17.5,197.658,11.979,209.638,3.894
2015-09-25,13.917,17.797,3.881,12.318,8.347,0.028,98.0,98.0,98.0,,19.1,17.842,16.7,192.834,9.962,202.796,3.193
2015-09-26,12.934,16.863,3.929,9.214,7.584,0.292,98.0,92.875,83.0,,23.4,20.367,17.3,191.854,13.562,205.416,3.528
2015-09-27,10.053,12.149,2.095,11.901,8.639,0.361,98.0,92.792,80.0,,23.5,21.325,20.0,193.854,11.792,205.646,3.792
2015-09-28,19.726,26.634,6.908,17.992,12.514,1.944,97.0,77.542,50.0,,27.8,23.346,19.7,196.104,14.125,210.23,3.875
2015-09-29,15.82,19.015,3.195,13.327,10.73,0.702,70.0,48.208,29.0,,25.4,22.671,19.6,193.668,11.152,204.82,3.195
2015-09-30,11.951,14.086,2.135,8.418,6.083,0.986,72.0,47.792,27.0,,24.4,20.95,17.4,192.286,5.004,197.291,2.778
2015-10-01,21.917,30.191,8.274,21.25,14.167,1.486,97.0,79.958,59.0,,22.9,20.021,15.6,200.812,19.042,219.854,3.837
2015-10-02,12.562,16.351,3.789,17.422,10.241,0.535,98.0,74.042,40.0,,27.3,23.25,18.9,190.792,10.562,201.354,3.532
2015-10-03,20.572,24.97,4.399,22.214,16.278,1.944,95.0,72.792,52.0,,26.1,21.775,17.6,195.166,15.833,211.0,4.903
2015-10-04,8.555,10.125,1.57,21.209,15.464,0.903,97.0,72.333,49.0,,25.2,20.762,17.9,193.438,11.208,204.646,3.688
2015-10-05,8.709,11.409,2.7,9.358,7.083,0.861,74.0,58.75,49.0,,19.7,17.758,16.3,194.006,7.274,201.28,2.923
2015-10-06,11.181,14.8,3.619,11.114,8.611,0.658,86.0,68.708,46.0,,20.9,17.471,13.8,195.625,8.708,204.334,2.986
2015-10-07,9.225,11.593,2.368,8.052,5.875,0.368,88.0,58.042,36.0,,21.1,17.017,13.0,193.086,6.728,199.813,2.516
2015-10-08,9.795,11.642,1.847,10.677,7.806,0.931,70.0,39.0,23.0,,24.0,19.438,13.6,189.729,5.188,194.916,2.556
2015-10-09,17.107,19.768,2.661,25.805,18.278,1.931,85.0,50.208,28.0,,25.5,20.9,16.2,191.229,7.792,199.02,3.542
2015-10-10,30.435,36.756,6.321,42.834,27.653,1.903,96.0,83.0,69.0,,20.3,18.346,14.5,200.811,25.254,226.064,5.486
2015-10-11,15.0,16.703,1.702,22.156,15.625,1.042,98.0,88.833,69.0,,21.6,19.367,17.4,195.412,13.428,208.84,4.265
2015-10-12,16.024,18.649,2.625,30.557,19.653,1.125,98.0,75.833,42.0,,22.7,19.392,15.9,200.334,15.062,215.396,4.736
2015-10-13,21.524,28.738,7.214,20.178,13.583,1.59,97.0,67.833,36.0,,22.9,18.912,14.6,198.792,15.334,214.125,4.577
2015-10-14,19.69,24.119,4.428,11.04,8.597,1.653,77.0,58.958,38.0,,22.1,18.242,14.0,196.562,13.479,210.042,3.611
2015-10-15,18.089,22.952,4.863,19.125,14.431,0.917,85.0,69.958,54.0,,22.8,18.25,13.8,197.258,13.312,210.57,3.694
2015-10-16,16.411,20.054,3.643,24.704,14.597,0.5,98.0,95.25,88.0,,17.6,15.846,15.2,196.416,11.5,207.916,3.389
2015-10-17,12.911,16.53,3.619,24.338,14.028,0.458,98.0,95.5,87.0,,19.7,17.325,15.4,195.027,10.746,205.772,3.54
2015-10-18,10.226,11.673,1.446,18.615,13.681,0.667,97.0,83.042,57.0,,22.7,18.696,15.7,194.334,10.938,205.271,3.464
2015-10-19,16.712,22.06,5.348,29.172,21.083,0.681,98.0,79.167,45.0,,23.3,18.317,14.2,197.312,13.875,211.188,4.082
2015-10-20,34.282,42.798,8.516,41.594,25.531,1.515,97.0,80.5,56.0,,22.7,18.892,15.2,199.896,26.417,226.312,5.014
2015-10-21,17.593,24.658,7.065,25.337,16.347,0.526,97.0,80.25,57.0,,19.0,16.858,15.2,200.992,17.148,218.14,4.056
2015-10-22,18.214,27.638,9.424,25.49,17.32,0.366,96.0,81.083,67.0,,21.0,16.917,12.7,198.104,17.292,215.396,4.028
2015-10-23,16.172,19.524,3.351,19.203,14.083,0.792,90.0,80.667,66.0,,20.0,17.271,15.2,193.794,10.884,204.678,3.951
2015-10-24,22.798,27.595,4.798,36.391,25.903,1.083,97.0,82.417,65.0,,22.5,18.692,14.1,199.521,19.062,218.584,4.875
2015-10-25,4.173,5.113,0.941,12.484,7.806,0.083,48.0,33.417,22.0,,19.5,16.183,13.7,190.812,6.312,197.125,2.46
2015-10-26,19.31,22.673,3.363,14.665,10.111,0.972,77.0,49.042,34.0,,19.2,15.525,10.7,195.074,8.513,203.587,3.585
2015-10-27,23.47,35.054,11.583,24.744,18.072,1.515,93.0,76.125,52.0,,23.1,18.004,11.2,196.375,18.708,215.083,4.361
2015-10-28,17.411,22.113,4.702,22.915,17.222,0.986,96.0,72.542,46.0,,25.1,20.633,17.0,191.655,14.228,205.882,3.917
2015-10-29,14.72,18.554,3.833,16.963,12.303,0.431,86.0,78.042,69.0,,18.0,16.712,15.4,195.77,11.166,206.938,3.599
2015-10-30,28.156,34.75,6.594,23.922,16.889,1.445,90.0,67.833,43.0,,20.5,17.304,14.6,200.021,17.188,217.208,4.945
2015-10-31,12.734,15.937,3.203,12.437,9.917,0.375,83.0,73.125,65.0,,15.4,13.725,11.8,198.792,8.667,207.458,3.321
2015-11-01,12.406,14.526,2.12,15.323,12.111,0.528,93.0,66.792,42.0,,16.7,13.258,8.5,202.604,10.042,212.646,3.583
2015-11-02,28.309,40.352,12.043,21.589,14.139,0.319,98.0,94.75,76.0,,14.1,12.279,9.8,203.854,20.562,224.417,4.931
2015-11-03,17.042,20.927,3.886,16.469,10.792,0.503,98.0,78.5,47.0,,20.3,15.879,12.7,199.52,14.958,214.479,3.911
2015-11-04,26.407,36.962,10.555,12.833,9.513,0.632,95.0,73.708,53.0,,19.5,14.554,9.5,201.354,19.307,220.66,4.457
2015-11-05,34.98,55.618,20.638,25.255,16.431,1.222,96.0,78.583,58.0,,20.5,15.158,9.6,206.29,35.136,241.426,6.028
2015-11-06,27.31,39.439,12.129,27.037,17.987,0.745,96.0,76.875,48.0,,21.2,15.762,10.2,198.854,25.125,223.979,4.88
2015-11-07,19.589,28.349,8.76,31.974,21.764,0.583,96.0,86.292,70.0,,19.4,15.721,12.1,196.666,22.75,219.417,4.472
2015-11-08,15.463,18.464,3.0,31.235,18.306,0.264,98.0,96.583,92.0,,18.1,14.725,13.9,198.604,21.958,220.562,4.625
2015-11-09,24.13,45.182,21.052,35.698,14.886,0.625,98.0,95.625,85.0,,22.4,18.642,15.2,194.875,28.584,223.458,5.264
2015-11-10,17.239,29.656,12.417,15.297,10.57,0.181,98.0,96.792,90.0,,17.6,16.337,14.1,195.432,20.172,215.604,4.216
2015-11-11,13.61,17.896,4.286,5.781,4.677,0.125,89.0,69.333,47.0,,17.0,14.421,11.9,196.208,9.896,206.104,3.419
2015-11-12,11.026,14.234,3.208,7.412,5.514,0.445,83.0,72.542,61.0,,15.4,12.875,11.1,196.229,8.438,204.666,2.888
2015-11-13,16.458,23.37,6.912,13.11,8.194,0.528,88.0,80.25,69.0,,15.6,12.812,9.6,197.542,12.416,209.958,3.278
2015-11-14,18.12,24.057,5.938,14.859,8.319,0.222,98.0,96.667,92.0,,13.8,13.05,11.9,196.458,14.48,210.938,3.528
2015-11-15,20.375,29.38,9.005,9.948,6.458,0.153,98.0,95.5,86.0,,19.3,15.338,13.6,204.396,20.708,225.104,5.014
2015-11-16,19.842,30.902,11.06,10.021,7.583,0.528,97.0,82.083,63.0,,20.9,16.875,11.3,197.206,18.034,215.24,4.487
2015-11-17,30.913,42.533,11.62,27.484,16.069,0.836,98.0,86.75,59.0,,23.4,18.571,15.5,198.438,23.708,222.146,4.639
2015-11-18,18.161,32.242,14.081,29.297,15.431,0.174,98.0,94.5,82.0,,19.7,16.612,14.6,198.224,21.006,219.229,4.572
2015-11-19,9.462,12.133,2.671,5.854,4.528,0.044,98.0,82.667,61.0,,17.0,13.992,12.2,195.312,8.52,203.834,3.217
2015-11-20,26.401,35.573,9.172,21.38,13.139,0.625,98.0,91.25,84.0,,14.4,13.138,11.5,201.562,20.062,221.625,4.472
2015-11-21,19.24,33.469,14.229,17.667,12.069,0.611,98.0,77.208,55.0,,18.9,14.796,10.3,203.208,24.084,227.292,4.764
2015-11-22,10.948,12.76,1.812,21.88,15.07,0.431,92.0,80.75,73.0,,14.7,12.767,11.2,201.63,12.079,213.708,4.144
2015-11-23,12.984,15.422,2.438,22.875,13.347,0.25,98.0,94.0,84.0,,12.3,11.675,10.6,202.146,13.271,215.416,3.917
2015-11-24,22.25,33.609,11.359,19.846,10.555,0.755,99.0,82.25,48.0,,17.1,13.821,10.5,201.08,15.722,216.801,4.749
2015-11-25,11.094,14.412,3.318,6.925,4.199,0.083,98.0,86.125,69.0,,10.4,8.35,5.2,198.229,7.562,205.792,2.986
2015-11-26,19.828,27.953,8.125,8.893,3.542,0.125,98.0,96.792,92.0,,10.4,8.254,5.1,198.272,15.042,213.314,3.824
2015-11-27,23.21,43.442,20.232,11.196,6.67,0.18,98.0,62.292,21.0,,14.8,10.038,6.0,201.729,18.458,220.188,5.076
2015-11-28,33.901,70.807,36.906,14.526,12.264,1.32,95.0,66.042,31.0,,15.1,9.333,3.8,212.27,34.873,247.144,8.148
2015-11-29,14.51,18.177,3.667,10.693,8.694,0.792,95.0,72.958,43.0,,14.4,9.758,4.7,200.125,14.834,214.958,4.208
2015-11-30,28.236,46.269,18.034,18.453,11.958,1.0,95.0,79.708,62.0,,14.7,9.796,6.7,200.542,21.834,222.375,5.285
2015-12-01,23.935,41.66,17.725,17.109,12.278,0.749,98.0,73.333,39.0,,15.8,10.508,5.3,200.854,20.062,220.917,5.042
2015-12-02,31.066,47.067,16.001,24.562,17.222,0.819,97.0,80.625,69.0,,10.9,8.908,7.1,200.554,23.36,223.914,4.695
2015-12-03,36.392,83.271,46.879,40.146,20.333,0.946,98.0,92.875,56.0,,12.5,10.458,8.9,207.125,37.312,244.438,7.153
2015-12-04,22.146,33.349,11.203,9.896,8.167,1.125,81.0,49.958,32.0,,13.8,10.733,5.8,200.415,12.63,213.044,5.055
2015-12-05,37.188,89.828,52.641,16.641,11.708,1.736,93.0,72.625,42.0,,15.2,9.229,3.2,217.77,36.542,254.312,9.225
2015-12-06,16.193,21.786,5.594,10.292,7.611,0.541,90.0,55.25,33.0,,13.3,10.65,6.5,202.208,16.854,219.062,4.261
2015-12-07,18.948,25.442,6.495,12.838,8.25,0.93,86.0,64.875,42.0,,12.3,8.688,4.8,200.082,12.278,212.36,3.833
2015-12-08,24.558,33.862,9.304,15.099,9.917,0.728,93.0,76.25,55.0,,11.6,7.308,5.0,202.729,17.271,220.0,4.278
2015-12-09,37.161,72.15,34.99,28.838,21.347,0.99,96.0,77.167,46.0,,12.5,7.225,2.7,212.54,35.517,248.057,6.584
2015-12-10,49.811,96.442,46.632,60.646,46.93,1.989,95.0,78.5,60.0,,12.6,8.738,4.1,210.411,46.937,257.348,8.426
2015-12-11,21.078,35.792,14.714,33.479,17.903,0.5,99.0,78.417,49.0,,22.9,14.779,7.7,191.396,20.208,211.604,4.111
2015-12-12,11.573,14.208,2.635,10.042,7.445,0.375,88.0,65.375,53.0,,14.8,12.517,9.3,193.996,9.922,203.918,4.364
2015-12-13,16.062,18.568,2.505,30.781,17.542,0.43,98.0,91.458,82.0,,10.7,10.071,9.0,199.084,15.854,214.938,5.164
2015-12-14,15.125,19.396,4.271,22.399,12.569,0.583,98.0,85.5,76.0,,13.3,11.717,10.4,194.875,12.27,207.146,4.097
2015-12-15,28.49,50.672,22.182,26.879,17.345,0.725,94.0,81.917,69.0,,14.2,11.738,10.2,200.667,26.938,227.604,5.792
2015-12-16,32.13,72.151,40.021,43.254,24.341,1.167,98.0,85.0,64.0,,18.1,13.092,8.5,205.586,40.338,245.924,7.185
2015-12-17,18.823,25.562,6.74,5.195,3.75,0.917,89.0,58.167,38.0,,12.7,10.475,5.8,196.944,11.402,208.346,4.069
2015-12-18,22.49,33.214,10.724,9.464,6.695,0.764,69.0,53.583,35.0,,11.7,7.85,4.5,202.188,14.771,216.958,4.574
2015-12-19,17.214,27.792,10.578,8.531,4.778,0.389,85.0,53.5,33.0,,11.7,7.129,2.9,200.604,12.98,213.584,3.681
2015-12-20,22.432,27.323,4.89,17.495,13.167,1.528,76.0,60.292,40.0,,11.0,6.967,1.9,207.229,17.458,224.688,4.958
2015-12-21,39.114,67.233,28.12,45.781,35.931,1.389,79.0,65.625,50.0,,12.5,8.642,6.1,208.77,31.562,240.334,6.796
2015-12-22,15.986,19.662,3.676,9.724,7.206,0.939,67.0,48.5,35.0,,14.7,11.15,6.9,195.43,10.398,205.827,3.779
2015-12-23,28.161,35.36,7.198,38.453,29.986,0.861,98.0,77.583,63.0,,8.0,6.538,4.7,201.334,20.73,222.062,5.417
2015-12-24,22.172,31.003,8.831,28.974,16.181,0.496,98.0,92.5,82.0,,14.0,10.146,6.0,196.301,15.693,211.994,4.73
2015-12-25,19.12,27.74,8.621,16.646,8.986,0.62,98.0,65.417,33.0,,15.4,11.2,7.7,196.438,14.021,210.458,4.417
2015-12-26,24.234,33.005,8.771,9.151,6.75,1.417,81.0,58.458,40.0,,12.4,8.825,6.0,201.146,14.48,215.625,5.278
2015-12-27,14.286,24.385,10.099,8.719,5.444,0.764,91.0,51.708,32.0,,10.5,7.133,4.2,203.375,15.0,218.375,4.847
2015-12-28,23.364,40.156,16.792,11.24,9.181,0.764,74.0,46.25,28.0,,10.1,6.104,2.6,203.122,18.052,221.174,5.383
2015-12-29,21.416,34.698,13.281,9.646,7.736,0.857,78.0,50.708,29.0,,10.7,5.925,1.6,203.229,18.854,222.083,4.737
2015-12-30,14.745,17.583,2.839,9.843,8.083,0.903,71.0,51.042,36.0,,10.3,6.646,3.8,199.292,11.354,210.646,3.868
2015-12-31,15.016,17.766,2.75,15.706,11.333,0.597,96.0,77.042,59.0,,10.6,6.55,2.7,201.521,13.354,214.875,4.264
2016-01-01,24.323,35.474,11.151,16.453,13.889,0.917,90.0,69.958,35.0,,13.4,7.404,2.3,211.166,24.188,235.354,5.833
2016-01-02,27.354,44.484,17.13,14.781,13.125,0.681,92.0,73.958,48.0,,13.2,7.204,3.0,217.292,29.438,246.729,6.778
2016-01-03,17.479,24.734,7.255,13.021,12.806,0.833,96.0,62.167,36.0,,13.3,7.879,2.5,206.438,17.875,224.312,5.5
2016-01-04,20.05,27.885,7.835,15.744,14.58,1.441,81.0,57.25,38.0,,13.9,8.367,3.2,207.374,15.915,223.288,5.653
2016-01-05,7.252,9.0,1.748,6.196,6.463,0.397,54.0,40.5,31.0,,10.1,7.062,3.6,197.158,6.047,203.204,3.04
2016-01-06,23.094,39.681,16.586,8.684,7.36,0.113,77.0,53.875,34.0,,8.0,4.538,1.6,207.896,19.858,227.754,4.907
2016-01-07,38.875,70.38,31.505,22.261,20.069,0.93,86.0,67.792,46.0,,9.2,4.229,-0.7,216.584,46.708,263.292,6.875
2016-01-08,24.386,34.88,10.495,30.984,25.736,0.556,99.0,84.875,63.0,,6.1,3.742,0.8,204.583,31.083,235.667,5.289
2016-01-09,13.442,18.047,4.604,4.125,2.486,0.07,98.0,89.542,73.0,,10.9,7.725,4.6,198.167,19.167,217.333,3.667
2016-01-10,27.76,47.724,19.963,10.0,7.167,1.389,91.0,61.25,38.0,,12.8,8.883,5.9,208.375,30.23,238.604,5.681
2016-01-11,21.959,30.343,8.383,5.583,4.704,0.885,72.0,49.583,32.0,,10.4,7.262,3.5,199.562,17.146,216.708,4.009
2016-01-12,36.279,66.998,30.719,9.526,8.43,1.084,86.0,59.708,36.0,,11.5,6.267,1.1,212.456,28.166,240.624,5.951
2016-01-13,33.218,61.896,28.678,13.979,11.083,1.0,96.0,67.75,39.0,,10.9,5.996,1.1,209.92,24.748,234.668,6.0
2016-01-14,21.12,34.734,13.615,9.021,7.417,0.667,97.0,68.708,43.0,,7.4,2.392,-0.8,205.666,17.75,223.416,4.5
2016-01-15,10.385,12.427,2.042,3.474,2.028,0.875,81.0,53.042,35.0,,4.4,1.412,-1.4,202.396,9.417,211.812,3.389
2016-01-16,23.132,47.526,24.394,5.88,3.944,1.639,91.0,59.042,22.0,,7.6,2.983,-2.9,208.81,19.896,228.705,4.629
2016-01-17,20.256,29.188,8.932,5.031,3.792,1.212,82.0,61.958,33.0,,10.2,5.729,2.1,200.729,13.771,214.5,3.783
2016-01-18,32.842,49.547,16.705,11.542,8.833,1.6,87.0,67.583,40.0,,10.3,5.867,0.5,206.566,23.801,230.368,5.021
2016-01-19,26.881,37.72,10.839,13.479,11.75,1.018,71.0,55.417,33.0,,10.6,6.046,2.5,202.0,20.292,222.292,4.361
2016-01-20,30.268,40.383,10.115,27.979,23.736,0.75,96.0,80.042,65.0,,3.7,2.842,1.9,202.466,22.579,225.044,4.944
2016-01-21,14.823,19.698,4.875,9.078,7.806,0.778,95.0,62.208,28.0,,10.5,5.946,2.4,199.729,12.25,211.98,4.042
2016-01-22,25.208,31.161,5.953,20.193,18.181,1.222,84.0,56.75,36.0,,12.3,6.338,1.1,206.917,22.334,229.25,5.736
2016-01-23,10.451,12.417,1.966,4.887,4.486,2.347,53.0,36.708,22.0,,6.7,4.342,1.2,197.208,8.646,205.854,3.303
2016-01-24,16.23,24.296,8.066,4.293,2.805,1.196,57.0,37.583,16.0,,6.8,2.933,-0.8,198.055,10.125,208.18,3.393
2016-01-25,19.383,27.224,7.841,5.671,3.736,1.391,62.0,42.167,22.0,,8.6,3.904,-0.4,198.32,12.14,210.46,3.472
2016-01-26,37.682,68.045,30.363,12.645,11.125,1.875,75.0,50.708,23.0,,10.0,4.7,-1.2,207.513,26.206,233.72,5.91
2016-01-27,32.732,57.949,25.217,16.3,13.222,1.328,81.0,60.458,46.0,,15.2,8.388,1.6,205.85,27.945,233.794,5.514
2016-01-28,29.401,39.703,10.302,11.177,10.305,0.903,76.0,56.667,35.0,,12.6,8.113,3.3,202.729,19.646,222.375,5.375
2016-01-29,17.708,20.583,2.875,16.766,12.569,0.958,95.0,72.083,47.0,,12.4,8.267,4.4,200.625,15.917,216.542,4.188
2016-01-30,22.314,32.656,10.341,18.973,12.639,0.695,97.0,62.875,35.0,,19.0,11.812,6.9,200.986,18.373,219.358,4.406
2016-01-31,12.079,15.034,2.955,5.066,3.662,0.43,54.0,36.583,23.0,,10.2,6.183,3.0,199.25,8.25,207.5,3.014
2016-02-01,26.26,34.662,8.402,11.121,9.431,0.87,54.0,45.25,37.0,,9.7,6.296,3.5,201.816,17.513,219.33,4.145
2016-02-02,14.2,19.158,4.958,6.218,3.866,1.971,53.0,34.625,20.0,,8.6,4.675,2.1,201.104,9.375,210.479,3.347
2016-02-03,18.232,24.693,6.46,7.375,4.25,1.181,63.0,36.875,21.0,,12.0,7.558,1.9,201.284,11.896,213.18,3.375
2016-02-04,21.271,26.344,5.073,11.583,9.125,1.306,75.0,45.0,17.0,,12.9,8.696,5.1,199.73,15.396,215.125,4.143
2016-02-05,29.453,33.76,4.307,24.302,19.875,1.361,79.0,63.375,46.0,,9.3,7.15,3.6,206.812,22.896,229.708,4.968
2016-02-06,15.505,21.656,6.151,12.214,9.278,1.528,87.0,51.875,24.0,,14.0,9.054,5.1,199.166,12.479,211.646,4.07
2016-02-07,9.01,11.495,2.484,7.99,4.583,1.25,54.0,34.667,18.0,,8.7,5.529,3.3,198.084,7.0,205.083,2.792
2016-02-08,17.245,21.234,3.99,4.766,3.458,1.335,42.0,32.958,22.0,,10.1,6.662,3.5,199.584,11.646,211.229,3.431
2016-02-09,28.292,37.349,9.057,21.281,14.792,0.403,99.0,89.167,46.0,,5.2,2.604,1.2,202.562,19.584,222.146,3.979
2016-02-10,15.604,21.839,6.234,12.333,8.472,0.708,99.0,62.417,33.0,,8.5,4.675,2.6,199.006,12.211,211.216,3.331
2016-02-11,15.63,20.177,4.547,5.308,3.944,0.917,62.0,39.042,21.0,,8.7,4.421,0.0,201.375,11.417,212.792,3.757
2016-02-12,6.62,7.636,1.016,4.104,2.097,0.764,60.0,41.333,23.0,,10.0,5.617,2.3,199.271,7.854,207.125,2.625
