date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean,SO2_mean
2011-02-03,205.25,57.0,36.333,22.0,17.542,35.889,65.708,29.819,,15.097,6.45,3.125,-0.25,222.792,7.0,5.042
2011-02-04,206.98,60.0,41.333,22.0,24.5,36.306,65.972,29.667,,18.042,10.45,5.74,0.3,231.479,6.625,3.292
2011-02-05,203.24,72.0,47.875,35.0,14.326,19.646,23.216,3.57,,18.097,8.3,6.115,3.3,217.565,4.333,2.792
2011-02-06,202.892,89.0,75.583,58.0,23.69,38.639,68.0,29.361,,36.375,5.75,4.983,4.15,226.582,8.261,1.375
2011-02-07,204.52,93.0,89.292,84.0,28.979,40.141,90.818,50.677,,33.792,9.8,7.71,5.15,233.5,9.708,1.0
2011-02-08,195.146,87.0,46.0,31.0,14.292,22.833,37.277,14.444,,10.347,9.5,6.617,3.85,209.438,5.625,1.0
2011-02-09,196.792,46.0,33.875,19.0,13.542,25.375,42.305,16.931,,9.389,7.95,4.808,1.35,210.334,4.542,1.125
2011-02-10,207.003,74.0,45.542,31.0,19.837,36.232,62.183,25.951,,18.248,9.05,5.59,2.35,226.84,5.391,2.783
2011-02-11,201.261,75.0,46.458,31.0,15.892,20.398,27.288,6.889,,14.236,8.85,5.492,2.45,217.152,4.333,1.875
2011-02-12,196.126,47.0,36.917,28.0,13.737,13.333,17.222,3.889,,11.042,9.25,5.121,1.95,209.864,3.913,1.208
2011-02-13,198.021,60.0,44.5,33.0,17.125,33.128,49.135,16.007,,20.972,9.5,5.906,2.05,215.146,4.875,2.565
2011-02-14,200.562,85.0,74.083,43.0,23.792,36.633,63.347,26.714,,35.014,6.8,5.202,4.05,224.354,7.0,1.333
2011-02-15,201.146,86.0,62.375,39.0,23.188,33.194,68.722,35.528,,30.708,12.15,7.592,5.2,224.333,8.0,2.542
2011-02-16,195.37,85.0,57.083,38.0,11.937,23.923,34.419,10.495,,15.201,4.9,3.092,1.75,207.306,4.174,1.167
2011-02-17,197.557,86.0,66.042,34.0,20.574,29.341,47.634,18.293,,22.317,7.95,3.86,1.3,218.131,5.083,1.565
2011-02-18,196.006,80.0,43.208,23.0,13.829,14.042,20.014,5.972,,10.375,6.9,2.61,0.3,209.835,3.739,1.083
2011-02-19,205.167,52.0,37.958,24.0,15.542,17.989,22.99,5.001,,13.986,7.25,3.627,-0.4,220.708,4.375,2.652
2011-02-20,211.812,70.0,43.542,16.0,23.229,40.722,69.457,28.734,,20.805,9.65,6.027,1.15,235.042,8.083,5.167
2011-02-21,209.521,61.0,40.958,21.0,26.188,46.167,76.236,30.07,,24.375,12.4,8.196,3.3,235.708,7.25,5.333
2011-02-22,196.584,65.0,54.708,50.0,15.854,25.693,32.107,6.414,,26.133,9.7,7.862,5.95,212.438,4.174,3.417
2011-02-23,201.258,90.0,80.75,45.0,24.286,37.119,69.537,32.418,,30.078,11.3,7.721,5.1,225.544,8.333,2.522
2011-02-24,201.282,68.0,45.458,27.0,18.304,27.506,36.25,8.745,,30.856,15.15,11.306,8.45,219.587,5.565,5.667
2011-02-25,197.479,90.0,81.917,66.0,17.354,24.063,31.409,7.346,,17.333,8.55,5.781,3.75,214.834,4.5,1.043
2011-02-26,196.479,64.0,50.75,36.0,13.021,11.834,13.819,1.985,,9.972,8.45,5.802,4.05,209.5,2.833,1.417
2011-02-27,196.125,39.0,31.917,25.0,12.958,13.5,20.847,7.347,,12.153,8.6,4.577,1.75,209.083,3.833,0.833
2011-02-28,197.896,56.0,43.875,31.0,13.75,21.43,30.25,8.82,,13.458,6.6,3.654,0.3,211.646,3.625,1.792
2011-03-01,205.931,85.0,74.75,59.0,20.25,36.134,63.545,27.411,,20.665,12.15,8.35,3.7,226.18,6.0,2.375
2011-03-02,194.646,90.0,82.917,68.0,19.405,31.386,49.865,18.479,,16.936,9.75,7.142,3.9,214.051,5.25,1.318
2011-03-03,194.062,89.0,64.458,45.0,14.75,18.095,22.996,4.901,,15.722,11.65,7.148,3.7,208.812,3.5,1.458
2011-03-04,196.125,84.0,63.792,54.0,11.938,10.708,11.681,0.972,,18.25,6.2,5.412,3.7,208.062,3.125,1.375
2011-03-05,199.916,91.0,88.958,85.0,19.875,32.167,54.125,21.958,,13.555,9.6,5.7,2.7,219.792,7.5,1.167
2011-03-06,217.544,93.0,87.333,77.0,36.652,42.307,106.101,63.794,,31.653,14.85,11.398,8.3,254.196,8.583,3.625
2011-03-07,199.264,93.0,73.292,56.0,20.296,31.514,48.514,17.0,,35.139,14.8,12.298,10.8,219.56,5.304,1.583
2011-03-08,196.888,80.0,67.583,56.0,15.325,23.004,30.845,7.841,,20.751,10.5,9.371,7.75,212.212,4.739,2.261
2011-03-09,196.68,90.0,87.958,79.0,19.704,29.25,48.488,19.239,,20.167,9.25,7.219,5.2,216.385,6.5,0.783
2011-03-10,195.062,89.0,80.833,68.0,13.625,19.097,26.417,7.319,,6.82,7.35,5.135,2.05,208.688,4.625,0.542
2011-03-11,196.646,77.0,67.417,52.0,15.979,16.847,19.917,3.069,,14.958,11.0,7.377,4.05,212.625,4.125,1.75
2011-03-12,196.37,75.0,39.458,24.0,15.587,18.384,27.821,9.437,,8.68,11.95,7.229,3.85,211.956,4.917,1.667
2011-03-13,196.45,61.0,37.042,23.0,13.66,17.931,26.208,8.278,,9.347,10.85,6.796,3.2,210.11,4.478,1.208
2011-03-14,206.438,67.0,51.667,35.0,16.916,30.792,43.768,12.976,,15.958,10.65,7.329,3.25,223.354,4.792,3.391
2011-03-15,200.43,76.0,46.417,25.0,23.208,27.647,48.897,21.25,,24.17,12.85,7.994,4.75,223.638,5.75,2.0
2011-03-16,201.928,64.0,44.125,31.0,14.12,28.407,40.334,11.927,,22.745,10.65,7.615,3.5,216.047,5.087,3.083
2011-03-17,205.188,93.0,83.958,60.0,29.354,44.931,72.611,27.68,,36.944,9.65,7.115,5.2,234.542,7.833,1.417
2011-03-18,213.218,92.0,86.5,79.0,25.63,31.942,51.149,19.208,,34.945,11.9,9.869,7.75,238.848,6.917,2.083
2011-03-19,197.978,92.0,43.75,26.0,17.81,23.042,34.958,11.917,,13.833,11.9,9.146,6.35,215.788,4.739,1.375
2011-03-20,205.604,60.0,42.958,32.0,18.5,25.084,30.964,5.88,,18.583,12.2,8.325,4.35,224.104,4.333,3.217
2011-03-21,195.729,40.0,32.125,22.0,14.312,17.086,24.324,7.238,,13.097,12.3,8.094,5.05,210.042,4.292,1.083
2011-03-22,224.584,51.0,43.125,37.0,39.654,60.705,131.292,70.587,,39.39,14.05,10.054,4.95,264.238,9.391,5.875
2011-03-23,201.475,92.0,71.75,48.0,24.78,46.827,74.067,27.24,,37.503,12.0,9.792,7.7,226.254,7.625,2.043
2011-03-24,201.5,93.0,78.958,42.0,20.435,36.009,56.365,20.356,,15.014,10.85,8.29,6.4,221.934,6.5,3.542
2011-03-25,202.486,65.0,45.083,29.0,17.761,24.542,36.375,11.833,,12.584,13.55,9.525,6.15,220.248,5.087,2.042
2011-03-26,199.542,54.0,37.375,27.0,13.02,24.914,36.804,11.89,,15.292,11.95,8.288,4.65,212.562,5.333,1.13
2011-03-27,204.188,68.0,44.208,25.0,16.062,31.735,46.757,15.022,,19.792,13.65,9.588,4.6,220.25,6.833,2.833
2011-03-28,209.415,70.0,52.708,37.0,24.658,40.525,63.688,23.163,,35.161,16.95,11.067,6.85,234.072,6.458,4.304
2011-03-29,200.482,55.0,41.5,25.0,14.33,28.773,42.886,14.114,,22.832,16.15,11.679,7.15,214.812,6.435,3.0
2011-03-30,191.782,62.0,54.958,45.0,10.565,21.029,31.683,10.653,,20.069,18.55,15.133,12.0,202.348,6.292,3.292
2011-03-31,188.557,89.0,61.208,41.0,11.895,11.236,15.389,4.153,,17.708,18.15,13.99,8.5,200.452,3.522,1.75
2011-04-01,194.667,76.0,54.625,37.0,18.083,30.21,43.75,13.54,,21.319,15.55,11.519,6.95,212.75,6.25,3.696
2011-04-02,200.792,79.0,60.5,40.0,25.583,38.347,54.569,16.222,,34.07,18.5,13.765,9.8,226.375,5.333,3.625
2011-04-03,197.25,74.0,56.0,40.0,12.75,10.819,11.847,1.028,,15.486,9.4,8.056,7.3,210.0,2.5,1.292
2011-04-04,194.167,73.0,52.292,22.0,14.875,17.819,25.222,7.403,,15.403,13.6,9.206,6.1,209.042,3.333,1.125
2011-04-05,200.261,67.0,44.917,30.0,17.522,30.865,42.049,11.184,,18.542,15.2,10.298,4.5,217.783,4.792,3.042
2011-04-06,198.087,70.0,53.667,31.0,28.391,46.861,69.333,22.472,,29.944,19.45,14.167,8.35,226.478,7.739,7.333
2011-04-07,189.271,80.0,65.125,47.0,17.396,28.235,43.096,14.861,,23.571,20.0,15.846,11.5,206.666,6.13,2.826
2011-04-08,186.339,70.0,62.174,52.0,13.894,16.174,25.011,8.837,,19.312,18.4,17.198,15.75,200.233,4.542,2.652
2011-04-09,187.417,99.0,89.042,65.0,17.167,19.139,25.931,6.792,,20.139,17.8,16.342,12.7,204.583,4.5,2.667
2011-04-10,200.125,93.0,66.5,39.0,15.146,10.514,11.305,0.792,,18.764,17.1,13.783,10.5,215.27,2.667,2.792
2011-04-11,202.08,99.0,80.667,52.0,23.418,33.426,51.58,18.153,,32.194,18.85,14.0,8.7,225.498,5.792,4.5
2011-04-12,192.514,88.0,41.208,20.0,14.669,16.278,22.139,5.861,,21.389,16.0,11.656,7.9,207.184,3.783,2.458
2011-04-13,196.1,73.0,55.542,35.0,26.174,41.227,58.708,17.48,,31.25,20.25,14.579,7.6,222.274,6.667,7.87
2011-04-14,198.0,80.0,57.917,25.0,29.676,47.14,63.147,16.007,,38.004,22.0,16.971,11.6,227.676,7.696,7.273
2011-04-15,189.562,99.0,69.583,53.0,19.312,24.68,36.514,11.833,,33.667,21.85,18.488,15.0,208.875,6.542,5.167
2011-04-16,188.188,99.0,67.083,35.0,18.646,18.347,24.32,5.972,,24.82,24.15,18.621,13.25,206.834,4.417,3.292
2011-04-17,195.166,82.0,51.667,37.0,14.706,11.123,12.564,1.441,,18.375,17.15,13.717,10.05,209.873,3.083,2.25
2011-04-18,191.021,83.0,69.667,56.0,16.771,20.292,23.486,3.194,,19.347,17.4,15.144,12.95,207.792,2.565,1.667
2011-04-19,188.954,99.0,84.125,33.0,16.32,21.682,32.408,10.725,,15.32,18.3,11.446,7.8,205.274,4.708,1.435
2011-04-20,193.534,73.0,62.5,48.0,20.615,24.546,34.662,10.116,,12.569,16.35,11.265,6.95,214.15,3.375,1.5
2011-04-21,196.271,92.0,80.833,68.0,20.671,24.992,30.428,5.436,,16.917,15.4,12.471,9.25,216.942,2.957,2.0
2011-04-22,193.092,97.0,81.208,59.0,24.85,34.129,51.856,17.727,,28.361,18.3,15.54,11.95,217.943,6.917,4.783
2011-04-23,189.562,99.0,96.792,90.0,19.882,20.152,27.17,7.018,,22.653,18.0,16.51,15.2,209.445,5.417,2.875
2011-04-24,191.146,95.0,54.208,35.0,19.396,11.542,13.014,1.472,,15.042,20.05,16.481,12.0,210.542,3.522,2.25
2011-04-25,195.962,94.0,61.375,33.0,21.69,28.111,37.395,9.285,,20.616,19.3,15.148,11.25,217.652,5.125,2.455
2011-04-26,193.646,77.0,54.458,40.0,23.416,33.023,49.069,16.046,,25.778,20.95,16.602,11.95,217.062,6.0,3.417
2011-04-27,188.52,99.0,81.583,62.0,19.729,20.805,30.597,9.792,,45.292,23.4,20.262,17.25,208.25,6.667,3.333
2011-04-28,186.886,99.0,57.75,34.0,18.515,19.629,28.933,9.305,,23.973,24.45,19.762,14.5,205.402,5.739,2.375
2011-04-29,193.468,85.0,56.667,39.0,17.479,16.573,18.298,1.725,,16.944,18.0,15.19,12.45,210.948,2.958,3.125
2011-04-30,193.333,94.0,68.5,42.0,19.166,20.014,24.875,4.861,,25.375,22.1,17.638,12.55,212.5,5.174,5.083
2011-05-01,186.646,99.0,79.667,61.0,16.354,10.258,12.195,1.937,,21.347,20.55,18.56,15.75,203.0,3.792,3.217
2011-05-02,193.006,97.0,49.75,26.0,22.635,27.522,38.103,10.581,,72.778,24.05,19.929,16.1,215.64,6.167,2.875
2011-05-03,193.508,99.0,76.455,59.0,21.636,17.485,20.321,2.836,,50.1,18.15,16.081,14.0,215.144,4.208,1.136
2011-05-04,191.77,98.0,69.417,43.0,19.854,14.541,16.583,2.042,,25.597,21.75,17.39,13.75,211.625,4.042,3.5
2011-05-05,192.248,88.0,70.792,50.0,17.296,9.215,9.756,0.542,,21.458,17.2,15.433,13.6,209.542,2.917,1.25
2011-05-06,198.521,97.0,80.583,63.0,19.896,21.125,24.111,2.986,,24.667,19.85,16.471,12.85,218.416,2.957,1.458
2011-05-07,230.188,99.0,95.75,89.0,24.917,32.877,40.934,8.057,,29.555,18.2,17.194,16.15,255.104,4.042,3.522
2011-05-08,193.699,99.0,68.583,29.0,29.134,26.012,31.797,5.785,,33.722,24.9,20.677,15.55,222.834,5.542,5.333
2011-05-09,192.708,86.0,58.125,39.0,21.77,30.986,42.097,11.111,,30.222,23.25,19.954,16.75,214.48,6.667,4.708
2011-05-10,191.438,99.0,82.583,58.0,30.416,36.944,64.181,27.236,,40.028,27.25,22.712,17.95,221.854,6.0,4.417
2011-05-11,199.076,99.0,97.875,89.0,20.582,28.597,32.289,3.692,,17.516,17.1,15.004,14.05,219.658,3.083,1.391
2011-05-12,193.254,99.0,98.083,91.0,24.621,31.777,44.438,12.661,,16.502,16.7,15.775,14.25,217.875,5.864,1.0
2011-05-13,199.0,99.0,89.333,76.0,28.666,32.882,56.156,23.274,,25.986,24.1,19.927,16.45,227.667,6.167,2.609
2011-05-14,194.928,81.0,57.333,31.0,22.666,31.472,40.834,9.362,,46.889,24.45,20.329,17.0,217.593,6.125,5.083
2011-05-15,193.792,64.0,41.625,26.0,19.25,15.542,18.181,2.639,,23.222,24.6,20.754,16.65,213.042,4.292,4.083
2011-05-16,192.0,81.0,62.125,41.0,18.583,27.167,38.444,11.278,,33.528,23.35,20.429,18.25,210.583,6.583,5.792
2011-05-17,194.186,99.0,84.417,68.0,21.831,31.252,42.689,11.437,,32.833,20.95,18.344,15.8,216.016,6.542,4.458
2011-05-18,199.828,98.0,75.208,50.0,26.398,33.463,43.312,9.849,,39.76,23.0,19.477,15.8,226.226,6.0,5.13
2011-05-19,198.75,93.0,69.542,45.0,26.375,38.98,54.797,15.817,,44.663,24.85,21.046,16.65,225.125,7.043,5.435
2011-05-20,192.667,82.0,73.833,65.0,23.934,30.773,42.668,11.895,,42.778,25.4,21.962,19.05,216.602,6.292,5.875
2011-05-21,189.208,97.0,82.708,69.0,21.896,20.139,25.861,5.722,,31.625,26.25,22.762,20.0,211.104,5.042,4.292
2011-05-22,187.458,99.0,88.5,63.0,16.5,8.278,10.264,1.986,,16.375,28.25,20.854,15.45,203.958,2.667,2.417
2011-05-23,192.582,99.0,79.0,60.0,18.05,17.752,21.882,4.13,,13.508,18.25,15.804,13.1,210.632,3.0,0.875
2011-05-24,194.521,99.0,84.75,62.0,19.562,27.361,37.125,9.764,,14.438,17.9,14.55,12.2,214.084,3.957,0.833
2011-05-25,201.563,90.0,68.0,40.0,28.165,40.845,65.13,24.285,,24.901,23.05,18.721,14.1,229.728,7.783,6.429
2011-05-26,201.655,98.0,83.083,63.0,22.93,26.234,30.446,4.212,,22.028,21.8,19.396,16.8,224.585,2.708,2.5
2011-05-27,204.382,99.0,86.25,73.0,23.466,28.895,33.558,4.663,,20.37,20.15,18.762,17.45,227.848,2.792,3.5
2011-05-28,197.375,99.0,99.0,99.0,26.875,29.75,39.181,9.431,,16.639,19.7,18.604,17.5,224.25,5.25,1.0
2011-05-29,193.54,99.0,99.0,99.0,20.07,14.312,15.806,1.494,,8.931,19.05,18.242,16.5,213.61,2.833,1.0
2011-05-30,188.25,99.0,78.75,57.0,16.25,14.444,21.125,6.681,,8.694,21.4,17.535,16.3,204.5,3.435,1.0
2011-05-31,191.021,69.0,62.042,56.0,15.73,13.067,18.155,5.088,,18.903,18.0,15.406,12.55,206.75,2.25,1.0
2011-06-01,201.16,82.0,67.125,58.0,17.094,20.089,24.263,4.175,,34.0,17.55,15.335,12.35,218.254,2.167,3.375
2011-06-02,207.619,99.0,95.917,83.0,30.173,37.047,77.079,40.031,,39.257,17.05,16.121,14.75,237.792,5.364,2.217
2011-06-03,203.614,99.0,82.75,61.0,30.628,39.055,62.202,23.147,,33.554,23.35,19.704,15.5,234.242,6.917,5.792
2011-06-04,188.873,99.0,83.333,66.0,16.935,24.333,31.808,7.476,,35.625,25.0,22.054,19.3,205.809,5.75,5.875
2011-06-05,193.708,99.0,81.792,66.0,18.812,19.792,23.583,3.792,,41.681,24.8,22.506,18.9,212.521,5.435,3.75
2011-06-06,192.188,99.0,75.917,44.0,17.021,30.774,37.896,7.122,,39.028,27.25,22.775,18.1,209.208,5.5,3.652
2011-06-07,192.558,98.0,83.25,62.0,17.342,34.675,47.295,12.62,,42.82,23.7,21.59,20.15,209.9,8.292,6.958
2011-06-08,192.198,99.0,87.75,72.0,15.142,25.563,32.432,6.869,,17.054,22.65,19.912,17.75,207.34,3.833,1.273
2011-06-09,193.613,99.0,78.583,55.0,17.351,32.545,41.663,9.118,,23.913,24.9,21.64,18.65,210.964,5.174,4.5
2011-06-10,187.962,98.0,91.667,83.0,17.775,29.849,45.999,16.15,,28.792,24.4,22.856,20.85,205.738,7.417,6.917
2011-06-11,196.042,99.0,94.5,80.0,19.125,27.347,33.903,6.555,,34.319,24.05,22.006,21.15,215.167,5.565,2.875
2011-06-12,202.666,99.0,83.25,53.0,24.792,28.346,32.452,4.106,,42.778,25.95,23.133,21.05,227.458,7.583,4.0
2011-06-13,204.062,99.0,93.917,86.0,19.504,39.296,53.119,13.823,,31.278,22.85,20.723,18.55,223.566,5.792,5.375
2011-06-14,215.188,99.0,85.542,72.0,26.042,32.944,40.375,7.431,,26.945,23.6,21.61,20.25,241.229,4.417,5.083
2011-06-15,211.737,83.0,68.13,57.0,16.148,27.748,32.756,5.008,,16.536,22.7,21.258,20.1,227.884,2.5,6.045
2011-06-16,211.717,99.0,89.5,81.0,18.326,34.67,48.129,13.459,,23.346,23.05,21.056,18.55,230.044,5.087,4.25
2011-06-17,192.35,99.0,97.208,93.0,19.587,26.306,35.236,8.931,,14.944,20.55,19.29,18.1,211.937,4.0,1.125
2011-06-18,218.958,99.0,91.875,79.0,21.584,34.576,44.092,9.516,,22.43,21.75,20.171,18.9,240.542,4.083,4.739
2011-06-19,197.38,99.0,89.292,71.0,24.332,19.567,21.846,2.279,,26.486,24.1,21.798,19.5,221.712,5.125,2.167
2011-06-20,186.416,99.0,92.25,84.0,22.896,28.028,44.694,16.667,,21.375,25.55,23.735,21.65,209.312,6.292,5.625
2011-06-21,184.729,99.0,83.792,63.0,22.0,22.486,40.792,18.306,,16.097,29.0,25.585,23.4,206.729,5.417,3.917
2011-06-22,204.858,99.0,83.708,67.0,37.324,49.691,81.485,31.794,,38.709,30.25,26.642,22.95,242.182,6.5,7.913
2011-06-23,197.544,93.0,79.5,64.0,24.152,24.669,50.058,25.389,,34.628,31.75,28.254,25.85,221.696,6.136,8.0
2011-06-24,179.417,88.0,76.125,62.0,15.916,12.699,24.774,12.075,,25.444,32.15,28.998,26.35,195.334,3.917,6.609
2011-06-25,190.25,99.0,87.958,74.0,18.978,16.268,26.488,10.221,,25.208,27.6,24.702,21.05,209.228,3.083,3.583
2011-06-26,198.812,99.0,97.292,92.0,18.75,15.056,16.486,1.431,,27.93,22.75,21.5,20.1,217.562,3.333,1.0
2011-06-27,204.792,99.0,98.542,94.0,30.584,31.514,66.528,35.014,,34.931,24.0,22.515,20.65,235.375,6.583,1.125
2011-06-28,201.956,99.0,85.375,66.0,33.748,39.228,82.619,43.391,,40.584,31.4,27.044,23.2,235.703,6.25,3.958
2011-06-29,213.328,99.0,74.875,56.0,26.36,32.63,53.089,20.458,,33.905,33.75,29.579,25.7,239.688,4.304,6.261
2011-06-30,203.221,99.0,79.292,55.0,27.292,31.731,51.193,19.462,,32.171,33.2,28.81,25.95,230.513,5.696,5.696
2011-07-01,191.761,99.0,79.25,58.0,28.946,37.784,57.77,19.986,,34.736,32.15,28.435,25.4,220.708,6.292,6.75
2011-07-02,188.812,99.0,86.833,74.0,21.0,18.597,26.167,7.569,,30.736,29.2,26.921,25.0,209.812,2.917,3.417
2011-07-03,187.875,99.0,86.0,71.0,21.854,17.042,21.972,4.931,,27.528,30.45,27.665,24.5,209.729,4.583,3.667
2011-07-04,178.89,92.0,78.292,61.0,16.25,13.318,24.537,11.219,,41.583,33.1,29.477,27.1,195.142,4.417,3.75
2011-07-05,189.246,99.0,85.167,75.0,23.924,30.542,41.597,11.056,,29.667,30.9,27.785,25.1,213.169,5.217,7.5
2011-07-06,196.188,97.0,76.75,57.0,27.25,28.185,35.109,6.924,,34.917,31.55,28.083,25.75,223.438,4.708,5.0
2011-07-07,182.636,99.0,84.727,67.0,17.032,14.796,29.005,14.209,,17.335,28.9,26.865,24.45,199.668,5.045,2.773
2011-07-08,183.312,93.0,83.083,70.0,23.615,19.653,47.403,27.75,,24.611,30.85,28.4,27.15,206.928,5.125,5.875
2011-07-09,188.312,98.0,86.75,76.0,36.312,24.541,64.528,39.986,,30.875,31.5,28.904,26.7,224.625,5.667,10.625
2011-07-10,183.268,96.0,80.833,62.0,24.182,15.228,26.392,11.164,,19.222,32.5,29.185,26.7,207.45,4.542,6.667
2011-07-11,182.973,99.0,83.958,59.0,22.604,19.694,46.43,26.736,,21.444,33.1,29.177,26.65,205.576,5.696,7.292
2011-07-12,182.292,98.0,84.708,66.0,20.646,17.026,43.529,26.503,,20.097,31.8,28.729,26.75,202.938,6.75,5.957
2011-07-13,183.334,96.0,81.667,67.0,22.896,19.71,45.193,25.483,,20.361,31.9,28.654,26.55,206.229,6.542,8.25
2011-07-14,181.534,93.0,79.958,59.0,23.592,21.723,46.461,24.739,,21.168,32.6,28.846,26.25,205.126,6.13,8.375
2011-07-15,183.288,99.0,77.75,60.0,28.742,28.643,49.929,21.286,,22.934,32.9,29.202,26.25,212.03,5.625,7.739
2011-07-16,180.904,99.0,84.875,64.0,23.608,19.728,33.99,14.262,,24.625,32.3,29.065,26.7,204.513,5.0,6.792
2011-07-17,178.068,96.0,78.958,63.0,18.924,10.805,17.792,6.986,,17.694,33.45,29.873,26.75,196.994,3.87,4.708
2011-07-18,176.75,99.0,85.833,70.0,17.417,9.641,20.457,10.816,,26.333,33.7,30.088,28.2,194.166,3.708,6.739
2011-07-19,187.062,99.0,96.333,90.0,16.792,12.756,35.274,22.517,,28.944,28.6,27.86,26.8,203.854,5.292,3.625
2011-07-20,185.056,99.0,97.208,86.0,16.33,15.75,30.875,15.125,,34.167,28.45,26.015,21.3,201.386,5.292,1.958
2011-07-21,188.812,99.0,78.167,55.0,14.021,13.466,22.48,9.014,,19.559,22.95,21.0,18.8,202.834,3.0,1.0
