date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-01-01,199.625,96.0,71.667,46.0,32.417,19.021,32.875,13.854,,1.208,19.625,10.4,6.033,1.5,232.042,6.333
2011-01-02,192.083,98.0,63.208,35.0,19.625,15.104,25.666,10.562,,1.083,13.667,12.7,5.946,0.2,211.708,4.917
2011-01-03,192.042,63.0,49.929,38.0,24.292,15.416,24.562,9.146,,1.0,8.979,11.1,3.804,-3.2,216.333,4.75
2011-01-04,191.625,60.0,44.882,34.0,23.292,14.688,26.584,11.895,,1.958,13.416,12.9,4.8,-1.9,214.917,6.125
2011-01-05,192.75,46.0,32.538,29.0,26.833,22.334,48.5,26.167,,1.083,9.854,11.8,3.004,-3.3,219.583,6.708
2011-01-06,199.333,96.0,69.143,52.0,45.875,27.688,75.938,48.25,,1.083,14.625,11.3,3.375,-3.2,245.208,8.708
2011-01-07,196.5,65.0,39.5,33.0,38.417,21.438,55.479,34.042,,1.0,12.792,10.2,2.779,-2.6,234.917,6.667
2011-01-08,195.958,61.0,51.533,42.0,24.625,16.104,30.104,14.0,,1.0,12.166,11.5,4.667,-1.8,220.583,5.25
2011-01-09,198.042,88.0,63.136,48.0,33.5,23.75,50.396,26.646,,1.333,19.688,10.4,4.446,0.0,231.542,7.208
2011-01-10,199.25,98.0,67.643,46.0,42.75,29.125,78.062,48.938,,1.375,21.792,11.2,4.412,-1.8,242.0,9.5
2011-01-11,196.0,98.0,74.0,48.0,34.917,21.375,57.875,36.5,,1.292,17.875,10.7,4.262,-0.5,230.917,6.292
2011-01-12,197.792,95.0,68.875,40.0,41.083,27.979,79.271,51.292,,1.0,15.354,7.3,0.983,-4.6,238.875,8.5
2011-01-13,201.095,77.0,57.6,45.0,47.238,29.904,86.331,56.426,,1.182,17.991,12.6,3.708,-3.6,248.333,8.391
2011-01-14,200.292,96.0,75.615,65.0,40.375,26.208,66.625,40.416,,1.375,18.979,6.7,1.942,-2.2,240.667,8.667
2011-01-15,200.708,91.0,71.438,56.0,32.375,21.48,43.0,21.521,,1.208,20.271,6.5,1.738,-2.4,233.083,8.083
2011-01-16,196.833,93.0,58.75,50.0,28.667,22.583,56.396,33.812,,1.167,19.792,5.2,2.729,-0.5,225.5,6.917
2011-01-17,191.375,99.0,62.286,47.0,23.208,20.438,41.062,20.625,,1.125,19.792,7.8,3.267,-1.5,214.583,5.625
2011-01-18,200.542,99.0,68.067,46.0,53.833,31.604,86.292,54.688,,1.667,28.812,11.0,2.946,-3.6,254.375,9.458
2011-01-19,196.75,99.0,80.5,49.0,30.25,19.458,51.479,32.021,,1.25,18.729,10.3,5.217,0.2,227.0,5.583
2011-01-20,186.619,99.0,90.167,78.0,3.143,4.841,10.023,5.182,,1.273,6.977,5.1,4.188,3.4,189.762,2.818
2011-01-21,188.75,99.0,94.5,75.0,9.917,17.958,34.416,16.458,,1.0,5.73,6.0,5.208,4.2,198.667,5.167
2011-01-22,198.083,99.0,91.958,66.0,23.833,19.416,42.812,23.396,,1.0,11.083,12.5,6.512,3.3,221.917,6.75
2011-01-23,194.583,99.0,88.708,57.0,25.5,17.729,58.416,40.688,,1.083,10.979,10.7,5.95,1.9,220.083,6.917
2011-01-24,193.583,99.0,84.706,69.0,16.25,23.666,52.146,28.479,,1.0,9.834,3.1,1.362,-0.9,209.833,6.458
2011-01-25,195.667,86.0,52.133,33.0,32.583,23.542,68.438,44.896,,1.0,11.312,10.6,2.821,-3.0,228.25,8.083
2011-01-26,197.176,90.0,61.263,36.0,34.588,27.15,63.392,36.241,,1.409,14.062,8.4,1.317,-3.3,231.765,7.522
2011-01-27,196.292,68.0,48.188,29.0,27.875,20.938,53.438,32.5,,1.708,13.834,12.1,2.742,-4.6,224.167,6.375
2011-01-28,194.375,60.0,49.0,45.0,19.042,18.5,38.938,20.438,,1.417,15.396,6.1,1.492,-3.1,213.417,5.542
2011-01-29,193.75,74.0,55.35,37.0,18.5,21.271,35.438,14.166,,1.0,15.27,9.2,2.4,-1.6,212.25,5.667
2011-01-30,199.5,42.0,34.9,31.0,33.167,26.542,67.688,41.146,,1.0,13.98,8.0,0.975,-5.2,232.667,7.5
2011-01-31,198.375,52.0,39.083,29.0,34.917,25.0,65.334,40.334,,1.208,14.25,10.4,2.438,-4.8,233.292,7.458
2011-02-01,190.125,,,,13.0,15.792,29.666,13.875,,2.583,16.188,12.8,5.7,-2.4,203.125,5.458
2011-02-02,194.727,,,,19.955,23.796,54.296,30.5,,1.318,11.726,7.9,0.729,-4.2,214.682,6.783
2011-02-03,197.375,,,,27.125,26.542,63.667,37.125,,1.458,11.688,7.8,0.612,-6.2,224.5,8.083
2011-02-04,195.625,,,,27.167,23.521,47.166,23.646,,1.042,13.562,13.3,3.725,-4.9,222.792,6.292
2011-02-05,201.792,98.0,70.231,48.0,32.792,24.104,43.479,19.375,,1.917,20.792,9.8,3.292,-3.8,234.583,7.917
2011-02-06,202.542,98.0,96.083,83.0,34.625,31.833,82.208,50.375,,1.125,30.438,7.7,4.754,1.6,237.167,9.208
2011-02-07,192.167,98.0,97.333,92.0,29.667,30.438,73.0,42.562,,1.0,21.5,15.8,9.704,5.0,221.833,8.375
2011-02-08,191.045,95.0,64.042,43.0,13.409,22.568,38.909,16.341,,1.273,12.848,9.1,6.333,0.7,204.455,5.217
2011-02-09,193.917,96.0,56.125,22.0,24.125,22.771,51.916,29.146,,1.0,11.0,10.3,3.488,-3.2,218.042,6.208
2011-02-10,195.458,90.0,65.708,45.0,27.708,26.396,65.125,38.729,,1.25,13.917,10.6,3.983,-1.9,223.167,7.292
