date,NO2_mean,NOX_mean,NO_mean,CH4_mean,CO_mean,NMHC_mean,PM25_mean,SPM_mean,THC_mean
2011-12-21,17.958,29.4375,11.4795,194.625,5.292,22.542,,,217.167
2011-12-22,17.229,33.125,15.896,195.208,5.875,23.833,,,219.042
2011-12-23,6.583,9.5835,3.0,189.208,2.958,6.125,,,195.333
2011-12-24,16.896,28.8125,11.9165,194.208,4.667,18.125,,,212.333
2011-12-25,5.1665,6.5415,1.375,190.167,2.583,5.833,,,196.0
2011-12-26,7.8260000000000005,11.239,3.413,190.783,2.826,6.0,,,196.783
2011-12-27,11.9375,19.708,7.771,192.375,4.0,13.875,,,206.25
2011-12-28,23.646,41.9795,18.3335,195.958,6.0,26.5,,,222.458
2011-12-29,16.396,28.5,12.104,195.5,5.375,20.417,,,215.917
2011-12-30,6.104,8.479,2.375,190.542,2.958,6.125,,,196.667
2011-12-31,13.896,22.4375,8.5415,193.458,4.708,16.333,,,209.792
2012-01-01,12.229,16.5415,4.3125,,,,,13.917,
2012-01-02,13.4585,19.021,5.5625,,,,,22.542,
2012-01-03,5.667,7.333,1.6669999999999998,,,,,8.708,
2012-01-04,5.958,7.896,1.9375,,,,,5.75,
2012-01-05,21.8545,32.3335,10.479,,,,,11.958,
2012-01-06,15.6875,23.5,7.8125,,,,,14.625,
2012-01-07,23.0505,40.6605,17.6095,,,,,23.917,
2012-01-08,23.091,40.4845,17.394,,,,,21.125,
2012-01-09,13.104,23.0625,9.9585,,,,,16.5,
2012-01-10,11.2295,17.0,5.771,,,,,8.625,
2012-01-11,17.229,27.771,10.5415,,,,,11.958,
2012-01-12,29.25,47.8335,18.5835,,,,,21.542,
2012-01-13,27.4375,42.104,14.6665,,,,,32.292,
2012-01-14,10.434999999999999,13.652000000000001,3.2169999999999996,,,,,10.792,
2012-01-15,6.9675,10.121,3.1535,,,,,13.833,
2012-01-16,24.125,38.4165,14.2915,,,,,18.75,
2012-01-17,10.4585,14.521,4.0625,,,,,16.958,
2012-01-18,7.2085,9.854,2.646,,,,,6.875,
2012-01-19,14.75,25.1665,10.417,,,,,16.042,
2012-01-20,8.875,11.0625,2.1875,,,,,26.208,
2012-01-21,22.4345,36.565,14.1305,,,,,22.833,
2012-01-22,18.8335,38.271,19.4375,,,,,15.917,
2012-01-23,10.292,15.25,4.958,,,,,7.917,
2012-01-24,19.6455,32.0835,12.4375,,,,,18.042,
2012-01-25,7.625,9.4375,1.8125,,,,,16.792,
2012-01-26,4.3335,5.479,1.146,,,,,7.583,
2012-01-27,10.25,13.646,3.396,,,,,10.0,
2012-01-28,10.978,14.6085,3.6305,,,,,10.042,
2012-01-29,16.75,26.333,9.583,,,,,17.227,
2012-01-30,14.4165,22.1875,7.771,,,,,29.333,
2012-01-31,23.0,37.875,14.875,,,,,25.375,
2012-02-01,27.5,44.0835,16.5835,,,,,28.375,
2012-02-02,19.1665,33.646,14.479,,,,,26.917,
2012-02-03,8.0625,11.3335,3.2705,,,,,17.25,
2012-02-04,27.3695,52.935,25.564999999999998,,,,,24.542,
2012-02-05,9.125,13.75,4.625,,,,,16.583,
2012-02-06,12.239,18.564999999999998,6.326499999999999,,,,,8.958,
2012-02-07,16.0415,29.979,13.9375,,,,,16.167,
2012-02-08,5.4165,7.5,2.0835,,,,,7.917,
2012-02-09,9.625,13.417000000000002,3.792,,,,,12.292,
2012-02-10,13.2085,19.5625,6.354,,,,,19.417,
2012-02-11,5.587,6.7605,1.174,,,,,21.042,
2012-02-12,17.896,26.979,9.0835,,,,,21.208,
2012-02-13,13.615,16.7065,3.0915,,,,,16.792,
2012-02-14,16.561,28.1445,11.5835,,,,,17.833,
2012-02-15,9.946,15.183499999999999,5.2375,,,,,9.208,
2012-02-16,6.875,10.854,3.979,,,,,10.75,
2012-02-17,12.854,19.2705,6.4165,,,,,11.292,
2012-02-18,23.4345,45.1085,21.674,,,,,11.417,
2012-02-19,9.6365,14.221,4.584,,,,,14.458,
2012-02-20,6.979,9.4165,2.4375,,,,,11.2,
2012-02-21,9.0,12.6455,3.6455,,,,,,
2012-02-22,18.0,23.4795,5.479,,,,,24.25,
2012-02-23,9.104,11.521,2.417,,,,,19.167,
2012-02-24,6.396,7.9375,1.5415,,,,,13.583,
2012-02-25,8.783,13.4345,4.6525,,,,,9.708,
2012-02-26,18.3545,28.1045,9.75,,,,,24.208,
2012-02-27,18.375,27.4375,9.0625,,,,,25.773,
2012-02-28,22.1875,34.604,12.417000000000002,,,,,25.125,
2012-02-29,,,,,,,,,
2012-03-01,27.3125,49.9375,22.625,,,,,23.625,
2012-03-02,6.6045,9.0835,2.479,,,,,22.875,
2012-03-03,6.7705,8.5,1.729,,,,,14.583,
2012-03-04,14.870000000000001,24.2175,9.3475,,,,,14.917,
2012-03-05,16.973,26.035999999999998,9.062999999999999,,,,,29.909,
2012-03-06,28.765500000000003,43.1515,14.3865,,,,,39.333,
2012-03-07,21.208,27.896,6.6875,,,,,32.458,
2012-03-08,20.2915,27.7085,7.4165,,,,,40.417,
2012-03-09,25.4585,30.833,5.375,,,,,58.417,
2012-03-10,14.0835,17.375,3.2915,,,,,39.375,
2012-03-11,9.696,13.326,3.63,,,,,11.25,
2012-03-12,26.4165,35.979,9.5625,,,,,17.542,
2012-03-13,23.4165,32.6875,9.2705,,,,,22.667,
2012-03-14,10.229,14.646,4.4165,,,,,13.625,
2012-03-15,25.646,35.75,10.1045,,,,,16.042,
2012-03-16,28.042,40.2915,12.25,,,,,32.042,
2012-03-17,17.104,20.4165,3.3125,,,,,44.625,
2012-03-18,26.5435,39.0435,12.5,,,,,43.609,
2012-03-19,20.4375,31.3125,10.875,,,,,37.625,
2012-03-20,20.917,27.4795,6.5625,,,,,36.75,
2012-03-21,9.1045,13.917000000000002,4.8125,,,,,9.792,
2012-03-22,16.5415,22.4375,5.8955,,,,,14.75,
2012-03-23,10.583,14.292000000000002,3.708,,,,,23.083,
2012-03-24,11.354,14.207999999999998,2.854,,,,,24.375,
2012-03-25,7.6739999999999995,10.4345,2.7605,,,,,19.458,
2012-03-26,13.332999999999998,19.396,6.0625,,,,,18.0,
2012-03-27,20.6875,27.9585,7.271,,,,,19.708,
2012-03-28,19.979,27.104,7.125,,,,,23.458,
2012-03-29,9.271,13.271,4.0,,,,,23.0,
2012-03-30,10.604500000000002,14.7915,4.1875,,,,,18.583,
2012-03-31,10.8125,13.5625,2.75,,,,,19.042,
2012-04-01,9.875,13.0835,3.208,,,,,14.333,
2012-04-02,21.0655,28.652,7.587,,,,,24.125,
2012-04-03,15.304000000000002,21.609,6.3045,,,,,21.0,
2012-04-04,11.854,15.5415,3.6875,,,,,13.125,
2012-04-05,12.333,14.896,2.5625,,,,,25.5,
2012-04-06,11.0625,15.9585,4.896,,,,,15.25,
2012-04-07,9.9375,14.207999999999998,4.271,,,,,14.333,
2012-04-08,16.4375,21.2295,4.792,,,,,21.167,
2012-04-09,24.0655,33.935,9.8695,,,,,34.833,
2012-04-10,22.3335,29.75,7.4165,,,,,41.917,
2012-04-11,23.4585,36.021,12.5625,,,,,33.583,
2012-04-12,15.082999999999998,19.417,4.333,,,,,21.583,
2012-04-13,14.770499999999998,20.354,5.5835,,,,,26.417,
2012-04-14,7.417,9.8125,2.396,,,,,16.75,
2012-04-15,13.75,17.9375,4.1875,,,,,15.083,
2012-04-16,18.6955,26.13,7.435,,,,,18.833,
2012-04-17,12.8125,18.104,5.2915,,,,,19.917,
2012-04-18,14.565000000000001,19.2765,4.711,,,,,20.25,
2012-04-19,17.271,22.3545,5.0835,,,,,23.458,
2012-04-20,19.9585,29.875,9.9165,,,,,22.375,
2012-04-21,11.9585,16.6665,4.708,,,,,15.417,
2012-04-22,7.7705,10.4585,2.6875,,,,,10.083,
2012-04-23,18.978,27.3045,8.326,,,,,21.5,
2012-04-24,21.292,27.875,6.583,,,,,58.042,
2012-04-25,19.6455,23.875,4.2295,,,,,58.0,
2012-04-26,15.4165,19.6875,4.271,,,,,29.0,
2012-04-27,8.146,10.6455,2.5,,,,,13.083,
2012-04-28,21.2085,25.854,4.6455,,,,,18.25,
2012-04-29,17.208,19.917,2.708,,,,,26.25,
2012-04-30,12.390999999999998,16.2175,3.826,,,,,25.208,
2012-05-01,9.125,12.8335,3.7085,,,,,15.792,
2012-05-02,11.146,16.1875,5.0415,,,,,10.917,
2012-05-03,5.375,7.354,1.9794999999999998,,,,,9.333,
2012-05-04,2.75,3.375,0.625,,,,,7.25,
2012-05-05,9.875,12.770499999999998,2.896,,,,,19.708,
2012-05-06,9.75,11.5,1.75,,,,,31.167,
2012-05-07,17.152,21.652,4.5,,,,,31.417,
2012-05-08,17.4315,20.841,3.409,,,,,45.591,
2012-05-09,14.604500000000002,17.7295,3.125,,,,,54.208,
2012-05-10,8.8125,12.104500000000002,3.2915,,,,,29.042,
2012-05-11,5.5,8.417,2.917,,,,,7.208,
2012-05-12,5.7085,7.854,2.146,,,,,8.667,
2012-05-13,8.104,11.8125,3.7085,,,,,13.083,
2012-05-14,17.8915,24.2395,6.348,,,,,20.292,
2012-05-15,18.6875,26.4375,7.75,,,,,16.957,
2012-05-16,13.9585,17.1665,3.2085,,,,,27.375,
2012-05-17,14.707999999999998,17.6455,2.9375,,,,,41.75,
2012-05-18,9.479,11.521,2.042,,,,,28.125,
2012-05-19,14.270499999999998,17.7295,3.458,,,,,23.792,
2012-05-20,11.146,13.1875,2.0415,,,,,25.375,
2012-05-21,16.3045,21.5435,5.239,,,,,24.333,
2012-05-22,15.8215,19.81,3.9885,,,,,29.125,
2012-05-23,11.895499999999998,15.625,3.729,,,,,21.542,
2012-05-24,22.1665,27.125,4.958,,,,,29.958,
2012-05-25,24.417,29.1875,4.7705,,,,,45.25,
2012-05-26,15.604,19.875,4.2705,,,,,29.875,
2012-05-27,12.708,14.354,1.646,,,,,34.083,
2012-05-28,12.5655,15.413,2.848,,,,,36.833,
2012-05-29,12.1665,15.1665,3.0,,,,,42.25,
2012-05-30,10.229,14.6665,4.4375,,,,,18.458,
2012-05-31,14.8335,18.479,3.646,,,,,25.708,
2012-06-01,13.292000000000002,17.9585,4.6665,,,,,30.792,
2012-06-02,12.896,16.271,3.375,,,,,29.417,
2012-06-03,10.0835,12.896,2.8125,,,,,25.292,
2012-06-04,17.956500000000002,22.826,4.8695,,,,,25.583,
2012-06-05,17.152,23.8695,6.7175,,,,,22.5,
2012-06-06,8.729,11.4585,2.729,,,,,17.167,
2012-06-07,17.5205,20.625,3.104,,,,,28.833,
2012-06-08,20.375,26.833,6.4585,,,,,37.667,
2012-06-09,14.229500000000002,19.479,5.25,,,,,17.333,
2012-06-10,4.9165,6.167,1.25,,,,,20.292,
2012-06-11,12.326500000000001,17.652,5.326,,,,,23.917,
2012-06-12,14.625,21.396,6.771,,,,,15.182,
2012-06-13,15.895499999999998,22.9165,7.021,,,,,15.292,
2012-06-14,15.604,20.875,5.271,,,,,20.75,
2012-06-15,13.832999999999998,19.271,5.4375,,,,,24.542,
2012-06-16,13.7085,27.2705,13.5625,,,,,17.458,
2012-06-17,8.0835,11.521,3.4375,,,,,12.583,
2012-06-18,14.196000000000002,19.761,5.565,,,,,23.458,
2012-06-19,8.729,19.7705,11.0415,,,,,18.583,
2012-06-20,16.021,24.4585,8.4375,,,,,14.292,
2012-06-21,16.104,21.479,5.375,,,,,17.458,
2012-06-22,4.396,5.646,1.25,,,,,9.875,
2012-06-23,8.625,12.354,3.7295,,,,,13.417,
2012-06-24,12.021,14.9375,2.9165,,,,,21.917,
2012-06-25,13.761,17.891000000000002,4.1305,,,,,22.5,
2012-06-26,13.1665,18.75,5.583,,,,,24.25,
2012-06-27,15.1875,19.7295,4.542,,,,,23.25,
2012-06-28,12.270499999999998,18.771,6.5,,,,,20.625,
2012-06-29,14.895499999999998,18.8335,3.9375,,,,,20.875,
2012-06-30,14.729500000000002,19.5625,4.833,,,,,25.333,
2012-07-01,10.1875,15.4165,5.2295,,,,,18.583,
2012-07-02,15.5215,20.065,4.5435,,,,,22.708,
2012-07-03,18.2425,25.811,7.568,,,,,22.25,
2012-07-04,13.0835,17.879,4.7955000000000005,,,,,23.708,
2012-07-05,21.7705,34.0415,12.271,,,,,27.5,
2012-07-06,23.3125,41.8955,18.583,,,,,35.625,
2012-07-07,8.9375,10.854,1.9165,,,,,14.708,
2012-07-08,4.879,6.641500000000001,1.7625,,,,,15.583,
2012-07-09,14.681000000000001,19.4655,4.7844999999999995,,,,,22.083,
2012-07-10,16.192999999999998,21.5795,5.3865,,,,,28.333,
2012-07-11,13.594000000000001,22.927500000000002,9.3335,,,,,20.958,
2012-07-12,13.458,27.1875,13.729,,,,,24.917,
2012-07-13,17.4585,25.2085,7.75,,,,,38.667,
2012-07-14,14.169,21.438,7.269,,,,,28.708,
2012-07-15,6.622,10.009,3.3865,,,,,19.5,
2012-07-16,6.763,13.112,6.349,,,,,16.375,
2012-07-17,10.6195,18.552999999999997,7.9335,,,,,18.0,
2012-07-18,9.5215,16.176000000000002,6.654,,,,,16.826,
2012-07-19,7.4705,11.184000000000001,3.714,,,,,23.417,
2012-07-20,14.923,24.76,9.837,,,,,24.417,
2012-07-21,14.9435,23.4705,8.527000000000001,,,,,22.792,
2012-07-22,8.6665,12.082999999999998,3.4165,,,,,21.792,
2012-07-23,14.2605,19.913,5.6525,,,,,27.833,
2012-07-24,14.0635,21.993499999999997,7.93,,,,,38.913,
2012-07-25,15.546000000000001,21.058,5.5125,,,,,45.458,
2012-07-26,15.0625,19.5625,4.5,,,,,45.708,
2012-07-27,14.9165,18.54,3.623,,,,,45.417,
2012-07-28,12.271,14.7085,2.4375,,,,,54.125,
2012-07-29,9.029,11.2125,2.1835,,,,,51.25,
2012-07-30,16.018,22.3685,6.3505,,,,,41.375,
2012-07-31,10.771,17.969,7.198,,,,,19.0,
2012-08-01,7.4375,15.7625,8.325,,,,,18.417,
2012-08-02,10.1875,18.333,8.1455,,,,,17.667,
2012-08-03,12.1005,19.277,7.1765,,,,,20.833,
2012-08-04,8.992,15.5215,6.53,,,,,19.792,
2012-08-05,5.0,10.6625,5.6625,,,,,18.792,
2012-08-06,10.1345,18.909,8.7745,,,,,20.375,
2012-08-07,7.2955000000000005,12.932,5.6365,,,,,19.417,
2012-08-08,8.3425,12.0135,3.6710000000000003,,,,,16.875,
2012-08-09,13.875,18.125,4.25,,,,,19.667,
2012-08-10,17.708,22.021,4.3125,,,,,32.25,
2012-08-11,15.646,21.521,5.875,,,,,37.667,
2012-08-12,7.8125,10.2295,2.4165,,,,,24.667,
2012-08-13,9.779,15.27,5.491,,,,,33.333,
2012-08-14,11.826,19.673499999999997,7.848000000000001,,,,,23.333,
2012-08-15,9.0205,15.8335,6.8125,,,,,22.292,
2012-08-16,10.1045,17.771,7.6665,,,,,18.0,
2012-08-17,14.479,20.875,6.396,,,,,23.875,
2012-08-18,11.75,15.292000000000002,3.542,,,,,25.792,
2012-08-19,7.5625,12.332999999999998,4.7705,,,,,15.125,
2012-08-20,11.32,19.5,8.18,,,,,19.174,
2012-08-21,11.7085,19.5625,7.854,,,,,19.917,
2012-08-22,10.5765,20.021,9.4445,,,,,20.333,
2012-08-23,11.396,19.7085,8.3125,,,,,18.417,
2012-08-24,12.875,22.7295,9.854,,,,,20.458,
2012-08-25,9.729,16.6045,6.875,,,,,17.667,
2012-08-26,6.75,11.896,5.146,,,,,19.917,
2012-08-27,9.1085,16.7825,7.674,,,,,17.75,
2012-08-28,9.9375,19.479,9.5415,,,,,15.958,
2012-08-29,12.5625,18.6665,6.1045,,,,,17.792,
2012-08-30,14.5415,22.75,8.208,,,,,21.792,
2012-08-31,15.3335,23.604,8.2705,,,,,20.708,
2012-09-01,10.2085,17.208,7.0,,,,,17.875,
2012-09-02,7.333,10.271,2.9375,,,,,16.542,
2012-09-03,12.4565,18.130499999999998,5.674,,,,,15.958,
2012-09-04,11.714500000000001,15.722,4.008,,,,,27.167,
2012-09-05,12.6045,18.083,5.4795,,,,,26.458,
2012-09-06,12.667,17.479,4.8125,,,,,24.958,
2012-09-07,12.021,15.625,3.604,,,,,24.833,
2012-09-08,11.646,20.479,8.833,,,,,21.792,
2012-09-09,7.2915,11.25,3.9585,,,,,16.292,
2012-09-10,8.3915,13.1085,4.7175,,,,,16.458,
2012-09-11,8.415,12.7615,4.3465,,,,,13.125,
2012-09-12,11.8335,16.3125,4.479,,,,,14.708,
2012-09-13,14.229,19.1045,4.875,,,,,26.5,
2012-09-14,12.3545,20.125,7.771,,,,,32.792,
2012-09-15,11.707999999999998,19.646,7.9375,,,,,19.917,
2012-09-16,6.75,10.8335,4.0835,,,,,18.125,
2012-09-17,6.717499999999999,12.717500000000001,6.0,,,,,15.125,
2012-09-18,12.625,26.396,13.771,,,,,15.75,
2012-09-19,9.979,14.2085,4.2295,,,,,23.75,
2012-09-20,6.2085,8.0625,1.8544999999999998,,,,,26.727,
2012-09-21,8.917,12.4165,3.5,,,,,25.292,
2012-09-22,13.0625,17.625,4.5625,,,,,21.542,
2012-09-23,6.8125,8.1665,1.354,,,,,22.583,
2012-09-24,9.087,13.761000000000001,4.674,,,,,14.5,
2012-09-25,13.8335,21.229,7.396,,,,,15.375,
2012-09-26,13.0835,18.875,5.792,,,,,15.917,
2012-09-27,8.729,12.417000000000002,3.6875,,,,,15.875,
2012-09-28,11.9375,17.229,5.2915,,,,,17.458,
2012-09-29,19.6665,24.4165,4.75,,,,,35.625,
2012-09-30,8.7295,11.104,2.375,,,,,23.792,
2012-10-01,7.5435,11.8475,4.3045,,,,,10.375,
2012-10-02,8.599,13.4525,4.853,,,,,13.875,
2012-10-03,12.3425,19.5985,7.2555,,,,,14.583,
2012-10-04,11.604,17.333,5.729,,,,,15.792,
2012-10-05,9.1665,13.8125,4.646,,,,,12.583,
2012-10-06,11.4375,16.6665,5.2295,,,,,19.292,
2012-10-07,5.9165,7.4375,1.5205000000000002,,,,,17.792,
2012-10-08,10.0435,14.1305,4.087,,,,,13.083,
2012-10-09,12.646,19.1665,6.521,,,,,14.167,
2012-10-10,16.4165,24.9165,8.5,,,,,20.083,
2012-10-11,11.8125,16.6045,4.792,,,,,25.208,
2012-10-12,9.458,14.271,4.8125,,,,,14.0,
2012-10-13,10.375,14.979,4.604,,,,,14.792,
2012-10-14,14.021,18.4375,4.417,,,,,27.083,
2012-10-15,14.5655,21.152,6.587,,,,,28.375,
2012-10-16,16.765,22.595,5.83,,,,,28.043,
2012-10-17,17.771,26.9165,9.146,,,,,20.208,
2012-10-18,10.4165,15.125,4.708,,,,,15.375,
2012-10-19,9.8125,15.5625,5.75,,,,,13.542,
2012-10-20,14.104,18.875,4.771,,,,,20.292,
2012-10-21,12.917000000000002,16.854,3.9375,,,,,28.958,
2012-10-22,19.978,28.087,8.109,,,,,31.75,
2012-10-23,13.375,17.5,4.125,,,,,19.227,
2012-10-24,12.707999999999998,22.5625,9.854500000000002,,,,,15.375,
2012-10-25,19.4375,29.75,10.3125,,,,,20.667,
2012-10-26,18.4795,28.021,9.5415,,,,,24.375,
2012-10-27,18.1665,24.75,6.583,,,,,28.333,
2012-10-28,13.729500000000002,20.5835,6.854,,,,,18.542,
2012-10-29,10.2825,16.522,6.239,,,,,16.583,
2012-10-30,11.979,21.2085,9.229,,,,,17.792,
2012-10-31,11.854,19.7085,7.8545,,,,,14.5,
2012-11-01,8.5835,11.9585,3.375,,,,,17.333,
2012-11-02,7.0415,9.333,2.2915,,,,,14.917,
2012-11-03,7.271,9.4585,2.1875,,,,,19.042,
2012-11-04,12.4375,19.0205,6.5835,,,,,17.208,
2012-11-05,20.609,31.652,11.0435,,,,,21.708,
2012-11-06,15.227500000000001,21.384,6.157,,,,,24.875,
2012-11-07,10.6085,13.183,2.574,,,,,23.696,
2012-11-08,14.4375,22.625,8.1875,,,,,29.875,
2012-11-09,16.875,27.75,10.875,,,,,32.417,
2012-11-10,15.854,26.396,10.542000000000002,,,,,21.375,
2012-11-11,13.75,21.1665,7.4165,,,,,12.917,
2012-11-12,10.261,13.826,3.565,,,,,22.917,
2012-11-13,16.979,28.1455,11.1665,,,,,26.87,
2012-11-14,7.2085,9.7915,2.583,,,,,15.0,
2012-11-15,11.8125,20.896,9.0835,,,,,8.583,
2012-11-16,19.125,32.3335,13.2085,,,,,14.542,
2012-11-17,16.771,25.2085,8.4375,,,,,15.375,
2012-11-18,6.292,8.604,2.3125,,,,,15.292,
2012-11-19,16.435000000000002,26.3045,9.869499999999999,,,,,19.0,
2012-11-20,8.9375,11.9375,3.0,,,,,20.083,
2012-11-21,11.292,18.7915,7.5,,,,,13.292,
2012-11-22,23.5625,42.0,18.4375,,,,,24.696,
2012-11-23,11.8545,16.5835,4.729,,,,,22.458,
2012-11-24,11.5415,17.3125,5.771,,,,,10.708,
2012-11-25,16.0,24.2915,8.2915,,,,,11.25,
2012-11-26,17.3045,32.022,14.7175,,,,,15.0,
2012-11-27,6.3335,9.021,2.6875,,,,,7.955,
2012-11-28,17.9795,32.5,14.520499999999998,,,,,14.833,
2012-11-29,25.375,52.3955,27.0205,,,,,31.042,
2012-11-30,12.375,24.1875,11.8125,,,,,20.375,
2012-12-01,9.292,13.4165,4.125,,,,,8.917,
2012-12-02,9.896,16.5835,6.6875,,,,,9.0,
2012-12-03,18.130499999999998,33.261,15.1305,,,,,14.333,
2012-12-04,12.739,20.238999999999997,7.5,,,,,14.208,
2012-12-05,14.4585,22.854,8.396,,,,,13.458,
2012-12-06,9.6665,11.875,2.208,,,,,13.0,
2012-12-07,20.5205,32.5625,12.0415,,,,,15.375,
2012-12-08,9.104,10.7915,1.6875,,,,,15.5,
2012-12-09,7.9585,11.0,3.042,,,,,14.042,
2012-12-10,10.174,14.5,4.3260000000000005,,,,,6.625,
2012-12-11,13.027000000000001,25.027,12.0,,,,,8.458,
2012-12-12,16.479,29.0205,12.5415,,,,,11.458,
2012-12-13,21.5835,41.125,19.5415,,,,,13.875,
2012-12-14,27.375,48.9165,21.5415,,,,,20.958,
2012-12-15,26.1665,45.9585,19.792,,,,,23.667,
2012-12-16,11.3125,16.8125,5.5,,,,,14.917,
2012-12-17,23.8475,40.174,16.326,,,,,23.625,
2012-12-18,10.844999999999999,18.1495,7.305,,,,,14.042,
2012-12-19,12.8125,20.0625,7.25,,,,,6.917,
2012-12-20,19.354,32.4165,13.0625,,,,,13.042,
2012-12-21,22.854,40.354,17.5,,,,,14.833,
2012-12-22,11.9795,19.4165,7.4375,,,,,10.958,
2012-12-23,9.167,14.3335,5.1665,,,,,18.833,
2012-12-24,5.87,7.4345,1.5655,,,,,9.375,
2012-12-25,15.7915,25.771,9.9795,,,,,14.955,
2012-12-26,6.4375,9.5,3.0625,,,,,9.292,
2012-12-27,19.6455,33.4795,13.832999999999998,,,,,10.75,
2012-12-28,21.292,39.104,17.8125,,,,,13.333,
2012-12-29,17.0415,26.875,9.8335,,,,,11.208,
2012-12-30,13.7705,24.729,10.9585,,,,,11.417,
2012-12-31,5.4345,6.391,0.9565,,,,,7.875,
2013-01-01,14.9375,20.5625,5.625,,,,28.75,34.375,
2013-01-02,11.0205,14.771,3.75,,,,13.667,19.042,
2013-01-03,14.8125,21.7085,6.896,,,,11.208,15.042,
2013-01-04,10.604,16.8545,6.25,,,,12.542,17.708,
2013-01-05,10.2915,14.8335,4.5415,,,,7.25,9.958,
2013-01-06,15.935,30.109,14.174,,,,7.0,10.292,
2013-01-07,24.0,40.5215,16.522,,,,13.435,15.682,
2013-01-08,27.354,54.7085,27.354,,,,13.042,19.542,
2013-01-09,7.7705,11.25,3.4795,,,,3.042,6.125,
2013-01-10,5.854,7.3955,1.5415,,,,2.875,6.042,
2013-01-11,13.354,21.667,8.3125,,,,11.875,15.708,
2013-01-12,14.520499999999998,19.708,5.1875,,,,22.083,24.917,
2013-01-13,8.6735,12.891,4.2175,,,,9.0,12.792,
2013-01-14,17.157,30.2715,13.114999999999998,,,,6.609,9.696,
2013-01-15,15.5835,25.75,10.1665,,,,6.75,8.208,
2013-01-16,15.4585,26.0,10.542,,,,7.5,9.333,
2013-01-17,13.604,26.0625,12.457999999999998,,,,9.792,13.667,
2013-01-18,12.625,20.4375,7.8125,,,,18.625,22.417,
2013-01-19,5.1875,6.979,1.7919999999999998,,,,6.125,7.875,
2013-01-20,24.8045,41.761,16.957,,,,15.739,22.667,
2013-01-21,17.625,27.229,9.6045,,,,21.792,28.167,
2013-01-22,9.6875,13.729,4.0415,,,,13.875,16.75,
2013-01-23,21.125,38.9585,17.8335,,,,17.333,21.625,
2013-01-24,24.083,38.396,14.3125,,,,18.625,22.125,
2013-01-25,33.75,55.271,21.5205,,,,29.042,34.667,
2013-01-26,10.7085,13.7915,3.0835,,,,15.75,24.75,
2013-01-27,10.348,16.152,5.804499999999999,,,,7.174,9.792,
2013-01-28,27.7915,52.458,24.6665,,,,20.25,25.25,
2013-01-29,22.3125,35.3335,13.021,,,,14.6,20.792,
2013-01-30,33.5085,66.096,32.5875,,,,,41.208,
2013-01-31,15.370999999999999,24.6585,9.2875,,,,12.75,26.542,
2013-02-01,25.021,39.354,14.3335,,,,16.875,24.792,
2013-02-02,20.375,31.3955,11.021,,,,21.625,36.292,
2013-02-03,20.579,39.267,18.6875,,,,23.13,39.957,
2013-02-04,5.532,7.827,2.2954999999999997,,,,3.667,5.917,
2013-02-05,4.9585,7.25,2.2915,,,,4.708,5.542,
2013-02-06,10.771,16.9165,6.1455,,,,5.167,7.5,
2013-02-07,13.4165,21.3335,7.917,,,,6.375,9.0,
2013-02-08,15.4165,26.3125,10.896,,,,3.208,8.958,
2013-02-09,6.6665,8.4375,1.771,,,,3.875,7.625,
2013-02-10,10.9565,17.6305,6.674,,,,7.783,9.917,
2013-02-11,8.125,12.645499999999998,4.521,,,,5.042,7.583,
2013-02-12,15.8125,24.6875,8.875,,,,7.167,10.333,
2013-02-13,10.2085,14.770499999999998,4.5625,,,,5.042,7.083,
2013-02-14,29.1665,51.6045,22.4375,,,,8.25,16.083,
2013-02-15,15.9375,20.4375,4.5,,,,3.083,8.417,
2013-02-16,8.229,10.6665,2.4375,,,,19.375,23.917,
2013-02-17,13.828,23.1095,9.282,,,,25.478,29.625,
2013-02-18,8.1875,12.328999999999999,4.1415,,,,10.958,13.958,
2013-02-19,10.509,16.1815,5.672,,,,9.208,12.333,
2013-02-20,13.4755,20.7075,7.2315000000000005,,,,13.25,16.708,
2013-02-21,11.5535,17.5005,5.9475,,,,15.333,16.542,
2013-02-22,13.335,18.619,5.2835,,,,11.5,13.792,
2013-02-23,11.097,14.1495,3.0525,,,,13.292,14.292,
2013-02-24,18.543499999999998,28.4785,9.934999999999999,,,,14.217,16.417,
2013-02-25,21.424,31.6875,10.264,,,,45.958,48.0,
2013-02-26,21.146,29.417,8.271,,,,56.083,61.792,
2013-02-27,20.9165,30.396,9.4795,,,,19.125,35.208,
2013-02-28,7.417,9.708,2.292,,,,22.042,25.792,
2013-03-01,9.3335,12.667,3.3335,,,,26.625,32.458,
2013-03-02,6.25,7.6875,1.4375,,,,8.417,12.625,
2013-03-03,9.593,13.7035,4.1105,,,,6.409,9.125,
2013-03-04,18.708,26.9795,8.2705,,,,10.5,14.208,
2013-03-05,11.127500000000001,17.3445,6.2165,,,,9.75,15.458,
2013-03-06,6.333,8.875,2.542,,,,10.667,11.833,
2013-03-07,8.8125,12.8335,4.021,,,,7.875,11.083,
2013-03-08,7.0,9.2085,2.208,,,,7.625,12.292,
2013-03-09,8.2295,10.729,2.5,,,,12.75,17.333,
2013-03-10,4.7395,6.5435,1.8045,,,,6.083,7.542,
2013-03-11,16.1875,24.0625,7.875,,,,8.87,13.333,
2013-03-12,22.9585,33.7915,10.833,,,,18.458,22.708,
2013-03-13,18.6875,28.6455,9.9585,,,,10.042,24.083,
