date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,CO_mean,SO2_mean
2012-01-08,15.69125,25.381500000000003,9.6905,,6.76525,4.783,0.167
2012-01-09,22.2575,37.3665,15.10875,,10.50925,5.435,0.0
2012-01-10,20.552,36.5625,16.01025,,7.6875,5.25,0.458
2012-01-11,9.5415,15.70825,6.167,,6.92725,3.5,0.75
2012-01-12,22.09375,39.81275,17.71875,,9.94775,7.833,0.833
2012-01-13,15.01025,25.80225,10.7915,,18.5625,6.792,2.333
2012-01-14,9.7695,15.03575,5.26625,,18.84375,3.917,0.773
2012-01-15,12.448,18.85425,6.40625,,9.7395,3.708,0.958
2012-01-16,30.512999999999998,59.054,28.5405,,12.751999999999999,6.864,0.708
2012-01-17,17.80875,30.68375,12.875,,8.6655,4.833,0.13
2012-01-18,15.6355,25.6355,10.0,,4.9375,4.125,0.0
2012-01-19,17.80175,31.93725,14.1355,,8.7605,5.375,0.0
2012-01-20,12.4585,20.552,8.0935,,6.2605,4.5,0.0
2012-01-21,21.698749999999997,42.872749999999996,21.173750000000002,,8.65625,7.833,0.955
2012-01-22,18.38025,29.54325,11.163,,8.20425,4.348,0.391
2012-01-23,22.15775,40.027249999999995,17.86975,,10.49975,5.13,0.875
2012-01-24,19.27075,30.0625,10.79175,,13.15625,4.167,1.125
2012-01-25,13.500250000000001,23.93725,10.4375,,9.0105,4.333,0.708
2012-01-26,10.771,17.34375,6.573,,7.60425,3.292,0.542
2012-01-27,9.375,14.927,5.55225,,6.031000000000001,3.25,0.0
2012-01-28,14.4515,25.249249999999996,10.79775,,5.924,4.087,0.0
2012-01-29,8.375,13.66675,5.2915,,6.22925,3.125,0.25
2012-01-30,8.46175,13.07775,4.61575,,12.3855,4.174,1.125
2012-01-31,19.729,35.7915,16.0625,,8.54175,6.917,0.0
2012-02-01,25.2395,47.84375,22.60425,,13.6875,8.375,0.833
2012-02-02,16.281,27.792,11.51025,,21.29175,5.708,0.833
2012-02-03,4.677,7.03125,2.35425,,8.625,2.708,0.0
2012-02-04,19.0065,33.048249999999996,14.04175,,11.14025,5.5,0.375
2012-02-05,5.73825,9.43525,3.697,,8.4385,2.667,
2012-02-06,17.0275,27.01325,9.9855,,7.72525,4.182,
2012-02-07,12.854,19.91675,7.06275,,7.0625,3.958,
2012-02-08,6.35425,11.44775,5.093500000000001,,5.198,2.875,
2012-02-09,7.729,12.416500000000001,4.687250000000001,,5.6665,3.125,
2012-02-10,11.30225,16.68725,5.38575,,8.979,4.958,
2012-02-11,7.265000000000001,10.875499999999999,3.6105,,11.43725,3.917,
2012-02-12,14.27075,21.281,7.0105,,10.1875,4.542,
2012-02-13,9.5265,15.518,5.9915,,9.59375,3.348,
2012-02-14,20.896,32.375,11.47925,,12.69425,5.833,
2012-02-15,23.677,38.6355,14.95825,,18.88175,6.625,
2012-02-16,9.302,13.89575,4.593500000000001,,8.5835,3.375,
2012-02-17,10.76025,16.05175,5.2915,,5.8125,3.875,
2012-02-18,23.828,40.43875,16.61125,,11.40875,5.913,
2012-02-19,7.15475,12.03525,4.8805,,11.873750000000001,3.0,
2012-02-20,7.09,12.306750000000001,5.21675,,7.20825,2.957,
2012-02-21,6.78125,11.34375,4.5625,,7.802,3.0,
2012-02-22,10.32625,16.4585,6.132000000000001,,8.14925,3.333,
2012-02-23,10.76025,16.27075,5.5105,,9.302,3.667,
2012-02-24,8.51025,11.97925,3.46875,,7.698,3.292,
2012-02-25,11.54025,17.735,6.195,,5.90275,3.333,
2012-02-26,21.7605,34.94825,13.1875,,9.52,5.667,
2012-02-27,27.039749999999998,49.0045,21.965,,17.2735,7.652,
2012-02-28,24.704749999999997,37.038,12.33325,,25.1875,6.667,
2012-02-29,,,,,,,
2012-03-01,27.58525,41.741749999999996,14.15625,,29.42725,6.75,
2012-03-02,4.427,7.052250000000001,2.625,,12.05225,3.0,
2012-03-03,5.86475,8.66675,2.80225,,5.749750000000001,2.625,
2012-03-04,15.538,23.231749999999998,7.69425,,8.209,4.917,
2012-03-05,19.271,31.4895,12.218499999999999,,11.697750000000001,5.75,
2012-03-06,16.2085,24.41625,8.20775,,25.0245,5.409,
2012-03-07,23.58325,33.05225,9.46875,,39.281,7.333,
2012-03-08,11.1875,15.309,4.12125,,35.177,4.25,
2012-03-09,8.25,11.7395,3.48975,,15.41675,3.083,
2012-03-10,5.75,8.22925,2.47925,,14.073,2.833,
2012-03-11,7.66925,12.49025,4.821,,8.21875,2.75,
2012-03-12,20.4375,30.8855,10.448,,15.77075,5.375,
2012-03-13,22.826,39.61475,16.78875,,20.7185,6.043,
2012-03-14,7.13525,11.35425,4.21875,,10.396,3.125,
2012-03-15,19.146,28.5625,9.41675,,13.729,5.25,
2012-03-16,13.14575,20.12525,6.979,,16.4065,4.208,
2012-03-17,9.44775,12.687249999999999,3.2395,,13.312249999999999,3.958,
2012-03-18,24.65025,37.85725,13.207,,39.4735,6.25,
2012-03-19,16.07975,23.098,7.0184999999999995,,28.0825,4.667,
2012-03-20,21.59775,28.833750000000002,7.236,,38.34375,5.435,
2012-03-21,5.23975,8.6355,3.396,,7.83325,2.5,
2012-03-22,19.4795,26.3655,6.88575,,16.285249999999998,4.609,
2012-03-23,6.7605,9.77075,3.01025,,12.44825,3.125,
2012-03-24,12.9375,16.95825,4.02075,,15.21875,4.292,
2012-03-25,14.33125,21.410249999999998,7.07925,,18.8795,4.417,
2012-03-26,9.969000000000001,16.19775,6.22925,,9.40625,3.542,
2012-03-27,18.827,28.614,9.787,,18.125,5.261,
2012-03-28,18.9795,27.01025,8.0315,,30.674750000000003,4.542,
2012-03-29,16.98975,23.76025,6.77075,,24.3105,4.583,
2012-03-30,7.96875,12.03125,4.0625,,11.47925,3.333,
2012-03-31,10.98975,15.33325,4.34375,,16.427,4.042,
2012-04-01,6.156499999999999,9.323,3.1665,,9.156,3.042,0.042
2012-04-02,11.018,16.06625,5.0482499999999995,,13.98975,3.708,0.455
2012-04-03,16.073,22.40625,6.33325,,20.76025,3.958,1.0
2012-04-04,6.21225,9.55575,3.3435,,13.16675,2.565,0.042
2012-04-05,13.35075,21.608249999999998,8.257750000000001,,12.60375,4.826,0.348
2012-04-06,12.65625,19.8855,7.22925,,14.66675,4.292,0.083
2012-04-07,8.9375,13.45825,4.52075,,15.85425,3.5,0.0
2012-04-08,9.3855,12.85425,3.46875,,12.948,3.625,0.083
2012-04-09,9.01125,13.04375,4.0325,,30.3645,3.5,0.818
2012-04-10,12.968499999999999,17.8645,4.89575,,34.3645,3.917,0.458
2012-04-11,20.9215,29.952749999999998,9.03125,,37.659,5.304,0.708
2012-04-12,10.79175,15.84375,5.052,,11.04175,3.667,0.042
2012-04-13,11.52075,17.1045,5.5835,,14.042000000000002,3.792,0.25
2012-04-14,12.41675,17.66675,5.25,,17.0625,4.292,0.417
2012-04-15,7.8855,11.54175,3.6565,,15.677,3.542,0.375
2012-04-16,11.696,15.51125,3.81525,,14.4585,3.875,0.5
2012-04-17,20.77075,29.80225,9.03125,,27.6145,5.083,0.792
2012-04-18,13.420250000000001,19.4055,5.9855,,21.20825,4.348,1.125
2012-04-19,8.55025,12.1,3.5497500000000004,,11.058,3.333,0.792
2012-04-20,9.687,13.628,3.941,,7.89625,3.667,0.696
2012-04-21,6.58325,9.156,2.573,,8.7185,3.0,0.292
2012-04-22,4.97925,5.76025,0.7809999999999999,,10.396,2.042,0.208
2012-04-23,15.8005,21.012749999999997,5.21275,,18.06375,3.435,0.136
2012-04-24,11.4895,16.5105,5.021,,22.698,4.292,0.0
2012-04-25,10.623750000000001,14.92825,4.30475,,25.9685,4.522,0.292
2012-04-26,10.708,12.4585,1.75,,21.4895,3.667,0.125
2012-04-27,16.88525,24.04175,7.156000000000001,,11.98675,5.391,0.0
2012-04-28,10.9685,15.5415,4.573,,10.85425,4.292,0.458
2012-04-29,12.95825,17.7605,4.80175,,19.271,4.333,0.917
2012-04-30,13.08275,17.162,4.079,,28.18725,4.5,1.273
2012-05-01,8.00025,11.01075,3.0105,,26.31275,3.25,0.5
2012-05-02,6.70975,8.568999999999999,1.859,,19.3435,2.348,0.167
2012-05-03,5.54175,8.64575,3.10425,,10.54175,2.917,0.0
2012-05-04,6.6145,10.83325,4.21875,,5.062749999999999,3.125,0.0
2012-05-05,3.354,5.0625,1.70825,,5.96875,2.208,0.0
2012-05-06,9.0625,12.948,3.8855,,10.823,4.125,0.292
2012-05-07,10.56925,14.29225,3.723,,15.1045,4.0,0.409
2012-05-08,14.73975,19.45825,4.718500000000001,,19.323,4.208,0.875
2012-05-09,11.12325,14.696,3.5729999999999995,,21.973,3.957,0.958
2012-05-10,8.6875,13.146,4.4585,,16.8125,3.708,0.083
2012-05-11,5.3855,8.86475,3.479,,5.04175,2.667,0.0
2012-05-12,3.18725,5.75,2.5625,,3.79175,2.125,0.0
2012-05-13,4.448,7.1355,2.6875,,7.69775,2.75,0.0
2012-05-14,8.1715,11.812750000000001,3.641,,12.5105,3.125,0.455
2012-05-15,15.604,23.4685,7.8645,,23.3855,4.125,0.042
2012-05-16,12.939,18.09,5.15125,,21.83325,4.087,0.875
2012-05-17,18.802,24.5,5.69775,,38.56275,5.917,1.333
2012-05-18,14.09375,22.17725,8.0835,,30.85425,5.292,0.125
2012-05-19,9.375250000000001,13.63525,4.2605,,18.90625,4.125,0.042
2012-05-20,8.44775,10.5,2.05225,,18.45825,3.917,0.667
2012-05-21,8.71325,11.9555,3.2422500000000003,,18.552,3.875,0.727
2012-05-22,10.22025,15.8245,5.60425,,15.55025,4.087,0.458
2012-05-23,8.209999999999999,11.821250000000001,3.6109999999999998,,11.10425,3.435,0.0
2012-05-24,12.2085,15.59375,3.38525,,15.34375,3.792,0.417
2012-05-25,17.765500000000003,24.261000000000003,6.4955,,25.34575,4.875,0.5
2012-05-26,9.917,13.896,3.979,,20.66675,4.125,0.042
2012-05-27,7.3125,9.41675,2.10425,,22.698,3.75,0.708
2012-05-28,10.937000000000001,15.39925,4.46225,,26.0625,4.25,0.045
2012-05-29,11.79175,16.3855,4.59375,,25.38025,4.125,0.565
2012-05-30,9.0345,12.986,3.9515000000000002,,18.427,3.739,0.25
2012-05-31,8.46875,12.19775,3.729,,15.8335,3.667,0.625
2012-06-01,11.797,15.14225,3.34525,,28.58825,3.87,0.826
2012-06-02,7.7395,10.323,2.5835,,13.09375,3.458,0.375
2012-06-03,5.021,6.3855,1.3645,,18.22925,2.792,0.042
2012-06-04,10.10325,13.6695,3.56625,,22.95825,3.5,0.682
2012-06-05,12.743,16.32,3.57625,,25.52525,3.792,1.217
2012-06-06,11.20675,15.1655,3.95925,,14.73475,3.545,1.125
2012-06-07,10.375,13.84375,3.46875,,14.32275,2.917,0.708
2012-06-08,12.66675,17.302,4.6355,,29.521,3.958,1.75
2012-06-09,8.4375,11.3645,2.927,,19.927,3.542,0.083
2012-06-10,6.3645,9.28125,2.9165,,5.281000000000001,3.542,0.0
2012-06-11,5.8035,8.375,2.572,,7.073,2.792,0.455
2012-06-12,5.911,8.573,2.66175,,8.93725,3.25,0.167
2012-06-13,7.87725,13.092,5.21475,,10.33325,3.391,0.292
2012-06-14,6.58325,9.70825,3.12525,,11.66675,2.583,0.375
2012-06-15,7.0365,9.486,2.4495,,15.7915,2.458,0.375
2012-06-16,10.56225,15.531500000000001,4.96875,,21.04175,3.208,0.5
2012-06-17,7.343500000000001,11.0,3.65625,,12.39575,3.375,0.125
2012-06-18,9.40575,12.400500000000001,2.994,,15.20825,3.042,0.409
2012-06-19,12.86975,18.33725,5.4675,,20.33675,4.087,0.435
2012-06-20,7.5634999999999994,11.325500000000002,3.762,,6.60425,2.913,0.333
2012-06-21,8.8125,13.9635,5.15075,,6.40625,3.125,0.25
2012-06-22,12.4895,18.88525,6.39575,,9.4375,3.5,0.5
2012-06-23,7.40625,11.0625,3.65625,,5.646,2.875,0.167
2012-06-24,5.57275,7.64575,2.073,,5.38575,2.5,0.458
2012-06-25,7.6135,12.350249999999999,4.736750000000001,,8.0625,2.667,0.409
2012-06-26,7.95825,12.57275,4.61475,,13.906500000000001,2.833,0.917
2012-06-27,9.871500000000001,14.625,4.7535,,14.05225,3.174,0.667
2012-06-28,10.021,14.58325,4.562749999999999,,16.61975,2.833,1.292
2012-06-29,8.379999999999999,13.77075,5.390750000000001,,13.4585,2.917,0.75
2012-06-30,6.802,12.104,5.302,,7.2605,2.958,0.208
2012-07-01,6.500249999999999,10.7605,4.2605,,6.77075,3.583,0.042
2012-07-02,7.708,12.881499999999999,5.1739999999999995,,7.25375,3.125,0.333
2012-07-03,9.55175,14.0105,4.4585,,12.90625,2.875,0.0
2012-07-04,9.23575,12.734,3.498,,17.320999999999998,3.0,0.417
2012-07-05,13.57275,20.059,6.48575,,24.79375,4.261,0.208
2012-07-06,9.875,12.78125,2.906,,28.12525,4.125,0.542
2012-07-07,9.937750000000001,14.937750000000001,5.0,,8.21875,4.458,0.0
2012-07-08,4.375,6.771,2.39575,,9.37475,2.458,0.167
2012-07-09,8.13825,12.358,4.21975,,14.02075,2.792,0.409
2012-07-10,9.698,13.79175,4.093500000000001,,21.854,3.458,1.0
2012-07-11,9.25375,13.314499999999999,4.0605,,36.61425,4.174,0.708
2012-07-12,10.83325,21.78125,10.94775,,27.08325,3.75,0.417
2012-07-13,12.71875,23.9065,11.187249999999999,,26.5835,5.208,0.208
2012-07-14,10.86475,16.06275,5.198,,23.91675,4.5,0.625
2012-07-15,11.11475,17.80225,6.6875,,21.83325,3.833,0.208
2012-07-16,12.83875,19.753,6.914499999999999,,30.15625,4.583,0.636
2012-07-17,8.986,15.95375,6.9677500000000006,,13.08325,3.583,0.208
2012-07-18,12.568249999999999,19.3875,6.81925,,12.681750000000001,3.81,0.542
2012-07-19,6.651,10.725999999999999,4.074999999999999,,13.615,3.125,0.13
2012-07-20,7.229,13.29175,6.0625,,8.52075,3.083,0.25
2012-07-21,5.77075,9.47925,3.70825,,9.073,2.417,0.042
2012-07-22,3.92725,6.27075,2.34375,,7.75,1.958,0.042
2012-07-23,11.0615,18.25675,7.195,,20.1145,3.792,0.591
2012-07-24,16.3335,21.4375,5.104,,37.78125,4.75,1.0
2012-07-25,15.1785,26.006,10.8275,,35.073,6.391,0.208
2012-07-26,11.7605,19.99975,8.2395,,23.03125,5.917,0.522
2012-07-27,11.49975,16.77075,5.27075,,31.6955,5.609,0.5
2012-07-28,10.198,13.59375,3.39575,,41.125,5.625,0.833
2012-07-29,8.90625,11.75,2.84375,,42.073,5.125,0.917
2012-07-30,10.8505,15.7055,4.855,,35.6355,5.154,0.591
2012-07-31,11.77075,18.8435,7.073,,29.0045,4.667,1.042
2012-08-01,10.41925,15.981,5.5615000000000006,,23.46875,3.304,0.833
2012-08-02,10.65625,15.88525,5.22925,,28.0,3.875,0.75
2012-08-03,9.719,14.302,4.58325,,32.23925,3.417,0.958
2012-08-04,4.8645,7.2085,2.344,,12.624749999999999,2.0,0.667
2012-08-05,7.32275,10.9375,3.6145,,23.66675,3.042,0.75
2012-08-06,12.31075,18.850749999999998,6.5405,,19.9685,4.167,0.409
2012-08-07,8.80025,13.521999999999998,4.7219999999999995,,11.045,3.435,0.435
2012-08-08,6.78875,10.82525,4.03625,,8.2085,2.913,0.647
2012-08-09,7.88525,12.20825,4.323,,10.21875,3.083,0.375
2012-08-10,9.6355,13.905999999999999,4.27075,,13.7085,3.417,0.708
2012-08-11,10.448,13.82275,3.37525,,37.08325,3.833,1.292
2012-08-12,8.81225,12.052,3.2395,,48.2915,4.042,1.458
2012-08-13,6.28275,9.1765,2.894,,27.302,2.958,0.409
2012-08-14,5.34375,8.12525,2.78125,,10.3125,3.292,0.167
2012-08-15,6.3955,8.307,1.912,,12.53125,3.174,0.292
2012-08-16,7.625,12.07275,4.448,,17.51025,3.417,0.083
2012-08-17,9.4895,16.5105,7.02075,,22.211750000000002,3.583,0.824
2012-08-18,8.9375,13.35425,4.41675,,28.09375,3.375,0.375
2012-08-19,6.61475,11.14575,4.531499999999999,,17.771,3.375,0.583
2012-08-20,6.38075,11.281,4.89975,,12.9335,2.87,0.476
2012-08-21,10.93725,14.97925,4.04175,,24.646,3.833,0.917
2012-08-22,11.839,15.931999999999999,4.093,,33.9375,4.087,1.5
2012-08-23,10.979,15.45825,4.47925,,28.9895,3.75,1.542
2012-08-24,8.236,11.46325,3.2272499999999997,,30.02825,3.375,1.292
2012-08-25,7.9895,10.92725,2.9375,,29.13525,3.333,1.667
2012-08-26,6.499750000000001,9.63525,3.1355,,22.4585,3.125,1.125
2012-08-27,9.42375,13.25675,3.833,,23.52075,3.917,0.909
2012-08-28,8.573,12.896,4.32275,,22.983249999999998,3.652,1.167
2012-08-29,11.96125,18.05675,6.09525,,23.15625,4.13,1.542
2012-08-30,11.6145,16.073,4.4585,,29.72925,4.208,1.042
2012-08-31,7.2395,11.125,3.8855,,23.979,3.0,1.667
2012-09-01,6.625249999999999,12.698250000000002,6.073,,9.948,3.375,0.458
2012-09-02,5.312749999999999,9.5105,4.19775,,13.84375,3.292,0.667
2012-09-03,6.746,10.233,3.487,,9.29175,2.583,0.273
2012-09-04,8.8835,14.99625,6.11275,,13.520249999999999,3.042,1.167
2012-09-05,9.42425,16.229,6.805,,11.576,3.727,0.261
2012-09-06,11.004750000000001,20.26175,9.25675,,14.23975,4.375,0.375
2012-09-07,11.0415,16.3645,5.323,,9.62525,4.333,0.5
2012-09-08,8.09375,12.0105,3.91675,,13.84375,2.958,1.125
2012-09-09,6.3125,9.1875,2.875,,16.90625,2.708,1.083
2012-09-10,8.061,12.65,4.58925,,15.323,3.0,0.773
2012-09-11,7.71875,13.843499999999999,6.124750000000001,,13.47925,3.125,0.708
2012-09-12,9.37025,15.809750000000001,6.4395,,12.36475,3.609,0.375
2012-09-13,7.78125,13.46875,5.6875,,11.396,2.958,0.333
2012-09-14,11.47925,15.94775,4.468999999999999,,21.29175,3.708,1.583
2012-09-15,7.927,11.854,3.92725,,13.34375,3.0,0.667
2012-09-16,6.13525,11.146,5.0105,,13.21875,3.0,0.625
2012-09-17,5.7295,8.29825,2.569,,19.27075,2.083,1.136
2012-09-18,7.8545,12.01775,4.16325,,15.283,2.25,1.0
2012-09-19,11.254,19.24575,7.9915,,14.561499999999999,3.5,0.292
2012-09-20,12.08325,18.78575,6.702500000000001,,15.6665,4.609,0.0
2012-09-21,13.06025,22.213250000000002,9.15325,,15.33325,4.792,0.0
2012-09-22,8.60425,14.323,5.71875,,11.45825,3.875,0.333
2012-09-23,6.999750000000001,11.44775,4.448,,12.48975,3.542,0.0
2012-09-24,11.50825,19.843,8.33475,,7.41675,4.083,0.0
2012-09-25,11.625,21.4585,9.8335,,11.4375,4.292,0.333
2012-09-26,10.24125,18.28,8.038499999999999,,8.552,3.913,0.583
2012-09-27,9.3855,15.86475,6.479,,9.75,4.261,0.083
2012-09-28,6.406499999999999,11.375,4.968999999999999,,7.052,3.083,0.0
2012-09-29,7.4585,11.729,4.27075,,8.15625,3.125,0.25
2012-09-30,5.38525,7.417,2.03125,,20.76025,2.708,1.0
2012-10-01,7.95925,12.861,4.90175,,8.5625,3.083,0.0
2012-10-02,12.2085,20.46875,8.26025,,9.02075,4.542,0.0
2012-10-03,10.42325,17.919249999999998,7.49625,,10.216000000000001,4.087,0.0
2012-10-04,8.609,16.53,7.92075,,7.509,4.0,0.0
2012-10-05,11.21875,22.2395,11.02075,,8.7395,5.0,0.458
2012-10-06,12.427,21.302,8.875,,15.1145,4.792,0.625
2012-10-07,6.55225,10.5625,4.0105,,15.6875,3.542,0.375
2012-10-08,8.26825,13.76175,5.49325,,9.4375,4.167,0.591
2012-10-09,11.323,20.8125,9.48975,,10.30225,4.458,0.333
2012-10-10,10.88575,19.1675,8.28175,,9.69775,4.0,0.167
2012-10-11,14.1145,25.3435,11.22925,,10.8855,4.5,0.125
2012-10-12,10.82575,18.8245,7.9985,,10.625,3.875,0.0
2012-10-13,6.3645,10.11475,3.75,,8.073,2.708,0.0
2012-10-14,7.72925,12.16675,4.437749999999999,,7.92925,3.583,0.625
2012-10-15,9.6485,17.87175,8.22325,,16.06175,4.25,0.591
2012-10-16,12.24825,20.686749999999996,8.439,,11.79925,4.435,0.348
2012-10-17,12.4735,20.651249999999997,8.17825,,16.02075,4.304,0.542
2012-10-18,10.6875,17.5,6.81225,,9.031,3.583,0.0
2012-10-19,10.573,18.98975,8.41675,,7.28125,4.083,0.042
2012-10-20,10.80225,18.17725,7.375,,13.03125,4.583,0.75
2012-10-21,10.1875,14.54175,4.354,,23.38525,4.417,1.0
2012-10-22,13.0535,19.74075,6.6875,,31.84375,5.125,1.182
2012-10-23,11.469000000000001,17.43725,5.96875,,14.2915,4.292,0.208
2012-10-24,9.1715,16.045749999999998,6.87425,,9.28125,3.696,0.0
2012-10-25,14.34375,25.45825,11.1145,,11.58325,5.208,0.292
2012-10-26,15.7395,26.4165,10.67725,,23.354,6.417,0.917
2012-10-27,11.53125,19.19775,7.66675,,13.6875,5.083,0.458
2012-10-28,9.9895,16.875,6.88525,,9.79175,4.125,0.208
2012-10-29,9.539,17.1615,7.622249999999999,,7.44575,3.87,0.0
2012-10-30,14.54175,26.28125,11.7395,,13.16675,5.583,0.292
2012-10-31,10.71325,22.0275,11.31425,,6.6875,4.652,0.0
2012-11-01,11.187999999999999,21.517,10.32925,,7.8805,4.542,0.375
2012-11-02,6.84375,12.19775,5.35425,,7.23975,2.625,0.0
2012-11-03,6.22925,10.4375,4.20825,,8.0,3.375,0.0
2012-11-04,9.08325,14.60425,5.52075,,7.84375,4.083,0.0
2012-11-05,15.18625,29.99875,14.8125,,10.757249999999999,5.739,0.143
2012-11-06,17.02075,30.46875,13.448,,13.26025,5.208,0.0
2012-11-07,15.66825,24.523,8.854750000000001,,9.531,5.957,0.042
2012-11-08,10.10425,16.36475,6.2605,,8.0105,3.708,0.0
2012-11-09,9.52075,16.625,7.103999999999999,,8.3645,3.167,0.0
2012-11-10,10.729,17.83325,7.104,,5.39575,3.917,0.0
2012-11-11,9.4375,16.33325,6.896,,7.875,3.792,0.083
2012-11-12,12.392249999999999,20.0805,7.6884999999999994,,10.75025,4.292,0.091
2012-11-13,17.0105,28.625,11.6145,,21.4895,6.042,0.542
2012-11-14,8.214,13.429,5.215,,5.771,2.957,0.0
2012-11-15,12.47925,22.9585,10.47925,,6.51025,5.167,0.0
2012-11-16,15.396,33.97925,18.58325,,7.448,7.375,0.0
2012-11-17,15.427,27.81275,12.38525,,10.47925,5.208,0.042
2012-11-18,3.58325,5.97925,2.39575,,8.073,2.75,0.458
2012-11-19,13.10875,21.54875,8.44025,,11.597750000000001,4.043,0.905
2012-11-20,7.35425,13.9375,6.58325,,8.22925,3.292,0.25
2012-11-21,8.6835,16.0345,7.35075,,7.1355,3.478,0.0
2012-11-22,21.6875,46.75025,25.0625,,12.08325,8.542,0.583
2012-11-23,13.27075,24.31225,11.04175,,12.35425,5.25,0.375
2012-11-24,9.77075,16.17725,6.40625,,8.6355,3.458,0.0
2012-11-25,11.53125,18.479,6.948,,8.17725,4.208,0.167
2012-11-26,17.525750000000002,31.4405,13.91475,,12.21875,5.458,0.227
2012-11-27,5.63525,10.0,4.3645,,6.073,2.417,0.042
2012-11-28,16.43,27.394750000000002,10.96425,,8.948,4.348,0.458
2012-11-29,16.847749999999998,31.51075,14.663,,14.054499999999999,5.739,0.0
2012-11-30,13.89125,26.380000000000003,12.489,,14.0215,4.833,0.417
2012-12-01,7.823,13.302,5.47925,,9.40625,3.708,0.542
2012-12-02,13.48975,20.89575,7.40625,,7.29175,4.875,0.0
2012-12-03,18.461,32.90625,14.445250000000001,,16.39525,5.292,0.571
2012-12-04,14.594000000000001,30.00025,15.40625,,9.146,4.625,0.208
2012-12-05,14.112250000000001,27.648,13.53575,,6.27875,4.818,0.458
2012-12-06,11.875,22.9895,11.1145,,5.59375,4.375,0.667
2012-12-07,16.59375,32.10425,15.5105,,6.03125,5.583,0.792
2012-12-08,11.718499999999999,21.6145,9.89575,,9.4375,3.875,0.708
2012-12-09,9.5105,15.562249999999999,6.052,,7.375249999999999,3.917,0.333
2012-12-10,10.47325,19.298000000000002,8.82475,,7.0625,4.167,0.182
2012-12-11,17.46875,30.7185,13.25,,7.573,5.25,1.667
2012-12-12,17.40825,31.673499999999997,14.26525,,9.552,5.174,1.042
2012-12-13,20.81225,39.64575,18.83325,,10.875,6.25,0.375
2012-12-14,23.10425,42.77075,19.6665,,11.2815,6.667,0.833
2012-12-15,22.38525,39.5,17.1145,,13.84375,7.0,0.042
2012-12-16,6.15625,9.45825,3.30225,,12.74975,3.875,1.083
2012-12-17,21.384249999999998,34.73175,13.3475,,24.403,5.875,0.952
2012-12-18,11.4505,20.066249999999997,8.61575,,11.299,4.522,0.0
2012-12-19,7.233,13.216999999999999,5.98375,,4.85875,2.609,0.0
2012-12-20,11.72925,21.15625,9.427,,5.125,4.042,0.042
2012-12-21,16.7815,29.844,13.0625,,9.27075,4.875,0.083
2012-12-22,17.29175,30.677,13.38525,,14.20825,5.417,0.0
2012-12-23,6.3125,10.375,4.0625,,7.04175,3.25,0.0
2012-12-24,10.6395,16.2745,5.635,,7.625,3.583,0.136
2012-12-25,15.125250000000001,25.96875,10.844000000000001,,7.625,4.167,0.208
2012-12-26,4.55325,9.3825,4.82925,,5.84375,2.304,0.458
2012-12-27,12.64575,22.60425,9.95825,,5.3585,3.522,0.0
2012-12-28,14.6145,23.61425,8.999749999999999,,10.44775,4.5,0.542
2012-12-29,15.427,24.09375,8.66675,,11.61475,4.375,0.333
2012-12-30,16.094,28.75,12.656500000000001,,12.7915,5.542,0.0
2012-12-31,6.57975,10.762,4.182,,5.38525,3.875,0.5
2013-01-01,4.97875,7.2315000000000005,2.25275,7.458,9.2295,2.957,
2013-01-02,3.531,5.8545,2.32275,3.917,5.8645,2.375,
2013-01-03,9.802,16.052,6.250249999999999,5.167,8.28125,3.833,
2013-01-04,9.6145,15.30225,5.6875,7.25,9.20825,3.708,
2013-01-05,10.7395,17.52075,6.78125,3.0,5.78125,3.583,
2013-01-06,11.695,21.96425,10.269,3.917,7.79175,4.0,
2013-01-07,16.54175,32.33325,15.79175,4.375,8.6665,5.583,
2013-01-08,24.191000000000003,43.15175,18.960749999999997,7.708,12.27075,5.783,
2013-01-09,9.89375,16.968249999999998,7.07475,6.917,12.9505,3.913,
2013-01-10,9.04225,16.32275,7.28025,2.696,5.85375,3.083,
2013-01-11,11.000250000000001,17.65625,6.656000000000001,5.917,7.94775,3.792,
2013-01-12,12.198,20.39575,8.19775,5.125,8.0,5.042,
2013-01-13,5.46175,8.13675,2.675,3.542,6.42675,2.542,
2013-01-14,10.5415,18.39575,7.85425,4.417,5.70825,3.458,
2013-01-15,17.691249999999997,29.31,11.619250000000001,6.0,10.2395,4.261,
2013-01-16,14.53125,26.02075,11.48975,4.75,9.052,4.125,
2013-01-17,16.84375,28.63525,11.79175,8.708,11.92725,5.083,
2013-01-18,17.25,27.07275,9.823,6.542,12.4375,4.583,
2013-01-19,7.552,11.60425,4.052,4.083,6.19775,2.958,
2013-01-20,17.6925,29.531,11.83825,5.125,10.45825,4.708,
2013-01-21,13.771,22.104,8.33325,14.125,16.60425,4.417,
2013-01-22,8.14575,14.4165,6.2705,8.261,10.9545,2.739,
2013-01-23,14.10625,22.97925,8.873,6.75,10.52025,4.174,
2013-01-24,24.396,47.07275,22.67675,10.667,16.948,7.083,
2013-01-25,27.57275,55.47925,27.9065,13.208,20.38525,7.5,
2013-01-26,8.20825,14.323,6.11475,5.375,10.25,3.917,
2013-01-27,13.149000000000001,23.5015,10.352249999999998,5.696,7.71175,4.174,
2013-01-28,14.83325,26.354,11.52075,5.167,9.85425,4.833,
