date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,SO2_mean,CO_mean,CH4_mean,NMHC_mean,THC_mean
2011-01-01,18.1332,22.8666,4.7332,,11.896,108.0,70.958,28.0,2.4026666666666667,3.292,194.25,17.0,211.25
2011-01-02,7.9542,9.958,2.0036,,11.031,89.0,64.875,44.0,3.1806666666666668,3.375,189.833,10.792,200.625
2011-01-03,13.4916,17.422,3.9302,,14.69775,76.0,61.75,39.0,3.764,3.375,190.292,13.667,203.958
2011-01-04,11.0694,14.8,3.7302,,19.280250000000002,77.0,49.792,26.0,6.208333333333333,4.0,190.364,12.636,203.0
2011-01-05,20.7416,30.7166,9.9752,,6.771,71.0,41.25,11.0,2.361,3.208,193.083,13.833,206.917
2011-01-06,35.1706,83.73400000000001,48.5634,,14.125,91.0,57.333,16.0,3.0556666666666668,6.125,201.458,28.167,229.625
2011-01-07,12.4164,17.575,5.1582,,5.82275,83.0,57.042,38.0,1.5,2.417,193.25,10.792,204.042
2011-01-08,19.975,28.2502,8.275,,6.854,75.0,50.708,30.0,1.875,3.792,196.478,15.522,212.0
2011-01-09,25.5836,40.9166,15.333400000000001,,17.531,102.0,63.417,30.0,3.5833333333333335,4.917,198.0,22.208,220.208
2011-01-10,41.482800000000005,89.52340000000001,48.041,,32.7915,107.0,71.583,30.0,5.319333333333334,8.125,207.2,37.65,244.85
2011-01-11,22.0582,35.7998,13.741800000000001,,23.08325,96.0,65.208,22.0,4.041666666666667,4.167,195.208,16.167,211.375
2011-01-12,29.3548,52.334799999999994,22.9798,,7.2085,60.0,40.125,14.0,2.7206666666666663,4.13,197.435,20.0,217.435
2011-01-13,33.3082,82.41659999999999,49.1082,,16.97925,94.0,63.583,29.0,3.5833333333333335,5.708,198.917,29.75,228.667
2011-01-14,25.9908,36.5168,10.526,,30.2605,83.0,65.208,50.0,5.791666666666667,4.875,194.0,17.208,211.208
2011-01-15,24.9584,37.4834,12.525200000000002,,13.875,81.0,64.042,41.0,3.0553333333333335,4.667,196.833,21.5,218.333
2011-01-16,18.36,23.869799999999998,5.51,,8.9585,67.0,56.333,47.0,1.9026666666666667,2.75,190.13,13.348,203.478
2011-01-17,25.122,44.324400000000004,19.2024,,9.875,97.0,61.833,34.0,2.2776666666666667,3.708,193.261,14.0,207.261
2011-01-18,37.7002,67.525,29.8248,,11.9685,111.0,60.25,14.0,2.389,4.75,196.958,21.875,218.833
2011-01-19,33.875,52.975,19.1,,13.96875,79.0,62.75,52.0,2.0,4.0,193.375,20.083,213.458
2011-01-20,23.415399999999998,31.327999999999996,7.9128,,8.0625,98.0,77.917,53.0,1.2503333333333335,3.292,189.478,13.565,203.043
2011-01-21,28.525,40.3334,11.8082,,16.271,91.0,77.333,68.0,1.3473333333333333,3.792,191.304,19.0,210.304
2011-01-22,30.666800000000002,45.6,14.9334,,18.031,112.0,79.583,45.0,2.611,4.417,194.417,22.0,216.417
2011-01-23,17.9316,26.3,8.3684,,5.1145,100.0,71.375,40.0,1.7083333333333333,2.833,191.091,14.727,205.818
2011-01-24,17.1452,26.8106,9.6654,,4.711,58.0,35.5,19.0,1.7916666666666667,2.625,194.174,9.087,203.261
2011-01-25,21.9654,35.1074,13.142000000000001,,12.43725,59.0,29.792,11.0,3.2496666666666667,3.792,192.125,14.292,206.417
2011-01-26,23.767000000000003,38.3532,14.5862,,7.1145,53.0,26.042,-4.0,2.1246666666666667,3.667,193.208,14.25,207.458
2011-01-27,33.7224,55.614599999999996,21.8922,,21.9245,75.0,42.125,10.0,4.333333333333333,6.588,196.792,18.833,215.625
2011-01-28,24.073999999999998,35.12575,11.0515,,16.94775,80.0,48.958,32.0,4.152666666666667,3.875,194.348,15.87,210.217
2011-01-29,11.34475,14.406,3.0612500000000002,,5.8125,59.0,36.375,21.0,2.75,2.75,192.125,9.458,201.583
2011-01-30,31.236199999999997,58.8566,27.6204,,7.748,60.0,36.667,15.0,2.7223333333333333,4.375,196.167,16.292,212.458
2011-01-31,27.925,56.775,28.85,,8.198,70.0,37.0,10.0,2.5,4.375,192.188,14.188,206.375
2011-02-01,28.51,76.0672,47.5572,,16.35425,85.0,43.292,3.0,4.029333333333334,4.917,,,
2011-02-02,13.2464,21.3524,8.106399999999999,,5.0785,33.0,7.625,-13.0,2.0973333333333333,2.522,193.833,11.167,205.0
2011-02-03,27.8846,51.090199999999996,23.2058,,9.35575,48.0,15.583,-23.0,2.9586666666666672,4.609,197.417,16.792,214.208
2011-02-04,25.725,42.0582,16.3334,,18.052,72.0,49.083,26.0,4.708333333333333,4.417,196.0,16.875,212.875
2011-02-05,22.9054,32.3054,9.4,,32.8855,91.0,59.125,17.0,6.833000000000001,5.125,200.217,18.304,218.522
2011-02-06,29.4558,39.659800000000004,10.203999999999999,,30.72925,98.0,72.667,48.0,3.903,4.792,194.667,20.0,214.667
2011-02-07,31.833199999999998,50.9916,19.1582,,13.98975,99.0,86.167,64.0,1.9723333333333333,4.958,191.708,21.0,212.708
2011-02-08,16.666800000000002,27.6,10.9334,,9.47925,59.0,36.0,3.0,2.236,2.667,189.458,13.208,202.667
2011-02-09,21.1032,34.507999999999996,13.404399999999999,,10.1,45.0,23.917,-2.0,2.8056666666666668,3.5,192.273,15.591,207.864
2011-02-10,28.9002,52.6084,23.7084,,12.9418,64.0,38.167,8.0,3.2776666666666667,3.917,193.542,20.417,213.958
2011-02-11,15.933600000000002,22.5916,6.6584,,9.4998,69.0,45.875,20.0,2.638666666666667,2.875,190.25,14.625,204.875
2011-02-12,14.7334,19.15,4.4166,,9.1502,75.0,46.375,21.0,2.514,3.0,192.208,13.083,205.292
2011-02-13,34.370799999999996,47.970600000000005,13.6,,17.1,58.0,40.583,24.0,2.472,4.667,195.522,20.087,215.609
2011-02-14,37.975,71.9168,33.9416,,22.0084,72.0,58.167,44.0,1.9863333333333333,5.792,196.5,28.583,225.083
2011-02-15,30.6084,70.2086,39.6,,23.6834,82.0,51.917,33.0,2.388666666666667,6.25,197.667,27.917,225.583
2011-02-16,32.808800000000005,54.471199999999996,21.662399999999998,,13.408199999999999,81.0,44.792,21.0,3.6373333333333338,4.217,193.81,20.238,214.048
2011-02-17,20.3266,32.8502,12.5236,,9.5952,66.0,38.958,18.0,2.861,3.333,194.087,15.217,209.304
2011-02-18,12.3918,17.7332,5.3416,,6.3098,48.0,19.083,3.0,2.0276666666666667,2.583,193.167,11.292,204.458
2011-02-19,21.6666,30.1416,8.475,,10.6082,67.0,25.25,-14.0,2.5833333333333335,3.708,198.375,18.083,216.458
2011-02-20,40.5004,81.5362,41.0358,,15.3252,86.0,46.833,6.0,3.3193333333333332,6.375,203.458,27.875,231.333
2011-02-21,51.0966,107.25019999999999,56.153800000000004,,32.5418,87.0,59.0,20.0,5.403,8.042,205.826,40.478,246.304
2011-02-22,28.375,38.6834,10.3082,,27.8584,118.0,88.042,58.0,4.069333333333334,4.167,193.458,17.708,211.167
2011-02-23,26.3248,45.7334,19.4084,,17.6416,120.0,105.083,89.0,2.4026666666666667,4.917,191.75,20.792,212.542
2011-02-24,15.6564,20.0854,4.429,,26.4474,122.0,91.208,65.0,4.291666666666667,3.5,190.87,12.304,203.174
2011-02-25,29.979000000000003,46.056799999999996,16.078,,26.4584,87.0,73.833,64.0,3.5973333333333333,4.75,193.826,22.087,215.913
2011-02-26,9.2332,12.175,2.9417999999999997,,9.925,64.0,50.583,24.0,2.3196666666666665,2.583,193.0,11.542,204.542
2011-02-27,16.9698,23.4896,6.5196,,9.9572,67.0,31.5,10.0,2.875,2.783,196.167,13.458,209.625
2011-02-28,23.1334,30.0916,6.9582,,8.416599999999999,86.0,44.917,-4.0,2.417,3.042,198.417,16.208,214.625
2011-03-01,35.985,49.9632,13.978200000000001,,17.822,150.0,101.0,54.0,3.130333333333333,4.522,195.0,25.5,220.5
2011-03-02,29.7168,51.2666,21.55,,19.175,116.0,105.5,88.0,3.013666666666667,4.583,192.625,25.292,217.917
2011-03-03,8.958400000000001,11.100200000000001,2.1418,,13.75,125.0,93.458,72.0,3.0556666666666668,2.833,191.0,10.208,201.208
2011-03-04,13.6112,15.664600000000002,2.0532,,15.458400000000001,96.0,75.208,50.0,2.514,3.25,195.13,12.957,208.087
2011-03-05,29.8012,49.083,19.2818,,17.775,126.0,111.167,97.0,2.3766666666666665,4.667,195.625,23.5,219.125
2011-03-06,34.705,65.6548,30.95,,20.5554,166.0,135.875,114.0,4.389,5.958,195.0,29.375,224.375
2011-03-07,17.606,22.576,4.9698,29.042,28.666800000000002,129.0,112.583,87.0,5.097,4.958,192.652,14.043,206.696
2011-03-08,19.9372,26.5644,6.6272,29.167,26.985000000000003,146.0,101.458,68.0,4.6113333333333335,5.333,193.652,15.826,209.478
2011-03-09,23.3418,30.325,6.9834000000000005,21.292,18.7084,93.0,71.25,61.0,3.0,4.833,195.5,19.583,215.083
2011-03-10,14.7,19.1918,4.4918,13.0,12.45,103.0,80.958,58.0,2.264,3.375,194.583,13.167,207.75
2011-03-11,11.025,15.2998,4.275,16.292,13.708400000000001,98.0,59.5,23.0,3.1666666666666665,2.875,193.167,12.042,205.208
2011-03-12,13.616800000000001,20.2864,6.6698,13.375,9.975,67.0,38.792,18.0,2.388666666666667,2.708,194.739,10.261,205.0
2011-03-13,17.865000000000002,25.3918,7.527199999999999,11.5,8.7312,72.0,43.417,18.0,2.139,2.75,192.545,15.045,207.591
2011-03-14,35.475,52.9582,17.4834,14.958,14.1724,103.0,61.958,13.0,3.875,4.25,197.458,24.917,222.375
2011-03-15,27.0584,57.49980000000001,30.4416,19.5,18.25,108.0,70.833,45.0,3.8193333333333332,4.542,198.417,25.042,223.458
2011-03-16,33.641200000000005,49.0916,15.450800000000001,13.708,13.3002,142.0,85.667,28.0,2.921666666666667,4.174,195.957,22.087,218.043
2011-03-17,31.2166,51.9082,20.6918,15.083,20.6418,142.0,119.75,97.0,1.9306666666666665,6.083,195.875,30.875,226.75
2011-03-18,33.6334,67.5166,33.8834,22.833,41.7082,132.0,122.292,101.0,4.027666666666667,7.958,204.083,35.958,240.042
2011-03-19,10.580400000000001,13.8876,3.307,7.542,7.4748,100.0,74.875,42.0,1.861,2.417,189.667,9.917,199.583
2011-03-20,17.3806,22.5318,5.151000000000001,12.458,11.1832,108.0,70.583,24.0,2.8333333333333335,2.958,191.87,15.0,206.87
2011-03-21,18.3082,24.3668,6.058199999999999,13.375,11.291599999999999,115.0,78.875,43.0,2.9026666666666667,2.667,192.75,13.917,206.667
2011-03-22,37.4334,54.950199999999995,17.5166,18.542,21.6334,138.0,98.167,42.0,5.389,4.667,196.375,25.333,221.708
2011-03-23,21.9198,25.9212,4.0014,11.458,12.6246,116.0,102.167,81.0,2.0723333333333334,3.417,190.957,18.87,209.826
2011-03-24,19.4484,24.6658,5.2170000000000005,16.792,17.3668,128.0,102.583,76.0,3.722,4.5,188.913,16.609,205.522
2011-03-25,9.4834,11.9,2.4166,15.625,12.458400000000001,105.0,72.083,50.0,3.4026666666666667,2.875,193.917,9.583,203.5
2011-03-26,20.766,27.9346,7.1688,13.083,11.4334,81.0,61.667,31.0,2.7776666666666667,3.261,196.917,13.292,210.208
2011-03-27,36.6606,53.5318,16.871,20.333,22.583199999999998,135.0,89.833,42.0,5.458333333333333,5.125,201.476,19.524,221.0
2011-03-28,33.2354,68.1866,34.951,28.458,30.6502,150.0,105.958,67.0,5.5,6.0,204.087,27.739,231.826
2011-03-29,34.6394,52.038599999999995,17.3992,21.292,21.550800000000002,159.0,111.833,58.0,5.724666666666667,4.957,197.0,22.042,219.042
2011-03-30,29.1616,50.6774,21.515800000000002,16.875,16.870600000000003,200.0,145.5,75.0,4.291666666666667,4.375,195.875,29.583,225.458
2011-03-31,18.75,23.95,5.2002,10.042,10.658199999999999,174.0,114.833,60.0,2.764,2.875,187.375,14.5,201.875
2011-04-01,33.882799999999996,45.5238,11.6414,,28.418200000000002,184.0,131.625,63.0,6.1946666666666665,5.333,198.208,24.333,222.542
2011-04-02,30.226800000000004,45.398199999999996,15.171199999999999,,35.0166,182.0,125.833,73.0,7.139,5.3335,199.333,29.167,228.5
2011-04-03,4.378,5.6816,1.3035999999999999,,6.9582,105.0,77.125,60.0,2.958,1.854,193.167,9.833,203.0
2011-04-04,11.4694,15.8696,4.4,,8.4416,134.0,87.542,43.0,3.5433333333333334,2.25,195.0,11.5,206.5
2011-04-05,23.5068,34.3724,10.8656,,15.7166,173.0,109.958,54.0,3.9446666666666665,3.1875,198.375,19.375,217.75
2011-04-06,27.565800000000003,36.447,8.8812,,20.8166,186.0,131.125,64.0,5.3053333333333335,3.5,198.167,24.208,222.375
2011-04-07,31.3178,45.61,14.292000000000002,,18.9666,206.0,163.083,111.0,4.986,3.9585,198.458,30.042,228.5
2011-04-08,33.302800000000005,46.3714,13.068599999999998,,22.7264,181.0,156.958,144.0,4.152,4.2175,195.455,33.682,229.136
2011-04-09,15.3332,19.9418,4.6086,,15.25,183.0,151.542,132.0,2.8125,3.25,189.25,17.917,207.167
2011-04-10,15.658199999999999,18.700200000000002,3.0416,,32.2916,190.0,151.583,109.0,5.396,4.1455,193.292,18.75,212.042
2011-04-11,24.9142,33.888400000000004,8.9744,,29.8248,181.0,125.917,81.0,5.337666666666667,4.2705,193.208,21.833,215.042
2011-04-12,21.843,29.4914,7.6482,,26.3302,145.0,113.708,74.0,4.375,3.25,193.0,20.375,213.375
2011-04-13,32.124,47.5608,15.437000000000001,,28.2728,193.0,143.042,81.0,6.653,4.458,195.545,31.364,226.909
2011-04-14,34.2084,49.5334,15.3248,,35.675,216.0,163.5,108.0,8.514000000000001,5.104,193.958,31.042,225.0
2011-04-15,34.833600000000004,50.8058,15.972,,40.0082,196.0,168.042,144.0,8.264000000000001,5.104,195.333,36.417,231.75
2011-04-16,16.4742,23.247999999999998,6.773999999999999,,31.4832,180.0,145.542,88.0,4.736,3.1875,189.0,21.083,210.083
2011-04-17,7.4918000000000005,9.25,1.7584,,12.758199999999999,196.0,131.75,71.0,3.4303333333333335,2.1875,188.208,12.25,200.458
2011-04-18,17.8856,23.1786,5.293200000000001,,21.1486,216.0,149.167,107.0,4.189,3.208,190.045,20.318,210.364
2011-04-19,15.4334,22.085,6.651000000000001,,10.666599999999999,140.0,112.042,96.0,4.056666666666667,2.958,194.0,18.0,212.0
2011-04-20,15.015,19.7318,4.7168,,6.7764,131.0,106.875,87.0,2.514,2.5,195.375,13.167,208.542
2011-04-21,28.8334,39.7584,10.925,,19.0998,202.0,136.208,65.0,4.777666666666667,3.7705,199.875,23.417,223.292
2011-04-22,36.9798,48.4932,11.5134,,31.2584,164.0,141.375,128.0,4.639,5.087,201.292,36.583,237.875
2011-04-23,23.5916,33.2584,9.666599999999999,,20.049799999999998,157.0,137.167,115.0,3.1246666666666667,3.917,196.458,24.792,221.25
2011-04-24,16.15,21.55,5.4,,21.75,172.0,130.083,86.0,4.430666666666666,3.6455,199.25,23.667,222.917
2011-04-25,21.2,31.675,10.475,,18.9584,173.0,130.75,93.0,4.416666666666667,3.729,197.25,23.0,220.25
2011-04-26,21.811,28.9048,7.0938,,28.2334,238.0,171.167,107.0,5.194333333333334,3.909,195.19,25.19,220.381
2011-04-27,17.6082,23.95,6.3416,,24.891399999999997,243.0,203.5,138.0,4.694999999999999,3.167,189.5,24.75,214.25
2011-04-28,16.3918,22.8166,6.425199999999999,,20.525,175.0,138.375,112.0,5.069333333333334,3.271,191.125,19.792,210.917
2011-04-29,20.291800000000002,26.6418,6.3498,,18.4666,181.0,144.292,100.0,5.652666666666666,3.75,196.833,22.083,218.917
2011-04-30,22.166800000000002,27.9594,5.7926,,26.2666,245.0,181.875,117.0,5.9446666666666665,4.0415,197.042,26.542,223.583
2011-05-01,17.0666,23.8916,6.8252,,25.7834,192.0,175.417,155.0,4.3053333333333335,4.4165,195.792,23.792,219.583
2011-05-02,16.6084,25.0666,8.458400000000001,,96.818,233.0,187.833,144.0,4.708333333333333,3.7915,195.042,20.75,215.792
2011-05-03,17.7736,21.567600000000002,3.7939999999999996,,100.04159999999999,204.0,171.875,138.0,5.111,4.0625,196.125,20.583,216.708
2011-05-04,16.249000000000002,22.5888,6.34,,64.475,225.0,178.875,133.0,6.194333333333333,3.958,199.167,25.0,224.167
2011-05-05,9.0666,11.15,2.0832,,19.1582,233.0,177.0,124.0,4.9303333333333335,2.5625,193.833,16.042,209.875
2011-05-06,15.570599999999999,19.6754,4.1046,,28.3384,240.0,190.25,139.0,5.405666666666666,3.1955,192.652,24.087,216.739
2011-05-07,7.2581999999999995,9.7914,2.5332,,13.675,262.0,209.333,177.0,4.555666666666666,2.3335,184.958,18.542,203.5
2011-05-08,9.1594,12.3248,3.1652,,26.125,257.0,217.375,186.0,6.555666666666667,2.771,185.583,20.333,205.917
2011-05-09,17.9418,24.0334,6.0918,,36.65,260.0,213.875,166.0,7.130333333333333,3.6875,188.792,22.583,211.375
2011-05-10,19.1736,38.6184,19.4448,,33.7252,242.0,222.625,206.0,7.903,3.542,181.542,23.625,205.167
2011-05-11,21.2168,34.9,13.6834,,16.925,233.0,211.542,191.0,3.889,3.271,184.583,26.625,211.208
2011-05-12,16.2034,21.7792,5.5762,,10.616800000000001,223.0,207.917,194.0,2.9443333333333332,2.7915,191.5,20.583,212.083
2011-05-13,19.543799999999997,28.512,8.9682,,33.3872,224.0,203.708,183.0,5.958000000000001,3.229,187.136,27.0,214.136
2011-05-14,13.9168,18.0916,4.1748,,28.933600000000002,234.0,201.25,170.0,6.625,3.0835,192.292,22.542,214.833
2011-05-15,15.8918,19.725,3.8332,,27.9832,240.0,202.625,144.0,6.083333333333333,3.2295,197.208,25.833,223.042
2011-05-16,24.7848,32.8412,8.0564,,31.5502,246.0,211.042,168.0,6.958000000000001,4.021,196.0,27.227,223.227
2011-05-17,18.8482,25.650800000000004,6.8026,,34.8832,242.0,203.0,164.0,7.264,3.5625,190.375,25.125,215.5
2011-05-18,25.3752,33.5082,8.133199999999999,,32.6166,253.0,203.5,141.0,7.444333333333333,4.375,195.125,29.292,224.417
2011-05-19,26.553199999999997,34.9206,8.3674,,36.1,252.0,212.125,161.0,8.159333333333334,4.3045,193.364,31.0,224.364
2011-05-20,20.7408,32.7478,12.007,,29.9666,257.0,220.167,184.0,7.111,3.625,190.458,27.125,217.583
2011-05-21,16.0666,23.7166,7.65,,21.1834,268.0,234.958,200.0,6.444333333333333,3.1875,184.542,24.333,208.875
2011-05-22,7.783199999999999,10.9834,3.2001999999999997,,10.2166,237.0,207.042,167.0,4.930666666666666,2.354,184.292,15.75,200.042
2011-05-23,12.831799999999998,16.689600000000002,3.8579999999999997,,9.3788,169.0,157.667,141.0,3.3473333333333333,2.5435,188.762,18.0,206.762
2011-05-24,13.289600000000002,17.6318,4.3424,,8.45,229.0,181.792,142.0,3.388666666666667,2.5835,187.833,17.125,204.958
2011-05-25,21.044400000000003,25.8778,4.8334,,16.9418,263.0,207.458,156.0,5.541666666666667,2.7915,187.917,26.333,214.25
2011-05-26,13.6334,17.0748,3.4417999999999997,,21.4666,248.0,209.333,182.0,5.514,2.375,186.583,17.75,204.333
2011-05-27,9.4914,11.890400000000001,2.399,,8.741800000000001,202.0,183.125,169.0,3.7823333333333338,2.0415,186.917,15.708,202.625
2011-05-28,19.1158,23.028,3.9122,,11.225,201.0,190.375,172.0,4.083333333333333,3.5625,188.583,20.542,209.125
2011-05-29,9.116800000000001,11.133199999999999,2.0168,,6.183400000000001,204.0,191.375,169.0,3.0276666666666667,2.3125,183.292,15.5,198.792
2011-05-30,8.208400000000001,10.5168,2.3082000000000003,,6.808400000000001,209.0,183.417,164.0,3.1663333333333337,1.875,182.417,11.042,193.458
2011-05-31,15.413,19.8886,4.4756,,9.7416,230.0,193.0,158.0,4.6386666666666665,2.4585,185.292,17.208,202.5
2011-06-01,14.703,18.799,4.0962000000000005,,10.2836,195.0,180.375,168.0,3.157666666666666,2.2915,187.042,17.417,204.458
2011-06-02,22.2906,28.9214,6.631,,17.4964,237.0,199.875,167.0,3.6526666666666667,3.6045,189.1,22.65,211.75
2011-06-03,22.3238,29.458799999999997,7.1348,,32.3332,265.0,225.333,193.0,5.614666666666667,3.8045,189.792,27.292,217.083
2011-06-04,21.0668,29.6082,8.541599999999999,,43.9,276.0,234.958,208.0,7.208333333333333,3.896,188.708,27.958,216.667
2011-06-05,14.85,18.756999999999998,3.907,,27.4332,248.0,225.458,207.0,7.069333333333333,3.396,186.125,24.208,210.333
2011-06-06,26.8276,34.677800000000005,7.850399999999999,,33.1674,266.0,233.542,192.0,8.75,4.0625,189.292,24.25,213.542
2011-06-07,22.974,28.9548,5.981,,31.2416,257.0,228.583,207.0,8.252666666666668,4.042,191.143,27.762,218.905
2011-06-08,15.8166,19.7,3.8834000000000004,,19.3748,266.0,226.417,188.0,5.7915,2.5,187.458,22.458,209.917
2011-06-09,19.8144,27.4584,7.643800000000001,,21.191399999999998,265.0,236.333,215.0,6.729,3.3545,187.0,24.708,211.708
2011-06-10,30.1584,41.575,11.4164,,36.8998,249.0,234.75,214.0,7.1875,4.6665,191.792,29.833,221.625
2011-06-11,17.3084,24.3082,6.9998000000000005,,18.4,249.0,227.708,211.0,4.104,3.375,188.667,21.25,209.917
2011-06-12,15.35,18.1834,2.8332,,31.6498,246.0,215.542,188.0,4.8545,4.4375,195.667,22.125,217.792
2011-06-13,22.5192,30.949599999999997,8.4306,,18.45,254.0,221.292,186.0,6.497333333333334,3.521,192.208,25.5,217.708
2011-06-14,14.866399999999999,18.572,3.7058,,21.175,275.0,237.167,208.0,5.6946666666666665,2.6875,189.792,18.083,207.875
2011-06-15,19.6248,25.1492,5.5248,,17.8668,274.0,232.125,188.0,5.773333333333333,2.7085,194.043,23.435,217.478
2011-06-16,17.6168,21.8918,4.2752,,18.333199999999998,221.0,204.958,185.0,3.9453333333333327,2.9585,191.625,21.125,212.75
2011-06-17,21.0528,25.5138,4.461,,14.3582,261.0,225.667,185.0,5.200666666666667,3.4349999999999996,190.083,21.958,212.042
2011-06-18,23.2166,29.025,5.8082,,22.7168,241.0,222.833,213.0,4.472,4.3955,192.333,26.125,218.458
2011-06-19,15.008199999999999,18.8084,3.8001999999999994,,18.9666,261.0,232.417,212.0,3.722,3.646,193.458,23.458,216.917
2011-06-20,25.0916,35.574799999999996,10.4834,,15.208400000000001,247.0,227.5,211.0,4.036333333333333,4.0205,190.125,25.417,215.542
2011-06-21,24.9658,39.2834,14.317599999999999,,19.8084,292.0,254.542,220.0,5.194333333333334,3.2915,187.417,30.125,217.542
2011-06-22,22.6334,40.8752,18.2416,,32.725,307.0,271.167,237.0,8.458,3.875,183.958,28.583,212.542
2011-06-23,13.1832,28.025,14.8416,,24.9252,322.0,279.917,252.0,6.291666666666667,2.896,178.25,21.458,199.708
2011-06-24,12.416599999999999,27.0868,14.669999999999998,,24.866,315.0,287.542,259.0,6.281333333333333,2.4345,178.591,24.273,202.864
2011-06-25,10.270199999999999,22.8238,12.5536,,23.5248,324.0,290.667,260.0,6.652666666666666,2.604,180.208,21.667,201.875
2011-06-26,8.3332,14.5166,6.1832,,19.2084,339.0,300.542,264.0,6.496333333333333,2.583,183.167,20.125,203.292
2011-06-27,6.94,14.392599999999998,7.452799999999999,,16.400399999999998,332.0,305.167,280.0,5.478333333333333,1.646,181.083,20.958,202.042
2011-06-28,12.7058,25.1652,12.459399999999999,,21.6582,331.0,296.542,267.0,6.361,2.4165,180.792,21.667,202.458
2011-06-29,17.1096,27.6182,10.509,,30.8334,349.0,305.792,268.0,8.694666666666667,2.6045,182.583,23.042,205.625
2011-06-30,22.061799999999998,33.4752,11.413599999999999,,34.8418,338.0,302.75,269.0,9.513666666666667,2.979,185.095,27.857,212.952
2011-07-01,23.301,38.503,15.2018,,30.183600000000002,285.0,266.375,255.0,8.666666666666666,3.0,182.208,28.25,210.458
2011-07-02,19.5168,28.3168,8.8,,24.2334,296.0,276.708,256.0,6.194333333333333,3.0205,181.5,25.292,206.792
2011-07-03,14.544,18.999599999999997,4.4558,,42.0002,316.0,279.958,257.0,7.125,3.521,184.5,25.417,209.917
2011-07-04,17.9304,29.416800000000002,11.4866,,37.4276,318.0,281.5,243.0,5.958666666666666,2.9375,178.81,26.095,204.905
2011-07-05,21.6512,29.9026,8.2514,,32.575,307.0,272.667,244.0,6.014,3.5835,189.375,28.375,217.75
2011-07-06,19.7584,25.5332,5.774800000000001,,32.375,330.0,270.875,244.0,5.75,3.375,193.375,28.875,222.25
2011-07-07,20.731599999999997,43.5916,22.859199999999998,,24.2748,264.0,252.083,238.0,4.347,3.6665,184.083,36.75,220.833
2011-07-08,16.7892,39.541199999999996,22.7522,,23.0666,333.0,291.083,255.0,4.958333333333333,3.479,184.174,29.478,213.652
2011-07-09,11.666599999999999,21.7834,10.117,,15.6082,338.0,302.0,279.0,5.180666666666666,2.5,177.417,23.125,200.542
2011-07-10,10.7752,17.1752,6.399800000000001,,15.033199999999999,355.0,304.917,272.0,6.361,2.521,181.25,25.125,206.375
2011-07-11,12.8214,20.5476,7.725999999999999,,17.112000000000002,326.0,294.958,274.0,5.814333333333334,2.271,179.458,22.042,201.5
2011-07-12,15.7714,33.5536,17.7828,,17.875,304.0,274.5,254.0,4.858666666666667,2.9165,182.783,26.174,208.957
2011-07-13,14.011199999999999,25.3232,11.312000000000001,,16.35,323.0,282.833,245.0,4.764,2.1875,181.217,22.826,204.043
2011-07-14,14.544599999999999,25.524400000000004,10.98,,14.741800000000001,325.0,292.125,270.0,5.430666666666667,2.333,179.375,22.917,202.292
2011-07-15,20.3844,31.214999999999996,10.8306,,17.5916,338.0,300.375,266.0,6.656,3.0214999999999996,182.125,25.417,207.542
2011-07-16,20.1476,28.3128,8.1648,,28.520400000000002,345.0,302.083,268.0,9.292,2.7915,182.783,24.174,206.957
2011-07-17,5.991,9.0396,3.0485999999999995,,15.4,354.0,310.458,260.0,5.403,1.2295,178.208,16.0,194.208
2011-07-18,6.5402000000000005,11.2652,4.7254,,16.014400000000002,288.0,275.417,263.0,3.4166666666666665,1.354,174.958,13.958,188.917
2011-07-19,5.49,9.914,4.424,,10.3918,284.0,270.292,251.0,2.5696666666666665,1.271,173.708,13.458,187.167
2011-07-20,8.0505,11.14775,3.097,,12.6274,322.0,290.625,272.0,2.9026666666666667,1.521,173.8,15.05,188.85
2011-07-21,9.57275,12.5625,2.9895,,14.091800000000001,284.0,270.042,252.0,3.3196666666666665,1.771,182.333,17.875,200.208
2011-07-22,21.709200000000003,31.048400000000004,9.3392,,20.296799999999998,274.0,254.583,239.0,4.934333333333334,2.4375,187.042,22.958,210.0
2011-07-23,14.6334,19.2416,4.6082,,26.0582,313.0,273.917,240.0,5.528,2.625,187.75,22.208,209.958
2011-07-24,9.8666,12.2918,2.4248000000000003,,27.0168,318.0,273.917,233.0,5.7636666666666665,2.354,189.913,21.652,211.565
2011-07-25,16.9418,22.7916,5.85,,24.666800000000002,314.0,279.833,259.0,5.4316666666666675,2.6305,186.25,23.958,210.208
2011-07-26,14.009,19.8692,5.8604,,17.215799999999998,313.0,280.042,246.0,4.992666666666667,2.375,183.292,23.083,206.375
2011-07-27,13.3855,23.07275,9.6875,,15.2166,314.0,288.375,273.0,5.416666666666667,2.125,179.333,24.208,203.542
2011-07-28,18.171,25.9274,7.7562,,18.810200000000002,325.0,284.292,265.0,5.541666666666667,2.6665,179.636,25.909,205.545
2011-07-29,22.8666,33.6416,10.775,,25.9002,334.0,291.917,257.0,6.097333333333334,3.4375,184.292,31.458,215.75
2011-07-30,16.5072,24.0674,7.56,,22.425,317.0,289.333,268.0,5.8886666666666665,2.4375,180.0,24.583,204.583
2011-07-31,8.85,11.0914,2.2418,,25.3082,336.0,287.583,261.0,4.625,2.771,183.5,20.333,203.833
