date,SO2_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2013-04-05,3.089,9.896,11.802,1.906,19.0,,,,
2013-04-06,1.208,5.542,6.729,1.188,9.417,,,,
2013-04-07,1.333,3.708,4.552,0.844,3.375,,,,
2013-04-08,1.589,6.042,6.802,0.76,9.5,,,,
2013-04-09,2.458,7.805,8.923,1.118,16.875,,,,
2013-04-10,2.691,5.378,5.973,0.595,16.125,,,,
2013-04-11,2.5,6.729,7.396,0.667,19.583,,,,
2013-04-12,2.923,7.416,8.208,0.792,18.917,,,,
2013-04-13,2.679,7.396,8.312,0.917,17.0,,,,
2013-04-14,5.411,3.937,4.24,0.302,24.708,,,,
2013-04-15,2.485,7.442,8.538,1.096,22.783,,,,
2013-04-16,4.033,7.0,8.51,1.51,25.875,,,,
2013-04-17,1.299,5.594,6.7,1.105,19.25,,,,
2013-04-18,2.97,9.698,12.437,2.74,15.167,,,,
2013-04-19,0.911,5.229,6.052,0.823,14.167,,,,
2013-04-20,1.173,9.208,10.136,0.927,17.375,,,,
2013-04-21,0.56,4.094,4.646,0.552,2.417,,,,
2013-04-22,0.821,5.885,6.865,0.979,9.125,,,,
2013-04-23,1.589,5.584,6.76,1.177,9.75,,,,
2013-04-24,0.983,4.53,5.051,0.521,6.292,,,,
2013-04-25,2.501,8.052,9.26,1.208,16.167,,,,
2013-04-26,1.649,6.094,6.865,0.771,21.708,,,,
2013-04-27,1.612,6.617,7.483,0.866,16.9,,,,
2013-04-28,1.482,6.083,6.802,0.718,13.625,,,,
2013-04-29,2.571,5.875,6.896,1.021,18.875,,,,
2013-04-30,1.595,6.229,7.052,0.823,16.25,,,,
2013-05-01,0.961,4.289,5.26,0.971,6.609,,,,
2013-05-02,0.869,4.781,5.666,0.885,4.875,,,,
2013-05-03,1.655,6.136,7.031,0.896,9.333,,,,
2013-05-04,2.726,7.76,8.781,1.021,18.875,,,,
2013-05-05,2.054,6.042,6.74,0.698,18.625,,,,
2013-05-06,2.855,7.823,8.844,1.02,22.125,,,,
2013-05-07,1.045,4.428,5.238,0.809,10.217,,,,
2013-05-08,1.391,6.747,7.975,1.228,7.792,,,,
2013-05-09,3.698,12.325,14.604,2.28,15.292,,,,
2013-05-10,1.315,4.76,5.781,1.021,8.375,,,,
2013-05-11,1.083,9.844,12.542,2.698,14.083,,,,
2013-05-12,1.786,7.062,8.803,1.742,16.083,,,,
2013-05-13,2.692,8.156,10.156,2.0,14.25,,,,
2013-05-14,3.014,8.559,10.396,1.837,18.458,,,,
2013-05-15,1.066,3.226,4.174,0.948,9.458,,,,
2013-05-16,0.679,5.042,6.031,0.99,22.583,,,,
2013-05-17,1.506,6.281,7.302,1.021,15.5,,,,
2013-05-18,0.56,3.177,3.677,0.5,12.958,,,,
2013-05-19,0.167,2.26,2.854,0.594,6.083,,,,
2013-05-20,1.542,6.969,8.51,1.542,7.875,,,,
2013-05-21,2.617,8.0,9.337,1.338,25.208,,,,
2013-05-22,2.459,7.186,8.155,0.969,37.042,,,,
2013-05-23,1.744,8.354,9.406,1.052,23.375,,,,
2013-05-24,1.589,7.969,8.99,1.021,13.167,,,,
2013-05-25,1.387,5.677,6.51,0.834,18.292,,,,
2013-05-26,0.786,3.302,3.875,0.573,14.042,,,,
2013-05-27,0.613,3.969,4.74,0.771,11.696,,,,
2013-05-28,0.256,3.823,4.614,0.792,8.292,,,,
2013-05-29,0.216,1.705,2.436,0.731,1.333,,,,
2013-05-30,1.137,6.427,7.333,0.906,27.5,,,,
2013-05-31,1.572,9.438,10.927,1.49,20.167,,,,
2013-06-01,1.911,10.271,11.812,1.542,13.25,,,,
2013-06-02,1.934,8.604,9.688,1.084,13.375,,,,
2013-06-03,2.131,9.315,11.2,1.884,14.773,,,,
2013-06-04,1.911,6.698,8.198,1.5,17.25,,,,
2013-06-05,1.076,5.958,7.508,1.55,12.333,,,,
2013-06-06,2.464,13.24,15.229,1.99,20.917,,,,
2013-06-07,1.494,7.969,9.156,1.188,17.542,,,,
2013-06-08,1.911,7.26,8.386,1.125,20.583,,,,
2013-06-09,0.738,3.781,4.25,0.469,16.333,,,,
2013-06-10,1.732,7.031,8.438,1.406,10.167,,,,
2013-06-11,3.018,10.354,12.104,1.75,11.083,,,,
2013-06-12,2.159,7.607,9.394,1.787,8.083,,,,
2013-06-13,2.734,8.937,10.406,1.468,14.5,,,,
2013-06-14,2.301,8.083,9.625,1.542,15.583,,,,
2013-06-15,1.667,6.281,7.688,1.406,14.042,,,,
2013-06-16,1.268,5.625,6.834,1.208,8.333,,,,
2013-06-17,1.547,5.521,7.084,1.562,15.833,,,,
2013-06-18,2.092,4.802,6.0,1.198,21.875,,,,
2013-06-19,1.87,2.935,3.958,1.023,14.583,,,,
2013-06-20,0.476,4.385,5.021,0.636,1.0,,,,
2013-06-21,0.565,6.666,7.636,0.969,2.917,,,,
2013-06-22,1.816,6.458,7.344,0.886,12.25,,,,
2013-06-23,2.316,7.636,8.667,1.031,14.167,,,,
2013-06-24,1.339,6.073,7.198,1.125,14.957,,,,
2013-06-25,2.286,8.833,10.542,1.708,18.625,,,,
2013-06-26,0.804,6.952,8.258,1.306,6.5,,,,
2013-06-27,1.369,7.031,8.094,1.062,11.875,,,,
2013-06-28,1.78,11.073,12.666,1.594,17.75,,,,
2013-06-29,1.512,5.688,7.125,1.437,12.458,,,,
2013-06-30,1.47,4.396,5.583,1.188,11.458,,,,
2013-07-01,1.757,6.28,8.179,1.899,9.913,,,,
2013-07-02,0.867,3.335,4.471,1.136,8.583,,,,
2013-07-03,0.711,2.086,2.75,0.663,8.083,,,,
2013-07-04,0.696,2.906,4.021,1.114,9.375,,,,
2013-07-05,0.94,1.458,2.552,1.094,15.125,,,,
2013-07-06,0.958,1.677,2.854,1.177,14.208,,,,
2013-07-07,1.369,1.5,2.333,0.833,15.708,,,,
2013-07-08,2.72,3.99,5.636,1.646,24.792,,,,
2013-07-09,4.44,4.583,6.26,1.677,32.125,,,,
2013-07-10,6.697,4.996,6.444,1.448,43.083,,,,
2013-07-11,2.5,3.114,4.281,1.166,34.042,,,,
2013-07-12,0.94,2.677,4.125,1.448,15.542,,,,
2013-07-13,2.25,5.49,7.01,1.52,16.25,,,,
2013-07-14,2.661,5.802,7.521,1.719,17.958,,,,
2013-07-15,1.327,5.469,7.354,1.885,8.583,,,,
2013-07-16,2.101,7.99,11.136,3.146,12.0,,,,
2013-07-17,1.314,3.815,5.293,1.478,19.417,,,,
2013-07-18,3.143,6.594,8.166,1.573,23.083,,,,
2013-07-19,1.357,6.75,7.781,1.032,10.917,,,,
2013-07-20,2.744,8.115,9.344,1.229,12.958,,,,
2013-07-21,1.268,3.698,4.302,0.604,17.792,,,,
2013-07-22,2.137,6.938,8.323,1.385,22.913,,,,
2013-07-23,3.643,7.438,8.906,1.469,28.625,,,,
2013-07-24,2.429,6.146,7.488,1.341,23.458,,,,
2013-07-25,2.625,6.448,7.833,1.386,26.833,,,,
2013-07-26,2.797,7.448,8.844,1.396,36.083,,,,
2013-07-27,2.298,5.656,6.531,0.875,38.0,,,,
2013-07-28,2.089,5.542,6.396,0.854,29.375,,,,
2013-07-29,1.298,7.542,10.281,2.74,21.083,,,,
2013-07-30,1.451,8.738,11.088,2.35,23.25,,,,
2013-07-31,3.127,7.571,8.948,1.377,36.375,,,,
2013-08-01,2.654,6.456,7.785,1.329,25.542,,,,
2013-08-02,2.009,6.131,7.294,1.162,20.417,,,,
2013-08-03,1.358,4.704,5.59,0.886,10.667,,,,
2013-08-04,3.124,5.029,6.002,0.973,20.833,,,,
2013-08-05,2.715,4.371,5.983,1.612,14.542,,,,
2013-08-06,3.442,6.254,7.621,1.367,22.25,,,,
2013-08-07,2.619,6.229,7.234,1.004,27.625,,,,
2013-08-08,5.505,8.012,9.229,1.217,32.833,,,,
2013-08-09,3.928,8.521,9.708,1.188,37.083,,,,
2013-08-10,5.095,9.24,10.562,1.323,42.333,,,,
2013-08-11,3.262,6.896,7.896,1.0,44.542,,,,
2013-08-12,2.798,8.74,9.854,1.114,37.75,,,,
2013-08-13,2.542,7.708,8.698,0.99,26.875,,,,
2013-08-14,2.582,7.226,8.174,0.949,28.625,,,,
2013-08-15,2.089,5.031,6.042,1.01,35.375,,,,
2013-08-16,1.72,4.302,5.438,1.136,29.667,,,,
2013-08-17,1.768,4.312,5.708,1.396,21.542,,,,
2013-08-18,1.101,2.25,3.26,1.01,13.5,,,,
2013-08-19,1.464,3.614,5.292,1.677,10.435,,,,
2013-08-20,1.548,3.458,5.698,2.24,6.667,,,,
2013-08-21,1.38,3.198,5.514,2.316,4.818,,,,
2013-08-22,2.059,4.292,6.125,1.833,11.292,,,,
2013-08-23,1.732,4.438,6.312,1.875,13.208,,,,
2013-08-24,1.279,7.079,10.183,3.104,7.375,,,,
2013-08-25,0.869,4.879,7.563,2.684,5.833,,,,
2013-08-26,0.738,4.594,5.979,1.385,6.375,,,,
2013-08-27,1.19,5.583,7.292,1.708,8.542,,,,
2013-08-28,2.62,7.046,8.221,1.176,21.125,,,,
2013-08-29,2.374,3.438,4.25,0.812,22.208,,,,
2013-08-30,3.176,2.949,4.216,1.267,17.25,,,,
2013-08-31,1.417,2.219,3.573,1.354,16.958,,,,
2013-09-01,2.631,5.469,7.156,1.688,10.542,,,,
2013-09-02,0.815,3.208,6.073,2.864,2.833,,,,
2013-09-03,1.363,8.396,12.74,4.344,5.792,,,,
2013-09-04,0.676,5.466,7.166,1.699,2.958,,,,
2013-09-05,1.024,5.979,6.948,0.968,5.0,,,,
2013-09-06,1.381,6.344,7.636,1.292,8.042,,,,
2013-09-07,1.935,10.25,12.364,2.114,12.292,,,,
2013-09-08,1.792,6.75,8.271,1.521,12.083,,,,
2013-09-09,1.911,6.688,8.146,1.458,9.208,,,,
2013-09-10,2.786,9.927,11.458,1.531,18.125,,,,
2013-09-11,1.899,6.408,7.998,1.59,16.208,,,,
2013-09-12,2.684,6.594,7.76,1.166,27.167,,,,
2013-09-13,2.464,6.656,8.219,1.562,34.5,,,,
2013-09-14,2.339,8.042,9.677,1.635,38.083,,,,
2013-09-15,0.726,4.011,5.583,1.573,2.292,,,,
2013-09-16,0.994,2.99,3.562,0.573,4.417,,,,
2013-09-17,1.435,6.312,7.167,0.854,8.0,,,,
2013-09-18,2.132,10.222,11.658,1.436,13.913,,,,
2013-09-19,2.453,9.594,10.906,1.312,17.792,,,,
2013-09-20,2.256,7.666,8.75,1.084,18.125,,,,
2013-09-21,2.161,7.99,9.49,1.5,19.208,,,,
2013-09-22,1.839,6.25,7.344,1.094,21.708,,,,
2013-09-23,2.286,7.292,8.49,1.198,23.917,,,,
2013-09-24,1.869,7.438,8.916,1.479,16.25,,,,
2013-09-25,2.071,7.487,8.792,1.305,17.042,,,,
2013-09-26,1.036,3.718,4.469,0.75,6.333,,,,
2013-09-27,1.262,6.729,7.656,0.927,10.0,,,,
2013-09-28,1.702,5.917,6.979,1.063,10.917,,,,
2013-09-29,2.363,5.208,6.344,1.136,12.083,,,,
2013-09-30,2.137,7.114,8.271,1.156,14.583,,,,
2013-10-01,1.47,7.917,9.156,1.24,18.292,,,,
2013-10-02,1.622,8.001,9.558,1.558,19.458,,,,
2013-10-03,1.286,7.083,8.312,1.229,19.5,,,,
2013-10-04,0.976,6.312,7.396,1.083,16.792,,,,
2013-10-05,1.28,10.51,12.844,2.334,17.875,,,,
2013-10-06,1.53,6.792,8.885,2.094,11.917,,,,
2013-10-07,2.042,8.115,11.552,3.438,11.167,,,,
2013-10-08,1.337,5.425,7.29,1.865,10.913,,,,
2013-10-09,1.148,4.79,6.453,1.663,10.0,,,,
2013-10-10,2.327,7.386,10.917,3.531,15.5,,,,
2013-10-11,1.042,2.927,4.136,1.208,9.042,,,,
2013-10-12,2.315,5.177,6.031,0.854,23.542,,,,
2013-10-13,2.244,4.584,5.396,0.812,11.667,,,,
2013-10-14,1.863,7.084,8.271,1.188,16.042,,,,
2013-10-15,0.589,7.521,9.198,1.677,11.458,,,,
2013-10-16,0.8,3.367,3.94,0.572,3.087,,,,
2013-10-17,0.875,5.584,6.666,1.083,6.208,,,,
2013-10-18,0.691,8.021,9.906,1.886,8.583,,,,
2013-10-19,0.494,5.333,6.958,1.625,5.875,,,,
2013-10-20,0.458,4.584,5.542,0.958,1.292,,,,
2013-10-21,0.845,6.198,7.708,1.51,4.917,,,,
2013-10-22,0.661,5.458,7.084,1.625,6.375,,,,
2013-10-23,0.542,7.429,9.731,2.301,4.667,,,,
2013-10-24,0.954,10.625,12.819,2.194,6.458,,,,
2013-10-25,0.583,8.333,9.764,1.431,2.708,,,,
2013-10-26,0.994,4.236,4.93,0.694,7.833,,,,
2013-10-27,0.732,3.805,4.375,0.569,13.375,,,,
2013-10-28,1.063,7.778,8.82,1.042,13.5,,,,
2013-10-29,1.095,17.0,19.792,2.792,17.417,,,,
2013-10-30,2.125,9.519,12.402,2.883,21.958,,,,
2013-10-31,1.417,8.792,9.764,0.972,23.125,,,,
2013-11-01,1.03,8.056,9.181,1.125,22.542,,,,
2013-11-02,1.976,11.986,13.722,1.736,26.125,,,,
2013-11-03,1.0,6.709,7.653,0.944,26.875,,,,
2013-11-04,1.071,6.042,6.667,0.625,13.458,,,,
2013-11-05,0.988,6.75,8.208,1.458,19.458,,,,
2013-11-06,2.199,11.25,13.1,1.85,20.087,,,,
2013-11-07,1.417,8.306,9.75,1.444,15.75,,,,
2013-11-08,1.768,8.292,9.528,1.236,21.208,,,,
2013-11-09,1.714,7.681,9.222,1.542,13.167,,,,
2013-11-10,1.321,4.569,4.986,0.417,11.542,,,,
2013-11-11,0.988,4.542,5.18,0.639,3.174,,,,
2013-11-12,1.316,5.889,7.208,1.319,5.708,,,,
2013-11-13,0.67,5.763,6.691,0.928,3.625,,,,
2013-11-14,1.036,6.292,7.611,1.319,6.083,,,,
2013-11-15,0.452,7.611,8.694,1.083,4.083,,,,
2013-11-16,1.432,8.063,10.291,2.228,15.042,,,,
2013-11-17,2.0,5.604,6.312,0.708,20.292,,,,
2013-11-18,1.548,4.958,7.0,2.042,7.875,,,,
2013-11-19,1.488,4.925,6.764,1.839,7.292,,,,
2013-11-20,1.872,6.78,10.904,4.125,11.125,,,,
2013-11-21,1.149,6.236,8.028,1.792,11.167,,,,
2013-11-22,1.411,7.528,10.083,2.555,10.625,,,,
2013-11-23,0.804,6.139,7.194,1.056,8.167,,,,
2013-11-24,1.256,6.708,7.792,1.084,14.708,,,,
2013-11-25,1.363,4.542,5.403,0.861,11.083,,,,
2013-11-26,1.278,4.556,5.403,0.847,7.375,,,,
2013-11-27,1.735,6.41,7.645,1.236,9.958,,,,
2013-11-28,1.363,4.417,5.056,0.639,7.375,,,,
2013-11-29,1.216,5.055,6.042,0.986,5.0,,,,
2013-11-30,1.22,6.167,7.167,1.0,8.875,,,,
2013-12-01,1.161,7.014,8.319,1.306,14.25,,,,
2013-12-02,1.7,9.767,12.02,2.254,21.348,,,,
2013-12-03,1.446,9.528,11.694,2.167,15.708,,,,
2013-12-04,1.83,8.899,12.074,3.175,15.458,,,,
2013-12-05,1.982,10.194,12.694,2.5,20.375,,,,
2013-12-06,3.321,10.806,13.333,2.528,34.917,,,,
2013-12-07,1.518,6.014,7.222,1.208,16.542,,,,
2013-12-08,0.726,4.764,5.625,0.861,6.5,,,,
2013-12-09,1.546,11.385,14.163,2.777,11.826,,,,
2013-12-10,1.947,5.667,6.375,0.708,8.167,,,,
2013-12-11,2.166,6.991,8.913,1.921,13.5,,,,
2013-12-12,1.429,5.139,6.014,0.875,6.708,,,,
2013-12-13,1.72,5.403,6.389,0.986,8.667,,,,
2013-12-14,1.506,4.486,5.208,0.722,8.917,,,,
2013-12-15,2.637,3.903,4.542,0.639,13.667,,,,
2013-12-16,1.0,5.014,5.972,0.958,7.042,,,,
2013-12-17,0.929,11.389,13.625,2.236,11.625,,,,
2013-12-18,0.377,11.058,12.794,1.737,7.542,,,,
2013-12-19,0.739,11.541,14.695,3.153,6.25,,,,
2013-12-20,1.744,5.083,6.042,0.958,9.75,,,,
2013-12-21,1.202,4.528,5.25,0.722,4.792,,,,
2013-12-22,0.774,2.681,3.264,0.583,5.833,,,,
2013-12-23,0.774,5.403,6.292,0.889,5.583,,,,
2013-12-24,1.083,7.903,9.722,1.819,9.625,,,,
2013-12-25,0.908,9.884,11.361,1.477,12.042,,,,
2013-12-26,0.72,14.319,17.347,3.028,12.417,,,,
2013-12-27,2.69,7.681,9.292,1.611,18.5,,,,
2013-12-28,1.03,5.569,6.639,1.069,6.833,,,,
2013-12-29,1.566,3.972,4.611,0.639,7.458,,,,
2013-12-30,1.155,5.597,6.639,1.041,12.375,,,,
2013-12-31,1.417,5.347,6.153,0.806,18.208,,,,
2014-01-01,1.211,2.513,2.763,0.25,5.646,11.65,,,
2014-01-02,1.482,3.114,3.479,0.364,8.125,13.866,,,
2014-01-03,0.929,4.364,4.927,0.563,5.77,12.475,,,
2014-01-04,1.077,5.969,6.812,0.844,9.604,16.842,,,
2014-01-05,1.298,8.906,10.896,1.99,18.688,27.75,,,
2014-01-06,1.863,7.688,8.333,0.646,14.736,25.89,,,
2014-01-07,1.16,5.065,5.83,0.765,5.354,12.842,,,
2014-01-08,1.22,4.875,5.719,0.844,11.438,18.184,,,
2014-01-09,1.471,7.388,10.688,3.3,10.746,18.16,,,
2014-01-10,2.024,5.49,6.146,0.656,15.208,22.883,,,
2014-01-11,1.893,4.594,5.219,0.625,12.188,19.367,,,
2014-01-12,1.203,4.0,4.604,0.604,6.104,13.0,,,
2014-01-13,0.804,7.917,10.021,2.104,6.75,14.858,,,
2014-01-14,1.476,15.716,22.745,7.03,14.333,22.883,,,
2014-01-15,0.607,10.812,13.156,2.344,8.062,18.132,,,
2014-01-16,1.024,9.062,11.969,2.906,17.312,25.667,,,
2014-01-17,2.155,5.417,6.083,0.666,20.896,28.733,,,
2014-01-18,1.036,5.0,5.802,0.802,8.542,16.408,,,
2014-01-19,1.399,6.802,8.042,1.24,15.958,24.183,,,
2014-01-20,1.434,8.404,11.171,2.767,19.309,27.223,,,
2014-01-21,2.148,17.183,21.697,4.514,23.174,32.345,,,
2014-01-22,1.417,19.646,26.76,7.115,19.75,28.317,,,
2014-01-23,0.928,5.719,7.177,1.458,3.688,12.45,,,
2014-01-24,1.065,6.562,8.0,1.438,8.708,16.167,,,
2014-01-25,1.19,7.052,8.073,1.021,15.52,23.433,,,
2014-01-26,1.036,9.386,12.646,3.26,13.542,22.842,,,
2014-01-27,1.935,13.854,18.042,4.188,12.833,22.05,,,
2014-01-28,1.157,6.248,7.726,1.477,5.938,12.114,,,
2014-01-29,0.578,8.312,10.166,1.854,7.854,13.092,,,
2014-01-30,0.905,12.875,19.896,7.021,8.771,15.583,,,
2014-01-31,1.5,4.136,4.812,0.677,10.166,16.625,,,
2014-02-01,1.155,5.698,9.729,4.031,7.208,14.058,,,
2014-02-02,0.708,6.834,8.656,1.823,6.146,13.108,,,
2014-02-03,1.054,8.02,11.51,3.49,6.479,13.361,,,
2014-02-04,0.998,9.501,11.501,2.0,11.0,18.842,,,
2014-02-05,3.602,8.287,9.778,1.491,14.828,23.321,,,
2014-02-06,1.036,5.49,7.625,2.136,4.375,12.327,,,
2014-02-07,1.411,8.146,9.812,1.667,11.5,18.458,,,
2014-02-08,2.083,4.854,5.583,0.729,14.396,21.642,,,
2014-02-09,1.744,3.823,4.521,0.698,7.208,13.622,,,
2014-02-10,2.083,6.51,10.021,3.51,12.938,20.034,,,
2014-02-11,1.683,7.052,8.097,1.045,20.354,27.725,,,
2014-02-12,2.542,8.438,10.656,2.219,23.5,31.967,,,
2014-02-13,1.363,5.094,7.375,2.281,6.646,14.5,,,
2014-02-14,1.857,6.656,7.906,1.25,10.646,17.542,,,
2014-02-15,2.875,7.25,7.979,0.729,24.125,34.3,,,
2014-02-16,1.643,10.906,13.49,2.584,9.438,16.475,,,
2014-02-17,1.494,12.594,15.333,2.74,13.146,21.683,,,
2014-02-18,1.307,5.12,6.319,1.199,7.958,16.825,,,
2014-02-19,1.04,5.368,6.32,0.951,2.844,9.47,,,
2014-02-20,0.976,6.448,7.698,1.25,6.896,13.383,,,
2014-02-21,1.446,7.656,9.406,1.75,6.604,13.808,,,
2014-02-22,0.494,2.364,2.719,0.354,3.125,14.575,,,
2014-02-23,1.595,9.635,11.167,1.532,16.896,26.425,,,
2014-02-24,1.524,11.562,16.51,4.948,27.388,40.833,,,
2014-02-25,1.058,11.783,13.474,1.691,27.236,47.692,,,
2014-02-26,0.947,17.344,21.375,4.031,14.916,25.717,,,
2014-02-27,1.405,7.781,9.99,2.208,12.334,20.242,,,
2014-02-28,1.256,8.031,9.052,1.021,17.292,23.567,,,
2014-03-01,0.589,5.417,5.948,0.532,7.521,13.992,,,
2014-03-02,1.077,5.688,6.698,1.01,17.542,25.225,,,
2014-03-03,0.696,6.614,8.781,2.167,12.562,20.609,,,
2014-03-04,1.851,10.02,11.528,1.508,14.75,22.333,,,
2014-03-05,1.214,6.719,7.688,0.969,11.458,16.625,,,
2014-03-06,1.905,12.386,14.677,2.292,17.333,21.719,,,
2014-03-07,0.828,16.906,19.208,2.302,20.625,24.834,,,
2014-03-08,0.666,6.344,6.99,0.646,8.583,12.688,,,
2014-03-09,0.873,11.314,14.774,3.459,7.726,13.903,,,
2014-03-10,1.232,4.818,5.833,1.015,8.746,13.6,,,
2014-03-11,1.34,5.107,5.945,0.838,8.084,13.542,,,
2014-03-12,2.756,7.187,8.0,0.812,25.542,32.092,,,
2014-03-13,2.166,8.656,10.26,1.604,10.562,16.482,,,
2014-03-14,1.434,8.146,9.208,1.063,18.021,24.4,,,
2014-03-15,0.536,7.719,8.75,1.031,19.438,25.933,,,
2014-03-16,1.424,17.608,23.856,6.248,23.012,29.603,,,
2014-03-17,1.852,10.241,14.508,4.266,13.89,21.776,,,
2014-03-18,2.979,16.812,21.38,4.568,15.292,24.601,,,
2014-03-19,1.101,8.667,10.198,1.532,6.98,18.627,,,
2014-03-20,1.131,9.396,10.667,1.271,11.438,20.225,,,
2014-03-21,1.601,8.74,10.385,1.646,20.042,31.408,,,
2014-03-22,3.363,8.104,9.01,0.906,27.5,41.767,,,
2014-03-23,1.588,5.51,6.167,0.656,17.042,30.408,,,
2014-03-24,1.25,5.052,5.771,0.719,8.25,15.56,,,
2014-03-25,0.88,5.421,6.151,0.73,9.312,15.41,,,
2014-03-26,0.922,7.26,8.334,1.073,11.479,19.208,,,
2014-03-27,2.714,9.031,10.532,1.5,15.125,22.492,,,
2014-03-28,3.053,6.552,7.656,1.104,15.542,23.15,,,
2014-03-29,1.0,7.458,9.219,1.76,10.708,19.775,,,
2014-03-30,1.238,7.864,9.302,1.438,21.646,32.692,,,
2014-03-31,2.345,6.99,8.406,1.417,22.904,36.083,,,
2014-04-01,2.083,10.698,12.188,1.49,19.0,29.683,,,
2014-04-02,2.777,11.636,14.036,2.399,16.417,27.017,,,
2014-04-03,2.572,8.552,10.604,2.052,11.304,22.804,,,
2014-04-04,1.369,5.396,6.146,0.75,8.375,16.175,,,
2014-04-05,1.988,6.136,6.979,0.843,12.75,20.367,,,
2014-04-06,0.708,3.948,4.281,0.334,8.167,16.2,,,
2014-04-07,1.78,6.948,8.136,1.188,11.292,19.067,,,
2014-04-08,3.483,10.234,11.634,1.401,25.87,35.761,,,
2014-04-09,4.851,11.818,13.39,1.572,37.042,51.283,,,
2014-04-10,3.357,8.652,9.498,0.846,33.292,43.508,,,
2014-04-11,1.548,7.896,8.948,1.052,18.208,26.042,,,
2014-04-12,2.833,11.194,12.347,1.153,20.208,26.883,,,
2014-04-13,2.69,13.111,14.222,1.111,22.125,31.713,,,
2014-04-14,1.589,8.883,10.074,1.191,21.375,29.625,,,
2014-04-15,2.744,8.771,10.198,1.427,18.125,26.809,,,
2014-04-16,4.515,14.228,15.88,1.652,29.087,39.549,,,
2014-04-17,4.821,10.729,12.052,1.323,37.833,50.425,,,
2014-04-18,1.869,8.031,8.969,0.938,31.417,44.408,,,
2014-04-19,1.304,6.667,7.573,0.906,23.667,31.658,,,
2014-04-20,0.78,6.166,7.062,0.896,13.083,24.117,,,
2014-04-21,1.476,11.625,14.25,2.625,9.5,20.35,,,
2014-04-22,1.525,12.131,13.389,1.258,20.833,31.769,,,
2014-04-23,1.603,8.35,9.739,1.388,18.708,27.425,,,
2014-04-24,1.827,8.188,9.386,1.198,17.583,24.729,,,
2014-04-25,2.333,8.729,10.271,1.542,16.875,26.258,,,
2014-04-26,1.661,6.354,7.615,1.261,15.75,25.691,,,
2014-04-27,0.917,3.323,3.937,0.614,13.042,20.558,,,
2014-04-28,0.815,3.677,4.323,0.646,14.25,24.1,,,
2014-04-29,0.524,2.888,3.566,0.678,3.833,15.517,,,
2014-04-30,2.87,4.256,5.363,1.107,13.5,24.697,,,
2014-05-01,1.931,6.51,7.666,1.156,12.333,21.958,,,
2014-05-02,2.833,8.427,9.698,1.271,18.625,30.192,,,
2014-05-03,2.119,7.208,8.281,1.073,27.5,37.625,,,
2014-05-04,1.685,5.614,6.542,0.927,17.375,28.558,,,
2014-05-05,1.06,5.438,6.198,0.761,21.5,34.375,,,
2014-05-06,1.333,5.333,6.087,0.754,15.792,26.725,,,
2014-05-07,2.377,7.233,8.521,1.288,20.261,30.292,,,
2014-05-08,1.034,3.458,3.996,0.538,16.125,25.653,,,
2014-05-09,1.833,5.854,6.656,0.802,21.375,30.617,,,
2014-05-10,1.214,5.896,6.584,0.688,16.833,24.842,,,
2014-05-11,1.911,5.24,6.094,0.854,16.667,25.867,,,
2014-05-12,0.923,2.177,2.552,0.375,11.417,22.249,,,
2014-05-13,2.294,7.6,8.752,1.152,18.375,29.635,,,
2014-05-14,1.723,7.018,8.368,1.349,19.583,30.073,,,
2014-05-15,1.09,8.208,9.334,1.125,11.375,22.576,,,
2014-05-16,2.482,7.979,9.083,1.104,21.542,33.737,,,
2014-05-17,2.178,7.292,8.146,0.854,15.667,26.325,,,
2014-05-18,2.375,8.073,9.219,1.146,15.167,25.534,,,
2014-05-19,2.548,8.375,9.875,1.5,24.5,41.486,,,
2014-05-20,0.531,4.09,4.709,0.619,22.636,38.302,,,
2014-05-21,0.828,5.16,5.688,0.528,7.792,18.025,,,
2014-05-22,1.22,5.656,6.438,0.781,18.5,29.558,,,
2014-05-23,0.827,6.458,7.219,0.76,10.083,19.142,,,
2014-05-24,1.214,5.031,5.948,0.917,12.583,20.817,,,
2014-05-25,0.637,2.042,2.375,0.333,12.208,21.8,,,
2014-05-26,0.595,2.344,2.646,0.302,7.875,19.738,,,
2014-05-27,1.607,6.656,7.615,0.958,18.833,34.58,,,
2014-05-28,3.563,7.671,9.181,1.51,22.417,37.042,,,
2014-05-29,3.679,5.469,6.427,0.958,29.125,49.367,,,
2014-05-30,2.298,4.417,5.24,0.823,46.208,71.375,,,
2014-05-31,3.577,6.302,7.104,0.802,51.333,73.6,,,
2014-06-01,3.976,6.948,7.51,0.562,51.208,70.475,,,
2014-06-02,1.827,5.406,6.146,0.74,38.625,54.759,,,
2014-06-03,1.008,5.958,6.846,0.887,22.87,34.766,,,
2014-06-04,1.904,10.278,11.821,1.543,25.417,40.059,,,
2014-06-05,1.345,7.562,8.823,1.26,11.083,24.408,,,
2014-06-06,1.387,9.5,11.114,1.615,12.0,26.833,,,
2014-06-07,0.988,5.385,6.437,1.052,12.875,27.925,,,
2014-06-08,1.69,4.615,5.812,1.198,7.375,19.192,,,
2014-06-09,1.506,4.646,5.802,1.156,14.708,28.1,,,
2014-06-10,1.28,5.073,6.729,1.656,16.458,30.1,,,
2014-06-11,1.245,7.307,10.139,2.832,13.833,28.992,,,
