date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-01-01,192.456,58.0,45.792,36.0,17.935,21.802,29.948,8.146,19.833,1.111,19.198,7.7,4.662,2.1,210.391,5.627
2011-01-02,191.413,68.0,48.0,27.0,12.761,18.031,24.417,6.385,13.0,0.917,14.916,11.3,5.004,1.0,204.174,4.542
2011-01-03,186.434,49.0,33.292,18.0,6.804,16.012,20.714,4.701,4.792,0.741,5.823,10.4,5.638,1.3,193.239,3.805
2011-01-04,189.392,60.0,44.083,31.0,10.674,21.734,31.742,10.008,7.583,1.069,10.911,8.3,4.167,0.2,200.065,4.519
2011-01-05,188.794,46.0,31.083,18.0,10.829,25.154,44.052,18.898,6.913,1.115,8.367,9.0,4.838,1.0,199.624,4.128
2011-01-06,194.0,56.0,39.25,21.0,28.674,39.01,78.156,39.146,14.708,2.441,15.094,10.8,5.15,0.3,222.674,5.788
2011-01-07,188.652,53.0,34.833,20.0,12.782,23.427,44.229,20.802,7.625,0.778,7.365,9.2,5.204,1.4,201.434,4.121
2011-01-08,188.261,44.0,33.25,22.0,8.696,16.76,23.458,6.698,7.0,0.583,7.166,9.4,5.075,1.2,196.956,3.944
2011-01-09,193.696,61.0,45.333,29.0,26.304,30.981,58.179,27.198,21.542,1.5,22.01,10.4,5.058,0.3,220.0,6.764
2011-01-10,195.804,65.0,46.542,28.0,40.174,41.253,96.24,54.986,27.25,2.053,23.906,10.6,5.854,0.6,235.978,6.875
2011-01-11,191.5,62.0,43.75,23.0,26.261,29.917,71.573,41.656,21.583,1.542,16.823,11.0,5.033,1.0,217.76,5.389
2011-01-12,188.652,40.0,29.208,18.0,17.717,30.146,61.218,31.073,10.375,0.778,10.823,7.5,3.338,-0.2,206.37,4.625
2011-01-13,193.478,53.0,39.333,22.0,40.978,42.322,97.884,55.562,18.542,2.358,19.349,12.2,4.862,-1.7,234.456,6.81
2011-01-14,192.522,55.0,34.667,23.0,23.761,27.542,57.583,30.042,12.125,1.363,12.917,7.7,4.5,2.0,216.282,5.903
2011-01-15,196.108,49.0,40.042,28.0,20.696,26.695,42.108,15.413,18.333,1.75,17.094,7.0,3.808,0.5,216.804,5.833
2011-01-16,191.565,46.0,37.667,32.0,24.044,33.508,69.32,35.811,28.125,1.472,23.24,4.9,3.979,2.3,215.609,5.458
2011-01-17,191.818,53.0,41.292,24.0,29.727,36.706,76.465,39.76,26.5,1.536,20.753,8.4,4.425,2.1,221.546,5.289
2011-01-18,195.848,58.0,45.417,32.0,48.022,46.25,114.896,68.646,32.708,2.486,32.312,9.3,4.192,-1.0,243.87,8.028
2011-01-19,192.26,74.0,53.958,39.0,29.76,31.503,76.776,45.273,30.167,1.903,27.729,10.2,5.183,-0.4,222.022,5.549
2011-01-20,188.26,87.0,82.292,71.0,21.565,30.083,69.292,39.208,22.708,0.984,19.792,3.2,2.071,1.1,209.826,4.701
