date,SO2_mean,SPM_mean
2011-01-01,0.125,4.021
2011-01-02,0.104,3.938
2011-01-03,0.128,2.271
2011-01-04,0.85,2.544
2011-01-05,0.106,3.416
2011-01-06,0.084,3.5
2011-01-07,0.5,5.75
2011-01-08,0.292,4.042
2011-01-09,0.978,6.812
2011-01-10,0.7,3.604
2011-01-11,0.764,5.823
2011-01-12,0.216,3.146
2011-01-13,0.28,1.625
2011-01-14,0.938,5.75
2011-01-15,0.479,3.48
2011-01-16,0.216,8.375
2011-01-17,0.044,3.833
2011-01-18,0.766,2.979
2011-01-19,0.572,5.812
2011-01-20,0.188,3.25
2011-01-21,0.062,4.104
2011-01-22,0.042,1.792
2011-01-23,0.0,3.175
2011-01-24,0.022,3.834
2011-01-25,0.646,4.584
2011-01-26,1.131,4.834
2011-01-27,1.723,6.0
2011-01-28,1.125,4.25
2011-01-29,0.771,5.938
2011-01-30,0.834,3.958
2011-01-31,0.491,3.479
2011-02-01,1.252,7.375
2011-02-02,1.32,6.812
2011-02-03,0.506,1.916
2011-02-04,1.166,3.646
2011-02-05,0.812,6.458
2011-02-06,0.724,14.087
2011-02-07,0.511,5.188
2011-02-08,0.494,4.354
2011-02-09,0.277,2.188
2011-02-10,0.38,6.229
2011-02-11,0.75,6.354
2011-02-12,0.604,5.708
2011-02-13,0.536,7.375
2011-02-14,0.959,6.583
2011-02-15,0.682,12.792
2011-02-16,0.514,7.188
2011-02-17,0.616,4.771
2011-02-18,0.854,6.458
2011-02-19,0.417,2.292
2011-02-20,0.663,3.271
2011-02-21,1.216,8.166
2011-02-22,1.721,17.25
2011-02-23,0.576,11.708
2011-02-24,1.775,18.73
2011-02-25,0.479,12.23
2011-02-26,0.042,4.375
2011-02-27,0.492,7.708
2011-02-28,0.474,3.896
2011-03-01,0.552,6.584
2011-03-02,0.338,15.084
2011-03-03,0.5,6.77
2011-03-04,0.5,10.167
2011-03-05,0.193,5.771
2011-03-06,0.196,3.833
2011-03-07,1.424,19.312
2011-03-08,0.891,21.562
2011-03-09,0.641,11.188
2011-03-10,0.104,5.542
2011-03-11,0.583,5.062
2011-03-12,0.236,4.652
2011-03-13,0.408,7.562
2011-03-14,0.809,6.646
2011-03-15,0.933,11.0
2011-03-16,0.381,8.042
2011-03-17,0.084,3.083
2011-03-18,0.0,2.146
2011-03-19,0.301,6.062
2011-03-20,0.172,5.938
2011-03-21,0.348,4.625
2011-03-22,0.663,5.688
2011-03-23,0.62,17.125
2011-03-24,0.208,2.625
2011-03-25,0.021,2.584
2011-03-26,0.28,5.146
2011-03-27,0.746,6.854
2011-03-28,1.872,23.292
2011-03-29,0.829,15.895
2011-03-30,1.426,15.042
2011-03-31,0.062,4.417
2011-04-01,0.786,6.512
2011-04-02,0.417,9.479
2011-04-03,0.188,8.479
2011-04-04,0.479,4.062
2011-04-05,0.562,11.116
2011-04-06,0.958,14.854
2011-04-07,0.789,5.667
2011-04-08,0.0,5.896
2011-04-09,0.0,8.334
2011-04-10,1.021,24.208
2011-04-11,0.562,14.104
2011-04-12,0.438,18.229
2011-04-13,1.27,15.167
2011-04-14,2.021,28.792
2011-04-15,1.872,18.75
2011-04-16,0.333,20.396
2011-04-17,0.104,8.334
2011-04-18,0.458,13.104
2011-04-19,0.042,6.396
2011-04-20,0.0,2.688
2011-04-21,0.534,8.396
2011-04-22,0.661,14.354
2011-04-23,0.0,6.5
2011-04-24,0.354,12.271
2011-04-25,0.312,12.521
2011-04-26,0.666,11.188
2011-04-27,0.646,25.271
2011-04-28,0.148,8.062
2011-04-29,0.0,8.458
2011-04-30,1.25,20.688
2011-05-01,0.229,18.0
2011-05-02,0.292,71.239
2011-05-03,0.146,70.688
2011-05-04,0.292,29.771
2011-05-05,0.021,13.52
2011-05-06,0.192,26.25
2011-05-07,0.458,18.062
2011-05-08,0.688,24.542
2011-05-09,0.812,19.375
2011-05-10,0.25,14.646
2011-05-11,0.0,16.916
2011-05-12,0.022,24.812
2011-05-13,0.489,65.25
2011-05-14,0.875,25.5
2011-05-15,0.792,22.584
2011-05-16,1.708,33.146
2011-05-17,1.146,39.084
2011-05-18,0.771,25.0
2011-05-19,1.384,16.792
2011-05-20,1.854,24.834
2011-05-21,0.896,24.562
2011-05-22,0.0,14.875
2011-05-23,0.104,13.729
2011-05-24,0.396,16.011
2011-05-25,0.428,13.055
2011-05-26,0.448,16.875
2011-05-27,0.042,10.875
2011-05-28,0.292,29.729
2011-05-29,0.0,8.292
2011-05-30,0.0,7.625
2011-05-31,0.042,11.792
2011-06-01,0.146,16.916
2011-06-02,0.193,5.333
2011-06-03,0.232,18.02
2011-06-04,0.854,29.271
2011-06-05,0.958,34.666
2011-06-06,0.792,34.066
2011-06-07,0.792,18.854
2011-06-08,0.98,20.062
2011-06-09,0.434,22.176
2011-06-10,0.746,31.416
2011-06-11,0.312,28.208
2011-06-12,0.396,22.23
2011-06-13,0.354,14.52
2011-06-14,0.0,13.084
2011-06-15,0.021,6.375
2011-06-16,0.49,9.0
2011-06-17,0.448,14.542
2011-06-18,0.083,19.438
2011-06-19,0.25,20.562
2011-06-20,0.625,28.229
2011-06-21,0.396,8.208
2011-06-22,0.062,11.78
2011-06-23,0.042,8.542
2011-06-24,0.256,19.084
2011-06-25,0.0,4.042
2011-06-26,0.0,10.354
2011-06-27,0.021,11.688
2011-06-28,0.042,11.562
2011-06-29,0.0,16.292
2011-06-30,0.297,16.458
2011-07-01,0.15,17.334
2011-07-02,0.0,23.334
2011-07-03,0.104,34.654
2011-07-04,0.021,25.202
2011-07-05,0.208,29.042
2011-07-06,0.354,34.0
2011-07-07,0.342,38.458
2011-07-08,0.212,14.0
2011-07-09,0.334,18.902
2011-07-10,0.375,18.166
2011-07-11,0.47,20.518
2011-07-12,0.312,12.021
2011-07-13,0.617,22.479
2011-07-14,0.744,24.625
2011-07-15,0.807,26.438
2011-07-16,1.0,24.688
2011-07-17,0.708,41.271
2011-07-18,0.521,39.952
2011-07-19,0.25,11.708
2011-07-20,0.66,15.604
2011-07-21,0.619,25.312
2011-07-22,0.0,9.73
2011-07-23,0.334,9.188
2011-07-24,0.104,19.5
2011-07-25,0.146,23.333
2011-07-26,0.125,16.688
2011-07-27,0.042,20.021
2011-07-28,0.106,8.979
2011-07-29,0.0,21.896
2011-07-30,0.062,22.5
2011-07-31,0.292,12.416
2011-08-01,0.146,10.958
2011-08-02,0.229,23.23
2011-08-03,0.386,22.479
2011-08-04,0.405,23.271
2011-08-05,0.446,29.334
2011-08-06,0.188,12.479
2011-08-07,0.604,21.254
2011-08-08,0.729,26.48
2011-08-09,0.646,20.354
2011-08-10,0.532,28.666
2011-08-11,0.195,31.138
2011-08-12,0.232,34.23
2011-08-13,0.104,23.648
2011-08-14,0.208,18.339
2011-08-15,0.146,21.708
2011-08-16,0.062,31.378
2011-08-17,0.0,39.992
2011-08-18,0.085,26.858
2011-08-19,0.021,4.146
2011-08-20,0.0,4.979
2011-08-21,0.0,5.334
2011-08-22,0.084,5.604
2011-08-23,0.0,8.25
2011-08-24,0.212,16.27
2011-08-25,0.022,4.396
2011-08-26,0.0,5.667
2011-08-27,0.146,7.188
2011-08-28,0.146,14.875
2011-08-29,0.104,13.688
2011-08-30,0.208,27.146
2011-08-31,0.362,29.938
2011-09-01,0.276,12.024
2011-09-02,0.34,13.731
2011-09-03,0.188,13.354
2011-09-04,0.0,6.521
2011-09-05,0.0,4.688
2011-09-06,0.104,6.083
2011-09-07,0.258,2.417
2011-09-08,0.3,12.208
2011-09-09,0.296,19.083
2011-09-10,0.104,24.25
2011-09-11,0.104,25.23
2011-09-12,0.25,15.792
2011-09-13,0.375,13.646
2011-09-14,0.629,21.094
2011-09-15,0.532,26.708
2011-09-16,0.617,16.766
2011-09-17,0.0,14.188
2011-09-18,0.042,9.229
2011-09-19,0.0,4.0
2011-09-20,0.0,2.458
2011-09-21,0.0,4.37
2011-09-22,0.0,3.146
2011-09-23,0.128,4.834
2011-09-24,0.0,3.521
2011-09-25,0.354,7.562
2011-09-26,0.131,20.986
2011-09-27,0.354,9.854
2011-09-28,0.49,15.542
2011-09-29,0.638,18.584
2011-09-30,0.042,11.396
2011-10-01,0.042,7.729
2011-10-02,0.042,4.333
2011-10-03,0.062,4.688
2011-10-04,0.042,2.667
2011-10-05,0.13,10.271
2011-10-06,0.212,5.875
2011-10-07,0.574,16.271
2011-10-08,0.396,20.292
2011-10-09,0.354,26.312
2011-10-10,1.375,30.208
2011-10-11,0.812,21.125
2011-10-12,0.448,23.0
2011-10-13,0.392,20.042
2011-10-14,0.385,12.896
2011-10-15,0.062,8.688
2011-10-16,0.646,12.792
2011-10-17,0.584,16.667
2011-10-18,0.0,10.292
2011-10-19,0.042,10.021
2011-10-20,0.552,10.834
2011-10-21,0.491,15.166
2011-10-22,0.208,11.958
2011-10-23,0.167,4.292
2011-10-24,0.084,5.146
2011-10-25,0.271,9.718
2011-10-26,0.042,7.77
2011-10-27,0.044,7.0
2011-10-28,0.382,7.875
2011-10-29,0.458,10.396
2011-10-30,0.084,22.188
2011-10-31,0.021,3.062
2011-11-01,0.27,7.958
2011-11-02,0.375,9.146
2011-11-03,0.318,13.604
2011-11-04,0.403,16.5
2011-11-05,0.292,18.916
2011-11-06,0.0,2.75
2011-11-07,0.0,4.938
2011-11-08,0.021,5.396
2011-11-09,0.166,3.125
2011-11-10,0.022,3.73
2011-11-11,0.0,4.584
2011-11-12,0.166,3.458
2011-11-13,0.042,9.271
2011-11-14,0.875,22.73
2011-11-15,0.0,4.438
2011-11-16,0.25,5.084
2011-11-17,0.721,10.125
2011-11-18,0.19,9.334
2011-11-19,0.0,4.688
2011-11-20,0.0,4.666
2011-11-21,0.0,3.146
2011-11-22,0.062,4.188
2011-11-23,0.854,5.542
2011-11-24,0.233,5.834
2011-11-25,0.0,1.312
2011-11-26,0.166,2.875
2011-11-27,0.188,3.23
2011-11-28,0.896,38.75
2011-11-29,0.938,24.27
2011-11-30,0.125,8.152
2011-12-01,0.0,1.208
2011-12-02,0.062,2.208
2011-12-03,0.0,4.312
2011-12-04,0.0,2.583
2011-12-05,0.0,3.5
2011-12-06,0.0,3.875
2011-12-07,0.021,2.104
2011-12-08,0.346,1.771
2011-12-09,0.042,1.417
2011-12-10,0.25,3.708
2011-12-11,0.0,2.542
2011-12-12,0.0,4.271
2011-12-13,0.354,3.708
2011-12-14,0.208,3.729
2011-12-15,0.47,6.229
2011-12-16,0.13,1.416
2011-12-17,0.479,2.5
2011-12-18,0.0,1.667
2011-12-19,0.188,1.834
2011-12-20,0.104,4.0
2011-12-21,0.826,3.416
2011-12-22,1.38,10.666
2011-12-23,0.252,3.146
2011-12-24,0.458,3.166
2011-12-25,0.646,1.834
2011-12-26,0.15,4.45
2011-12-27,0.152,2.938
2011-12-28,0.258,2.021
2011-12-29,0.848,5.726
2011-12-30,0.342,4.854
2011-12-31,0.521,3.354
2012-01-01,,
2012-01-02,,
2012-01-03,,
2012-01-04,,
2012-01-05,,
2012-01-06,,
2012-01-07,,
2012-01-08,,
2012-01-09,,
2012-01-10,,
2012-01-11,,
2012-01-12,,
2012-01-13,,
2012-01-14,,
2012-01-15,,
2012-01-16,,
2012-01-17,,
2012-01-18,,
2012-01-19,,
2012-01-20,,
2012-01-21,,
2012-01-22,,
2012-01-23,,
2012-01-24,,
2012-01-25,,
2012-01-26,,
2012-01-27,,
2012-01-28,,
2012-01-29,,
2012-01-30,,
2012-01-31,,
2012-02-01,,
2012-02-02,,
2012-02-03,,
2012-02-04,,
2012-02-05,,
2012-02-06,,
2012-02-07,,
2012-02-08,,
2012-02-09,,
2012-02-10,,
2012-02-11,,
2012-02-12,,
2012-02-13,,
2012-02-14,,
2012-02-15,,
2012-02-16,,
2012-02-17,,
2012-02-18,,
2012-02-19,,
2012-02-20,,
2012-02-21,,
2012-02-22,,
2012-02-23,,
2012-02-24,,
2012-02-25,,
2012-02-26,,
2012-02-27,,
2012-02-28,,
2012-02-29,,
2012-03-01,,
2012-03-02,,
2012-03-03,,
2012-03-04,,
2012-03-05,,
2012-03-06,,
2012-03-07,,
2012-03-08,,
2012-03-09,,
2012-03-10,,
2012-03-11,,
2012-03-12,,
2012-03-13,,
2012-03-14,,
2012-03-15,,
2012-03-16,,
2012-03-17,,
2012-03-18,,
2012-03-19,,
2012-03-20,,
2012-03-21,,
2012-03-22,,
2012-03-23,,
2012-03-24,,
2012-03-25,,
2012-03-26,,
2012-03-27,,
2012-03-28,,
2012-03-29,,
2012-03-30,,
2012-03-31,,
2012-04-01,,
2012-04-02,,
2012-04-03,,
2012-04-04,,
2012-04-05,,
2012-04-06,,
2012-04-07,,
2012-04-08,,
2012-04-09,,
2012-04-10,,
2012-04-11,,
2012-04-12,,
2012-04-13,,
