date,CO_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,THC_mean
2011-02-10,3.9945,64.0,40.333,19.0,22.486333333333334,33.5,11.013666666666666,,1.1920000000000002,11.972333333333333,91.0,40.333,-10.0,191.565,15.174,206.739
2011-02-11,3.271,66.0,39.125,21.0,13.898666666666665,20.645333333333333,6.747,,0.854,10.097333333333333,77.0,34.75,-4.0,190.609,13.304,203.913
2011-02-12,3.104,53.0,38.875,24.0,8.889000000000001,10.847333333333333,1.9583333333333333,,0.8335,9.680666666666667,77.0,25.625,-19.0,190.87,8.13,199.0
2011-02-13,4.0,60.0,39.292,26.0,23.701666666666668,40.888,17.186666666666664,,1.4635,18.269000000000002,72.0,37.208,-12.0,191.0,13.682,204.682
2011-02-14,5.242,89.0,71.708,50.0,31.750333333333334,68.36133333333333,36.611,,1.271,38.666333333333334,61.0,32.333,2.0,193.043,27.087,220.13
2011-02-15,4.8125,88.0,58.25,34.0,18.291666666666668,44.611,26.319333333333333,,1.479,21.763666666666666,119.0,54.875,26.0,193.826,19.13,212.957
2011-02-16,3.354,75.0,48.708,32.0,20.013,33.31666666666667,13.302999999999999,,0.6839999999999999,16.458333333333332,47.0,24.25,4.0,190.783,13.87,204.652
2011-02-17,3.7195,85.0,55.917,20.0,19.277666666666665,40.19433333333333,20.91633333333333,,1.039,17.500333333333334,85.0,25.708,-22.0,191.261,16.174,207.435
2011-02-18,3.0415,76.0,41.667,16.0,11.001666666666667,15.962666666666669,4.9606666666666674,,0.7705,10.013666666666667,47.0,9.875,-20.0,191.435,4.696,196.13
2011-02-19,3.635,57.0,35.75,14.0,13.055666666666667,16.264,3.2083333333333335,,1.0835,12.319333333333333,71.0,14.75,-48.0,192.652,9.957,202.609
2011-02-20,4.479,53.0,36.125,16.0,26.722333333333335,42.75,16.028000000000002,,1.5415,16.180666666666667,101.0,38.875,-22.0,193.304,17.217,210.522
2011-02-21,3.739,59.0,35.25,12.0,24.25,36.93066666666667,12.680666666666667,,1.354,17.167,134.0,65.625,-13.0,190.087,15.217,205.304
2011-02-22,4.1955,60.0,49.542,34.0,22.188333333333333,34.478,12.290000000000001,,2.391,24.811666666666667,114.0,70.542,30.0,192.524,13.905,206.429
2011-02-23,4.979,89.0,74.417,44.0,26.057333333333332,48.550333333333334,22.49266666666667,,1.258,33.763666666666666,123.0,72.208,42.0,191.435,22.174,213.609
2011-02-24,4.2925,68.0,42.792,25.0,15.294333333333332,20.655333333333335,5.360666666666667,,3.0869999999999997,27.347333333333335,153.0,100.958,67.0,192.652,9.087,201.739
2011-02-25,3.875,89.0,75.375,52.0,15.445666666666668,23.23,7.7843333333333335,,0.3545,14.472333333333333,77.0,51.792,26.0,189.826,7.565,197.391
2011-02-26,3.1875,81.0,51.958,32.0,9.347,12.597,3.25,,0.125,10.861333333333334,88.0,41.625,15.0,192.304,8.652,200.957
2011-02-27,2.771,44.0,33.458,21.0,10.027666666666667,15.888666666666666,5.861,,0.16699999999999998,9.722333333333333,69.0,28.25,-3.0,190.261,3.609,193.87
2011-02-28,3.5815,57.0,40.833,25.0,23.194666666666667,42.5,19.305666666666667,,0.8125,15.583333333333334,61.0,21.625,-26.0,191.087,12.13,203.217
2011-03-01,5.625,91.0,72.792,48.0,30.048666666666666,64.50766666666667,34.459666666666664,,0.941,24.95866666666667,114.0,61.583,8.0,195.478,26.957,222.435
2011-03-02,4.673,91.0,86.667,78.0,27.328,58.12966666666667,30.801666666666666,,0.7725,24.65233333333333,61.0,49.417,45.0,194.045,24.545,218.591
2011-03-03,3.875,91.0,63.167,37.0,15.228666666666667,22.288,7.058999999999998,,1.0,17.819333333333333,128.0,76.833,37.0,190.826,9.0,199.826
2011-03-04,3.396,86.0,59.917,49.0,7.291666666666667,9.138666666666667,1.8470000000000002,,0.7085,17.778000000000002,67.0,47.167,21.0,190.609,5.348,195.957
2011-03-05,4.604,91.0,88.625,83.0,24.721999999999998,43.916666666666664,19.194666666666667,,0.25,14.917000000000002,71.0,39.125,8.0,192.261,17.217,209.478
2011-03-06,4.970000000000001,92.0,80.458,58.0,23.902666666666665,55.764,31.861333333333334,,1.229,24.291666666666668,167.0,104.667,48.0,195.174,29.652,224.826
2011-03-07,4.729,92.0,56.917,31.0,18.944666666666667,28.319333333333333,9.375,,1.25,34.333333333333336,153.0,122.75,88.0,194.0,15.478,209.478
2011-03-08,4.625,68.0,58.5,49.0,21.602,32.975,11.373333333333333,,1.2345,25.222333333333335,114.0,91.583,74.0,192.478,12.13,204.609
2011-03-09,4.494,89.0,85.625,70.0,24.486,44.889,20.402666666666665,,0.53,19.180333333333333,86.0,64.458,42.0,192.652,16.609,209.261
2011-03-10,3.875,90.0,82.333,65.0,18.192999999999998,27.84766666666667,9.654666666666667,,0.0,6.791666666666667,80.0,52.292,37.0,191.0,9.913,200.913
2011-03-11,3.4165,87.0,71.958,52.0,9.083333333333334,11.541666666666666,2.458,,0.271,8.805666666666667,92.0,53.833,29.0,190.348,6.565,196.913
2011-03-12,3.25,65.0,46.792,27.0,13.333333333333334,19.778000000000002,6.444333333333333,,0.5625,5.889,105.0,48.917,15.0,190.783,5.522,196.304
2011-03-13,3.008,65.0,39.833,22.0,16.555666666666667,24.764,8.208333333333334,,0.3125,6.597333333333334,102.0,48.5,7.0,190.826,6.652,197.478
2011-03-14,3.5415,72.0,46.0,29.0,21.264,32.986,11.722,,0.9375,14.375,104.0,54.375,1.0,191.783,11.522,203.304
2011-03-15,3.326,75.0,44.542,22.0,16.947333333333333,28.335333333333335,11.387666666666666,,0.8220000000000001,16.666666666666668,111.0,54.75,3.0,191.905,12.429,204.333
2011-03-16,3.6500000000000004,64.0,40.792,23.0,21.263666666666666,31.0,9.736333333333334,,1.2505,21.355999999999998,109.0,61.792,13.0,191.435,11.957,203.391
2011-03-17,5.5625,84.0,66.083,54.0,32.735,58.489,25.754,,1.396,44.80566666666667,103.0,62.417,38.0,197.87,29.957,227.826
2011-03-18,5.4585,91.0,83.917,72.0,19.375,33.041666666666664,13.666666666666666,,0.4585,37.22233333333333,109.0,79.375,44.0,201.0,32.522,233.522
2011-03-19,2.5625,82.0,35.208,18.0,10.722,16.333333333333332,5.6113333333333335,,0.1875,7.361,105.0,73.458,41.0,190.478,4.87,195.348
2011-03-20,2.4945,47.0,30.75,14.0,11.541666666666666,15.208333333333334,3.6666666666666665,,0.729,13.485999999999999,134.0,74.333,11.0,188.609,6.87,195.478
2011-03-21,2.375,42.0,30.75,18.0,11.180333333333332,16.569666666666667,5.389,,0.479,10.916666666666666,113.0,64.542,23.0,189.391,5.478,194.87
2011-03-22,4.2085,58.0,40.25,25.0,32.254666666666665,53.88966666666667,21.63533333333333,,1.6015000000000001,29.124666666666666,132.0,73.25,-8.0,192.783,21.913,214.696
2011-03-23,4.7745,91.0,66.75,48.0,30.528000000000002,46.416666666666664,15.888666666666666,,1.4625,42.93066666666667,114.0,88.583,62.0,192.087,19.609,211.696
2011-03-24,3.354,88.0,60.375,25.0,14.335999999999999,19.547,5.210999999999999,,0.45799999999999996,10.097333333333333,155.0,87.208,59.0,190.217,9.783,200.0
2011-03-25,2.896,71.0,40.083,15.0,10.25,13.514000000000001,3.264,,0.646,8.5,131.0,74.5,22.0,191.739,7.565,199.304
2011-03-26,3.0220000000000002,57.0,34.875,18.0,18.44333333333333,27.326000000000004,8.882666666666665,,0.7284999999999999,11.527000000000001,112.0,63.292,12.0,193.182,8.318,201.5
2011-03-27,3.3675,68.0,40.333,17.0,20.361333333333334,28.264,7.903000000000001,,1.208,16.028000000000002,149.0,83.083,14.0,192.957,10.957,203.913
2011-03-28,3.7295,63.0,44.75,24.0,19.486333333333334,28.54133333333333,9.055666666666667,,1.479,23.027666666666665,176.0,91.667,34.0,191.522,11.087,202.609
2011-03-29,3.2085,59.0,37.583,13.0,18.095333333333333,25.786,7.69,,1.133,17.458,185.0,110.583,51.0,191.217,10.348,201.565
2011-03-30,4.949,66.0,48.375,33.0,35.72233333333333,58.472,22.75,,1.721,32.028,203.0,129.917,71.0,197.739,40.0,237.739
2011-03-31,3.333,78.0,55.667,41.0,16.456,28.515,12.059333333333335,,0.5625,19.916666666666668,195.0,112.375,56.0,192.565,17.609,210.174
2011-04-01,3.5,68.0,47.0,20.0,23.472333333333335,35.512,12.039666666666667,,0.9585,20.194333333333333,170.0,97.417,21.0,,,
2011-04-02,3.854,72.0,42.042,21.0,19.152666666666665,27.472333333333335,8.319333333333333,,1.1875,27.041666666666668,200.0,116.042,44.0,,,
2011-04-03,2.7915,65.0,35.958,24.0,8.25,10.069333333333333,1.8196666666666665,,0.0625,12.291666666666666,110.0,73.917,52.0,,,
2011-04-04,2.354,47.0,28.042,9.0,11.569333333333333,17.541666666666668,5.972333333333334,,0.0415,10.180666666666667,137.0,79.417,33.0,,,
2011-04-05,3.4095,54.0,29.625,12.0,25.433000000000003,37.62233333333333,12.189666666666668,,1.297,18.236,180.0,95.375,7.0,,,
2011-04-06,3.021,55.0,30.375,7.0,22.694666666666667,31.639,8.944666666666668,,1.2915,16.625,216.0,133.208,54.0,,,
2011-04-07,3.7295,59.0,41.75,21.0,29.805666666666667,43.236,13.430333333333332,,1.24,27.486333333333334,211.0,140.458,83.0,,,
2011-04-08,3.3369999999999997,70.0,47.958,30.0,25.418000000000003,36.543,11.125,,1.104,25.625,228.0,155.458,84.0,,,
2011-04-09,3.7705,91.0,80.25,70.0,23.944333333333333,38.722,14.778,,0.6455,30.958333333333332,153.0,132.792,123.0,,,
2011-04-10,3.25,88.0,59.958,37.0,7.652666666666666,8.694333333333333,1.0416666666666667,,0.6455,17.805333333333333,186.0,137.917,99.0,,,
2011-04-11,3.7175000000000002,82.0,56.0,35.0,17.391333333333332,23.195666666666668,5.804333333333333,,1.023,29.732333333333333,204.0,125.875,81.0,190.625,10.5,201.125
2011-04-12,2.9395,59.0,28.292,13.0,15.681,22.721999999999998,7.041333333333333,,0.51,17.708333333333332,154.0,99.5,57.0,189.087,8.652,197.739
2011-04-13,3.8125,49.0,31.667,13.0,26.5,38.666666666666664,12.167000000000002,,1.2915,22.75,224.0,134.208,36.0,191.348,19.391,210.739
2011-04-14,3.896,60.0,32.667,15.0,26.166666666666668,35.68033333333333,9.514000000000001,,2.0875,31.875,242.0,162.833,78.0,191.913,18.739,210.652
2011-04-15,3.9585,59.0,41.583,22.0,26.97066666666667,39.016666666666666,12.046666666666667,,2.3335,34.31933333333333,257.0,186.25,109.0,191.87,26.348,218.217
2011-04-16,2.9375,82.0,45.0,26.0,13.055333333333332,18.583333333333332,5.527666666666666,,1.104,27.527666666666665,257.0,171.833,101.0,189.261,13.217,202.478
2011-04-17,2.542,59.0,35.708,15.0,5.25,6.208000000000001,0.9583333333333334,,0.771,14.541666666666666,201.0,133.958,77.0,187.913,5.043,192.957
2011-04-18,2.917,82.0,57.583,43.0,15.764000000000001,21.027666666666665,5.264,,1.2295,18.777666666666665,179.0,138.375,106.0,188.957,10.435,199.391
2011-04-19,3.0925000000000002,91.0,85.125,79.0,17.102,25.918333333333333,8.816666666666668,,0.0,16.791666666666668,110.0,85.208,52.0,187.348,7.913,195.261
2011-04-20,3.2915,91.0,64.375,29.0,17.486,28.917,11.430333333333332,,0.396,19.236,175.0,100.083,39.0,189.783,13.087,202.87
2011-04-21,3.174,88.0,67.0,54.0,14.597333333333333,21.292333333333335,6.695,,0.7729999999999999,18.133666666666667,146.0,110.583,78.0,187.714,8.333,196.048
2011-04-22,4.25,86.0,68.917,50.0,24.802999999999997,36.11266666666666,11.309666666666667,,1.333,48.422333333333334,184.0,147.167,105.0,190.739,20.348,211.087
2011-04-23,2.4375,88.0,74.583,61.0,9.264000000000001,11.333333333333334,2.0696666666666665,,0.979,17.403000000000002,197.0,166.875,129.0,184.348,8.174,192.522
2011-04-24,2.875,71.0,44.042,21.0,7.319333333333333,8.235999999999999,0.9170000000000001,,0.667,11.416666666666666,201.0,148.208,96.0,188.522,5.348,193.87
2011-04-25,3.5,84.0,51.5,20.0,22.308999999999997,36.425333333333334,14.116333333333335,,0.8185,19.261333333333333,182.0,124.25,71.0,193.455,13.0,206.455
2011-04-26,3.3885,75.0,49.292,24.0,23.516666666666666,33.072,9.555,,1.059,20.819333333333333,198.0,126.125,63.0,189.391,14.304,203.696
2011-04-27,3.021,81.0,58.125,29.0,14.916666666666666,24.305333333333333,9.388666666666666,,1.229,36.889,272.0,179.917,91.0,187.696,11.652,199.348
2011-04-28,2.699,88.0,48.458,17.0,10.555666666666667,13.402666666666667,2.8473333333333333,,0.634,18.013666666666666,271.0,186.042,116.0,186.783,7.565,194.348
2011-04-29,2.854,78.0,45.042,26.0,11.297333333333333,14.007666666666667,2.7103333333333333,,0.625,14.444333333333333,202.0,146.125,104.0,187.696,7.13,194.826
2011-04-30,4.125,80.0,53.792,35.0,20.139,24.708333333333332,4.5696666666666665,,1.542,27.152666666666665,210.0,154.167,85.0,191.696,15.435,207.13
2011-05-01,3.4585,86.0,63.75,37.0,14.125,16.777666666666665,2.6526666666666667,,0.8335,28.153000000000002,242.0,173.25,140.0,190.522,15.13,205.652
2011-05-02,3.0415,88.0,32.0,19.0,14.416666666666666,19.041666666666668,4.625,,0.5415,87.27766666666666,242.0,191.292,137.0,190.0,8.913,198.913
2011-05-03,3.6294999999999997,83.0,58.208,34.0,13.924666666666667,17.597666666666665,3.6733333333333333,,0.445,58.958333333333336,187.0,146.875,107.0,190.609,11.174,201.783
2011-05-04,3.25,88.0,54.0,14.0,11.277666666666667,13.500333333333336,2.2223333333333333,,0.6875,32.708333333333336,251.0,179.708,122.0,189.739,11.174,200.913
2011-05-05,2.839,66.0,54.458,47.0,11.666666666666666,13.638666666666666,1.9723333333333333,,0.2995,21.055666666666667,159.0,143.292,125.0,190.043,8.696,198.739
2011-05-06,3.0415,78.0,65.208,49.0,15.11,20.91,5.8,,0.5625,24.652666666666665,184.0,150.625,120.0,187.826,8.783,196.609
2011-05-07,3.729,92.0,82.958,70.0,19.639,27.958333333333332,8.319333333333333,,0.7295,47.013666666666666,176.0,154.292,138.0,190.0,16.739,206.739
2011-05-08,3.3125,90.0,47.583,12.0,8.805333333333333,10.111333333333333,1.3056666666666665,,0.854,29.846999999999998,294.0,205.417,132.0,189.739,11.696,201.435
2011-05-09,3.771,75.0,44.708,25.0,17.694666666666667,22.361,4.666666666666667,,1.458,25.791666666666668,255.0,193.75,131.0,191.478,14.174,205.652
2011-05-10,3.7345,87.0,69.083,42.0,24.073666666666668,33.808,9.734333333333334,,0.9125000000000001,29.014,285.0,203.292,162.0,191.13,23.913,215.043
2011-05-11,4.0,94.0,88.75,75.0,19.794,26.444000000000003,6.650333333333333,,0.22549999999999998,24.555333333333333,167.0,142.875,135.0,188.762,14.476,203.238
2011-05-12,4.3065,94.0,87.417,73.0,20.041666666666668,28.527666666666665,8.485999999999999,,0.3035,29.596999999999998,176.0,152.958,132.0,188.87,19.174,208.043
2011-05-13,3.792,93.0,66.083,36.0,17.458666666666666,28.045666666666666,10.587,,0.875,25.653000000000002,264.0,197.333,144.0,188.261,17.652,205.913
2011-05-14,3.542,74.0,39.667,15.0,15.875333333333336,21.305666666666667,5.430666666666667,,1.021,42.68033333333333,264.0,191.5,114.0,189.913,11.565,201.478
2011-05-15,2.9375,57.0,31.292,13.0,9.083,9.930666666666667,0.847,,1.0625,19.514,271.0,198.625,119.0,189.13,8.522,197.652
2011-05-16,3.5435,65.0,47.333,32.0,22.01466666666667,30.971333333333334,8.956666666666665,,1.2389999999999999,29.43466666666667,249.0,187.083,131.0,192.773,16.773,209.545
2011-05-17,3.8169999999999997,83.0,60.292,42.0,23.754,34.190666666666665,10.436666666666666,,1.23,41.875,225.0,179.917,154.0,193.652,23.783,217.435
2011-05-18,3.7915,73.0,50.333,30.0,18.583333333333332,25.514,6.930666666666667,,1.146,34.43033333333333,255.0,194.875,131.0,190.913,14.261,205.174
2011-05-19,4.013,79.0,52.292,25.0,24.875,32.597,7.722333333333334,,1.432,40.833333333333336,281.0,209.292,135.0,194.478,23.696,218.174
2011-05-20,3.9585,76.0,52.708,28.0,24.776666666666667,31.110000000000003,6.333333333333333,,1.729,44.916666666666664,297.0,227.0,156.0,194.087,24.87,218.957
2011-05-21,4.021,86.0,60.333,29.0,20.166666666666668,26.652666666666665,6.486,,1.854,52.94433333333333,317.0,235.708,169.0,192.652,23.391,216.043
2011-05-22,3.125,90.0,79.75,51.0,9.750333333333332,11.541666666666666,1.7913333333333334,,0.625,37.041666666666664,262.0,188.958,150.0,189.043,12.957,202.0
2011-05-23,2.75,90.0,78.042,58.0,12.25,15.736333333333334,3.486333333333333,,0.10400000000000001,17.555333333333333,185.0,154.167,129.0,187.826,11.348,199.174
2011-05-24,2.9475,93.0,74.958,48.0,19.526666666666667,28.13033333333333,8.603666666666667,,0.4485,16.111,198.0,148.208,113.0,188.174,12.826,201.0
2011-05-25,3.4345,86.0,56.375,28.0,16.884,22.159333333333336,5.275333333333333,,0.915,20.855333333333334,268.0,191.625,118.0,189.091,18.909,208.0
2011-05-26,3.9835000000000003,92.0,75.375,59.0,27.639,43.24966666666666,15.611333333333334,,1.3595,41.125,201.0,169.333,150.0,194.87,21.652,216.522
2011-05-27,3.646,93.0,79.458,64.0,24.266333333333336,35.54633333333334,11.280333333333333,,1.0625,33.972,198.0,176.083,161.0,190.87,18.826,209.696
2011-05-28,3.75,93.0,89.417,80.0,16.916666666666668,23.166666666666668,6.25,,0.35450000000000004,30.444333333333333,195.0,174.208,155.0,190.783,16.696,207.478
2011-05-29,2.979,94.0,93.042,91.0,8.833333333333334,11.389000000000001,2.5556666666666668,,0.271,10.833333333333334,189.0,177.375,164.0,188.043,11.174,199.217
2011-05-30,2.646,94.0,74.167,54.0,14.430666666666667,22.471999999999998,8.041666666666666,,0.396,11.597333333333333,217.0,179.292,159.0,185.391,12.348,197.739
2011-05-31,2.4565,68.0,58.042,46.0,10.764000000000001,15.442999999999998,4.679333333333333,,0.1085,14.583333333333334,209.0,160.583,123.0,186.522,5.87,192.391
2011-06-01,2.9565,86.0,63.458,51.0,14.203000000000001,21.304000000000002,7.101666666666667,,0.587,37.73166666666666,171.0,143.625,119.0,187.136,10.955,198.091
2011-06-02,4.1365,93.0,87.125,83.0,23.471999999999998,40.111,16.638666666666666,,0.4735,64.08333333333333,148.0,139.0,128.0,192.0,21.435,213.435
2011-06-03,4.25,93.0,67.458,45.0,20.296,30.945666666666664,10.65,,1.1045,30.889,260.0,200.25,132.0,191.957,23.522,215.478
2011-06-04,4.3955,89.0,64.0,26.0,16.791666666666668,21.930666666666667,5.139,,1.1875,43.5,290.0,223.917,164.0,192.783,22.87,215.652
2011-06-05,4.2085,91.0,74.0,54.0,12.833333333333334,14.764000000000001,1.9303333333333335,,1.2295,59.25,259.0,216.083,176.0,193.913,18.261,212.174
2011-06-06,3.354,93.0,55.917,24.0,15.903,20.722333333333335,4.819333333333334,,0.792,36.264,306.0,236.042,169.0,187.87,11.87,199.739
2011-06-07,3.778,76.0,61.583,49.0,20.69333333333333,29.854666666666663,9.161333333333333,,3.27,36.236,256.0,215.208,175.0,192.913,18.913,211.826
2011-06-08,3.1875,84.0,66.708,52.0,20.917,31.486333333333334,10.569333333333333,,1.2085,23.375,249.0,204.583,163.0,191.043,21.739,212.783
2011-06-09,3.4835000000000003,85.0,64.875,43.0,14.735999999999999,17.166666666666668,2.4306666666666668,,1.2614999999999998,27.791666666666668,267.0,223.083,182.0,188.304,17.609,205.913
2011-06-10,4.708,87.0,72.292,56.0,26.090000000000003,36.333333333333336,10.243,,0.896,54.333666666666666,259.0,229.0,195.0,192.261,27.478,219.739
2011-06-11,4.417,95.0,76.167,55.0,17.833333333333332,22.319666666666667,4.4863333333333335,,0.8125,43.25,269.0,230.917,206.0,191.478,21.043,212.522
2011-06-12,4.729,88.0,65.792,44.0,11.972333333333333,13.139000000000001,1.1666666666666667,,1.292,37.81966666666667,265.0,232.0,204.0,194.0,18.435,212.435
2011-06-13,4.958,94.0,76.75,59.0,20.013666666666666,23.986,3.9723333333333333,,1.104,39.18033333333333,255.0,224.292,186.0,195.478,21.652,217.13
2011-06-14,4.1795,87.0,70.417,46.0,17.979333333333333,23.73866666666667,5.759,,0.949,34.111,257.0,222.0,197.0,193.957,18.609,212.565
2011-06-15,3.2395,73.0,56.417,47.0,20.348,28.173666666666662,7.826333333333334,,1.022,14.449333333333334,239.0,208.167,177.0,192.0,17.0,209.0
2011-06-16,3.693,90.0,72.125,56.0,19.722333333333335,30.555666666666667,10.832999999999998,,1.263,26.305333333333333,249.0,203.708,167.0,195.478,20.696,216.174
2011-06-17,3.125,94.0,84.792,70.0,17.969333333333335,26.723333333333333,8.754333333333333,,0.3125,17.514,221.0,191.375,169.0,186.522,13.261,199.783
