date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min,CO_mean
2012-07-14,175.123,10.66,10.153,13.278,3.125,,1.533,25.66,185.784,93.0,87.5,78.5,26.6,24.473,22.8,4.208
2012-07-15,174.445,12.761,7.535,12.007,4.472,,2.017,26.33,187.206,92.5,75.916,57.5,31.15,27.36,23.6,3.125
2012-07-16,169.77,9.027,4.93,9.563,4.632,,2.041,12.618,178.797,79.0,67.292,56.0,31.5,28.896,26.25,1.792
2012-07-17,173.434,12.978,8.776,14.489,5.713,,2.48,23.62,186.414,85.0,66.417,46.5,33.75,29.229,24.95,3.542
2012-07-18,172.25,10.579,7.509,12.742,5.233,,1.732,17.801,182.829,77.5,60.438,42.5,34.4,29.975,26.05,2.227
2012-07-19,173.212,10.63,7.625,15.646,8.021,,2.147,18.631,183.842,80.5,72.229,61.0,30.4,28.05,25.95,2.417
2012-07-20,172.5,9.282,8.786,14.482,5.696,,2.213,27.91,181.783,92.5,79.938,57.0,31.55,27.317,25.6,2.75
2012-07-21,179.176,10.919,11.472,14.278,2.806,,2.675,49.549,190.095,89.5,72.312,50.0,32.3,27.95,24.8,2.583
2012-07-22,182.183,9.279,8.25,9.938,1.687,,2.575,48.819,191.462,82.5,69.75,50.5,32.15,28.273,25.25,3.208
2012-07-23,178.761,9.435,8.633,10.604,1.971,,2.021,32.374,188.196,81.5,68.188,52.0,32.0,28.523,25.75,2.625
2012-07-24,177.551,11.614,9.486,12.542,3.056,,2.421,24.517,189.165,84.0,67.604,51.0,32.35,28.71,25.65,2.739
2012-07-25,177.919,10.862,11.563,14.871,3.307,,2.808,25.632,188.78,80.5,68.354,49.5,33.05,28.629,25.55,2.75
2012-07-26,176.519,10.946,11.375,14.472,3.097,,2.508,26.986,187.464,82.5,66.292,50.0,33.2,29.079,25.45,3.208
2012-07-27,174.76,12.13,10.36,13.147,2.787,,4.309,42.514,186.892,81.0,67.208,50.5,33.0,29.104,25.35,2.042
2012-07-28,173.807,12.368,10.479,12.438,1.958,,3.267,51.424,186.174,81.0,69.625,53.5,33.3,29.483,26.6,3.25
2012-07-29,172.514,10.546,8.91,10.667,1.757,,2.367,27.396,183.06,84.5,67.646,48.0,34.05,29.398,26.75,1.292
2012-07-30,176.38,11.808,8.8,11.83,3.03,,2.663,40.073,188.189,79.5,65.792,48.5,33.9,29.619,26.2,2.292
2012-07-31,178.015,12.003,9.652,13.867,4.215,,2.868,23.097,190.018,82.0,62.458,44.0,34.35,29.715,25.8,2.652
2012-08-01,177.968,9.292,5.991,7.789,1.798,,1.617,14.75,187.26,73.0,60.25,50.5,33.15,30.015,25.95,1.042
2012-08-02,176.904,10.011,6.424,10.584,4.16,,1.808,16.333,186.915,73.5,60.166,47.5,34.25,30.592,27.3,1.833
2012-08-03,180.726,12.228,11.349,16.534,5.186,,2.882,21.132,192.955,81.5,59.625,43.0,34.35,29.819,25.75,3.333
2012-08-04,180.906,11.3,8.292,10.431,2.139,,2.067,19.5,192.206,76.5,56.625,43.5,34.45,30.398,25.25,1.583
2012-08-05,177.815,9.196,5.792,7.882,2.09,,1.517,14.722,187.012,73.0,60.792,50.0,33.8,30.438,28.1,1.25
2012-08-06,176.556,12.329,13.961,19.621,5.66,,4.367,25.992,188.885,77.5,68.334,56.5,32.25,29.196,27.15,3.708
2012-08-07,172.712,12.432,12.182,16.109,3.926,,3.708,31.771,185.144,84.5,66.334,47.0,34.7,29.885,26.15,2.957
2012-08-08,175.916,10.182,11.214,13.661,2.448,,3.417,26.278,186.098,75.0,60.916,47.5,32.9,29.479,25.8,2.958
2012-08-09,178.331,10.096,11.813,13.771,1.958,,4.592,33.229,188.426,78.0,63.52,49.5,31.55,28.279,26.25,3.417
2012-08-10,178.58,9.714,12.359,15.104,2.745,,4.14,35.917,188.294,81.5,62.77,30.5,33.55,28.669,24.85,3.783
2012-08-11,175.949,10.63,9.756,12.588,2.832,,2.688,39.76,186.58,93.0,77.666,57.5,30.75,27.065,24.3,2.958
2012-08-12,174.828,9.008,8.736,12.542,3.806,,5.633,45.548,183.836,91.0,74.417,57.0,32.05,28.415,25.9,3.333
2012-08-13,172.896,7.07,7.147,9.911,2.764,,2.928,36.972,179.966,90.0,76.354,58.0,31.5,28.715,26.75,3.292
2012-08-14,172.606,7.472,6.83,8.828,1.998,,0.992,21.757,180.078,94.0,87.75,76.0,27.9,26.238,25.0,2.458
2012-08-15,171.636,7.7,5.489,9.593,4.104,,1.392,21.583,179.337,89.5,75.396,59.5,31.4,28.3,25.5,2.333
2012-08-16,170.0,7.001,5.104,9.625,4.521,,1.267,15.076,177.0,83.0,66.48,50.0,33.5,29.548,26.05,2.458
2012-08-17,170.195,9.267,8.325,13.824,5.499,,2.321,19.57,179.462,82.5,67.23,49.5,33.4,29.454,26.35,2.565
2012-08-18,173.079,9.808,10.257,13.59,3.333,,2.333,28.882,182.886,84.0,69.292,54.0,32.6,28.66,25.2,3.125
2012-08-19,172.316,16.079,6.854,8.875,2.021,,1.658,22.507,188.395,84.0,68.334,48.0,32.55,28.671,25.95,1.625
2012-08-20,173.435,9.108,7.419,10.841,3.422,,1.905,14.634,182.544,81.5,63.166,45.0,33.3,28.979,25.2,2.792
2012-08-21,175.212,9.17,9.154,12.401,3.248,,2.683,17.812,184.382,81.0,67.146,50.5,32.8,28.167,24.7,3.478
2012-08-22,173.471,9.64,10.95,16.782,5.832,,3.608,18.93,183.11,79.5,66.188,47.0,33.65,28.406,24.45,3.75
2012-08-23,171.888,10.614,9.834,14.41,4.576,,2.35,20.139,182.502,81.0,67.333,50.0,32.4,28.946,25.9,2.792
2012-08-24,174.496,11.451,9.749,14.26,4.512,,2.309,20.271,185.946,80.5,65.521,47.5,33.5,29.042,25.35,3.167
2012-08-25,174.576,10.064,8.298,11.667,3.368,,2.2,17.347,184.64,81.5,62.334,45.0,33.95,29.229,24.9,2.708
2012-08-26,173.344,7.746,5.847,8.229,2.382,,1.6,14.806,181.09,78.5,57.646,43.0,33.85,30.075,26.05,1.5
2012-08-27,172.15,6.678,3.742,5.119,1.378,,1.193,10.408,178.828,65.5,54.104,43.5,33.7,30.435,27.4,0.708
2012-08-28,169.674,8.445,5.126,7.914,2.788,,1.211,11.25,178.12,82.5,70.312,57.0,30.9,28.381,26.15,1.913
2012-08-29,170.004,8.725,7.783,12.313,4.53,,2.534,17.903,178.728,84.0,73.25,59.0,31.8,28.45,26.55,2.875
2012-08-30,169.377,8.797,7.604,13.167,5.562,,2.2,19.653,178.174,86.0,67.875,51.0,32.6,29.115,26.5,2.25
2012-08-31,174.699,7.31,7.731,9.883,2.152,,2.571,17.569,182.009,81.5,60.708,45.0,30.8,27.958,24.35,2.292
2012-09-01,179.656,8.22,7.514,8.903,1.389,,1.525,19.132,187.875,89.5,66.77,49.0,29.2,25.683,23.35,2.875
2012-09-02,177.505,9.282,7.298,9.0,1.702,,2.708,27.479,186.788,89.0,71.166,49.5,31.75,27.015,23.4,2.958
2012-09-03,175.578,10.21,11.062,14.681,3.618,,2.117,24.088,185.788,84.5,73.396,52.0,30.9,26.375,24.05,3.292
2012-09-04,174.82,10.335,11.278,16.656,5.378,,4.555,34.999,185.155,87.0,71.271,52.0,31.45,27.098,23.4,3.913
2012-09-05,172.552,7.856,6.506,10.803,4.298,,1.872,15.036,180.408,84.0,71.292,54.5,30.7,27.377,24.45,2.167
2012-09-06,172.959,9.156,9.646,13.688,4.042,,2.46,21.285,182.114,83.5,70.958,54.0,31.5,26.956,23.85,3.542
2012-09-07,174.402,9.302,9.66,12.772,3.111,,4.6,33.066,183.705,85.0,67.688,47.5,32.3,28.115,24.9,2.125
2012-09-08,175.269,8.982,6.521,9.576,3.056,,1.763,21.042,184.25,81.5,68.792,50.5,31.05,27.952,25.7,3.083
2012-09-09,175.252,7.36,4.75,6.493,1.743,,1.367,12.653,182.612,78.5,67.083,51.0,31.45,27.923,25.5,1.5
2012-09-10,174.766,8.222,6.428,9.491,3.063,,1.299,13.156,182.987,82.5,70.52,53.0,30.6,27.144,24.75,1.75
2012-09-11,180.953,8.343,6.94,8.782,1.841,,1.062,12.326,189.296,75.5,64.084,50.5,30.5,26.817,24.45,2.348
2012-09-12,180.584,10.644,9.503,12.56,3.057,,2.475,25.75,191.228,78.5,67.333,53.0,30.85,26.788,23.3,3.333
2012-09-13,179.076,10.813,9.5,12.57,3.07,,3.133,45.792,189.888,82.0,73.0,56.0,31.0,26.979,24.25,3.458
2012-09-14,178.883,9.229,7.326,10.042,2.716,,1.961,41.335,188.112,86.0,68.104,48.5,31.15,27.765,24.2,2.667
2012-09-15,176.622,9.074,7.035,9.972,2.938,,1.25,21.924,185.696,87.5,70.23,46.0,32.2,27.338,24.6,2.083
2012-09-16,175.306,6.292,5.32,7.194,1.875,,0.608,13.049,181.598,89.5,73.25,57.0,30.25,27.154,23.75,0.917
2012-09-17,171.826,4.864,2.998,4.785,1.787,,0.727,11.215,176.69,85.0,71.042,57.0,30.2,27.858,25.85,0.917
2012-09-18,178.044,7.456,8.97,11.814,2.844,,3.042,16.632,185.5,76.5,64.229,51.5,28.75,26.415,24.7,3.652
2012-09-19,183.1,8.852,11.342,13.576,2.234,,3.517,30.118,191.953,66.5,54.98,40.5,27.25,24.285,20.5,4.292
2012-09-20,184.968,10.85,13.701,16.562,2.861,,3.408,31.021,195.818,75.5,62.812,44.5,25.8,22.004,17.75,5.458
2012-09-21,184.935,11.608,13.934,16.426,2.492,,3.52,31.222,196.544,84.0,60.646,37.5,25.7,21.885,18.0,4.917
2012-09-22,183.907,10.272,11.847,13.632,1.785,,4.0,31.167,194.18,87.0,63.271,45.5,25.4,21.679,17.65,5.292
2012-09-23,180.655,7.409,6.326,7.41,1.083,,1.683,27.847,188.064,89.0,71.084,46.5,26.1,22.071,19.1,2.833
2012-09-24,179.62,7.69,6.343,7.923,1.581,,0.566,11.438,187.31,80.5,62.375,44.5,25.5,22.425,18.7,1.917
2012-09-25,180.038,5.792,4.116,4.881,0.765,,0.315,13.63,185.831,68.5,55.333,44.5,28.25,24.631,21.45,1.591
2012-09-26,181.736,7.53,7.079,8.672,1.593,,0.733,16.298,189.266,67.5,53.396,38.5,28.4,23.942,19.7,3.167
2012-09-27,181.272,9.93,9.868,12.111,2.243,,2.275,16.958,191.201,73.0,56.417,42.0,27.45,23.362,19.0,3.875
2012-09-28,181.0,10.196,10.986,13.693,2.708,,3.196,23.528,191.196,80.0,64.479,47.0,27.45,22.944,17.8,4.417
2012-09-29,179.055,7.623,10.66,12.403,1.743,,1.508,23.146,186.678,80.5,73.5,65.0,23.55,21.873,20.6,3.5
2012-09-30,177.551,5.39,5.653,6.771,1.118,,0.208,8.923,182.941,89.5,74.042,57.5,24.85,21.781,20.1,1.917
2012-10-01,182.06,6.581,5.731,7.27,1.54,,0.139,8.585,188.642,74.5,61.438,49.5,24.2,21.588,18.95,2.667
2012-10-02,183.024,6.903,6.824,9.118,2.294,,0.552,8.535,189.928,77.0,57.23,36.0,25.85,21.229,16.85,3.174
2012-10-03,181.683,6.66,6.278,7.945,1.666,,0.483,8.778,188.343,70.5,56.438,44.0,26.15,21.988,17.1,2.75
2012-10-04,179.343,4.892,5.042,6.771,1.729,,0.075,7.639,184.236,63.5,52.166,33.5,27.75,23.14,19.15,2.25
2012-10-05,181.905,10.835,11.77,14.704,2.934,,1.949,13.285,192.74,70.5,49.5,32.0,25.45,20.412,15.0,4.292
2012-10-06,183.449,14.248,15.729,19.361,3.632,,2.875,21.785,197.696,66.0,61.48,53.0,23.5,20.785,18.2,5.458
2012-10-07,182.055,5.996,4.09,4.757,0.667,,0.467,16.076,188.051,72.0,56.479,37.0,25.6,21.396,17.8,2.333
2012-10-08,181.88,5.85,4.218,4.926,0.708,,0.818,9.785,187.731,66.0,56.125,41.0,24.9,20.806,16.85,2.625
2012-10-09,181.187,10.17,6.292,7.366,1.074,,0.995,10.111,191.356,67.0,53.042,37.5,25.7,21.244,18.0,3.087
2012-10-10,182.203,11.994,14.237,18.349,4.112,,4.117,24.521,194.198,85.5,63.666,49.5,25.1,21.35,16.75,5.417
2012-10-11,181.451,8.913,9.5,12.32,2.82,,2.15,24.25,190.364,87.0,64.208,42.5,25.1,20.906,17.9,4.042
2012-10-12,182.761,7.566,5.458,7.056,1.598,,0.468,10.556,190.326,72.5,53.416,34.0,23.55,19.044,16.0,2.5
2012-10-13,183.348,9.622,7.792,9.472,1.68,,1.667,12.507,192.97,62.5,48.729,31.0,23.5,18.35,13.65,3.958
2012-10-14,183.797,11.806,10.278,12.09,1.812,,2.775,24.472,195.604,78.5,61.875,50.5,22.95,19.471,16.25,5.0
2012-10-15,184.913,11.956,9.224,11.502,2.278,,2.163,31.903,196.87,84.5,57.479,32.5,26.2,19.965,13.55,4.25
2012-10-16,182.812,8.93,8.533,9.989,1.456,,1.5,24.202,191.742,64.0,56.458,46.0,24.8,21.112,17.4,3.565
2012-10-17,183.298,14.673,17.838,24.424,6.586,,1.034,26.826,197.971,92.0,80.542,65.0,20.75,18.996,15.75,5.208
2012-10-18,181.813,7.924,5.992,7.642,1.65,,0.208,11.25,189.737,86.5,63.542,47.0,20.25,17.308,14.8,2.167
2012-10-19,183.37,5.478,5.402,6.955,1.553,,0.433,11.062,188.848,79.0,53.375,33.0,22.6,17.325,13.05,2.042
2012-10-20,185.163,10.758,13.192,17.442,4.25,,4.242,24.618,195.921,81.0,62.167,44.5,22.3,16.912,11.8,5.292
2012-10-21,185.228,10.592,15.933,19.942,4.008,,5.517,34.93,195.82,86.5,65.75,38.0,24.45,18.219,13.15,5.667
2012-10-22,183.18,10.354,13.466,19.026,5.561,,3.313,32.959,193.534,83.0,68.167,53.5,24.5,20.488,14.45,6.042
2012-10-23,182.527,7.895,9.152,11.671,2.519,,1.617,16.666,190.422,89.0,68.958,41.5,22.45,16.208,11.4,3.478
2012-10-24,185.158,9.911,10.242,12.782,2.54,,1.083,17.507,195.068,81.0,61.333,36.0,19.6,14.558,10.0,4.792
2012-10-25,185.971,12.964,16.15,21.775,5.625,,3.192,23.57,198.935,81.0,68.062,41.5,20.8,15.906,12.4,6.25
2012-10-26,185.087,13.848,14.236,17.864,3.628,,3.408,28.812,198.934,85.5,66.916,38.0,22.4,16.762,12.25,5.292
2012-10-27,184.28,15.42,19.2,23.992,4.792,,3.15,34.729,199.701,89.0,73.875,58.5,20.9,17.544,13.6,5.875
2012-10-28,182.788,9.332,8.192,9.867,1.675,,1.767,28.09,192.12,90.5,70.625,40.0,24.3,19.585,14.4,4.0
2012-10-29,183.999,10.14,6.553,8.543,1.989,,0.493,12.908,194.138,81.0,59.562,35.5,22.15,16.827,12.15,3.625
2012-10-30,185.636,8.895,12.383,17.156,4.774,,2.537,24.375,194.53,75.0,62.646,44.5,20.65,15.423,11.55,4.87
2012-10-31,183.797,7.342,9.988,12.738,2.751,,1.825,17.271,191.138,82.0,67.834,52.5,17.2,14.312,11.25,4.292
2012-11-01,183.9,6.576,9.219,11.995,2.775,,2.242,14.868,190.476,80.5,57.479,35.0,15.6,12.396,10.05,3.542
2012-11-02,185.196,7.761,7.444,9.594,2.15,,0.63,10.097,192.956,80.5,59.938,40.0,16.6,12.198,8.0,3.25
2012-11-03,184.862,6.277,6.142,7.55,1.408,,0.467,14.236,191.138,69.0,53.375,37.5,17.9,13.435,10.55,2.792
2012-11-04,184.536,7.441,8.842,10.392,1.55,,1.5,17.285,191.976,74.5,58.062,48.0,16.1,12.683,8.3,3.917
2012-11-05,183.434,12.63,18.894,26.566,7.671,,1.135,25.518,196.066,87.5,79.0,66.0,17.25,14.694,12.4,5.917
2012-11-06,185.418,10.687,11.758,14.587,2.829,,3.417,27.674,196.104,76.0,56.666,40.0,18.6,15.908,12.95,5.0
2012-11-07,183.908,9.008,10.315,13.155,2.84,,2.958,26.493,192.916,66.5,51.896,37.5,18.2,15.394,12.45,4.417
2012-11-08,183.741,11.242,13.85,17.767,3.917,,2.433,31.68,194.983,82.0,64.083,43.5,19.25,14.317,9.15,5.083
2012-11-09,185.456,9.914,9.598,11.58,1.981,,1.478,29.938,195.37,72.0,55.875,34.5,20.0,15.456,12.2,4.208
2012-11-10,184.37,7.67,6.883,8.2,1.317,,0.642,22.465,192.04,68.5,56.438,45.0,15.7,13.667,10.8,3.417
2012-11-11,182.84,10.84,14.625,19.317,4.692,,1.05,15.57,193.682,89.0,77.042,55.5,16.7,14.602,12.35,4.458
2012-11-12,184.478,10.0,9.705,13.272,3.566,,3.433,24.896,194.478,55.5,48.292,40.5,17.2,14.815,13.25,3.958
2012-11-13,184.24,10.036,11.498,15.111,3.613,,4.238,23.302,194.275,72.5,51.729,33.0,15.7,13.998,11.8,4.043
2012-11-14,185.057,7.367,8.18,11.099,2.919,,2.092,12.826,192.424,74.5,57.458,42.0,11.7,9.31,5.4,3.667
2012-11-15,187.224,11.234,11.233,15.325,4.092,,0.717,8.472,198.458,82.0,67.938,45.0,12.4,8.379,5.15,4.25
2012-11-16,184.804,10.74,11.627,18.42,6.793,,2.117,8.306,195.544,84.5,64.604,46.0,15.85,11.331,4.5,5.25
2012-11-17,182.022,8.494,10.8,12.817,2.017,,1.133,14.097,190.516,91.0,81.834,61.5,14.9,12.488,9.05,4.0
2012-11-18,183.398,9.122,6.508,8.467,1.958,,0.642,13.125,192.519,82.0,61.125,34.5,15.8,10.5,6.35,3.75
2012-11-19,184.75,13.286,14.09,20.996,6.907,,3.555,21.214,198.036,79.5,62.834,50.0,15.9,11.354,5.05,6.0
2012-11-20,183.508,10.076,10.685,13.867,3.182,,2.203,24.119,193.582,75.0,55.208,37.5,15.85,12.104,8.45,4.913
2012-11-21,184.978,10.484,10.88,14.537,3.657,,1.3,13.597,195.462,74.5,59.979,43.0,15.05,10.762,5.8,4.667
2012-11-22,185.202,15.434,18.525,26.142,7.617,,3.684,20.889,200.636,72.5,63.854,49.5,16.85,13.306,10.35,6.042
2012-11-23,187.739,11.0,12.219,14.969,2.749,,2.848,27.104,198.74,79.5,64.646,45.0,16.05,13.325,11.75,4.708
2012-11-24,185.66,7.988,7.858,9.542,1.683,,1.116,8.806,193.648,69.0,61.729,52.5,12.65,11.271,9.8,3.542
2012-11-25,185.25,8.144,8.533,10.317,1.783,,1.717,11.833,193.394,72.0,61.396,45.5,15.05,11.688,8.1,3.667
2012-11-26,184.935,8.608,12.462,17.176,4.714,,1.693,14.532,193.544,89.5,70.021,43.0,14.25,11.621,8.85,4.667
2012-11-27,186.826,6.942,8.091,11.068,2.977,,1.375,8.902,193.767,61.0,46.229,31.0,11.3,8.012,4.15,3.217
2012-11-28,187.986,15.354,15.608,21.817,6.209,,3.234,13.667,203.34,77.0,61.917,43.0,12.8,7.929,2.45,5.583
2012-11-29,190.044,24.558,22.367,40.108,17.742,,2.717,26.416,214.602,85.5,77.625,66.0,13.15,9.733,7.25,7.667
2012-11-30,188.478,12.261,11.558,16.178,4.62,,0.974,17.639,200.739,86.5,66.354,41.0,14.2,9.625,6.25,4.417
2012-12-01,186.855,9.458,7.64,10.068,2.428,,1.55,10.236,196.312,82.0,60.354,37.5,11.8,7.706,5.1,3.833
2012-12-02,185.16,5.486,8.125,9.952,1.826,,0.758,7.75,190.645,83.0,67.854,49.5,7.6,5.735,4.0,3.583
2012-12-03,185.728,12.066,17.657,25.396,7.74,,2.489,20.25,197.794,88.0,76.229,49.5,11.25,7.315,2.7,7.5
2012-12-04,185.538,6.661,8.372,11.002,2.63,,3.3,16.249,192.199,88.5,46.542,29.0,12.05,7.971,2.7,3.455
2012-12-05,189.479,12.417,13.406,19.086,5.68,,2.308,11.063,201.896,76.0,58.583,33.5,11.45,6.771,1.75,4.208
2012-12-06,185.979,6.708,8.389,10.958,2.57,,2.825,11.25,192.688,66.5,51.646,39.5,10.35,5.033,0.25,4.0
2012-12-07,185.544,10.587,13.307,19.141,5.834,,2.631,12.743,196.13,84.0,62.792,40.0,8.6,4.367,-0.2,4.917
2012-12-08,185.042,6.448,8.483,10.792,2.309,,5.058,16.847,191.49,88.5,55.646,33.0,9.15,6.342,3.85,4.083
2012-12-09,183.669,4.326,5.5,7.111,1.611,,4.208,11.201,187.996,64.5,50.292,36.0,5.75,4.085,1.7,3.083
2012-12-10,185.304,9.652,9.967,13.507,3.54,,2.248,7.076,194.956,71.0,57.146,38.0,7.3,3.7,0.6,3.875
2012-12-11,186.837,12.589,13.743,19.102,5.358,,2.508,9.268,199.426,77.0,57.542,36.0,8.65,4.121,0.25,4.696
2012-12-12,188.614,10.742,12.074,16.232,4.158,,1.083,7.076,199.356,75.5,58.979,40.0,9.9,4.596,0.25,5.208
2012-12-13,187.759,15.296,15.951,22.778,6.826,,2.442,10.229,203.054,78.5,62.042,36.0,10.95,4.933,0.25,5.958
2012-12-14,188.826,19.782,27.27,46.791,19.52,,5.021,29.007,208.608,87.5,72.354,51.0,11.35,6.89,2.05,9.25
2012-12-15,189.708,27.624,26.514,50.59,24.076,,1.6,35.25,217.332,89.5,86.812,77.0,13.3,10.95,8.5,10.833
2012-12-16,184.292,6.674,6.576,8.014,1.438,,1.058,10.729,190.966,83.0,61.854,42.5,14.55,11.127,8.7,3.958
2012-12-17,186.106,13.064,20.229,29.694,9.465,,2.423,22.758,199.17,82.5,71.438,60.0,10.9,8.898,7.4,8.208
2012-12-18,185.154,9.256,13.097,17.227,4.13,,1.245,15.49,194.41,85.0,60.5,41.5,10.3,8.233,5.3,4.727
2012-12-19,185.722,8.398,10.801,14.32,3.519,,0.625,6.799,194.12,76.5,60.729,43.5,8.85,5.954,3.1,5.042
2012-12-20,186.511,12.25,13.868,20.264,6.396,,1.975,9.514,198.761,81.5,61.938,41.0,10.75,5.554,1.0,4.417
2012-12-21,185.065,12.761,20.619,26.848,6.229,,1.192,12.986,197.826,86.5,70.334,57.0,8.4,5.908,2.65,5.917
2012-12-22,184.92,12.364,14.57,22.202,7.632,,0.758,10.597,197.284,87.0,75.292,59.0,12.65,8.481,5.85,5.708
2012-12-23,186.758,7.486,7.674,10.41,2.736,,1.575,14.882,194.244,84.5,60.792,42.0,9.6,4.448,0.6,3.958
2012-12-24,184.721,4.992,7.735,10.089,2.355,,1.99,9.472,189.714,71.0,52.812,42.0,4.25,1.456,-0.5,3.458
2012-12-25,186.37,9.392,13.664,17.997,4.334,,3.242,19.001,195.761,73.5,62.729,45.0,8.95,4.827,-0.05,5.0
2012-12-26,186.552,8.1,9.671,12.616,2.944,,1.058,8.181,194.653,69.5,54.896,34.0,7.5,3.767,1.05,4.083
2012-12-27,186.048,11.423,15.771,20.882,5.111,,3.446,11.358,197.471,71.5,58.792,39.0,8.75,3.394,-0.95,6.875
2012-12-28,186.852,10.474,21.111,28.534,7.423,,0.891,12.091,197.326,87.0,78.25,56.5,6.55,5.26,3.65,6.043
2012-12-29,186.924,12.66,15.611,20.764,5.153,,1.158,9.479,199.584,88.0,74.375,52.5,12.6,8.929,5.8,5.667
2012-12-30,186.289,8.873,11.653,14.792,3.139,,1.092,10.34,195.162,89.0,73.812,54.0,9.3,7.954,4.7,4.792
2012-12-31,184.542,3.119,5.057,6.733,1.676,,2.24,8.743,187.66,64.5,48.666,39.0,4.9,2.806,-0.2,2.75
2013-01-01,194.146,6.375,8.382,10.153,1.771,25.625,5.317,,200.521,55.0,45.396,34.0,12.6,11.023,9.4,4.083
2013-01-02,194.25,7.646,8.706,10.758,2.052,15.708,3.719,,201.896,64.0,47.062,30.0,13.2,9.01,4.7,4.042
2013-01-03,194.87,11.087,13.883,18.542,4.659,18.667,4.618,,205.956,77.0,62.916,41.0,11.95,6.727,1.4,5.875
2013-01-04,194.458,9.938,10.868,15.09,4.222,17.042,3.3,,204.396,79.5,60.062,36.5,13.15,7.817,4.05,4.875
2013-01-05,193.396,4.25,4.445,5.805,1.361,6.958,0.758,,197.646,60.5,51.979,41.0,8.6,6.288,4.65,3.167
2013-01-06,196.004,10.772,12.544,16.515,3.971,11.87,2.601,,206.776,71.5,60.354,48.5,9.55,5.925,3.1,5.375
2013-01-07,195.084,13.438,18.745,25.478,6.733,18.708,6.845,,208.521,74.0,61.98,44.0,11.5,6.935,2.65,5.739
2013-01-08,191.979,12.5,19.549,27.403,7.854,20.292,5.15,,204.48,85.0,72.334,60.5,9.3,7.998,6.9,6.208
2013-01-09,191.583,8.771,8.4,11.186,2.786,5.333,0.865,,200.354,85.5,64.916,39.0,7.9,5.594,2.05,3.375
2013-01-10,193.326,7.696,8.772,12.397,3.624,5.667,0.867,,201.022,69.5,56.104,36.5,5.85,3.094,0.55,4.083
2013-01-11,195.583,11.979,11.111,14.687,3.576,18.208,2.592,,207.562,76.5,57.208,33.5,8.55,3.867,0.45,4.667
2013-01-12,196.708,11.688,13.104,17.035,3.931,27.5,4.358,,208.396,75.5,61.396,40.0,8.6,3.575,-0.7,5.5
2013-01-13,196.375,11.042,10.21,12.718,2.508,24.208,2.767,,207.417,75.5,59.833,42.0,8.95,4.69,0.85,4.583
2013-01-14,192.772,10.222,9.658,13.49,3.832,5.417,0.846,,202.994,76.5,61.792,45.5,8.55,4.079,0.5,3.75
2013-01-15,192.336,9.464,8.729,12.361,3.632,3.042,0.525,,201.8,77.5,60.021,36.0,9.65,4.906,0.4,3.783
2013-01-16,192.758,10.03,9.499,13.523,4.024,4.5,0.775,,202.788,80.0,56.438,34.0,10.95,6.252,1.5,3.625
2013-01-17,197.39,12.52,11.615,15.085,3.47,18.625,1.586,,209.91,71.0,58.479,40.0,9.4,5.467,2.4,5.292
2013-01-18,197.77,11.375,11.903,14.778,2.875,27.708,3.925,,209.146,80.5,64.542,41.0,8.15,4.488,1.9,5.458
2013-01-19,196.354,8.416,5.528,6.861,1.334,7.083,0.575,,204.77,80.0,65.021,46.5,6.3,2.629,0.1,3.458
2013-01-20,197.917,15.458,20.832,33.095,12.263,21.917,4.302,,213.375,87.0,73.854,56.5,9.0,4.458,0.0,6.333
2013-01-21,195.958,10.812,12.34,16.875,4.535,23.5,3.75,,206.77,86.0,63.479,42.5,6.7,4.215,1.8,5.304
2013-01-22,197.042,11.438,11.153,14.646,3.493,16.625,1.95,,208.48,77.0,59.02,43.0,7.3,3.777,0.95,5.0
2013-01-23,198.225,13.38,15.624,21.261,5.638,18.542,2.336,,211.605,80.0,62.48,38.5,9.35,3.946,-0.5,5.417
2013-01-24,196.68,15.302,19.201,30.967,11.766,24.042,5.538,,211.982,83.0,66.625,46.0,12.4,6.125,0.05,8.833
2013-01-25,192.438,15.062,22.076,35.757,13.68,25.167,6.342,,207.5,88.0,76.084,55.5,12.8,8.881,4.2,7.542
2013-01-26,191.979,5.875,6.278,8.34,2.062,14.167,1.217,,197.854,85.0,61.625,43.5,11.35,7.765,2.35,3.75
2013-01-27,193.958,6.771,12.056,15.966,3.91,12.0,2.325,,200.729,71.5,53.75,36.5,8.25,3.058,-0.75,5.375
2013-01-28,195.458,16.542,20.674,35.382,14.708,18.864,3.308,,212.0,85.5,77.0,56.0,11.25,5.848,0.25,7.0
2013-01-29,194.89,15.546,20.028,27.757,7.729,24.167,5.45,,210.436,84.5,65.312,38.0,13.1,6.879,1.75,7.292
2013-01-30,197.125,22.458,27.868,45.816,17.948,31.958,3.59,,219.584,89.5,79.375,63.0,13.85,9.04,5.95,9.917
2013-01-31,195.456,13.478,15.646,20.22,4.573,22.5,3.461,,208.935,83.0,58.417,28.0,14.75,10.173,5.85,6.5
2013-02-01,198.125,17.896,27.325,39.996,12.67,28.5,6.2,,216.02,77.5,65.896,47.0,14.35,8.815,3.25,8.5
2013-02-02,193.75,16.125,23.41,34.188,10.778,35.708,4.167,,209.875,89.0,80.562,66.0,16.45,12.033,9.55,7.417
