date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CO_mean
2011-01-01,5.292,5.958,0.666,,1.958,13.166,3.25
2011-01-02,3.73,4.042,0.312,,1.208,6.708,2.667
2011-01-03,4.125,4.75,0.625,,2.0,16.5,2.833
2011-01-04,5.52,6.521,1.0,,1.875,11.688,3.348
2011-01-05,10.025,13.165,3.14,,0.833,5.63,3.5
2011-01-06,10.0,12.804,2.804,,0.783,6.916,3.542
2011-01-07,6.458,7.688,1.229,,0.333,3.98,3.042
2011-01-08,4.646,5.708,1.062,,0.458,4.375,2.75
2011-01-09,7.584,9.396,1.812,,2.167,18.25,3.958
2011-01-10,7.708,12.98,5.271,,5.292,32.75,5.083
2011-01-11,4.521,5.958,1.438,,2.25,11.896,2.783
2011-01-12,7.542,17.458,9.916,,1.417,3.188,2.75
2011-01-13,7.087,11.674,4.587,,2.478,16.27,3.0
2011-01-14,7.583,11.229,3.646,,2.25,20.73,3.625
2011-01-15,6.334,7.48,1.146,,0.75,8.083,2.833
2011-01-16,3.729,3.958,0.229,,0.792,6.875,2.042
2011-01-17,6.75,8.584,1.834,,0.958,5.708,2.25
2011-01-18,12.271,24.208,11.938,,1.833,5.98,3.826
2011-01-19,8.2,11.286,3.086,,0.958,5.646,2.25
2011-01-20,3.652,3.956,0.304,,0.652,5.896,1.917
2011-01-21,7.354,9.479,2.125,,0.5,4.166,2.208
2011-01-22,5.958,8.854,2.896,,0.25,3.75,2.5
2011-01-23,8.208,10.688,2.479,,0.583,4.979,2.875
2011-01-24,4.5,5.833,1.334,,0.708,5.125,1.917
2011-01-25,4.812,6.083,1.271,,2.625,8.208,2.783
2011-01-26,5.771,8.229,2.458,,3.333,6.562,2.333
2011-01-27,9.413,10.891,1.478,,5.435,20.688,3.458
2011-01-28,11.334,14.583,3.25,,1.75,18.333,3.75
2011-01-29,6.438,7.438,1.0,,1.0,3.73,2.542
2011-01-30,9.334,13.729,4.396,,1.75,4.354,2.875
2011-01-31,6.979,8.792,1.812,,1.917,5.729,2.417
2011-02-01,3.75,4.23,0.479,,3.083,15.5,3.348
2011-02-02,4.354,5.312,0.958,,1.625,5.188,2.5
2011-02-03,5.273,7.114,1.841,,3.045,5.341,2.417
2011-02-04,6.292,6.938,0.646,,3.833,19.438,3.875
2011-02-05,5.334,5.792,0.458,,3.708,28.354,4.125
2011-02-06,17.958,40.584,22.625,,3.667,25.896,6.875
2011-02-07,9.748,15.339,5.591,,2.208,17.958,4.333
2011-02-08,4.042,4.958,0.917,,1.042,5.604,
2011-02-09,5.625,6.812,1.188,,2.292,5.417,
2011-02-10,11.326,14.63,3.304,,1.043,5.875,
2011-02-11,8.834,10.375,1.542,,1.0,6.708,
2011-02-12,8.688,10.188,1.5,,1.125,9.25,
2011-02-13,15.334,19.812,4.48,,1.833,11.917,
2011-02-14,16.334,28.166,11.833,,0.792,6.25,
2011-02-15,9.062,14.542,5.479,,1.167,11.792,
2011-02-16,7.292,8.938,1.646,,1.333,7.958,
2011-02-17,6.668,8.245,1.577,,1.435,7.792,
2011-02-18,7.396,9.27,1.875,,0.917,6.642,
2011-02-19,6.208,7.208,1.0,,0.667,5.062,
2011-02-20,13.646,17.729,4.084,,1.792,7.375,
2011-02-21,16.292,22.417,6.125,,2.25,16.75,
2011-02-22,13.312,20.021,6.708,,1.458,17.334,
2011-02-23,11.896,16.396,4.5,,1.917,17.271,
2011-02-24,6.326,7.152,0.826,,2.087,19.458,
2011-02-25,10.354,12.5,2.146,,0.5,15.855,
2011-02-26,3.75,4.208,0.458,,0.458,10.562,
2011-02-27,7.062,8.188,1.125,,0.042,7.833,
2011-02-28,11.771,15.792,4.021,,0.458,5.916,
2011-03-01,12.375,21.916,9.542,,0.458,9.354,
2011-03-02,6.891,7.978,1.087,,0.609,10.084,
2011-03-03,3.125,3.334,0.208,,0.833,15.396,
2011-03-04,7.208,8.521,1.312,,0.125,10.979,
2011-03-05,15.847,21.302,5.456,,0.792,4.131,
2011-03-06,10.584,15.208,4.625,,0.958,6.792,
2011-03-07,14.146,18.771,4.625,,2.792,46.062,
2011-03-08,11.792,18.916,7.125,,1.5,30.48,
2011-03-09,6.086,6.587,0.5,,1.087,24.792,
2011-03-10,8.083,9.312,1.23,,0.208,16.062,
2011-03-11,5.229,6.542,1.312,,0.875,12.125,
2011-03-12,7.854,9.77,1.917,,1.125,9.333,
2011-03-13,10.5,12.917,2.417,,0.75,8.98,
2011-03-14,9.812,11.916,2.104,,2.917,15.604,
2011-03-15,8.48,9.562,1.083,,2.042,23.312,
2011-03-16,8.392,9.856,1.464,,2.773,12.084,2.286
2011-03-17,6.792,7.292,0.5,,0.792,12.0,3.25
2011-03-18,7.854,8.75,0.896,,0.792,7.438,3.25
2011-03-19,6.572,7.74,1.168,,0.25,4.938,2.565
2011-03-20,7.938,9.792,1.854,,0.458,8.604,2.458
2011-03-21,9.708,11.271,1.562,,1.167,9.167,2.917
2011-03-22,17.0,28.042,11.042,,0.708,12.625,3.833
2011-03-23,12.304,14.892,2.587,,0.435,6.271,3.5
2011-03-24,5.833,6.812,0.979,,0.542,8.396,3.333
2011-03-25,3.666,4.166,0.5,,0.542,12.625,2.208
2011-03-26,7.396,8.854,1.458,,0.958,10.458,3.0
2011-03-27,11.812,13.375,1.562,,1.833,22.354,3.583
2011-03-28,8.729,9.458,0.729,,1.333,23.458,3.375
2011-03-29,10.084,12.521,2.438,,0.792,14.958,3.25
2011-03-30,4.609,4.935,0.326,,2.478,26.458,2.583
2011-03-31,5.479,6.334,0.854,,0.125,11.396,2.542
2011-04-01,18.173,25.226,7.052,,1.783,27.586,4.25
2011-04-02,7.52,9.396,1.875,,0.708,15.77,2.583
2011-04-03,2.271,3.354,1.084,,0.542,8.25,1.917
2011-04-04,3.708,4.854,1.146,,0.792,6.958,2.0
2011-04-05,9.729,12.312,2.584,,0.667,11.417,2.75
2011-04-06,14.73,23.458,8.729,,1.583,11.875,2.739
2011-04-07,7.125,8.771,1.646,,1.083,10.021,1.583
2011-04-08,5.478,7.022,1.544,,0.391,16.562,1.917
2011-04-09,6.688,8.208,1.521,,0.417,22.0,2.292
2011-04-10,9.0,10.479,1.479,,1.25,22.792,2.875
2011-04-11,8.562,10.312,1.75,,0.708,19.666,2.5
2011-04-12,10.021,14.312,4.292,,0.542,18.312,2.458
2011-04-13,10.646,12.396,1.75,,1.333,21.854,3.217
2011-04-14,12.645,16.062,3.416,,2.417,29.146,3.708
2011-04-15,7.26,8.465,1.204,,1.478,23.718,2.833
2011-04-16,5.042,6.23,1.188,,0.833,26.646,2.583
2011-04-17,5.104,6.458,1.354,,0.333,9.083,1.875
2011-04-18,10.729,14.229,3.5,,0.583,16.646,2.875
2011-04-19,5.021,6.521,1.5,,0.042,3.562,2.042
2011-04-20,7.604,9.688,2.084,,0.708,9.729,2.783
2011-04-21,11.188,14.73,3.542,,0.833,19.729,3.542
2011-04-22,7.522,8.913,1.391,,2.0,20.834,3.208
2011-04-23,7.084,8.458,1.375,,0.75,10.896,3.0
2011-04-24,6.0,7.229,1.229,,0.917,19.334,3.25
2011-04-25,6.833,8.104,1.271,,1.167,16.375,3.208
2011-04-26,14.02,16.0,1.979,,2.125,19.812,3.958
2011-04-27,6.312,7.375,1.062,,2.0,27.646,2.696
2011-04-28,7.48,9.021,1.542,,0.833,11.479,2.875
2011-04-29,10.087,11.587,1.5,,0.696,11.542,3.167
2011-04-30,5.312,5.896,0.584,,3.125,24.042,3.0
2011-05-01,3.271,3.875,0.604,,1.333,47.521,2.417
2011-05-02,8.497,9.712,1.214,,1.083,103.044,3.304
2011-05-03,10.334,12.292,1.958,,1.0,70.166,3.667
2011-05-04,5.646,7.146,1.5,,0.667,32.188,2.435
2011-05-05,5.146,6.229,1.083,,0.5,11.125,2.042
2011-05-06,7.13,10.109,2.978,,0.826,19.584,2.667
2011-05-07,4.958,5.896,0.938,,1.292,20.646,2.042
2011-05-08,6.52,7.604,1.084,,1.208,33.868,2.625
2011-05-09,10.854,12.771,1.916,,1.917,34.062,3.292
2011-05-10,6.625,9.208,2.584,,0.375,17.083,1.917
2011-05-11,9.042,10.458,1.416,,0.833,5.5,2.522
2011-05-12,8.604,10.708,2.104,,0.958,17.27,2.5
2011-05-13,6.37,7.5,1.13,,0.957,45.98,2.125
2011-05-14,6.583,7.292,0.708,,1.458,27.916,2.333
2011-05-15,6.854,7.396,0.542,,1.208,21.708,2.167
2011-05-16,8.434,8.869,0.435,,2.333,37.042,2.792
2011-05-17,8.75,9.792,1.042,,1.333,33.916,2.708
2011-05-18,9.708,10.416,0.708,,1.583,20.334,3.174
2011-05-19,12.667,13.625,0.958,,2.458,28.458,3.792
2011-05-20,7.391,8.5,1.108,,2.13,28.27,2.792
2011-05-21,6.646,8.5,1.854,,0.875,20.73,2.208
2011-05-22,2.292,2.875,0.584,,0.042,20.229,2.208
2011-05-23,5.562,6.854,1.292,,0.125,8.542,2.333
2011-05-24,5.416,6.625,1.208,,0.083,7.375,2.375
2011-05-25,8.188,11.583,3.396,,0.458,12.0,1.13
2011-05-26,9.146,10.792,1.646,,0.583,18.604,1.25
