date,CH4_mean,NMHC_mean,SO2_mean,SPM_mean,THC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean
2014-12-24,202.583,17.542,2.333,16.229,220.125,27.609,74.435,46.826,12.083
2014-12-25,201.833,12.292,1.542,11.98,214.125,24.792,71.292,46.5,9.083
2014-12-26,204.375,11.833,1.583,7.292,216.208,19.292,48.917,29.625,5.917
2014-12-27,205.458,14.083,1.375,9.396,219.542,21.083,44.958,23.875,8.5
2014-12-28,205.0,16.583,1.583,15.146,221.583,19.417,40.667,21.25,13.458
2014-12-29,206.167,16.208,1.833,23.438,222.375,24.125,48.375,24.25,18.5
2014-12-30,203.417,18.0,2.125,30.688,221.417,22.542,40.75,18.208,25.042
2014-12-31,200.833,10.167,1.5,22.958,211.0,11.083,17.5,6.417,17.917
2015-01-01,193.292,8.167,0.667,9.271,201.458,11.333,16.417,5.083,7.042
2015-01-02,193.125,9.958,0.75,11.583,203.083,14.375,21.958,7.583,10.083
2015-01-03,194.917,11.333,0.667,28.334,206.25,12.958,19.917,6.958,21.458
2015-01-04,194.565,12.217,0.0,24.0,206.783,14.0,30.0,16.0,18.958
2015-01-05,192.25,5.542,0.0,5.667,197.792,10.167,19.875,9.708,5.583
2015-01-06,192.208,9.917,,8.125,202.125,23.478,54.87,31.391,6.458
2015-01-07,191.524,7.333,1.077,7.304,198.857,18.478,44.043,25.565,6.826
2015-01-08,191.542,9.083,1.083,7.646,200.625,24.083,56.583,32.5,5.917
2015-01-09,192.125,7.083,0.917,8.875,199.208,18.125,32.042,13.917,6.125
2015-01-10,191.833,5.042,1.0,8.916,196.875,9.333,14.917,5.583,7.417
2015-01-11,192.5,5.708,1.042,6.188,198.208,13.125,26.583,13.458,4.625
2015-01-12,192.583,6.958,0.958,6.125,199.542,19.042,39.333,20.292,4.875
2015-01-13,192.542,10.792,1.125,8.333,203.333,23.708,58.625,34.917,7.542
2015-01-14,191.542,6.083,1.042,7.271,197.625,19.083,37.667,18.583,6.625
2015-01-15,193.458,8.583,1.125,10.604,202.042,21.25,49.583,28.333,9.75
2015-01-16,194.458,6.208,1.375,13.188,200.667,13.875,29.208,15.333,11.0
2015-01-17,195.042,7.25,1.583,17.188,202.292,14.667,24.875,10.208,15.333
2015-01-18,188.87,1.391,1.208,12.083,190.261,15.0,29.167,14.167,8.458
2015-01-19,185.833,3.0,0.783,2.584,188.833,25.958,59.292,33.333,3.292
2015-01-20,189.227,3.136,0.913,6.826,192.364,21.5,51.864,30.364,5.217
2015-01-21,189.958,1.042,0.958,4.146,191.0,13.167,31.5,18.333,4.75
2015-01-22,191.25,2.125,1.0,6.875,193.375,16.0,35.625,19.625,5.125
2015-01-23,191.292,2.25,1.083,7.416,193.542,20.625,38.542,17.917,5.542
2015-01-24,188.667,1.5,1.0,8.188,190.167,11.208,18.125,6.917,7.25
2015-01-25,190.708,3.292,1.083,8.125,194.0,20.583,43.0,22.417,7.667
2015-01-26,193.542,8.708,1.167,13.584,202.25,32.083,81.5,49.417,11.625
2015-01-27,193.167,5.5,1.25,11.729,198.667,24.0,53.667,29.667,9.625
2015-01-28,193.375,4.0,1.333,13.979,197.375,21.083,41.167,20.083,11.583
2015-01-29,194.458,1.917,1.375,9.792,196.375,21.583,39.042,17.458,7.542
2015-01-30,194.292,4.208,1.583,17.667,198.5,21.542,37.75,16.208,15.083
2015-01-31,193.167,4.042,1.083,11.521,197.208,16.167,25.292,9.125,9.583
2015-02-01,193.652,7.478,1.0,7.416,201.13,17.458,32.917,15.458,5.083
2015-02-02,193.542,8.458,1.174,11.458,202.0,22.833,44.333,21.5,10.0
2015-02-03,193.417,7.625,1.042,7.73,201.042,21.174,40.043,18.87,6.958
2015-02-04,193.042,10.333,1.583,10.52,203.375,24.417,60.542,36.125,8.667
2015-02-05,191.857,13.619,1.13,12.909,205.476,27.565,60.652,33.087,9.773
2015-02-06,192.917,8.833,1.042,11.542,201.75,18.208,37.5,19.292,10.792
2015-02-07,194.5,7.375,1.083,7.375,201.875,11.708,19.958,8.25,6.875
2015-02-08,195.333,10.917,1.625,9.0,206.25,21.875,47.542,25.667,7.583
2015-02-09,192.583,10.25,1.5,14.25,202.833,22.083,49.833,27.75,11.25
2015-02-10,194.083,5.75,1.125,11.438,199.833,12.208,29.042,16.833,10.417
2015-02-11,197.0,8.5,1.0,9.75,205.5,15.625,31.75,16.125,8.75
2015-02-12,198.375,12.958,1.375,15.042,211.333,23.875,55.375,31.5,13.25
2015-02-13,197.583,11.75,1.667,30.416,209.333,25.875,48.917,23.042,25.583
2015-02-14,190.292,13.042,1.083,24.208,203.333,14.5,30.542,16.042,11.25
2015-02-15,194.174,5.87,1.0,3.0,200.043,10.417,22.417,12.0,3.208
2015-02-16,194.636,6.364,1.25,4.935,201.0,15.318,35.773,20.455,4.478
2015-02-17,196.917,7.708,1.292,11.98,204.625,15.913,40.522,24.609,8.583
2015-02-18,199.042,10.0,1.208,9.021,209.042,19.667,47.75,28.083,7.958
2015-02-19,198.208,12.667,1.333,16.021,210.875,23.458,54.083,30.625,12.917
2015-02-20,199.958,12.458,1.083,34.062,212.417,23.958,47.25,23.292,25.292
2015-02-21,194.25,5.583,1.083,6.292,199.833,6.583,10.958,4.375,6.167
2015-02-22,199.292,6.958,0.958,10.333,206.25,14.667,28.917,14.25,10.0
2015-02-23,198.125,9.792,1.458,15.042,207.917,21.208,45.042,23.833,12.5
2015-02-24,197.542,5.458,0.958,7.354,203.0,12.542,23.708,11.167,5.417
2015-02-25,198.25,7.083,1.0,5.625,205.333,17.333,36.542,19.208,5.792
2015-02-26,198.125,6.542,1.0,10.854,204.667,16.958,34.875,17.917,10.333
2015-02-27,198.042,6.0,1.083,12.792,204.042,13.708,23.125,9.417,10.875
2015-02-28,198.417,5.958,1.125,10.479,204.375,11.833,19.125,7.292,9.375
2015-03-01,192.583,5.375,0.957,7.208,197.958,13.0,25.292,12.292,6.917
2015-03-02,195.273,8.955,0.957,10.261,204.227,24.273,50.136,25.864,8.391
2015-03-03,197.208,9.042,1.125,18.583,206.25,19.667,37.833,18.167,14.875
2015-03-04,200.125,10.0,1.208,13.23,210.125,19.792,38.292,18.5,11.875
2015-03-05,200.333,7.167,1.25,15.916,207.5,14.792,30.333,15.542,13.125
2015-03-06,196.708,8.042,0.875,22.229,204.75,14.167,26.042,11.875,13.958
2015-03-07,194.125,8.875,1.083,22.396,203.0,21.875,46.417,24.542,13.917
2015-03-08,191.917,5.792,1.292,15.375,197.708,15.458,36.75,21.292,11.917
2015-03-09,194.25,4.917,1.083,9.979,199.167,11.625,21.708,10.083,7.083
2015-03-10,195.625,5.875,1.125,12.396,201.5,15.583,29.542,13.958,9.792
2015-03-11,195.667,6.458,1.0,12.938,202.125,16.542,30.708,14.167,10.458
2015-03-12,196.75,7.583,1.0,9.062,204.333,14.583,28.375,13.792,7.667
2015-03-13,196.958,7.417,1.208,11.708,204.375,12.542,21.792,9.25,8.333
2015-03-14,194.304,7.087,1.25,12.917,201.391,19.375,42.167,22.792,7.5
2015-03-15,193.375,4.208,1.609,15.562,197.583,11.875,21.875,10.0,
2015-03-16,193.542,6.75,1.417,13.229,200.292,18.391,43.696,25.304,14.111
2015-03-17,194.333,10.167,2.083,20.438,204.5,23.5,46.458,22.958,17.958
2015-03-18,193.0,9.208,2.375,24.875,202.208,28.708,53.833,25.125,20.5
2015-03-19,188.0,7.583,1.708,17.271,195.583,15.25,29.25,14.0,14.042
2015-03-20,191.667,4.292,1.083,12.312,195.958,5.375,8.0,2.625,10.083
2015-03-21,192.667,4.208,1.083,5.896,196.875,10.25,17.667,7.417,5.542
2015-03-22,192.0,6.583,1.292,12.5,198.583,18.292,40.083,21.792,10.708
2015-03-23,191.783,5.87,1.087,6.538,197.652,17.083,33.75,16.667,6.208
2015-03-24,192.375,5.0,1.0,5.333,197.375,16.208,34.5,18.292,3.583
2015-03-25,192.75,6.333,0.958,3.526,199.083,16.348,36.783,20.435,5.087
2015-03-26,192.75,6.125,1.083,5.458,198.875,14.5,28.333,13.833,4.5
2015-03-27,193.208,6.333,1.25,8.834,199.542,13.542,25.5,11.958,7.167
2015-03-28,192.0,6.739,1.292,10.125,198.739,16.292,31.083,14.792,10.042
2015-03-29,192.917,6.917,1.783,19.562,199.833,19.667,41.25,21.583,18.542
2015-03-30,192.042,7.292,1.917,20.625,199.333,19.435,38.609,19.174,17.917
2015-03-31,192.208,8.042,1.458,17.542,200.25,15.458,28.625,13.167,15.583
2015-04-01,196.5,12.125,1.958,34.833,208.625,24.696,38.87,14.174,26.375
2015-04-02,196.318,7.091,1.522,14.544,203.409,17.087,32.217,15.13,12.478
2015-04-03,192.833,4.75,1.625,17.416,197.583,20.75,44.792,24.042,13.292
2015-04-04,194.25,1.167,1.5,7.708,195.417,10.792,21.75,10.958,7.958
2015-04-05,193.875,3.125,1.042,10.458,197.0,11.917,22.792,10.875,7.208
2015-04-06,192.833,3.5,1.0,10.084,196.333,13.708,24.708,11.0,9.458
2015-04-07,194.75,3.958,1.0,11.396,198.708,11.125,21.667,10.542,11.542
2015-04-08,197.083,1.75,1.0,9.458,198.833,11.833,22.458,10.625,8.458
2015-04-09,197.708,3.083,1.083,8.208,200.792,14.75,34.333,19.583,7.792
2015-04-10,196.083,3.792,1.042,9.354,199.875,20.542,46.958,26.417,7.958
2015-04-11,194.167,3.875,1.0,5.812,198.042,12.542,19.833,7.292,4.583
2015-04-12,196.5,3.25,1.375,13.979,199.75,10.125,18.25,8.125,12.5
2015-04-13,195.458,2.458,1.375,13.812,197.917,16.708,39.333,22.625,12.292
2015-04-14,191.917,3.042,1.0,7.812,194.958,18.917,40.417,21.5,6.458
2015-04-15,189.875,3.583,1.292,8.854,193.458,13.043,23.391,10.348,7.75
2015-04-16,192.0,3.75,1.208,16.271,195.75,18.917,35.167,16.25,15.25
2015-04-17,194.083,4.292,1.208,22.229,198.375,17.167,33.042,15.875,19.542
2015-04-18,194.208,2.958,1.208,24.416,197.167,10.875,24.417,13.542,19.083
2015-04-19,194.667,5.083,1.542,26.312,199.75,12.167,18.292,6.125,21.042
2015-04-20,192.792,5.417,1.167,25.854,198.208,22.292,46.0,23.708,19.125
2015-04-21,192.455,3.818,1.0,11.802,196.273,14.304,25.609,11.304,9.364
2015-04-22,194.917,3.833,1.625,23.166,198.75,18.167,39.167,21.0,18.208
2015-04-23,194.417,3.917,1.833,25.25,198.333,19.958,37.542,17.583,20.875
2015-04-24,192.375,4.208,2.042,26.729,196.583,16.042,30.875,14.833,19.875
2015-04-25,193.25,3.708,1.125,20.604,196.958,12.583,20.917,8.333,15.75
2015-04-26,194.458,3.083,1.333,17.52,197.542,9.25,16.542,7.292,12.917
2015-04-27,193.167,5.958,2.083,24.166,199.125,19.375,34.417,15.042,20.542
2015-04-28,195.042,10.042,2.348,38.0,205.083,20.333,33.167,12.833,32.25
2015-04-29,192.958,4.792,2.625,32.396,197.75,18.783,30.783,12.0,27.375
2015-04-30,189.875,4.083,1.917,21.25,193.958,15.792,33.625,17.833,18.043
2015-05-01,189.545,6.045,1.739,18.628,195.591,14.667,26.833,12.167,15.375
2015-05-02,191.708,4.083,1.625,23.729,195.792,13.625,24.667,11.042,21.208
2015-05-03,189.917,1.417,1.417,22.396,191.333,6.0,9.875,3.875,17.208
2015-05-04,186.292,1.083,1.667,19.271,187.375,6.583,12.792,6.208,12.583
2015-05-05,191.083,2.167,1.0,15.062,193.25,5.958,8.625,2.667,12.167
2015-05-06,193.542,2.625,1.417,16.438,196.167,8.583,15.792,7.208,12.042
2015-05-07,193.167,4.667,1.667,22.144,197.833,14.739,26.783,12.043,18.391
2015-05-08,193.375,3.75,1.833,29.458,197.125,16.375,34.167,17.792,21.125
2015-05-09,193.458,3.542,1.458,21.938,197.0,14.708,25.583,10.875,16.792
2015-05-10,193.958,2.625,1.0,13.48,196.583,6.208,9.917,3.708,10.875
2015-05-11,194.833,3.667,1.208,12.646,198.5,14.625,27.625,13.0,10.25
2015-05-12,194.333,5.917,1.696,21.438,200.25,20.75,41.5,20.75,16.542
2015-05-13,191.125,3.625,1.083,19.146,194.75,16.87,32.565,15.696,15.458
2015-05-14,192.667,7.619,1.6,27.979,200.286,12.833,22.375,9.542,23.542
2015-05-15,194.958,10.75,1.227,20.712,205.708,15.522,32.304,16.783,16.522
2015-05-16,192.667,11.417,1.042,17.604,204.083,12.75,23.042,10.292,14.125
2015-05-17,192.875,11.0,0.958,14.708,203.875,6.583,11.667,5.083,12.042
2015-05-18,193.333,10.208,2.0,20.646,203.542,14.833,30.792,15.958,16.75
2015-05-19,189.625,10.875,1.167,10.48,200.5,20.708,38.208,17.5,8.917
2015-05-20,191.542,11.083,1.083,18.312,202.625,15.542,36.042,20.5,15.083
2015-05-21,191.167,9.625,1.042,9.271,200.792,14.042,28.958,14.917,8.542
2015-05-22,193.792,11.333,1.333,14.125,205.125,15.083,33.917,18.833,12.417
2015-05-23,194.5,13.458,2.0,21.833,207.958,15.0,22.667,7.667,19.125
2015-05-24,194.417,12.958,1.917,24.104,207.375,9.167,12.792,3.625,20.167
2015-05-25,194.25,11.0,2.208,25.354,205.25,14.333,28.125,13.792,20.208
2015-05-26,193.792,13.25,1.739,27.646,207.042,16.375,28.75,12.375,23.333
2015-05-27,194.542,12.25,2.042,24.438,206.792,21.261,37.739,16.478,20.167
2015-05-28,193.25,11.0,1.083,15.792,204.25,14.75,33.583,18.833,13.292
2015-05-29,191.333,10.833,1.375,28.5,202.167,14.958,33.542,18.583,21.208
2015-05-30,186.375,10.0,1.417,15.666,196.375,10.0,17.708,7.708,12.458
2015-05-31,189.208,10.125,1.083,11.146,199.333,6.583,9.458,2.875,10.0
2015-06-01,195.25,10.375,1.25,12.854,205.625,16.292,33.375,17.083,11.042
2015-06-02,201.182,13.727,2.217,25.616,214.909,15.591,29.5,13.909,22.318
2015-06-03,204.458,14.708,1.792,34.958,219.167,16.625,34.583,17.958,31.75
2015-06-04,194.167,9.167,1.0,3.188,203.333,8.958,19.292,10.333,4.167
2015-06-05,197.583,11.5,1.208,8.042,209.083,13.833,33.917,20.083,6.792
2015-06-06,199.042,10.417,1.458,11.0,209.458,10.625,27.292,16.667,10.458
2015-06-07,200.458,10.875,1.458,8.479,211.333,7.667,14.708,7.042,8.042
2015-06-08,200.417,9.625,1.5,11.416,210.042,10.917,27.083,16.167,11.583
2015-06-09,193.542,10.792,1.391,5.938,204.333,13.875,27.875,14.0,7.25
2015-06-10,196.292,11.333,1.0,9.375,207.625,11.565,24.565,13.0,9.333
2015-06-11,200.417,12.125,1.667,14.604,212.542,14.75,32.25,17.5,14.292
2015-06-12,194.75,10.542,1.083,15.812,205.292,8.917,17.958,9.042,11.667
2015-06-13,197.0,10.333,1.083,18.166,207.333,9.458,19.5,10.042,15.0
2015-06-14,209.792,11.833,1.917,27.521,221.625,8.875,14.917,6.042,23.542
2015-06-15,212.208,14.083,1.375,37.521,226.292,10.958,19.208,8.25,30.792
2015-06-16,207.792,12.125,1.417,38.583,219.917,13.25,26.0,12.75,31.958
2015-06-17,200.409,10.182,0.909,28.956,210.591,10.786,23.143,12.357,23.304
2015-06-18,193.708,10.625,0.5,13.062,204.333,10.0,19.833,9.833,10.625
2015-06-19,200.125,10.75,0.5,10.396,210.875,8.083,22.958,14.875,8.792
2015-06-20,200.833,10.542,0.833,11.458,211.375,10.458,25.542,15.083,9.333
2015-06-21,202.583,10.5,1.25,13.584,213.083,9.292,15.625,6.333,12.625
2015-06-22,195.333,9.542,1.125,10.5,204.875,12.875,27.125,14.25,9.417
2015-06-23,203.083,11.542,1.0,15.834,214.625,13.708,32.625,18.917,14.125
2015-06-24,198.375,10.292,0.833,16.396,208.667,8.783,18.478,9.696,15.792
2015-06-25,196.125,9.542,0.75,18.584,205.667,15.208,39.042,23.833,15.875
2015-06-26,190.583,9.958,0.75,10.98,200.542,10.292,25.125,14.833,9.167
2015-06-27,187.792,9.5,0.292,6.854,197.292,6.0,11.167,5.167,4.25
2015-06-28,191.125,8.625,0.167,1.646,199.75,3.25,6.125,2.875,1.958
2015-06-29,198.583,10.208,1.0,6.938,208.792,10.167,22.208,12.042,7.5
2015-06-30,198.5,10.542,1.5,15.084,209.042,13.333,34.5,21.167,12.542
2015-07-01,190.458,11.792,1.0,10.5,202.25,11.75,26.208,14.458,9.333
2015-07-02,201.476,12.429,1.136,14.218,213.905,16.217,40.478,24.261,11.773
2015-07-03,214.708,13.375,1.167,20.104,228.083,16.5,34.667,18.167,19.042
2015-07-04,217.208,12.833,1.125,22.667,230.042,14.083,25.708,11.625,19.458
2015-07-05,212.292,10.375,0.958,16.084,222.667,7.083,14.833,7.75,14.5
2015-07-06,204.708,10.375,0.792,18.188,215.083,13.792,33.5,19.708,15.958
2015-07-07,199.208,11.0,0.783,12.229,210.208,10.833,23.958,13.125,10.083
2015-07-08,202.667,10.375,0.792,12.52,213.042,12.739,31.217,18.478,11.583
2015-07-09,196.917,9.125,0.792,10.125,206.042,13.708,36.333,22.625,9.833
2015-07-10,199.667,11.333,1.083,16.334,211.0,12.333,24.208,11.875,14.792
2015-07-11,204.833,12.25,0.583,12.583,217.083,8.042,14.5,6.458,11.292
2015-07-12,201.125,12.417,0.875,15.146,213.542,8.708,15.833,7.125,13.25
2015-07-13,203.375,13.917,1.875,38.25,217.292,16.708,31.583,14.875,27.208
2015-07-14,195.167,14.292,1.333,35.458,209.458,11.208,24.875,13.667,28.208
2015-07-15,191.286,13.429,1.273,35.0,204.714,14.227,25.364,11.136,28.261
2015-07-16,187.583,11.333,2.083,5.625,198.917,10.875,29.75,18.875,9.042
2015-07-17,184.792,10.917,1.458,16.917,195.708,7.375,30.125,22.75,9.042
2015-07-18,188.417,11.5,1.292,27.708,199.917,10.75,26.625,15.875,18.333
2015-07-19,188.0,10.917,1.0,7.854,198.917,4.333,8.417,4.083,6.042
2015-07-20,195.208,11.625,1.0,12.625,206.833,7.75,15.833,8.083,9.917
2015-07-21,188.5,11.25,1.435,20.416,199.75,12.75,30.583,17.833,15.833
2015-07-22,191.958,13.75,1.458,20.188,205.708,11.261,29.217,17.957,15.833
2015-07-23,189.375,13.625,1.042,15.584,203.0,11.75,30.583,18.833,12.5
2015-07-24,188.417,13.75,1.167,10.25,202.167,10.917,32.958,22.042,8.458
2015-07-25,187.542,11.917,1.042,14.792,199.458,9.208,23.708,14.5,11.042
2015-07-26,186.958,12.958,0.958,17.375,199.917,5.625,12.458,6.833,14.125
2015-07-27,190.667,14.333,1.458,19.77,205.0,10.875,25.25,14.375,16.833
2015-07-28,189.333,13.625,1.375,26.208,202.958,11.417,25.25,13.833,21.083
2015-07-29,185.25,12.5,1.0,18.708,197.75,11.0,28.333,17.333,15.25
2015-07-30,189.0,12.542,1.5,30.312,201.542,14.375,27.583,13.208,21.167
2015-07-31,197.167,14.833,1.583,28.646,212.0,14.083,31.5,17.417,23.083
2015-08-01,200.625,13.708,1.083,31.416,214.333,6.958,15.667,8.708,25.583
2015-08-02,198.5,12.417,0.958,32.438,210.917,5.292,10.667,5.375,26.0
2015-08-03,198.955,14.727,1.364,33.93,213.682,12.783,29.261,16.478,26.913
2015-08-04,196.375,16.0,1.435,37.854,212.375,12.708,24.292,11.583,29.417
2015-08-05,198.333,17.5,1.583,39.104,215.833,11.913,25.13,13.217,32.875
2015-08-06,192.625,16.583,1.625,39.02,209.208,12.25,23.958,11.708,32.625
2015-08-07,193.708,14.875,1.25,31.938,208.583,12.25,25.5,13.25,26.875
2015-08-08,192.292,11.542,1.0,7.666,203.833,7.792,18.208,10.417,6.958
2015-08-09,192.125,10.625,0.667,12.792,202.75,6.125,12.125,6.0,9.75
2015-08-10,187.292,10.542,1.5,18.52,197.833,11.708,35.417,23.708,13.958
2015-08-11,190.083,12.708,1.083,18.729,202.792,12.0,31.208,19.208,15.042
2015-08-12,195.625,12.792,1.042,16.625,208.417,10.292,23.083,12.792,13.25
2015-08-13,195.375,11.875,1.167,11.166,207.25,8.208,18.292,10.083,8.667
2015-08-14,190.25,11.417,0.708,4.875,201.667,5.625,10.958,5.333,4.625
2015-08-15,192.667,10.25,0.625,7.292,202.917,4.667,9.5,4.833,7.083
2015-08-16,191.0,9.417,0.958,11.438,200.417,5.417,11.042,5.625,8.875
2015-08-17,185.435,6.87,0.833,7.708,192.304,5.917,12.875,6.958,6.458
2015-08-18,186.042,7.792,0.87,4.854,193.833,10.792,24.542,13.75,4.958
2015-08-19,189.292,8.5,0.75,11.375,197.792,12.478,26.783,14.304,10.25
2015-08-20,198.773,9.045,1.136,14.5,207.818,12.261,29.261,17.0,12.913
2015-08-21,196.375,9.833,1.125,17.604,206.208,15.458,34.458,19.0,13.875
2015-08-22,188.542,8.542,0.625,5.188,197.083,9.333,15.333,6.0,5.75
2015-08-23,187.708,7.25,0.875,5.416,194.958,7.042,12.875,5.833,4.583
2015-08-24,188.875,8.167,0.792,10.167,197.042,12.0,33.917,21.917,8.458
2015-08-25,192.25,7.333,0.708,8.729,199.583,8.208,24.625,16.417,6.042
2015-08-26,192.25,7.958,0.875,9.104,200.208,10.75,29.208,18.458,6.667
2015-08-27,191.333,7.625,0.625,6.958,198.958,11.792,26.375,14.583,6.083
2015-08-28,192.208,7.25,0.833,11.875,199.458,10.875,30.792,19.917,9.5
2015-08-29,191.5,7.875,0.792,10.875,199.375,11.542,28.042,16.5,9.042
2015-08-30,192.583,8.167,0.708,9.333,200.75,9.0,17.875,8.875,7.583
2015-08-31,189.174,7.652,0.75,10.5,196.826,14.292,41.125,26.833,9.458
2015-09-01,190.208,8.125,1.0,12.604,198.333,14.875,37.75,22.875,9.5
2015-09-02,188.333,7.792,0.875,11.48,196.125,13.957,34.87,20.913,8.458
2015-09-03,194.087,9.522,1.609,12.913,203.609,15.826,33.391,17.565,10.435
2015-09-04,192.708,9.583,1.083,11.458,202.292,14.208,27.708,13.5,10.875
2015-09-05,196.75,8.917,1.0,12.479,205.667,9.75,22.417,12.667,10.542
2015-09-06,200.417,8.125,1.042,15.438,208.542,8.792,14.583,5.792,13.292
2015-09-07,195.375,9.833,0.833,8.458,205.208,15.208,30.333,15.125,8.125
2015-09-08,194.125,8.167,0.875,8.271,202.292,17.0,36.0,19.0,7.917
2015-09-09,192.208,6.792,0.917,4.958,199.0,8.0,15.75,7.75,5.083
2015-09-10,186.458,5.917,0.792,8.896,192.375,8.542,19.0,10.458,6.375
2015-09-11,189.167,7.708,0.875,3.834,196.875,9.583,19.708,10.125,4.708
2015-09-12,194.083,7.625,0.958,11.104,201.708,9.417,19.5,10.083,9.958
2015-09-13,195.417,6.542,0.958,11.73,201.958,9.667,14.958,5.292,9.625
2015-09-14,192.652,8.13,0.958,5.958,200.783,12.25,29.042,16.792,6.792
2015-09-15,196.25,7.833,1.043,10.896,204.083,11.917,27.292,15.375,9.417
2015-09-16,203.875,11.125,1.0,14.27,215.0,13.913,31.696,17.783,12.917
2015-09-17,226.333,10.111,1.043,11.652,236.444,13.391,35.609,22.217,10.565
2015-09-18,190.25,8.167,0.958,3.771,198.417,11.875,20.042,8.167,3.958
2015-09-19,188.958,8.958,1.0,4.916,197.917,10.5,23.5,13.0,5.625
2015-09-20,190.292,7.917,1.0,6.375,198.208,6.542,14.167,7.625,5.333
2015-09-21,192.208,7.667,1.042,10.188,199.875,6.375,15.083,8.708,8.958
2015-09-22,199.458,8.167,0.958,13.584,207.625,7.833,16.208,8.375,12.958
2015-09-23,195.667,7.875,1.042,16.5,203.542,9.25,18.125,8.875,14.375
2015-09-24,201.542,8.667,0.958,17.104,210.208,10.625,24.667,14.042,14.667
2015-09-25,194.875,7.208,1.0,10.646,202.083,14.958,38.375,23.417,9.042
2015-09-26,187.708,6.375,1.0,5.771,194.083,13.083,29.708,16.625,5.792
2015-09-27,188.542,7.125,0.958,11.146,195.667,6.875,13.125,6.25,10.583
2015-09-28,191.0,7.565,0.917,11.229,198.565,11.75,25.667,13.917,9.875
2015-09-29,189.792,5.75,0.957,5.062,195.542,10.042,21.875,11.833,4.083
2015-09-30,191.292,5.792,1.0,6.27,197.083,11.174,21.348,10.174,5.208
2015-10-01,192.417,6.625,1.25,11.625,199.042,12.125,28.875,16.75,9.292
2015-10-02,186.583,6.958,0.917,9.604,193.542,9.542,22.625,13.083,7.75
2015-10-03,190.792,8.042,0.958,10.688,198.833,11.917,26.292,14.375,7.875
2015-10-04,191.458,5.875,0.917,7.354,197.333,5.125,10.708,5.583,5.667
2015-10-05,195.208,9.792,1.042,9.708,205.0,12.333,34.417,22.083,7.25
2015-10-06,193.917,8.417,0.958,10.604,202.333,11.583,32.25,20.667,9.208
2015-10-07,191.708,6.667,0.958,8.5,198.375,9.458,17.792,8.333,7.375
2015-10-08,185.375,5.292,0.958,7.084,190.667,5.292,12.417,7.125,5.542
2015-10-09,186.652,8.739,0.957,9.587,195.391,12.217,29.043,16.826,8.13
2015-10-10,194.458,12.167,1.0,26.562,206.625,15.083,35.5,20.417,21.833
2015-10-11,195.667,11.792,1.0,30.646,207.458,10.958,20.75,9.792,25.083
2015-10-12,193.0,8.0,0.875,8.75,201.0,11.5,23.0,11.5,7.208
2015-10-13,192.167,8.083,0.913,5.812,200.25,15.25,37.458,22.208,4.208
2015-10-14,193.208,8.375,0.917,7.062,201.583,16.826,38.739,21.913,6.458
2015-10-15,195.375,10.542,0.917,9.25,205.917,16.292,38.25,21.958,8.375
2015-10-16,197.708,9.375,0.875,15.625,207.083,16.375,48.542,32.167,13.5
2015-10-17,195.083,11.0,1.25,23.125,206.083,16.083,35.667,19.583,20.375
2015-10-18,193.958,10.125,1.125,35.354,204.083,11.542,20.208,8.667,31.583
2015-10-19,194.0,7.292,1.125,22.771,201.292,14.875,30.958,16.083,18.042
2015-10-20,191.875,6.292,1.042,15.083,198.167,14.083,30.833,16.75,10.111
2015-10-21,193.217,6.13,1.0,13.174,199.348,14.522,33.957,19.435,15.286
2015-10-22,192.958,6.833,1.0,11.334,199.792,13.667,25.762,12.095,10.833
2015-10-23,193.875,8.25,1.0,13.708,202.125,18.875,44.375,25.5,12.25
2015-10-24,193.81,8.905,1.095,24.875,202.714,13.167,24.75,11.583,22.75
2015-10-25,192.375,4.833,0.875,15.0,197.208,5.125,9.042,3.917,12.542
2015-10-26,190.261,7.261,0.958,10.125,197.522,13.333,30.833,17.5,9.083
2015-10-27,190.958,11.125,1.13,20.542,202.083,18.208,48.125,29.917,18.667
2015-10-28,188.227,8.455,0.958,18.812,196.682,13.087,31.696,18.609,14.875
2015-10-29,190.083,7.625,0.958,10.562,197.708,15.375,31.833,16.458,9.625
2015-10-30,191.083,8.125,0.958,7.521,199.208,18.542,44.0,25.458,7.875
2015-10-31,193.458,9.875,0.792,16.646,203.333,18.583,41.333,22.75,15.542
2015-11-01,193.292,8.583,0.833,15.166,201.875,10.083,18.667,8.583,13.917
2015-11-02,193.708,9.5,0.958,22.396,203.208,18.0,39.667,21.667,18.292
2015-11-03,191.833,8.833,0.917,12.104,200.667,14.167,29.25,15.083,10.0
2015-11-04,193.875,11.375,1.0,16.146,205.25,16.958,54.583,37.625,14.667
2015-11-05,192.167,12.667,1.042,20.771,204.833,16.667,49.375,32.708,18.583
2015-11-06,191.429,15.095,1.045,20.848,206.524,17.957,58.217,40.261,18.261
2015-11-07,193.167,11.125,1.0,25.584,204.292,17.625,47.792,30.167,22.167
2015-11-08,191.958,9.417,0.958,17.708,201.375,14.417,25.083,10.667,14.542
2015-11-09,192.043,11.043,1.0,8.062,203.087,14.333,35.25,20.917,8.25
2015-11-10,190.083,8.833,0.957,3.583,198.917,17.333,38.208,20.875,3.958
2015-11-11,193.167,8.167,1.0,4.208,201.333,16.609,35.0,18.391,4.833
2015-11-12,196.083,11.792,0.875,6.25,207.875,16.458,45.5,29.042,6.042
