date,HUM_max,HUM_mean,HUM_min,PM25_mean,TEMP_max,TEMP_mean,TEMP_min
2013-01-01,98.0,72.5,49.0,22.458,102.0,69.292,30.0
2013-01-02,92.0,62.25,42.0,15.083,113.0,81.667,30.0
2013-01-03,98.0,84.25,52.0,10.792,126.0,52.167,-13.0
2013-01-04,98.0,97.5,95.0,10.542,50.0,28.375,8.0
2013-01-05,99.0,79.167,46.0,6.042,79.0,39.167,-1.0
2013-01-06,98.0,87.417,60.0,6.833,82.0,31.708,-8.0
2013-01-07,98.0,79.458,45.0,9.435,132.0,45.5,-34.0
2013-01-08,98.0,95.542,83.0,18.042,82.0,50.958,33.0
2013-01-09,98.0,97.5,91.0,5.333,53.0,23.875,-1.0
2013-01-10,98.0,96.625,90.0,4.375,27.0,8.0,-4.0
2013-01-11,98.0,94.208,82.0,15.458,45.0,20.5,3.0
2013-01-12,98.0,86.542,66.0,26.25,66.0,30.083,0.0
2013-01-13,98.0,97.583,95.0,13.435,33.0,19.708,5.0
2013-01-14,99.0,96.0,85.0,4.136,62.0,25.625,2.0
2013-01-15,98.0,96.958,77.0,2.917,63.0,32.083,12.0
2013-01-16,98.0,94.333,74.0,5.25,74.0,39.625,21.0
2013-01-17,98.0,97.5,92.0,11.0,65.0,33.208,12.0
2013-01-18,99.0,94.042,81.0,24.917,51.0,25.625,10.0
2013-01-19,98.0,88.417,74.0,13.0,35.0,11.0,-15.0
2013-01-20,98.0,97.542,93.0,13.958,48.0,17.417,-19.0
2013-01-21,99.0,97.292,86.0,22.208,41.0,13.625,4.0
2013-01-22,99.0,96.333,78.0,12.833,35.0,12.125,-2.0
2013-01-23,99.0,89.0,58.0,13.0,84.0,21.708,-21.0
2013-01-24,98.0,83.625,52.0,12.458,137.0,48.583,-20.0
2013-01-25,98.0,88.833,67.0,12.917,132.0,78.5,14.0
2013-01-26,98.0,90.125,70.0,16.083,90.0,44.75,1.0
2013-01-27,98.0,82.292,42.0,7.458,80.0,13.25,-28.0
2013-01-28,98.0,90.458,61.0,12.083,115.0,46.042,-18.0
2013-01-29,99.0,89.5,37.0,14.917,142.0,30.222,-7.0
2013-01-30,98.0,89.875,72.0,17.25,135.0,98.958,36.0
2013-01-31,98.0,77.292,38.0,17.958,116.0,62.792,3.0
2013-02-01,98.0,83.5,45.0,22.917,169.0,64.667,-18.0
2013-02-02,98.0,93.792,70.0,28.708,186.0,106.958,71.0
2013-02-03,98.0,97.625,93.0,20.792,105.0,80.333,54.0
2013-02-04,99.0,97.875,94.0,3.5,56.0,15.375,-5.0
2013-02-05,98.0,97.875,96.0,5.667,9.0,-4.667,-15.0
2013-02-06,99.0,97.833,95.0,7.542,9.0,-4.333,-16.0
2013-02-07,98.0,89.042,75.0,5.625,38.0,6.958,-25.0
2013-02-08,99.0,97.875,93.0,2.125,44.0,13.208,-1.0
2013-02-09,99.0,94.708,78.0,4.083,62.0,22.833,3.0
2013-02-10,98.0,96.583,88.0,7.273,12.0,3.125,-11.0
2013-02-11,98.0,84.167,69.0,5.167,29.0,7.417,-16.0
2013-02-12,96.0,80.125,68.0,5.583,36.0,21.792,6.0
2013-02-13,98.0,79.75,59.0,6.208,47.0,24.25,2.0
2013-02-14,98.0,77.792,68.0,8.875,45.0,32.708,17.0
2013-02-15,98.0,78.083,58.0,8.333,68.0,42.75,26.0
2013-02-16,98.0,75.167,32.0,23.917,89.0,35.375,-7.0
2013-02-17,98.0,92.042,76.0,27.0,81.0,20.333,-28.0
2013-02-18,98.0,76.625,59.0,10.542,32.0,18.292,5.0
2013-02-19,76.0,68.833,58.0,9.75,43.0,26.042,15.0
2013-02-20,98.0,82.0,59.0,11.958,67.0,26.542,-11.0
2013-02-21,98.0,92.458,74.0,14.292,58.0,16.25,-11.0
2013-02-22,98.0,75.833,45.0,12.792,85.0,30.583,-24.0
2013-02-23,98.0,74.208,42.0,12.583,96.0,37.0,-14.0
2013-02-24,98.0,76.75,41.0,20.958,123.0,51.875,-16.0
2013-02-25,98.0,84.5,53.0,61.833,124.0,55.292,0.0
2013-02-26,98.0,90.667,68.0,55.292,114.0,54.542,-13.0
2013-02-27,99.0,97.833,94.0,13.583,113.0,90.708,63.0
2013-02-28,99.0,93.083,77.0,21.458,132.0,87.167,57.0
2013-03-01,98.0,95.167,88.0,23.625,90.0,72.792,62.0
2013-03-02,98.0,93.0,73.0,10.833,102.0,69.125,36.0
2013-03-03,99.0,79.25,44.0,9.208,80.0,32.542,-18.0
2013-03-04,98.0,72.625,26.0,10.667,117.0,42.958,-42.0
2013-03-05,98.0,89.792,69.0,15.042,88.0,53.583,18.0
2013-03-06,98.0,83.75,49.0,9.292,51.0,14.417,-18.0
2013-03-07,98.0,86.625,45.0,10.917,65.0,9.125,-21.0
2013-03-08,98.0,82.25,49.0,12.0,70.0,17.208,-29.0
2013-03-09,98.0,86.917,38.0,23.417,99.0,22.875,-27.0
2013-03-10,98.0,87.417,65.0,9.25,51.0,13.292,-16.0
2013-03-11,98.0,77.333,40.0,15.0,125.0,42.125,-34.0
2013-03-12,98.0,74.583,38.0,13.125,174.0,85.458,-6.0
2013-03-13,98.0,97.917,97.0,5.5,96.0,65.208,33.0
2013-03-14,99.0,97.417,88.0,8.667,39.0,22.417,3.0
2013-03-15,99.0,76.0,35.0,24.958,126.0,53.083,-5.0
2013-03-16,97.0,77.625,51.0,34.417,159.0,110.333,50.0
2013-03-17,98.0,80.375,37.0,30.625,186.0,103.5,42.0
2013-03-18,97.0,87.458,71.0,25.75,191.0,125.083,59.0
2013-03-19,99.0,81.458,50.0,16.75,135.0,73.75,29.0
2013-03-20,98.0,94.375,80.0,11.542,102.0,68.75,41.0
2013-03-21,98.0,88.375,58.0,8.417,66.0,39.75,12.0
2013-03-22,98.0,74.375,41.0,11.958,117.0,54.333,-7.0
2013-03-23,98.0,80.875,47.0,23.75,161.0,78.5,0.0
2013-03-24,98.0,61.667,17.0,29.583,194.0,101.75,8.0
2013-03-25,98.0,77.792,61.0,21.917,180.0,137.042,82.0
2013-03-26,99.0,98.042,95.0,11.583,161.0,133.125,112.0
2013-03-27,98.0,88.042,63.0,9.125,163.0,118.833,63.0
2013-03-28,98.0,67.125,15.0,18.167,252.0,129.167,34.0
