date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,99.0,95.458,71.0,3.292,3.333,0.0,,2.292,5.9,4.342,2.3
2011-01-02,99.0,76.792,52.0,2.292,2.417,0.0,,1.333,6.3,3.604,0.6
2011-01-03,99.0,76.875,51.0,2.917,3.208,0.208,,3.958,6.0,3.775,0.8
2011-01-04,99.0,76.125,57.0,2.958,3.208,0.083,,2.292,5.6,2.604,0.6
2011-01-05,99.0,77.292,54.0,3.333,3.792,0.5,,1.0,5.6,3.162,-0.6
2011-01-06,99.0,89.667,53.0,2.952,3.952,1.0,,0.286,7.5,2.725,0.0
2011-01-07,99.0,93.75,80.0,1.583,2.208,0.542,,0.0,5.0,2.525,1.0
2011-01-08,99.0,81.542,50.0,0.917,1.5,0.25,,0.333,9.5,4.138,0.5
2011-01-09,99.0,87.333,53.0,3.292,3.875,0.625,,2.5,9.2,4.804,2.1
2011-01-10,96.0,86.792,67.0,4.0,5.125,1.125,,2.75,7.7,4.571,2.6
2011-01-11,99.0,73.917,53.0,3.625,4.167,0.5,,1.542,6.5,3.888,-0.1
2011-01-12,99.0,89.708,65.0,2.625,3.75,1.208,,0.417,6.2,2.475,-0.1
2011-01-13,88.0,65.167,54.0,4.708,5.375,0.583,,5.083,6.4,5.167,3.2
2011-01-14,91.0,64.792,50.0,5.429,6.762,1.429,,2.81,7.7,5.583,2.0
2011-01-15,95.0,83.042,63.0,1.833,2.375,0.5,,0.708,7.1,4.133,1.8
2011-01-16,97.0,78.292,65.0,1.0,1.542,0.458,,0.333,5.9,4.2,0.5
2011-01-17,99.0,79.208,45.0,1.417,2.625,1.25,,0.375,9.9,3.254,-0.6
2011-01-18,97.0,74.917,41.0,2.75,4.208,1.292,,1.125,12.8,5.412,-1.2
2011-01-19,99.0,93.625,77.0,2.917,4.167,1.375,,0.625,7.1,5.933,4.8
2011-01-20,98.0,80.0,62.0,0.5,1.0,0.25,,0.458,10.3,7.242,3.8
2011-01-21,99.0,85.917,62.0,1.667,3.458,1.833,,0.417,10.4,5.104,1.1
2011-01-22,99.0,86.458,59.0,1.857,2.238,0.476,,0.524,8.4,4.867,0.9
2011-01-23,98.0,76.917,59.0,2.083,2.417,0.458,,0.292,5.4,3.2,-0.1
2011-01-24,79.0,66.083,54.0,2.167,2.583,0.458,,0.583,2.1,1.112,0.0
2011-01-25,88.0,67.625,54.0,2.958,3.458,0.542,,1.917,1.9,0.612,-1.5
2011-01-26,97.0,72.583,53.0,2.708,3.208,0.5,,1.833,3.6,1.142,-1.5
2011-01-27,95.0,76.375,47.0,3.708,4.208,0.667,,2.542,6.6,2.542,-0.2
2011-01-28,95.0,75.0,56.0,3.25,3.375,0.167,,1.958,7.1,3.738,0.2
2011-01-29,99.0,92.25,76.0,2.417,2.792,0.292,,1.042,4.5,1.5,-0.8
2011-01-30,99.0,75.833,52.0,2.4,3.4,0.8,,0.812,5.4,1.75,-1.6
2011-01-31,84.0,62.25,46.0,3.625,4.375,0.75,,1.417,5.7,2.654,-1.0
2011-02-01,95.0,69.583,53.0,3.25,3.667,0.5,,3.208,5.9,2.388,-0.6
2011-02-02,99.0,77.667,61.0,2.083,2.5,0.375,,0.667,0.3,-1.746,-3.3
2011-02-03,99.0,85.708,67.0,2.833,3.542,0.667,,0.208,2.6,-0.129,-2.8
2011-02-04,94.0,69.292,57.0,4.375,4.875,0.458,,4.375,5.4,2.879,-1.2
2011-02-05,99.0,84.375,61.0,3.833,4.417,0.583,,2.25,7.5,2.408,-1.5
2011-02-06,99.0,92.958,76.0,4.125,5.667,1.542,,0.958,8.2,3.862,-0.5
2011-02-07,99.0,76.292,52.0,5.19,6.095,0.857,,2.476,7.6,5.15,2.3
2011-02-08,87.0,66.5,56.0,2.625,2.958,0.375,,1.042,2.1,-0.121,-2.1
2011-02-09,90.0,67.958,57.0,2.65,3.15,0.5,,0.9,1.7,0.388,-1.2
2011-02-10,99.0,73.583,53.0,3.333,4.19,0.81,,0.952,5.0,1.75,-0.9
2011-02-11,93.0,72.542,52.0,2.625,3.5,0.75,,0.458,5.9,1.754,-2.7
