date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CH4_mean,NMHC_mean,PM25_mean,THC_mean,CO_mean
2011-03-17,15.331,19.352,4.021,0.847,10.4,190.562,14.395,7.25,204.958,4.375
2011-03-18,5.838,6.606,0.768,0.667,7.025,187.938,8.271,5.667,196.208,4.292
2011-03-19,7.758,9.976,2.218,0.903,8.508,189.917,6.792,7.875,196.708,3.708
2011-03-20,6.554,7.753,1.199,0.986,8.875,189.812,7.584,7.667,197.396,3.125
2011-03-21,10.175,12.483,2.308,0.949,12.3,191.104,8.166,9.042,199.27,3.708
2011-03-22,14.191,18.921,4.73,1.392,14.233,190.767,10.251,12.25,201.018,4.167
2011-03-23,11.974,17.085,5.11,0.847,24.325,191.104,9.75,21.292,200.854,4.667
2011-03-24,6.728,7.431,0.703,0.819,4.142,186.916,7.188,2.417,194.104,3.75
2011-03-25,4.594,4.847,0.252,0.791,6.108,188.833,6.375,6.0,195.208,4.0
2011-03-26,8.451,10.288,1.837,0.923,10.416,191.961,7.518,9.583,199.48,4.083
2011-03-27,9.846,12.083,2.238,1.417,14.317,192.166,8.188,12.875,200.354,4.0
2011-03-28,8.343,9.162,0.819,1.986,26.433,190.5,8.062,24.0,198.562,4.542
2011-03-29,15.49,22.941,7.451,1.322,24.392,193.565,12.456,21.125,206.022,4.75
2011-03-30,7.556,8.466,0.91,1.847,18.2,188.604,11.5,16.375,200.104,4.083
2011-03-31,7.637,8.905,1.268,0.708,8.458,186.562,8.25,5.292,194.812,4.042
2011-04-01,16.237,22.852,6.615,0.89,14.642,197.438,13.708,16.125,211.146,4.542
2011-04-02,10.411,13.178,2.767,0.709,13.673,191.953,10.6,14.667,202.553,4.292
2011-04-03,7.833,9.425,1.592,0.611,10.509,193.146,9.854,10.208,203.0,4.458
2011-04-04,10.458,13.925,3.467,0.583,11.842,192.375,8.583,11.958,200.958,2.318
2011-04-05,15.175,20.367,5.192,0.833,15.93,196.646,10.688,19.292,207.333,2.792
2011-04-06,16.492,22.542,6.05,0.972,19.159,194.916,12.958,19.0,207.875,2.958
2011-04-07,13.411,16.3,2.89,1.055,15.492,191.065,12.761,17.682,203.826,2.292
2011-04-08,5.756,6.693,0.937,0.214,13.2,186.646,9.312,8.833,195.958,1.875
2011-04-09,8.3,9.442,1.142,0.111,12.025,188.438,10.042,8.333,198.479,2.75
2011-04-10,7.683,8.933,1.25,1.028,22.0,191.834,10.458,20.958,202.292,2.958
2011-04-11,10.85,12.608,1.758,0.417,17.575,191.208,9.688,18.083,200.896,6.409
2011-04-12,13.792,18.692,4.9,0.792,22.508,191.854,10.125,19.708,201.979,6.167
2011-04-13,11.65,13.2,1.55,1.458,20.717,189.772,11.448,17.458,201.221,6.417
2011-04-14,16.092,18.2,2.107,2.216,29.8,191.26,12.696,28.333,203.956,6.708
2011-04-15,13.839,15.726,1.887,1.876,27.65,190.542,12.584,25.667,203.125,6.5
2011-04-16,6.542,6.967,0.425,0.681,21.392,188.792,10.688,19.25,199.479,6.167
2011-04-17,5.967,7.183,1.217,0.222,12.175,189.375,8.333,13.292,197.708,5.667
2011-04-18,8.483,10.892,2.408,0.597,14.4,193.688,8.583,14.708,202.27,2.5
2011-04-19,8.183,9.125,0.942,0.334,7.85,187.23,7.688,5.833,194.916,2.333
2011-04-20,9.275,12.076,2.801,0.389,5.225,188.625,7.875,2.583,196.5,2.208
2011-04-21,11.728,17.271,5.543,0.832,8.558,188.978,9.761,8.458,198.739,2.542
2011-04-22,15.49,21.767,6.277,1.067,20.358,192.604,14.062,19.292,206.667,3.083
2011-04-23,7.375,9.0,1.625,0.264,11.15,185.375,8.729,4.75,194.104,2.458
2011-04-24,5.533,5.967,0.433,0.611,14.275,188.208,7.458,15.542,195.667,2.667
2011-04-25,8.479,9.235,0.756,0.778,16.288,187.396,7.604,16.5,195.0,2.182
2011-04-26,11.392,12.708,1.317,0.847,17.242,187.27,10.896,16.375,198.166,2.375
2011-04-27,7.933,9.325,1.391,0.5,23.05,184.688,9.229,19.458,193.916,2.167
2011-04-28,9.436,10.636,1.2,0.326,12.092,188.848,9.348,9.667,198.196,2.208
2011-04-29,7.703,8.664,0.961,0.295,10.35,191.166,8.812,9.75,199.979,1.917
2011-04-30,7.7,8.883,1.183,0.931,21.242,190.104,10.333,18.875,200.438,2.208
2011-05-01,1.892,2.233,0.342,0.375,22.325,185.979,6.812,14.917,192.792,1.583
2011-05-02,6.633,7.642,1.008,0.25,67.733,190.208,8.604,42.667,198.812,4.045
2011-05-03,10.642,13.333,2.691,0.861,68.567,196.396,13.062,44.75,209.458,4.696
2011-05-04,4.967,5.933,0.967,0.375,34.392,192.166,9.062,25.833,201.229,3.667
2011-05-05,1.825,2.552,0.727,0.043,11.917,186.696,6.326,9.708,193.022,3.125
2011-05-06,7.855,9.954,2.099,0.518,19.825,189.416,9.188,17.409,198.604,3.625
2011-05-07,6.333,7.317,0.983,0.68,17.717,184.188,10.48,12.042,194.666,3.083
2011-05-08,5.033,5.475,0.442,0.541,21.733,185.562,10.438,17.375,196.0,3.625
2011-05-09,13.333,15.833,2.5,1.083,24.117,191.729,18.062,20.75,209.792,3.545
2011-05-10,9.317,11.375,2.058,0.444,17.783,182.354,11.792,10.167,194.146,2.25
2011-05-11,7.067,9.083,2.017,0.167,16.892,186.896,9.208,11.208,196.104,2.583
2011-05-12,9.082,11.58,2.498,0.23,18.462,187.696,10.022,10.333,197.718,2.708
2011-05-13,5.788,6.303,0.515,0.647,58.792,185.458,7.729,36.625,193.188,2.125
2011-05-14,4.458,4.834,0.375,1.028,28.367,186.688,7.646,20.458,194.334,2.167
2011-05-15,6.6,7.108,0.508,1.069,23.175,189.646,10.354,19.667,200.0,2.333
2011-05-16,8.467,9.108,0.642,1.931,39.208,190.604,12.479,33.75,203.083,2.864
2011-05-17,7.617,9.208,1.592,0.764,45.486,189.686,10.142,40.458,199.828,2.913
2011-05-18,10.117,12.108,1.992,0.861,23.15,193.354,10.875,20.583,204.229,2.083
2011-05-19,13.396,14.953,1.557,1.398,22.875,190.934,13.587,21.667,204.522,2.25
2011-05-20,12.408,13.638,1.23,1.592,31.996,192.083,14.688,29.042,206.771,2.208
2011-05-21,8.083,9.05,0.967,0.806,33.0,186.27,12.68,23.042,198.949,1.708
2011-05-22,2.325,3.175,0.85,0.153,14.312,184.875,6.729,7.583,191.604,1.417
2011-05-23,9.1,11.417,2.317,0.361,13.708,187.834,9.021,10.083,196.854,2.227
2011-05-24,9.008,11.067,2.058,0.431,12.646,188.062,9.854,7.875,197.916,2.042
2011-05-25,8.842,12.817,3.975,0.611,15.482,192.667,11.438,11.667,204.104,1.958
2011-05-26,12.813,16.072,3.259,0.679,22.567,192.566,12.13,17.625,204.696,2.25
2011-05-27,11.452,13.893,2.441,0.43,18.283,189.188,10.625,12.958,199.812,2.375
2011-05-28,6.217,7.717,1.5,0.278,17.042,187.584,8.834,13.5,196.416,2.125
2011-05-29,2.175,2.95,0.775,0.181,10.708,185.0,7.0,5.5,192.0,1.458
2011-05-30,3.25,4.725,1.475,0.25,13.592,182.646,5.896,3.5,188.542,1.0
2011-05-31,5.817,8.042,2.225,0.375,10.217,185.375,6.708,6.333,192.083,1.917
2011-06-01,11.475,14.808,3.333,0.306,15.317,188.688,11.0,9.542,199.688,2.458
2011-06-02,10.872,14.16,3.288,0.318,14.325,191.804,12.783,7.917,204.587,2.5
2011-06-03,8.588,12.614,4.027,0.585,20.908,191.146,11.021,14.042,202.166,2.542
2011-06-04,7.167,9.125,1.958,0.931,35.692,193.479,13.521,30.542,207.0,2.708
2011-06-05,5.1,5.817,0.717,0.986,31.658,189.23,9.729,26.958,198.958,2.417
2011-06-06,6.892,7.583,0.692,0.819,32.333,191.125,10.042,26.826,201.166,2.227
2011-06-07,11.6,14.634,3.033,1.25,31.158,200.188,14.75,24.833,214.938,3.167
2011-06-08,11.675,13.3,1.625,1.25,28.75,202.125,14.084,24.417,216.208,2.739
2011-06-09,11.103,13.078,1.975,0.828,28.662,205.152,15.674,19.783,220.826,2.292
2011-06-10,9.098,11.077,1.979,0.875,39.325,210.604,16.042,28.458,226.646,2.25
2011-06-11,6.55,7.825,1.275,0.653,33.125,190.083,15.292,25.375,205.375,2.458
2011-06-12,5.175,6.258,1.083,0.556,26.817,194.542,14.458,21.625,209.0,2.458
2011-06-13,4.958,6.058,1.1,0.597,22.482,187.167,12.042,17.833,199.208,1.818
2011-06-14,5.092,6.808,1.717,0.417,14.333,188.25,10.875,11.042,199.125,1.833
2011-06-15,5.325,8.2,2.875,0.658,9.15,193.916,8.166,8.167,202.084,1.375
2011-06-16,7.579,12.412,4.833,0.998,11.425,203.37,10.848,8.0,214.218,1.957
2011-06-17,6.026,8.517,2.492,0.633,12.65,191.708,9.584,7.833,201.292,1.875
2011-06-18,5.958,8.308,2.35,0.417,16.717,192.521,9.854,12.125,202.375,1.917
2011-06-19,5.133,6.55,1.416,0.472,21.325,201.021,10.25,14.208,211.27,2.083
2011-06-20,9.658,11.783,2.125,0.811,25.383,208.666,13.688,16.0,222.354,3.0
2011-06-21,9.117,12.158,3.042,0.653,23.083,211.584,15.854,11.375,227.438,2.292
2011-06-22,7.15,8.258,1.108,0.556,22.042,195.166,12.77,11.667,207.938,1.75
2011-06-23,5.58,7.357,1.777,0.576,14.484,188.935,13.108,7.417,202.044,1.042
2011-06-24,4.849,6.132,1.283,0.906,17.133,186.52,12.771,9.75,199.292,1.125
2011-06-25,3.0,4.192,1.192,0.347,9.1,186.896,9.27,1.917,196.166,1.917
2011-06-26,3.417,4.433,1.017,0.389,12.108,190.812,9.25,4.667,200.062,1.792
2011-06-27,8.725,12.908,4.183,0.43,16.617,201.125,14.521,8.583,215.646,2.818
2011-06-28,7.167,10.725,3.558,0.625,17.883,199.021,15.354,10.167,214.375,1.583
2011-06-29,5.283,7.425,2.142,0.5,14.925,195.27,12.396,8.125,207.666,1.542
2011-06-30,6.379,10.416,4.037,0.931,18.158,207.87,14.218,11.083,222.087,1.375
2011-07-01,5.795,10.054,4.259,0.646,21.175,195.62,14.342,10.667,209.962,1.5
2011-07-02,3.992,6.183,2.192,0.625,22.667,178.75,11.083,15.833,189.834,1.792
2011-07-03,4.217,5.35,1.133,0.639,33.925,197.062,13.416,19.042,210.479,2.417
2011-07-04,5.967,6.95,0.984,0.458,23.008,195.0,13.771,13.083,208.771,2.409
2011-07-05,5.925,6.967,1.042,0.459,27.208,203.233,13.204,18.682,216.438,3.458
2011-07-06,6.883,10.392,3.508,0.944,30.233,216.521,13.854,23.042,230.375,3.958
2011-07-07,8.324,10.505,2.181,0.758,22.817,200.696,13.652,15.833,214.348,3.25
2011-07-08,5.959,9.34,3.381,0.932,14.25,189.792,15.167,6.792,204.958,2.208
2011-07-09,6.167,10.15,3.983,0.708,22.492,202.521,17.438,14.375,219.958,2.792
2011-07-10,3.258,4.608,1.35,0.903,17.849,189.875,11.479,10.458,201.354,2.208
2011-07-11,6.617,8.942,2.325,0.972,20.667,189.521,13.125,13.417,202.646,1.682
2011-07-12,7.95,11.967,4.017,0.861,19.141,203.812,16.292,10.917,220.104,1.333
2011-07-13,6.308,9.417,3.108,0.889,21.323,194.688,13.166,11.958,207.854,1.292
2011-07-14,7.572,9.855,2.284,0.659,21.558,197.0,14.456,13.833,211.456,1.083
2011-07-15,7.371,9.859,2.488,0.803,24.142,200.0,14.458,14.542,214.458,1.292
2011-07-16,5.492,7.108,1.617,0.861,25.8,190.625,13.0,17.958,203.625,1.5
2011-07-17,4.083,4.9,0.817,1.0,28.406,192.729,13.416,21.583,206.146,1.583
2011-07-18,4.225,5.525,1.3,0.625,29.942,193.52,12.75,16.917,206.27,2.409
2011-07-19,7.617,14.317,6.7,0.653,14.975,189.146,15.23,6.542,204.375,2.458
2011-07-20,6.017,10.875,4.858,0.695,15.267,186.729,14.77,6.292,201.5,2.208
2011-07-21,5.643,7.278,1.635,0.474,17.842,185.804,11.413,6.917,197.218,2.0
2011-07-22,5.71,6.713,1.003,0.406,14.309,188.125,10.458,8.292,198.584,2.0
2011-07-23,6.05,8.458,2.408,0.639,17.558,194.604,11.229,11.583,205.833,2.083
2011-07-24,3.642,4.9,1.258,0.514,18.567,189.917,10.104,12.333,200.02,2.083
2011-07-25,8.908,12.158,3.25,0.806,23.525,197.729,13.854,13.667,211.584,2.682
2011-07-26,10.31,15.247,4.937,0.688,23.197,204.454,17.623,13.542,222.078,3.125
2011-07-27,11.0,16.508,5.508,0.785,17.925,203.188,18.458,9.5,221.646,2.792
2011-07-28,7.002,10.442,3.441,0.585,12.942,187.414,12.456,6.708,199.87,1.833
2011-07-29,5.186,10.947,5.761,0.293,18.383,188.854,12.208,8.083,201.062,1.667
2011-07-30,5.367,6.992,1.625,0.374,18.233,184.5,10.979,10.375,195.479,2.083
2011-07-31,5.142,6.567,1.425,0.403,17.12,201.166,12.416,8.708,213.584,2.5
2011-08-01,5.858,8.567,2.708,0.569,14.006,196.354,11.438,6.583,207.792,2.091
2011-08-02,7.021,11.267,4.246,0.694,24.703,203.358,13.238,13.708,216.597,2.625
2011-08-03,5.083,7.675,2.592,0.611,22.509,201.438,12.98,13.375,214.416,2.458
2011-08-04,4.767,6.256,1.489,0.571,24.033,192.392,11.391,15.217,203.782,2.417
2011-08-05,8.723,10.88,2.157,0.929,26.533,201.416,14.125,17.042,215.542,2.208
2011-08-06,6.408,10.192,3.783,0.958,19.575,198.104,13.979,10.542,212.083,2.125
2011-08-07,4.025,5.458,1.433,0.667,22.475,195.188,12.458,13.75,207.646,1.958
2011-08-08,5.467,7.567,2.1,0.708,24.75,191.438,12.23,14.583,203.666,2.273
2011-08-09,7.592,10.408,2.817,0.819,21.058,193.958,13.458,15.708,207.417,2.083
2011-08-10,6.741,8.233,1.492,0.695,20.425,187.792,12.167,13.909,199.958,1.667
2011-08-11,4.723,5.516,0.793,0.447,22.049,182.413,10.348,11.458,192.76,1.792
2011-08-12,6.024,7.653,1.628,0.604,25.917,188.521,11.104,15.833,199.625,2.042
2011-08-13,4.25,5.808,1.558,0.597,21.219,188.542,11.396,12.083,199.938,1.75
2011-08-14,3.783,5.567,1.783,0.861,19.75,195.562,12.0,12.5,207.562,2.0
2011-08-15,4.508,5.65,1.141,0.806,22.033,194.771,11.562,14.458,206.334,2.182
2011-08-16,3.883,4.725,0.842,0.528,26.833,194.375,10.688,17.583,205.062,2.167
2011-08-17,4.375,5.15,0.775,0.597,30.818,186.79,10.091,20.083,196.881,2.167
2011-08-18,5.623,7.361,1.738,0.474,20.417,186.652,10.608,11.708,197.26,2.125
2011-08-19,3.165,4.484,1.32,0.347,6.333,185.938,7.916,1.0,193.854,2.083
2011-08-20,6.125,7.917,1.792,0.75,9.075,193.27,10.688,4.167,203.958,2.375
2011-08-21,5.125,6.367,1.242,0.403,6.617,193.875,10.521,2.0,204.396,2.625
2011-08-22,7.192,10.85,3.658,0.5,9.908,201.584,12.23,3.708,213.812,2.364
2011-08-23,9.175,13.433,4.258,0.389,10.225,191.646,12.916,4.75,204.562,2.417
2011-08-24,9.733,16.533,6.8,0.403,14.825,198.042,14.417,7.708,212.458,2.458
2011-08-25,8.759,18.806,10.047,0.546,15.475,198.566,15.522,7.375,214.087,1.833
2011-08-26,7.515,14.242,6.727,0.459,8.517,188.625,12.208,2.542,200.834,1.833
2011-08-27,4.567,6.725,2.158,0.389,12.242,190.583,10.312,7.083,200.896,1.708
2011-08-28,3.483,4.842,1.358,0.639,14.025,197.666,9.958,7.25,207.625,1.583
2011-08-29,4.708,6.633,1.925,0.597,15.25,199.167,9.875,8.417,209.042,1.727
2011-08-30,6.933,10.15,3.217,0.681,22.375,198.312,11.521,13.542,209.833,2.0
2011-08-31,8.625,11.808,3.183,0.875,28.233,198.666,13.438,18.875,212.104,2.333
2011-09-01,7.988,12.635,4.647,0.736,18.792,189.087,13.826,9.333,202.913,2.292
2011-09-02,8.716,14.331,5.615,1.067,19.525,191.562,16.375,12.542,207.938,2.292
2011-09-03,5.038,8.816,3.777,0.56,15.213,182.584,12.562,4.708,195.146,2.25
2011-09-04,2.508,3.733,1.225,0.417,8.908,180.166,9.688,2.417,189.854,1.25
2011-09-05,4.287,5.588,1.301,0.458,8.025,184.521,11.271,1.565,195.792,1.045
2011-09-06,5.217,6.242,1.025,0.569,8.784,189.646,9.146,4.25,198.792,1.042
2011-09-07,5.958,6.808,0.85,0.833,11.867,193.875,10.771,7.708,204.646,1.167
2011-09-08,9.732,13.238,3.505,0.997,18.233,200.26,14.239,13.792,214.5,2.083
2011-09-09,12.994,17.812,4.819,0.845,24.933,197.958,17.312,19.917,215.271,2.667
2011-09-10,5.875,9.525,3.65,0.542,22.117,191.875,13.27,15.542,205.146,2.083
2011-09-11,5.967,7.542,1.575,0.694,26.2,196.083,15.188,17.042,211.271,2.333
2011-09-12,7.512,10.484,2.972,0.791,19.52,187.625,13.958,13.318,201.584,2.682
2011-09-13,9.217,13.925,4.708,0.944,20.683,186.562,14.958,12.583,201.521,2.75
2011-09-14,6.908,10.6,3.692,0.889,25.558,184.312,13.646,17.458,197.958,2.792
2011-09-15,8.066,10.637,2.571,0.871,27.333,183.304,13.022,19.75,196.326,2.833
2011-09-16,8.093,12.253,4.159,0.832,25.058,185.27,14.645,17.583,199.917,2.583
2011-09-17,7.225,10.008,2.783,0.333,18.575,180.083,12.458,10.708,192.542,2.708
2011-09-18,3.95,6.742,2.792,0.458,11.275,179.604,13.438,3.583,193.042,2.167
2011-09-19,1.217,1.842,0.625,0.333,5.967,183.125,7.146,0.875,190.271,1.636
2011-09-20,9.833,13.192,3.358,0.333,6.158,183.5,11.646,2.792,195.146,2.875
2011-09-21,4.217,5.817,1.6,0.306,8.642,181.521,8.188,1.917,189.708,1.625
2011-09-22,10.573,13.166,2.593,0.39,6.082,186.022,11.456,1.958,197.478,1.583
2011-09-23,7.309,9.564,2.255,0.434,8.117,190.896,10.229,5.25,201.125,1.958
2011-09-24,5.983,8.308,2.325,0.389,8.05,193.875,10.062,5.292,203.938,2.208
2011-09-25,6.492,8.816,2.325,0.694,14.317,196.167,11.375,11.208,207.542,2.833
2011-09-26,11.717,18.183,6.467,0.653,21.242,199.02,14.98,17.125,214.0,3.545
2011-09-27,7.625,13.583,5.958,0.681,16.033,194.458,11.0,12.917,205.458,2.292
2011-09-28,11.76,17.299,5.54,0.833,20.859,194.8,14.034,16.5,208.834,3.292
2011-09-29,12.754,16.177,3.423,0.944,24.908,192.353,14.329,20.458,206.682,3.125
2011-09-30,10.709,11.813,1.104,0.56,11.45,184.958,11.666,7.25,196.625,2.708
2011-10-01,4.189,5.04,0.851,0.443,7.785,187.25,6.458,5.208,193.708,2.0
2011-10-02,6.792,8.823,2.031,0.528,8.817,190.812,10.271,7.417,201.084,2.292
2011-10-03,6.239,7.708,1.469,0.569,7.342,189.084,6.646,6.167,195.73,2.045
2011-10-04,7.834,13.875,6.042,0.625,8.225,191.021,8.854,9.083,199.875,2.542
2011-10-05,17.592,26.292,8.7,0.75,21.584,196.875,17.25,21.458,214.125,4.0
2011-10-06,7.751,8.504,0.754,0.702,9.313,186.696,10.283,6.875,196.978,2.125
2011-10-07,9.18,10.647,1.467,0.988,22.344,190.021,10.312,20.25,200.334,3.292
2011-10-08,9.302,12.896,3.594,0.819,24.864,193.021,10.896,27.208,203.916,3.917
2011-10-09,8.073,9.24,1.166,0.805,28.427,198.75,11.625,30.042,210.375,4.333
2011-10-10,6.25,7.021,0.771,1.208,33.521,191.084,11.792,34.0,202.875,2.864
2011-10-11,9.844,12.604,2.76,0.833,23.812,193.875,11.0,25.708,204.875,2.708
2011-10-12,13.781,18.542,4.76,0.931,22.323,195.916,14.756,23.25,210.671,2.833
2011-10-13,18.39,26.774,8.384,1.056,28.729,197.717,18.282,31.083,216.0,3.833
2011-10-14,10.176,17.589,7.413,0.745,19.883,196.604,15.021,23.0,211.625,2.833
2011-10-15,9.833,12.208,2.375,0.389,9.914,183.938,10.958,5.708,194.896,2.167
2011-10-16,4.792,5.267,0.475,0.778,18.692,185.938,8.688,16.542,194.625,2.125
2011-10-17,8.909,11.763,2.854,0.916,18.189,187.688,10.229,16.125,197.917,2.636
2011-10-18,4.925,7.85,2.925,0.361,10.591,188.729,6.896,8.542,195.625,2.292
2011-10-19,7.533,14.083,6.55,0.583,11.645,190.944,9.348,9.208,200.292,2.333
2011-10-20,12.635,25.636,13.002,0.944,18.1,194.804,14.718,16.542,209.522,3.292
2011-10-21,13.191,24.198,11.007,0.688,20.275,201.25,15.771,18.5,217.021,3.583
