date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean,CH4_mean,NMHC_mean,THC_mean
2011-01-01,10.163142857142857,13.337142857142856,3.1738571428571425,3.0,,,189.167,8.667,197.833
2011-01-02,3.0892857142857144,3.7977142857142856,0.7082857142857143,2.2456666666666667,,,189.565,2.609,192.174
2011-01-03,5.660714285714286,7.559428571428571,1.8987142857142858,3.5971666666666664,,,190.958,4.042,195.0
2011-01-04,5.9678571428571425,8.312142857142856,2.344142857142857,3.8818333333333332,,,190.833,4.083,194.917
2011-01-05,7.843285714285714,14.498857142857144,6.655571428571428,1.899333333333333,,,189.042,6.125,195.167
2011-01-06,15.671285714285714,37.506142857142855,21.834714285714284,2.1153333333333335,,,190.208,14.75,204.958
2011-01-07,10.825571428571427,27.355285714285714,16.529714285714284,1.896,,,189.478,11.217,200.696
2011-01-08,10.654714285714286,19.47214285714286,8.817285714285713,2.2848333333333333,,,189.875,10.667,200.542
2011-01-09,11.708285714285713,21.339285714285715,9.630857142857142,3.3768333333333334,,,191.208,9.958,201.167
2011-01-10,18.726,49.487857142857145,30.761857142857142,3.618,,,191.583,15.333,206.917
2011-01-11,9.779714285714286,25.309571428571427,15.530000000000001,2.528,,,188.625,7.708,196.333
2011-01-12,18.05185714285714,42.41142857142857,24.359571428571428,2.6015,,,190.333,11.524,201.857
2011-01-13,12.899285714285714,39.39442857142858,26.49514285714286,3.2706666666666666,,,190.292,13.042,203.333
2011-01-14,8.392999999999999,14.958428571428572,6.565571428571429,3.5208333333333335,,,190.0,6.25,196.25
2011-01-15,8.434571428571429,14.881,6.4465714285714295,2.3611666666666666,,,188.167,7.625,195.792
2011-01-16,13.432857142857143,31.781285714285712,18.34842857142857,1.9726666666666668,,,188.583,10.75,199.333
2011-01-17,14.142857142857142,34.458285714285715,20.315428571428573,1.9515,,,188.696,9.478,198.174
2011-01-18,20.327428571428573,54.58328571428571,34.256,2.4236666666666666,,,188.583,12.042,200.625
2011-01-19,19.620857142857144,51.029,31.408142857142856,2.097166666666667,,,188.833,12.958,201.792
2011-01-20,10.748142857142856,22.821857142857144,12.073571428571428,1.6518333333333333,,,185.958,8.292,194.25
2011-01-21,12.535714285714286,26.440571428571428,13.904714285714286,1.618,,,187.208,9.417,196.625
2011-01-22,8.194857142857142,13.517,5.3224285714285715,2.609166666666667,,,186.043,4.565,190.609
2011-01-23,5.752,10.691999999999998,4.939857142857143,1.9815000000000003,,,187.708,4.208,191.917
2011-01-24,9.821428571428571,20.75,10.928714285714287,1.9651666666666667,,,187.292,5.667,192.958
2011-01-25,8.698,14.557428571428572,5.859571428571429,2.4993333333333334,,,189.042,4.917,193.958
2011-01-26,7.792285714285714,14.615142857142857,6.822857142857144,1.9581666666666668,,,189.125,4.375,193.5
2011-01-27,13.875142857142858,32.738142857142854,18.863,3.0625,,,189.565,12.609,202.174
2011-01-28,12.285714285714286,24.309571428571427,12.02357142857143,3.3541666666666665,,,190.417,11.458,201.875
2011-01-29,10.404714285714286,21.041571428571427,10.637,2.3126666666666664,,,190.625,8.292,198.917
2011-01-30,9.037285714285714,25.119142857142858,16.08214285714286,1.9261666666666668,,,190.0,5.583,195.583
2011-01-31,11.904714285714286,26.024,14.119,2.006666666666667,,,188.083,7.667,195.75
2011-02-01,12.214285714285714,33.82142857142857,21.607142857142858,3.0556666666666668,,,188.913,7.609,196.522
2011-02-02,6.539000000000001,11.320714285714287,4.781571428571428,1.8216666666666665,,,188.042,3.708,191.75
2011-02-03,12.005857142857142,24.720285714285716,12.714285714285714,2.0210000000000004,,,189.583,11.167,200.75
2011-02-04,10.988142857142858,26.136714285714284,15.148857142857143,4.014,,,189.5,9.083,198.583
2011-02-05,10.738142857142858,18.744142857142858,8.005857142857142,4.305499999999999,,,192.208,12.167,204.375
2011-02-06,17.611428571428572,32.174285714285716,14.562714285714284,3.9051666666666662,,,190.826,11.217,202.043
2011-02-07,8.892857142857142,15.369,6.4761428571428565,2.472166666666667,,,187.75,7.542,195.292
2011-02-08,5.916571428571429,10.863142857142858,4.946571428571429,1.8263333333333334,,,187.0,3.292,190.292
2011-02-09,8.248000000000001,16.781,8.533,1.694,,,187.75,5.542,193.292
2011-02-10,10.291571428571428,21.811,11.519571428571428,1.9583333333333333,,,188.182,8.0,196.182
2011-02-11,6.535857142857142,13.083285714285713,6.547571428571429,1.8475000000000001,,,187.609,6.652,194.261
2011-02-12,8.214142857142857,13.779714285714286,5.565428571428571,2.2641666666666667,,,189.917,7.708,197.625
2011-02-13,19.038999999999998,34.922714285714285,15.884142857142857,1.8961666666666666,,,189.792,11.5,201.292
2011-02-14,16.49985714285714,33.642857142857146,17.142714285714284,1.5695,,,188.833,13.375,202.208
2011-02-15,8.351142857142857,16.375,8.023857142857143,1.7571666666666665,,,188.333,6.75,195.083
2011-02-16,11.47342857142857,25.19957142857143,13.726142857142857,2.1248333333333336,,,188.0,6.348,194.348
2011-02-17,8.140285714285714,18.451285714285714,10.311000000000002,1.8886666666666667,,,187.958,6.958,194.917
2011-02-18,4.517571428571428,7.922714285714285,3.4047142857142854,1.7221666666666666,,,189.417,5.292,194.708
2011-02-19,8.982,17.940428571428573,8.958142857142857,2.125,,,191.708,9.625,201.333
2011-02-20,14.798857142857143,31.860285714285713,17.061285714285713,2.5466666666666664,,,189.708,8.667,198.375
2011-02-21,21.422428571428572,48.07142857142857,26.648857142857143,3.993,,,188.957,13.957,202.913
2011-02-22,20.79342857142857,38.41128571428572,17.617428571428572,2.692,,,189.5,11.75,201.25
2011-02-23,15.591571428571429,29.00485714285714,13.413285714285715,2.4995,,,187.458,12.542,200.0
2011-02-24,10.131,18.827285714285715,8.696428571428571,3.4235,,,188.75,8.292,197.042
2011-02-25,10.905000000000001,18.059428571428572,7.154857142857144,2.1111666666666666,,,188.625,7.625,196.25
2011-02-26,3.904857142857143,6.339285714285714,2.4344285714285716,1.6733333333333331,,,189.0,2.826,191.826
2011-02-27,12.550142857142857,27.642571428571426,15.09242857142857,2.164,,,191.75,7.458,199.208
2011-02-28,16.762,36.25,19.488142857142858,2.007,,,191.375,10.125,201.5
2011-03-01,19.416,46.437571428571424,27.02157142857143,2.666833333333333,,,189.208,10.042,199.25
2011-03-02,18.06742857142857,34.35514285714286,16.287714285714284,2.486,,,188.826,15.696,204.522
2011-03-03,8.19057142857143,15.345285714285714,7.154714285714285,2.2013333333333334,,,189.458,7.125,196.583
2011-03-04,12.625,21.012,8.387,2.1251666666666664,,,191.875,12.25,204.125
2011-03-05,21.809142857142856,41.38828571428571,19.579571428571427,1.9400000000000002,,,189.333,21.958,211.292
2011-03-06,21.291714285714285,46.732142857142854,25.440285714285714,3.1528333333333336,,,191.083,22.208,213.292
2011-03-07,12.762,23.804857142857145,11.042857142857143,2.7776666666666667,,,193.095,17.524,210.619
2011-03-08,15.536285714285713,36.418,20.881428571428568,2.6388333333333334,,,195.417,13.958,209.375
2011-03-09,15.821428571428571,28.369142857142858,12.547571428571429,1.896,,,192.417,10.542,202.958
2011-03-10,7.630857142857144,15.0,7.369285714285715,1.7638333333333334,,,190.583,10.375,200.958
2011-03-11,5.833285714285714,10.178571428571429,4.345285714285715,2.8473333333333333,,,190.458,6.625,197.083
2011-03-12,4.875142857142857,7.538857142857144,2.6635714285714287,2.0178333333333334,,,188.87,2.0,190.87
2011-03-13,13.392714285714286,27.178571428571427,13.785714285714286,2.277833333333333,,,189.5,13.125,202.625
2011-03-14,16.291571428571427,35.398714285714284,19.107142857142858,3.1876666666666664,,,189.417,9.75,199.167
2011-03-15,13.488714285714286,26.936285714285713,13.447714285714286,2.8958333333333335,,,190.083,10.167,200.25
2011-03-16,20.604857142857146,36.47728571428571,15.872571428571428,3.191333333333333,,,190.083,8.5,198.583
2011-03-17,12.52,19.332285714285717,6.812142857142858,2.1668333333333334,,,185.522,8.609,194.13
2011-03-18,7.6488571428571435,14.833428571428572,7.184714285714286,2.0555,,,189.75,10.542,200.292
2011-03-19,4.730142857142858,8.267,3.536857142857143,1.8816666666666666,,,187.583,2.958,190.542
2011-03-20,9.160714285714286,17.386857142857142,8.226142857142857,2.5556666666666668,,,189.083,4.167,193.25
2011-03-21,11.416571428571428,20.755857142857142,9.339285714285714,2.7083333333333335,,,188.708,5.833,194.542
2011-03-22,18.729000000000003,39.243857142857145,20.514714285714287,3.9235,,,189.217,12.261,201.478
2011-03-23,19.851428571428574,32.207857142857144,12.356714285714286,2.0145,,,185.792,10.875,196.667
2011-03-24,7.672571428571429,11.113142857142858,3.4404285714285714,2.3678333333333335,,,186.792,6.958,193.75
2011-03-25,2.9107142857142856,3.7144285714285714,0.8035714285714286,2.0695,,,188.833,2.833,191.667
2011-03-26,7.646142857142857,15.236571428571429,7.590428571428572,1.8446666666666667,,,190.333,5.583,195.917
2011-03-27,17.756,32.47042857142857,14.714285714285714,4.090333333333334,,,190.739,11.261,202.0
2011-03-28,13.059571428571429,27.529714285714284,14.470142857142857,3.1181666666666668,,,190.833,9.417,200.25
2011-03-29,14.974,30.692857142857143,15.718714285714285,2.7825,,,189.958,7.375,197.333
2011-03-30,20.148714285714284,37.559571428571424,17.410714285714285,3.548666666666667,,,187.5,11.5,199.0
2011-03-31,6.6488571428571435,10.440285714285713,3.7917142857142854,1.9443333333333335,,,185.042,4.5,189.542
2011-04-01,21.671285714285712,37.332,15.660571428571428,4.700833333333333,,,188.958,11.125,200.083
2011-04-02,13.017714285714286,22.488285714285716,9.470142857142857,4.277666666666667,,,188.0,8.652,196.652
2011-04-03,8.345285714285714,12.404857142857143,4.059714285714286,2.5486666666666666,,,188.75,4.542,193.292
2011-04-04,12.486,26.229000000000003,13.742999999999999,2.4381666666666666,,,188.25,8.375,196.625
2011-04-05,18.328714285714284,35.748714285714286,17.420285714285715,3.1291666666666664,,,188.417,7.792,196.208
2011-04-06,21.156857142857145,40.540571428571425,19.38357142857143,4.235833333333333,,,189.182,11.455,200.636
2011-04-07,19.566,34.07114285714285,14.504857142857144,3.571,,,186.478,10.478,196.957
