date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CO_mean,CH4_mean,NMHC_mean,THC_mean
2017-02-22,13.629,18.904,5.274,11.067,2.948,13.78,3.583,195.208,11.167,206.375
2017-02-23,13.884,21.465,7.581,16.567,3.218,20.571,4.25,197.875,15.958,213.833
2017-02-24,12.99,19.45,6.459,31.134,3.655,35.994,4.375,198.875,11.708,210.583
2017-02-25,6.411,8.351,1.94,22.008,2.625,26.899,3.625,196.667,10.875,207.542
2017-02-26,11.752,15.735,3.983,26.133,3.967,36.519,4.304,196.739,9.087,205.826
2017-02-27,14.774,21.06,6.286,17.75,4.302,22.322,3.917,197.348,14.87,212.217
2017-02-28,14.768,23.393,8.625,16.683,3.406,24.601,4.0,199.458,18.167,217.625
2017-03-01,4.333,5.482,1.149,15.733,2.646,20.417,2.708,195.438,7.125,202.562
2017-03-02,9.56,12.518,2.958,14.142,4.031,18.869,3.833,193.042,8.667,201.708
2017-03-03,19.78,27.518,7.738,20.642,3.76,26.25,4.5,196.875,13.25,210.125
2017-03-04,15.881,21.863,5.982,23.425,4.677,35.726,3.958,197.292,13.875,211.167
2017-03-05,16.557,24.782,8.225,8.233,2.59,19.663,2.783,193.435,12.391,205.826
2017-03-06,4.67,7.481,2.81,5.2,2.49,8.702,1.458,191.958,7.0,198.958
2017-03-07,7.548,11.738,4.191,8.7,2.271,13.441,2.417,193.208,12.417,205.625
2017-03-08,12.518,16.732,4.214,5.225,1.958,11.298,2.583,194.909,20.5,215.409
2017-03-09,3.845,5.173,1.327,3.75,1.906,7.137,1.625,193.167,5.042,198.208
2017-03-10,7.488,10.5,3.012,7.3,2.823,11.696,2.292,193.458,6.125,199.583
2017-03-11,7.607,10.393,2.786,13.842,2.875,18.202,2.75,195.833,9.375,205.208
2017-03-12,16.226,23.891,7.665,19.408,4.336,26.19,4.348,198.304,13.391,211.696
2017-03-13,21.542,34.393,12.851,24.267,6.448,33.405,4.583,201.292,20.625,221.917
2017-03-14,20.304,32.363,12.06,24.025,6.469,34.179,4.125,199.542,19.708,219.25
2017-03-15,25.321,39.839,14.518,29.258,7.583,40.976,3.625,197.667,17.0,214.667
2017-03-16,14.465,21.228,6.764,6.592,3.26,14.661,2.125,194.708,10.833,205.542
2017-03-17,7.548,10.833,3.286,5.45,2.188,8.893,2.5,195.125,10.667,205.792
2017-03-18,15.524,20.911,5.387,11.833,3.719,17.554,2.917,198.917,13.0,211.917
2017-03-19,23.033,32.51,9.477,11.47,3.436,27.22,3.217,195.87,11.348,207.217
2017-03-20,7.435,10.494,3.059,2.183,1.656,5.756,2.542,193.958,14.083,208.042
2017-03-21,6.899,9.036,2.137,1.925,1.312,6.393,1.958,196.333,10.5,206.833
2017-03-22,6.702,8.863,2.161,3.258,2.312,6.012,2.083,196.167,8.333,204.5
2017-03-23,10.476,14.101,3.625,6.042,3.562,9.911,2.5,195.292,9.667,204.958
2017-03-24,10.833,15.673,4.839,10.883,3.646,15.292,2.667,197.0,10.708,207.708
2017-03-25,8.94,11.066,2.127,34.892,4.469,43.488,3.917,200.625,12.208,212.833
2017-03-26,17.197,21.992,4.795,38.033,5.674,48.951,4.826,203.913,14.174,218.087
2017-03-27,20.893,28.065,7.173,31.033,7.208,39.013,4.667,202.708,15.417,218.125
2017-03-28,19.464,26.131,6.667,29.492,7.719,39.417,4.208,202.125,16.167,218.292
2017-03-29,12.786,16.726,3.941,23.342,6.583,30.863,3.458,198.75,12.083,210.833
2017-03-30,6.696,9.095,2.399,13.592,4.354,18.958,2.583,194.458,9.583,204.042
2017-03-31,12.423,16.333,3.911,13.025,4.542,19.119,3.25,195.375,10.042,205.417
2017-04-01,6.726,9.708,2.982,8.008,3.042,12.434,2.083,196.125,8.375,204.5
2017-04-02,5.47,7.607,2.137,10.125,3.875,13.339,1.833,196.333,7.167,203.5
2017-04-03,7.116,9.971,2.855,15.683,4.989,20.838,2.261,196.478,11.043,207.522
2017-04-04,17.016,23.468,6.451,25.3,8.771,31.976,3.792,198.875,12.958,211.833
2017-04-05,20.946,27.697,6.75,27.825,6.875,35.935,4.083,200.667,17.75,218.417
2017-04-06,21.851,32.649,10.798,14.467,5.136,23.417,3.625,200.5,21.0,221.5
2017-04-07,20.0,29.06,9.059,9.658,4.604,22.298,2.917,194.792,12.375,207.167
2017-04-08,30.196,66.917,36.72,19.203,7.0,46.06,3.458,197.167,20.375,217.542
2017-04-09,13.119,19.899,6.78,13.975,5.542,23.649,2.75,196.833,10.083,206.917
2017-04-10,7.348,10.228,2.88,9.1,3.49,13.572,2.609,196.773,8.955,205.727
2017-04-11,8.28,10.988,2.708,5.267,2.521,8.857,2.25,197.125,4.75,201.875
2017-04-12,9.703,12.387,2.684,8.808,5.062,13.381,2.667,196.333,3.083,199.417
2017-04-13,8.536,12.482,3.946,13.708,5.594,20.286,2.875,198.208,6.333,204.542
2017-04-14,13.583,17.786,4.202,20.2,7.583,27.494,3.458,199.583,8.583,208.167
2017-04-15,12.506,16.911,4.405,15.158,6.396,22.672,2.625,196.708,8.167,204.875
2017-04-16,10.815,14.845,4.03,14.467,6.125,22.006,2.333,194.792,3.667,198.458
2017-04-17,17.716,26.927,9.211,18.443,4.479,37.464,2.304,196.739,15.391,212.13
2017-04-18,6.056,8.455,2.399,7.483,4.948,9.613,1.917,196.417,9.083,205.5
2017-04-19,5.143,7.179,2.036,19.125,5.865,29.56,1.625,198.25,7.125,205.375
2017-04-20,13.583,17.518,3.934,14.958,5.531,22.351,2.042,198.292,9.5,207.792
2017-04-21,24.274,30.78,6.506,22.725,8.656,32.202,2.625,198.667,9.75,208.417
2017-04-22,5.803,7.131,1.327,14.725,5.469,22.298,1.083,196.708,4.833,201.542
2017-04-23,5.232,7.25,2.018,9.442,4.647,12.649,1.375,196.875,7.042,203.917
2017-04-24,9.743,14.118,4.374,11.15,5.37,15.125,2.435,196.913,15.13,212.043
2017-04-25,7.768,10.732,2.964,7.908,4.667,12.131,1.958,194.208,14.5,208.708
2017-04-26,17.756,24.667,6.911,8.575,3.917,14.816,2.667,195.125,18.083,213.208
2017-04-27,9.226,12.518,3.292,10.067,5.031,15.345,2.208,196.875,13.792,210.667
2017-04-28,8.488,12.494,4.006,12.033,4.996,16.833,2.625,198.826,18.783,217.609
2017-04-29,7.089,9.286,2.196,17.825,5.864,23.976,2.542,202.167,16.083,218.25
2017-04-30,6.476,8.821,2.345,19.4,6.99,25.161,2.417,201.833,15.917,217.75
2017-05-01,6.748,8.959,2.211,20.499,6.955,26.18,1.957,199.143,11.19,210.333
2017-05-02,6.393,8.988,2.595,8.725,4.875,12.191,2.125,196.875,12.333,209.208
2017-05-03,7.024,9.613,2.589,10.342,4.229,15.113,1.667,197.625,14.792,212.417
2017-05-04,3.553,5.232,1.678,6.392,3.666,10.75,1.125,195.0,11.542,206.542
2017-05-05,6.619,9.018,2.399,9.183,4.729,12.726,1.292,194.25,8.917,203.167
2017-05-06,9.958,13.53,3.571,14.0,4.927,23.411,2.0,195.167,10.542,205.708
2017-05-07,4.661,6.197,1.536,20.45,6.479,32.381,1.792,197.167,7.917,205.083
2017-05-08,5.767,7.605,1.838,29.883,7.896,47.19,2.087,196.522,13.304,209.826
2017-05-09,14.296,19.579,5.283,20.983,6.386,33.381,2.292,196.875,20.917,217.792
2017-05-10,7.054,9.613,2.56,11.408,3.806,17.842,1.75,194.958,13.583,208.542
2017-05-11,4.994,6.78,1.786,17.158,5.768,22.218,1.708,196.5,14.958,211.458
2017-05-12,11.179,14.774,3.595,25.592,7.584,35.673,2.583,197.833,18.292,216.125
2017-05-13,5.655,7.726,2.071,11.417,3.948,16.286,2.042,195.042,13.375,208.417
2017-05-14,6.024,8.405,2.381,16.492,5.584,24.911,2.125,198.5,15.417,213.917
2017-05-15,6.604,9.209,2.605,11.287,6.033,18.861,1.783,196.087,10.087,206.174
2017-05-16,10.942,14.386,3.444,11.3,6.094,19.684,2.25,198.25,13.292,211.542
2017-05-17,9.494,13.196,3.702,16.667,6.021,26.518,2.458,200.208,14.458,214.667
2017-05-18,11.155,15.161,4.006,13.225,6.427,18.381,2.333,196.25,9.875,206.125
2017-05-19,12.06,15.929,3.869,15.683,7.198,20.453,2.083,196.5,13.167,209.667
2017-05-20,11.429,14.351,2.923,20.95,8.573,27.399,2.25,196.833,14.167,211.0
2017-05-21,12.411,15.345,2.935,30.592,9.906,38.512,2.792,196.5,11.542,208.042
2017-05-22,10.131,13.614,3.482,22.792,7.927,28.936,1.0,195.826,8.565,204.391
2017-05-23,12.607,16.881,4.274,20.633,8.281,27.203,1.043,195.042,9.833,204.875
2017-05-24,12.994,17.363,4.369,16.483,5.375,29.881,2.167,193.917,9.5,203.417
2017-05-25,10.786,14.774,3.988,11.15,4.844,20.726,1.75,194.0,9.083,203.083
2017-05-26,8.762,12.744,3.982,13.417,6.312,23.47,1.542,195.0,5.75,200.75
2017-05-27,5.774,7.857,2.083,6.075,5.667,11.143,1.375,195.292,4.417,199.708
2017-05-28,6.5,8.875,2.375,10.033,6.177,15.827,1.583,196.75,6.75,203.5
2017-05-29,10.352,14.291,3.939,16.192,7.062,21.732,2.913,197.217,11.957,209.174
2017-05-30,13.545,17.107,3.562,34.358,10.146,42.5,3.208,198.0,14.913,212.913
2017-05-31,11.351,15.078,3.726,40.867,8.594,53.714,3.208,197.208,13.083,210.292
2017-06-01,8.717,11.422,2.705,25.333,6.646,34.911,3.042,197.25,12.958,210.208
2017-06-02,5.583,7.512,1.928,8.858,5.99,15.572,2.417,196.167,9.583,205.75
2017-06-03,5.982,8.077,2.095,8.558,5.542,12.161,2.417,197.125,9.25,206.375
2017-06-04,4.923,6.595,1.673,9.033,5.188,13.839,2.25,196.833,9.375,206.208
2017-06-05,7.517,10.329,2.812,7.453,5.511,11.649,1.435,195.696,7.261,202.957
2017-06-06,8.964,11.673,2.708,11.155,5.417,14.458,1.333,193.261,8.304,201.565
2017-06-07,8.512,11.482,2.97,7.8,3.177,15.048,1.542,193.292,9.875,203.167
2017-06-08,6.744,9.756,3.012,9.008,3.906,17.304,2.083,195.208,12.958,208.167
2017-06-09,8.625,11.946,3.321,12.302,5.906,18.256,2.375,196.833,10.875,207.708
2017-06-10,5.988,7.607,1.619,21.823,6.5,29.143,2.333,197.417,10.333,207.75
2017-06-11,8.506,11.786,3.28,15.74,5.677,24.667,2.167,196.875,8.917,205.792
2017-06-12,6.083,8.965,2.883,4.622,4.708,9.399,0.261,192.739,8.174,200.913
2017-06-13,6.689,9.695,3.006,8.629,4.363,12.461,0.478,193.167,8.875,202.042
2017-06-14,9.78,13.468,3.688,11.817,5.875,16.286,1.375,196.292,12.167,208.458
2017-06-15,8.622,11.616,2.995,14.233,6.23,19.589,1.333,197.708,14.542,212.25
2017-06-16,8.617,10.896,2.28,19.275,7.125,26.899,1.125,196.25,10.083,206.333
2017-06-17,5.315,7.321,2.006,5.817,4.844,11.232,0.792,193.409,11.636,205.045
2017-06-18,7.821,10.155,2.333,18.183,6.927,25.119,1.167,195.625,10.0,205.625
2017-06-19,8.686,11.415,2.729,24.435,7.875,32.744,1.391,196.652,14.435,211.087
2017-06-20,8.459,11.101,2.643,27.75,6.562,36.193,1.167,197.083,16.167,213.25
2017-06-21,6.964,10.089,3.125,4.075,3.958,9.708,0.917,191.167,10.333,201.5
2017-06-22,9.512,12.738,3.226,7.042,4.958,12.518,1.375,193.167,12.625,205.792
2017-06-23,8.798,11.833,3.036,19.734,6.417,28.5,1.708,196.25,15.458,211.708
2017-06-24,9.75,12.184,2.434,24.166,5.51,37.708,1.292,194.565,13.739,208.304
2017-06-25,9.964,13.571,3.607,8.042,4.229,16.5,1.25,191.583,12.083,203.667
2017-06-26,9.762,12.961,3.2,11.184,4.554,16.703,1.957,195.826,14.043,209.87
2017-06-27,12.699,17.042,4.343,15.075,4.958,25.565,2.167,199.75,16.333,216.083
2017-06-28,15.589,20.679,5.089,15.308,5.177,29.655,2.167,195.375,11.292,206.667
2017-06-29,18.827,26.548,7.72,20.717,6.24,41.607,2.417,196.167,18.875,215.042
2017-06-30,13.341,20.389,7.048,11.558,4.583,23.006,1.958,191.833,11.167,203.0
2017-07-01,10.298,18.423,8.125,12.558,5.323,23.357,1.208,186.957,12.696,199.652
2017-07-02,5.423,8.619,3.197,10.525,4.166,18.631,1.167,183.333,7.667,191.0
2017-07-03,8.594,17.568,8.974,17.448,6.156,27.065,0.391,185.261,9.478,194.739
2017-07-04,9.048,14.613,5.565,15.492,4.115,28.125,0.435,186.913,10.348,197.261
2017-07-05,9.909,13.144,3.235,7.375,3.688,13.649,1.125,189.25,10.417,199.667
2017-07-06,8.083,11.5,3.417,14.483,5.614,25.666,0.792,189.375,9.917,199.292
2017-07-07,9.38,14.36,4.98,8.544,5.984,16.079,0.333,186.5,11.0,197.5
2017-07-08,12.125,18.119,5.994,9.45,5.635,19.024,0.5,187.625,9.458,197.083
2017-07-09,9.143,14.661,5.518,8.192,4.313,19.816,0.333,187.458,9.917,197.375
2017-07-10,9.977,16.595,6.618,9.575,4.219,20.543,1.13,185.826,11.87,197.696
2017-07-11,11.475,18.502,7.027,16.125,4.49,31.995,0.875,184.667,10.583,195.25
2017-07-12,11.726,19.702,7.976,15.017,5.386,27.512,1.042,186.708,10.75,197.458
2017-07-13,9.881,14.232,4.351,22.317,5.666,36.732,1.417,192.25,11.792,204.042
2017-07-14,10.417,14.065,3.649,21.892,5.458,39.393,0.792,189.125,13.667,202.792
2017-07-15,9.476,13.179,3.702,26.567,5.886,43.232,1.125,187.87,9.652,197.522
2017-07-16,5.809,8.369,2.559,22.733,5.0,35.938,0.958,187.792,9.208,197.0
2017-07-17,5.106,7.76,2.654,7.8,4.031,16.446,0.087,182.522,7.261,189.783
2017-07-18,8.03,12.28,4.25,6.696,3.663,15.299,1.0,183.875,9.25,193.125
2017-07-19,9.131,13.75,4.619,10.283,4.0,21.946,0.792,187.042,9.833,196.875
2017-07-20,7.881,11.434,3.554,11.308,3.562,23.191,0.792,188.833,12.667,201.5
2017-07-21,6.072,9.161,3.089,8.867,3.104,18.536,0.75,189.438,12.562,202.0
2017-07-22,9.548,13.75,4.202,13.508,4.49,25.952,1.0,191.458,13.333,204.792
2017-07-23,8.714,12.083,3.369,15.9,4.208,30.163,0.917,188.833,12.5,201.333
2017-07-24,8.747,12.644,3.896,21.748,4.45,39.082,1.0,191.043,21.0,212.043
2017-07-25,11.701,16.066,4.365,24.192,4.938,45.139,1.125,190.042,15.542,205.583
2017-07-26,7.559,10.667,3.107,8.016,3.208,17.762,1.167,195.167,21.042,216.208
2017-07-27,10.363,13.643,3.28,13.9,4.552,28.512,0.75,193.708,12.083,205.792
2017-07-28,12.173,17.893,5.72,19.592,4.781,37.958,0.792,188.125,15.958,204.083
2017-07-29,11.024,17.018,5.994,23.708,4.437,45.262,1.167,189.625,12.042,201.667
2017-07-30,7.637,10.571,2.935,23.033,3.698,45.429,0.917,195.083,11.958,207.042
2017-07-31,10.413,13.514,3.1,30.267,5.031,55.232,1.692,192.913,18.348,211.261
2017-08-01,12.619,17.705,5.086,24.117,6.584,43.619,3.0,196.875,19.958,216.833
2017-08-02,6.982,9.28,2.298,10.383,4.396,20.875,1.583,195.25,18.833,214.083
2017-08-03,6.25,8.815,2.565,5.352,4.125,14.333,1.375,191.273,21.136,212.409
2017-08-04,5.071,8.631,3.56,3.6,3.448,14.119,1.0,186.375,24.167,210.542
2017-08-05,3.107,5.381,2.274,9.928,2.719,22.678,0.875,186.292,25.542,211.833
2017-08-06,2.053,3.923,1.869,9.377,2.688,22.875,0.958,188.458,18.042,206.5
2017-08-07,2.581,4.054,1.472,3.766,2.12,16.138,0.478,186.826,0.522,187.348
2017-08-08,5.07,7.203,2.133,17.383,3.427,30.738,1.75,190.773,6.545,197.318
2017-08-09,8.28,10.696,2.417,30.933,4.896,53.149,3.25,200.208,12.792,213.0
2017-08-10,6.893,9.696,2.804,16.692,3.958,34.934,1.958,196.625,14.875,211.5
2017-08-11,4.958,6.661,1.702,12.867,3.416,24.613,1.833,194.625,11.542,206.167
2017-08-12,5.524,7.601,2.077,4.95,4.323,13.119,0.833,186.083,9.917,196.0
2017-08-13,5.804,8.47,2.667,5.275,3.99,14.595,0.458,184.583,11.5,196.083
2017-08-14,5.565,8.107,2.542,7.842,3.542,16.816,0.435,190.261,13.522,203.783
2017-08-15,5.815,8.292,2.476,12.708,3.094,27.607,0.875,191.083,8.333,199.417
2017-08-16,7.339,10.357,3.018,16.275,4.467,30.491,1.5,195.417,7.333,202.75
2017-08-17,7.077,9.673,2.595,12.817,3.802,27.191,1.042,195.0,7.042,202.042
2017-08-18,6.605,8.974,2.369,12.417,4.26,22.726,0.542,193.955,7.591,201.545
2017-08-19,8.917,11.613,2.696,13.233,6.062,21.964,1.375,191.375,5.333,196.708
2017-08-20,6.107,8.31,2.202,13.034,4.364,26.577,0.917,192.792,7.625,200.417
2017-08-21,7.401,10.72,3.319,20.13,3.525,37.941,0.826,193.13,16.217,209.348
2017-08-22,8.943,14.462,5.519,13.683,3.99,27.647,0.833,193.87,16.087,209.957
2017-08-23,5.845,9.625,3.78,12.722,5.062,23.696,0.083,184.833,14.25,199.083
2017-08-24,5.935,9.149,3.214,13.408,4.99,27.191,0.125,184.667,14.083,198.75
2017-08-25,4.94,7.875,2.935,9.075,4.061,19.196,0.083,183.652,14.304,197.957
2017-08-26,7.196,10.578,3.381,10.917,3.438,20.75,1.125,193.125,16.417,209.542
2017-08-27,4.119,5.72,1.601,14.192,4.25,21.964,0.667,199.5,14.667,214.167
2017-08-28,6.826,9.521,2.695,16.567,3.674,28.621,1.565,192.077,18.769,210.846
2017-08-29,7.155,10.179,3.024,25.108,4.802,39.765,1.167,194.833,19.458,214.292
2017-08-30,7.113,9.357,2.244,10.133,3.458,19.09,0.708,195.783,23.435,219.217
2017-08-31,3.905,5.44,1.536,5.933,4.927,13.012,0.125,193.381,17.429,210.81
2017-09-01,5.173,7.572,2.399,6.983,5.146,13.012,0.167,194.375,9.0,203.375
2017-09-02,3.804,5.399,1.595,5.717,5.083,11.44,0.083,192.625,5.458,198.083
2017-09-03,3.75,5.232,1.482,7.488,5.083,13.726,0.167,192.667,5.667,198.333
2017-09-04,6.661,9.859,3.198,9.458,5.334,15.351,1.13,195.786,19.286,215.071
2017-09-05,6.362,9.589,3.226,12.575,3.885,19.649,0.917,197.917,16.833,214.75
2017-09-06,8.179,12.071,3.893,14.467,3.312,26.194,2.474,196.2,15.85,212.05
2017-09-07,9.542,14.732,5.191,13.092,3.073,27.113,5.083,199.542,19.458,219.0
2017-09-08,6.196,8.25,2.054,6.733,4.365,10.911,3.667,192.304,12.0,204.304
2017-09-09,6.601,9.173,2.571,11.842,4.614,17.661,4.708,197.583,15.083,212.667
2017-09-10,5.333,7.208,1.875,15.208,4.167,21.619,4.375,197.667,13.333,211.0
2017-09-11,6.84,10.473,3.632,10.2,3.281,16.816,5.261,196.955,24.227,221.182
2017-09-12,7.679,10.869,3.19,6.05,2.886,11.887,5.333,194.875,22.167,217.042
2017-09-13,7.94,12.048,4.107,8.775,4.406,13.768,5.792,195.5,22.375,217.875
2017-09-14,7.75,11.274,3.524,13.183,4.084,20.685,5.375,195.458,17.417,212.875
2017-09-15,4.982,7.381,2.399,4.6,4.302,10.768,4.208,195.083,21.542,216.625
2017-09-16,7.274,10.315,3.042,3.05,3.344,10.691,5.083,195.792,19.042,214.833
2017-09-17,2.653,3.856,1.202,2.467,2.781,8.827,3.583,193.5,15.0,208.5
2017-09-18,3.826,5.531,1.705,4.55,3.5,9.435,4.652,190.136,11.545,201.682
2017-09-19,7.267,11.334,4.067,20.003,4.098,25.965,6.875,198.13,18.217,216.348
2017-09-20,8.632,11.903,3.271,36.767,5.406,45.226,7.375,203.875,21.417,225.292
2017-09-21,7.012,10.411,3.399,11.508,3.958,17.458,5.318,197.875,21.333,219.208
2017-09-22,13.571,18.625,5.054,11.742,3.094,22.477,4.333,198.652,23.0,221.652
2017-09-23,9.363,12.994,3.631,17.958,4.49,30.024,4.25,196.792,16.292,213.083
2017-09-24,5.958,8.542,2.583,16.883,3.333,23.024,3.625,198.542,15.417,213.958
2017-09-25,8.224,12.27,4.046,20.558,4.146,29.462,3.435,201.478,9.609,211.087
2017-09-26,9.195,12.931,3.736,20.725,3.781,27.276,2.75,199.136,8.909,208.045
2017-09-27,8.107,12.589,4.482,9.75,2.698,17.792,2.917,200.267,15.667,215.933
2017-09-28,8.107,11.411,3.304,4.783,3.448,9.768,1.75,194.333,12.917,207.25
2017-09-29,10.738,17.101,6.363,11.725,4.844,17.47,2.833,197.542,14.458,212.0
2017-09-30,9.292,13.208,3.917,12.525,5.292,18.75,2.958,196.5,14.0,210.5
2017-10-01,6.851,9.196,2.345,15.598,3.896,19.377,2.333,198.75,12.5,211.25
2017-10-02,9.551,14.058,4.506,6.85,2.406,13.679,2.913,196.0,21.522,217.522
2017-10-03,7.796,12.43,4.634,5.908,3.375,12.976,2.458,193.208,12.75,205.958
2017-10-04,3.369,4.97,1.601,4.65,3.479,9.19,1.125,191.25,11.75,203.0
2017-10-05,5.827,8.81,2.982,5.342,3.427,10.732,2.208,192.0,17.875,209.875
2017-10-06,7.178,10.143,2.964,4.784,2.438,10.256,2.083,191.217,18.391,209.609
2017-10-07,10.893,16.929,6.036,7.85,2.875,15.44,3.667,194.875,18.75,213.625
2017-10-08,6.625,10.941,4.315,7.6,2.948,15.393,3.25,197.583,18.292,215.875
2017-10-09,7.475,11.231,3.756,19.267,4.625,27.351,3.348,196.217,13.652,209.87
2017-10-10,8.946,13.732,4.786,24.492,4.315,33.192,2.875,195.542,14.25,209.792
2017-10-11,8.048,11.756,3.708,27.958,4.812,36.06,2.5,193.542,15.667,209.208
2017-10-12,8.685,12.298,3.613,12.567,3.781,21.357,2.375,193.667,15.667,209.333
2017-10-13,8.024,11.298,3.274,3.025,2.729,8.167,2.125,192.042,14.542,206.583
2017-10-14,11.405,17.5,6.095,9.958,3.875,18.268,3.75,193.917,15.042,208.958
2017-10-15,5.31,8.066,2.756,5.35,2.104,10.756,2.0,192.625,10.583,203.208
2017-10-16,7.49,11.161,3.671,2.296,1.875,5.353,2.0,191.5,18.955,210.455
2017-10-17,10.209,16.536,6.328,4.408,1.834,8.893,3.25,192.708,17.292,210.0
2017-10-18,8.554,14.565,6.012,7.942,2.062,12.994,2.583,195.458,15.583,211.042
2017-10-19,9.121,12.592,3.471,3.075,1.823,7.351,2.458,191.958,15.083,207.042
2017-10-20,9.976,14.905,4.929,2.525,1.979,6.69,3.125,193.0,34.0,227.0
2017-10-21,11.137,16.5,5.363,3.208,1.792,8.625,2.917,194.625,19.375,214.0
2017-10-22,5.982,8.042,2.06,0.85,1.906,4.351,0.958,191.667,9.458,201.125
2017-10-23,2.814,3.886,1.072,5.068,2.833,9.025,0.826,188.0,8.304,196.304
2017-10-24,9.089,14.066,4.976,11.808,2.656,17.982,3.0,191.652,14.609,206.261
2017-10-25,10.234,15.995,5.761,15.192,3.594,19.208,2.833,192.217,11.391,203.609
2017-10-26,10.068,16.399,6.331,14.749,2.719,19.394,3.125,192.792,17.833,210.625
2017-10-27,11.917,19.041,7.125,18.905,3.864,24.683,3.542,194.417,23.792,218.208
2017-10-28,10.137,13.607,3.47,11.192,2.354,19.476,2.792,189.333,15.125,204.458
2017-10-29,4.679,6.226,1.547,3.275,2.177,6.446,1.208,186.417,9.083,195.5
2017-10-30,4.232,6.355,2.123,18.933,3.176,23.309,2.0,192.13,8.87,201.0
2017-10-31,10.758,16.833,6.075,18.083,3.597,21.562,3.292,194.208,14.708,208.917
2017-11-01,13.024,19.929,6.905,16.567,3.958,21.357,3.375,194.708,21.792,216.5
2017-11-02,14.589,22.375,7.786,23.217,4.604,31.756,4.25,196.833,26.333,223.167
2017-11-03,10.274,15.339,5.066,22.175,4.51,30.482,3.0,195.958,16.958,212.917
2017-11-04,5.018,6.524,1.506,13.35,3.916,19.405,2.292,192.375,8.667,201.042
2017-11-05,6.411,9.393,2.982,30.025,3.312,33.708,2.958,194.292,11.125,205.417
2017-11-06,12.153,18.186,6.033,26.842,3.299,31.208,3.522,198.261,15.174,213.435
2017-11-07,16.018,24.571,8.554,32.242,4.088,43.793,5.042,200.917,22.625,223.542
2017-11-08,13.809,21.327,7.518,18.658,3.062,31.19,4.083,197.565,19.087,216.652
2017-11-09,9.316,14.851,5.536,18.358,3.636,27.625,3.458,196.333,10.667,207.0
2017-11-10,11.309,19.03,7.72,11.675,2.94,17.046,3.458,197.958,19.542,217.5
2017-11-11,6.845,8.619,1.774,12.117,3.729,18.649,1.958,195.375,5.417,200.792
2017-11-12,6.524,9.928,3.405,8.763,2.542,13.185,2.583,197.75,11.708,209.458
2017-11-13,11.948,20.122,8.175,9.908,3.104,14.389,3.739,197.091,22.455,219.545
2017-11-14,17.515,29.122,11.607,13.867,2.552,25.476,4.542,200.391,25.87,226.261
2017-11-15,10.587,14.545,3.958,12.017,3.375,19.381,3.375,198.75,13.458,212.208
2017-11-16,7.807,10.897,3.089,9.183,3.438,13.833,2.75,194.833,9.667,204.5
2017-11-17,13.732,20.857,7.125,12.458,3.281,16.073,3.792,197.208,22.667,219.875
2017-11-18,11.559,18.441,6.881,10.958,2.729,21.024,3.5,199.417,18.208,217.625
2017-11-19,4.214,5.863,1.649,4.208,2.854,6.476,2.0,195.125,6.875,202.0
2017-11-20,8.389,12.947,4.558,6.165,2.739,9.339,2.826,194.261,12.087,206.348
2017-11-21,12.744,21.202,8.458,10.258,3.219,14.685,4.792,197.667,18.208,215.875
2017-11-22,19.363,33.851,14.488,13.592,2.156,22.899,5.083,199.458,18.833,218.292
2017-11-23,7.303,9.613,2.31,8.458,2.792,14.113,2.875,197.333,10.708,208.042
2017-11-24,6.702,9.339,2.637,7.058,2.958,10.119,2.5,195.208,9.25,204.458
2017-11-25,10.167,14.732,4.565,11.5,3.458,15.946,4.375,196.0,13.75,209.75
2017-11-26,14.333,23.637,9.304,25.033,2.614,31.113,4.875,200.875,17.667,218.542
2017-11-27,13.954,27.38,13.426,17.917,2.667,27.59,4.957,201.652,30.565,232.217
2017-11-28,21.04,36.789,15.749,21.683,3.427,34.253,5.458,203.913,26.478,230.391
2017-11-29,22.399,44.143,21.744,33.6,3.344,61.512,5.958,203.583,28.333,231.917
2017-11-30,11.274,15.363,4.089,17.792,3.406,34.958,3.542,196.417,17.542,213.958
2017-12-01,5.845,7.887,2.042,5.225,3.729,8.762,1.542,192.667,7.333,200.0
2017-12-02,11.821,18.143,6.321,8.392,3.198,12.78,3.833,196.792,14.458,211.25
2017-12-03,12.345,17.22,4.875,17.85,4.073,21.774,3.875,199.375,16.458,215.833
2017-12-04,17.404,29.5,12.096,19.883,3.073,29.042,5.304,199.304,18.0,217.304
2017-12-05,4.488,6.131,1.643,5.433,2.532,9.0,1.75,194.542,7.125,201.667
2017-12-06,8.841,12.689,3.848,7.225,2.698,9.97,2.708,195.542,11.333,206.875
2017-12-07,14.994,24.214,9.22,14.7,2.844,17.321,4.083,199.348,16.391,215.739
2017-12-08,8.988,12.25,3.262,9.39,2.781,14.024,2.708,197.458,8.708,206.167
2017-12-09,8.262,11.506,3.244,6.125,2.864,9.423,3.0,196.583,8.833,205.417
2017-12-10,8.851,12.994,4.143,10.2,2.51,12.857,3.208,198.292,13.542,211.833
2017-12-11,5.435,7.771,2.337,10.233,2.967,15.463,2.13,195.13,9.261,204.391
2017-12-12,4.228,6.846,2.618,2.834,2.198,5.586,1.75,195.667,9.292,204.958
2017-12-13,5.958,8.774,2.815,5.325,2.594,7.024,1.958,194.0,9.125,203.125
2017-12-14,13.327,20.101,6.774,6.983,2.875,9.637,4.0,194.583,15.417,210.0
