date,NO2_mean,NOX_mean,NO_mean,SPM_mean,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min,PM25_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2012-07-28,12.958,15.021,2.062,48.778,92.5,76.021,48.5,36.65,30.215,25.85,35.875,179.083,3.208,14.333,193.417
2012-07-29,9.194,11.562,2.368,55.917,97.0,81.25,50.5,36.2,29.74,25.75,42.833,182.125,2.528,13.417,195.542
2012-07-30,9.942,15.004,5.062,36.319,96.0,75.042,48.0,36.0,30.706,26.85,25.167,178.792,1.815,13.542,192.333
2012-07-31,8.507,18.652,10.146,16.556,92.5,69.875,34.0,36.8,29.838,25.1,8.529,175.182,1.131,12.727,187.909
2012-08-01,6.688,14.472,7.785,16.0,88.5,75.458,56.5,34.35,29.588,26.5,,174.167,1.139,10.333,184.5
2012-08-02,7.618,16.153,8.534,14.736,89.5,68.875,43.5,36.95,30.888,26.65,9.667,174.417,1.431,12.667,187.083
2012-08-03,7.514,13.194,5.68,16.889,88.5,68.604,42.5,37.05,30.71,26.55,11.292,176.167,1.583,10.417,186.583
2012-08-04,6.514,11.792,5.278,17.174,91.0,73.583,48.0,35.8,29.838,25.75,12.083,175.583,1.653,10.833,186.417
2012-08-05,3.694,7.694,4.0,14.701,90.5,75.896,58.5,33.5,29.81,26.75,7.5,170.958,1.292,8.0,178.958
2012-08-06,10.107,16.512,6.405,14.706,95.0,80.979,48.5,36.2,29.565,25.85,11.625,175.833,1.922,14.0,189.833
2012-08-07,11.979,19.528,7.549,15.25,92.0,72.271,46.5,34.05,28.817,24.45,11.75,176.864,2.153,13.136,190.0
2012-08-08,12.764,20.507,7.743,13.597,90.5,67.188,37.5,34.35,27.129,22.2,10.542,180.333,2.403,11.458,191.792
2012-08-09,15.062,23.333,8.271,15.729,90.0,69.188,42.0,34.15,27.348,21.05,11.125,181.667,2.389,13.625,195.292
2012-08-10,14.424,21.132,6.708,29.403,90.0,76.938,56.5,34.3,28.544,23.7,21.958,185.048,2.651,14.042,198.381
2012-08-11,11.215,14.66,3.444,28.868,97.0,89.208,65.5,32.1,27.273,24.7,20.042,183.542,2.375,14.208,197.75
2012-08-12,7.118,9.944,2.826,18.0,97.0,78.396,50.0,35.2,29.173,24.35,13.375,179.417,1.805,11.125,190.542
2012-08-13,6.782,9.268,2.487,29.382,97.0,84.188,61.0,34.0,28.854,25.15,20.958,175.958,1.875,10.667,186.625
2012-08-14,6.834,9.139,2.306,16.951,97.0,91.396,73.5,30.5,26.948,24.5,10.625,174.591,1.903,9.909,184.5
2012-08-15,6.347,10.666,4.319,16.823,95.5,83.27,63.0,32.7,28.475,25.45,10.25,175.375,2.144,12.0,187.375
2012-08-16,6.574,10.564,3.991,15.472,94.0,74.584,46.0,36.15,29.502,23.85,8.083,172.458,1.736,10.208,182.667
2012-08-17,9.153,14.382,5.229,20.535,93.0,76.021,42.5,37.35,30.485,25.6,15.958,175.5,2.069,13.208,188.708
2012-08-18,10.396,13.514,3.118,22.882,97.0,85.042,56.5,34.85,27.419,22.8,16.375,178.583,2.194,11.417,190.0
2012-08-19,7.347,9.667,2.319,13.57,97.0,80.312,52.0,34.65,28.029,23.8,8.292,178.625,2.153,9.5,188.125
2012-08-20,9.071,16.194,7.123,16.076,94.5,73.146,42.0,35.05,28.819,24.25,15.957,177.125,1.8,11.292,188.417
2012-08-21,11.583,20.368,8.785,17.0,94.0,85.25,59.0,34.15,28.052,24.9,13.75,177.636,1.819,11.182,188.818
2012-08-22,7.944,18.188,10.243,14.507,95.0,77.73,50.0,36.3,29.477,24.9,12.458,173.708,1.278,11.042,184.75
2012-08-23,9.271,20.139,10.868,14.128,92.5,77.396,54.0,35.15,29.623,25.95,11.292,176.0,1.328,11.875,187.875
2012-08-24,11.458,22.306,10.847,14.257,94.0,80.896,55.5,33.5,27.979,24.6,13.5,177.667,1.653,13.792,191.458
2012-08-25,7.882,16.167,8.285,16.493,94.5,74.208,45.5,35.75,29.021,23.8,15.083,179.75,1.722,11.625,191.375
2012-08-26,5.396,9.597,4.201,18.063,92.0,74.062,46.5,36.05,29.119,24.75,16.458,175.083,1.597,9.542,184.625
2012-08-27,7.73,16.322,8.592,14.521,93.5,76.334,52.5,35.1,29.06,25.15,13.125,174.833,1.583,11.375,186.208
2012-08-28,6.646,11.446,4.8,12.236,94.0,75.438,54.0,34.45,29.079,25.45,12.125,173.409,1.275,8.818,182.227
2012-08-29,10.549,18.083,7.535,13.521,96.5,84.188,62.5,32.6,27.996,25.55,11.542,172.792,1.652,10.583,183.375
2012-08-30,11.75,22.07,10.319,17.431,96.0,80.48,51.0,36.1,29.552,25.7,13.875,172.292,2.347,14.25,186.542
2012-08-31,9.687,18.986,9.299,14.868,93.5,77.938,43.5,37.15,28.681,24.45,12.917,171.333,2.097,11.125,182.458
2012-09-01,8.118,15.465,7.347,14.208,95.5,77.312,46.5,34.95,28.419,24.7,13.208,171.333,2.25,9.625,180.958
2012-09-02,7.486,11.778,4.292,14.298,92.0,76.042,53.5,33.2,27.625,23.65,13.125,174.5,2.139,9.0,183.5
2012-09-03,10.045,16.224,6.179,10.243,97.0,80.979,55.0,32.55,26.625,23.15,9.375,173.5,1.667,10.542,184.042
2012-09-04,15.668,22.065,6.396,23.451,95.5,81.542,57.5,33.0,27.133,23.3,19.5,177.682,2.338,14.591,192.273
2012-09-05,14.111,22.59,8.479,21.785,94.5,73.562,44.5,36.0,29.156,23.65,16.917,175.25,2.52,15.208,190.458
2012-09-06,13.993,24.076,10.083,21.944,96.0,84.396,59.5,31.45,26.896,23.85,18.5,175.542,2.597,12.542,188.083
2012-09-07,14.972,25.826,10.854,22.194,95.5,80.5,55.0,34.3,27.285,23.1,20.583,177.458,2.403,13.5,190.958
2012-09-08,8.827,16.125,7.298,18.014,93.5,81.562,62.5,31.9,27.381,24.3,13.625,173.167,1.736,10.625,183.792
2012-09-09,6.111,9.618,3.507,13.083,94.0,80.521,56.0,33.3,27.579,23.7,8.667,174.435,1.708,9.25,183.652
2012-09-10,9.594,16.289,6.696,14.118,95.5,79.708,48.5,33.9,27.031,23.55,9.417,172.833,1.486,10.25,183.083
2012-09-11,12.87,22.612,9.742,11.626,95.5,84.354,58.5,31.05,25.173,21.85,10.042,178.048,2.153,10.227,188.286
2012-09-12,14.903,24.188,9.285,13.035,93.0,76.458,47.0,32.55,25.658,20.25,12.208,183.542,2.514,10.792,194.333
2012-09-13,16.382,25.444,9.062,24.0,93.5,77.52,53.0,33.65,27.248,21.5,22.042,181.708,2.431,16.208,197.917
2012-09-14,13.847,24.5,10.653,27.612,94.0,84.938,62.5,31.85,26.708,24.5,22.667,179.708,2.272,14.25,193.958
2012-09-15,8.708,14.312,5.604,15.472,92.5,76.542,50.5,33.7,28.0,24.2,13.833,176.042,1.82,10.875,186.917
2012-09-16,5.167,8.465,3.299,14.799,95.5,79.396,57.0,32.95,28.117,25.4,12.125,177.375,1.931,9.667,187.042
2012-09-17,2.785,4.587,1.802,12.063,95.5,78.084,53.0,34.2,28.81,25.6,8.917,173.667,1.014,7.0,180.667
2012-09-18,10.507,20.57,10.062,10.292,97.0,95.479,93.0,26.5,24.888,24.25,8.042,175.909,1.694,8.773,184.682
2012-09-19,12.986,20.528,7.542,22.389,97.0,75.125,37.0,33.55,26.879,22.9,17.1,178.708,2.348,12.458,191.167
2012-09-20,13.944,17.597,3.653,28.944,88.5,75.5,50.5,30.65,24.952,22.15,16.583,183.375,2.556,11.417,194.792
2012-09-21,13.778,19.049,5.271,24.91,94.5,75.729,47.5,30.25,24.185,20.55,13.286,183.13,2.403,11.792,194.87
2012-09-22,10.583,13.243,2.66,21.806,94.0,71.708,39.5,30.2,24.392,20.05,15.625,183.25,2.25,11.043,194.435
2012-09-23,7.445,8.354,0.91,21.118,97.0,90.166,76.5,23.3,20.169,18.5,22.5,180.792,2.208,7.958,188.75
2012-09-24,12.2,18.018,5.819,12.868,91.0,73.771,46.0,28.85,22.51,18.3,2.714,178.125,1.726,7.083,185.208
2012-09-25,15.0,24.083,9.083,13.743,91.0,69.396,39.5,30.2,23.142,18.1,6.111,178.136,2.069,9.273,187.409
2012-09-26,15.681,25.931,10.25,14.396,93.5,72.25,37.5,30.65,22.973,17.25,11.067,180.682,2.212,9.917,190.909
2012-09-27,15.0,22.993,7.993,14.188,93.0,72.458,39.5,30.5,22.992,17.85,7.381,180.792,2.153,10.542,191.333
2012-09-28,15.75,23.569,7.82,17.34,95.0,77.062,44.0,30.8,22.765,16.65,8.667,181.0,2.292,11.333,192.333
2012-09-29,18.188,24.368,6.18,32.625,96.5,82.771,58.0,28.55,22.825,19.1,20.81,182.375,3.403,15.792,198.167
2012-09-30,8.077,10.556,2.479,24.451,96.0,92.479,86.5,22.05,20.921,19.95,19.533,181.042,2.625,10.042,191.083
2012-10-01,12.626,19.57,6.944,10.0,95.0,88.771,76.5,23.8,20.554,18.05,0.214,179.375,2.278,6.917,186.292
2012-10-02,14.41,23.069,8.659,11.292,94.0,77.312,50.5,28.15,21.679,17.25,2.214,180.682,2.361,9.864,190.545
2012-10-03,15.111,25.104,9.993,11.845,92.0,73.875,38.5,30.5,22.667,18.45,5.062,179.583,2.475,9.375,188.958
2012-10-04,13.069,18.792,5.722,12.083,94.5,84.334,65.5,25.25,21.208,18.65,5.294,179.583,2.167,10.625,190.208
2012-10-05,13.382,21.431,8.049,11.729,87.0,70.438,42.0,27.7,21.288,16.85,4.278,180.292,2.333,7.75,188.042
2012-10-06,13.715,21.354,7.639,17.097,93.5,81.084,60.0,24.85,20.021,16.95,5.455,182.292,2.75,12.042,194.333
2012-10-07,6.285,8.243,1.958,14.264,94.0,71.084,43.0,25.7,20.221,15.6,5.5,181.542,2.625,6.583,188.125
2012-10-08,9.73,13.15,3.42,10.375,92.0,73.958,47.5,26.2,19.456,13.5,11.3,182.042,2.722,7.792,189.833
2012-10-09,14.274,23.343,9.069,10.167,92.0,73.708,42.0,27.15,20.533,15.95,8.429,181.818,2.528,10.091,191.909
2012-10-10,14.425,21.475,7.05,14.758,93.0,75.562,50.0,26.35,20.675,16.2,14.667,181.5,2.334,13.833,195.333
2012-10-11,19.347,30.785,11.438,19.396,92.0,78.688,58.0,24.95,20.165,17.2,19.417,180.083,3.514,10.917,191.0
2012-10-12,12.757,21.292,8.535,11.632,85.0,69.333,44.0,23.0,17.612,12.5,8.5,180.958,2.575,7.417,188.375
2012-10-13,11.882,16.792,4.91,11.59,91.5,70.75,37.5,25.45,16.954,10.45,10.208,181.708,2.819,7.25,188.958
2012-10-14,12.812,16.958,4.146,23.486,91.0,77.688,52.0,23.1,17.86,13.85,24.083,183.708,3.847,10.958,194.667
2012-10-15,14.49,24.437,9.947,27.778,96.0,75.812,38.5,27.05,18.806,12.9,27.75,183.042,3.403,10.042,193.083
2012-10-16,15.477,23.93,8.452,25.286,91.5,76.533,49.5,26.05,18.636,12.65,22.917,181.864,2.82,13.318,195.182
2012-10-17,16.257,22.16,5.903,15.618,97.0,88.98,73.5,20.95,18.567,17.3,14.261,181.333,2.841,14.304,195.652
2012-10-18,14.775,21.514,6.738,13.361,95.5,84.432,59.0,18.7,17.11,15.75,10.958,177.708,2.875,10.875,188.583
2012-10-19,9.167,14.187,5.021,9.125,91.0,62.166,35.0,22.4,16.812,11.6,3.667,178.875,2.125,7.458,186.333
2012-10-20,15.597,22.958,7.361,16.118,95.0,74.958,36.0,24.6,16.008,9.9,9.208,181.0,3.264,14.0,195.0
2012-10-21,12.702,17.688,4.986,25.222,96.0,79.708,46.0,26.35,17.498,11.9,21.0,181.833,3.93,12.792,194.625
2012-10-22,16.37,22.092,5.722,28.928,94.5,76.208,37.5,26.45,19.065,13.15,27.542,182.708,3.209,11.292,194.0
2012-10-23,14.6,18.925,4.325,11.139,95.5,89.584,82.5,19.3,15.277,12.95,11.417,182.182,2.194,11.636,193.818
2012-10-24,14.512,23.008,8.496,10.539,88.5,68.396,32.5,20.75,13.733,9.15,10.917,182.292,2.393,9.0,191.292
2012-10-25,21.558,36.278,14.72,13.545,92.0,76.584,44.0,21.9,14.638,10.35,14.5,184.833,2.893,14.208,199.042
2012-10-26,19.178,30.162,10.984,17.908,96.0,79.062,44.5,24.15,15.665,9.55,15.75,186.458,2.889,15.458,201.917
2012-10-27,12.035,20.382,8.347,24.014,95.5,75.25,52.0,24.9,17.942,12.25,17.542,186.875,2.667,13.042,199.917
2012-10-28,8.5,11.007,2.507,11.674,97.0,91.438,72.0,18.65,16.7,14.05,4.292,185.417,2.458,9.208,194.625
2012-10-29,12.935,21.534,8.599,11.632,95.5,75.188,45.5,21.0,15.215,10.15,3.375,183.875,2.431,10.136,194.0
2012-10-30,16.462,24.645,8.182,14.035,94.0,79.792,52.5,19.5,13.615,8.6,8.208,184.227,2.163,21.95,206.3
2012-10-31,14.048,24.028,9.979,9.419,91.0,74.458,46.5,19.35,13.927,10.55,6.583,180.0,2.759,9.5,189.5
2012-11-01,13.444,21.028,7.583,14.075,95.0,67.875,37.0,19.25,13.425,9.65,12.583,184.0,3.083,10.333,194.333
2012-11-02,10.424,13.516,3.092,12.083,92.0,77.125,56.0,14.3,11.121,8.75,8.792,186.542,2.472,7.792,194.333
2012-11-03,8.375,10.368,1.993,14.986,92.0,70.166,51.5,14.55,11.442,8.3,15.917,184.958,2.444,9.708,194.667
2012-11-04,10.424,14.465,4.042,13.042,91.5,76.416,48.0,17.9,11.812,6.6,11.083,186.333,2.958,10.542,196.875
2012-11-05,20.966,33.61,12.643,17.358,93.0,83.188,65.0,17.7,14.294,10.45,16.542,189.25,3.879,17.833,207.083
2012-11-06,21.45,35.032,13.582,23.285,97.0,83.75,48.5,19.9,15.633,10.15,7.062,183.292,4.411,18.792,202.083
2012-11-07,17.938,25.493,7.556,20.952,88.5,70.396,38.0,19.7,13.088,8.65,2.042,189.208,4.79,15.958,205.167
2012-11-08,16.34,23.194,6.854,26.444,88.0,70.167,39.0,20.85,14.0,8.65,12.792,184.818,3.833,15.727,200.545
2012-11-09,16.347,24.514,8.167,24.924,90.5,78.021,61.5,17.0,13.271,10.95,18.208,183.75,3.291,16.958,200.708
2012-11-10,11.868,16.347,4.479,15.229,91.5,73.688,47.5,18.2,12.669,9.25,7.875,182.083,2.833,13.417,195.5
2012-11-11,11.778,17.965,6.187,7.729,97.0,92.25,82.5,14.85,13.058,10.25,2.042,181.958,3.014,14.417,196.375
2012-11-12,14.66,21.774,7.114,19.201,96.5,68.167,34.5,19.1,13.967,8.15,11.083,181.917,3.514,11.333,193.25
2012-11-13,17.924,25.952,8.028,22.938,94.0,78.25,42.5,17.65,11.462,6.75,13.833,181.792,3.778,16.833,198.625
2012-11-14,11.938,17.153,5.215,13.57,91.5,73.896,39.5,14.95,9.298,6.05,11.833,181.208,3.139,13.375,194.583
2012-11-15,11.979,17.111,5.132,5.5,94.0,86.02,64.5,11.6,7.696,6.3,4.0,181.909,2.911,12.773,194.682
2012-11-16,17.611,29.913,12.302,8.542,96.0,82.042,46.5,17.4,10.29,6.35,7.417,184.75,3.342,12.875,197.625
2012-11-17,16.875,28.298,11.424,8.771,97.5,92.166,74.5,12.7,11.229,9.15,8.5,182.292,4.208,17.833,200.125
2012-11-18,6.542,9.334,2.792,11.43,91.5,76.834,47.0,15.25,11.171,8.6,6.583,181.5,3.611,10.708,192.208
2012-11-19,16.852,27.416,10.563,14.681,94.5,74.854,42.0,17.4,10.483,4.6,9.875,182.125,3.792,13.833,195.958
2012-11-20,14.125,20.611,6.486,16.146,91.5,76.021,52.0,15.05,11.21,8.9,9.261,182.333,3.446,15.125,197.458
2012-11-21,15.306,26.173,10.867,11.516,93.5,76.584,44.0,15.25,9.933,6.75,5.083,182.292,3.285,11.167,193.458
2012-11-22,24.014,47.298,23.285,16.111,94.0,83.75,62.0,15.45,10.74,8.2,10.958,183.318,4.07,19.682,203.0
2012-11-23,16.528,28.688,12.16,18.729,96.5,91.229,82.5,12.55,10.979,9.5,16.167,182.375,4.333,22.417,204.792
2012-11-24,8.077,12.028,3.951,7.854,87.0,69.521,40.0,13.15,9.298,4.7,4.375,180.0,2.75,12.125,192.125
2012-11-25,13.229,20.09,6.861,8.389,93.0,67.584,29.0,15.55,8.154,2.15,6.75,181.667,3.139,11.875,193.542
2012-11-26,16.139,23.766,7.628,10.486,97.0,88.23,63.5,12.55,10.046,8.1,8.458,180.458,3.697,16.417,196.875
2012-11-27,9.715,13.604,3.889,6.298,92.5,77.375,56.5,10.75,7.342,5.0,6.542,181.292,2.245,10.208,191.5
2012-11-28,19.493,36.979,17.486,10.729,95.5,81.979,51.5,12.3,6.854,2.3,10.958,183.292,3.208,14.833,198.125
2012-11-29,24.048,59.16,35.111,21.382,97.0,88.73,67.0,13.9,8.55,3.95,19.667,185.136,4.583,24.955,210.091
2012-11-30,17.486,39.007,21.521,20.428,96.5,85.479,66.5,13.4,8.965,5.45,15.167,183.333,3.917,18.333,201.667
2012-12-01,8.604,11.597,2.993,7.174,94.5,82.75,59.5,9.5,6.35,3.55,3.375,181.167,2.542,11.917,193.083
2012-12-02,9.578,13.947,4.368,7.104,94.0,79.646,53.0,9.05,5.119,2.3,0.625,180.833,2.722,9.583,190.417
2012-12-03,19.932,41.887,21.954,11.188,96.5,81.062,48.0,13.95,7.319,1.65,5.542,181.625,3.792,15.042,196.667
2012-12-04,12.204,18.828,6.624,10.44,95.0,70.48,45.0,10.55,7.883,3.5,7.875,181.333,3.042,14.208,195.542
2012-12-05,16.694,23.854,7.16,11.318,87.0,66.458,47.5,8.7,5.19,2.2,10.25,182.667,2.987,11.875,194.542
2012-12-06,10.993,15.688,4.695,9.333,89.5,56.166,29.0,10.2,6.196,1.5,8.125,183.591,3.223,14.318,197.909
2012-12-07,18.75,27.32,8.569,11.229,82.5,64.73,41.0,10.1,4.369,0.7,8.208,184.083,3.111,13.208,197.292
2012-12-08,13.743,19.097,5.354,13.757,90.5,69.438,43.0,9.3,4.444,0.3,10.708,184.25,3.25,12.917,197.167
2012-12-09,7.674,9.864,2.191,10.562,79.5,57.27,32.0,7.45,2.779,0.05,9.292,184.333,3.028,10.25,194.583
2012-12-10,9.682,13.015,3.333,5.25,90.5,82.02,60.5,4.35,1.773,-0.15,3.375,185.25,2.555,8.958,194.208
2012-12-11,12.979,19.5,6.521,5.84,89.0,75.5,49.5,8.4,3.588,0.0,4.5,185.25,2.847,11.167,196.417
2012-12-12,16.729,29.798,13.07,6.364,94.5,83.771,55.0,8.9,3.835,0.65,3.333,184.25,2.928,11.958,196.208
2012-12-13,19.972,36.417,16.444,8.944,94.5,81.125,48.0,11.2,4.223,0.1,4.208,182.864,2.847,14.136,197.0
2012-12-14,26.826,54.368,27.542,17.5,96.0,83.396,58.0,10.8,4.881,-0.25,10.5,184.792,4.25,21.208,206.0
2012-12-15,21.951,33.535,11.584,16.896,97.5,94.5,87.0,11.8,9.379,6.2,7.417,181.333,4.778,22.625,203.958
2012-12-16,10.875,15.842,4.967,12.25,97.5,76.084,45.0,15.0,10.017,5.3,4.792,180.625,3.722,13.958,194.583
2012-12-17,24.567,38.424,13.856,18.236,95.5,85.25,62.0,12.55,8.515,4.9,12.917,183.792,4.639,19.208,203.0
2012-12-18,15.451,23.208,7.757,14.257,93.5,79.25,63.5,10.1,7.15,2.8,11.125,182.583,4.139,17.792,200.375
2012-12-19,14.118,23.007,8.889,5.361,95.5,89.479,72.0,5.65,2.812,0.95,2.522,181.375,2.899,13.167,194.542
2012-12-20,19.574,30.763,11.189,10.32,93.5,77.834,51.5,9.45,4.521,0.5,6.542,184.955,3.639,16.545,201.5
2012-12-21,19.444,31.201,11.757,10.93,95.5,80.084,58.5,8.2,5.3,2.6,5.625,182.667,3.625,15.5,198.167
2012-12-22,15.403,22.028,6.625,10.174,96.5,91.104,78.5,11.05,7.062,4.2,2.583,179.833,3.708,14.958,194.792
2012-12-23,8.543,12.568,4.024,17.174,91.5,72.188,51.0,9.4,5.319,1.6,13.667,182.375,3.903,12.0,194.375
2012-12-24,8.708,11.479,2.77,8.625,85.5,69.25,52.0,5.3,1.985,-0.4,4.833,182.625,2.722,8.208,190.833
2012-12-25,16.715,21.986,5.271,11.414,83.5,67.604,53.5,7.65,3.365,-1.4,11.333,183.042,3.21,12.667,195.708
2012-12-26,10.816,14.523,3.707,7.188,94.0,80.833,58.0,5.55,2.619,0.4,4.958,182.208,2.487,9.917,192.125
2012-12-27,19.257,31.722,12.465,6.542,93.5,82.854,55.0,5.95,1.671,-0.9,2.875,183.364,3.222,13.091,196.455
2012-12-28,24.548,49.875,25.326,11.896,96.5,92.938,86.0,5.7,2.975,-0.4,12.708,183.625,4.278,20.833,204.458
2012-12-29,11.785,15.396,3.611,7.174,96.5,82.958,54.0,14.6,9.112,5.5,-0.042,180.417,3.486,13.625,194.042
2012-12-30,10.452,13.432,2.979,6.305,97.5,92.125,80.5,9.95,8.792,6.95,3.0,181.917,4.431,16.167,198.083
2012-12-31,3.885,4.096,0.21,7.188,79.0,59.833,41.0,7.15,3.917,0.4,6.083,180.958,2.472,8.917,189.875
2013-01-01,10.09,12.014,1.924,31.702,93.0,71.458,45.0,11.6,6.312,1.5,24.584,190.667,4.458,12.125,202.792
2013-01-02,5.938,6.632,0.694,19.792,89.0,70.167,60.0,8.5,5.496,1.4,10.479,188.304,3.639,7.826,196.13
2013-01-03,10.528,13.062,2.535,11.528,97.0,85.167,66.0,7.8,3.567,-0.3,9.354,189.208,4.167,10.875,200.083
2013-01-04,11.334,14.715,3.382,15.292,92.0,78.417,60.0,7.0,4.058,1.9,10.688,191.25,4.194,12.667,203.917
2013-01-05,9.132,12.785,3.653,7.368,85.0,64.125,51.0,5.4,2.879,-1.0,3.375,187.167,2.917,7.0,194.167
2013-01-06,16.014,28.009,11.995,7.021,88.0,74.208,55.0,6.6,2.6,-1.0,4.661,190.542,3.042,9.292,199.833
2013-01-07,24.023,47.169,23.146,12.07,91.0,72.792,47.0,6.9,2.938,-2.1,7.812,192.875,3.597,15.0,207.591
2013-01-08,28.648,56.76,28.112,13.367,99.0,91.583,79.0,6.6,4.983,3.8,10.458,192.364,4.365,26.263,219.263
2013-01-09,10.571,14.779,4.208,5.209,98.0,78.458,48.0,8.3,4.825,-0.1,0.854,185.5,2.494,8.833,194.333
2013-01-10,9.972,13.59,3.618,4.097,95.0,76.167,52.0,4.7,1.45,-0.7,1.292,187.5,1.972,6.25,193.75
2013-01-11,10.917,14.18,3.264,11.382,72.0,64.958,52.0,6.5,3.229,0.5,8.625,189.0,3.222,7.708,196.708
2013-01-12,10.875,13.118,2.243,21.25,82.0,64.167,46.0,7.5,3.988,-0.4,17.896,192.0,4.056,12.0,204.0
2013-01-13,9.896,14.085,4.189,12.236,93.0,78.958,69.0,3.5,1.746,-1.1,8.854,188.375,3.444,7.042,195.417
2013-01-14,19.882,35.271,15.389,7.194,89.0,71.958,54.0,4.6,1.183,-1.5,4.665,188.458,3.236,9.917,198.375
2013-01-15,23.715,44.611,20.896,8.548,90.0,76.833,55.0,6.2,2.042,-1.5,5.878,188.826,3.545,12.783,201.609
2013-01-16,18.465,32.972,14.507,7.465,91.0,73.708,55.0,8.1,3.304,-1.1,4.625,189.792,2.972,11.0,200.792
2013-01-17,16.854,28.764,11.91,9.9,85.0,70.542,60.0,6.5,3.617,0.6,7.417,190.458,3.335,11.5,201.958
2013-01-18,17.174,26.507,9.334,20.729,95.0,75.458,55.0,7.1,2.438,-1.5,17.25,191.625,3.944,13.25,204.875
2013-01-19,5.257,6.18,0.924,5.285,95.0,84.625,71.0,1.9,0.346,-1.3,3.542,188.917,2.014,7.25,196.167
2013-01-20,20.743,29.716,8.973,14.444,96.0,79.208,54.0,6.2,1.771,-2.8,11.368,190.875,3.139,13.542,204.417
2013-01-21,19.472,30.178,10.706,23.153,97.0,79.042,54.0,6.8,3.417,0.4,18.642,193.087,4.658,16.545,209.773
2013-01-22,15.07,23.806,8.736,13.166,90.0,66.75,49.0,5.4,2.717,0.9,12.292,191.75,3.53,10.875,202.625
2013-01-23,19.986,32.049,12.062,13.681,87.0,75.25,57.0,7.2,2.908,-0.7,11.5,193.167,3.583,13.417,206.583
2013-01-24,26.917,48.646,21.729,17.035,93.0,82.417,63.0,7.4,1.996,-2.8,15.062,191.542,4.097,17.043,208.522
2013-01-25,27.708,50.056,22.347,26.785,96.0,87.042,75.0,8.1,4.875,0.0,23.917,193.917,5.306,27.5,221.417
2013-01-26,12.0,14.729,2.729,16.215,99.0,81.083,57.0,8.0,4.967,1.3,12.021,189.542,3.611,11.522,200.783
2013-01-27,13.539,21.009,7.47,8.291,88.0,65.167,47.0,7.1,2.479,-0.8,5.62,187.708,2.694,8.417,196.125
2013-01-28,27.696,45.356,17.66,18.439,91.0,80.333,57.0,10.0,3.658,-2.2,15.587,191.261,3.764,19.0,210.261
2013-01-29,20.562,33.604,13.042,17.229,90.0,75.875,56.0,8.3,5.062,2.0,13.208,188.208,3.838,10.565,198.783
2013-01-30,33.014,65.201,32.188,22.806,100.0,94.125,86.0,10.1,4.517,1.5,18.708,194.0,5.5,32.125,226.125
2013-01-31,17.194,24.604,7.41,19.681,97.0,63.0,43.0,10.7,8.054,2.4,14.125,189.083,3.861,10.583,199.667
2013-02-01,22.708,37.0,14.292,18.34,94.0,83.542,68.0,8.6,4.458,-0.3,13.375,189.417,4.625,16.833,206.25
2013-02-02,19.778,29.75,9.972,26.194,99.0,93.042,86.0,9.8,8.079,6.3,21.188,189.708,5.57,19.792,209.5
2013-02-03,18.664,31.892,13.228,20.111,100.0,92.542,73.0,10.5,8.996,7.9,12.522,190.375,5.431,21.333,211.708
2013-02-04,9.69,14.118,4.428,3.715,86.0,69.833,54.0,7.8,3.9,-0.3,0.473,186.739,2.225,8.217,194.957
2013-02-05,10.153,15.028,4.875,4.875,95.0,87.917,82.0,0.3,-0.6,-1.2,2.812,189.583,2.486,8.417,198.0
2013-02-06,12.495,18.159,5.665,6.323,91.0,72.042,56.0,1.6,-0.138,-1.5,4.334,189.417,2.537,7.333,196.75
2013-02-07,11.556,17.264,5.709,6.118,93.0,58.208,41.0,5.4,1.833,-1.9,4.0,188.167,2.569,8.087,196.348
2013-02-08,16.715,24.264,7.549,4.225,96.0,91.917,71.0,3.9,1.617,0.3,1.396,187.167,2.847,11.125,198.292
2013-02-09,7.952,10.743,2.792,4.042,94.0,78.5,52.0,7.0,3.592,1.6,1.938,186.75,1.889,6.625,193.375
2013-02-10,10.49,16.554,6.065,9.162,93.0,70.417,56.0,4.6,2.196,0.5,7.779,189.042,2.417,7.792,196.833
2013-02-11,7.708,11.882,4.174,5.153,77.0,56.125,40.0,6.0,1.858,-1.2,3.416,186.0,2.097,6.783,192.783
2013-02-12,15.425,23.928,8.502,6.149,85.0,67.917,48.0,7.6,3.071,-1.1,4.862,187.542,2.265,9.625,197.167
2013-02-13,14.32,21.062,6.743,4.458,91.0,72.958,50.0,4.6,3.067,1.6,2.562,186.708,2.292,8.667,195.375
2013-02-14,22.118,31.715,9.597,5.515,96.0,89.333,64.0,2.5,1.133,-0.1,4.125,186.75,2.572,11.958,198.708
2013-02-15,12.167,15.243,3.076,2.944,97.0,88.125,73.0,6.5,3.525,1.4,1.271,184.542,1.958,7.75,192.292
2013-02-16,6.125,7.32,1.194,21.75,79.0,60.542,42.0,7.5,4.462,1.6,18.417,188.375,2.778,7.083,195.458
2013-02-17,15.818,21.818,6.0,26.069,85.0,69.0,56.0,9.3,4.296,0.8,23.312,192.708,3.903,11.667,204.375
2013-02-18,10.688,15.799,5.111,10.129,65.0,57.542,49.0,3.8,2.404,1.3,9.108,186.783,2.389,7.522,194.304
