date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-01-01,204.91,74.0,60.167,45.0,21.355,24.125,34.542,10.416,,1.021,28.319,10.6,5.233,2.0,226.266,7.75
2011-01-02,199.96,82.0,60.792,33.0,16.114,15.542,23.764,8.222,,0.708,19.972,11.7,5.679,1.8,216.074,5.583
2011-01-03,190.5,52.0,37.958,23.0,8.0,9.319,12.792,3.472,,0.396,3.806,13.9,6.533,3.0,198.5,3.522
2011-01-04,199.615,70.0,49.75,31.0,17.862,20.862,35.65,14.788,,0.822,11.056,13.7,5.208,-0.6,217.477,6.083
2011-01-05,193.357,55.0,36.542,20.0,8.527,12.167,14.566,2.399,,0.542,5.375,12.5,5.575,2.1,201.884,3.375
2011-01-06,201.569,68.0,50.333,32.0,22.236,31.68,67.056,35.375,,1.729,18.819,11.7,4.579,-0.3,223.806,6.625
2011-01-07,200.283,79.0,47.792,23.0,17.225,21.931,44.417,22.486,,0.688,10.014,12.3,4.067,-1.3,217.507,5.833
2011-01-08,200.607,69.0,48.5,26.0,16.311,21.236,36.444,15.208,,0.542,9.708,13.4,4.121,-2.1,216.918,6.208
2011-01-09,200.903,81.0,56.583,36.0,18.458,25.805,35.444,9.639,,1.604,22.958,14.3,6.125,1.1,219.361,5.957
2011-01-10,200.746,82.0,62.0,33.0,17.762,28.748,44.319,15.572,,1.084,19.893,11.8,5.888,-0.2,218.508,5.524
2011-01-11,194.787,83.0,68.375,46.0,15.349,21.484,31.479,9.995,,1.08,15.359,12.6,5.258,1.1,210.136,4.75
2011-01-12,196.972,66.0,44.833,29.0,17.181,22.833,48.903,26.069,,0.521,10.667,9.5,2.821,-0.9,214.153,5.708
2011-01-13,202.113,74.0,56.083,32.0,34.464,38.292,84.93,46.639,,2.208,20.597,14.0,4.6,-2.2,236.577,8.583
2011-01-14,199.183,74.0,47.75,25.0,19.566,24.181,49.625,25.444,,0.646,10.694,11.7,3.854,-1.4,218.749,7.333
2011-01-15,203.708,67.0,52.625,35.0,24.847,27.653,47.264,19.611,,1.208,19.194,7.5,3.092,-1.6,228.556,7.522
2011-01-16,196.083,66.0,52.042,39.0,12.806,20.806,29.049,8.244,,0.708,15.091,5.9,3.729,1.2,208.889,4.333
2011-01-17,193.53,73.0,52.25,31.0,15.125,21.917,43.91,21.994,,0.542,10.663,11.3,4.65,0.3,208.655,5.292
2011-01-18,203.069,81.0,62.833,41.0,27.542,35.542,69.389,33.847,,1.23,26.708,11.9,4.604,-2.0,230.611,7.25
2011-01-19,197.27,76.0,64.833,54.0,18.713,25.555,47.541,21.986,,1.646,27.0,12.1,6.017,0.3,215.982,5.167
