date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2014-08-01,183.304,72.0,60.542,46.0,1.478,9.296,17.479,8.183,12.069,0.0,2.838,32.6,29.679,27.0,184.783,1.667
2014-08-02,183.458,82.0,79.958,76.0,1.125,7.531,14.622,7.091,8.327,20.0,0.833,27.5,26.112,24.7,184.583,1.652
2014-08-03,190.125,84.0,82.042,77.0,2.583,6.994,11.691,4.696,7.722,14.0,0.642,27.3,25.529,24.0,192.708,1.667
2014-08-04,181.125,84.0,74.667,65.0,0.458,7.578,15.832,8.254,9.306,4.0,1.533,29.9,27.438,24.6,181.583,1.458
2014-08-05,180.375,77.0,70.792,58.0,0.042,7.082,17.969,10.886,9.861,0.0,1.675,31.4,28.458,26.8,180.417,1.458
2014-08-06,184.708,78.0,67.875,50.0,0.25,11.085,21.019,9.935,15.978,0.0,3.149,31.5,28.454,26.3,184.958,2.364
2014-08-07,186.957,77.0,64.458,51.0,2.217,10.201,18.601,8.4,11.107,0.0,2.281,31.9,29.108,27.2,189.174,1.958
2014-08-08,187.13,85.0,72.375,55.0,1.652,4.909,6.675,1.766,8.5,43.0,0.584,31.7,25.979,20.1,188.783,1.25
2014-08-09,182.708,87.0,78.375,67.0,0.5,2.094,2.215,0.122,4.986,62.0,0.275,26.5,23.633,20.8,183.208,1.0
2014-08-10,178.125,88.0,79.708,71.0,0.792,4.655,6.457,1.802,10.167,99.0,2.8,27.6,25.554,23.7,178.917,2.458
2014-08-11,184.167,77.0,63.917,51.0,1.0,13.393,17.583,4.19,14.292,0.0,3.658,30.2,27.079,23.7,185.167,3.083
2014-08-12,191.565,82.0,71.125,58.0,3.609,14.501,18.093,3.592,21.028,1.0,3.458,30.3,26.438,23.4,195.174,3.458
2014-08-13,197.875,81.0,68.667,52.0,2.583,11.935,13.373,1.437,31.0,0.0,3.117,30.5,27.421,24.1,200.458,4.043
2014-08-14,189.913,85.0,73.167,57.0,0.957,6.617,8.907,2.29,14.57,9.0,1.198,32.6,28.179,25.6,190.87,2.25
2014-08-15,181.696,85.0,78.083,72.0,0.217,6.621,10.522,3.901,15.111,8.0,1.4,29.0,27.817,26.1,181.913,2.042
2014-08-16,186.875,85.0,82.042,76.0,0.167,8.298,11.314,3.016,14.722,16.0,1.05,27.9,27.058,25.6,187.042,2.583
2014-08-17,188.958,85.0,74.208,63.0,0.292,7.851,9.408,1.557,17.958,0.0,1.783,30.9,28.492,26.1,189.25,2.917
2014-08-18,183.75,78.0,68.167,57.0,0.042,7.167,14.214,7.048,11.139,0.0,2.375,31.6,28.85,27.0,183.792,2.0
2014-08-19,184.208,81.0,64.375,46.0,0.125,8.78,16.815,8.036,10.042,0.0,2.617,34.0,29.846,26.1,184.333,1.75
2014-08-20,186.792,80.0,65.25,50.0,0.375,7.512,17.234,9.722,8.907,0.0,2.21,33.6,29.55,26.3,187.167,1.714
2014-08-21,184.833,76.0,63.542,48.0,0.333,8.625,18.578,9.953,9.944,0.0,2.407,32.9,29.75,27.3,185.167,1.75
2014-08-22,184.2,75.0,66.875,56.0,3.05,9.751,17.237,7.486,9.216,0.0,2.903,29.7,27.554,26.1,187.25,2.083
2014-08-23,179.958,78.0,63.875,46.0,4.292,10.863,16.256,5.393,16.903,0.0,3.467,32.6,28.625,26.0,184.25,2.708
2014-08-24,184.833,84.0,75.083,59.0,3.5,5.639,6.742,1.104,10.028,7.0,1.183,30.3,26.271,23.5,188.333,1.667
2014-08-25,187.833,83.0,72.167,51.0,3.208,10.411,14.756,4.345,20.097,1.0,2.817,31.9,26.888,23.3,191.042,2.958
2014-08-26,186.375,83.0,70.13,57.0,2.333,10.642,15.399,4.757,20.25,0.0,2.908,30.9,27.696,25.4,188.708,2.625
2014-08-27,187.5,76.0,64.583,46.0,1.917,5.035,5.96,0.925,9.167,0.0,0.752,31.4,26.908,24.0,189.417,1.957
2014-08-28,189.25,84.0,70.458,54.0,1.417,5.172,5.962,0.79,9.472,11.0,0.896,26.8,23.808,20.7,190.667,1.833
2014-08-29,190.955,75.0,65.833,42.0,2.091,7.331,8.361,1.03,10.375,1.0,0.846,29.1,24.058,21.7,193.045,2.25
2014-08-30,190.167,78.0,62.0,41.0,1.625,3.75,4.101,0.351,10.931,0.0,0.75,30.1,25.242,21.9,191.792,1.833
2014-08-31,187.833,71.0,60.25,47.0,1.375,2.63,2.769,0.139,11.208,0.0,1.05,30.1,25.562,21.9,189.208,1.792
2014-09-01,190.833,83.0,73.708,66.0,4.125,6.299,6.865,0.565,10.347,5.0,0.458,25.4,23.662,22.4,194.958,1.958
2014-09-02,197.625,85.0,68.25,52.0,5.208,13.491,16.494,3.003,16.611,0.0,1.85,29.5,25.529,21.0,202.833,2.833
2014-09-03,194.833,77.0,62.292,47.0,5.292,14.825,17.443,2.619,15.097,0.0,2.065,30.3,27.175,23.7,200.125,2.955
2014-09-04,185.875,79.0,73.208,65.0,4.042,10.601,15.506,4.905,9.279,2.0,1.454,27.7,26.267,23.8,189.917,2.208
2014-09-05,184.609,81.0,71.083,54.0,4.043,12.58,19.804,7.224,19.208,6.0,2.896,30.8,27.554,24.6,188.652,2.667
2014-09-06,189.667,84.0,71.083,50.0,1.917,7.583,9.735,2.152,22.486,15.0,2.166,31.6,25.5,20.5,191.583,2.375
2014-09-07,190.208,84.0,65.208,48.0,0.833,4.612,4.916,0.304,15.347,2.0,1.225,29.5,24.821,20.0,191.042,2.792
2014-09-08,189.292,77.0,59.5,37.0,1.167,3.982,4.107,0.125,16.125,0.0,0.75,30.7,24.904,20.3,190.458,2.0
2014-09-09,193.667,76.0,57.458,39.0,2.625,9.719,11.423,1.704,18.431,0.0,1.133,31.6,25.238,19.8,196.292,2.417
2014-09-10,197.167,76.0,57.583,35.0,4.083,14.282,16.271,1.989,23.469,1.0,2.987,30.5,25.854,21.1,201.25,3.571
2014-09-11,191.208,80.0,62.375,43.0,1.583,4.697,5.072,0.375,14.639,10.0,0.7,29.1,23.646,20.3,192.792,2.083
2014-09-12,194.348,77.0,51.5,31.0,3.043,7.249,8.269,1.02,9.452,0.0,0.513,27.9,22.696,17.4,197.391,2.0
2014-09-13,192.583,75.0,55.0,36.0,3.958,6.817,8.33,1.513,9.375,0.0,0.941,27.7,22.862,17.9,196.542,2.375
2014-09-14,192.875,78.0,58.25,38.0,1.583,5.043,6.01,0.967,9.014,0.0,1.108,28.2,23.033,17.6,194.458,2.458
2014-09-15,193.917,77.0,59.25,38.0,3.375,8.821,10.048,1.226,18.986,0.0,1.542,27.8,23.408,17.9,197.292,3.0
2014-09-16,191.0,73.0,56.833,38.0,2.375,8.03,9.405,1.375,18.153,0.0,1.258,30.5,24.817,20.2,193.375,2.875
2014-09-17,190.739,74.0,56.417,39.0,2.0,5.352,6.481,1.129,12.055,0.0,0.502,27.6,23.008,19.5,192.739,2.0
2014-09-18,190.958,62.0,46.0,29.0,0.958,4.899,5.707,0.807,9.93,0.0,0.657,26.3,21.775,18.6,191.917,1.458
2014-09-19,197.208,73.0,59.875,44.0,4.667,11.694,14.042,2.347,19.042,0.0,0.483,22.6,19.479,16.8,201.875,2.417
2014-09-20,194.208,72.0,58.833,41.0,2.833,6.882,8.139,1.257,13.667,0.0,0.625,23.9,19.888,16.9,197.042,2.0
2014-09-21,192.75,78.0,58.875,41.0,0.917,6.745,7.944,1.199,14.945,0.0,1.35,26.9,21.325,14.7,193.667,3.083
2014-09-22,189.25,73.0,53.0,24.0,0.417,3.433,3.703,0.27,12.359,0.0,0.609,29.6,22.942,18.4,189.667,1.375
2014-09-23,194.917,76.0,52.583,30.0,2.792,11.472,12.377,0.905,20.653,0.0,1.775,29.3,22.671,15.8,197.708,2.5
2014-09-24,190.13,88.0,72.375,56.0,2.783,12.694,15.412,2.717,18.722,26.0,1.314,26.6,23.412,20.3,192.913,2.591
2014-09-25,186.833,85.0,66.375,49.0,1.125,8.098,12.196,4.099,9.324,0.0,1.269,30.0,25.071,20.9,187.958,2.174
2014-09-26,192.476,75.0,57.125,34.0,4.238,5.291,5.84,0.549,10.128,0.0,0.358,28.8,22.833,18.5,196.714,2.0
2014-09-27,196.5,72.0,53.25,32.0,6.042,9.819,10.774,0.955,13.681,0.0,1.258,30.1,24.212,19.7,202.542,3.125
2014-09-28,196.792,75.0,54.958,33.0,5.167,3.87,4.43,0.56,19.028,0.0,0.558,29.2,23.188,18.1,201.958,2.0
2014-09-29,201.5,78.0,60.208,42.0,5.167,10.934,12.917,1.982,25.681,0.0,0.967,27.5,22.471,17.2,206.667,2.625
2014-09-30,196.667,75.0,59.708,42.0,4.042,7.471,8.37,0.899,25.653,0.0,0.917,28.6,22.808,18.6,200.708,2.083
2014-10-01,193.435,70.0,57.792,38.0,1.348,3.576,3.947,0.37,13.348,0.0,0.757,28.0,23.55,20.3,194.783,2.0
2014-10-02,189.25,77.0,68.958,57.0,3.333,11.679,13.385,1.706,19.667,4.0,1.8,25.4,22.717,19.3,192.583,2.875
2014-10-03,187.083,81.0,69.667,59.0,3.583,9.834,13.08,3.246,19.472,0.0,1.15,24.7,23.042,20.7,190.667,2.792
2014-10-04,190.0,71.0,58.292,44.0,2.75,2.634,3.213,0.579,14.528,0.0,0.358,23.6,20.846,17.9,192.75,2.25
2014-10-05,187.375,84.0,68.875,58.0,2.125,1.912,2.718,0.806,9.972,4.0,0.317,24.2,20.617,18.4,189.5,2.0
2014-10-06,184.875,84.0,64.458,53.0,1.625,2.262,3.167,0.905,5.639,36.0,0.275,24.0,20.3,16.1,186.5,2.0
2014-10-07,190.333,74.0,54.75,29.0,2.833,5.327,6.821,1.494,10.319,0.0,0.275,24.9,18.571,13.7,193.167,2.083
2014-10-08,190.261,78.0,58.5,32.0,3.304,6.158,7.204,1.046,12.681,0.0,0.571,26.1,18.971,13.1,193.565,2.0
2014-10-09,189.083,82.0,68.708,53.0,2.5,10.42,11.745,1.325,14.667,0.0,0.766,25.9,20.583,16.3,191.583,2.125
2014-10-10,187.565,83.0,64.958,42.0,4.87,5.706,7.253,1.547,14.655,0.0,0.671,29.1,22.404,18.4,192.435,1.625
2014-10-11,189.5,68.0,56.0,39.0,3.208,2.576,3.179,0.604,20.028,0.0,0.417,24.4,21.012,18.5,192.708,2.0
2014-10-12,189.833,73.0,59.5,43.0,1.917,3.544,4.384,0.84,20.805,0.0,0.758,25.9,21.275,17.6,191.75,2.0
2014-10-13,184.625,88.0,79.042,66.0,0.542,1.862,2.712,0.849,7.167,64.0,0.325,21.8,18.904,17.4,185.167,1.917
2014-10-14,186.6,72.0,55.083,41.0,0.1,4.13,5.011,0.881,6.986,0.0,0.308,20.5,17.75,13.3,186.7,1.833
2014-10-15,187.556,72.0,56.542,39.0,2.556,8.748,11.964,3.216,10.194,0.0,0.317,21.3,15.738,11.8,190.111,1.87
2014-10-16,189.958,80.0,62.083,44.0,5.542,14.071,17.054,2.983,18.014,0.0,2.371,20.8,16.392,10.8,195.5,3.25
2014-10-17,193.542,79.0,55.083,29.0,6.708,10.896,14.383,3.487,17.847,0.0,0.633,23.2,16.375,11.8,200.25,2.708
2014-10-18,194.391,80.0,59.0,32.0,7.0,10.738,12.357,1.619,16.986,0.0,0.983,22.8,15.571,8.9,201.391,3.083
2014-10-19,196.478,80.0,55.292,24.0,6.565,10.126,11.116,0.99,20.57,0.0,1.783,25.2,17.454,9.8,203.043,3.083
2014-10-20,194.833,86.0,78.458,64.0,8.667,12.562,14.248,1.687,16.083,4.0,0.5,19.3,18.308,17.2,203.5,2.708
2014-10-21,194.583,86.0,73.792,53.0,10.5,15.911,21.613,5.702,16.125,0.0,1.65,25.4,21.117,17.6,205.083,3.458
2014-10-22,189.826,86.0,75.917,69.0,3.391,5.327,6.375,1.048,7.885,6.0,0.376,20.1,16.962,14.6,193.217,2.0
2014-10-23,189.625,74.0,58.208,38.0,1.958,6.872,8.953,2.081,9.111,0.0,0.312,21.2,15.642,11.4,191.583,1.625
2014-10-24,193.15,81.0,65.875,41.0,6.6,17.164,21.661,4.497,17.528,0.0,1.556,22.1,15.029,9.3,199.75,3.417
2014-10-25,192.958,83.0,69.792,47.0,7.542,15.633,18.61,2.977,24.083,0.0,1.683,23.9,16.404,11.0,200.5,3.125
2014-10-26,192.625,84.0,70.958,51.0,3.75,12.54,14.497,1.957,26.875,6.0,2.667,24.7,18.504,13.0,196.375,4.333
2014-10-27,189.917,87.0,68.292,48.0,1.083,7.048,9.173,2.125,18.583,7.0,0.717,21.9,16.779,12.0,191.0,2.583
2014-10-28,193.75,77.0,54.917,29.0,2.208,9.599,11.967,2.368,12.653,0.0,0.292,19.7,13.204,8.0,195.958,2.125
2014-10-29,195.455,83.0,58.333,30.0,2.364,9.011,10.988,1.978,14.53,0.0,0.504,20.4,12.967,6.7,197.818,2.043
2014-10-30,192.333,74.0,58.542,32.0,8.167,17.579,20.691,3.113,23.157,0.0,1.895,23.7,16.308,10.6,200.5,3.042
2014-10-31,190.087,85.0,73.917,61.0,11.174,14.886,16.547,1.661,26.736,4.0,0.708,22.3,17.579,14.2,201.261,3.045
2014-11-01,186.083,88.0,84.417,77.0,6.125,9.982,10.648,0.667,9.667,14.0,0.4,21.1,17.988,16.2,192.208,2.478
2014-11-02,186.75,88.0,70.875,50.0,6.333,11.94,14.577,2.637,16.097,0.0,2.617,22.1,19.308,15.9,193.083,3.75
2014-11-03,185.792,59.0,47.667,32.0,1.417,5.361,6.189,0.827,10.57,0.0,0.55,18.3,14.3,10.7,187.208,2.625
2014-11-04,189.042,75.0,55.625,32.0,3.667,9.104,10.814,1.71,11.569,0.0,0.433,19.7,12.896,6.8,192.708,2.125
2014-11-05,190.435,79.0,65.042,45.0,8.957,17.226,21.05,3.824,16.514,0.0,1.07,21.0,14.425,7.9,199.391,3.458
2014-11-06,189.136,81.0,69.708,60.0,6.727,10.547,12.532,1.985,12.754,0.0,0.503,20.5,16.833,14.5,195.864,2.125
2014-11-07,192.304,73.0,56.5,33.0,3.913,7.988,8.558,0.57,22.93,0.0,0.725,19.7,14.842,10.4,196.217,2.458
2014-11-08,195.167,79.0,60.375,41.0,5.458,9.554,11.571,2.018,18.07,0.0,0.65,17.1,12.75,8.0,200.625,2.609
2014-11-09,193.833,85.0,79.292,66.0,5.5,9.619,10.399,0.78,16.875,7.0,0.508,14.2,13.062,11.4,199.333,2.75
2014-11-10,190.417,84.0,62.875,44.0,2.125,5.27,5.662,0.391,13.375,0.0,0.565,19.1,14.817,10.5,192.542,1.875
2014-11-11,191.917,82.0,64.042,35.0,6.292,11.189,15.359,4.17,13.73,0.0,0.702,20.2,13.7,8.2,198.208,2.125
2014-11-12,191.87,80.0,60.208,45.0,5.087,14.769,21.193,6.423,24.764,0.0,2.186,18.9,15.038,11.6,196.957,3.826
2014-11-13,193.083,54.0,39.208,25.0,0.167,8.341,12.046,3.704,6.861,0.0,0.717,14.3,10.642,6.3,193.25,2.458
2014-11-14,197.0,72.0,52.542,31.0,3.045,13.617,18.589,4.971,10.887,0.0,0.998,13.3,8.6,4.5,200.045,2.833
2014-11-15,199.292,78.0,56.25,31.0,5.083,12.928,17.274,4.345,16.486,0.0,0.925,16.3,9.421,3.6,204.375,3.13
2014-11-16,199.625,80.0,61.125,35.0,4.125,11.267,12.627,1.36,16.806,0.0,1.259,16.3,9.842,4.8,203.75,3.208
2014-11-17,199.333,80.0,65.75,54.0,3.792,16.46,22.559,6.099,21.25,0.0,2.317,16.3,10.921,5.1,203.125,4.125
2014-11-18,198.875,78.0,61.375,38.0,3.5,12.087,16.409,4.321,16.194,0.0,0.885,14.7,9.717,5.9,202.375,3.0
2014-11-19,200.217,82.0,65.125,41.0,6.696,14.627,19.572,4.945,16.642,0.0,0.484,14.5,8.858,4.9,206.913,2.792
2014-11-20,194.043,80.0,62.042,31.0,8.087,18.193,23.805,5.613,18.278,0.0,0.542,16.9,9.354,5.1,202.13,3.042
2014-11-21,195.125,82.0,62.417,33.0,10.458,23.149,31.821,8.673,20.458,0.0,2.108,18.1,10.329,3.9,205.583,3.917
2014-11-22,194.958,78.0,61.708,38.0,11.208,24.583,29.828,5.245,29.042,0.0,3.475,20.0,13.371,8.8,206.167,6.174
2014-11-23,191.958,83.0,66.542,38.0,4.083,6.832,7.787,0.955,21.708,0.0,0.588,19.7,12.771,7.8,196.042,2.708
2014-11-24,193.348,82.0,65.667,38.0,5.304,13.238,15.089,1.851,29.069,0.0,1.617,19.1,12.629,6.9,198.652,4.25
2014-11-25,187.6,87.0,76.333,67.0,1.3,5.246,5.529,0.283,11.311,17.0,0.186,14.4,13.3,11.7,188.9,2.125
2014-11-26,188.364,80.0,69.25,56.0,1.591,7.76,8.607,0.847,10.306,1.0,0.072,17.5,13.708,10.3,189.955,2.583
2014-11-27,194.5,85.0,66.292,40.0,4.375,12.374,18.823,6.448,10.222,0.0,0.16,18.4,12.171,8.3,198.875,2.174
2014-11-28,192.917,82.0,69.417,47.0,6.167,19.551,24.323,4.772,14.139,0.0,1.291,20.0,14.088,6.9,199.083,2.833
2014-11-29,191.5,85.0,71.125,45.0,2.583,10.785,14.044,3.259,9.333,6.0,0.683,20.4,16.812,10.8,194.083,2.667
2014-11-30,195.5,86.0,75.125,44.0,4.417,9.967,11.037,1.07,10.958,12.0,0.685,19.3,13.442,7.7,199.917,2.783
2014-12-01,192.208,89.0,66.208,36.0,2.792,11.511,15.878,4.366,12.389,9.0,0.917,17.5,13.821,6.6,195.0,3.875
2014-12-02,192.875,51.0,37.667,29.0,0.0,7.887,12.401,4.514,7.111,0.0,1.158,8.6,5.771,3.3,192.875,2.458
2014-12-03,195.0,61.0,50.542,35.0,0.217,12.14,18.65,6.51,11.125,0.0,3.104,11.9,7.492,2.6,195.217,3.565
2014-12-04,193.792,84.0,78.042,69.0,3.75,15.572,23.774,8.202,10.111,13.0,1.182,9.4,6.933,4.4,197.542,4.583
2014-12-05,193.708,70.0,51.542,32.0,0.875,10.479,16.068,5.589,8.25,0.0,1.125,9.1,4.9,2.8,194.583,3.5
2014-12-06,195.917,68.0,55.375,38.0,0.792,8.843,12.912,4.068,7.431,0.0,1.025,7.7,4.125,0.9,196.708,3.458
2014-12-07,196.875,74.0,57.833,40.0,2.167,7.809,10.47,2.661,8.861,0.0,0.617,10.6,5.129,1.1,199.042,3.583
2014-12-08,200.25,84.0,61.583,35.0,4.167,15.244,23.249,8.004,14.319,0.0,1.575,10.6,5.496,0.0,204.417,3.875
2014-12-09,199.875,81.0,63.667,31.0,5.083,13.22,22.394,9.175,12.139,0.0,0.658,14.0,6.7,1.6,204.958,3.125
2014-12-10,200.261,76.0,59.792,38.0,6.174,19.516,28.494,8.978,13.97,0.0,1.398,12.7,7.454,1.8,206.435,3.682
2014-12-11,193.375,87.0,67.875,52.0,7.625,17.22,24.626,7.407,19.74,2.0,1.075,12.2,9.612,7.8,201.0,4.25
2014-12-12,191.818,74.0,57.042,44.0,6.273,13.734,21.32,7.586,17.088,0.0,1.186,10.3,7.071,3.8,198.091,3.833
2014-12-13,190.958,69.0,52.667,33.0,4.75,9.548,13.625,4.077,11.32,0.0,1.383,8.2,3.854,1.4,195.708,3.542
2014-12-14,190.333,68.0,52.708,34.0,3.833,7.73,10.339,2.609,8.5,0.0,1.141,7.4,3.312,-0.3,194.167,3.333
2014-12-15,193.333,74.0,63.5,51.0,10.125,17.958,29.57,11.611,16.792,0.0,1.108,8.2,4.05,0.0,203.458,4.417
2014-12-16,191.458,88.0,74.75,52.0,9.542,17.195,25.735,8.539,15.125,16.0,1.042,6.7,4.317,1.8,201.0,3.792
2014-12-17,188.87,63.0,44.917,28.0,2.522,8.259,11.0,2.74,6.889,0.0,1.017,3.9,1.279,-0.8,191.391,2.304
2014-12-18,195.833,80.0,61.708,47.0,1.542,12.191,17.563,5.373,6.125,0.0,0.836,6.1,1.379,-1.0,197.375,3.042
2014-12-19,199.167,83.0,64.25,34.0,8.625,23.084,37.238,14.155,13.667,0.0,1.067,8.5,2.983,-2.1,207.792,4.125
2014-12-20,194.125,87.0,77.458,66.0,6.375,18.15,22.604,4.454,12.93,24.0,0.533,7.5,5.746,2.5,200.5,3.792
2014-12-21,194.958,77.0,59.375,44.0,2.25,9.527,12.178,2.652,15.583,0.0,0.983,8.8,4.888,1.9,197.208,4.25
2014-12-22,196.333,68.0,50.917,33.0,0.952,11.829,18.326,6.497,8.361,0.0,1.041,5.6,3.283,0.0,197.286,3.333
2014-12-23,196.458,78.0,56.958,37.0,4.667,14.476,19.22,4.744,14.75,0.0,1.417,11.5,6.004,2.0,201.125,3.917
2014-12-24,200.174,84.0,73.917,56.0,11.913,23.991,44.335,20.345,30.57,0.0,3.287,10.6,5.067,0.2,212.087,5.478
2014-12-25,193.292,82.0,64.0,51.0,3.5,13.356,21.538,8.181,15.889,0.0,1.194,9.1,6.379,3.7,196.792,4.043
2014-12-26,194.917,83.0,62.167,34.0,4.042,13.888,22.358,8.47,7.29,0.0,0.395,10.3,4.283,-0.2,198.958,3.125
2014-12-27,196.75,81.0,61.708,33.0,4.25,10.897,15.781,4.883,6.472,0.0,0.083,10.3,4.992,0.9,201.0,2.875
2014-12-28,195.333,89.0,82.5,69.0,4.708,10.208,11.972,1.764,15.75,18.0,0.333,5.1,2.546,-1.5,200.042,3.042
2014-12-29,193.125,89.0,71.625,50.0,5.292,11.604,16.694,5.09,16.569,1.0,1.208,12.3,7.138,4.1,198.417,4.0
2014-12-30,198.75,82.0,61.958,40.0,8.125,13.062,15.965,2.903,34.472,0.0,2.792,11.1,6.121,1.2,206.875,5.333
2014-12-31,197.174,81.0,68.458,41.0,4.174,10.949,12.84,1.892,24.389,2.0,2.669,11.4,5.021,-0.4,201.348,4.478
2015-01-01,200.542,86.0,67.25,36.0,3.792,7.948,9.422,1.474,13.208,0.0,0.916,11.3,5.212,-0.9,204.333,4.167
2015-01-02,200.583,84.0,69.5,46.0,4.833,10.578,12.464,1.885,21.521,0.0,1.714,13.2,6.783,-0.1,205.417,4.708
2015-01-03,198.292,85.0,73.25,52.0,7.125,13.193,15.661,2.469,27.771,0.0,1.931,16.1,9.104,4.4,205.417,5.375
2015-01-04,198.625,86.0,71.625,52.0,6.25,13.344,17.943,4.599,32.633,0.0,2.264,15.9,9.962,5.5,204.875,5.667
2015-01-05,200.292,84.0,70.958,57.0,6.792,17.521,22.755,5.234,36.842,0.0,0.875,11.3,7.35,3.6,207.083,4.833
2015-01-06,196.609,87.0,72.583,56.0,10.174,21.967,32.989,11.022,23.625,0.0,1.725,10.7,7.733,4.4,206.783,4.565
2015-01-07,195.917,83.0,59.833,38.0,4.125,15.002,23.876,8.874,14.115,0.0,0.895,12.8,7.633,2.3,200.042,3.875
2015-01-08,196.0,78.0,58.083,46.0,3.292,16.005,24.224,8.218,13.656,0.0,0.875,10.2,5.804,1.2,199.292,3.792
2015-01-09,195.292,69.0,50.25,31.0,1.667,11.792,16.047,4.255,9.688,0.0,0.847,10.7,5.854,1.5,196.958,3.583
2015-01-10,198.0,75.0,56.417,34.0,4.833,11.896,13.927,2.031,14.073,0.0,0.639,12.8,5.367,0.5,202.833,3.25
2015-01-11,199.208,76.0,58.875,39.0,5.083,14.099,17.719,3.62,22.417,0.0,1.667,11.7,6.221,0.2,204.292,4.167
2015-01-12,194.708,78.0,64.125,46.0,1.792,10.213,12.63,2.417,7.646,0.0,0.208,10.3,5.85,2.5,196.5,2.625
2015-01-13,195.478,79.0,60.042,35.0,2.696,15.898,22.14,6.241,9.447,0.0,1.377,9.8,4.942,0.7,198.174,3.091
2015-01-14,195.042,77.0,54.875,35.0,4.0,14.561,23.311,8.75,12.0,0.0,0.579,9.5,3.858,-2.0,199.042,3.542
2015-01-15,196.522,73.0,53.792,38.0,7.0,17.473,25.254,7.781,14.52,0.0,1.48,9.5,4.358,-0.5,203.522,3.958
2015-01-16,198.708,81.0,61.125,36.0,10.083,16.151,21.781,5.63,18.416,0.0,1.188,11.4,3.967,-2.1,208.792,3.583
2015-01-17,196.125,80.0,64.375,44.0,5.458,7.818,8.568,0.75,15.24,2.0,0.427,9.1,4.571,-1.1,201.583,2.708
2015-01-18,190.958,85.0,69.292,45.0,4.208,9.004,12.993,3.989,6.729,7.0,0.563,11.8,7.742,1.9,195.167,3.292
2015-01-19,193.409,68.0,56.9,44.0,2.0,8.159,11.887,3.728,6.664,0.0,0.739,3.2,1.17,0.0,195.409,2.75
2015-01-20,197.957,75.0,55.769,39.0,3.435,10.418,14.846,4.428,8.271,0.0,0.431,9.4,5.369,0.2,201.391,2.957
2015-01-21,196.583,82.0,71.958,50.0,5.708,15.419,24.488,9.069,8.302,0.0,0.741,7.4,2.992,-0.9,202.292,2.958
2015-01-22,193.917,86.0,67.167,42.0,2.625,8.099,9.552,1.453,7.012,0.0,0.0,9.3,4.183,0.7,196.542,2.25
2015-01-23,196.417,81.0,63.833,37.0,3.5,14.182,18.755,4.573,17.51,0.0,1.666,7.2,3.288,0.2,199.917,3.875
2015-01-24,193.75,53.0,38.5,24.0,0.208,5.505,7.058,1.552,10.729,0.0,0.958,0.4,-1.692,-4.5,193.958,3.167
2015-01-25,197.542,75.0,55.333,33.0,4.625,15.249,21.662,6.413,12.6,0.0,0.729,6.5,-0.125,-5.7,202.167,3.833
2015-01-26,198.667,78.0,59.917,40.0,4.75,20.125,32.38,12.255,17.312,0.0,1.823,8.4,2.742,-5.0,203.417,4.333
2015-01-27,199.391,77.0,58.167,40.0,10.783,22.367,34.596,12.23,24.816,0.0,1.021,10.0,5.083,-1.1,210.174,4.727
2015-01-28,197.9,85.0,66.5,53.0,14.0,25.804,32.83,7.026,32.513,0.0,1.926,11.3,6.338,0.4,211.9,5.083
2015-01-29,193.0,87.0,84.75,80.0,8.333,8.799,9.519,0.72,10.594,33.0,0.131,9.6,7.471,5.8,201.333,3.167
2015-01-30,192.625,84.0,68.417,53.0,5.625,3.906,4.286,0.38,5.333,4.0,0.0,10.9,7.579,4.2,198.25,2.083
2015-01-31,195.792,78.0,62.292,38.0,7.625,10.386,12.585,2.199,13.667,0.0,1.052,10.9,6.538,2.9,203.417,3.667
2015-02-01,198.292,80.0,68.833,54.0,10.167,12.474,16.871,4.397,16.87,0.0,0.427,8.4,5.721,3.0,208.458,3.917
2015-02-02,193.5,75.0,63.083,40.0,5.458,5.624,6.156,0.533,6.25,1.0,0.031,10.0,5.362,1.2,198.958,2.167
2015-02-03,195.565,84.0,64.25,44.0,8.348,11.982,17.494,5.512,8.51,0.0,0.088,7.7,3.358,-2.2,203.913,2.565
2015-02-04,194.208,80.0,62.042,42.0,5.875,19.506,26.811,7.305,15.71,0.0,2.101,10.5,5.2,-0.3,200.083,3.958
2015-02-05,196.208,83.0,63.583,36.0,9.125,23.195,31.695,8.5,27.311,0.0,1.68,10.5,5.425,0.6,205.333,5.0
2015-02-06,195.208,80.0,57.625,31.0,6.292,15.484,20.276,4.792,18.771,0.0,0.812,9.3,4.679,0.7,201.5,3.875
2015-02-07,194.417,78.0,63.125,33.0,1.833,6.206,6.969,0.763,7.771,0.0,0.188,7.5,3.312,-0.5,196.25,2.583
2015-02-08,195.333,83.0,58.167,30.0,1.833,13.529,18.764,5.235,12.375,0.0,2.375,8.9,3.812,-3.2,197.167,3.667
2015-02-09,194.583,74.0,48.542,22.0,1.5,13.32,18.048,4.727,19.829,0.0,2.042,10.8,7.025,3.2,196.083,3.875
2015-02-10,195.739,72.0,53.652,31.0,1.478,9.224,11.243,2.019,9.865,0.0,0.511,10.0,4.883,1.4,197.217,2.522
2015-02-11,197.75,79.0,58.833,29.0,7.5,17.723,21.154,3.432,15.521,0.0,1.712,12.1,4.783,-1.2,205.25,3.583
