date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean,CO_mean,PM25_mean
2011-01-01,194.917,13.958,14.417,22.604,8.188,2.292,15.771,208.875,5.667,
2011-01-02,192.333,13.125,13.146,22.938,9.792,2.0,11.834,205.458,4.792,
2011-01-03,196.208,13.583,16.062,30.542,14.48,1.75,6.375,209.792,4.958,
2011-01-04,194.958,14.25,17.292,35.771,18.479,2.958,9.854,209.208,4.917,
2011-01-05,196.417,15.792,28.292,78.667,50.375,2.083,7.062,212.208,4.625,
2011-01-06,201.208,24.208,34.896,136.979,102.083,2.458,14.271,225.417,6.208,
2011-01-07,192.958,15.167,25.208,79.396,54.188,2.0,9.708,208.125,4.833,
2011-01-08,194.667,14.333,15.042,35.25,20.208,2.125,8.625,209.0,4.292,
2011-01-09,195.75,17.917,25.229,64.916,39.688,2.75,16.312,213.667,5.708,
2011-01-10,194.542,22.083,33.375,110.083,76.708,3.0,21.333,216.625,6.167,
2011-01-11,191.542,16.417,25.75,85.73,59.979,2.75,17.104,207.958,4.958,
2011-01-12,194.81,18.19,29.862,97.615,67.753,2.609,12.044,213.0,5.565,
2011-01-13,199.458,25.333,33.875,125.271,91.396,2.417,15.834,224.792,6.083,
2011-01-14,197.458,17.875,25.52,62.146,36.625,2.958,15.625,215.333,5.958,
2011-01-15,198.625,17.708,19.375,38.354,18.98,2.25,18.416,216.333,4.917,
2011-01-16,194.5,23.167,23.938,49.604,25.666,2.125,16.771,217.667,3.75,
2011-01-17,194.625,20.875,26.354,66.875,40.52,2.458,18.188,215.5,4.792,
2011-01-18,198.167,24.958,36.562,134.854,98.292,3.042,29.167,223.125,6.583,
2011-01-19,193.667,19.417,27.475,90.75,63.275,2.625,20.896,213.083,5.462,
2011-01-20,189.727,9.0,5.805,12.943,7.138,2.143,7.916,198.727,2.0,
2011-01-21,188.167,7.75,7.875,17.792,9.916,2.0,4.479,195.917,2.25,
2011-01-22,192.042,12.125,11.062,27.771,16.708,2.083,7.625,204.167,3.458,
2011-01-23,198.158,22.474,25.271,99.396,74.125,2.5,12.48,220.632,4.75,
2011-01-24,194.5,19.667,27.688,71.188,43.5,2.75,11.792,214.167,4.458,
2011-01-25,199.25,21.75,31.042,125.834,94.792,2.75,15.0,221.0,5.625,
2011-01-26,194.333,16.619,29.205,88.954,59.75,3.565,14.204,210.952,4.955,
2011-01-27,199.625,19.917,29.75,118.854,89.104,3.667,16.125,219.542,4.75,
2011-01-28,195.125,16.083,22.27,63.021,40.75,3.417,14.438,211.208,4.167,
2011-01-29,193.75,12.333,17.458,39.23,21.771,3.0,14.146,206.083,4.792,
2011-01-30,198.5,19.833,32.77,117.729,84.958,3.208,15.333,218.333,5.167,
2011-01-31,197.792,19.625,28.146,104.479,76.334,3.208,13.75,217.417,4.542,
2011-02-01,195.211,17.684,23.86,66.152,42.29,4.783,12.492,212.895,3.955,
2011-02-02,200.208,18.708,33.167,109.167,76.0,3.375,,218.917,5.13,
2011-02-03,198.5,16.0,30.166,101.562,71.396,3.708,9.946,214.5,5.391,
2011-02-04,201.542,20.583,30.458,103.334,72.875,3.458,16.084,222.125,5.625,
2011-02-05,203.083,19.417,26.166,61.979,35.812,4.458,20.938,222.5,6.875,
2011-02-06,195.333,23.917,29.0,69.771,40.77,3.667,33.958,219.25,5.042,
2011-02-07,195.458,30.042,30.875,78.625,47.75,2.833,29.312,225.5,5.458,
2011-02-08,192.958,16.833,24.542,53.334,28.792,3.5,11.917,209.792,3.875,
2011-02-09,193.917,14.958,24.02,75.396,51.375,3.167,9.396,208.875,4.25,
2011-02-10,195.591,16.455,25.976,81.218,55.242,3.13,12.038,212.045,4.522,
2011-02-11,193.708,15.583,20.188,45.416,25.23,3.833,14.729,209.292,5.042,
2011-02-12,196.833,15.0,17.98,37.208,19.229,3.25,14.458,211.833,4.375,
2011-02-13,199.042,22.625,35.812,99.02,63.208,3.917,22.542,221.667,5.333,
2011-02-14,192.708,23.292,26.73,57.666,30.938,3.917,31.688,216.0,4.583,
2011-02-15,193.375,21.25,25.146,68.062,42.917,3.333,20.958,214.625,4.917,
2011-02-16,192.792,19.0,29.333,59.958,30.625,3.5,19.584,211.792,4.167,
2011-02-17,193.864,22.773,27.772,68.296,40.523,3.478,24.978,216.636,4.5,
2011-02-18,192.625,13.042,14.542,31.938,17.396,3.417,11.938,205.667,3.25,
2011-02-19,194.375,13.5,17.812,37.625,19.812,3.625,12.104,207.875,4.167,
2011-02-20,194.042,16.542,28.334,81.062,52.729,3.583,14.334,210.583,4.542,
2011-02-21,199.25,21.333,37.812,115.562,77.75,3.75,19.5,220.583,5.458,
2011-02-22,192.708,16.25,26.104,50.062,23.958,5.875,29.208,208.958,4.917,
2011-02-23,193.0,22.167,26.875,68.062,41.188,2.958,26.271,215.167,5.375,
2011-02-24,196.409,18.227,29.022,86.023,57.0,4.696,26.456,214.636,6.261,
2011-02-25,193.5,16.583,17.166,27.979,10.812,3.333,17.771,210.083,4.125,
2011-02-26,193.333,14.625,14.5,22.25,7.75,3.25,11.333,207.958,3.917,
2011-02-27,191.25,11.25,16.438,34.23,17.792,3.125,11.229,202.5,3.333,
2011-02-28,192.708,14.75,26.917,48.458,21.542,4.292,13.917,207.458,3.667,
2011-03-01,193.182,20.545,32.352,93.729,61.376,2.739,12.604,213.727,5.25,
2011-03-02,194.25,23.042,28.284,82.483,54.199,2.625,19.981,217.292,4.909,
2011-03-03,192.208,13.833,17.52,27.792,10.27,3.75,15.208,206.042,4.333,
2011-03-04,193.917,13.75,14.083,21.584,7.5,3.625,22.438,207.667,3.708,
2011-03-05,193.917,16.667,24.542,62.479,37.938,2.083,9.958,210.583,4.625,
2011-03-06,197.083,32.292,34.98,85.271,50.292,2.917,31.125,229.375,5.542,
2011-03-07,193.917,22.333,25.396,49.208,23.812,4.042,32.354,216.25,5.375,
2011-03-08,192.667,17.708,23.584,40.166,16.583,3.583,28.188,210.375,4.542,
2011-03-09,191.81,12.81,14.068,26.886,12.818,2.545,15.456,204.619,3.261,
2011-03-10,190.75,9.0,6.458,11.854,5.396,2.0,5.98,199.75,2.708,
2011-03-11,192.833,13.833,17.021,29.312,12.292,3.25,13.292,206.667,4.292,
2011-03-12,193.125,13.292,25.25,63.084,37.834,3.542,12.792,206.417,4.292,
2011-03-13,192.667,11.792,23.312,64.958,41.646,3.0,9.021,204.458,3.667,
2011-03-14,192.708,13.792,25.438,52.604,27.167,3.625,14.229,206.5,3.958,
2011-03-15,195.429,14.19,27.068,80.273,53.204,3.522,17.409,209.619,4.13,
2011-03-16,192.417,13.833,25.875,59.062,33.188,3.583,16.792,206.25,3.708,
2011-03-17,195.583,28.25,31.25,56.896,25.646,3.375,44.708,223.833,5.25,
2011-03-18,198.458,29.5,25.375,52.875,27.5,2.917,45.375,227.958,6.417,
2011-03-19,194.208,13.667,23.229,51.979,28.75,3.25,10.896,207.875,3.667,
2011-03-20,192.583,13.542,21.334,39.75,18.417,3.75,14.5,206.125,3.75,
2011-03-21,192.875,13.75,25.042,54.812,29.771,3.542,11.938,206.625,3.833,
2011-03-22,196.667,22.125,35.458,92.312,56.854,4.042,24.667,218.792,4.667,
2011-03-23,194.0,22.318,35.208,85.585,50.378,3.391,25.13,216.318,4.696,
2011-03-24,195.083,22.292,27.27,52.875,25.604,2.25,21.167,217.375,5.375,
2011-03-25,196.375,12.125,16.75,31.708,14.958,2.833,9.229,208.5,4.458,
2011-03-26,198.083,13.625,30.354,82.25,51.896,3.0,12.666,211.708,4.792,
2011-03-27,196.083,14.0,31.792,88.958,57.166,3.75,17.208,210.083,4.625,
2011-03-28,196.167,14.75,29.125,80.625,51.5,4.0,26.292,210.917,4.208,
2011-03-29,193.364,13.045,24.568,58.727,34.16,3.87,19.208,206.409,3.571,
2011-03-30,188.542,9.667,12.895,23.75,10.855,3.542,16.188,198.208,2.208,
2011-03-31,187.125,8.833,10.104,14.625,4.52,2.792,16.479,195.958,2.833,
2011-04-01,189.417,14.833,20.708,50.125,29.416,3.042,21.896,204.25,3.667,
2011-04-02,192.708,28.25,25.416,48.021,22.604,3.542,32.958,220.958,4.333,
2011-04-03,190.458,15.0,14.458,22.896,8.438,3.917,22.708,205.458,3.917,
2011-04-04,189.125,17.625,16.355,30.896,14.542,3.0,15.895,206.75,2.792,
2011-04-05,192.667,23.208,31.77,65.77,34.0,3.5,20.542,215.875,3.917,
2011-04-06,195.0,23.875,33.807,109.582,75.774,3.917,27.702,218.875,3.375,
2011-04-07,190.625,18.083,16.714,25.556,8.842,3.75,20.438,208.708,3.0,
2011-04-08,185.952,10.714,7.158,10.062,2.905,3.0,19.822,196.667,2.0,
2011-04-09,186.292,13.292,10.312,15.958,5.646,2.458,21.146,199.583,2.542,
2011-04-10,189.792,15.625,10.375,16.084,5.708,3.875,22.562,205.417,3.75,
2011-04-11,191.167,16.542,20.146,43.604,23.458,3.917,34.479,207.708,4.0,
2011-04-12,188.875,15.875,18.292,35.167,16.875,4.167,23.771,204.75,3.333,
2011-04-13,191.636,16.5,29.732,69.398,39.666,4.273,30.106,208.136,3.826,
2011-04-14,191.042,16.042,25.104,54.625,29.521,5.167,36.5,207.083,3.292,
2011-04-15,188.5,12.125,17.786,26.815,9.029,5.542,32.954,200.625,2.174,
2011-04-16,185.875,10.875,9.521,14.27,4.75,4.167,27.73,196.75,3.208,
2011-04-17,188.25,9.958,9.375,14.583,5.208,4.458,20.375,198.208,3.0,
2011-04-18,189.917,15.083,25.417,47.396,21.979,4.458,24.938,205.0,3.792,
2011-04-19,187.542,12.667,14.645,26.542,11.895,3.208,13.479,200.208,3.125,
2011-04-20,191.542,16.5,25.166,47.75,22.583,4.542,20.354,208.042,4.083,
2011-04-21,190.583,14.417,21.542,44.375,22.834,4.583,22.062,205.0,3.875,
2011-04-22,189.409,16.636,21.909,53.568,31.659,3.348,30.0,206.045,3.909,
2011-04-23,184.5,8.417,9.042,17.438,8.396,2.042,18.666,192.917,2.5,
2011-04-24,187.625,8.667,8.938,14.375,5.438,3.542,18.083,196.292,3.167,
2011-04-25,191.167,11.417,24.583,53.375,28.792,3.917,21.084,202.583,3.625,
2011-04-26,190.792,12.25,23.938,62.521,38.584,4.25,27.812,203.042,3.5,
2011-04-27,185.875,7.792,7.0,10.354,3.354,3.792,47.75,193.667,2.167,
2011-04-28,184.864,10.227,12.272,19.682,7.409,4.0,24.66,195.091,3.0,
2011-04-29,190.292,10.583,18.792,38.458,19.666,4.625,21.208,200.875,4.125,
2011-04-30,189.417,10.083,14.27,30.646,16.375,4.917,26.354,199.5,3.708,
2011-05-01,184.292,7.667,4.583,7.125,2.542,4.0,23.146,191.958,2.292,
2011-05-02,189.87,12.391,19.726,49.47,29.744,4.0,62.98,202.261,4.217,
2011-05-03,189.583,12.417,12.292,19.062,6.77,4.042,75.438,202.0,4.042,
2011-05-04,187.917,10.792,9.166,15.062,5.896,3.708,36.896,198.708,3.875,
2011-05-05,189.125,11.75,11.812,16.77,4.958,4.042,31.188,200.875,3.542,
2011-05-06,190.167,14.5,22.417,40.625,18.208,4.125,35.792,204.667,4.292,
2011-05-07,191.083,18.542,24.5,50.688,26.188,3.083,29.334,209.625,4.417,
2011-05-08,192.083,14.042,12.416,23.562,11.146,3.625,28.271,206.125,4.083,
2011-05-09,193.167,13.375,23.375,48.938,25.562,4.667,37.666,206.542,3.667,
2011-05-10,182.875,16.333,19.729,32.854,13.125,4.458,34.584,199.208,3.208,
2011-05-11,189.762,19.048,34.034,58.192,24.158,3.87,22.168,208.81,4.75,
2011-05-12,188.375,16.083,23.986,43.076,19.09,2.708,15.131,204.458,3.913,
2011-05-13,187.083,18.958,20.875,38.98,18.104,3.208,27.354,206.042,3.917,
2011-05-14,189.625,13.25,19.646,40.5,20.854,4.833,43.584,202.875,4.167,
2011-05-15,189.708,9.542,10.625,15.812,5.188,4.792,25.792,199.25,3.125,
2011-05-16,187.0,9.708,15.938,28.938,13.0,5.0,33.958,196.708,2.625,
2011-05-17,188.375,13.125,22.646,39.958,17.312,4.583,37.042,201.5,3.333,
2011-05-18,192.167,13.333,25.708,51.375,25.666,4.542,40.312,205.5,3.958,
2011-05-19,193.696,13.609,28.456,61.337,32.88,4.957,40.261,207.304,3.783,
2011-05-20,190.083,14.167,23.271,43.312,20.042,5.083,44.375,204.25,3.167,
2011-05-21,187.625,15.125,15.084,28.5,13.416,5.292,42.958,202.75,3.042,
2011-05-22,182.208,20.25,7.166,10.438,3.271,4.417,19.979,202.458,2.542,
2011-05-23,187.455,14.091,17.574,30.337,12.763,4.045,18.788,201.545,2.583,
2011-05-24,188.176,14.765,22.824,40.096,17.272,3.0,16.279,202.941,3.458,
2011-05-25,192.708,12.542,21.542,56.625,35.084,3.667,23.416,205.25,3.75,
2011-05-26,191.1,15.2,26.176,52.38,26.205,3.826,29.458,206.3,3.458,
2011-05-27,187.625,11.708,22.038,48.776,26.738,3.125,20.635,199.333,3.087,
2011-05-28,187.542,11.875,14.125,25.958,11.834,2.0,11.0,199.417,3.625,
2011-05-29,187.375,12.75,10.166,15.604,5.438,2.0,9.584,200.125,3.125,
2011-05-30,183.5,9.708,9.021,15.688,6.666,2.458,11.729,193.208,2.167,
2011-05-31,186.583,12.458,19.5,35.958,16.458,3.417,22.02,199.042,2.833,
2011-06-01,188.833,13.708,22.444,50.159,27.715,3.542,37.875,202.542,3.348,
2011-06-02,188.792,20.042,25.667,65.166,39.5,3.5,36.57,208.833,3.833,
2011-06-03,192.286,19.476,18.938,52.64,33.702,3.091,29.194,211.762,4.583,
2011-06-04,189.042,12.292,11.896,31.271,19.375,3.833,39.354,201.333,3.625,
2011-06-05,188.458,13.167,11.354,16.854,5.5,4.625,49.166,201.625,3.667,
