date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,PM25_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-19,12.896,13.729,0.834,2.375,13.292,,95.0,88.792,61.0,,8.708,8.9,6.738,5.8,
2011-01-20,3.27,3.562,0.292,0.438,3.208,,88.0,69.583,57.0,,1.458,12.6,9.517,7.9,
2011-01-21,5.188,5.562,0.375,0.584,6.98,,86.0,68.875,59.0,,3.542,12.0,8.542,4.4,
2011-01-22,7.375,10.062,2.688,1.396,8.625,,90.0,71.667,49.0,,6.333,13.5,8.908,5.9,
2011-01-23,6.239,6.761,0.522,2.783,9.354,,69.0,53.875,37.0,,5.958,10.1,5.329,1.0,
2011-01-24,7.77,8.188,0.416,3.208,6.521,,81.0,63.25,44.0,,9.917,5.6,0.929,-1.3,
2011-01-25,12.904,17.47,4.566,2.948,10.523,,87.0,70.0,41.0,,14.75,6.2,1.225,-1.8,
2011-01-26,8.304,10.025,1.721,2.754,8.208,,78.0,62.583,41.0,,8.333,7.8,1.612,-1.3,
2011-01-27,17.625,28.021,10.396,3.688,25.0,,89.0,81.125,69.0,,25.708,6.4,2.696,-1.7,
2011-01-28,8.5,11.271,2.77,3.229,24.917,,89.0,63.125,38.0,,27.667,10.9,6.367,3.4,
2011-01-29,7.938,10.312,2.375,2.354,11.708,,83.0,63.833,43.0,,10.667,11.1,4.692,-0.4,
2011-01-30,9.196,11.282,2.087,1.761,9.333,,81.0,57.833,30.0,,9.458,11.5,5.162,0.9,
2011-01-31,12.021,17.875,5.854,3.37,15.826,,78.0,57.167,34.0,,15.957,9.0,3.317,-1.7,
2011-02-01,6.562,7.458,0.896,3.688,22.708,,93.0,66.042,46.0,,22.292,7.9,4.938,0.9,
2011-02-02,6.125,7.0,0.875,3.25,8.938,,83.0,65.0,49.0,,6.333,1.4,-0.708,-2.5,
2011-02-03,11.188,13.5,2.312,3.25,8.584,,82.0,69.167,51.0,,12.708,5.8,1.388,-3.0,
2011-02-04,11.166,13.02,1.854,5.292,20.458,,87.0,67.625,46.0,,21.792,8.0,4.192,0.6,
2011-02-05,7.666,8.458,0.792,4.375,25.729,,92.0,78.833,57.0,,33.625,7.7,4.346,1.0,
2011-02-06,12.608,14.24,1.63,5.086,34.771,,98.0,87.5,76.0,,29.167,11.0,7.271,4.7,
2011-02-07,9.25,10.625,1.375,2.292,10.375,,98.0,78.542,54.0,,12.125,10.0,7.275,3.0,
2011-02-08,6.271,7.062,0.792,2.75,7.542,,75.0,65.0,57.0,,6.0,2.7,0.404,-1.2,
2011-02-09,6.446,7.305,0.859,2.75,9.0,,72.0,59.542,43.0,,8.292,6.9,2.15,-0.3,
2011-02-10,8.667,10.979,2.312,1.958,9.667,,76.0,61.292,47.0,,9.167,7.8,4.05,0.5,
2011-02-11,7.23,9.458,2.23,1.938,8.416,,79.0,55.333,27.0,,8.042,11.4,4.538,-1.0,
2011-02-12,8.75,9.875,1.125,2.23,10.938,,81.0,62.583,40.0,,10.625,9.4,3.688,-1.9,
2011-02-13,10.108,10.5,0.391,2.066,12.98,,97.0,89.292,61.0,,13.208,5.6,4.521,3.2,
2011-02-14,11.917,13.688,1.771,0.938,10.625,,98.0,96.583,95.0,,8.208,7.6,6.367,4.6,
2011-02-15,14.417,18.916,4.5,1.326,11.848,,98.0,94.708,85.0,,12.333,9.9,7.554,5.5,
2011-02-16,6.75,8.229,1.479,1.416,10.438,,84.0,67.958,41.0,,9.167,11.2,5.7,1.6,
2011-02-17,9.23,10.792,1.562,2.729,12.0,,79.0,61.417,40.0,,10.0,6.0,2.775,-0.3,
2011-02-18,7.584,8.604,1.02,3.542,12.25,,75.0,60.875,38.0,,9.542,6.0,1.288,-1.3,
2011-02-19,7.375,8.708,1.333,2.0,9.188,,76.0,61.417,48.0,,11.167,6.9,2.046,-2.9,
2011-02-20,8.674,10.282,1.608,2.0,13.375,,80.0,60.542,47.0,,8.25,8.0,3.558,0.2,
2011-02-21,14.792,20.354,5.562,2.438,13.125,,92.0,76.0,59.0,,12.25,8.9,5.7,1.5,
2011-02-22,10.625,11.166,0.542,2.125,20.062,,98.0,92.167,81.0,,15.708,7.4,6.05,4.7,
2011-02-23,9.625,12.48,2.854,1.958,23.188,,100.0,80.208,50.0,,16.583,16.8,10.029,6.6,
2011-02-24,6.892,7.913,1.022,3.333,29.021,,75.0,57.792,37.0,,30.917,13.9,8.725,4.7,
2011-02-25,9.375,10.354,0.979,2.334,26.354,,95.0,79.917,58.0,,24.042,10.7,8.133,6.3,
2011-02-26,3.688,4.062,0.375,0.5,6.458,,78.0,63.167,48.0,,5.917,8.4,5.908,3.8,
2011-02-27,6.456,7.76,1.304,1.217,8.896,,75.0,63.75,52.0,,11.208,9.3,5.258,0.8,
2011-02-28,10.25,11.25,1.0,2.35,13.32,,96.0,76.125,57.0,,11.435,6.8,4.008,2.2,
2011-03-01,11.562,13.354,1.792,2.271,18.188,,98.0,89.292,75.0,,12.0,10.8,8.838,5.9,
2011-03-02,15.23,19.042,3.812,1.792,12.334,,100.0,95.583,81.0,,8.958,11.3,10.354,9.0,
2011-03-03,3.708,4.083,0.375,1.021,13.23,,77.0,61.792,49.0,,12.833,14.1,10.062,7.2,
2011-03-04,5.375,5.688,0.312,0.896,15.25,,98.0,88.208,59.0,,11.333,8.8,6.167,5.4,
2011-03-05,12.892,16.304,3.413,1.196,7.562,,100.0,98.167,96.0,,3.917,10.5,9.0,6.7,
2011-03-06,13.312,16.292,2.979,1.708,19.604,,100.0,84.25,68.0,,17.542,14.3,11.492,9.8,
2011-03-07,12.076,13.856,1.78,2.708,31.02,,90.0,74.458,63.0,,34.25,11.8,9.283,6.3,
2011-03-08,13.292,19.625,6.334,2.834,42.042,,93.0,81.083,64.0,,43.667,11.4,8.729,5.8,
2011-03-09,9.208,10.875,1.666,1.604,25.208,,89.0,80.625,72.0,,29.083,10.4,8.629,6.9,
2011-03-10,5.5,6.958,1.458,0.729,11.542,,87.0,66.583,51.0,,15.042,12.3,8.446,5.0,
2011-03-11,8.23,9.48,1.25,3.625,22.812,,90.0,65.417,45.0,,23.458,10.7,5.058,1.3,
2011-03-12,5.87,7.087,1.217,2.348,11.021,,78.0,57.167,39.0,,13.583,7.8,3.783,1.3,
2011-03-13,11.271,13.166,1.896,2.167,10.896,,78.0,61.083,49.0,,12.917,8.3,4.246,-1.1,
2011-03-14,11.77,14.166,2.396,2.896,14.48,,74.0,59.25,46.0,,15.458,11.1,6.321,0.8,
2011-03-15,13.834,19.166,5.334,3.782,33.348,,91.0,64.292,24.0,,35.292,15.8,9.15,3.6,
2011-03-16,13.125,14.084,0.958,3.708,23.562,,97.0,75.292,60.0,,20.125,8.7,6.646,5.1,
2011-03-17,9.417,10.562,1.146,1.396,29.0,,100.0,86.708,63.0,,17.917,18.1,13.742,7.6,
2011-03-18,11.229,12.854,1.625,1.5,22.396,,99.0,90.083,77.0,,20.0,14.1,11.592,9.3,
2011-03-19,5.87,6.761,0.891,1.022,12.354,,94.0,67.25,48.0,,8.292,12.2,9.371,5.1,
2011-03-20,7.833,9.562,1.729,1.688,11.834,,75.0,59.542,38.0,,10.833,13.3,7.696,2.8,
2011-03-21,9.896,12.084,2.188,1.812,17.02,,88.0,67.333,50.0,,17.375,11.9,7.142,2.3,
2011-03-22,18.104,23.542,5.438,4.146,22.625,,93.0,70.958,47.0,,21.333,13.5,9.338,3.6,
2011-03-23,12.935,14.239,1.304,1.125,8.25,,100.0,96.292,78.0,,5.583,11.1,9.096,7.6,
2011-03-24,6.666,7.729,1.062,2.646,27.542,,89.0,59.542,45.0,,23.0,12.3,10.2,8.5,
2011-03-25,5.75,6.458,0.708,1.584,12.666,,63.0,45.958,33.0,,9.667,11.3,7.879,4.2,
2011-03-26,6.783,8.218,1.434,2.456,12.25,,76.0,54.333,34.0,,10.667,12.1,7.471,4.2,
2011-03-27,12.938,14.73,1.792,3.208,20.021,,82.0,63.25,34.0,,20.917,14.6,8.771,1.6,
2011-03-28,12.562,16.042,3.48,2.824,31.5,,93.0,63.333,23.0,,30.417,19.2,12.038,5.9,
2011-03-29,9.828,11.208,1.381,2.572,23.862,,69.0,53.375,34.0,,18.136,15.7,11.842,5.7,
2011-03-30,9.854,10.875,1.021,2.688,20.771,,79.0,65.833,58.0,,15.958,17.8,15.654,12.9,
2011-03-31,6.667,7.312,0.646,1.292,15.0,,94.0,58.5,25.0,,8.875,14.2,11.425,6.3,
2011-04-01,13.666,15.979,2.312,3.188,33.438,,86.0,63.542,33.0,,,18.4,12.121,6.4,
2011-04-02,16.084,18.854,2.771,2.666,28.75,,89.0,64.75,40.0,,,18.3,13.192,7.7,
2011-04-03,4.667,5.083,0.417,1.0,16.542,,73.0,55.875,43.0,,,13.9,10.338,7.1,
2011-04-04,4.566,5.37,0.804,0.13,6.25,,63.0,46.917,29.0,,,15.4,9.258,4.8,
2011-04-05,7.896,8.875,0.979,0.292,10.229,,72.0,44.0,21.0,,,15.4,9.725,5.7,
2011-04-06,8.604,9.938,1.334,0.438,8.48,,60.0,50.333,42.0,,,18.4,13.858,7.2,
2011-04-07,7.544,8.718,1.174,0.261,9.875,,73.0,64.208,50.0,,,19.1,16.329,13.4,
2011-04-08,11.958,13.188,1.23,0.771,14.104,,100.0,90.0,70.0,,,16.5,15.112,13.5,
2011-04-09,9.125,10.458,1.333,1.458,16.625,,100.0,74.542,37.0,,,18.7,13.542,7.8,
2011-04-10,11.271,12.979,1.708,2.104,19.438,,78.0,54.208,27.0,,,18.2,11.838,6.1,
2011-04-11,11.568,13.409,1.841,1.286,22.326,,82.0,65.417,46.0,,,18.8,11.888,6.7,
2011-04-12,9.562,10.416,0.854,0.708,18.0,,80.0,59.458,34.0,,,14.4,10.379,5.5,
2011-04-13,12.208,15.666,3.458,3.646,22.25,,93.0,54.958,26.0,,,18.4,13.067,6.3,
2011-04-14,14.646,15.854,1.208,5.562,37.875,,78.0,58.583,35.0,,,17.1,12.888,7.6,
2011-04-15,10.542,11.52,0.98,2.333,28.23,,90.0,76.958,65.0,,,19.2,15.271,11.0,
2011-04-16,7.75,9.125,1.375,0.917,35.854,,97.0,72.542,51.0,,,19.1,15.042,11.1,
2011-04-17,7.646,8.479,0.833,1.458,14.104,,78.0,54.875,23.0,,,18.4,12.608,6.3,
2011-04-18,7.773,8.432,0.659,1.227,16.834,,71.0,52.292,36.0,,,18.2,13.9,11.5,
2011-04-19,6.25,6.729,0.48,0.77,6.562,,78.0,66.875,56.0,,,13.5,10.029,7.9,
2011-04-20,8.458,9.458,1.0,0.625,10.23,,89.0,68.833,40.0,,,18.1,10.846,4.7,
2011-04-21,11.27,14.125,2.854,2.938,21.979,,95.0,71.208,42.0,,,19.2,13.638,6.9,
2011-04-22,7.021,7.562,0.542,1.438,21.25,,94.0,80.792,62.0,,,18.2,15.7,14.1,
2011-04-23,7.354,8.084,0.73,1.292,14.188,,100.0,75.625,51.0,,,17.6,15.108,11.9,
2011-04-24,7.5,7.854,0.354,1.98,23.916,,75.0,66.167,52.0,,,16.2,13.779,12.1,
2011-04-25,8.434,9.239,0.804,1.432,20.456,,85.0,57.583,25.0,,,18.1,14.475,10.9,
2011-04-26,11.188,12.375,1.188,2.354,24.938,,92.0,73.875,52.0,,,20.1,15.875,9.9,
2011-04-27,9.75,10.354,0.604,1.27,26.438,,96.0,85.917,63.0,,,19.7,16.096,10.1,
2011-04-28,8.458,9.417,0.958,1.416,23.458,,97.0,63.417,45.0,,,16.1,13.421,8.3,
2011-04-29,9.48,11.021,1.542,1.23,16.042,,96.0,68.083,33.0,,,18.4,13.283,7.4,
2011-04-30,4.521,4.792,0.271,1.0,21.521,,96.0,79.875,70.0,,,20.7,18.392,15.9,
2011-05-01,6.542,6.854,0.312,1.083,50.875,,97.0,68.75,28.0,,,21.8,18.204,14.5,
2011-05-02,13.61,18.446,4.835,2.418,114.489,,89.0,68.542,52.0,,,19.7,15.621,10.5,
2011-05-03,12.917,14.042,1.125,1.417,95.666,,93.0,80.042,65.0,,,17.4,14.404,11.5,
2011-05-04,14.042,18.021,3.98,2.479,73.896,,98.0,74.167,45.0,,,20.7,15.312,9.7,
2011-05-05,7.062,7.708,0.646,1.625,29.104,,73.0,54.625,43.0,,,22.2,17.983,13.7,
2011-05-06,5.88,6.43,0.55,0.805,23.166,,82.0,67.125,54.0,,,21.3,18.1,14.4,
2011-05-07,6.812,7.438,0.625,0.958,19.875,,97.0,78.583,62.0,,,22.7,19.071,16.5,
2011-05-08,10.042,11.958,1.917,2.125,20.062,,99.0,88.25,74.0,,,22.6,19.729,17.4,
2011-05-09,7.826,9.478,1.652,0.956,39.416,,94.0,84.375,61.0,,,25.2,21.004,17.0,
2011-05-10,9.646,14.23,4.583,0.729,31.708,,100.0,98.542,95.0,,,21.9,21.033,20.0,
2011-05-11,8.354,10.854,2.5,0.021,15.688,,100.0,100.0,100.0,,,22.0,21.212,20.2,
2011-05-12,8.396,10.52,2.125,0.0,39.042,,100.0,98.125,92.0,,,21.8,20.117,17.5,
2011-05-13,5.75,6.23,0.48,1.022,37.87,,95.0,59.458,38.0,,,20.8,18.479,16.2,
2011-05-14,6.458,6.666,0.208,2.021,29.688,,78.0,53.583,29.0,,,23.3,18.479,13.4,
2011-05-15,8.083,8.48,0.395,3.854,26.334,,84.0,57.5,22.0,,,23.6,18.067,11.4,
2011-05-16,10.087,10.761,0.674,2.566,32.062,,95.0,64.5,34.0,,,22.5,18.112,13.2,
2011-05-17,11.834,13.855,2.021,1.542,28.458,,91.0,63.0,33.0,,,23.8,18.375,13.5,
2011-05-18,12.625,14.0,1.375,1.875,21.084,,75.0,51.542,24.0,,,23.8,18.379,11.6,
2011-05-19,6.292,6.812,0.521,0.625,24.042,,87.0,70.458,61.0,,,23.8,20.421,15.6,
2011-05-20,4.239,4.783,0.544,0.0,15.771,,85.0,72.083,62.0,,,24.7,21.971,19.0,
2011-05-21,3.375,4.146,0.771,0.0,8.604,,94.0,85.167,73.0,,,25.4,22.871,20.7,
2011-05-22,11.042,14.458,3.417,1.77,16.896,,100.0,87.292,67.0,,,23.8,20.929,19.7,
2011-05-23,4.152,4.304,0.152,0.174,10.333,,96.0,82.542,61.0,,,20.3,16.579,13.6,
2011-05-24,3.75,4.146,0.396,0.062,5.75,,97.0,74.917,58.0,,,22.0,17.912,13.9,
2011-05-25,6.708,7.5,0.792,0.979,14.104,,86.0,69.958,50.0,,,24.7,19.621,15.8,
2011-05-26,8.041,8.417,0.375,0.479,17.208,,97.0,88.708,73.0,,,18.9,17.208,16.2,
2011-05-27,7.396,7.771,0.375,0.174,16.196,,98.0,92.042,82.0,,,19.7,17.929,16.9,
2011-05-28,12.27,14.145,1.875,0.166,7.896,,100.0,99.875,98.0,,,19.0,17.983,17.3,
2011-05-29,5.562,5.584,0.021,0.354,6.0,,100.0,94.833,80.0,,,20.1,18.421,16.4,
2011-05-30,5.26,6.239,0.978,0.5,7.166,,89.0,72.833,62.0,,,21.6,17.596,13.9,
2011-05-31,9.417,11.417,2.0,1.0,7.646,,94.0,80.0,69.0,,,20.5,17.762,13.4,
2011-06-01,5.0,5.625,0.625,0.75,17.167,,97.0,82.417,73.0,,,23.2,20.404,17.2,
2011-06-02,6.083,6.916,0.834,2.312,27.917,,97.0,84.375,67.0,,,23.7,20.75,18.3,
2011-06-03,6.544,8.022,1.478,0.916,21.52,,98.0,84.167,68.0,,,24.6,21.271,18.7,
2011-06-04,5.292,6.604,1.312,2.271,30.02,,99.0,84.875,66.0,,,25.1,21.417,18.1,
2011-06-05,6.208,7.062,0.854,1.229,17.042,,98.0,91.375,83.0,,,22.3,20.604,17.6,
2011-06-06,10.0,12.174,2.174,1.978,27.916,,100.0,82.667,56.0,,,24.1,20.312,16.3,
2011-06-07,6.438,7.166,0.73,0.544,28.782,,99.0,91.5,77.0,,,21.5,19.396,17.9,
2011-06-08,7.333,8.208,0.875,0.666,16.125,,100.0,94.542,80.0,,,23.0,19.792,18.2,
2011-06-09,6.375,7.25,0.875,1.25,20.979,,98.0,88.25,76.0,,,25.4,22.521,20.3,
2011-06-10,7.917,8.771,0.854,1.354,22.729,,100.0,94.542,82.0,,,24.0,21.688,20.0,
2011-06-11,14.25,16.521,2.271,1.375,17.667,,100.0,98.708,95.0,,,21.9,20.975,20.3,
2011-06-12,10.084,13.188,3.104,0.208,17.042,,100.0,99.958,99.0,,,21.4,20.158,18.5,
2011-06-13,12.848,15.348,2.5,1.848,26.27,,100.0,96.542,90.0,,,21.7,20.017,18.0,
2011-06-14,10.166,11.208,1.042,1.208,51.646,,98.0,84.208,68.0,,,23.5,20.875,17.7,
2011-06-15,7.812,8.98,1.166,1.562,39.396,,97.0,84.667,68.0,,,24.1,20.821,18.8,
2011-06-16,6.958,7.25,0.292,0.104,11.125,,100.0,99.208,94.0,,,19.2,18.796,18.5,
2011-06-17,8.375,10.007,1.632,1.416,10.974,,100.0,91.458,76.0,,,23.8,21.083,18.9,
2011-06-18,16.875,20.771,3.896,1.666,23.25,,100.0,97.167,91.0,,,21.9,20.908,20.2,
2011-06-19,6.979,8.041,1.062,0.229,19.229,,100.0,99.167,97.0,,,21.8,20.638,19.8,
2011-06-20,5.674,6.652,0.978,0.37,10.896,,100.0,96.417,82.0,,,24.1,21.971,20.1,
2011-06-21,7.771,10.104,2.334,2.021,15.521,,100.0,92.0,80.0,,,26.5,23.658,20.6,
2011-06-22,5.584,8.292,2.708,1.667,19.458,,99.0,91.083,74.0,,,28.3,25.096,23.0,
2011-06-23,3.208,5.062,1.854,1.019,16.616,,99.0,91.375,83.0,,,27.1,25.333,23.8,
2011-06-24,2.917,4.75,1.834,1.404,17.998,,97.0,88.792,76.0,,,28.6,25.967,23.5,
2011-06-25,2.438,3.792,1.354,0.021,12.584,,97.0,84.75,72.0,,,30.1,27.196,25.1,
2011-06-26,2.708,3.75,1.042,0.208,14.104,,94.0,87.417,81.0,,,27.2,26.229,24.8,
2011-06-27,6.022,7.935,1.913,0.478,21.5,,100.0,97.375,90.0,,,25.7,24.442,22.6,
2011-06-28,3.312,4.979,1.667,2.562,20.479,,100.0,87.292,73.0,,,28.4,26.079,23.9,
2011-06-29,5.667,11.396,5.729,2.104,20.542,,99.0,88.917,77.0,,,29.0,26.571,24.7,
2011-06-30,5.375,7.604,2.229,0.875,18.896,,99.0,88.917,62.0,,,30.0,25.95,24.0,
2011-07-01,7.804,10.086,2.282,1.354,43.646,,100.0,95.75,87.0,,,26.2,24.55,23.1,
2011-07-02,12.98,16.77,3.792,3.354,44.77,,96.0,87.292,74.0,,,28.9,25.904,23.7,
2011-07-03,6.542,8.062,1.521,1.708,29.875,,99.0,87.417,76.0,,,28.3,26.046,24.5,
2011-07-04,8.544,10.304,1.76,1.196,19.334,,100.0,89.708,77.0,,,26.1,25.021,22.6,
2011-07-05,9.062,10.042,0.979,2.542,37.438,,97.0,81.292,66.0,,,26.9,24.217,21.3,
2011-07-06,9.583,10.916,1.334,1.084,25.02,,100.0,93.958,81.0,,,24.1,22.921,21.6,
2011-07-07,6.354,10.354,4.0,1.354,16.229,,100.0,95.292,81.0,,,26.4,24.508,23.1,
2011-07-08,3.021,4.542,1.521,0.544,14.544,,99.0,93.583,86.0,,,28.0,26.246,24.2,
2011-07-09,1.771,3.062,1.292,0.062,7.834,,95.0,86.083,77.0,,,29.6,27.492,26.0,
2011-07-10,1.792,2.833,1.042,0.166,5.52,,90.0,76.833,56.0,,,30.4,27.688,25.2,
2011-07-11,3.261,5.761,2.5,0.631,8.083,,95.0,78.708,63.0,,,30.2,27.367,24.1,
2011-07-12,5.625,8.542,2.917,1.021,11.708,,98.0,79.375,59.0,,,31.2,27.454,24.1,
2011-07-13,5.333,7.271,1.938,1.292,9.354,,92.0,79.875,64.0,,,29.4,26.858,24.4,
2011-07-14,2.739,4.26,1.522,0.271,7.396,,91.0,76.708,61.0,,,30.0,26.992,24.0,
2011-07-15,4.0,7.208,3.208,0.458,7.292,,95.0,76.625,55.0,,,31.3,27.442,24.1,
2011-07-16,4.396,7.708,3.312,0.75,15.771,,96.0,75.292,51.0,,,31.9,27.808,24.0,
2011-07-17,3.916,5.062,1.146,1.042,19.896,,96.0,71.083,50.0,,,34.5,29.121,24.1,
2011-07-18,3.782,4.674,0.892,0.978,11.562,,92.0,81.208,70.0,,,29.0,27.292,25.7,
2011-07-19,2.354,2.667,0.312,0.146,3.771,,91.0,75.625,69.0,,,29.1,27.325,24.5,
2011-07-20,7.229,8.896,1.666,1.666,6.5,,79.0,71.292,59.0,,,31.3,27.708,24.9,
2011-07-21,7.562,9.896,2.334,1.458,4.896,,85.0,74.125,61.0,,,30.0,26.479,24.1,
2011-07-22,7.25,8.75,1.5,1.478,13.522,,89.0,79.0,60.0,,,28.1,25.225,22.9,
2011-07-23,8.084,9.958,1.875,2.062,25.417,,96.0,78.333,52.0,,,28.1,25.4,23.0,
2011-07-24,7.292,8.604,1.312,2.354,30.729,,95.0,79.792,61.0,,,29.5,25.988,21.9,
2011-07-25,3.913,4.5,0.586,0.674,14.542,,99.0,83.333,69.0,,,28.7,25.804,21.8,
2011-07-26,3.812,4.958,1.146,0.479,13.73,,90.0,79.417,63.0,,,30.3,27.158,24.6,
2011-07-27,4.167,5.646,1.479,1.083,8.979,,97.0,88.458,79.0,,,29.1,26.825,25.1,
2011-07-28,5.326,7.63,2.304,1.188,9.916,,95.0,86.167,71.0,,,29.8,27.329,25.0,
2011-07-29,7.771,14.416,6.646,2.042,15.542,,99.0,81.292,58.0,,,32.1,27.521,23.9,
2011-07-30,7.708,15.625,7.916,2.0,20.542,,93.0,83.625,75.0,,,30.3,27.329,24.0,
2011-07-31,5.917,7.23,1.312,1.062,21.312,,94.0,80.583,66.0,,,30.2,27.142,23.9,
2011-08-01,5.478,7.174,1.696,1.674,27.562,,96.0,84.375,64.0,,,31.0,27.05,24.9,
2011-08-02,5.188,5.77,0.583,1.125,24.479,,95.0,80.875,63.0,,,31.6,27.925,25.4,
2011-08-03,4.708,6.438,1.729,0.729,13.125,,98.0,80.375,61.0,,,30.9,27.462,24.1,
2011-08-04,7.208,8.542,1.334,1.729,9.484,,90.0,73.917,51.0,,,32.6,28.233,24.9,
2011-08-05,6.375,7.021,0.646,1.848,16.043,,95.0,75.125,57.0,,,31.7,28.142,24.5,
2011-08-06,3.166,3.938,0.771,0.438,6.792,,96.0,79.542,63.0,,,30.6,27.888,25.5,
2011-08-07,2.604,3.625,1.021,0.438,4.917,,82.0,73.292,62.0,,,30.7,28.05,25.8,
2011-08-08,2.0,2.674,0.674,0.218,12.597,,90.0,80.042,73.0,,,30.4,28.142,26.9,
2011-08-09,4.104,5.354,1.25,1.5,19.375,,94.0,84.833,73.0,,,30.7,28.171,26.5,
2011-08-10,6.771,9.562,2.792,2.292,17.042,,94.0,83.25,72.0,,,30.6,28.367,26.3,
2011-08-11,6.745,10.748,4.003,1.812,11.77,,91.0,74.708,62.0,,,32.0,28.879,25.3,
2011-08-12,7.25,11.25,4.0,1.854,14.666,,94.0,75.833,58.0,,,32.3,28.438,25.1,
2011-08-13,6.562,11.75,5.188,2.021,18.542,,94.0,77.625,60.0,,,32.1,28.175,24.7,
2011-08-14,4.979,6.334,1.354,2.771,24.958,,95.0,84.583,69.0,,,30.6,27.538,25.4,
2011-08-15,5.108,6.304,1.196,1.761,12.562,,93.0,85.75,69.0,,,30.2,27.117,25.3,
2011-08-16,6.604,8.104,1.5,1.913,15.566,,98.0,86.917,74.0,,,29.6,27.229,25.7,
2011-08-17,6.604,8.666,2.062,1.604,23.25,,97.0,84.875,70.0,,,30.6,27.7,25.2,
2011-08-18,8.958,11.438,2.479,2.042,21.25,,98.0,84.625,69.0,,,29.8,27.354,24.8,
2011-08-19,10.854,12.521,1.666,1.958,18.229,,95.0,80.167,63.0,,,29.9,26.538,23.2,
2011-08-20,9.042,12.479,3.438,1.167,19.438,,98.0,91.208,78.0,,,28.1,25.496,23.9,
2011-08-21,4.396,4.875,0.48,0.833,12.562,,100.0,95.625,90.0,,,25.7,24.338,23.0,
2011-08-22,4.087,4.739,0.652,0.478,12.48,,100.0,92.25,71.0,,,28.8,24.75,23.1,
2011-08-23,6.292,7.312,1.021,1.0,19.666,,100.0,98.583,92.0,,,26.4,24.496,23.5,
2011-08-24,4.062,5.396,1.333,0.417,11.354,,100.0,84.708,70.0,,,29.3,26.554,24.0,
2011-08-25,6.771,8.875,2.104,1.646,23.229,,96.0,85.792,75.0,,,29.4,26.667,24.0,
2011-08-26,4.478,6.0,1.522,0.958,10.958,,96.0,81.208,67.0,,,30.1,27.175,24.3,
2011-08-27,6.625,7.562,0.938,1.73,26.979,,95.0,84.25,68.0,,,30.5,27.083,24.6,
2011-08-28,5.646,6.062,0.416,1.604,30.125,,96.0,85.208,73.0,,,30.0,27.325,25.1,
2011-08-29,4.848,5.717,0.869,1.217,24.688,,96.0,82.958,67.0,,,29.8,27.162,24.6,
2011-08-30,7.458,8.792,1.334,1.792,28.625,,93.0,81.0,68.0,,,29.8,27.217,23.9,
2011-08-31,8.625,9.834,1.208,2.666,34.666,,93.0,77.5,61.0,,,31.6,28.154,24.5,
2011-09-01,6.02,6.666,0.646,1.812,16.458,,79.0,73.667,63.0,,,31.9,28.954,27.3,
2011-09-02,2.021,2.188,0.166,0.087,6.196,,96.0,86.5,74.0,,,27.6,25.612,23.6,
