date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-01-01,188.514,89.0,69.208,46.0,6.25,5.558,6.225,0.667,7.125,2.028,8.429,9.2,4.367,0.4,194.764,2.771
2011-01-02,188.69,94.5,81.333,58.5,4.351,3.687,4.078,0.391,5.292,1.375,6.714,6.5,3.525,1.3,193.041,2.75
2011-01-03,188.289,94.0,85.666,68.5,4.84,4.471,5.131,0.66,4.792,1.403,6.804,5.7,2.681,0.45,193.129,2.729
2011-01-04,190.278,96.0,85.458,69.0,4.876,4.86,5.978,1.118,6.458,2.403,7.089,4.7,2.131,0.5,195.154,3.25
2011-01-05,192.931,93.5,81.02,58.0,8.139,11.004,14.9,3.895,6.5,2.083,8.571,4.55,2.0,0.45,201.069,3.188
2011-01-06,192.583,95.0,92.312,86.0,13.361,15.024,21.48,6.456,10.042,2.597,11.417,2.8,1.608,0.75,205.944,3.304
2011-01-07,193.958,95.5,87.354,75.5,7.222,9.12,11.448,2.328,5.875,1.695,8.399,4.1,1.929,0.65,201.18,2.958
2011-01-08,193.389,96.0,82.542,51.5,7.208,6.542,7.889,1.346,6.583,1.847,7.357,6.6,2.088,-0.25,200.597,2.667
2011-01-09,190.931,95.5,89.166,78.0,7.837,10.005,12.349,2.344,7.25,2.167,11.476,4.9,2.419,0.5,198.769,3.084
2011-01-10,190.618,97.5,89.584,73.5,9.531,10.622,14.184,3.562,11.333,2.625,14.506,8.05,4.1,1.1,200.149,3.5
2011-01-11,190.246,97.5,88.5,70.0,5.908,7.835,10.075,2.24,9.318,2.412,11.262,4.85,2.94,0.35,196.154,3.188
2011-01-12,190.556,85.0,66.562,46.0,6.375,9.189,11.685,2.495,6.333,2.486,5.786,4.4,1.848,-0.75,196.93,2.521
2011-01-13,189.757,94.5,87.812,67.0,9.651,11.63,14.963,3.333,9.875,2.931,11.929,5.0,2.831,0.85,199.408,3.488
2011-01-14,191.79,95.0,86.542,64.5,7.235,9.435,12.53,3.095,8.667,2.379,10.369,5.6,2.469,0.85,199.025,3.584
2011-01-15,192.139,95.0,89.188,73.0,8.139,6.858,9.045,2.187,9.667,2.0,10.899,4.4,2.373,1.25,200.278,3.521
2011-01-16,191.875,88.0,67.583,54.0,7.847,10.516,14.299,3.783,13.75,2.674,14.252,4.8,2.619,1.1,199.722,3.216
2011-01-17,190.722,92.0,74.146,49.5,9.313,11.678,20.903,9.225,11.5,2.5,12.857,6.75,2.552,-0.65,200.035,2.979
2011-01-18,189.369,92.5,71.062,33.5,15.426,14.324,25.042,10.718,12.417,3.319,13.732,10.5,3.475,-1.4,204.794,3.146
2011-01-19,189.125,92.0,79.396,56.5,26.806,18.658,34.747,16.088,15.292,3.653,19.042,7.15,3.5,-0.15,215.93,3.954
2011-01-20,187.18,95.0,90.292,78.0,10.625,15.136,19.488,4.353,7.667,2.764,12.378,8.5,5.581,3.65,197.805,3.0
2011-01-21,187.264,95.0,86.104,70.0,9.528,10.977,14.289,3.312,7.917,2.37,11.054,9.05,6.162,4.25,196.792,3.0
2011-01-22,185.764,94.5,83.458,56.5,6.514,5.742,6.739,0.997,5.875,2.153,7.792,10.85,5.648,2.5,192.278,2.438
2011-01-23,188.472,93.5,76.062,62.0,5.403,5.344,7.386,2.042,4.083,1.722,6.149,5.75,3.404,0.45,193.875,2.578
2011-01-24,189.209,92.0,72.854,50.5,4.777,6.788,8.789,2.001,4.417,1.822,4.867,3.9,1.033,-0.9,193.986,2.458
2011-01-25,190.324,96.5,94.666,80.5,4.509,7.834,10.443,2.609,5.083,2.375,5.536,1.1,0.252,-0.2,194.833,2.896
2011-01-26,192.306,97.0,93.584,81.5,8.264,13.821,19.025,5.203,5.625,2.792,6.28,0.95,-0.2,-1.15,200.569,3.312
2011-01-27,192.687,96.5,94.164,83.5,11.039,15.92,20.854,4.934,11.625,3.687,14.031,2.3,0.954,0.2,203.726,4.125
2011-01-28,192.396,93.0,85.917,75.0,5.292,7.681,10.57,2.888,11.125,3.166,10.883,2.6,0.888,-1.0,197.688,2.98
2011-01-29,193.375,86.0,78.083,65.0,3.646,5.49,8.457,2.966,7.083,2.167,6.417,2.5,0.079,-1.9,197.021,2.458
2011-01-30,192.166,89.0,85.375,78.0,6.521,10.34,14.424,4.083,6.542,2.625,8.033,2.2,0.488,-0.5,198.688,2.958
2011-01-31,192.218,93.0,90.75,89.0,10.14,14.097,20.556,6.458,8.458,3.739,9.791,2.8,0.571,-1.1,202.358,3.438
2011-02-01,190.896,96.0,85.75,69.0,7.354,8.368,11.926,3.557,10.083,3.896,10.85,4.3,1.375,-1.0,198.25,3.188
2011-02-02,192.146,94.0,90.75,83.0,5.292,5.776,8.369,2.594,7.5,3.188,8.242,-0.1,-1.271,-2.8,197.438,2.896
2011-02-03,191.742,93.0,91.208,88.0,9.275,14.52,19.668,5.149,7.708,4.48,9.658,1.1,-0.521,-2.4,201.017,3.169
2011-02-04,190.625,91.0,90.5,89.0,6.666,9.384,11.391,2.007,12.917,4.23,15.758,2.7,1.221,0.2,197.292,3.396
2011-02-05,192.062,92.0,84.875,67.0,11.521,12.991,17.384,4.393,20.167,4.021,21.792,6.2,2.696,0.9,203.584,4.021
2011-02-06,193.334,90.0,86.333,84.0,31.521,26.202,50.43,24.229,32.917,5.208,39.441,4.6,2.754,0.0,224.854,6.969
2011-02-07,193.792,96.0,95.167,92.0,31.5,24.628,60.273,35.646,20.208,5.354,25.175,5.6,3.971,2.6,225.292,7.062
2011-02-08,189.062,93.0,82.083,71.0,4.753,5.42,8.61,3.19,5.208,2.042,5.533,4.4,1.296,-1.3,193.816,2.271
2011-02-09,190.521,89.0,83.833,78.0,6.73,11.193,14.962,3.769,3.308,2.688,6.858,3.2,0.408,-1.3,197.25,2.496
2011-02-10,190.792,89.0,86.708,82.0,9.792,14.493,21.361,6.868,,3.562,12.225,3.0,1.258,-0.3,200.584,3.188
2011-02-11,190.77,89.0,83.542,74.0,6.396,7.465,9.494,2.03,,2.812,11.642,3.8,1.442,-0.5,197.167,2.979
2011-02-12,191.938,87.0,82.083,73.0,6.562,7.757,10.153,2.396,,2.875,12.9,4.0,1.85,-0.4,198.5,3.333
2011-02-13,191.26,88.0,83.0,73.0,17.119,18.243,27.632,9.389,,3.562,16.408,4.1,1.208,-0.6,208.378,4.292
