date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CO_mean
2011-01-01,20.458,38.125,17.667,,,15.145,5.708
2011-01-02,14.75,28.0,13.25,,,13.354,4.208
2011-01-03,9.875,18.458,8.583,,,7.834,2.583
2011-01-04,15.875,30.833,14.958,,,9.458,3.833
2011-01-05,7.375,18.167,10.792,,,9.438,3.043
2011-01-06,9.095,19.429,10.333,,0.111,10.84,3.0
2011-01-07,13.75,28.125,14.375,,0.0,8.417,3.333
2011-01-08,11.583,19.458,7.875,,0.0,9.542,3.0
2011-01-09,18.708,34.042,15.333,,0.042,9.854,4.458
2011-01-10,19.0,35.875,16.875,,0.042,10.708,4.25
2011-01-11,13.25,29.5,16.25,,0.0,8.188,3.333
2011-01-12,17.25,30.167,12.917,,0.458,9.562,3.957
2011-01-13,18.348,37.043,18.696,,0.75,13.062,4.0
2011-01-14,7.833,18.417,10.583,,0.917,8.854,2.833
2011-01-15,8.875,17.917,9.042,,0.625,8.02,3.083
2011-01-16,13.917,30.5,16.583,,0.958,10.896,4.125
2011-01-17,18.167,33.333,15.167,,0.958,10.938,4.375
2011-01-18,20.167,40.042,19.875,,1.208,12.958,4.583
2011-01-19,14.875,21.542,6.667,,1.0,10.979,3.043
2011-01-20,7.043,10.565,3.522,,0.917,7.812,1.917
2011-01-21,17.208,27.792,10.583,,1.0,11.104,3.5
2011-01-22,18.167,39.5,21.333,,1.042,11.208,5.542
2011-01-23,13.696,31.913,18.217,,0.833,13.5,4.5
2011-01-24,15.208,31.167,15.958,,0.958,14.042,4.167
2011-01-25,12.375,26.583,14.208,,1.0,10.355,3.333
2011-01-26,13.792,28.167,14.375,,0.917,7.729,3.913
2011-01-27,18.417,32.917,14.5,,1.0,10.708,4.25
2011-01-28,20.875,40.958,20.083,,1.208,11.521,5.208
2011-01-29,14.375,23.667,9.292,,2.792,9.542,4.042
2011-01-30,16.042,36.5,20.458,,0.667,11.938,4.167
2011-01-31,6.417,15.458,9.042,,1.083,10.375,2.792
2011-02-01,10.857,19.952,9.095,,0.625,10.458,2.625
2011-02-02,18.417,37.542,19.125,,0.875,11.375,4.261
2011-02-03,17.13,33.217,16.087,,0.875,12.104,4.25
2011-02-04,14.375,26.875,12.5,,0.917,13.146,3.417
2011-02-05,14.125,24.708,10.583,,1.0,11.458,3.292
2011-02-06,32.625,68.917,36.292,,1.583,23.354,7.042
2011-02-07,20.875,47.75,26.875,,1.25,24.24,5.917
2011-02-08,6.917,16.125,9.208,,1.0,10.542,2.708
2011-02-09,10.333,23.042,12.708,,1.0,9.75,2.913
2011-02-10,14.522,26.174,11.652,,1.0,11.855,3.0
2011-02-11,15.167,29.875,14.708,,1.0,10.854,3.208
2011-02-12,8.333,14.833,6.5,,0.958,11.375,2.292
2011-02-13,25.292,54.708,29.417,,0.375,13.75,5.667
2011-02-14,26.167,55.125,28.958,,0.125,15.979,5.958
2011-02-15,12.667,22.333,9.667,,0.25,19.521,3.583
2011-02-16,13.125,24.458,11.333,,0.125,8.666,3.609
2011-02-17,12.957,25.13,12.174,,0.208,12.125,3.5
2011-02-18,15.042,26.792,11.75,,1.042,10.438,3.875
2011-02-19,16.833,24.417,7.583,,0.875,13.75,3.583
2011-02-20,21.542,39.042,17.5,,0.833,14.375,5.0
2011-02-21,15.708,29.5,13.792,,0.875,15.562,4.125
2011-02-22,22.833,41.917,19.083,,0.75,13.958,5.292
2011-02-23,32.042,67.083,35.042,,0.958,22.312,7.435
2011-02-24,13.826,22.217,8.391,,0.875,13.604,3.875
2011-02-25,15.417,24.5,9.083,,1.0,12.792,3.833
2011-02-26,11.083,18.542,7.458,,0.917,14.167,3.417
2011-02-27,10.875,21.333,10.458,,0.958,14.416,3.25
2011-02-28,20.792,31.625,10.833,,0.958,12.895,4.25
2011-03-01,27.833,44.458,16.625,,1.0,17.208,5.304
2011-03-02,20.217,36.087,15.87,,1.167,20.834,4.708
2011-03-03,11.667,18.667,7.0,,0.375,13.875,3.292
2011-03-04,7.708,11.625,3.917,,0.292,11.27,2.75
2011-03-05,15.75,26.875,11.125,,0.917,12.438,3.958
2011-03-06,13.458,20.542,7.083,,0.5,8.708,3.583
2011-03-07,9.042,19.833,10.792,,0.25,11.208,3.25
2011-03-08,18.833,30.875,12.042,,1.087,14.744,4.87
2011-03-09,13.609,25.261,11.652,,1.083,11.042,4.208
2011-03-10,2.583,6.25,3.667,,0.083,2.875,2.0
2011-03-11,2.542,6.333,3.792,,0.042,1.25,1.875
2011-03-12,10.542,16.792,6.25,,0.625,9.958,2.625
2011-03-13,16.458,27.875,11.417,,0.833,11.271,3.833
2011-03-14,16.917,30.208,13.292,,1.167,12.771,4.0
2011-03-15,14.6,24.1,9.5,,1.5,18.554,4.556
2011-03-16,21.909,32.273,10.364,,1.263,15.322,3.478
2011-03-17,27.042,42.958,15.917,,1.292,22.646,5.583
2011-03-18,8.917,14.25,5.333,,1.042,17.188,3.208
2011-03-19,7.458,16.333,8.875,,1.0,11.145,2.5
2011-03-20,6.5,13.5,7.0,,0.875,12.854,2.458
2011-03-21,8.042,17.958,9.917,,1.042,15.75,2.792
2011-03-22,7.625,17.792,10.167,,0.917,26.792,3.304
2011-03-23,13.478,19.435,5.957,,0.708,20.0,3.125
2011-03-24,14.667,20.792,6.125,,0.333,8.521,3.458
2011-03-25,14.792,20.667,5.875,,0.042,11.625,3.0
2011-03-26,13.667,22.792,9.125,,0.875,14.229,3.25
2011-03-27,18.083,28.0,9.917,,0.25,19.104,4.167
2011-03-28,17.913,25.522,7.609,,0.391,17.413,4.542
2011-03-29,14.458,21.292,6.833,,0.5,20.125,3.783
2011-03-30,13.826,22.87,9.043,,1.083,16.958,3.125
2011-03-31,10.583,20.042,9.458,,0.917,11.605,3.25
2011-04-01,13.13,22.478,9.348,,0.0,19.27,3.917
