date,NO2_mean,NOX_mean,NO_mean,SPM_mean,SO2_mean
2011-01-01,12.833,18.375,5.542,,5.917
2011-01-02,5.583,7.667,2.083,,4.917
2011-01-03,8.417,10.917,2.5,,7.375
2011-01-04,10.208,14.833,4.625,,7.625
2011-01-05,14.875,21.958,7.083,,4.583
2011-01-06,25.087,40.13,15.043,,4.13
2011-01-07,15.958,29.208,13.25,,3.25
2011-01-08,21.5,34.208,12.708,,4.833
2011-01-09,18.75,34.25,15.5,,7.5
2011-01-10,19.875,37.25,17.375,,7.792
2011-01-11,16.708,24.75,8.042,,6.333
2011-01-12,23.375,56.167,32.792,,5.542
2011-01-13,18.417,41.792,23.375,,8.833
2011-01-14,17.542,26.917,9.375,,10.125
2011-01-15,18.083,25.125,7.042,,4.417
2011-01-16,14.25,22.583,8.333,,3.208
2011-01-17,22.75,56.542,33.792,,3.958
2011-01-18,34.208,96.208,62.0,,9.083
2011-01-19,19.261,31.522,12.261,,4.391
2011-01-20,16.833,25.458,8.625,,3.583
2011-01-21,15.333,24.208,8.875,,2.792
2011-01-22,13.292,26.333,13.042,,3.958
2011-01-23,8.208,12.125,3.917,,3.708
2011-01-24,9.125,11.542,2.417,,5.792
2011-01-25,13.333,20.25,6.917,,4.958
2011-01-26,13.667,17.75,4.083,,4.625
2011-01-27,20.333,29.083,8.75,,6.958
2011-01-28,15.25,21.542,6.292,,5.708
2011-01-29,15.792,23.375,7.583,,4.333
2011-01-30,17.625,29.042,11.417,,3.75
2011-01-31,23.125,45.292,22.167,,5.833
2011-02-01,13.261,28.957,15.696,,7.087
2011-02-02,8.042,12.333,4.292,,5.208
2011-02-03,11.125,15.167,4.042,,5.542
2011-02-04,13.333,17.458,4.125,,7.875
2011-02-05,20.667,33.5,12.833,,10.375
2011-02-06,16.833,22.25,5.417,,10.375
2011-02-07,10.75,15.292,4.542,,4.333
2011-02-08,5.625,7.542,1.917,,4.625
2011-02-09,12.5,18.125,5.625,,5.083
2011-02-10,16.583,27.125,10.542,,4.667
2011-02-11,13.333,20.083,6.75,,3.958
2011-02-12,15.75,20.958,5.208,,4.833
2011-02-13,13.208,18.25,5.042,,5.0
2011-02-14,27.417,54.375,26.958,,3.917
2011-02-15,16.773,39.318,22.545,,4.75
2011-02-16,17.75,30.0,12.25,,3.682
2011-02-17,13.958,25.292,11.333,,3.875
2011-02-18,7.542,10.292,2.75,,3.5
2011-02-19,12.375,16.167,3.792,,4.208
2011-02-20,19.625,32.458,12.833,,3.708
2011-02-21,34.25,77.292,43.042,,7.125
2011-02-22,16.958,21.125,4.167,,4.833
2011-02-23,17.375,28.25,10.875,,4.292
2011-02-24,18.875,24.0,5.125,,6.458
2011-02-25,18.0,22.833,4.833,,4.833
2011-02-26,7.083,9.458,2.375,,2.583
2011-02-27,15.583,28.333,12.75,,3.667
2011-02-28,11.625,14.75,3.125,,4.542
2011-03-01,27.783,52.0,24.217,,6.087
2011-03-02,19.25,28.083,8.833,,5.375
2011-03-03,5.625,7.167,1.542,,3.583
2011-03-04,6.042,7.375,1.333,,2.667
2011-03-05,21.667,31.375,9.708,,3.625
2011-03-06,20.458,42.75,22.292,,5.875
2011-03-07,24.667,35.583,10.917,,6.292
2011-03-08,24.458,50.958,26.5,,6.292
2011-03-09,19.208,23.667,4.458,,4.417
2011-03-10,10.75,14.708,3.958,,3.083
2011-03-11,7.0,8.875,1.875,,3.833
2011-03-12,11.792,14.417,2.625,,4.292
2011-03-13,16.292,21.208,4.917,,2.773
2011-03-14,26.455,46.227,19.773,,4.833
2011-03-15,19.042,27.583,8.542,,6.25
2011-03-16,24.375,30.083,5.708,,5.667
2011-03-17,18.125,21.375,3.25,,4.292
2011-03-18,19.167,23.125,3.958,,4.083
2011-03-19,10.042,12.458,2.417,,3.458
2011-03-20,15.667,23.167,7.5,,4.292
2011-03-21,23.75,32.667,8.917,,3.458
2011-03-22,29.417,52.042,22.625,,5.792
2011-03-23,20.542,24.333,3.792,,4.458
2011-03-24,8.458,10.0,1.542,,5.792
2011-03-25,4.542,5.542,1.0,,3.667
2011-03-26,6.958,8.542,1.583,,2.833
2011-03-27,30.75,40.625,9.875,,6.333
2011-03-28,25.542,33.958,8.417,,8.542
2011-03-29,26.125,37.542,11.417,,7.435
2011-03-30,19.913,37.783,17.87,,8.542
2011-03-31,11.292,13.417,2.125,,3.583
2011-04-01,27.125,40.667,13.542,,11.25
2011-04-02,16.875,28.0,11.125,,8.333
2011-04-03,2.667,3.75,1.083,,4.208
2011-04-04,11.167,16.292,5.125,,5.042
2011-04-05,20.0,29.0,9.0,,6.208
2011-04-06,24.292,43.458,19.167,,11.0
2011-04-07,16.542,24.625,8.083,,8.25
2011-04-08,23.167,32.917,9.75,,6.167
2011-04-09,10.917,15.0,4.083,,5.5
2011-04-10,11.375,14.125,2.75,,6.75
2011-04-11,13.583,17.167,3.583,,8.25
2011-04-12,18.125,22.875,4.75,,5.583
2011-04-13,19.826,32.043,12.217,,9.261
2011-04-14,23.25,28.875,5.625,,13.0
2011-04-15,34.208,46.958,12.75,,11.0
2011-04-16,10.208,19.792,9.583,,5.417
2011-04-17,11.583,15.0,3.417,,5.833
2011-04-18,21.792,31.0,9.208,,7.042
2011-04-19,12.375,18.667,6.292,,5.125
2011-04-20,8.875,12.708,3.833,,4.875
2011-04-21,20.667,44.0,23.333,,7.875
2011-04-22,24.875,37.125,12.25,,7.583
2011-04-23,11.5,14.417,2.917,,3.792
2011-04-24,11.667,14.125,2.458,,5.458
2011-04-25,17.958,22.667,4.708,,6.042
2011-04-26,28.625,45.417,16.792,,9.917
2011-04-27,16.783,36.348,19.565,,5.478
2011-04-28,12.75,16.375,3.625,,4.583
2011-04-29,14.792,19.958,5.167,,4.875
2011-04-30,13.542,17.917,4.375,,9.042
2011-05-01,7.167,9.458,2.292,,4.792
2011-05-02,11.5,14.708,3.208,,4.833
2011-05-03,14.958,19.375,4.417,,7.0
